Ministerie;Leveranciers;9010 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9520 - BZK Specifiek;9530 - DEF specifiek;9540 - EZ Specifiek;9550 - FIN specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS Specifiek;Eindtotaal
BZK;New Babylon Meeting Center B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Noordam;;;;;;;;;1;;;;;;;;;1
BZK;Noorderstaete rentmeesters B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Notariaat Haren B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Notariaat Roelofs;;;;;;;;;1;;;;;;;;;1
BZK;Notaris Unie;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Dongen;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Fikkers B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Nederweert B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Quitz;;;;;;;;;2;;;;;;;;;2
BZK;Notariskantoor Spier & Hazenberg;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Verhaegen & Verhaegen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;NPK Design B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Nuver;;;;;;;;;1;;;;;;;;;1
BZK;Nysingh FYI;;;;;;;;;1;;;;;;;;;1
BZK;Oenema Aannemings- en Transportbedrijf B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Oesterbaai B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Ok Gas B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Oosterveen's Oliehandel B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Oostland Partners notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Othec Electronica;;;;;;;;;1;;;;;;;;;1
BZK;Ouwerkerk Notariaat;;;;;;;;;1;;;;;;;;;1
BZK;Pacific Air Systems;;;;;;;;;1;;;;;;;;;1
BZK;Partiar B.V.;;;;;;;;;1;;;;;;;;;1
BZK;PCW Huisvestingsadvies en Projectbegeleiding;;;;;;;;;3;;;;;;;;;3
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;;;;2;;;;;;;;;2
BZK;Peutz B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Plein06 B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Ploum Lodder Princen;;;;;;;;;1;;;;;;;;;1
BZK;Poel Bosbouwartikelen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Polderman Grondverzet & Loonwerk;;;;;;;;;2;;;;;;;;;2
BZK;Posthuma - Schutte Notariaat;;;;;;;;;1;;;;;;;;;1
BZK;PPH2 Stichting;;;;;;;;;1;;;;;;;;;1
BZK;Pranger-Rosier Installaties B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Primagaz Nederland B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Prins Bouw B.V.;;;;;;;;;7;;;;;;;;;7
BZK;Printstudio Statenkwartier B.V.;;;;;;;;;1;;;;;;;;;1
BZK;ProRail B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Provak Soest B.V.;;;;;;;;;1;;;;;;;;;1
BZK;PVU Gerechtsdeurwaarders;;;;;;;;;1;;;;;;;;;1
BZK;Q-Park Beheer B.V.;;;;;;;;;3;;;;;;;;;3
BZK;QuoVadis Trustlink B.V.;;;;;;;;;1;;;;;;;;;1
BZK;R.A.B. Rest. Adv. en Begeleidingsbureau B.V.;;;;;;;;;2;;;;;;;;;2
BZK;R.I.E.T. Ruimtel. Inricht. & Techn. B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Raadg. Techn. Bur. Huisman en v. Muijen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Raadgevend Ingenieursbureau Dijkoraad B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Randon Beveiliging;;;;;;;;;;2;;;;;;;;2
BZK;Randstad Bewaking B.V.;;;;;;;;;6;;;;;;;;;6
BZK;RDH Architecten Stedenbouwkundigen B.V.;;;;;;;;;2;;;;;;;;;2
BZK;REALNOMICS;;;;;;;;;4;;;;;;;;;4
BZK;RedactiePartners B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Regardz;;;;;;;;;2;;;;;;;;;2
BZK;Regus;;;;;;;;;2;;;;;;;;;2
BZK;Rekaf Holding B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Remon Service B.V.;;;;;;;;;1;;;;;;;;;1
BZK;RenD Bouw;;;;;;;;;1;;;;;;;;;1
BZK;Rentokil hygiene;;;;;;;;;1;;;;;;;;;1
BZK;Renzco Handel B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Reparaad B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Restauratiearchitectuur BBM B.V.;;;;;;;;;1;;;;;;;;;1
BZK;RijksBredius Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Rijnja Repro;;;;;;;;;1;;;;;;;;;1
BZK;Riool Techniek Kraggenburg;;;;;;;;;1;;;;;;;;;1
BZK;Riool.nl;;;;;;;;;1;;;;;;;;;1
BZK;Robuusteiken;;;;;;;;;1;;;;;;;;;1
BZK;Roeda Mascini Smit Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Roessen & Roessen Opslag B.V.;;;;;;;;;1;;;;;;;;;1
BZK;RPS advies- en ingenieursbureau;;;;;;;;;1;;;;;;;;;1
BZK;Ruigrok (Mc) B.V.;;;;;;;;;1;;;;;;;;;1
BZK;SAB;;;;;;;;;1;;;;;;;;;1
BZK;Satellietkantoor Utrecht;;;;;;;;;2;;;;;;;;;2
BZK;Schäfer Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Scheer & Foppen;;;;;;;;;1;;;;;;;;;1
BZK;Schildersbedrijf van Krimpen B.V.;;;;;;;;;5;;;;;;;;;5
BZK;Schildersbedrijf Wolters B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Schilperoort Netwerk Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Schindler Liften B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Schoonhoven Bedrijfsmakelaardij B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Schoonmaakbedrijf Heuvelman B.V.;;;;;;;;;1;;;;;;;;;1
BZK;scrum4gov;;;;;;;;;1;;;;;;;;;1
BZK;Search Milieu;;;;;;;;;1;;;;;;;;;1
BZK;Securitas Services B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Sensus Groep B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Siemens Nederland N.V.;;;;;;;;;2;;;;;;;;;2
BZK;Sinke Komejan Bedrijfsmakelaars B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Sita Recycling Services;;;;;;;;;1;;;;;;;;;1
BZK;SITE Urban Development B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Slangen Staal B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Sleutels advocaten;;;;;;;;;1;;;;;;;;;1
BZK;Smalbraak Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Smeba Brandbeveiliging B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Smelt Mechanisatie Bedrijf S.M.B.;;;;;;;;;1;;;;;;;;;1
BZK;Smits van Burgst Groep B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Solidé Projectadvies B.V.;;;;;;;;;2;;;;;;;;;2
BZK;SolutionLab;;1;;;;;;;;;;;;;;;;1
BZK;Sosef Schilderwerken;;;;;;;;;2;;;;;;;;;2
BZK;Spacevalue B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Starwash Oldenzaal B.V.;;;;;;;;;;1;;;;;;;;1
BZK;STB Automatisering & Advies B.V.;;;;;;;;;1;;;;;;;;;1
BZK;STEC Groep B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Stedin;;;;;;;;;2;;;;;;;;;2
BZK;Stedin Meetbedrijf B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Stedin Netwerk Gas B.V.;;;;;;;;;2;;;;;;;;;2
BZK;SteenhuisMeurs;;;;;;;;;1;;;;;;;;;1
BZK;Sticht. Nederl. Cult.- & Erfgoed Initiatieven;;;;;;;;;2;;;;;;;;;2
BZK;Sticht. Ruimte voor Onderwijs en Kinderopvang;;;;;;;;;2;;;;;;;;;2
BZK;Stichting ArchiNed;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Cultureel Erfgoed Zeeland;;;;;;;;;2;;;;;;;;;2
BZK;Stichting Fundeon;;;;;;;;;4;;;;;;;;;4
BZK;Stichting Gbkn Overijssel;;;;;;;;;;1;;;;;;;;1
BZK;Stichting Green Village;;;;;;;;;3;;;;;;;;;3
BZK;Stichting het Nationale Park de Hoge Veluwe;;;;;;;;;2;;;;;;;;;2
BZK;Stichting In Arcadië;;;;;;;;;2;;;;;;;;;2
BZK;Stichting Kenniscentrum Glas;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Polderlab;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Raad van Arbitrage voor de Bouw;;;;;;;;;2;;;;;;;;;2
BZK;Stichting Rijksmuseum Twenthe;;;;;;;;;1;;;;;;;;;1
BZK;Stoop Baggerwerken;;;;;;;;;5;;;;;;;;;5
BZK;Stouthart & Hilber notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Strukton Worksphere B.V.;;;;;;;;;5;;;;;;;;;5
BZK;Studio Flek;;;;;;;;;1;;;;;;;;;1
BZK;Stuijt & Ploeg notariaat;;;;;;;;;1;;;;;;;;;1
BZK;T&T Compet&t.b.v.;;;;;;;;;2;;;;;;;;;2
BZK;tanteloes B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Tauw B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Taxatievragen;;;;;;;;;2;;;;;;;;;2
BZK;TDN Taxaties V.O.F.;;;;;;;;;2;;;;;;;;;2
BZK;Team2 Advies;;;;;;;;;1;;;;;;;;;1
BZK;Technolab B.V.;;1;;;;;;;;;;;;;;;;1
BZK;Technolas;;;;;;;;;1;;;;;;;;;1
BZK;Technoproject B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Tempo-Team Uitzenden B.V.;;;;;;;;;;1;;;;;;;;1
BZK;TES Install.techn. Service & Onderhoud B.V.;;;;;;;;;1;;;;;;;;;1
BZK;The Ascent;;;;;;;;;1;;;;;;;;;1
BZK;TPAHG Architecten BNA;;;;;;;;;2;;;;;;;;;2
BZK;Tracé Beheer B.V.;;;;;;;;;;1;;;;;;;;1
BZK;Trigion Beveiliging B.V.;;;;;;;;;5;;;;;;;;;5
BZK;Troostwijk Taxaties B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Troostwijk Vastgoed Verkoop B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Troostwijk Veilingen B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Uitzendbureau 65plus;;;;;;;;;3;;;;;;;;;3
BZK;Unibail-Rodamco Nederland Winkels B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Ura B.V.;;;;;;;;;2;;;;;;;;;2
BZK;USG Engineering Professionals B.V.;;;;;;;;;;1;;;;;;;;1
BZK;UTS van der Geest Verhuizingen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;v. Rossum Raadgev. Ingenieurs Amsterdam B.V.;;;;;;;;;1;;;;;;;;;1
BZK;V.O.F. De Sleutelkoning;;;;;;;;;1;;;;;;;;;1
BZK;Vaarkamp B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Vaccinatiezorg B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Value in Parking B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Van Dalen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van den Berg Machines B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van den Brul Restauratie;;;;;;;;;2;;;;;;;;;2
BZK;Van den Heuvel;;;;;;;;;1;;;;;;;;;1
BZK;Van den Pol Elektrotechniek B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van der Horst Taxateurs B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van der Molen Juridisch Bouwadvies;;;;;;;;;1;;;;;;;;;1
BZK;Van der Slikke Rentmeesters B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van der Valk Netwerk Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van der Waal & Partners B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Dijk de Jongh Notaris. en Estate Planners;;;;;;;;;1;;;;;;;;;1
BZK;Van Eijk Infra- en Milieutechniek B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Van Gansewinkel Nederland B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Gastel Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Van Ginderen License and Finance B.V.;;;;;;;;;6;;;;;;;;;6
BZK;Van Haren Schilders;;;;;;;;;1;;;;;;;;;1
BZK;Van Hecke Houben Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Helvoort Uitgeverij B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Lanschot Nannenga Naus Rentmeesters;;;;;;;;;2;;;;;;;;;2
BZK;Van Lenning Notariaat B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Lierop B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Van Loenen Milieu;;;;;;;;;1;;;;;;;;;1
BZK;Van Luyt Taxateurs B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Van Marwijk Communicatie & Marketing Advies;;;;;;;;;2;;;;;;;;;2
BZK;Van Mourik & De Bie Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Oort Bodemonderzoek B.V.;;;;;;;;;1;;;;;;;;;1
BZK;van Riesen;;;;;;;;;1;;;;;;;;;1
BZK;Van Vliet Sloopwerken B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Van Weeghel Doppenberg Kamps Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Van Wensen Makelaars B.V.;;;;;;;;;1;;;;;;;;;1
BZK;VanLier Posthumus notarissen;;;;;;;;;2;;;;;;;;;2
BZK;Vast Janszen B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Vastgoed Rietveld B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Veccins 3D B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Vechtstede Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Veldkamp & Elzinga notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Veolia Gebouwenbeheer B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Vereniging Zelfbescherming Bedrijven en Inr.;;;;;;;;;1;;;;;;;;;1
BZK;Verhees Notarissen N.V.;;;;;;;;;1;;;;;;;;;1
BZK;Vermeulen Groep;;;;;;;;;1;;;;;;;;;1
BZK;Vermeulen Leiderdorp B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Verweij;;;;;;;;;1;;;;;;;;;1
BZK;Verzijl notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Vianen Bouwadvies B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Vidomes;;;;;;;;;1;;;;;;;;;1
BZK;Vireo Vastgoed B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Vlaming Decorateur-Restaurateur;;;;;;;;;1;;;;;;;;;1
BZK;Vos & Partners Organisatieadvies B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Voskuil Tenten Service;;;;;;;;;1;;;;;;;;;1
BZK;VPSitex Benelux B.V.;;;;;;;;;2;;;;;;;;;2
BZK;VVE Beheer;;;;;;;;;1;;;;;;;;;1
BZK;Vve Beheer Haaglanden;;;;;;;;;1;;;;;;;;;1
BZK;VVV Nederland B.V.;;;;;;;;;;1;;;;;;;;1
BZK;VZB Vastgoed B.V.;;;;;;;;;1;;;;;;;;;1
BZK;W/E adviseurs duurzaam bouwen;;;;;;;;;1;;;;;;;;;1
BZK;Waalpartners civil engineering;;;;;;;;;3;;;;;;;;;3
BZK;Waltmann Bedrijfshuisvesting B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Wareco Amsterdam B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Wedemeijer en Dielissen Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Weever Sloopwerken B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Werkendamse Verwarmings Centrale B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Westland Infra Netbeheer B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Wijngaarde B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Wischhoff Communicatie;;;;;;;;;1;;;;;;;;;1
BZK;Wise Consult B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Wits Noord B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Wolter & Dros Amsterdam;;;;;;;;;4;;;;;;;;;4
BZK;Wolter & Dros Den Helder;;;;;;;;;;1;;;;;;;;1
BZK;Xerox (Nederland) B.V.;;;;;;;;;2;;;;;;;;;2
BZK;XS4ALL Internet B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Xylem Water Solutions Nederland B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Zanders Architectuur;;;;;;;;;1;;;;;;;;;1
BZK;Ziggo B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Zorgboerderij Slangenburg;;;;;;;;;2;;;;;;;;;2
DEF;Air Products Nederland B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Alliance Healthcare;;;;1;;;;;;;;;;;;;;1
DEF;Arseus Dental Nederland B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Ascom (Nederland) B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Azbil Telstar Benelux B.V.;;;;1;;;;;;;;;;;;;;1
DEF;BE Kerkhof;;;;2;;;;;;;;;;;;;;2
DEF;Belimed B.V.;;;;1;;;;;;;;;;;;;;1
DEF;bioMérieux Benelux B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Bureau Veritas Industrial Services;;;;1;;;;;;;;;;;;;;1
DEF;CareFusion Netherlands 238 B.V.;;;;3;;;;;;;;;;;;;;3
DEF;Carl Zeiss B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Corpuls Benelux;;;;2;;;;;;;;;;;;;;2
DEF;Dental Union B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Dentalair Products Nederland B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Dräger Medical Netherlands B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Enraf-Nonius B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Eppendorf Nederland B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Fluke Nederland B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Fujifilm Medical Systems France;;;;2;;;;;;;;;;;;;;2
DEF;GE Healthcare B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Getinge B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Haemonetics B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Haenel Kantoor en Magazijnsystemen;;;;1;;;;;;;;;;;;;;1
DEF;Hettich Benelux B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Interster;;;;1;;;;;;;;;;;;;;1
DEF;Kavo Nederland B.V.;;;;5;;;;;;;;;;;;;;5
DEF;Luchttechnisch Revis.-Bureau Van Elewout B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Maquet Netherlands B.V.;;;;1;;;;;;;;;;;;;;1
DEF;MF Services B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Miele Nederland B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Miscea Benelux B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Motek Medical B.V.;;;;3;;;;;;;;;;;;;;3
DEF;NSD International NL B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Oldelft Benelux B.V.;;;;4;;;;;;;;;;;;;;4
DEF;Philips Nederland B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Poly Temp Scientific;;;;1;;;;;;;;;;;;;;1
DEF;Procare;;;;2;;;;;;;;;;;;;;2
DEF;QRS Service B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Skills Meducation B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Smith & Nephew Nederland C.V.;;;;1;;;;;;;;;;;;;;1
DEF;Steras;;;;2;;;;;;;;;;;;;;2
DEF;Synergy Health Utrecht B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Sysmex Nederland B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Tuttnauer Europe B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Vandeputte Medical;;;;3;;;;;;;;;;;;;;3
DEF;Veenhuis Medical Audio B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Verathon Medical (Europe) B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Werfen B.V.;;;;1;;;;;;;;;;;;;;1
DEF;Westfalen Medical B.V.;;;;2;;;;;;;;;;;;;;2
DEF;Zoll International Holding B.V.;;;;1;;;;;;;;;;;;;;1
EZ;A. de Jong T.H. Beheer;;;1;;;;;;;;;;;;;;;1
EZ;A. Jaggoe;;;;;1;;;;;;;;;;;;;1
EZ;A.D. Jansen Zwolle B.V.;;;;1;;;;;;;;;;;;;;1
EZ;A.E. Man in 't Veld B.V.;;;;;;;;;;;1;;;;;;;1
EZ;A.R.J. van Ingen, dierenarts;;;;;;;;;;;2;;;;;;;2
EZ;A.R.T. World Trading;;;;;1;;;;;;;;;;;;;1
EZ;AAP, Opvang voor Uitheemse Dieren, stichting;;;;;;;;;;;3;;;;;;;3
EZ;Aardappelhandel Kruizinga B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Aartsenfruit Breda B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Aartsenfruit Venlo B.V.;;;;;1;;;;;;;;;;;;;1
EZ;AB Sciex Netherlands B.V.;;;1;6;;;;;;;;;;;;;;6
EZ;ABAB Belastingadviseurs en Juristen B.V.;;;;;;;;;;;1;;;;;;;1
EZ;ABBEoptics;;;1;;;;;;;;;;;;;;;1
EZ;ABN AMRO BANK N.V.;;;;;;;;;;;1;;;;;;;1
EZ;Abtronix B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Abus Kraansystemen B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Achterhoek Antennebouw Aalten B.V.;;;;;;;;;;;1;;;;;;;1
EZ;ADM Promotions B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Adri & Zn. Schaal- en Schelpdierenhandel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Adure Advocaten B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Advocatenkantoor Hoen;;;;;;;;;;;1;;;;;;;1
EZ;Advocatenkantoor Mr. P.H.G.C. Gremmen;;;;;;;;;;;1;;;;;;;1
EZ;Advocatenkantoor van der Wal;;;;;;;;;;;1;;;;;;;1
EZ;Advocatenkantoor Wensing;;;;;;;;;;;1;;;;;;;1
EZ;Advocatenpraktijk Geelkerken B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Afro Caribbean Food & Cosmetics B.V.;;;;;1;;;;;;;;;;;;;1
EZ;AGF Overtoom Groothandel en Horecaleverancier;;;;;1;;;;;;;;;;;;;1
EZ;Agilent Technologies Netherlands B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Agilent Technologies Sanigi B.V.;;;2;4;;;;;;;;;;;;;;4
EZ;Agrico Research;;;;;;;;;;;1;;;;;;;1
EZ;Agro Techniek Oosterink B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Agrovision B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Air Cargo Netherlands;;;;;;;;;;;1;;;;;;;1
EZ;Air Products Nederland B.V.;;;1;;;;;;;;;;;;;;;1
EZ;AIS-Scanology B.V.;;;1;;;;;;;;;;;;;;;1
EZ;AKCE Food B.V.;;;;;1;;;;;;;;;;;;;1
EZ;AKD;;;;;;;;;;;1;;;;;;;1
EZ;Al Hoceima Import- Export B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Alba Food Trading B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Albert Heijn B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Aldi Drachten B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Aldi Groenlo B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Aldi Ommen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Aldi Roosendaal;;;;;1;;;;;;;;;;;;;1
EZ;Aldi Zaandam B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Alewijnse Nijmegen B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Alfa Accountants en Adviseurs;;;;;;;;;;;1;;;;;;;1
EZ;Algra Mocca D'Or Breda B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Alla Marca Food;;;;;1;;;;;;;;;;;;;1
EZ;Allfo Foto Services;;;;;;;;;;;1;;;;;;;1
EZ;Allpaper B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Alltech/Applied Science B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Altrad Fort;;;;;1;;;;;;;;;;;;;1
EZ;Alwafa Levensmiddelen;;;;;1;;;;;;;;;;;;;1
EZ;Anaco & Greeve International B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Anna Jonkhoff Advocaat;;;;;;;;;;;1;;;;;;;1
EZ;Anthonie Verwijs;;;;;1;;;;;;;;;;;;;1
EZ;Antonides;;;1;;;;;;;;;;;;;;;1
EZ;ANWB B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Apotheker Gr.hand. in Groenten en Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Applied Biosystems;;;2;1;;;;;;;;;;;;;;2
EZ;AR Benelux;;;;1;;;;;;;;;;;;;;1
EZ;ARAG Rechtsbijstand;;;;;;;;;;;1;;;;;;;1
EZ;Arjan Hoeve;;;;;;;;;;;1;;;;;;;1
EZ;Artsen Zonder Grenzen;;;;;;;;;;;1;;;;;;;1
EZ;ArtTest B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Arvalis;;;;;;;;;;;1;;;;;;;1
EZ;Asecos B.V.;;;;1;;;;;;;;;;;;;;1
EZ;ASF Holland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Asia Express Food;;;;;1;;;;;;;;;;;;;1
EZ;Asian Dim-Sum B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Asijah Europe;;;;;1;;;;;;;;;;;;;1
EZ;Atal B.V.;;;;;;;;;;;1;;;;;;;1
EZ;ATK Grootkeukentechniek B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Aurion-Immuno Gold Reagents & Accessoires;;;1;;;;;;;;;;;;;;;1
EZ;Aurora Borealis Control B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Autar Groothandel in Levensmiddelen;;;;;1;;;;;;;;;;;;;1
EZ;AUV Groothandel B.V.;;;1;;1;;;;;;;;;;;;;1
EZ;Avilo Stikstof en Perslucht Systemen B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Avonturia 'De Vogelkelder';;;;;;;;;;;1;;;;;;;1
EZ;AW Handelsonderneming;;;;;;;;;;;1;;;;;;;1
EZ;AWI Delft;;;;;1;;;;;;;;;;;;;1
EZ;Aygun Notenhandel;;;;;1;;;;;;;;;;;;;1
EZ;Ayurveda Company B.V.;;;;;1;;;;;;;;;;;;;1
