Ministerie;Handelsnaam;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
DEF;PRO-MATCH system integration;;;1;;;;;;1
DEF;Q-Lite B.V.;;1;;;;;;;1
DEF;Q-Park Nederland;;1;;;;;;;1
DEF;Ram Mobile Data (Netherlands) B.V.;;;;;;1;;;1
DEF;Rebo B.V.;;1;;;;;;;1
DEF;Rederij P. Kooy B.V.;;;;;;;1;;1
DEF;RemcoWebsites;;;1;;;;;;1
DEF;Rexel Nederland B.V.;;1;;;;;;;1
DEF;Rijsbergen Den Helder;;;;;;;1;;1
DEF;Romex B.V.;;1;;;;1;1;;1
DEF;RS Components B.V.;;1;;;;;1;;1
DEF;Safety Support B.V.;;1;;;;;;;1
DEF;Sakko Commercial B.V.;;1;;;;;;;1
DEF;SAM International B.V.;;1;;;;;1;;1
DEF;Schoonenberg Hoorsupport;;1;;;;;;;1
DEF;Secure Cyber Communications B.V.;;;;1;;;;;1
DEF;SecureLink Nederland B.V.;;;;;1;;;;1
DEF;Softline Solutions Netherlands B.V.;;;;;1;;;;1
DEF;Sportfondsen Roosendaal B.V.;;;;;;;1;;1
DEF;Studio 38C;;1;;;;;;;1
DEF;Sweco Nederland B.V.;;;;1;;;;;1
DEF;Syntouch B.V.;;;;;1;;;;1
DEF;T&T Mobility;;;;;;;1;;1
DEF;TDS B.V.;;;;;;;1;;1
DEF;Technical Logistic Solutions B.V.;;1;;;;;;;1
DEF;Texo Trade Services B.V.;;1;;;;;;;1
DEF;Textielgroothandel Van de Waerdt;;;;;;;1;;1
DEF;T-Mobile Netherlands B.V.;;;;;;;1;;1
DEF;Totech Europe B.V.;;1;;;;;;;1
DEF;Tradinco Instruments;;;;1;;;;;1
DEF;Trits Procesinnovatie;;;;1;;;;;1
DEF;Unipas B.V.;;;;;;1;;;1
DEF;UP learning B.V.;;;;;;;;1;1
DEF;V.O.F. Boet Schouwink Producties;;1;;;;;;;1
DEF;Van der Heijden Milieu- en Install.techn.;;;;;;;1;;1
DEF;Van Oostvoorn & Zn;;1;;;;;;;1
DEF;Van Vlier Media B.V.;;1;;;;;;;1
DEF;Vector Eyes;;;;;;1;;;1
DEF;Video Duplication Holland B.V.;;1;;;;;;;1
DEF;Visual Workplace B.V.;;1;;;;;;;1
DEF;Viteau B.V.;;1;;;;;;;1
DEF;Vonk B.V.;;1;;;;;;;1
DEF;Waterkant;;;;;;;1;;1
DEF;Xolphin B.V.;;;;;;;1;;1
DEF;XS4ALL Internet B.V.;;;;;;;1;;1
DEF;YourIT B.V.;;;;;;1;;;1
DEF;Zalsman Print B.V.;;;;;;;1;;1
DEF;Ziggo B.V.;;;;;;;1;;1
EZK;Aannemersbedrijf J.T. Bulthuis;;;;;;;;1;1
EZK;Acanthis Document Solutions B.V.;;;;;;;;1;1
EZK;Afas Software B.V.;;;;;1;;;;1
EZK;Allekabels B.V.;;;;;;;1;;1
EZK;AllSolutions B.V.;;;;;1;;;1;1
EZK;Andromatics B.V.;;;;;;;;1;1
EZK;Anoigo Services Limited;;;;;1;;;;1
EZK;AT-FOCUS Media;;1;;;;;;;1
EZK;Attingo Datarecovery B.V.;1;;;;;;;;1
EZK;Avatel B.V.;;;;;;;1;;1
EZK;B.V. Het Refter;;;;;1;;;;1
EZK;Belgisch Biercaf̩ Olivier B.V.;;;;;1;;;1;1
EZK;BEMERKT Concept & Design;1;;;;;;;;1
EZK;Between Staffing Nederland B.V.;;;;;;;;1;1
EZK;BIS Bedrijfs Informatie Systemen B.V.;1;;;;;;;;1
EZK;Bleck Cross Media Creativity;;;;;1;;;;1
EZK;bol.com B.V.;;;;;;;1;;1
EZK;Boon Edam Nederland B.V.;;;;;;;;1;1
EZK;Breijer Contractonderhoud B.V.;;;1;;;;;;1
EZK;C.N. Rood B.V.;;;;;;;1;;1
EZK;Cambrium B.V.;;;;;;;1;;1
EZK;Cannock Chase;;;;;;1;;;1
EZK;Canon Nederland N.V.;;;;;;1;;1;1
EZK;Caseware Idea B.V.;;;;;;;;1;1
EZK;Communicatie Cockpit B.V.;;;;;;;;1;1
EZK;Complex E-Techniek B.V.;;;;;;;;1;1
EZK;Conrad Electronic Benelux B.V.;;;;;;;1;;1
EZK;Consensus Economics Inc;;;;;1;;;;1
EZK;CreAim Reconi;;;;;;;;1;1
EZK;CTM Solution B.V.;;;;;;;;1;1
EZK;Dataplus Netherlands B.V.;;;;;1;;;;1
EZK;Daxisweb B.V.;;;;;1;;;;1
EZK;De Polderland Groep B.V.;;;;;;;1;;1
EZK;De Raat Security Products B.V.;;1;;;;;;;1
EZK;DEKOM B.V.;;;;;1;;;1;1
EZK;Digitale Zaken;1;;;;;;;;1
EZK;Direct Teleservice B.V.;;;;;;;1;;1
EZK;DPI;;;;;;;;1;1
EZK;Dry Hire Europe B.V.;;;;;;;1;;1
EZK;DTG B.V.;1;;;;;;;;1
EZK;ESCAL Institute of Advanced Technologies;1;;;;;;;;1
EZK;Evite Services B.V.;;;;;1;;;;1
EZK;Exact Netherlands B.V.;;;;;1;;;;1
EZK;Fast Lane Benelux B.V.;1;;;;;;;;1
EZK;Flex IT Rent B.V.;;;;;;;1;;1
EZK;Foto Konijnenberg B.V.;;;;;;;1;;1
EZK;GAMS Software GmbH;;;;;1;;;;1
EZK;Geodan B.V.;;;;;1;;;;1
EZK;Geodirect B.V.;;;;;;;1;;1
EZK;GH+O;;;;1;;;;1;1
EZK;Global Knowledge Network Netherlands B.V.;1;;;;;;;;1
EZK;Grand Cafe Lubeck;;;;;;;;1;1
EZK;GroupSupport.com B.V.;1;;;;;;;;1
EZK;GW Cross Media B.V.;;;1;;;;;;1
EZK;Haagse Beek organisatieadvies B.V.;;;;;;;;1;1
EZK;Hamburgisches WeltWirtschafts Institut HWWI;;;;;1;;;;1
EZK;Hamshop;;;;;;;1;;1
EZK;Have Digitap B.V.;;;;;;;1;;1
EZK;Haver Analytics;;;;;1;;;;1
EZK;Het Pleidooi;;;;;1;;;;1
EZK;Hewlett-Packard Nederland B.V.;;1;;;;;;1;1
EZK;Holland Inbouw;;;;;;;1;;1
EZK;Holland Marine Hardware;;;;;;;1;;1
EZK;Houben Mediatechniek B.V.;;;;;;;1;;1
EZK;Huisers.NL B.V.;;;;;;;;1;1
EZK;ICreative;;;;;;;;1;1
EZK;Ideetron B.V.;;;;;;;1;;1
EZK;Innovero Software Solutions B.V.;1;;;;1;;;1;1
EZK;Inscene Company B.V.;1;;;;;;;;1
EZK;InsightsWorld B.V.;1;;;;1;;;;1
EZK;Internedservices;;;;;1;1;;;1
EZK;Itera B.V.;;;1;;;;;;1
EZK;J.B.S. Handelsonderneming;;;;;;;;1;1
EZK;Jacobs Breda Electronics (J.B.E.);;;;;;;1;;1
EZK;Jibes Data Analytics B.V.;;;;;1;;;;1
EZK;JStor;;;;;1;;;;1
EZK;Kabelshop B.V.;;;;;;;1;;1
EZK;Kamera Express;;1;;;;;;;1
EZK;KnpLaps US;;;;;1;;;;1
EZK;LearnLinq B.V.;;;;;1;;;1;1
EZK;Locatus;;;;;1;;;;1
EZK;Log*in Consultants Nederland B.V.;;;;;;;;1;1
EZK;Loo Van Eck B.V.;;;;;;;;1;1
EZK;Magna Cura Automatisering B.V.;;;;;;;1;;1
EZK;Marosel B.V.;;;;;;;;1;1
EZK;MeasureWorks B.V.;;;;;;;;1;1
EZK;Media Markt Utrecht Hoog Catharijne B.V.;;;;;;;1;;1
EZK;Mentimeter AB;;;;;1;;;;1
EZK;Mini-Circuits Europe;;;;;;;1;;1
EZK;Mitel Gebruikersgroep Nederland;;;;;;;;1;1
EZK;Mondial Movers B.V.;;;;;1;;;1;1
EZK;Motel Assen B.V.;;;;;;;;1;1
EZK;Mouser Electronics;;;;;;;1;;1
EZK;MyMicro Group B.V.;;;;;;;1;;1
EZK;NCC Group Escrow Europe B.V.;1;;;;;;;;1
EZK;Ned-IT B.V.;1;;;;;;;;1
EZK;Negometrix B.V.;;;;;1;;;;1
EZK;Neptune Global, LLC;;;;;1;;;;1
EZK;Network Innovations Services;;;;;1;;1;;1
EZK;NewTelco B.V.;;;;;;;1;;1
EZK;Numerical Algorithms Group Ltd.;;;;;1;;;;1
EZK;OCLC B.V.;;;;;1;;;;1
EZK;Orcavoice B.V.;;;;;;;1;;1
EZK;Pardon Consult;1;;;;1;;;;1
EZK;PepperByte B.V.;;;;;;;;1;1
EZK;Planon B.V.;;;;;;;;1;1
EZK;Priority;;;1;;;;;;1
EZK;QuoVadis Trustlink B.V.;;;1;1;1;;;1;1
EZK;RCM Products;;;;;;;1;;1
EZK;Romex B.V.;;;;;;;1;;1
EZK;RS Components B.V.;;;;;;;1;;1
EZK;Sage (uk) Ltd;;;;;;;;1;1
EZK;Sas Institute B.V.;1;;;;;;;;1
EZK;Satcomm.;;1;;;;;;;1
EZK;Scan Sys B.V.;;;;;;;;1;1
EZK;Sentia B.V.;;;;;;;;1;1
EZK;Simac Electronics B.V.;;;;;;;1;;1
EZK;SLTN IT Products B.V.;;;;;1;;;;1
EZK;Snelpas Business Service B.V.;1;;;;;;;;1
EZK;SOS Solutions B.V.;;;;;;;1;;1
EZK;Springer Customer Service Center GmbH;;;;;1;;;;1
EZK;SSB B.V.;;;;;1;;;;1
EZK;Sticht. Int. Belasting Documentatie Bureau;;;;;1;;;;1
EZK;Stichting Centerdata;;;;;1;;;;1
EZK;stichting government roaming nederland;;;;;1;;;;1
EZK;Stichting Videma;;;;;1;;;;1
EZK;Tangram B.V.;;;;;1;;;;1
EZK;Telegrootgebruik B.V.;;;;;;;1;;1
EZK;Telfort Zakelijk B.V.;;;;;;;1;;1
EZK;Thin Scale Technology;;;;;1;;;;1
EZK;Tinnemans Floating Solutions B.V.;;;;;1;;;;1
EZK;Total Design B.V.;1;;;;;;;;1
EZK;Twentenet;;;;;1;;;;1
EZK;TWS Technologies B.V.;;;;;1;;;;1
EZK;UHF SHF Engineering;;;;;;;1;;1
EZK;UKW Berichte Telecommunications;;;;;;;1;;1
EZK;UnifiedPost B.V.;;;;;1;1;;1;1
EZK;Uselab B.V.;;;;;1;;;;1
EZK;Valon Technology;;1;;;;;;;1
EZK;Van Dorp installaties B.V.;;1;;;;;;;1
EZK;VEVIDA B.V.;;;;;1;1;;;1
EZK;Webservices.nl B.V.;;;;;;;;1;1
EZK;Wedomedia B.V.;1;;;;;;;;1
EZK;WHC;;;;;;;;1;1
EZK;Xolphin B.V.;;;;;1;;;;1
EZK;ZDA Communications US LLC;;;;;;;1;;1
EZK;Ziggo B.V.;;;;;;;1;;1
EZK;GTT Netherlands B.V.;;;;;;;1;;1
FIN;2-Advise;;1;;;;;;;1
FIN;Airsain;;;;;;;1;;1
FIN;anoniem 29;;;;;;;1;;1
FIN;Atexxo B.V.;;;;;;;1;;1
FIN;Atos Nederland B.V.;;;;;;;;1;1
FIN;Avantgarde Media;;;;1;;;;;1
FIN;Avantgarde Media B.V.;;;;1;;;;;1
FIN;Avast Software B.V.;;;;1;;;;;1
FIN;Beijer Automotive B.V.;;;;1;;;;;1
FIN;Belstore.Com B.V.;;;;;;;1;;1
FIN;Boom uitgevers Amsterdam B.V.;;;;1;;;;;1
FIN;Bouwcombinatie DUO2 V.O.F.;;;;;;;1;;1
FIN;BPI Services B.V.;;;;1;;;;;1
FIN;Budgetcam;;1;;;;;;;1
FIN;CBizz B.V.;;;;;;;1;;1
FIN;CISOfy;;;;1;;;;;1
FIN;Clipperms.nl;;1;;;;;;;1
FIN;Communicativ B.V.;;;1;;;;;;1
FIN;De Hosting Makelaar B.V.;;;;;;;1;;1
FIN;De Klantcontact Monitor B.V.;;;;1;;;;;1
FIN;Dedicon B.V.;;;;1;;;;;1
FIN;DifferentLab B.V.;;;;1;;;;;1
FIN;D-RT Group Netherlands B.V.;;;;1;;;1;;1
FIN;Duvak Automatisering B.V.;;;;;;;1;;1
FIN;Enigma Business Consulting B.V.;;;;;;;1;;1
FIN;Escherware B.V.;;;;;1;;;;1
FIN;Flexwebhosting B.V.;;;;;;;1;;1
FIN;GEVEG;;;;;1;;;;1
FIN;Groningen Airport Eelde N.V.;;;;1;;;;;1
FIN;Hakvoort Horeca B.V.;;;;;;;1;;1
FIN;Heijnen B.V.;;;;1;;;;;1
FIN;Honeywell Building Solutions;;;;;1;;;;1
FIN;Hostnet B.V.;;;;;;;1;;1
FIN;ICCS;;;;1;;;;;1
FIN;ING Bank;;;;1;;;;;1
FIN;Intelligence Improved;;;;1;;;;;1
FIN;IPS B.V.;;;;1;;;;;1
FIN;IVR;;;;1;;;;;1
FIN;John Verzijden B.V.;;;;;;;1;;1
FIN;Juist Beheer B.V.;;;;;;;;1;1
FIN;Kentie Afterprint B.V.;;;;;1;;;;1
FIN;Koning & Hartman Network Services B.V.;;;1;;;;;;1
FIN;KPN XL;;;;;;;1;;1
FIN;laptopshuren.nl B.V.;;1;;;;;;;1
FIN;LeaseWeb Netherlands B.V.;;;1;;;;;;1
FIN;manroland Benelux N.V.;;;1;;;;;;1
FIN;Mechanisatiebedrijf van Bergen B.V.;;;;;;;1;;1
FIN;Mensys B.V.;;;;1;;;;;1
FIN;Micro Focus N.V.;;;;;1;;;;1
FIN;MSC Information Retrieval Technologies B.V.;;;;1;;;;;1
FIN;Music House the Netherlands;;;1;;;;;;1
FIN;NCC Group Escrow Europe B.V.;;;;1;1;;;;1
FIN;Ned. Ver. van Bedr.telecomm. Grootgebruikers;;;;;;;1;;1
FIN;One Shoe B.V.;;;;;1;;;;1
FIN;Ostfest Limited;;;;;;;1;;1
FIN;Parabots;;;;;1;;;;1
FIN;Pentesterlab;;;;1;;;;;1
FIN;Ping Castle SAS;;;;1;;;;;1
FIN;Plex B.V.;;;;1;;;;;1
FIN;Print en Support;;;;1;;;;;1
FIN;Priority;;1;;;;;1;;1
FIN;Prosperius B.V.;;;;1;;;;;1
FIN;Q42;;;;;1;;;;1
FIN;R.K. Herenkoor St. Cecilia;;1;;;;;;;1
FIN;R̩seaux IP Europ̩ens Network Coord. Centre;;;;;;;1;;1
FIN;Rentmeester Art;;;;1;;;;;1
FIN;Sidekiq;;;;1;;;;;1
FIN;SmartDC B.V.;;;;;;;1;;1
FIN;Solarfields Nederland B.V.;;;;;;;1;;1
FIN;SRC System Integrators B.V.;;;;;1;;;;1
FIN;Stichting Beheer Derdengelden X Pact;;;;1;;;;;1
FIN;Still Intern Transport B.V.;;;;;;;1;;1
FIN;Tanti S.A.R.L.;;;;;1;;;;1
FIN;Tedas B.V.;;;;;;;1;;1
FIN;Teleflex Holding Netherlands B.V.;;;1;;;;;;1
FIN;Telfort Zakelijk;;;;;;;1;;1
FIN;Tensing Safety & Security B.V.;;;;;;;1;;1
FIN;Uno Automatiseringdiensten B.V.;;;;;;;1;;1
FIN;VIP Internet;;;;1;;;;;1
FIN;W4Y Adviseurs B.V.;;1;;;;;;;1
FIN;Xerox (Nederland) B.V.;;;;;;;1;;1
FIN;XS4ALL Internet B.V.;;;;1;;;1;;1
FIN;Your Hosting B.V.;;;;;;;1;;1
FIN;Zet Solutions B.V.;;;;1;;;;;1
FIN;Zetacom B.V.;;;;;;;1;;1
FIN;Ziggo Services B.V.;;;;;;;1;;1
FIN;Ziggo Zakelijk Services B.V.;;;;;;;1;;1
FIN;Zylab Benelux B.V.;;;;1;;;;;1
I & W;/. de WERKPR GRONINGEN WLP OSSENKOP;;;1;;;;;;1
I & W;Aannemersbedrijf Klein Kranenbarg B.V.;;;1;;;;;;1
I & W;ABDIJ SINT BENEDICTUSBERG;;;1;;;;;;1
I & W;Activiteitenboerderij 't Geveltje;;;1;;;;;;1
I & W;Advantec Electronics B.V.;;;1;;;;;;1
I & W;Ae Sensors B.V.;;;1;;;;;;1
I & W;Agco B.V.;;;1;;;;;;1
I & W;Allekabels B.V.;;;1;;;;;;1
I & W;AlterNET Internet B.V.;;;1;;;;;;1
I & W;Amazon Web Services EMEA SARL;;;;;;;;1;1
I & W;Amazon Web Services Inc;;;;;;;;1;1
I & W;anoniem 120;;;1;;1;;;;1
I & W;anoniem 160;;;1;;;;;;1
I & W;anoniem 161;;;1;;;;;;1
I & W;anoniem 162;;;1;;;;;;1
I & W;anoniem 163;;;1;;;;;;1
I & W;anoniem 164;;;1;;;;;;1
I & W;anoniem 165;;;1;;;;;;1
I & W;anoniem 166;;;1;;;;;;1
I & W;anoniem 167;;;1;;;;;;1
I & W;anoniem 168;;;1;;;;;;1
I & W;anoniem 169;;;1;;;;;;1
I & W;anoniem 170;;;1;;;;;;1
I & W;anoniem 171;;;1;;;;;;1
I & W;anoniem 172;;;1;;;;;;1
I & W;anoniem 174;;;1;;;;;;1
I & W;anoniem 175;;;1;;;;;;1
I & W;anoniem 176;;;1;;;;;;1
I & W;anoniem 177;;;1;;;;;;1
I & W;anoniem 178;;;1;;;;;;1
I & W;anoniem 179;;;1;;;;;;1
I & W;anoniem 180;;;1;;;;;;1
I & W;anoniem 181;;;1;;;;;;1
I & W;anoniem 182;;;1;;;;;;1
I & W;anoniem 183;;;1;;;;;;1
I & W;anoniem 184;;;1;;;;;;1
I & W;anoniem 185;;;1;;;;;;1
I & W;anoniem 186;;;1;;;;;;1
I & W;anoniem 188;;;1;;;;;;1
I & W;anoniem 189;;;1;;;;;;1
I & W;anoniem 190;;;1;;;;;;1
I & W;anoniem 191;;;1;;;;;;1
I & W;anoniem 192;;;1;;;;;;1
I & W;anoniem 193;;;1;;;;;;1
I & W;anoniem 194;;;1;;;;;;1
I & W;anoniem 195;;;1;;;;;;1
I & W;anoniem 196;;;1;;;;;;1
I & W;anoniem 197;;;1;;;;;;1
I & W;anoniem 198;;;1;;;;;;1
I & W;anoniem 199;;;1;;;;;;1
I & W;anoniem 201;;;1;;;;;;1
I & W;anoniem 202;;;1;;;;;;1
I & W;anoniem 203;;;1;;;;;;1
I & W;anoniem 204;;;1;;;;;;1
I & W;anoniem 205;;;1;;;;;;1
I & W;anoniem 206;;;1;;;;;;1
I & W;anoniem 207;;;1;;;;;;1
I & W;anoniem 208;;;1;;;;;;1
I & W;anoniem 209;;;1;;;;;;1
I & W;anoniem 210;;;1;;;;;;1
I & W;anoniem 211;;;1;;;;;;1
I & W;anoniem 212;;;1;;;;;;1
I & W;anoniem 213;;;1;;;;;;1
I & W;anoniem 214;;;1;;;;;;1
I & W;anoniem 215;;;1;;;;;;1
I & W;anoniem 216;;;1;;;;;;1
I & W;anoniem 217;;;1;;;;;;1
I & W;anoniem 218;;;1;;;;;;1
I & W;anoniem 220;;;1;;;;;;1
I & W;anoniem 221;;;1;;;;;;1
I & W;anoniem 222;;;1;;;;;;1
I & W;anoniem 223;;;1;;;;;;1
I & W;anoniem 224;;;1;;;;;;1
I & W;anoniem 225;;;1;;;;;;1
I & W;anoniem 226;;;1;;;;;;1
I & W;anoniem 227;;;1;;;;;;1
I & W;anoniem 228;;;1;;;;;;1
I & W;anoniem 229;;;1;;;;;;1
I & W;anoniem 230;;;1;;;;;;1
I & W;anoniem 232;;;1;;;;;;1
I & W;anoniem 233;;;1;;;;;;1
I & W;anoniem 234;;;1;;;;;;1
I & W;anoniem 235;;;1;;;;;;1
I & W;anoniem 236;;;1;;;;;;1
I & W;anoniem 237;;;1;;;;;;1
I & W;anoniem 239;;;1;;;;;;1
I & W;anoniem 240;;;1;;;;;;1
I & W;anoniem 241;;;1;;;;;;1
I & W;anoniem 242;;;1;;;;;;1
I & W;anoniem 244;;;1;;;;;;1
I & W;anoniem 245;;;1;;;;;;1
I & W;anoniem 246;;;1;;;;;;1
I & W;anoniem 247;;;1;;;;;;1
I & W;anoniem 248;;;1;;;;;;1
I & W;anoniem 250;;;1;;;;;;1
I & W;anoniem 251;;;1;;;;;;1
I & W;anoniem 253;;;1;;;;;;1
I & W;anoniem 254;;;1;;;;;;1
I & W;anoniem 255;;;1;;;;;;1
I & W;anoniem 256;;;1;;;;;;1
I & W;anoniem 258;;;1;;;;;;1
I & W;anoniem 259;;;1;;;;;;1
I & W;anoniem 260;;;1;;;;;;1
I & W;anoniem 261;;;1;;;;;;1
I & W;anoniem 262;;;1;;;;;;1
I & W;anoniem 263;;;1;;;;;;1
I & W;anoniem 265;;;1;;;;;;1
I & W;anoniem 266;;;1;;;;;;1
I & W;anoniem 267;;;1;;;;;;1
I & W;anoniem 268;;;1;;;;;;1
I & W;anoniem 269;;;1;;;;;;1
I & W;anoniem 270;;;1;;;;;;1
I & W;anoniem 272;;;1;;;;;;1
I & W;anoniem 273;;;1;;;;;;1
I & W;anoniem 274;;;1;;;;;;1
I & W;anoniem 275;;;1;;;;;;1
I & W;anoniem 278;;;1;;;;;;1
I & W;anoniem 279;;;1;;;;;;1
I & W;anoniem 280;;;1;;;;;;1
I & W;anoniem 281;;;1;;;;;;1
I & W;anoniem 282;;;1;;;;;;1
I & W;anoniem 283;;;1;;;;;;1
I & W;anoniem 284;;;1;;;;;;1
I & W;anoniem 285;;;1;;;;;;1
I & W;anoniem 286;;;1;;;;;;1
I & W;anoniem 287;;;1;;;;;;1
I & W;anoniem 288;;;1;;;;;;1
I & W;anoniem 289;;;1;;;;;;1
I & W;anoniem 291;;;1;;;;;;1
I & W;anoniem 292;;;1;;;;;;1
I & W;anoniem 293;;;1;;;;;;1
I & W;anoniem 294;;;1;;;;;;1
I & W;anoniem 295;;;1;;;;;;1
I & W;anoniem 296;;;1;;;;;;1
I & W;anoniem 297;;;1;;;;;;1
I & W;anoniem 299;;;1;;;;;;1
I & W;anoniem 300;;;1;;;;;;1
I & W;anoniem 302;;;1;;;;;;1
I & W;anoniem 303;;;1;;;;;;1
I & W;anoniem 304;;;1;;;;;;1
I & W;anoniem 305;;;1;;;;;;1
I & W;anoniem 306;;;1;;;;;;1
I & W;anoniem 307;;;1;;;;;;1
I & W;anoniem 308;;;1;;;;;;1
I & W;anoniem 309;;;1;;;;;;1
I & W;anoniem 310;;;1;;;;;;1
I & W;anoniem 311;;;1;;;;;;1
I & W;anoniem 312;;;1;;;;;;1
I & W;anoniem 313;;;1;;;;;;1
I & W;anoniem 314;;;1;;;;;;1
I & W;anoniem 315;;;1;;;;;;1
I & W;anoniem 316;;;1;;;;;;1
I & W;anoniem 317;;;1;;;;;;1
I & W;anoniem 319;;;1;;;;;;1
I & W;anoniem 320;;;1;;;;;;1
I & W;anoniem 321;;;1;;;;;;1
I & W;anoniem 322;;;1;;;;;;1
I & W;anoniem 323;;;1;;;;;;1
I & W;anoniem 324;;;1;;;;;;1
I & W;anoniem 325;;;1;;;;;;1
I & W;anoniem 326;;;1;;;;;;1
I & W;anoniem 328;;;1;;;;;;1
I & W;anoniem 329;;;1;;;;;;1
I & W;anoniem 331;;;1;;;;;;1
I & W;anoniem 332;;;1;;;;;;1
I & W;anoniem 333;;;1;;;;;;1
I & W;anoniem 334;;;1;;;;;;1
I & W;anoniem 335;;;1;;;;;;1
I & W;anoniem 336;;;1;;;;;;1
I & W;anoniem 337;;;1;;;;;;1
I & W;anoniem 338;;;1;;;;;;1
I & W;anoniem 339;;;1;;;;;;1
I & W;anoniem 341;;;1;;;;;;1
I & W;anoniem 342;;;1;;;;;;1
I & W;anoniem 344;;;1;;;;;;1
I & W;anoniem 345;;;1;;;;;;1
I & W;anoniem 346;;;1;;;;;;1
I & W;anoniem 348;;;1;;;;;;1
I & W;anoniem 349;;;1;;;;;;1
I & W;anoniem 350;;;1;;;;;;1
I & W;anoniem 351;;;1;;;;;;1
I & W;anoniem 353;;;1;;;;;;1
I & W;anoniem 354;;;1;;;;;;1
I & W;anoniem 355;;;1;;;;;;1
I & W;anoniem 356;;;1;;;;;;1
I & W;anoniem 357;;;1;;;;;;1
I & W;anoniem 358;;;1;;;;;;1
I & W;anoniem 359;;;1;;;;;;1
I & W;anoniem 360;;;1;;;;;;1
I & W;anoniem 361;;;1;;;;;;1
I & W;anoniem 362;;;1;;;;;;1
I & W;anoniem 363;;;;;1;;;;1
I & W;anoniem 365;;;1;;;;;;1
I & W;anoniem 366;;;1;;;;;;1
I & W;anoniem 367;;;1;;;;;;1
I & W;anoniem 368;;;1;;;;;;1
I & W;anoniem 369;;;1;;;;;;1
I & W;anoniem 370;;;1;;;;;;1
I & W;Another Site;;;1;;;;;1;1
I & W;Apple Retail Netherlands B.V.;;;;;;;1;;1
I & W;Arcobel Embedded Solutions B.V.;;;1;;;;;;1
I & W;Arkasis;;;1;;;;;;1
I & W;Artiqs B.V.;;;1;;;;;;1
I & W;ATLASSIAN PTY LTD;;;;;1;;;;1
I & W;Audit-Plus B.V.;;;;;;;;1;1
I & W;AUSTRO CONTROL;;;1;;;;;1;1
I & W;Autobedrijf T. Schepens;;;1;;;;;;1
I & W;Autoschade Weller;;;1;;;;;;1
I & W;AVT Holding B.V.;;;1;;;;;;1
I & W;Axent Groen B.V.;;;1;;;;;;1
I & W;BBL ELEKTRONIK & AEROMET;;;1;;;;;;1
I & W;Beat It B.V.;;;1;;;;;;1
I & W;Becis B.V.;;;;;1;;;;1
I & W;BeeTronics B.V.;;;1;;;;;;1
I & W;BEGRAAFPLAATS DEN OUDENDIJCK;;;1;;;;;;1
I & W;BELGOCONTROL;;;1;;;;;;1
I & W;Besthoma Trading International B.V.;;;1;;;;;;1
I & W;Between Staffing Nederland B.V.;;;;;;;;1;1
I & W;BIS Bedrijfs Informatie Systemen B.V.;;;1;;;;;;1
I & W;Bisschoppelijk Centrum Rolduc;;;1;;;;;;1
I & W;BNP Paribas Leasing Solutions N.V.;;;1;;;;;;1
I & W;Boels Verhuur;1;;;;;;;;1
I & W;bol.com B.V.;;;1;;;;;;1
I & W;BONAIRE INTERNATIONAL AIRPORT N.V.;;;;;;;;1;1
I & W;Bossers & Cnossen B.V.;;;;;1;;;;1
I & W;Bredenoord B.V.;;;1;;;;;;1
I & W;Buitengoed De Moosjtum;;;1;;;;;;1
I & W;Buro Ecolan;;;1;;;;;;1
I & W;CameraNU.nl;;;1;;;;;;1
I & W;Canast B.V.;;;;;1;;;;1
I & W;Candiensten B.V.;;;;;1;;;;1
I & W;Capestone B.V.;;;1;;;;;;1
I & W;CARL ROTH GMBH + CO KG;;;1;;;;;;1
I & W;Casu Utrecht B.V.;;;1;;;;;;1
I & W;Cedel B.V.;;;1;;;;;;1
I & W;Centralpoint Nijmegen B.V.;;;1;;;;1;;1
I & W;CLS COLLECTE LOCALISATION SATELLITE;;;;;;;1;;1
I & W;Combigas B.V.;;;1;;;;;;1
I & W;Componenten & Systemen Benelux B.V.;;;1;;;;;;1
I & W;Connected Information Systems B.V.;;;1;;;;1;;1
I & W;Conrad Electronic Benelux B.V.;;;1;;;;1;;1
I & W;CONTINENTAL TRADING;;;;;1;;;;1
I & W;Coolblue B.V.;;;;;;;1;;1
I & W;Coosto B.V.;;;;;;;;1;1
I & W;COPERNICUS GESELLSCHAFT;;;1;;;;;;1
I & W;CTS Nederland B.V.;;;1;;;;;;1
I & W;D.D.S. Electronics Europe B.V.;;;1;;;;1;;1
I & W;DanK IT;;;;;1;;;;1
I & W;Davilex Software B.V.;;;1;;1;;;1;1
I & W;De Ned. Prov. v.d. Missionar. van Mariannhill;;;1;;;;;;1
I & W;De Ulebelt;;;1;;;;;;1
I & W;DeSeizoenen B.V.;;;1;;;;;;1
I & W;Detron Communication Solutions;;;1;;;;;;1
I & W;DEUTSCHER WETTERDIENST;;;;;;;;1;1
I & W;Digi-Key Electronics;;;1;;;;;;1
I & W;Display Electronics;;;1;;;;;;1
I & W;dmdelivery;;;;;;;;1;1
I & W;DPI;;;;;;;;1;1
