OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,AZIMUT,BRON,REF_PAALINSTALLATIE_PUIC,REF_OVERWEG_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
342,c1d510c9-39f4-426d-98d7-7fbad1ea0c94,,60,Bestaand,,,Fugro,,bc64de5d-4bcd-4bcd-bcca-3aa239edce19,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,51.942742,"51,942742",-5.685056,"-5,685056",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,200118.527,360997.274,51.23653118,6.03324565,Swalmen,SM,PPLG
343,e01e701d-0249-4f7e-bb40-638a7796d2e0,,60,Bestaand,,,Arcadis,8759061c-8e6a-450c-89a4-629047a44382,9e334f71-69b4-4e5b-8fbe-b114fe45bb03,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,21.95853,"21,958530",4.501118,"4,501118",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,171254.29,455206.299,52.08488377,5.62434727,Lunteren,LTN,PPLG
344,c525a736-88be-4a2d-b25d-61211f672112,,60,Bestaand,,,Arcadis,61edbaae-02f9-4818-a880-e70f852f4b7e,9673392a-90af-40ef-8f6b-d1f54fde5051,Est-Gdm,Elst - Geldermalsen ,511,,511,511__,Vork,2.871198,"2,871198",3.948036,"3,948036",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,186015.864,435068.604,51.90325653,5.83788432,Elst Aansl.,ESTA,PPLG
345,b5aa7c40-374c-485c-9078-24cf60cb1f78,,60,Bestaand,,,Arcadis,b1985336-dbaf-48a9-9ae8-d98ba0ae76e2,9673392a-90af-40ef-8f6b-d1f54fde5051,Est-Gdm,Elst - Geldermalsen ,511,,511,511__,Vork,2.854406,"2,854406",-3.503934,"-3,503934",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,186028.023,435054.857,51.9031323,5.83805975,Elst Aansl.,ESTA,PPLG
346,84db5299-5c84-43b9-ab14-9d7c2f5ea961,,60,Bestaand,,,Arcadis,2d1909c4-b522-4ed9-b455-510616b5527a,9673392a-90af-40ef-8f6b-d1f54fde5051,Est-Gdm,Elst - Geldermalsen ,511,,511,511__,Vork,2.870264,"2,870264",-3.431647,"-3,431647",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,186013.646,435061.504,51.90319284,5.83785145,Elst Aansl.,ESTA,PPLG
347,064776e8-a553-4966-9b9e-2334b65f3683,,60,Bestaand,,,Arcadis,0b3497a3-242f-470d-882a-b3db8c8b6ac5,af37eb38-28c1-4fa1-b677-c60c578618ea,Wd-Ledn,Woerden - Leiden Centraal ,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,30.429979,"30,429979",-4.344324,"-4,344324",ProRail,Randstad Zuid,RZ,BAAN,Rijn en Gouwe,100,Leiden,1,93037.012,462892.387,52.15073219,4.481838,Leiden Centraal,LEDN,PPLG
348,789db043-4b8f-41f2-a2ff-8dc7ed42cc0b,,60,Bestaand,,,Arcadis,c7e487e4-e48e-4bae-a70b-ad1d6476d983,af37eb38-28c1-4fa1-b677-c60c578618ea,Wd-Ledn,Woerden - Leiden Centraal ,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,30.443404,"30,443404",3.797141,"3,797141",ProRail,Randstad Zuid,RZ,BAAN,Rijn en Gouwe,100,Leiden,1,93035.453,462908.028,52.15087258,4.48181237,Leiden Centraal,LEDN,PPLG
349,a9da935f-12c1-44db-af5c-d909f36a789c,,60,Bestaand,,,Fugro,63465889-e2d8-48e4-b26f-8d9b00c493b2,f2bbd024-3d3b-4133-b2cf-37b396018f54,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,33.420403,"33,420403",5.937431,"5,937431",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,157975.496,416073.303,51.73337718,5.43027454,Oss - 's Hertogenbosch,OSS-HT,Vrije baan
350,100b43e2-8e27-4954-a503-9aa0a32e6b7c,,60,Bestaand,,,Fugro,4c38d99f-579d-4340-acfa-9c2925ddc2cc,71baa5ea-9f23-40e5-b626-252a2c22681f,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,31.683568,"31,683568",6.072147,"6,072147",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,142998.76,399623.993,51.58540224,5.2140381,Tilburg - Boxel,TB-BTL,Vrije baan
351,b26939f3-2793-45ca-acf9-1a5e70b06421,,60,Bestaand,,,Fugro,e46cb3ef-4770-4b5d-9139-eb2f26030dbc,71baa5ea-9f23-40e5-b626-252a2c22681f,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,31.674234,"31,674234",-4.867161,"-4,867161",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,142988.616,399634.239,51.58549412,5.21389139,Tilburg - Boxel,TB-BTL,Vrije baan
352,574636fd-2307-4cf3-9005-d48ad010364c,,60,Bestaand,,,Arcadis,284f8a23-310f-48c0-8068-920c3d9b2c55,19382169-1951-4ac4-a6a9-d53076a77497,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,60.31562,"60,315620",6.883961,"6,883961",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,238140.176,566593.059,53.07973649,6.62792979,Assen - Onnen Zuid,ASN-ONZ,Vrije baan
353,04e3c6a4-8acb-418e-bf8f-adf8ed3fba5a,,60,Bestaand,,,Arcadis,c01475ce-848e-4310-9586-ea639d0ba762,19382169-1951-4ac4-a6a9-d53076a77497,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,60.319503,"60,319503",-6.71166,"-6,711660",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,238126.38,566596.146,53.07976636,6.62772475,Assen - Onnen Zuid,ASN-ONZ,Vrije baan
354,fd6156fd-ac0f-4555-ad07-a9037c71413d,,60,Bestaand,,,Arcadis,8bd60d22-97c8-4f1d-ba24-30082475b9a3,19382169-1951-4ac4-a6a9-d53076a77497,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,60.305224,"60,305224",-6.662166,"-6,662166",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,238127.249,566581.922,53.07963843,6.62773406,Assen - Onnen Zuid,ASN-ONZ,Vrije baan
355,c8e59f16-49f9-4f54-8690-77d6c9741b82,,60,Bestaand,,,Arcadis,bd06f370-16b6-4382-a4ee-14d982819783,19382169-1951-4ac4-a6a9-d53076a77497,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,60.30197,"60,301970",8.265745,"8,265745",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,238142.339,566579.538,53.07961468,6.62795859,Assen - Onnen Zuid,ASN-ONZ,Vrije baan
356,37b01825-2c09-47c7-96ce-7e8d4e5a3cef,,60,Bestaand,,,Fugro,,00ae37df-1c91-4559-b7c4-a6a8c0fe5fa8,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,1.324155,"1,324155",3.299864,"3,299864",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,105530.645,410272.731,51.67906347,4.67193694,Lage Zwaluwe,ZLW,PPLG
357,973d927a-0825-4122-a638-119308cb0791,,60,Bestaand,,,Fugro,,00ae37df-1c91-4559-b7c4-a6a8c0fe5fa8,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,1.309475,"1,309475",-3.789266,"-3,789266",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,105526.287,410288.42,51.67920409,4.6718717,Lage Zwaluwe,ZLW,PPLG
358,ee46fac5-8203-4a73-8025-beb591152465,,60,Bestaand,,,Arcadis,871205cb-3582-4c4d-90c3-dfe17b999644,b5f6702c-c6e7-4900-85da-e709865b05ba,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,50.744764,"50,744764",-6.445121,"-6,445121",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,205345.503,585806.806,53.25644336,6.14158238,Buitenpost,BP,PPLG
359,0158297a-c152-4cc8-a977-06450c5992a3,,60,Bestaand,,,Fugro,76839c50-5ab9-4d1f-8dee-5deb49b028c0,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.773279,"45,773279",-5.691302,"-5,691302",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,169280.29,420672.864,51.77454526,5.59411127,Oss - Ravenstein,OSS-RVS,Vrije baan
360,f8b7093f-558a-40f4-a839-21e1caf805bd,,60,Bestaand,,,Fugro,dea9f866-0d3c-4b58-9289-755c1afa79b4,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.75831,"45,758310",-6.027838,"-6,027838",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,169266.323,420667.45,51.77449695,5.59390868,Oss - Ravenstein,OSS-RVS,Vrije baan
361,6dd6c58c-016a-4b8d-98b9-fc9250e15f40,,60,Bestaand,,,Fugro,,27333dfe-8614-41d8-ac26-a6319e0a80c7,Mt-Vl,Maastricht - Venlo ,063,,63,063__,Maastricht - Sittard,3.903251,"3,903251",5.63147,"5,631470",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,178992.942,320884.929,50.87726298,5.72807857,Bunde - Maastricht,BDE-MT,Vrije baan
362,ed0a73e3-6fe8-45c2-a7bb-28b232a4d021,,60,Bestaand,,,Arcadis,9a195d5f-cb8a-426f-994d-03023ef93cc6,5683995a-d2fe-452d-8adf-922d63550689,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,4.004481,"4,004481",-3.036882,"-3,036882",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,178751.891,577228.94,53.18121115,5.74248271,Mantgum - Leeuwarden,MG-LW,Vrije baan
363,efa5822c-2e7f-4f63-9cae-95df38f35b1b,,60,Bestaand,,,Arcadis,40eaa1e1-461e-41f8-9f29-7e03c6c450ed,09765607-2bec-4972-8edc-d1b6f105d752,Hea-Emn,Herfte Aansl. - Emmen ,204,,204,204__,Herfte Aansl. - Mariënberg,31.267083,"31,267083",3.467188,"3,467188",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,233045.81,502601.442,52.50552485,6.53672537,Ommen - Mariënberg,OMN-MRB,Vrije baan
364,c73792eb-38f3-48a3-b137-2677288620b6,,60,Bestaand,,,Arcadis,5f17bb57-4461-455d-9d7c-869aae9c42ca,ecd2bb81-4ddd-4a0d-9270-bc5f67bec631,Hea-Emn,Herfte Aansl. - Emmen ,204,,204,204__,Herfte Aansl. - Mariënberg,7.512819,"7,512819",-6.03345,"-6,033450",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,209693.736,502311.511,52.5057534,6.19276942,Zwolle -Dalfsen,ZL-DL,Vrije baan
365,081f68ac-4f49-4356-bc28-a7e82e17d085,,60,Bestaand,,,Arcadis,0757e5a0-c368-45c4-b983-1281f343a86b,17bea4f7-6ba6-48e1-b1d5-3ac3cfe64142,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,486,b,486,486_b,Amsterdam Westhaven (gebied),76.789935,"76,789935",-38.071144,"-38,071144",ProRail,Randstad Noord,RN,BAAN,Amsterdam,220,Amsterdam,9,118639.151,490298.579,52.3993202,4.85294924,Amsterdam Singelgracht Aansl.,SGRA,PPLG
366,eb1a0b73-1687-4c91-a1c6-8bd876a3dff0,,60,Bestaand,,,Arcadis,eedd5b8d-590c-4f8e-a1c5-ab6f62e5ee5f,57e7fd04-32ba-4dc0-87c6-a062a7b1b0ed,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,53.118,"53,118000",-1.796259,"-1,796259",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,204503.462,483339.381,52.33574769,6.11352756,Olst,OST,PPLG
367,1af510d7-683d-4921-b6f9-2d4cb9d79c82,,60,Bestaand,,,Arcadis,ca01d13d-b28d-4769-ae59-03ac3816f3a0,57e7fd04-32ba-4dc0-87c6-a062a7b1b0ed,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,53.117785,"53,117785",-11.586961,"-11,586961",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,204494.016,483341.965,52.33577176,6.11338936,Olst,OST,PPLG
368,a7dc9bcc-2acd-4c6c-83c8-142856c765b0,,60,Bestaand,,,Arcadis,076fd613-1129-4025-bb2a-067031a6b307,e5dff641-dc10-4fb1-a659-ce4cc26acfe6,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,32.972191,"32,972191",-6.671371,"-6,671371",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,236276.746,486492.398,52.36029993,6.58039364,Wierden,WDN,PPLG
369,c235cf66-b638-4dd9-83ad-7823ce85bd0a,,60,Bestaand,,,Arcadis,03bf568a-d82b-4a97-a1a0-aa54d63bb542,e5dff641-dc10-4fb1-a659-ce4cc26acfe6,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,32.935581,"32,935581",-8.074982,"-8,074982",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,236244.973,486474.54,52.36014416,6.57992298,Wierden,WDN,PPLG
370,eab81646-76e3-4351-a696-62b48c5c4383,,60,Bestaand,,,Arcadis,954fba21-d3a5-4016-a0ca-1425b6293913,e5dff641-dc10-4fb1-a659-ce4cc26acfe6,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,32.948533,"32,948533",3.95862,"3,958620",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,236262.382,486471.066,52.36011036,6.58017766,Wierden,WDN,PPLG
371,d5dee96d-b424-4a19-ae04-0d74787ef45b,,60,Bestaand,,,Arcadis,e5c43372-5bf4-4707-ba4d-b6bb322a89e8,8931c438-2ee6-43da-83f4-95f4f307f832,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,19.77126,"19,771260",3.945583,"3,945583",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,228590.921,465939.435,52.17668519,6.46310298,Lochem - Goor,LC-GO,Vrije baan
372,0cbf71ee-d4ff-4b59-a0c8-b6afca2444a2,,60,Bestaand,,,Arcadis,46d1d465-9755-4e79-8152-7ce62c1fb8d1,8931c438-2ee6-43da-83f4-95f4f307f832,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,19.767949,"19,767949",-4.190042,"-4,190042",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,228583.171,465943.571,52.17672339,6.4629906,Lochem - Goor,LC-GO,Vrije baan
373,f6ce736e-d1cc-4233-94d2-aefab57dae5d,,60,Bestaand,,,Arcadis,,158e6591-b234-46b0-b491-1bbb90da9c62,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,20.444758,"20,444758",4.682849,"4,682849",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,228682.606,439302.113,51.93728922,6.45869591,Varsseveld,VSV,PPLG
374,7a59bd5d-2c9f-4a68-a35a-f702dfa4c840,,60,Bestaand,,,Arcadis,,158e6591-b234-46b0-b491-1bbb90da9c62,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,20.440291,"20,440291",-5.042716,"-5,042716",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,228689.736,439294.126,51.9372165,6.45879786,Varsseveld,VSV,PPLG
375,a856118e-d078-4d93-8fe5-eb986f39e765,,60,Bestaand,,,Arcadis,33bb0940-bb3a-41dc-9b63-b8bfc07bc9f3,f503a24d-6a00-4afb-b6e5-076381d60efd,Mrb-Aml,Mariënberg - Almelo ,205,,205,205__,Mariënberg - Almelo,1.730431,"1,730431",-5.18013,"-5,180130",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,235069.373,501467.692,52.49504467,6.56625216,Mariënberg - Vroomshoop,MRB-VHP,Vrije baan
376,5787787e-5d6c-4c0c-a112-e424dc72c98c,,60,Bestaand,,,Fugro,,c246e387-10ee-48f3-b6f6-fc59784180f1,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,52.166086,"52,166086",5.304866,"5,304866",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,148436.754,407097.135,51.6526646,5.29236111,Vught Aansl. - Boxtel,VGA-BTL,Vrije baan
377,8fec3e3b-9184-4341-b6c9-4b0e724577cf,,60,Bestaand,,,Fugro,,c246e387-10ee-48f3-b6f6-fc59784180f1,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,52.152423,"52,152423",5.422671,"5,422671",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,148435.304,407110.744,51.6527869,5.2923399,Vught Aansl. - Boxtel,VGA-BTL,Vrije baan
378,39c184ca-ac06-46d1-9571-427b6482b2ce,,60,Bestaand,,,Arcadis,4289ae5a-27eb-4c8f-9b60-95f40a7f4c4a,1cb99923-2c88-447c-bbbd-da56166b5a52,Lsd-Amf,Leusden - Amersfoort ,040,,40,040__,Leusden - Amersfoort,48.103028,"48,103028",-4.692797,"-4,692797",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,155962.089,460684.468,52.13436005,5.40125553,PON-lijn,PON,NCBG
379,6ade6ef1-6f63-4e65-893e-0be63b02acb8,,60,Bestaand,,,Fugro,749f6ddd-0da5-4543-852a-c6dece24f630,643541c0-6784-442d-b9f4-21be9be7b858,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,47.843411,"47,843411",5.544049,"5,544049",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,165100.088,384404.325,51.4486354,5.53249367,Eindhoven - Helmond,EHV-HM,Vrije baan
380,c227f7c3-38ac-4953-a0e6-00313e812325,,60,Bestaand,,,Fugro,c1b28ec5-484a-4c48-8e20-318754b7d8e4,5077e674-64c1-4886-a6c4-a3b7f2f8c502,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,46.920179,"46,920179",3.505684,"3,505684",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,196356.961,401871.258,51.60420487,5.98418062,Vierlingsbeek - Boxmeer,VLB-BMR,Vrije baan
381,528c2bff-aac5-41b7-bb3f-c3cba1c7ba49,,60,Bestaand,,,Arcadis,6ac734cb-62e0-44d9-b6fd-fe93869f58e5,7890390b-f59f-44cb-86b0-718d0dc044e6,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,76.361768,"76,361768",7.81514,"7,815140",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,229577.915,581151.855,53.21179344,6.50354376,Hoogkerk Aansluiting - Zuidhorn,HGKA-ZH,Vrije baan
382,95471516-32bd-4c45-a84b-2ec8063e8d0f,,60,Bestaand,,,Arcadis,45ebba3f-e6db-4e30-b0c8-76f94ef8c695,7890390b-f59f-44cb-86b0-718d0dc044e6,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,76.385606,"76,385606",7.903546,"7,903546",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,229601.228,581149.105,53.21176549,6.50389202,Hoogkerk Aansluiting - Zuidhorn,HGKA-ZH,Vrije baan
383,760f15ef-fe7e-4ed5-87dd-eaf6c64b9b79,,60,Bestaand,,,Arcadis,30730700-a7e6-4ea6-afce-40ebbfc68ca5,7890390b-f59f-44cb-86b0-718d0dc044e6,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,76.382121,"76,382121",-3.615614,"-3,615614",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,229599.125,581160.939,53.2118721,6.5038633,Hoogkerk Aansluiting - Zuidhorn,HGKA-ZH,Vrije baan
384,c67801b4-b139-4033-b1d4-b4f81599c9af,,60,Bestaand,,,Fugro,187ccc3f-15e2-422e-9021-5f9ebcfc82b5,5b6376ad-d01c-407d-aa3a-1afdcb970e0d,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,51.203665,"51,203665",-3.856941,"-3,856941",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,197722.588,397898.521,51.56839498,6.00340671,Vierlingsbeek - Venray,VLB-VRY,Vrije baan
385,c7151f26-8d5a-4367-b9d8-22730c0a99eb,,60,Bestaand,,,Fugro,2001c0f5-6998-41e0-8322-fa9068843f91,e2d74192-aef5-43b4-8a29-357d5d1c89b5,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,34.050603,"34,050603",-4.926886,"-4,926886",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,145361.766,399797.591,51.58700811,5.24812837,Tilburg - Boxel,TB-BTL,Vrije baan
386,14f28c35-73bf-4cfa-bbeb-5cf278a4483c,,60,Bestaand,,,Arcadis,e579a7e5-e859-4482-b5c2-20e7efb025f3,16efdd06-9b78-4c2c-8f7e-91162f725325,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,035,,35,035__,Lunetten - De Haar Aansl.,42.940003,"42,940003",6.200941,"6,200941",ProRail,Randstad Noord,RN,BAAN,Neerlands Midden,250,Driebergen,15,142692.031,452824.549,52.06357885,5.20771958,Utrecht Zuid Aansluiting- Driebergen = Zeist,UTZA-DB,Vrije baan
387,05110881-23a8-4d57-8a9c-60eee7f729f8,,60,Bestaand,,,Arcadis,6acd36b9-88c2-441c-a2e6-aeb825571297,16efdd06-9b78-4c2c-8f7e-91162f725325,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,035,,35,035__,Lunetten - De Haar Aansl.,42.92952,"42,929520",-4.76539,"-4,765390",ProRail,Randstad Noord,RN,BAAN,Neerlands Midden,250,Driebergen,15,142680.964,452834.911,52.06367174,5.20755782,Utrecht Zuid Aansluiting- Driebergen = Zeist,UTZA-DB,Vrije baan
388,399da663-8259-4ce3-b706-417c290c4a50,,60,Bestaand,,,Arcadis,,7f605435-794d-407c-8965-6b4c1cca7f31,Gn-Dz,Groningen - Delfzijl ,201,,201,201__,Sauwerd - Delfzijl,32.162353,"32,162353",3.722233,"3,722233",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,251800.4,594431.037,53.32752562,6.84010374,Loppersum - Appingedam,LP-APG,Vrije baan
389,0dd3b722-6a6e-4914-85f1-b4811dc5ec5e,,60,Bestaand,,,Arcadis,,3c37eb43-cf28-46f5-89c9-bf941e4f1194,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,28.077972,"28,077972",5.59305,"5,593050",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,118159.218,527135.159,52.73033329,4.84181898,Schagen - Heerhugowaard,SGN-HWD,Vrije baan
390,75b2a0ec-a8e3-47ea-8370-26cc6f1839cb,,60,Bestaand,,,Arcadis,f488d8a7-906d-4d5e-bd5b-62c585b7652d,10942a39-2cca-4d27-ba66-0262b306c5ea,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,6.090166,"6,090166",5.12705,"5,127050",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,200177.111,471621.976,52.23081358,6.04848595,Apeldoorn - Deventer,APD-DV,Vrije baan
391,40f4057e-8d86-4b06-ba88-11a777b009f8,,60,Bestaand,,,Arcadis,120da65d-d20c-4560-bd39-b150534d939d,10942a39-2cca-4d27-ba66-0262b306c5ea,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,6.082282,"6,082282",-6.277715,"-6,277715",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,200165.274,471629.142,52.23087895,6.04831365,Apeldoorn - Deventer,APD-DV,Vrije baan
392,3f3eaaa5-f85d-49c8-9338-d4602b40c508,,60,Bestaand,,,Arcadis,,1d997063-3a97-45c7-8807-fa30110982f5,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,38.404754,"38,404754",-3.511575,"-3,511575",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,212645.011,441414.017,51.95816462,6.22585934,Wehl,WL,PPLG
393,24888925-6a7d-4949-9afe-031b0c570364,,60,Bestaand,,,Arcadis,,1d997063-3a97-45c7-8807-fa30110982f5,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,38.410621,"38,410621",3.52435,"3,524350",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,212638.789,441420.708,51.9582254,6.22576995,Wehl,WL,PPLG
394,17c46671-4636-4686-abfa-b18480a1cd65,,60,Bestaand,,,Arcadis,,da923a74-2354-4afd-8ca1-f634774a7b56,Hmta-Law,Hemtunnel Aansl. - Latexweg ,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),6.588372,"6,588372",3.011871,"3,011871",ProRail,Randstad Noord,RN,BAAN,Amsterdam,220,Amsterdam,9,113087.175,490341.452,52.39930949,4.77137222,Amsterdam Houtrakpolder,HRP,NCBG
395,c2ed972a-7825-4726-943c-e5f9c63f5d90,,60,Bestaand,,,Arcadis,,938fd9d5-200c-4244-a408-b04c719faf11,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.584086,"44,584086",-10.434278,"-10,434278",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170468.848,479221.246,52.30074877,5.61398518,Harderwijk - Putten,HD-PT,Vrije baan
396,883891e0-b347-4bb7-b8a1-58facda98573,,60,Bestaand,,,Arcadis,,938fd9d5-200c-4244-a408-b04c719faf11,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.599562,"44,599562",-3.575255,"-3,575255",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170481.456,479232.656,52.30085096,5.61417055,Harderwijk - Putten,HD-PT,Vrije baan
