OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,AZIMUT,BRON,REF_PAALINSTALLATIE_PUIC,REF_OVERWEG_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
1190,f34050f7-4cab-4ce7-88fb-b6bc07008a0a,,60,Bestaand,,,Arcadis,e19fe5e2-58b6-4ef8-87a0-f2167d3acc4e,a37923b3-6a53-43eb-9d3d-1d307db6a518,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,3.142437,"3,142437",8.588001,"8,588001",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,212306.57,464273.975,52.16364844,6.22477265,Zutphen,ZP,PPLG
1191,bfa51a2b-3a71-4aa4-a7af-77472c134352,,60,Bestaand,,,Arcadis,a97e515c-3374-40e8-8c99-7e54420a6de3,a37923b3-6a53-43eb-9d3d-1d307db6a518,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,3.13551,"3,135510",9.398697,"9,398697",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,212300.228,464271.055,52.16362285,6.22467948,Zutphen,ZP,PPLG
1192,d50eb3b6-5605-4a60-98bf-3f5ac5375ab2,,60,Bestaand,,,Fugro,27bbe045-d62b-4ef6-9863-b92f932530a5,10feadd7-9712-43c3-8562-e27ee2a7349c,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,29.245251,"29,245251",-4.963942,"-4,963942",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,140673.331,398929.997,51.57910977,5.18051367,Tilburg - Boxel,TB-BTL,Vrije baan
1193,8f5a29de-e6ad-4bbe-9407-6b975d33267e,,60,Bestaand,,,Fugro,20e8802e-a0a4-4366-8216-21abfe859add,10feadd7-9712-43c3-8562-e27ee2a7349c,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,29.255045,"29,255045",-4.85301,"-4,853010",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,140682.619,398933.252,51.57913926,5.18064753,Tilburg - Boxel,TB-BTL,Vrije baan
1194,020082a3-168e-42f7-a5f1-167d9b5952a0,,60,Bestaand,,,Arcadis,bd384eec-85c0-4266-9221-254b14b2071d,001de32c-d06d-48db-8710-8a0db89d9e7f,Zl-Wdn,Zwolle - Wierden ,206,,206,206__,Zwolle - Wierden,16.902993,"16,902993",4.502465,"4,502465",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,214861.357,490445.245,52.39857525,6.26675032,Heino - Raalte,HNO-RAT,Vrije baan
1195,9d21d98a-c124-4022-abef-910c2e550d8c,,60,Bestaand,,,Arcadis,0e1815fa-33e5-4cfd-b6dd-5d26a7bded09,001de32c-d06d-48db-8710-8a0db89d9e7f,Zl-Wdn,Zwolle - Wierden ,206,,206,206__,Zwolle - Wierden,16.887289,"16,887289",-5.327531,"-5,327531",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,214857.324,490463.294,52.39873789,6.26669429,Heino - Raalte,HNO-RAT,Vrije baan
1196,ad27833e-2388-4693-a311-1b6c56b773f8,,60,Bestaand,,,Arcadis,3c1e437c-b1e6-4a0b-8420-162d3a8d91d8,001de32c-d06d-48db-8710-8a0db89d9e7f,Zl-Wdn,Zwolle - Wierden ,206,,206,206__,Zwolle - Wierden,16.886992,"16,886992",5.028365,"5,028365",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,214849.754,490456.221,52.39867515,6.26658181,Heino - Raalte,HNO-RAT,Vrije baan
1197,d0b0bde7-099f-4488-9475-b21d8746fec0,,60,Bestaand,,,Arcadis,2873869f-2ace-4abd-9f02-b59c251b847d,a4f38759-5458-4cdf-bd28-524d3dbe89c7,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,27.25495,"27,254950",3.717649,"3,717649",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,174304.94,450972.07,52.04672841,5.66861502,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
1198,cacf4adf-618e-4e7d-9d6b-7db07c188deb,,60,Bestaand,,,Arcadis,dfc08f17-cbea-48a5-9b72-fa2d9b503e13,a4f38759-5458-4cdf-bd28-524d3dbe89c7,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,27.257375,"27,257375",-3.894403,"-3,894403",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,174312.899,450972.746,52.04673421,5.66873108,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
1199,c0dbee69-0a77-4422-80a6-b270aae9341e,,60,Bestaand,,,Arcadis,32eb5cf7-53c7-4340-8d28-ce5a468790a4,a4f38759-5458-4cdf-bd28-524d3dbe89c7,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,27.236631,"27,236631",-3.461372,"-3,461372",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,174304.577,450991.71,52.04690495,5.66861084,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
1200,3a573157-fb59-4c6e-865d-58839ec1cd1f,,60,Bestaand,,,Arcadis,29b479f1-cb10-406d-8b45-c50635e24996,8cf75a5d-302b-44c1-bc6e-b42cd1fe79ca,Hgl-Odzg,Hengelo - Oldenzaal Grens ,026,,26,026__,Hengelo - Oldenzaal Grens,30.128366,"30,128366",-5.714501,"-5,714501",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,264390.102,481141.593,52.30734322,6.99124108,Oldenzaal Grens - Oldenzaal,ODZG-ODZ,Vrije baan
1201,92e4d58b-5c26-4cb0-8f95-6f18ee0b101f,,60,Bestaand,,,Fugro,,81ae3380-9ad7-4889-92e7-cdc086e8ff54,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,57.714083,"57,714083",7.781598,"7,781598",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,149252.085,401613.841,51.60338676,5.30423278,Vught Aansl. - Boxtel,VGA-BTL,Vrije baan
1202,8a128499-9be1-42b7-b1c5-5dd70b86293c,,60,Bestaand,,,Fugro,,81ae3380-9ad7-4889-92e7-cdc086e8ff54,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,57.71428,"57,714280",-7.650725,"-7,650725",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,149267.347,401616.136,51.60340754,5.30445304,Vught Aansl. - Boxtel,VGA-BTL,Vrije baan
1203,a909243e-c6eb-49ea-bd14-fcbece0d5795,,60,Bestaand,,,Fugro,,fe3ac7ee-4219-4444-adf9-adbf61142664,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,7.396804,"7,396804",6.256487,"6,256487",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,101267.176,406225.377,51.64229369,4.61092172,Zevenbergen - Lage Zwaluwe,ZVB-ZLW,Vrije baan
1204,5aae152d-067c-400c-bfea-31e44a5a0ae4,,60,Bestaand,,,Arcadis,2267e55d-7cce-48cf-bfcc-b0ae0430b660,5b2d4d7b-a05b-4fe5-b74e-75b883126b0d,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,21.776697,"21,776697",-5.685753,"-5,685753",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,171206.856,455382.508,52.08646893,5.62366362,Lunteren,LTN,PPLG
1205,3b8d0f70-b2e3-4799-8aff-fb7631739885,,60,Bestaand,,,Fugro,,ae61d773-e318-4e41-8afb-4c8daf9f7e07,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,40.647034,"40,647034",-10.197832,"-10,197832",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,194068.368,351665.034,51.15309805,5.94559611,Roermond - Maasbracht,RM-MBT,Vrije baan
1206,c54d6fb2-c938-4fdd-87c2-174bb5b8caab,,60,Bestaand,,,Fugro,,ae61d773-e318-4e41-8afb-4c8daf9f7e07,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,40.658311,"40,658311",10.650485,"10,650485",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,194090.937,351657.619,51.15302985,5.94591786,Roermond - Maasbracht,RM-MBT,Vrije baan
1207,8824afa3-c79c-4163-9134-7b58de158f16,,60,Bestaand,,,Arcadis,f750d385-f7b4-4e2b-8dd2-23f1a3d7356f,d98d09d5-382b-46ee-8bc9-7692ed1bdb8f,Lsd-Amf,Leusden - Amersfoort ,040,,40,040__,Leusden - Amersfoort,50.144205,"50,144205",4.65268,"4,652680",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,154772.746,462320.301,52.14906373,5.38388327,PON-lijn,PON,NCBG
1208,6a1d44fa-e4ba-4efa-9ca5-93e730519259,,60,Bestaand,,,Arcadis,1615bc62-2e5a-4e4a-a115-1564d4f591a0,d98d09d5-382b-46ee-8bc9-7692ed1bdb8f,Lsd-Amf,Leusden - Amersfoort ,040,,40,040__,Leusden - Amersfoort,50.144512,"50,144512",-2.983962,"-2,983962",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,154767.226,462315.015,52.14901622,5.38380263,PON-lijn,PON,NCBG
1209,f67676a1-c57e-47f5-9e06-86f52a72ff9f,,60,Bestaand,,,Arcadis,da28e532-a2d5-44b1-bf0b-24175de7cb55,d98d09d5-382b-46ee-8bc9-7692ed1bdb8f,Lsd-Amf,Leusden - Amersfoort ,040,,40,040__,Leusden - Amersfoort,50.119042,"50,119042",-2.686756,"-2,686756",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,154785.776,462297.55,52.14885925,5.38407366,PON-lijn,PON,NCBG
1210,5fcdc535-6b38-4f8f-8761-97de024bed5b,,60,Bestaand,,,Arcadis,85960479-dcca-4051-90bd-1fd1a13e2365,d98d09d5-382b-46ee-8bc9-7692ed1bdb8f,Lsd-Amf,Leusden - Amersfoort ,040,,40,040__,Leusden - Amersfoort,50.108276,"50,108276",-4.118189,"-4,118189",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,154792.537,462289.046,52.14878282,5.38417245,PON-lijn,PON,NCBG
1211,2ace98dd-85a4-4b5f-9c40-d248a35fa457,,60,Bestaand,,,Arcadis,1317adc0-807f-4ffe-874d-9b077ff11e07,045ce644-d940-4236-b8b8-dd42e4dfe6bd,Swd-Rd,Sauwerd - Roodeschool ,007,,7,007__,Sauwerd - Winsum,4.926712,"4,926712",-4.223455,"-4,223455",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,230443.389,594617.91,53.33265003,6.519667,Winsum,WSM,PPLG
1212,90316a12-2088-440d-8b4f-f8798aad4009,,60,Bestaand,,,Fugro,,62083074-a010-4500-bdb2-af323b7ca3fe,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,58.37888,"58,378880",4.994131,"4,994131",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,149363.744,400958.34,51.59749588,5.30585504,Vught Aansl. - Boxtel,VGA-BTL,Vrije baan
1213,4c4899c8-dcec-4ef9-a6cb-29aa6e18d825,,60,Bestaand,,,Fugro,,62083074-a010-4500-bdb2-af323b7ca3fe,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,58.361502,"58,361502",-5.494577,"-5,494577",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,149371.275,400977.086,51.59766445,5.30596343,Vught Aansl. - Boxtel,VGA-BTL,Vrije baan
1214,cdb3056e-57d7-4085-932c-6e14eb4b43a4,,60,Bestaand,,,Fugro,,eecfafa5-533a-4382-b608-c4dc77b47892,Fvs-Mt,Visé (B) - Maastricht ,071,,71,071__,Eijsden - Maastricht,21.614772,"21,614772",5.848147,"5,848147",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,178217.393,310978.459,50.78824827,5.71642681,Eijsden Grens - Maastricht Randwyck,EDNG-MTR,Vrije baan
1215,3c04adf1-095d-4529-a641-db6a352537fc,,60,Bestaand,,,Arcadis,,c1d58d03-0a1f-4ddb-88dc-014870b5b00a,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,24.933786,"24,933786",7.620232,"7,620232",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,116757.321,529921.122,52.7552723,4.82074343,Schagen - Heerhugowaard,SGN-HWD,Vrije baan
1216,bc496915-bceb-4d7a-9b8e-47e7fb35215c,,60,Bestaand,,,Arcadis,,b4f83b84-5abd-4d8b-8306-4454c37b2424,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,18.841634,"18,841634",-4.177724,"-4,177724",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,115622.981,535747.241,52.80754659,4.80324495,Anna Paulowna - Schagen,ANA-SGN,Vrije baan
1217,f3d686f1-98af-41f3-b58a-c9e217a23d4d,,60,Bestaand,,,Arcadis,,b4f83b84-5abd-4d8b-8306-4454c37b2424,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,18.850576,"18,850576",-5.437925,"-5,437925",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,115624.718,535738.354,52.80746686,4.80327177,Anna Paulowna - Schagen,ANA-SGN,Vrije baan
1218,c0708b55-387e-4fd6-8404-9082662f174a,,60,Bestaand,,,Arcadis,,b4f83b84-5abd-4d8b-8306-4454c37b2424,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,18.845523,"18,845523",5.176778,"5,176778",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,115613.848,535742.847,52.80750644,4.80311004,Anna Paulowna - Schagen,ANA-SGN,Vrije baan
1219,1eccc58a-e4d4-4f54-a5fc-4b83c08032e9,,60,Bestaand,,,Fugro,4a7c4e4d-5ffe-45f6-a7e5-233c17c1760f,a0f8faea-d8e4-4728-8a60-d0081abc6747,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,33.211033,"33,211033",-5.057451,"-5,057451",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,179060.077,386305.666,51.46530246,5.7334414,Deurne - Helmond,DN-HM,Vrije baan
1220,2ff5b239-8484-4dae-89bb-8a96bc4f3e89,,60,Bestaand,,,Fugro,5b424cfb-a330-493f-a51d-0f0aef6d020b,a0f8faea-d8e4-4728-8a60-d0081abc6747,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,33.20374,"33,203740",-5.097775,"-5,097775",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,179067.154,386303.741,51.46528485,5.73354311,Deurne - Helmond,DN-HM,Vrije baan
1221,956dea44-f190-485c-839d-f6f6ec82b777,,60,Bestaand,,,Fugro,,88b3f014-3ede-4b70-876b-f612c3bcd725,Zlw-Np,Lage Zwaluwe - Nispen ,126,a,126,126_a,Roosendaal - Roosendaal Grens,25.060551,"25,060551",-5.048945,"-5,048945",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,89790.825,393156.976,51.52362288,4.44757589,Roosendaal Grens - Roosendaal,RSDG-RSD,Vrije baan
1222,02f9c197-a790-4cea-93a8-69537f366e61,,60,Bestaand,,,Fugro,,88b3f014-3ede-4b70-876b-f612c3bcd725,Zlw-Np,Lage Zwaluwe - Nispen ,126,a,126,126_a,Roosendaal - Roosendaal Grens,25.051823,"25,051823",-5.127741,"-5,127741",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,89792.138,393165.54,51.5237,4.44759322,Roosendaal Grens - Roosendaal,RSDG-RSD,Vrije baan
1223,04ca079c-3e13-4d0d-9281-7562d029bb1b,,60,Bestaand,,,Arcadis,ed82da3f-e173-41e9-aa48-1893d9a93afd,4bef8201-f001-4486-a556-643a9394f7da,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,42.901854,"42,901854",4.878557,"4,878557",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,248816.385,475711.438,52.26142693,6.76143463,Hengelo - Delden,HGL-DDN,Vrije baan
1224,4cec73fe-971c-42af-ad99-5de4e4a71be7,,60,Bestaand,,,Fugro,a273d260-6790-44e9-bd60-d83793878209,6356d203-1ac3-457d-a4e6-e7c8e81eceb7,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,65.363699,"65,363699",4.119316,"4,119316",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,205042.989,386639.996,51.4665982,6.10737896,Meerlo = Tienraij - Lottum,MLO-LTM,Vrije baan
1225,bd8291b7-9b5c-4c5c-8c7b-4ab384312217,,60,Bestaand,,,Fugro,a6af8e57-3fd5-4d40-82cb-65694e310803,6356d203-1ac3-457d-a4e6-e7c8e81eceb7,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,65.37079,"65,370790",4.670949,"4,670949",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,205045.8,386633.426,51.4665389,6.10741848,Meerlo = Tienraij - Lottum,MLO-LTM,Vrije baan
1226,c8558bef-5958-4705-b019-3cf952c0e746,,60,Bestaand,,,Fugro,46c090f1-d47f-4528-9526-2fa1fac78988,6356d203-1ac3-457d-a4e6-e7c8e81eceb7,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,65.357499,"65,357499",-3.797814,"-3,797814",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,205047.121,386649.183,51.46668041,6.10743973,Meerlo = Tienraij - Lottum,MLO-LTM,Vrije baan
1227,597ac7ec-c26e-4b4f-93e4-efd7cbbda294,,60,Bestaand,,,Arcadis,,c6138f0d-163d-45ef-95f6-841e21e32f52,Gn-Dz,Groningen - Delfzijl ,201,,201,201__,Sauwerd - Delfzijl,15.87923,"15,879230",3.546325,"3,546325",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,236093.528,592093.617,53.30914447,6.60382139,Bedum,BDM,PPLG
1228,98dd17df-a661-4118-90cf-ac5297f1825b,,60,Bestaand,,,Fugro,,0e383b88-1681-4693-ac44-9f3ceaed7c23,Fvs-Mt,Visé (B) - Maastricht ,071,,71,071__,Eijsden - Maastricht,22.245807,"22,245807",-5.65768,"-5,657680",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,178215.714,311610.209,50.79392699,5.71644329,Eijsden Grens - Maastricht Randwyck,EDNG-MTR,Vrije baan
1229,dd467ae1-6ff8-487c-b976-a036f05f79ce,,60,Bestaand,,,Fugro,,184fbe90-75be-4c87-a280-fc37beafdcb8,Rsd-Bd,Roosendaal - Breda ,122,,122,122__,Roosendaal - Breda,19.025544,"19,025544",7.435011,"7,435011",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,107975.129,400373.482,51.59029919,4.70861246,Roosendaal - Breda,RSD-BD,Vrije baan
1230,855740d4-fcd9-41cf-9d80-51d9f3171d4d,,60,Bestaand,,,Fugro,4c42f0ec-3b89-4759-ae5f-b1344e797218,af28562b-58c2-45de-b842-4f6f3e6a5d0e,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,29.315728,"29,315728",-16.576336,"-16,576336",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,182824.847,385293.187,51.4560284,5.78753758,Deurne,DN,PPLG
1231,c7806383-1794-4258-beaa-7725d24ec33a,,60,Bestaand,,,Fugro,d5e0514b-da5f-4899-a0b3-e6b0fb7c247c,af28562b-58c2-45de-b842-4f6f3e6a5d0e,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,29.315757,"29,315757",-10.583853,"-10,583853",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,182826.373,385298.982,51.45608041,5.78756,Deurne,DN,PPLG
1232,cb6e70f0-6964-4a02-8f41-8651daa991fb,,60,Bestaand,,,Arcadis,,b43227d4-bed3-42d4-a9c3-4f8728b647e5,Asd-Zp,Amsterdam Centraal - Zutphen ,208,,208,208__,Apeldoorn - Zutphen,90.247843,"90,247843",-4.513224,"-4,513224",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,196865.103,468780.212,52.20553506,5.9996576,Apeldoorn - Klarenbeek,APD-KBK,Vrije baan
1233,1cf43d6a-eff6-4806-8812-5e0fba2f4ce3,,60,Bestaand,,,Arcadis,,b43227d4-bed3-42d4-a9c3-4f8728b647e5,Asd-Zp,Amsterdam Centraal - Zutphen ,208,,208,208__,Apeldoorn - Zutphen,90.241172,"90,241172",-3.272148,"-3,272148",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,196858.625,468782.359,52.20555485,5.99956311,Apeldoorn - Klarenbeek,APD-KBK,Vrije baan
1234,ca7f6c0d-dc79-44e0-8d89-adc169353f2a,,60,Bestaand,,,Arcadis,,779ab5da-2621-446f-ba3e-4e600b9c92ae,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,131.970061,"131,970061",5.536512,"5,536512",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,193881.891,547814.225,52.91601634,5.96525657,Wolvega - Heerenveen,WV-HR,Vrije baan
1235,4d1ca3eb-2306-4f9f-9d76-f8f59a4a8893,,60,Bestaand,,,Arcadis,,779ab5da-2621-446f-ba3e-4e600b9c92ae,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,131.960015,"131,960015",-5.578624,"-5,578624",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,193877.905,547799.828,52.91588725,5.9651956,Wolvega - Heerenveen,WV-HR,Vrije baan
1236,a10d07a6-0ebe-42f2-b185-1559f9fe2cfd,,60,Bestaand,,,Arcadis,,90a97908-713d-47da-bfd8-6e5bb945994e,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,26.645469,"26,645469",-5.50173,"-5,501730",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,99790.944,480947.28,52.31370858,4.5775676,Haarlem - Lisse,HLM-LIS,Vrije baan
1237,53eb77c1-48ae-4e30-b1c0-dfdbe2f43555,,60,Bestaand,,,Arcadis,,90a97908-713d-47da-bfd8-6e5bb945994e,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,26.662608,"26,662608",5.546571,"5,546571",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,99772.112,480939.224,52.31363429,4.57729277,Haarlem - Lisse,HLM-LIS,Vrije baan
1238,d8d52f5a-9a20-44c1-961a-26bc2ed457f9,,60,Bestaand,,,Arcadis,,b9dd25c2-c3c5-4ec8-8a86-73aead15c8ab,Hlg-Nscg,Harlingen - Nieuweschans Grens ,005,,5,005__,Zuidbroek - Nieuweschans Grens,120.069423,"120,069423",3.648779,"3,648779",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,270206.928,575804.673,53.15656665,7.10957454,Winschoten - Bad Nieuweschans,WS-NSCH,Vrije baan
1239,0f4b34ea-798d-4b4b-a852-eaa0fa9c3e55,,60,Bestaand,,,Arcadis,,b9dd25c2-c3c5-4ec8-8a86-73aead15c8ab,Hlg-Nscg,Harlingen - Nieuweschans Grens ,005,,5,005__,Zuidbroek - Nieuweschans Grens,120.062745,"120,062745",-3.720294,"-3,720294",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,270197.496,575807.912,53.15659777,7.10943475,Winschoten - Bad Nieuweschans,WS-NSCH,Vrije baan
1240,44ebb748-4e09-4cdf-9ca7-9d1f435227c7,,60,Bestaand,,,Arcadis,,49b7af11-37ef-4675-a440-347fc67328d3,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,6.815157,"6,815157",3.416218,"3,416218",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,149386.766,465543.638,52.17800654,5.30513781,Baarn - Soest,BRN-ST,Vrije baan
1241,d4a2da60-d5f1-4a1a-89dc-2a95bde2b099,,60,Bestaand,,,Arcadis,,fec47b7f-d767-4e69-a868-cf3121d932c9,Zd-Ekz,Zaandam - Enkhuizen ,626,c,626,626_c,Hoorn,32.146549,"32,146549",8.369613,"8,369613",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,132152.027,517610.122,52.64550197,5.04962001,Hoorn,HN,PPLG
1242,cb12920e-dcd4-4b36-b7d6-27694f266649,,60,Bestaand,,,Arcadis,,fec47b7f-d767-4e69-a868-cf3121d932c9,Zd-Ekz,Zaandam - Enkhuizen ,626,c,626,626_c,Hoorn,32.107664,"32,107664",-9.351091,"-9,351091",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,132112.916,517627.228,52.64565406,5.04904097,Hoorn,HN,PPLG
1243,55633aad-34e6-4d8d-9501-f5db05f2c4e8,,60,Bestaand,,,Arcadis,,6907e48a-d4f5-4d53-91f9-6b37574d5cfd,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,43.284994,"43,284994",5.147335,"5,147335",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,169876.037,478064.123,52.29036533,5.6052432,Harderwijk - Putten,HD-PT,Vrije baan
1244,f3a1c0d3-ce83-4e6c-9dbb-91ea3ca9a851,,60,Bestaand,,,Arcadis,,6907e48a-d4f5-4d53-91f9-6b37574d5cfd,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,43.271915,"43,271915",-5.811038,"-5,811038",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,169860.22,478057.751,52.29030849,5.60501109,Harderwijk - Putten,HD-PT,Vrije baan
1245,b30c3b9d-cf14-460f-b869-4192de89525c,,60,Bestaand,,,Arcadis,,9acd9faa-557a-4523-b076-2b6cece96e56,Asd-Zp,Amsterdam Centraal - Zutphen ,208,,208,208__,Apeldoorn - Zutphen,97.620435,"97,620435",-5.981568,"-5,981568",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,203420.448,465399.438,52.17461435,6.09506795,Zutphen - Klarenbeek,ZP-KBK,Vrije baan
