woonplaats;wijk;buurt;periode;aantal_ritten_in_periode;aantal_passagiers_in_periode;aantal_kilometers_per_periode;gemiddeld_aantal_km_per_rit
Zaandam;Oude Haven;Havenbuurt;201510;3;3;32,90;10,97
Zaandam;Oude Haven;Havenbuurt;201511;11;12;75,80;6,89
Zaandam;Oude Haven;Havenbuurt;201512;29;29;213,70;7,37
Zaandam;Oude Haven;Havenbuurt;201601;46;46;300,40;6,53
Zaandam;Oude Haven;Havenbuurt;201602;37;37;201,00;5,43
Zaandam;Oude Haven;Havenbuurt;201603;35;35;153,20;4,38
Zaandam;Oude Haven;Havenbuurt;201604;36;36;163,50;4,54
Zaandam;Oude Haven;Havenbuurt;201605;34;34;212,70;6,26
Zaandam;Oude Haven;Havenbuurt;201606;33;33;185,20;5,61
Zaandam;Oude Haven;Havenbuurt;201607;43;43;226,00;5,26
Zaandam;Oude Haven;Havenbuurt;201608;32;32;179,00;5,59
Zaandam;Oude Haven;Havenbuurt;201609;34;34;160,80;4,73
Zaandam;Oude Haven;Havenbuurt;201610;31;31;178,20;5,75
Zaandam;Oude Haven;Havenbuurt;201611;40;40;196,00;4,90
Zaandam;Oude Haven;Havenbuurt;201612;27;27;89,90;3,33
Zaandam;Oude Haven;Havenbuurt;201701;48;48;284,60;5,93
Zaandam;Oude Haven;Havenbuurt;201702;45;45;243,10;5,40
Zaandam;Oude Haven;Havenbuurt;201703;57;57;256,50;4,50
Zaandam;Oude Haven;Havenbuurt;201704;15;15;52,00;3,47
Zaandam;Oude Haven;Havenbuurt;201705;15;15;66,20;4,41
Zaandam;Oude Haven;Havenbuurt;201706;28;28;120,80;4,31
Zaandam;Oude Haven;Havenbuurt;201707;56;56;239,20;4,27
Zaandam;Oude Haven;Havenbuurt;201708;52;52;215,90;4,15
Zaandam;Oude Haven;Havenbuurt;201709;49;49;237,30;4,84
Zaandam;Oude Haven;Havenbuurt;201710;67;67;292,20;4,36
Zaandam;Oude Haven;Havenbuurt;201711;62;62;285,20;4,60
Zaandam;Oude Haven;Havenbuurt;201712;48;48;268,60;5,60
Zaandam;Oude Haven;Havenbuurt;201801;65;65;315,30;4,85
Zaandam;Oude Haven;Havenbuurt;201802;60;60;310,30;5,17
Zaandam;Oude Haven;Havenbuurt;201803;63;63;303,90;4,82
Zaandam;Oude Haven;Havenbuurt;201804;83;83;390,90;4,71
Zaandam;Oude Haven;Havenbuurt;201805;92;92;468,50;5,09
Zaandam;Oude Haven;Havenbuurt;201806;92;92;480,30;5,22
Zaandam;Oude Haven;Het Eiland;201501;129;129;840,20;6,51
Zaandam;Oude Haven;Het Eiland;201502;97;97;494,10;5,09
Zaandam;Oude Haven;Het Eiland;201503;107;107;668,60;6,25
Zaandam;Oude Haven;Het Eiland;201504;113;113;501,90;4,44
Zaandam;Oude Haven;Het Eiland;201505;114;114;670,60;5,88
Zaandam;Oude Haven;Het Eiland;201506;109;109;541,90;4,97
Zaandam;Oude Haven;Het Eiland;201507;113;113;629,70;5,57
Zaandam;Oude Haven;Het Eiland;201508;100;100;610,70;6,11
Zaandam;Oude Haven;Het Eiland;201509;118;118;748,80;6,35
Zaandam;Oude Haven;Het Eiland;201510;141;141;1029,00;7,30
Zaandam;Oude Haven;Het Eiland;201511;132;132;934,90;7,08
Zaandam;Oude Haven;Het Eiland;201512;149;150;1079,20;7,24
Zaandam;Oude Haven;Het Eiland;201601;151;151;1050,80;6,96
Zaandam;Oude Haven;Het Eiland;201602;141;142;735,00;5,21
Zaandam;Oude Haven;Het Eiland;201603;138;138;723,50;5,24
Zaandam;Oude Haven;Het Eiland;201604;123;123;530,40;4,31
Zaandam;Oude Haven;Het Eiland;201605;138;138;726,10;5,26
Zaandam;Oude Haven;Het Eiland;201606;131;131;722,00;5,51
Zaandam;Oude Haven;Het Eiland;201607;139;143;752,60;5,41
Zaandam;Oude Haven;Het Eiland;201608;155;155;1021,90;6,59
Zaandam;Oude Haven;Het Eiland;201609;135;135;776,50;5,75
Zaandam;Oude Haven;Het Eiland;201610;183;183;1312,70;7,17
Zaandam;Oude Haven;Het Eiland;201611;170;170;955,40;5,62
Zaandam;Oude Haven;Het Eiland;201612;167;167;859,40;5,15
Zaandam;Oude Haven;Het Eiland;201701;130;132;599,00;4,61
Zaandam;Oude Haven;Het Eiland;201702;127;128;671,40;5,29
Zaandam;Oude Haven;Het Eiland;201703;144;144;676,90;4,70
Zaandam;Oude Haven;Het Eiland;201704;118;118;586,60;4,97
Zaandam;Oude Haven;Het Eiland;201705;152;152;799,30;5,26
Zaandam;Oude Haven;Het Eiland;201706;145;145;772,20;5,33
Zaandam;Oude Haven;Het Eiland;201707;128;128;619,40;4,84
Zaandam;Oude Haven;Het Eiland;201708;133;135;717,90;5,40
Zaandam;Oude Haven;Het Eiland;201709;144;144;664,30;4,61
Zaandam;Oude Haven;Het Eiland;201710;149;149;903,00;6,06
Zaandam;Oude Haven;Het Eiland;201711;141;141;647,10;4,59
Zaandam;Oude Haven;Het Eiland;201712;122;123;564,90;4,63
Zaandam;Oude Haven;Het Eiland;201801;127;128;718,88;5,66
Zaandam;Oude Haven;Het Eiland;201802;119;119;694,18;5,83
Zaandam;Oude Haven;Het Eiland;201803;125;125;579,60;4,64
Zaandam;Oude Haven;Het Eiland;201804;114;115;682,90;5,99
Zaandam;Oude Haven;Het Eiland;201805;88;88;546,00;6,20
Zaandam;Oude Haven;Het Eiland;201806;75;75;417,30;5,56
Zaandam;Oude Haven;Russische buurt;201501;205;207;1808,50;8,82
Zaandam;Oude Haven;Russische buurt;201502;204;204;1891,40;9,27
Zaandam;Oude Haven;Russische buurt;201503;171;171;1445,40;8,45
Zaandam;Oude Haven;Russische buurt;201504;119;120;1097,50;9,22
Zaandam;Oude Haven;Russische buurt;201505;139;141;1258,30;9,05
Zaandam;Oude Haven;Russische buurt;201506;88;92;934,20;10,62
Zaandam;Oude Haven;Russische buurt;201507;86;94;1001,40;11,64
Zaandam;Oude Haven;Russische buurt;201508;81;81;792,00;9,78
Zaandam;Oude Haven;Russische buurt;201509;81;81;683,20;8,43
Zaandam;Oude Haven;Russische buurt;201510;99;99;1029,90;10,40
Zaandam;Oude Haven;Russische buurt;201511;129;129;1279,20;9,92
Zaandam;Oude Haven;Russische buurt;201512;110;110;1106,00;10,05
Zaandam;Oude Haven;Russische buurt;201601;125;126;1214,00;9,71
Zaandam;Oude Haven;Russische buurt;201602;107;108;1132,10;10,58
Zaandam;Oude Haven;Russische buurt;201603;109;111;1131,40;10,38
Zaandam;Oude Haven;Russische buurt;201604;100;104;960,40;9,60
Zaandam;Oude Haven;Russische buurt;201605;123;125;1156,40;9,40
Zaandam;Oude Haven;Russische buurt;201606;135;140;1208,10;8,95
Zaandam;Oude Haven;Russische buurt;201607;131;141;1329,10;10,15
Zaandam;Oude Haven;Russische buurt;201608;99;100;1030,30;10,41
Zaandam;Oude Haven;Russische buurt;201609;113;119;1188,90;10,52
Zaandam;Oude Haven;Russische buurt;201610;109;111;1121,10;10,29
Zaandam;Oude Haven;Russische buurt;201611;118;120;1275,60;10,81
Zaandam;Oude Haven;Russische buurt;201612;97;97;841,70;8,68
Zaandam;Oude Haven;Russische buurt;201701;104;104;897,40;8,63
Zaandam;Oude Haven;Russische buurt;201702;85;87;854,40;10,05
Zaandam;Oude Haven;Russische buurt;201703;93;93;892,00;9,59
Zaandam;Oude Haven;Russische buurt;201704;66;67;615,40;9,32
Zaandam;Oude Haven;Russische buurt;201705;97;97;857,80;8,84
Zaandam;Oude Haven;Russische buurt;201706;98;98;956,00;9,76
Zaandam;Oude Haven;Russische buurt;201707;82;82;877,60;10,70
Zaandam;Oude Haven;Russische buurt;201708;55;56;546,30;9,93
Zaandam;Oude Haven;Russische buurt;201709;105;106;1152,80;10,98
Zaandam;Oude Haven;Russische buurt;201710;118;118;1175,50;9,96
Zaandam;Oude Haven;Russische buurt;201711;117;119;1379,70;11,79
Zaandam;Oude Haven;Russische buurt;201712;68;68;642,20;9,44
Zaandam;Oude Haven;Russische buurt;201801;92;95;1069,17;11,62
Zaandam;Oude Haven;Russische buurt;201802;70;71;680,10;9,72
Zaandam;Oude Haven;Russische buurt;201803;113;114;1189,60;10,53
Zaandam;Oude Haven;Russische buurt;201804;88;89;759,38;8,63
Zaandam;Oude Haven;Russische buurt;201805;92;93;1077,50;11,71
Zaandam;Oude Haven;Russische buurt;201806;109;112;1358,00;12,46
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201501;446;452;3164,60;7,10
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201502;398;401;2785,00;7,00
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201503;481;483;2898,00;6,02
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201504;525;530;3518,40;6,70
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201505;401;403;3427,00;8,55
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201506;427;430;3148,80;7,37
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201507;409;417;2957,80;7,23
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201508;447;454;4069,50;9,10
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201509;328;331;2070,60;6,31
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201510;409;419;2588,50;6,33
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201511;371;377;2303,00;6,21
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201512;331;333;1904,40;5,75
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201601;315;315;1918,70;6,09
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201602;350;353;2349,20;6,71
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201603;307;307;2194,40;7,15
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201604;366;370;2469,50;6,75
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201605;325;327;2379,90;7,32
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201606;302;308;2112,90;7,00
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201607;320;322;2306,80;7,21
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201608;260;266;2076,40;7,99
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201609;262;266;2009,30;7,67
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201610;321;325;2450,80;7,63
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201611;386;388;3387,60;8,78
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201612;374;383;2577,10;6,89
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201701;291;295;2409,10;8,28
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201702;267;267;2176,60;8,15
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201703;386;392;3041,40;7,88
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201704;342;350;2424,00;7,09
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201705;283;289;2526,10;8,93
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201706;324;332;2625,40;8,10
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201707;259;262;2253,40;8,70
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201708;283;288;2505,30;8,85
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201709;284;290;2684,90;9,45
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201710;399;400;3150,30;7,90
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201711;508;512;3750,10;7,38
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201712;509;516;3622,00;7,12
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201801;446;449;2922,80;6,55
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201802;435;436;2726,53;6,27
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201803;512;516;3649,62;7,13
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201804;548;550;3856,07;7,04
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201805;488;492;3731,93;7,65
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201806;508;513;4060,09;7,99
Zaandam;Pelders- en Hoornseveld;Peldersveld;201501;214;219;1204,70;5,63
Zaandam;Pelders- en Hoornseveld;Peldersveld;201502;195;199;1127,10;5,78
Zaandam;Pelders- en Hoornseveld;Peldersveld;201503;236;241;1457,00;6,17
Zaandam;Pelders- en Hoornseveld;Peldersveld;201504;251;259;1356,20;5,40
Zaandam;Pelders- en Hoornseveld;Peldersveld;201505;239;244;1421,10;5,95
Zaandam;Pelders- en Hoornseveld;Peldersveld;201506;255;259;1449,20;5,68
Zaandam;Pelders- en Hoornseveld;Peldersveld;201507;237;240;1374,60;5,80
Zaandam;Pelders- en Hoornseveld;Peldersveld;201508;254;255;1609,00;6,33
Zaandam;Pelders- en Hoornseveld;Peldersveld;201509;250;251;1530,20;6,12
Zaandam;Pelders- en Hoornseveld;Peldersveld;201510;202;205;1324,10;6,55
Zaandam;Pelders- en Hoornseveld;Peldersveld;201511;229;231;1155,30;5,04
Zaandam;Pelders- en Hoornseveld;Peldersveld;201512;214;216;1323,70;6,19
Zaandam;Pelders- en Hoornseveld;Peldersveld;201601;212;213;1104,80;5,21
Zaandam;Pelders- en Hoornseveld;Peldersveld;201602;190;190;825,20;4,34
Zaandam;Pelders- en Hoornseveld;Peldersveld;201603;194;208;1206,70;6,22
Zaandam;Pelders- en Hoornseveld;Peldersveld;201604;163;171;1105,50;6,78
Zaandam;Pelders- en Hoornseveld;Peldersveld;201605;152;152;970,20;6,38
Zaandam;Pelders- en Hoornseveld;Peldersveld;201606;157;161;996,10;6,34
Zaandam;Pelders- en Hoornseveld;Peldersveld;201607;160;163;972,30;6,08
Zaandam;Pelders- en Hoornseveld;Peldersveld;201608;174;176;1068,20;6,14
Zaandam;Pelders- en Hoornseveld;Peldersveld;201609;170;176;997,70;5,87
Zaandam;Pelders- en Hoornseveld;Peldersveld;201610;158;160;865,40;5,48
Zaandam;Pelders- en Hoornseveld;Peldersveld;201611;211;216;1165,40;5,52
Zaandam;Pelders- en Hoornseveld;Peldersveld;201612;211;220;1167,00;5,53
Zaandam;Pelders- en Hoornseveld;Peldersveld;201701;166;168;1120,20;6,75
Zaandam;Pelders- en Hoornseveld;Peldersveld;201702;217;220;1153,90;5,32
Zaandam;Pelders- en Hoornseveld;Peldersveld;201703;188;201;1278,20;6,80
Zaandam;Pelders- en Hoornseveld;Peldersveld;201704;207;213;1121,90;5,42
Zaandam;Pelders- en Hoornseveld;Peldersveld;201705;216;219;1251,80;5,80
Zaandam;Pelders- en Hoornseveld;Peldersveld;201706;214;219;1404,90;6,56
Zaandam;Pelders- en Hoornseveld;Peldersveld;201707;281;289;2325,40;8,28
Zaandam;Pelders- en Hoornseveld;Peldersveld;201708;249;251;1723,20;6,92
Zaandam;Pelders- en Hoornseveld;Peldersveld;201709;258;262;1851,00;7,17
Zaandam;Pelders- en Hoornseveld;Peldersveld;201710;206;212;1409,30;6,84
Zaandam;Pelders- en Hoornseveld;Peldersveld;201711;207;207;1555,10;7,51
Zaandam;Pelders- en Hoornseveld;Peldersveld;201712;253;259;1632,00;6,45
Zaandam;Pelders- en Hoornseveld;Peldersveld;201801;220;222;1398,03;6,35
Zaandam;Pelders- en Hoornseveld;Peldersveld;201802;182;182;1042,90;5,73
Zaandam;Pelders- en Hoornseveld;Peldersveld;201803;209;209;1219,22;5,83
Zaandam;Pelders- en Hoornseveld;Peldersveld;201804;210;214;1502,77;7,16
Zaandam;Pelders- en Hoornseveld;Peldersveld;201805;200;207;1455,70;7,28
Zaandam;Pelders- en Hoornseveld;Peldersveld;201806;190;193;1438,73;7,57
Zaandam;Poelenburg;Poelenburg;201501;332;345;2462,50;7,42
Zaandam;Poelenburg;Poelenburg;201502;336;336;2570,40;7,65
Zaandam;Poelenburg;Poelenburg;201503;421;426;3147,00;7,48
Zaandam;Poelenburg;Poelenburg;201504;337;344;2695,40;8,00
Zaandam;Poelenburg;Poelenburg;201505;330;336;2777,50;8,42
Zaandam;Poelenburg;Poelenburg;201506;323;342;2589,90;8,02
Zaandam;Poelenburg;Poelenburg;201507;326;336;2555,20;7,84
Zaandam;Poelenburg;Poelenburg;201508;293;297;2319,10;7,92
Zaandam;Poelenburg;Poelenburg;201509;309;312;1949,70;6,31
Zaandam;Poelenburg;Poelenburg;201510;370;375;2606,10;7,04
Zaandam;Poelenburg;Poelenburg;201511;343;345;2383,80;6,95
Zaandam;Poelenburg;Poelenburg;201512;371;371;2284,80;6,16
Zaandam;Poelenburg;Poelenburg;201601;345;352;2229,10;6,46
Zaandam;Poelenburg;Poelenburg;201602;334;342;2556,90;7,66
Zaandam;Poelenburg;Poelenburg;201603;382;390;2918,30;7,64
Zaandam;Poelenburg;Poelenburg;201604;353;364;2289,30;6,49
Zaandam;Poelenburg;Poelenburg;201605;302;314;2149,00;7,12
Zaandam;Poelenburg;Poelenburg;201606;259;266;1724,30;6,66
Zaandam;Poelenburg;Poelenburg;201607;268;274;1879,00;7,01
Zaandam;Poelenburg;Poelenburg;201608;275;282;2012,70;7,32
Zaandam;Poelenburg;Poelenburg;201609;333;342;2095,60;6,29
Zaandam;Poelenburg;Poelenburg;201610;361;371;2240,70;6,21
Zaandam;Poelenburg;Poelenburg;201611;354;368;2683,30;7,58
Zaandam;Poelenburg;Poelenburg;201612;300;311;2359,10;7,86
Zaandam;Poelenburg;Poelenburg;201701;245;255;1678,30;6,85
Zaandam;Poelenburg;Poelenburg;201702;251;260;1978,10;7,88
Zaandam;Poelenburg;Poelenburg;201703;240;249;1812,80;7,55
Zaandam;Poelenburg;Poelenburg;201704;192;203;1501,10;7,82
Zaandam;Poelenburg;Poelenburg;201705;249;266;1880,30;7,55
Zaandam;Poelenburg;Poelenburg;201706;245;255;1806,70;7,37
Zaandam;Poelenburg;Poelenburg;201707;316;339;2659,50;8,42
Zaandam;Poelenburg;Poelenburg;201708;227;239;1614,20;7,11
Zaandam;Poelenburg;Poelenburg;201709;276;286;2024,10;7,33
Zaandam;Poelenburg;Poelenburg;201710;309;315;1974,70;6,39
Zaandam;Poelenburg;Poelenburg;201711;314;319;2236,40;7,12
Zaandam;Poelenburg;Poelenburg;201712;283;297;1990,90;7,03
Zaandam;Poelenburg;Poelenburg;201801;262;268;1667,20;6,36
Zaandam;Poelenburg;Poelenburg;201802;199;201;1478,68;7,43
Zaandam;Poelenburg;Poelenburg;201803;263;268;2248,84;8,55
Zaandam;Poelenburg;Poelenburg;201804;209;217;1647,07;7,88
Zaandam;Poelenburg;Poelenburg;201805;222;242;1906,81;8,59
Zaandam;Poelenburg;Poelenburg;201806;263;278;1995,70;7,59
Zaandam;Rosmolenwijk;Rosmolenbuurt;201501;616;617;3060,10;4,97
Zaandam;Rosmolenwijk;Rosmolenbuurt;201502;538;544;3020,30;5,61
Zaandam;Rosmolenwijk;Rosmolenbuurt;201503;604;606;2958,10;4,90
Zaandam;Rosmolenwijk;Rosmolenbuurt;201504;532;534;3319,40;6,24
Zaandam;Rosmolenwijk;Rosmolenbuurt;201505;518;526;3383,70;6,53
Zaandam;Rosmolenwijk;Rosmolenbuurt;201506;510;512;3248,10;6,37
Zaandam;Rosmolenwijk;Rosmolenbuurt;201507;403;419;2551,60;6,33
Zaandam;Rosmolenwijk;Rosmolenbuurt;201508;401;408;2581,70;6,44
Zaandam;Rosmolenwijk;Rosmolenbuurt;201509;383;386;2458,90;6,42
Zaandam;Rosmolenwijk;Rosmolenbuurt;201510;434;437;2945,80;6,79
Zaandam;Rosmolenwijk;Rosmolenbuurt;201511;493;496;2771,30;5,62
Zaandam;Rosmolenwijk;Rosmolenbuurt;201512;455;463;2780,40;6,11
Zaandam;Rosmolenwijk;Rosmolenbuurt;201601;471;472;2617,50;5,56
Zaandam;Rosmolenwijk;Rosmolenbuurt;201602;453;460;2798,90;6,18
Zaandam;Rosmolenwijk;Rosmolenbuurt;201603;558;566;3696,00;6,62
Zaandam;Rosmolenwijk;Rosmolenbuurt;201604;456;461;2973,90;6,52
Zaandam;Rosmolenwijk;Rosmolenbuurt;201605;443;446;3324,40;7,50
Zaandam;Rosmolenwijk;Rosmolenbuurt;201606;482;485;3069,00;6,37
Zaandam;Rosmolenwijk;Rosmolenbuurt;201607;464;471;3662,70;7,89
Zaandam;Rosmolenwijk;Rosmolenbuurt;201608;499;505;4252,00;8,52
Zaandam;Rosmolenwijk;Rosmolenbuurt;201609;426;431;2833,60;6,65
Zaandam;Rosmolenwijk;Rosmolenbuurt;201610;418;424;2931,80;7,01
Zaandam;Rosmolenwijk;Rosmolenbuurt;201611;471;476;3654,00;7,76
Zaandam;Rosmolenwijk;Rosmolenbuurt;201612;378;393;2373,70;6,28
Zaandam;Rosmolenwijk;Rosmolenbuurt;201701;361;366;1973,00;5,47
Zaandam;Rosmolenwijk;Rosmolenbuurt;201702;399;399;2324,60;5,83
Zaandam;Rosmolenwijk;Rosmolenbuurt;201703;472;478;2955,30;6,26
Zaandam;Rosmolenwijk;Rosmolenbuurt;201704;473;481;2813,50;5,95
Zaandam;Rosmolenwijk;Rosmolenbuurt;201705;461;468;3017,90;6,55
Zaandam;Rosmolenwijk;Rosmolenbuurt;201706;413;419;2634,90;6,38
Zaandam;Rosmolenwijk;Rosmolenbuurt;201707;471;486;3893,00;8,27
Zaandam;Rosmolenwijk;Rosmolenbuurt;201708;462;474;3186,40;6,90
Zaandam;Rosmolenwijk;Rosmolenbuurt;201709;426;430;3082,30;7,24
Zaandam;Rosmolenwijk;Rosmolenbuurt;201710;476;478;3473,30;7,30
Zaandam;Rosmolenwijk;Rosmolenbuurt;201711;464;465;3880,20;8,36
Zaandam;Rosmolenwijk;Rosmolenbuurt;201712;490;494;3796,00;7,75
Zaandam;Rosmolenwijk;Rosmolenbuurt;201801;406;413;2737,36;6,74
Zaandam;Rosmolenwijk;Rosmolenbuurt;201802;421;426;2937,83;6,98
Zaandam;Rosmolenwijk;Rosmolenbuurt;201803;453;462;3495,17;7,72
Zaandam;Rosmolenwijk;Rosmolenbuurt;201804;483;485;3229,54;6,69
Zaandam;Rosmolenwijk;Rosmolenbuurt;201805;513;522;4131,21;8,05
Zaandam;Rosmolenwijk;Rosmolenbuurt;201806;386;388;3178,97;8,24
Zaandam;Zaandam Noord;Kalf;201501;236;246;1703,60;7,22
Zaandam;Zaandam Noord;Kalf;201502;231;238;1629,90;7,06
Zaandam;Zaandam Noord;Kalf;201503;289;297;1968,60;6,81
Zaandam;Zaandam Noord;Kalf;201504;235;242;1619,60;6,89
Zaandam;Zaandam Noord;Kalf;201505;242;250;2115,30;8,74
Zaandam;Zaandam Noord;Kalf;201506;228;246;1553,80;6,81
Zaandam;Zaandam Noord;Kalf;201507;210;221;1538,60;7,33
Zaandam;Zaandam Noord;Kalf;201508;212;213;1821,60;8,59
Zaandam;Zaandam Noord;Kalf;201509;184;188;2156,10;11,72
Zaandam;Zaandam Noord;Kalf;201510;193;194;1484,10;7,69
Zaandam;Zaandam Noord;Kalf;201511;218;222;1770,40;8,12
Zaandam;Zaandam Noord;Kalf;201512;186;187;1309,70;7,04
Zaandam;Zaandam Noord;Kalf;201601;233;233;1296,60;5,56
Zaandam;Zaandam Noord;Kalf;201602;255;256;1505,30;5,90
Zaandam;Zaandam Noord;Kalf;201603;233;233;1675,50;7,19
Zaandam;Zaandam Noord;Kalf;201604;240;244;1650,30;6,88
Zaandam;Zaandam Noord;Kalf;201605;171;174;1306,60;7,64
Zaandam;Zaandam Noord;Kalf;201606;201;205;1443,60;7,18
Zaandam;Zaandam Noord;Kalf;201607;151;153;1176,10;7,79
Zaandam;Zaandam Noord;Kalf;201608;165;167;1237,70;7,50
Zaandam;Zaandam Noord;Kalf;201609;184;184;1615,30;8,78
Zaandam;Zaandam Noord;Kalf;201610;252;262;1794,30;7,12
Zaandam;Zaandam Noord;Kalf;201611;210;216;1299,30;6,19
Zaandam;Zaandam Noord;Kalf;201612;205;210;1383,30;6,75
Zaandam;Zaandam Noord;Kalf;201701;245;245;1736,60;7,09
Zaandam;Zaandam Noord;Kalf;201702;242;244;1942,10;8,03
Zaandam;Zaandam Noord;Kalf;201703;218;220;1533,80;7,04
Zaandam;Zaandam Noord;Kalf;201704;229;232;1956,00;8,54
Zaandam;Zaandam Noord;Kalf;201705;274;278;2345,90;8,56
Zaandam;Zaandam Noord;Kalf;201706;220;222;1330,20;6,05
Zaandam;Zaandam Noord;Kalf;201707;252;253;1788,50;7,10
Zaandam;Zaandam Noord;Kalf;201708;241;244;1731,90;7,19
Zaandam;Zaandam Noord;Kalf;201709;265;268;2382,00;8,99
Zaandam;Zaandam Noord;Kalf;201710;236;237;1863,80;7,90
Zaandam;Zaandam Noord;Kalf;201711;261;267;2246,70;8,61
Zaandam;Zaandam Noord;Kalf;201712;227;233;1431,60;6,31
Zaandam;Zaandam Noord;Kalf;201801;221;221;1459,11;6,60
Zaandam;Zaandam Noord;Kalf;201802;208;211;1398,79;6,72
Zaandam;Zaandam Noord;Kalf;201803;189;189;1308,13;6,92
Zaandam;Zaandam Noord;Kalf;201804;247;253;1896,74;7,68
Zaandam;Zaandam Noord;Kalf;201805;257;263;2237,73;8,71
Zaandam;Zaandam Noord;Kalf;201806;232;232;2135,50;9,20
Zaandam;Zaandam Noord;Zaanse Schans;201501;9;9;57,10;6,34
Zaandam;Zaandam Noord;Zaanse Schans;201502;10;10;66,30;6,63
Zaandam;Zaandam Noord;Zaanse Schans;201503;17;17;121,80;7,16
Zaandam;Zaandam Noord;Zaanse Schans;201504;16;16;126,80;7,92
Zaandam;Zaandam Noord;Zaanse Schans;201505;21;21;128,30;6,11
Zaandam;Zaandam Noord;Zaanse Schans;201506;20;20;127,20;6,36
Zaandam;Zaandam Noord;Zaanse Schans;201507;6;6;55,60;9,27
Zaandam;Zaandam Noord;Zaanse Schans;201508;6;6;38,60;6,43
Zaandam;Zaandam Noord;Zaanse Schans;201509;9;9;84,10;9,34
Zaandam;Zaandam Noord;Zaanse Schans;201510;20;20;153,20;7,66
Zaandam;Zaandam Noord;Zaanse Schans;201511;9;9;64,20;7,13
Zaandam;Zaandam Noord;Zaanse Schans;201512;7;7;35,80;5,11
Zaandam;Zaandam Noord;Zaanse Schans;201601;9;10;68,80;7,64
Zaandam;Zaandam Noord;Zaanse Schans;201602;6;6;24,50;4,08
Zaandam;Zaandam Noord;Zaanse Schans;201603;6;6;24,40;4,07
Zaandam;Zaandam Noord;Zaanse Schans;201604;7;7;26,90;3,84
Zaandam;Zaandam Noord;Zaanse Schans;201605;1;1;4,20;4,20
Zaandam;Zaandam Noord;Zaanse Schans;201606;4;4;16,80;4,20
Zaandam;Zaandam Noord;Zaanse Schans;201607;8;8;46,40;5,80
Zaandam;Zaandam Noord;Zaanse Schans;201608;3;3;12,60;4,20
Zaandam;Zaandam Noord;Zaanse Schans;201609;1;1;3,80;3,80
Zaandam;Zaandam Noord;Zaanse Schans;201610;4;4;16,80;4,20
Zaandam;Zaandam Noord;Zaanse Schans;201611;6;6;31,60;5,27
Zaandam;Zaandam Noord;Zaanse Schans;201612;5;5;27,40;5,48
Zaandam;Zaandam Noord;Zaanse Schans;201701;5;5;21,00;4,20
Zaandam;Zaandam Noord;Zaanse Schans;201702;3;3;12,20;4,07
Zaandam;Zaandam Noord;Zaanse Schans;201703;4;4;16,80;4,20
Zaandam;Zaandam Noord;Zaanse Schans;201704;5;5;20,60;4,12
Zaandam;Zaandam Noord;Zaanse Schans;201705;4;4;16,80;4,20
Zaandam;Zaandam Noord;Zaanse Schans;201706;4;4;17,50;4,38
Zaandam;Zaandam Noord;Zaanse Schans;201707;2;2;8,40;4,20
Zaandam;Zaandam Noord;Zaanse Schans;201708;5;5;18,40;3,68
Zaandam;Zaandam Noord;Zaanse Schans;201709;4;4;15,60;3,90
