OBJECTID,KDUVORM,KDUHGA1,KDUBOKBO,KDUBOKBE,KDULENGT,KDUBREED,XXXMATER,KDUSOORT,KWKAFSL1,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KDUIDENT,IWS_WATERBEHEERFUNCTIE,KERIDENT,IWS_AFST_B,KDUMOEBE,KDUMOEBO,KWKKEREN,OBJECTID_1,KDUIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,GlobalID,Shape__Length
1553,1,,-0.74,-0.74,8,0.4,3,,,,,,,,,,,,KO.70.176-PD18,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,ed78672b-2630-405d-b798-67e3480203f0,7.95056367277465
1554,1,,-1.11,-1.17,15.48,0.4,20,4,,2021,,,Dam met duiker,,,,,,D736651,,,,,,,,,Houder vergunning,Geheel onderhoud,,,0cb1110a-2ab2-4936-8dba-1de76136aa3a,15.4797690911081
1555,1,,-1.67,-1.71,12.41,0.6,13,4,,2021,,,Dam met duiker,,,,,,D736652,,,,,,,,,Houder vergunning,Geheel onderhoud,,,70911cb8-de50-47b5-82b3-df188bd8e816,12.4106933334252
1556,1,,-2.51,-2.51,23.9,1,3,2,,,,,Weg met duiker,,,,,,D736653,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,29dc4588-8dd3-4bbe-8968-bf4af196a279,23.8981101990873
1557,1,,-0.79,-1.18,164.1,0.8,3,4,,,,,Dam met duiker,,,,,,D736654,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Waterschap,Onderhoud hoofdconstructie,42ca7a2d-2cf8-4067-9031-d5f1c6ec6373,166.207456041225
1558,,,,,,,,4,,,,,Dam met duiker,,,,,,D736655,,,,,,,,,Aangeland,Geheel onderhoud,,,cb07015f-63ec-41e9-864a-c1166c684711,7.47278061758686
1559,,,,,,,,4,,,,,Dam met duiker,,,,,,D736656,,,,,,,,,Aangeland,Geheel onderhoud,,,bc9043c4-cdc8-4092-8cc9-1225b5e9576e,5.4641766029399
1560,1,,2.58,2.6,7.3,0.3,13,,,,,,,,,,,,D733140,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,7aa55a6b-e768-4b32-a94e-9f3054d341a5,7.26340697731591
1561,1,,3.53,3.48,7.6,0.3,3,,,,,,,,,,,,D733141,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,65d0a597-4bf7-4ea5-905d-995f5c623525,7.552064099373
1562,,,,,,,,4,,,,,Dam met duiker (Via gemaal),,,,,,D733451,,,,,,,,,Aangeland,Geheel onderhoud,,,8e4e2b2b-cd3b-4c63-b6b4-c251ffff9bcf,10.7735623792258
1563,,,,,,,,2,,,,,Weg met duiker,,,,,,D733452,,,,,,,,,Aangeland,Geheel onderhoud,,,21a0b74b-bce9-43c9-bfdb-ca1cfbe76924,18.7710276396366
1564,,,,,,,,4,,,,,Dam met duiker,,,,,,D733453,,,,,,,,,Aangeland,Geheel onderhoud,,,122cd057-9de8-4cbc-b6d6-c645d9f7bc03,30.0361346162027
1565,,,,,,,,4,,,,,Dam met duiker,,,,,,D733454,,,,,,,,,Aangeland,Geheel onderhoud,,,f7e52455-a4fa-420d-91bc-2b0de2bb4b3b,29.5224407445799
1566,,,,,,,,4,,,,,Dam met duiker,,,,,,D733455,,,,,,,,,Aangeland,Geheel onderhoud,,,6322449a-0bc5-45ae-a7de-d7c9f257d8cb,10.5613082887094
1567,,,,,,,,4,,,,,Dam met duiker,,,,,,D733456,,,,,,,,,Aangeland,Geheel onderhoud,,,4fdfb3e4-cc53-47f7-a922-99103a5264a6,7.80657932304468
1568,,,,,,,,4,,,,,Dam met duiker,,,,,,D733457,,,,,,,,,Aangeland,Geheel onderhoud,,,6bf5d97c-4360-4287-a12b-ec3ddaa5213c,22.872857046814
1569,,,,,,,,4,,,,,Dam met duiker,,,,,,D733458,,,,,,,,,Aangeland,Geheel onderhoud,,,568cd1b3-d1c0-414c-b0e5-ca554b23fa19,9.71646934521802
1570,,,,,,,,4,,,,,Dam met duiker,,,,,,D733459,,,,,,,,,Aangeland,Geheel onderhoud,,,64388bb1-1878-4d49-a8cd-5fbf07733ab9,11.2389156337397
1571,,,,,,,,4,,,,,Dam met duiker,,,,,,D733460,,,,,,,,,Aangeland,Geheel onderhoud,,,4b776480-2737-434b-a81c-ccd6be4a5d2a,33.5251938499848
1572,,,,,,,,4,,,,,Dam met duiker,,,,,,D737003,,,,,,,,,Aangeland,Geheel onderhoud,,,f61afa19-51e9-4e37-8398-ad033a866ae4,6.98146983128286
1573,,,,,,,,4,,,,,Dam met duiker,,,,,,D737004,,,,,,,,,Aangeland,Geheel onderhoud,,,042f41fe-899e-4d0b-88c7-b65e0e74a280,4.76218732648701
1574,,,,,,,,4,,,,,Dam met duiker,,,,,,D737005,,,,,,,,,Aangeland,Geheel onderhoud,,,b0e1b46b-54a2-4aea-b737-db86479d9174,3.57434929638205
1575,,,,,,,,4,,,,,Dam met duiker,,,,,,D737006,,,,,,,,,Aangeland,Geheel onderhoud,,,64048207-43b9-48b4-b260-fb9aa0ce8697,6.98855308722884
1576,1,,-1.4,-1.42,54.78,0.6,3,2,,,,,Weg met duiker,,,,,,D4024,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,cc2f8f8d-e276-41e4-afc2-c302d3672b48,56.1232405972382
1577,1,,-1.74,-1.61,37.2,0.5,3,,,,,,,,,,,,RB.80-D347,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,cc7bc311-d927-4318-a6e6-55c10c57ebdd,37.2255755408643
1578,2,1.5,-1.93,-1.93,7.4,2,3,4,,,,,Dam met duiker,,,,,,D4025,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,0c87c433-e8c6-46db-b6af-5a746d1aec0a,8.3698720724255
1579,1,,,-1.81,6.3,0.3,3,,,,zie memo,,,,,,,,D717453,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,b87e3994-beb5-431c-8b76-2d055cbeb647,6.33208101874589
1580,1,,-1.2,-1.19,6.1,0.5,3,,,,,,,,,,,,D717771,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Gewoon en buitengewoon en constructie,2d78d38e-ab82-4baf-b854-2bb1f7c91756,6.13376654069554
1581,1,,-1.53,-1.27,12.2,0.65,13,4,,,,,Dam met duiker,,,,,,D4145,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),468af3f1-7e48-48b4-9fc3-381a308dc58a,13.6656807513199
1582,1,,-1.8,-1.82,6.2,0.3,3,,,,,,,,,,,,D717772,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,41368a9e-07ae-49fb-b908-fe03805dc598,6.24327622403453
1583,1,,-1.7,-1.9,13.3,0.7,21,,,,,,,,,,,,KO.5-DK283,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,24b87d72-0ad6-4968-a317-6cf644f303a2,13.2482141056538
1584,1,,-1.47,-1.68,7.4,0.32,13,,,,,,,,,,,,KO.5.4-DK284,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,cb8e0df1-abc7-4fa5-a776-a203c6b3ad5c,7.39726787244173
1585,1,,-1.73,-1.72,5.5,0.24,20,,,,,,,,,,,,D717773,,,,,,,,,Aangeland,Conform onderhoudsplan waterkeringen,,,391cdc53-f00c-41b8-a3a6-41e7fa25aadf,5.50402939711067
1586,1,,-1.8,-1.73,6,0.32,20,,,,,,,,,,,,D717774,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,8fe938d0-130e-49e9-a60e-86f047a56a54,6.02631172525663
1587,,,,,,,,4,,,,,Dam met duiker,,,,,,D717775,,,,,,,,,Aangeland,Geheel onderhoud,,,cfd1595b-a73a-449e-ad52-f9091c2c1c04,33.6762190791282
1588,,,,,,,,4,,,,,Dam met duiker,,,,,,D717776,,,,,,,,,Aangeland,Geheel onderhoud,,,55373a4a-37d3-48bf-b762-76455a56c29c,6.6246992575818
1589,,,,,,,,4,,,,,Dam met duiker,,,,,,D717777,,,,,,,,,Aangeland,Geheel onderhoud,,,f489cb82-09c0-4144-aa9e-ce0a72c631a4,11.1332777371569
1590,,,,,,,,4,,,,,DAm met duiker,,,,,,D717778,,,,,,,,,Aangeland,Geheel onderhoud,,,789d6973-8e18-4e09-a816-6cd87ce27584,7.42816746946375
1591,,,,,,,,4,,,,,Dam met duiker,,,,,,D738574,,,,,,,,,Aangeland,Geheel onderhoud,,,fd8a47c7-5255-49a6-8a23-f03606b16067,12.2018311772029
1592,,,,,,,,4,,,,,Dam met duiker,,,,,,D738575,,,,,,,,,Aangeland,Geheel onderhoud,,,e9025024-b241-4e0c-8435-46a9e3984d3c,11.0413433344222
1593,,,,,,,,4,,,,,Dam met duiker,,,,,,D738576,,,,,,,,,Aangeland,Geheel onderhoud,,,d137fcf1-71a8-4000-9e95-f00f6585b092,8.99585999993037
1594,,,,,,,,4,,,,,Dam met duiker,,,,,,D738577,,,,,,,,,Aangeland,Geheel onderhoud,,,c616758c-5f79-4609-a183-941ca64bcee5,8.15995704465372
1595,,,,,,,,4,,,,,Dam met duiker,,,,,,D738578,,,,,,,,,,,,,8ab856bd-d0cb-4890-a1e0-aabe29717c12,62.738127336984
1596,,,,,,,,4,,,,,Dam met duiker,,,,,,D738579,,,,,,,,,Aangeland,Geheel onderhoud,,,f0252ca1-173b-483b-adcd-087325171d21,19.8878925638458
1597,,,,,,,,4,,,,,Dam met duiker,,,,,,D738580,,,,,,,,,Aangeland,Geheel onderhoud,,,d384c09c-cbdc-4d37-8dd1-1f0e635752f0,7.70491853376199
1598,,,,,,,,4,,,,,Dam met duiker,,,,,,D738581,,,,,,,,,Aangeland,Geheel onderhoud,,,b68bdac8-52f9-455a-9ac9-6ddfaaddcc11,20.6786183610292
1599,,,,,,,,4,,,,,Dam met duiker,,,,,,D738582,,,,,,,,,Aangeland,Geheel onderhoud,,,5a2b1a41-4417-4cc6-8ae6-df13177ae6b1,43.2175886494827
1600,,,,,,,,4,,,,,Dam met duiker,,,,,,D738583,,,,,,,,,Aangeland,Geheel onderhoud,,,c8d9ad72-ec17-42c9-b595-1057454f2db0,121.465159798402
1601,1,,-0.75,-0.75,48.9,0.4,3,,,2020,,,,,,,,,D725134,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,90a3188c-c1a7-4987-9305-8ba9298b819a,48.8653797748957
1602,1,,-0.75,-0.75,5.1,0.4,3,,,2020,,,,,,,,,D725135,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,cc46f106-4cae-478e-8edc-c4b2c80e94f4,5.06866849505859
1603,1,,-0.73,-0.08,9.7,0.4,3,,,2020,,,,,,,,,725136,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,30f28d90-ec5e-4014-8370-eefca50570bc,9.72018762851529
1604,1,,-0.84,-0.84,13.3,0.4,3,,,2020,,,,,,,,,725137,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,621fd340-a788-4b1d-a2da-5689058c8f81,13.3208185008751
1605,1,,-1.68,-1.68,12.25,0.6,13,4,,2021,,,Dam met duiker,,,,,,D749781,,,,,,,,,Houder vergunning,Geheel onderhoud,,,262ea8ba-a4d3-44d7-8f69-1d41c6ef074e,12.2499798804658
1606,1,,2.69,2.76,11,0.7,3,2,,,Voor huispercelen Rijksweg 13 tot en met 16,Rijksweg Uffelte provincie Drenthe,,,,,,,D749783,,,,,,,,,Provincie,Onderhoud hoofdconstructie,Waterschap,Onderhoud doorstroomprofiel duiker,2ba54498-0803-45f3-97b2-4bdac554006c,11.3971311232694
1607,,,,,,,,4,,,,,Dam met duiker,,,,,,D736657,,,,,,,,,Aangeland,Geheel onderhoud,,,ed21d2ad-644c-4dcf-9ada-5f0f2cdef7b0,13.859744157001
1608,,,,,,,,4,,,,,Dam met duiker,,,,,,D736658,,,,,,,,,Aangeland,Geheel onderhoud,,,407228e6-4054-417b-9609-33995241a11c,12.967038096133
1609,,,,,,,,4,,,,,Dam met duiker,,,,,,D736659,,,,,,,,,Aangeland,Geheel onderhoud,,,c8b5b4b0-477a-4b6b-9327-b9aa1b8e692d,7.27531326941425
1610,,,,,,,,4,,,,,Dam met duiker,,,,,,D736660,,,,,,,,,Aangeland,Geheel onderhoud,,,a7651fc1-8d78-4617-883d-d554aae9eabc,9.28599706015231
1611,,,,,,,,4,,,,,Dam met duiker,,,,,,D736661,,,,,,,,,Aangeland,Geheel onderhoud,,,507d5c48-ee92-40ac-8284-e1d939dc5cc7,42.477854452801
1612,1,,-1.45,-1.45,7,1,3,,,,,,Dam met duiker,,,,,,D3507,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),ee086747-6087-4aff-81e7-d66d34281312,13.1442742869833
1613,1,,-0.88,-0.88,5,0.3,3,,,,,,Dam met duiker,,,,,,D3513,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),e5323a8f-57e6-4b8b-868a-eccc6fcf58fc,7.57773383448374
1614,1,,-1.2,-1.2,5,0.8,3,,,,,,Dam met duiker,,,,,,D3515,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),d064522e-7201-408d-9481-ebab370b73b8,5.39403160446945
1615,1,,-1.2,-1.2,5,0.8,3,,,,,,Dam met duiker,,,,,,D3516,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),e713c0e6-b0cb-4dde-b62e-d5d221f81e39,4.98424310152071
1616,1,,-1.21,-1.21,5,0.8,3,,,,,,Dam met duiker,,,,,,D3517,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),6952e657-5ac8-48a8-bab9-eb2ca109aad4,4.98375676569355
1617,1,,-1.23,-1.23,5,0.8,3,,,,,,Dam met duiker,,,,,,D3518,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),07c3aac3-3bb5-4bc4-9dd5-046e74bce651,4.98552691464251
1618,1,,-1.27,-1.27,5,0.8,3,,,,,,Dam met duiker,,,,,,D3520,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),7424c56e-87d9-463d-b259-8ebc8a61178e,4.98194982613778
1619,1,,-1.28,-1.28,5,0.8,3,,,,,,Dam met duiker,,,,,,D3521,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),ffff6fe5-9f0c-4919-82f8-bc9659d30532,6.01393879025534
1620,99,,,,15,,98,,,,,,,,,,,,KK.40.198-D102,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,967a3b67-67a7-4c6c-86a9-8455983bcc8f,14.9682641333413
1621,99,,,,8.1,,98,,,,,,,,,,,,KK.200.120-D103,,,2,,,2,,,Onbekend,Onbekend,,,c2ce94e4-6d93-403d-a039-eda2f731bade,8.05701078387836
1622,99,,,,6.7,,98,,,,,,,,,,,,MB.15-D168,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,e5657bf1-54da-4298-acc5-b03b7959da70,6.69839452695514
1623,1,,1.48,1.48,15,0.8,3,3,,,,,,,,,,,MB.30.67-D169,,,2,,,2,,,Railinfratrust B.V.,Gewoon en buitengewoon en constructie,,,ac8e9e95-90c2-4d4a-bff0-1284d1a035ec,14.9931160550772
1624,99,,,,,,98,,,,,,,,,,,,VR.15.200-D140,,,2,,,2,,,Onbekend,Onbekend,,,442b52d4-fbb8-4c55-a109-8412e8709049,5.98957729857801
1625,99,,,,6.3,,98,,,,,,,,,,,,KK.40.66-D106,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4e4a16a1-a96f-4d8d-8ffd-48120d7479d8,6.34460145714965
1626,99,,,,6.6,,98,,,,,,,,,,,,MB.30.78-D156,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4e703f50-0925-40b4-804f-f15d8bfc4979,6.62845142914752
1627,99,,,,26,,98,,,,,,,,,,,,KK.40.150-D111,,,2,,,2,,,Onbekend,Onbekend,,,6f88158b-b1ce-41d3-940d-947da421113b,25.6266837890622
1628,1,,-1.5,-1.5,7.6,0.5,20,,,,,,,,,,,,CM.15.10-D54,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,a80dfb46-56c5-4419-8740-f7b890ea9226,7.59820682399577
1629,1,,-1.7,-1.7,8.1,0.8,3,,,,,,,,,,,,CM.15.64-D7,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,e877d4f1-b4b1-4785-954c-12d1483be93b,8.06592898704152
1630,1,,-1.8,-1.8,7.3,0.3,20,,,,,,,,,,,,CM.15.52-D12,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,63606d77-2bfc-4eb8-9254-3eed5e77209d,7.28104446595449
1631,1,,-1.3,-1.3,4.6,0.8,3,,,,,,,,,,,,CM.15.38-D53,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,e483c0f2-e8de-4e58-8001-20d955e4eca2,4.54810005376613
1632,1,,-1.6,-1.72,15.6,0.6,3,,,,,,,,,,,,CM.15.36-D108,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,78f7c816-a249-41a2-a481-5e5532067268,15.5583076559707
1633,1,,0.18,0.16,6.12,0.6,3,4,,1996,Ingemeten,Smithy's Palace,Dam met duiker,,,,,,D920,,,2,,,2,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,cae8544e-5236-41dd-8b3f-39ac33aa7366,6.12035406254204
1634,,,,,,,,4,,,,,Dam met duiker,,,,,,D717779,,,,,,,,,Aangeland,Geheel onderhoud,,,f3d43ace-13fe-4701-bd7a-39b90a938cbb,8.05647626910117
1635,1,,0.19,0.18,6.53,0.6,3,2,,,Ingemeten,,Dam met duiker,,,,,,D921,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,0e99b8c3-fa48-4d51-be71-2f480a5e5dd0,6.53039745412059
1636,,,,,,,,2,,,,,Weg met duiker,,,,,,D717780,,,,,,,,,Aangeland,Geheel onderhoud,,,09db76b0-11e6-4166-9a40-91a4dd530497,12.7755704062751
1637,1,,-1.56,-1.63,9.9,0.5,31,4,,2021,,,Dam met duiker,,,,,,D736988,,,,,,,,,Aangeland,Geheel onderhoud,,,eca0fe37-3643-47c7-a3a3-4638a36911b4,9.89871937069201
1638,1,,3.8,3.84,8.08,0.5,3,4,,,,,Dam met duiker,,,,,,D2693,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de dam rechts (grondlichaam),2cfb6688-f22e-41d6-8ccf-94dfff6d58d1,8.0803929884272
1639,1,,2.86,3.67,21.5,0.6,3,2,,,,Bergweg,Weg met duiker,,,,,,D877,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,ec434948-1b28-4f50-b8c1-6acc272bf9a3,21.4853166839246
1640,1,,-1.55,-1.59,12.01,0.5,31,4,,2021,,,,,,,,,D736989,,,,,,,,,Aangeland,Geheel onderhoud,,,9820d4ec-354b-4f38-9216-df8608109eb2,12.0077002585698
1641,,,-2.65,-2.69,9.79,0.32,,1,,2022,,,Dam met duiker,,,,,,D737009,,,,,,,,,Waterschap,Geheel onderhoud,,,4536ef17-2e96-48bc-b32a-f44d615446a6,9.79492926797055
1642,1,,-1.69,-1.76,16.48,0.3,20,4,,2021,,,Dam met duiker,,,,,,D737011,,,,,,,,,Houder vergunning,Geheel onderhoud,,,bfdda815-65af-49d8-a631-fea34d81bf8b,16.4822066955125
1643,,,-1.66,-1.79,16.47,0.3,20,4,,2021,,,Dam met duiker,,,,,,D737012,,,,,,,,,Houder vergunning,Geheel onderhoud,,,97464229-1673-4033-b91b-2964e8c2754d,16.4678199979403
1644,1,,0,-0.06,9.51,1,3,4,,2014,Duiker onder waterkering,,Dam met duiker,,,,,,D4546,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9b97c3c4-8a48-4f5a-8cbd-ea8d22e99682,11.3551729311911
1645,1,,-0.62,-0.6,11.66,0.96,13,4,,2015,2015-1,,Dam met duiker,,,Dam met duiker,,,D4662,,,2,,,2,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,719d065e-2849-47c4-968a-097956a168be,11.6555521191489
1646,1,,-1.19,-1.19,15.1,1,3,,,2020,,,,,,,,,D725139,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,002173c7-4c5d-48db-b3fc-535c9f4a0387,15.2926271851748
1647,1,,-0.72,-0.7,9.7,0.4,3,,,2020,,,,,,,,,725140,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,28915440-f8e7-4cd0-be74-1360c3c248f5,9.68738912993459
1648,1,,-0.75,-0.77,9.7,0.4,3,,,2020,,,,,,,,,D725141,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,85a3a791-3e7d-4e92-b980-5cf688e2bb63,9.7277984478884
1649,1,,-0.74,-0.76,9.7,0.4,3,,,2020,,,,,,,,,D725142,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,6db4998d-5232-4a4e-8822-81f61a365ebc,9.71373813050075
1650,1,,-0.85,-0.86,13.7,0.4,3,,,2020,,,,,,,,,D725143,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,60e91781-de3c-4ee2-b033-342c45238164,13.7151961270703
1651,1,,-0.85,-0.84,11.6,0.4,3,,,2020,,,,,,,,,D725144,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,a9d680de-1d8a-402d-8045-76198caaad5c,11.630239240571
1652,1,,-0.74,-0.77,9.7,0.4,3,,,2020,,,,,,,,,D725451,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,7f6bc989-4f3b-4d60-9b77-ac03de6af037,9.7409954192297
1653,1,,11.34,11.07,12.26,0.8,3,4,,2021,,,Dam met duiker,,,,,,D725452,,,,,,,,,Houder vergunning,Geheel onderhoud,,,d50ccaeb-821e-4b55-bc9c-8cd1c1489e2e,12.2570053846399
1654,1,,7.66,7.64,1.73,0.5,3,4,,,,,Dam met duiker,,,,,,D725453,,,,,,,,,Aangeland,Geheel onderhoud,,,3384b46a-0d44-4b5a-89ea-252081f3bedb,1.73034245208411
1655,1,,7.32,7.3,9.63,0.5,3,4,,,,,Dam met duiker,,,,,,D725454,,,,,,,,,Aangeland,Geheel onderhoud,,,ab2e2837-3e01-4d05-a51e-290859b3193f,9.63458089449252
1656,1,,-0.1,-0.38,8.91,0.3,20,1,,,,,,,,,,,D759056,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,ef2e5697-73b6-410d-955a-a4e8125602be,8.91332119321338
1657,1,,0.12,-0.01,7.6,0.3,20,1,,,,,,,,,,,D759052,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,3c66b7a2-684a-4dbb-9ff7-188d6cd9eaf4,7.58960442756535
1658,1,,0.01,0.06,14.58,0.3,20,1,,,,,,,,,,,D759053,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,65d80aaa-80fa-4aae-af6b-dc8b68d51d17,14.5838198450311
1659,1,,-0.22,-0.15,7.5,0.3,20,1,,,,,,,,,,,D759054,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,cd721996-0923-4312-97f1-c41449cff87e,7.5014950844335
1660,1,,-0.37,-0.15,14.61,0.3,20,1,,,,,,,,,,,759055,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,77941659-86d1-4a46-a1f4-710ed7ae48ae,14.6074718380037
1661,1,,-0.14,-0.12,7.54,0.3,20,1,,,,,,,,,,,D759057,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,2b690815-eb99-4ead-9ba2-594f5bb7e28c,7.54525769291206
1662,,,,,20.2,,,,,,,,,,,,,,D643854,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,54e478ba-51d4-4720-aeba-ef90a1d6a497,20.1835667084542
1663,,,,,,,,4,,,,,Dam met duiker,,,,,,D736662,,,,,,,,,Aangeland,Geheel onderhoud,,,69b5caed-09ec-47b7-b762-8f1002dc4379,7.610755464896
1664,,,,,,,,4,,,,,Dam met duiker,,,,,,D736664,,,,,,,,,Aangeland,Geheel onderhoud,,,91967672-36cb-45a3-b9fb-cbb9c78d7922,9.79049393268631
1665,,,,,,,,4,,,,,Dam met duiker,,,,,,D736665,,,,,,,,,Aangeland,Geheel onderhoud,,,45181346-4259-4de2-b549-33d2365dcd56,8.90500854562101
1666,,,,,,,,4,,,,,Dam met duiker,,,,,,D736666,,,,,,,,,Aangeland,Geheel onderhoud,,,fbadb301-72b9-4de9-bd0d-6d1251e1da14,5.58123074292546
1667,1,,9.35,9.3,12.5,1.2,3,,,2021,,,,,,,,,D740491,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,7322e207-2b07-4a75-bd82-8e3b1548321a,12.5101817060606
1668,2,1.25,6.07,6.03,6,2.7,3,,,2021,,,,,,,,,D740493,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,f465472e-d861-48f7-a384-440e60d350f3,5.97508573008849
1669,1,,6.5,6.5,16.8,1,3,,,2021,,,,,,,,,D740494,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,f7001003-0c1a-4da8-9853-5301688ea525,16.8166999106661
1670,1,,6.88,6.9,12.3,0.9,3,,,2021,,,,,,,,,D740495,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,2e18f09c-5638-4b08-9759-5348c52ed719,12.3415278125702
1671,1,,7.83,7.86,14.8,0.9,3,,,2021,,,,,,,,,D740496,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,156fc323-deba-4b48-baa3-e832ec3c2abb,14.8156148033153
1672,1,,-2.15,-2.15,13.3,0.8,3,,,,Afsluitinrichting i.o.h. WS.,,,,,,,,CM.15.8-D64,,,2,,,2,,,Waterschap,Bediening afsluiter,Gemeente,Gewoon en buitengewoon en constructie,71eeccea-df58-4abb-961d-8145725de239,13.2858398074955
1673,2,2.17,-1.35,-1.35,20,3,3,,,,,,,,,,,,AD.10-D131,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Ontheffingshouder,Onderhoud hoofdconstructie,d4a4740b-2dbb-4be8-b434-48c505bcc613,20.3707798906105
1674,1,,-0.94,-0.92,12.4,0.6,3,,,,,,,,,,,,KV.140.2-D341,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,4a83b888-5a39-4860-8c94-6eda1cb84323,12.3974194873469
