OBJECTID,KDUVORM,KDUHGA1,KDUBOKBO,KDUBOKBE,KDULENGT,KDUBREED,XXXMATER,KDUSOORT,KWKAFSL1,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KDUIDENT,IWS_WATERBEHEERFUNCTIE,KERIDENT,IWS_AFST_B,KDUMOEBE,KDUMOEBO,KWKKEREN,OBJECTID_1,KDUIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,GlobalID,Shape__Length
411,1,,-0.09,0.06,7,0.5,20,,,,,,,,,,,,SZ.255.44-D739,,,2,,,2,,,Onbekend,Gewoon en buitengewoon en constructie,,,7bb24297-2b0f-42d8-9608-86c57b8725f2,6.63245995389304
412,1,,-0.01,-0.04,6.1,0.5,20,,,,,,,,,,,,SZ.255.44-D598,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,,,988fcd86-caef-49ef-8b88-cc3d4de650d2,6.07115441888268
413,1,,-0.6,-0.59,7,0.6,3,,,,,,,,,,,,SZ.220-D10,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,ce00781e-bf1b-49b7-a99f-09b0a3db66e3,6.99740096722356
414,1,,-0.25,-0.25,10,0.5,3,,,,,,,,,,,,SZ.25.350-D2,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,b0d926fd-0dda-455f-a356-b3df0036688c,9.99612504383265
415,1,,-0.07,-0.03,5,0.4,3,,,,,,,,,,,,SZ.25.388-D9,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,3911f428-b5de-4850-8139-0f02e081ccb4,4.99763746134552
416,1,,-0.74,-0.79,10,0.5,3,,,,,,,,,,,,SZ.25.288-D12,,,2,,,2,,,Aangeland met vergunning,Gewoon en buitengewoon en constructie,,,a0b030d0-6c3e-48e2-be14-60f227667c7f,9.99729235868607
417,4,0.82,3.08,3.08,6,1.3,3,,,,,,Dam met duiker,,,,,,O-16-04_A_2,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),509dbaf5-d309-42dc-93c8-c56d0158ce88,5.99196652568678
418,1,,3.06,3.05,9.6,0.9,3,,,,,,Dam met duiker,,,,,,O-16-04_A_4,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),70a00fc5-75e1-494f-b055-9aef64f295b8,9.59832001064675
419,1,,3.08,3.08,9.6,0.9,3,,,,,,Dam met duiker,,,,,,O-16-04_A_6,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),b09629d2-4813-4121-8de6-20e9324ecd91,9.56398053782687
420,1,,3.86,3.93,16,0.5,3,,,,,De Broeken,Weg met duiker,,,,,,O-16-06_B_10,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,cf0d0ae5-9db5-4db0-b591-273d775356da,14.4807791009394
421,1,,3.69,3.65,12,0.4,3,,,,,,Dam met duiker,,,,,,O-16-06_B_8,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de dam rechts (grondlichaam),15e5b309-b255-4d40-b319-ff4ce51dcf9b,11.9542522824247
422,1,,4.27,4.27,10,0.8,3,,,,,,Dam met duiker,,,,,,O-26_B_12,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de dam rechts (grondlichaam),e753a0c5-2b5e-4c2b-8b2c-c95f6325ec37,9.69498745343053
423,1,,-0.1,-0.2,13.7,0.3,3,,,,,,,,,,,,SZ.270.34-D3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4e3dbbb2-3099-4928-9076-02e26fb6f28c,13.7065579213072
424,1,,,,6,0.8,3,,,,,,,,,,,,SZ.255.28-D1,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,1f98ce30-05fb-4476-8223-9e12e341f35c,9.7810282202551
425,1,,-1.11,-1.08,10.43,0.31,20,1,,2022,PE ribbel 315 mm,,,,,,,,D769312,,,,,,,,,Waterschap,Geheel onderhoud,,,22524746-279f-4c88-bf7a-aba0a017c453,10.4258033584661
426,2,1.2,-0.57,-0.57,16,2,3,,,,,Hoevendwarsweg,,,,,,,SZ.270-D9,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,e8e8260b-e919-46ea-bc2e-9ecbfbade475,16.2674397899699
427,1,,-1.36,-1.43,10.02,0.31,20,1,,2022,PR-ribbel 315 mm,,,,,,,,D769313,,,,,,,,,Waterschap,Geheel onderhoud,,,a0716bde-f581-4e3c-a9d7-3ee26b392c7d,10.0189705562413
428,1,,-1.81,-1.75,9.9,0.32,20,1,,,,,,,,,,,D764501,,,,,,,,,Waterschap,Geheel onderhoud,,,3a0326fe-5aec-4a43-8576-ef0968a0d7ef,9.90628411566596
429,1,,-2.07,-2.08,9.6,0.5,20,1,,,,,,,,,,,D764502,,,,,,,,,Waterschap,Geheel onderhoud,,,288977de-7f95-478e-a95d-278bf1d25d7e,9.60455840042162
430,1,,-1.26,-1.31,10.01,0.32,20,1,,,,,,,,,,,D764503,,,,,,,,,Waterschap,Geheel onderhoud,,,a10556a4-a3f6-4722-a847-c751afeba5ef,10.0063427443824
431,1,,-1.93,-2.05,10.2,0.32,20,1,,,,,,,,,,,D764811,,,,,,,,,Waterschap,Geheel onderhoud,,,79a6bb30-e0de-4c6b-a0ba-d0d411aea15d,10.2241954643191
432,1,,-0.52,-0.52,4.6,0.4,3,,,,,,,,,,,,KO.70.176-PD7,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,1b5f6287-bab7-4fca-bf49-5a3dbbbda625,4.58413178292624
433,1,,-0.6,-0.6,4,0.4,3,,,,,,,,,,,,KO.70.176-PD8,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,e1482e08-c60c-4dc7-ac3c-385dd7c1f8dd,3.99736738115915
434,1,,-0.6,-0.6,9,0.4,3,,,,,,,,,,,,KO.70.176-WD1,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,204417ff-35f8-464b-b3c3-653ef754c45a,9.27718522968606
435,1,,-1.26,-1.14,10.79,0.31,20,1,,2022,PE-ribbel 315 mm,,,,,,,,D769314,,,,,,,,,Waterschap,Geheel onderhoud,,,95fcc8e7-4878-49eb-9089-661f5569e998,10.7915444634168
436,1,,-1.13,-1.26,10.49,0.31,20,,,2022,PE-ribbel 315 mm,,,,,,,,D769315,,,,,,,,,Waterschap,Geheel onderhoud,,,c9c0e4e0-7c4e-41b4-b637-ca0588f8b5a5,10.4938179754938
437,1,,-0.95,-0.98,10.74,0.31,20,1,,2022,PE-ribbel 315 mm,,,,,,,,D769316,,,,,,,,,Waterschap,Geheel onderhoud,,,0572d856-4101-437b-8cca-0b5ba8fb59df,10.7433367234622
438,1,,-1.22,-1.26,12.04,0.5,20,1,,2022,PE-ribbel 500 mm,,,,,,,,D769317,,,,,,,,,Waterschap,Geheel onderhoud,,,77fbe6f8-eb28-4df0-9f5f-3342b014907a,12.0369424554077
439,1,,-1.39,-1.34,14.17,0.5,20,1,,2022,PE-ribbel 500 mm,,,,,,,,D769318,,,,,,,,,Waterschap,Geheel onderhoud,,,bc8b915c-7282-4f53-b2fc-e28f59b547c7,14.1734585643973
440,2,2,10.85,10.85,19,5.5,3,,,,,Alteveer,Dam met duikerbrug,,,,,,H03-02_D_30,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,be0d538c-1a41-4d17-8980-86655bb36b02,19.0262277569694
441,1,,8.91,8.91,12,1,3,,,,,,Dam met duiker,,,,,,H03-02-12_A_4,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de dam links (grondlichaam),88528a07-9e49-4cee-ad7f-d4fb3c5c17a9,11.1925477425961
442,1,,8.95,8.95,20,1,3,,,,,,Dam met duiker,,,,,,H03-02-12_A_6,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,80ae4fd9-d793-4187-897a-979e7cfb8f86,17.8746162762733
443,,,,,6.1,,,,,,,,,,,,,,D643864,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,12fce353-cdcb-4b71-9b4c-e4fa2721a001,6.04723136950628
444,1,,3.34,3.33,6,0.9,3,,,,,,Dam met duiker,,,,,,O-16-04_A_10,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,24689a53-7241-4f5c-9fe0-ed59ef415544,5.98868887161254
445,1,,-1.52,-1.53,9.95,0.5,3,,,2022,,,,,,,,,D764813,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud hoofdconstructie,2f5feaf9-5296-4a98-9be7-1a6b8c55d313,9.95099515805694
446,2,1.5,1.85,1.85,13,2,3,,,,,Bijkersweg,,,,,,,DV.215.32-D30,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,a7c5a5dc-5a6e-4550-b336-acb098139a7a,12.9981608315017
447,1,,3.31,3.28,6,0.9,3,,,,,,Dam met duiker,,,,,,O-16-04_A_12,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),a055a746-6136-4a85-b1d7-ad8fe1c28e3d,5.97723401568348
448,,,,,,,,4,,,,,Dam met duiker,,,,,,D643212,,,,,,,,,Aangeland,Geheel onderhoud,,,3f497b86-e5fc-4572-8b70-72fecebe816d,4.18549750186017
449,1,,1.67,1.73,4,0.3,3,,,,,,,,,,,,DV.30.133-D13,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,ced0aa4c-7bc4-4a43-b4e5-24b8a2d0ee57,3.99749546981452
450,1,,-1.48,-1.52,9.89,0.32,20,1,,2022,,,,,,,,,D764814,,,,,,,,,Waterschap,Geheel onderhoud,,,75133fdd-9b66-4e65-a9f6-13860e60ed9b,9.89377845905831
451,1,,-1.9,-1.95,9.84,0.4,20,1,,,,,,,,,,,D764815,,,,,,,,,Waterschap,Geheel onderhoud,,,12c2d724-38d6-4ac4-b5b7-055dca16b44b,9.83809584762764
452,99,,,,6.4,,98,,,,,,,,,,,,DV.5.20-D1034,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,8eab9771-02f6-4e10-8471-65f1955283a1,6.36385399733255
453,,,,,,,,4,,,,,Dam met duiker,,,,,,D643223,,,,,,,,,Aangeland,Geheel onderhoud,,,8bc79c06-6ec8-4216-a632-48a60433fa26,7.29265606744041
454,1,,-1.57,-1.54,9.8,0.5,3,,,2022,,,,,,,,,764812,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud hoofdconstructie,eeca28bf-3d87-453f-88de-490812d423b3,9.83231576002266
455,99,,,,5.8,,98,,,,,,,,,,,,DV.5.118-D1031,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,22a782e2-016a-4e79-87fa-0a25b47cd78f,5.75787644710539
456,99,,,,3.9,,98,,,,,,,,,,,,DV.5.20-D1033,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4e4b112c-63da-434d-bd46-a43896d2f571,3.84862097289299
457,1,,3.24,3.24,12.1,0.8,3,,,,,,Dam met duiker,,,,,,O-16-04_A_16,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),974d1ed7-a7a3-450b-8b2a-6246af9d7ba8,13.7347221604589
458,1,,1.5,1.52,6.1,0.3,3,,,,,,,,,,,,DV.30.28-D25,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,6edc333a-a6f0-4e84-94c4-3aa00600a3c0,6.10399729366013
459,1,,1.47,1.47,3.8,0.3,3,,,,,,,,,,,,DV.30.132-D3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,75f6a741-9ae6-4703-acbf-615e193c538f,3.72176992859344
460,1,,1.74,1.76,4,0.3,3,,,,,,,,,,,,DV.30.139-D2,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,e217cd63-8dd8-4a07-a757-9a6069b4fb4d,5.86908321786031
461,1,,,,20,0.45,20,,,,,,,,,,,,DV.30.132-D16,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4f1942b1-3232-4c47-a54d-42e91cdd666a,20.3598180532559
462,1,,1.62,1.61,12.5,0.3,3,,,,,,,,,,,,DV.30.132-D20,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,b2f09493-28e2-40b6-8b27-7349ef28680a,12.4470589110887
463,1,,1.43,1.3,6.3,0.5,3,,,,Waterbeheersing Nieuwleusen,,,,,,,,DV.30.24-D30,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,68a89589-e546-49a9-88dc-bbdfff8755bf,6.29522375511051
464,1,,,,6,0.4,20,,,,,,,,,,,,DV.30.8-D7,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,a3ec9941-25b8-4a62-98eb-ee22f1045844,5.99716808942626
465,1,,5,4.94,6,0.4,3,,,,,,,,,,,,OV.80.68-D6,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,53b3441d-bbb7-4f2b-9d4b-3fc4b88b0849,7.75210132189438
466,1,,3.92,3.85,8,0.3,20,,,,,,,,,,,,OV.80.40-D9,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,734ae221-31fa-40b0-a7b5-f2a7d455d200,7.25782019493964
467,1,,4.06,4.05,5.3,0.4,3,,,,,,,,,,,,OV.80.40-D1,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,e202441d-e285-4e9a-a869-da5e675f739d,12.420313515943
468,1,,4.81,,10,0.5,3,,,,,,,,,,,,OV.80.22-D1,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,bfe2ed6e-8673-41ae-9586-7625072dae12,10.3533464025696
469,,,,,,,,4,,,,,Dam met duiker,,,,,,D650572,,,,,,,,,Aangeland,Geheel onderhoud,,,49d6e404-286f-45f7-8050-6c3bca4f0654,9.41344432211732
470,1,,-1.61,-1.55,8.2,1,3,4,,,,,Dam met duiker,,,,,,D1947,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,263c6566-1c12-4d67-8988-1a31378d832e,8.17376299683642
471,1,,-1.61,-1.61,12,0.5,3,2,,,,De Auken,Weg met duiker,,,,,,D1948,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,482968d4-9c9c-4dd3-ad6f-f480577154a7,11.959269169878
472,,,,,15.2,,,,,,,,,,,,,,D653456,,,,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,11110a7b-1b60-4079-82c5-07be9fff672e,15.2043742621159
473,99,,,,6.4,,98,,,,,,,,,,,,DV.5.20-D1035,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,7fdc0314-60bf-471b-86e3-201954a8b053,6.38961221509863
474,1,,-0.84,-0.84,3.4,0.6,3,,,,,,,,,,,,DV.5.200-D1036,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,,,6892b99c-fd6a-4fa0-b796-4c030a4f7a47,3.44324493967259
475,,,,,,,,4,,,,,Dam met duiker,,,,,,D658892,,,,,,,,,Aangeland,Geheel onderhoud,,,0ffbdb88-8242-4629-ac09-2eacc6b2ac92,13.8830936870441
476,,,,,,,,4,,,,,Dam met duiker,,,,,,D660184,,,,,,,,,Aangeland,Geheel onderhoud,,,1d368043-eaf7-4250-9ab7-6d47dcd41f01,5.09669963294351
477,,,,,,,,4,,,,,Dam met duiker,,,,,,D660521,,,,,,,,,Aangeland,Geheel onderhoud,,,333b2175-8ce2-496e-b383-8d2a32e2fb82,6.29599902916997
478,,,,,,,,4,,,,,Dam met duiker,,,,,,D662414,,,,,,,,,Aangeland,Geheel onderhoud,,,e307c26c-cb55-4da1-b954-d28bc741252b,5.38230458065369
479,1,,4.51,4.46,10.06,0.6,3,4,,2016,,,Dam met duiker,,,,,,D4826,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),6adf8172-c948-49e8-97b5-31ad6a62559c,10.072324709322
480,,,,,,,,4,,,,,Dam met duiker,,,,,,D662417,,,,,,,,,Aangeland,Geheel onderhoud,,,5f420ce4-c67b-4225-9d99-d11b4a2bf398,5.19182762789797
481,,,,,,,,4,,,,,Dam met duiker,,,,,,D664021,,,,,,,,,Aangeland,Geheel onderhoud,,,246f7361-5e3c-4203-b3e7-a6a6f4773610,12.8815032760988
482,,,,,,,,4,,,,,Dam met duiker,,,,,,D650901,,,,,,,,,Aangeland,Geheel onderhoud,,,6cebafd8-c009-40fa-87c3-4a4fd12b55bb,5.81254984769224
483,1,,11.9,11.9,9.28,0.5,13,3,,2016,,,Dam met duiker,,,,,,D4831,,,2,,,2,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,a12c45b0-f58d-4e67-a5bf-fbf48daa1074,9.27683706872995
484,1,,11.32,10.98,34.69,0.31,20,4,,2016,,,Dam met duiker,,,,,,D4832,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,ef6b9008-9e90-4974-b7b0-66a3047fe8fd,34.6885472318865
485,1,,10.54,10.48,27.74,0.5,20,4,,2016,,,Dam met duiker,,,,,,D4833,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,e648af29-14c9-4244-8ad2-ea86759eb364,27.7360465298716
486,1,,10.04,9.9,15.23,0.5,20,4,,2016,,,Dam met duiker,,,,,,D4834,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,89093418-4681-4596-9e75-681575732471,15.2312958068107
487,99,,,,10.8,,98,,,,,,,,,,,,WV.10.64-D157,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4957907e-9fa5-4822-a840-ab7248dca0c2,10.7507486454694
488,99,,,,10.5,,98,,,,,,,,,,,,WV.10.64-D158,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,d2b63bf5-6736-45a9-9ece-a423d1075aa1,10.4625925683533
489,99,,,,17.4,,98,,,,,,,,,,,,WV.10.66-D159,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,f7dec6ba-8188-477b-8c56-07fb28b0c54f,17.3716455938939
490,99,,,,7.2,,98,,,,,,,,,,,,WV.10.26-D160,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,0144d257-9a08-42ac-84c2-23f3034b2654,7.24020709518698
491,99,,,,9.1,,98,,,,,,,,,,,,WV.10.26-D161,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,1ffc1a83-fa09-4cc9-93de-6a2bdc3203cb,9.13732969861751
492,99,,,,8,,98,,,,,,,,,,,,WV.10.56-D164,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,ac6215d7-2dd6-46a5-bbcd-e19671aed3dc,7.95750590454102
493,99,,,,24.9,,98,,,,,,,,,,,,WV.35.5-D165,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,7c1f9fbe-71b3-4ba0-a82f-1cdd16bbbdff,24.8973308205763
494,99,,,,8.1,,98,,,,,,,,,,,,WV.35.17-D166,,,2,,,2,,,Gemeente,Onderhoud hoofdconstructie,,,8f031048-72ec-484d-84af-a7f4d7e85877,8.09988554164926
495,99,,,,59.3,,98,,,,,,,,,,,,SW.35.13-D1152,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,7389772f-9d31-4bb5-a42b-6655b8bacd4f,59.2486603884668
496,99,,,,7.9,,98,,,,,,,,,,,,SW.35.22-D1153,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,3e22ab92-d41f-4ddb-8df1-3774b55e3720,7.86975628502761
497,99,,,,4.9,,98,,,,,,,,,,,,SW.35.22-D1154,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,0ef4708e-0e7d-4365-a668-e395bde9ec24,4.88858883949756
498,99,,,,6.3,,98,,,,,,,,,,,,WV.5.38-D197,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,7e5f1c18-eb23-4961-b23c-ea7a2dddb157,6.24561992212411
499,99,,,,13.3,,98,,,,,,,,,,,,SW.35.22-D1155,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,0125d38a-229c-4114-bbe9-9c31013d4562,13.2732332005362
500,99,,,,121.5,,98,,,,,,,,,,,,WV.6-D193,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,fc730a0c-56ec-473e-925d-a7dd67d4c93b,125.882316797461
501,99,,,,3.9,,98,,,,,,,,,,,,WV.5.38-D196,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,9908800d-9da4-4a9b-bbe3-6aaa305b9e82,3.94276341130223
502,99,,,,6.1,,98,,,,,,,,,,,,WV.5.8-D198,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,0f7691e3-fffe-4d5e-98eb-75cdf66a1a67,6.04536546508678
503,99,,,,29.3,,98,,,,,,,,,,,,WV.5.30-D199,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,d3adfa8d-bd6b-4eb7-ac87-139093e51d3d,29.3019381561979
504,99,,,,11,,98,,,,,,,,,,,,WV.5.30-D200,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,8ad72a38-62df-46e6-a001-6dbbca9bb0e4,10.9952038132521
505,99,,,,16.3,,98,,,,,,,,,,,,WV.5.30-D202,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,00ea1878-92f4-47fb-aa35-d5313e907eef,16.2498440784703
506,99,,,,13.7,,98,,,,,,,,,,,,BW.14.2-D84,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,caa27577-fd8c-4f01-81db-170b00718bef,13.6718357717447
507,99,,,,9.7,,98,,,,,,,,,,,,BW.14.2-D85,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,475b962d-de8f-4e33-b786-e02197477837,9.65338443617864
508,99,,,,10,,98,,,,,,,,,,,,VR.15.838-D358,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,ec5859f2-e35b-4490-9808-8c1b0075513b,10.0447722593066
509,99,,,,2.6,,98,,,,,,,,,,,,VR.15.305-D360,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,4d3de251-4b70-4de1-9b01-b851018ad9a5,2.64470588307281
510,99,,,,19.5,,98,,,,,,,,,,,,VR.15.816-D363,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,9910bc7f-66c2-4141-a27a-ce7eb1af6f19,19.4579612777845
511,,,,,,,,4,,,,,Dam met duiker,,,,,,D737937,,,,,,,,,Aangeland,Geheel onderhoud,,,b70558b4-b917-4430-96fa-35fbc33b8296,2.06873449168229
512,,,,,,,,4,,,,,Dam met duiker,,,,,,D737938,,,,,,,,,Aangeland,Geheel onderhoud,,,1c6cec4a-a48c-44a5-8aeb-120decba75ba,2.27991693062024
513,1,,1.7,1.7,13.09,0.3,20,2,,,,,Weg met duiker voor stuw,,,,,,D722893,,,,,,,,,Staatsbosbeheer,Geheel onderhoud,,,d274c105-9a4d-473f-bb05-d2552e7f36d1,13.0940438754654
514,1,,-0.5,-0.52,36.16,0.8,3,2,,2020,,,Fietspad met duiker,,,,,,D722895,,,,,,,,,Houder vergunning,Geheel onderhoud,,,6128557e-d093-430b-b50a-d8a2aae6e2df,36.1629790961746
515,1,,-1.77,-1.68,44.03,1.55,3,2,,2020,,,Weg met duiker,,,,,,D722896,,,,,,,,,Houder vergunning,Geheel onderhoud,,,e2170c6c-c1f1-4b38-bf1b-8d1cd0b40776,44.0277209476379
516,1,,-1.16,-1.14,5.72,0.8,31,4,,2020,,,Dam met duiker,,,,,,D722903,,,,,,,,,Waterschap,Geheel onderhoud,,,53bda568-7180-471f-a253-cb025d79e52d,5.71525686206412
517,1,,-1.2,-1.19,5.81,0.8,31,4,,2020,,,Dam met duiker,,,,,,D722904,,,,,,,,,Waterschap,Geheel onderhoud,,,c7ad5609-d7a0-40db-9d48-cc3c328a875b,5.80894112524174
518,1,,0.01,0.03,7,0.5,3,,,2020,,,,,,,,,D722905,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,e366a32b-806d-4c77-80ad-8d38dd93d74c,7.0000615943457
519,1,,7.73,7.68,6.28,0.5,13,4,,2021,,,Dam met duiker,,,,,,D723211,,,,,,,,,Houder vergunning,Geheel onderhoud,,,c4bab8cc-575c-4bfa-abd4-04d533120f98,6.28103279538199
520,1,,4.91,5.09,5.42,0.45,20,4,,2021,,,Dam met duiker,,,,,,D723228,,,,,,,,,Houder vergunning,Geheel onderhoud,,,16a6f23a-e7d7-410d-bfb9-08c60c3ab9c9,5.41628922684917
521,1,,-0.24,-0.21,6.3,0.31,20,,,2020,,,,,,,,,D723229,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,389949e2-d939-40d9-a01b-39d9d3cfe96b,6.27637937025549
522,1,,-0.19,-0.22,6.4,0.31,20,,,2020,,,,,,,,,D723230,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Conform onderhoudsplan waterkeringen,81fd7a51-a790-4a19-96ea-3ec4a4fee988,6.3964502667116
523,1,,13.76,13.76,8,0.4,3,,,,,,Dam met duiker,,,,,,O-111_B_10,,,2,,,2,,,Aangeland,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de dam rechts (grondlichaam),6549b4a1-2658-4f98-9422-0dda65b9985d,8.52221390471737
524,1,,,,52.63,1,3,4,,,,,Brandriool,,,,,,D756812,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Gewoon en buitengewoon en constructie,a4748ee3-68c3-4f26-849a-6b500ba56b1c,52.6286499916727
525,1,,-1.13,-1.13,60,0.8,31,,,,Baggerplan Kampen,,,,,,,,MB.130-D66,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,54febf43-846d-4a75-9cfc-f5d69bdd99f8,60.7095019094797
526,1,,,,56.55,1,3,4,,,,,Brandriool,,,,,,D756813,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Gewoon en buitengewoon en constructie,c3c24532-89dd-4890-9a1e-2c268600b39a,56.5518876765118
527,1,,,,46.35,1,3,4,,,,,Brandriool,,,,,,D756814,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Gewoon en buitengewoon en constructie,5549fce8-50b5-4816-9cfe-072626144cff,46.3537754666137
