Gemeente,CBS Gemeentecode,Bouwjaar,BAG Pand nummer,Status Pand,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,G1904,1875,0329100000004605,Pand in gebruik,Rijksstraatweg 57 Nieuwersluis,"POLYGON ((129654.287 468100,129653.914 468099.279,129657.018 468097.781,129657.794 468099.405,129658.078 468100,129658.483 468100.846,129655.468 468102.283,129654.729 468100.855,129654.287 468100))"
Stichtse Vecht,G1904,1876,0333100000018484,Pand in gebruik,,"POLYGON ((131319.816 461132.51,131325.267 461132.569,131325.139 461144.382,131319.688 461144.323,131319.816 461132.51))"
Stichtse Vecht,G1904,1877,0329100000006133,Pand in gebruik,Zandpad 3 Nieuwersluis,"POLYGON ((129002.372 467523.807,129035.878 467484.078,129043.372 467490.435,129009.773 467530.049,129007.504 467528.135,129007.334 467528.336,129004.469 467525.912,129004.635 467525.716,129002.372 467523.807))"
Stichtse Vecht,G1904,1880,0311100000008337,Pand in gebruik,Spengen 22,"POLYGON ((123080.351 463409.272,123095.004 463382.938,123097.782 463378.241,123102.247 463370.604,123118.769 463379.858,123118.545 463380.256,123110.434 463395.508,123113.697 463397.352,123109.157 463405.44,123106.319 463404.163,123097.815 463419.228,123080.25 463409.454,123080.351 463409.272))"
Stichtse Vecht,G1904,1880,0329100000005203,Pand in gebruik,Lindengracht 31 Vreeland,"POLYGON ((130867.875 471418.974,130868.318 471415.865,130870.338 471416.153,130869.895 471419.262,130867.875 471418.974))"
Stichtse Vecht,G1904,1880,0311100000005804,Pand in gebruik,Kerklaan 9,"POLYGON ((127076.247 467211.917,127099.164 467204.492,127101.858 467212.806,127078.941 467220.231,127076.247 467211.917))"
Stichtse Vecht,G1904,1880,0329100000002009,Pand in gebruik,Rijksstraatweg 78 Loenen aan de Vecht,"POLYGON ((129884.764 468416.522,129880.425 468417.297,129880.345 468416.931,129878.519 468417.411,129877.566 468413.552,129879.496 468412.888,129879.115 468410.662,129883.474 468409.835,129884.764 468416.522))"
Stichtse Vecht,G1904,1880,0329100000006130,Pand in gebruik,Zandpad 3 Nieuwersluis,"POLYGON ((129191.292 467576.602,129192.184 467574.468,129192.997 467574.86,129197.671 467564.114,129204.344 467566.937,129201.532 467573.26,129202.493 467573.707,129199.683 467580.072,129198.756 467579.629,129198.664 467579.801,129191.292 467576.602))"
Stichtse Vecht,G1904,1880,1904100000041339,Pand in gebruik,Mijndensedijk 16 Loenen aan de Vecht,"POLYGON ((129965.675 468402.259,129966.167 468399.133,129966.816 468395.871,129970.92 468396.517,129970.837 468397.041,129974.912 468397.682,129974.183 468402.338,129970.204 468401.711,129970.01 468402.942,129965.675 468402.259))"
Stichtse Vecht,G1904,1880,0329100000002022,Pand in gebruik,Rijksstraatweg 89 Loenen aan de Vecht,"POLYGON ((129506.948 468624.079,129500.082 468622.972,129497.867 468616.991,129501.964 468612.672,129508.277 468613.225,129510.271 468618.985,129506.948 468624.079))"
Stichtse Vecht,G1904,1880,0311100000008373,Pand in gebruik,Spengen 53,"POLYGON ((122424.499 463691.13,122425.655 463687.191,122433.551 463689.508,122432.395 463693.447,122424.499 463691.13))"
Stichtse Vecht,G1904,1880,0329100000002793,Pand in gebruik,Vreelandseweg 27 Loenen aan de Vecht,"POLYGON ((130718.682 470455.004,130718.253 470461.489,130708.795 470460.881,130709.214 470454.392,130718.682 470455.004))"
Stichtse Vecht,G1904,1880,0311100000009090,Pand in gebruik,Wilhelminastraat 7 Nieuwer Ter Aa,"POLYGON ((126999.278 467081.581,127009.852 467081.534,127009.869 467085.429,127009.771 467098.422,127004.608 467098.383,127004.609 467098.283,127000.909 467098.255,127000.958 467091.815,126999.323 467091.803,126999.278 467081.581))"
Stichtse Vecht,G1904,1880,0329100000002300,Pand in gebruik,Slootdijk 7 Loenen aan de Vecht,"POLYGON ((129117.118 470314.463,129121.175 470305.879,129129.55 470309.837,129133.628 470311.765,129134.202 470312.036,129130.145 470320.62,129117.118 470314.463))"
Stichtse Vecht,G1904,1880,0311100000008379,Pand in gebruik,Wagendijk 70,"POLYGON ((124176.79 463403.627,124180.174 463405.277,124178.859 463407.794,124179.838 463408.381,124178.552 463410.646,124174.301 463408.437,124176.79 463403.627))"
Stichtse Vecht,G1904,1880,0329100000005609,Pand in gebruik,Nigtevechtseweg 15,"POLYGON ((130632.383 471895.844,130628.016 471896.413,130627.073 471889.893,130631.234 471889.116,130632.383 471895.844))"
Stichtse Vecht,G1904,1880,0329100000002794,Pand in gebruik,Vreelandseweg 27 Loenen aan de Vecht,"POLYGON ((130713.798 470435.144,130712.61 470451.156,130699.347 470450.168,130700.539 470434.16,130713.798 470435.144))"
Stichtse Vecht,G1904,1880,0333100000016001,Pand in gebruik,,"POLYGON ((130608.653 461621.981,130616.299 461627.363,130610.33 461635.843,130602.703 461630.434,130608.653 461621.981))"
Stichtse Vecht,G1904,1880,0333100000016614,Pand in gebruik,,"POLYGON ((131633.203 460889.136,131634.12 460885.501,131639.654 460886.582,131639.359 460887.793,131648.134 460890.282,131647.774 460891.82,131633.203 460889.136))"
Stichtse Vecht,G1904,1880,0311100000005799,Pand in gebruik,Kerklaan 5,"POLYGON ((127117.222 467138.964,127123.891 467136.406,127125.754 467141.601,127119.049 467144.08,127117.222 467138.964))"
Stichtse Vecht,G1904,1880,0329100000005436,Pand in gebruik,Bergseweg 20 Vreeland,"POLYGON ((131033.069 472307.388,131044.878 472297.712,131051.397 472306.048,131041.91 472313.577,131039.457 472315.523,131033.069 472307.388))"
Stichtse Vecht,G1904,1880,0329100000001817,Pand in gebruik,Oud Over 42 Loenen aan de Vecht,"POLYGON ((130560.325 469185.29,130565.11 469183.751,130566.457 469187.961,130561.718 469189.491,130560.325 469185.29))"
Stichtse Vecht,G1904,1880,0329100000005437,Pand in gebruik,Bergseweg 20 Vreeland,"POLYGON ((131007.083 472304.314,131019.339 472294.328,131022.232 472297.879,131020.276 472299.473,131024.664 472304.858,131014.279 472313.32,131009.802 472307.825,131009.887 472307.756,131007.083 472304.314))"
Stichtse Vecht,G1904,1880,0329100000001843,Pand in gebruik,Oud Over 66 Loenen aan de Vecht,"POLYGON ((130584.279 469286.383,130589.337 469285.632,130589.728 469288.265,130584.67 469289.016,130584.279 469286.383))"
Stichtse Vecht,G1904,1880,0311100000009191,Pand in gebruik,Kerklaan 5,"POLYGON ((127109.981 467138.8,127113.086 467137.597,127113.777 467139.35,127110.688 467140.566,127109.981 467138.8))"
Stichtse Vecht,G1904,1880,0333100000016606,Pand in gebruik,,"POLYGON ((130605.926 461667.971,130606.207 461667.363,130608.526 461661.477,130625.959 461669.65,130622.932 461675.955,130615.292 461672.212,130612.387 461670.971,130610.813 461670.426,130607.544 461668.883,130605.926 461667.971))"
Stichtse Vecht,G1904,1880,1904100000041921,Pand in gebruik,Voorstraat 14 Vreeland,"POLYGON ((130852.121 471391.96,130852.187 471390.684,130852.297 471390.196,130852.452 471389.925,130852.801 471389.568,130853.202 471389.358,130853.614 471389.27,130854.091 471389.306,130854.517 471389.441,130854.903 471389.726,130855.167 471390.054,130855.314 471390.439,130855.378 471390.837,130855.365 471391.132,130855.158 471393.171,130856.353 471393.363,130856.498 471393.388,130856.393 471393.898,130862.294 471394.741,130861.125 471404.144,130854.228 471403.364,130854.714 471398.896,130853.774 471398.808,130854.011 471395.802,130854.24 471392.644,130852.121 471391.96))"
Stichtse Vecht,G1904,1880,0329100000005012,Pand in gebruik,Klompweg 30 Nigtevecht,"POLYGON ((131276.417 476824.832,131284.628 476798.952,131297.944 476803.177,131304.49 476805.254,131296.198 476831.107,131276.417 476824.832))"
Stichtse Vecht,G1904,1882,0329100000000189,Pand in gebruik,Bredestraat 5 Loenen aan de Vecht,"POLYGON ((130033.098 469047.144,130037.224 469042.744,130038.796 469041.163,130041.593 469043.945,130039.72 469045.722,130036.651 469048.655,130036.834 469049.308,130036.042 469050.146,130033.098 469047.144))"
Stichtse Vecht,G1904,1882,0333100000013451,Pand in gebruik,Looydijk 21 Tienhoven,"POLYGON ((134475.364 463678.457,134479.314 463671.987,134494.344 463681.163,134490.394 463687.633,134475.364 463678.457))"
Stichtse Vecht,G1904,1883,1904100000039638,Pand in gebruik,Zandweg 35,"POLYGON ((131568.917 461322.561,131569.555 461319.627,131577.83 461321.427,131577.113 461324.722,131571.196 461323.435,131568.917 461322.561))"
Stichtse Vecht,G1904,1885,0329100000005864,Pand in gebruik,Nigtevechtseweg 47,"POLYGON ((130936.037 473621.287,130950.496 473597.452,130985.765 473618.847,130971.306 473642.682,130936.037 473621.287))"
Stichtse Vecht,G1904,1885,0329100000002015,Pand in gebruik,Rijksstraatweg 83 Loenen aan de Vecht,"POLYGON ((129771.015 468496.41,129763.259 468496.371,129763.31 468489.456,129771.042 468489.553,129771.015 468496.41))"
Stichtse Vecht,G1904,1886,0333100000016560,Pand in gebruik,,"POLYGON ((130261.03 461947.776,130268.089 461953.116,130266.343 461955.476,130259.256 461950.036,130261.03 461947.776))"
Stichtse Vecht,G1904,1886,0333100000016602,Pand in gebruik,,"POLYGON ((130179.305 461883.547,130190.548 461892.07,130187.8 461895.744,130176.519 461887.192,130179.305 461883.547))"
Stichtse Vecht,G1904,1886,0333100000016603,Pand in gebruik,,"POLYGON ((130196.103 461883.848,130193.605 461887.495,130187.623 461883.398,130190.121 461879.751,130196.103 461883.848))"
Stichtse Vecht,G1904,1890,0311100000008453,Pand in gebruik,Wagendijk 31,"POLYGON ((124909.864 462099.123,124912.997 462092.015,124921.43 462095.749,124918.057 462102.978,124909.864 462099.123))"
Stichtse Vecht,G1904,1890,1904100000043083,Pand in gebruik,Mijndensedijk 54,"POLYGON ((129414.759 467619.719,129416.587 467612.428,129420.282 467613.238,129418.738 467620.65,129414.759 467619.719))"
Stichtse Vecht,G1904,1890,0333100000007892,Pand in gebruik,,"POLYGON ((131306.065 461519.069,131309.696 461518.037,131312.919 461525.23,131308.197 461526.572,131306.065 461519.069))"
Stichtse Vecht,G1904,1890,0329100000003632,Pand in gebruik,Rijksstraatweg 28 Nieuwersluis,"POLYGON ((128830.878 467456.87,128834.697 467453.66,128836.318 467455.506,128832.494 467458.813,128830.878 467456.87))"
Stichtse Vecht,G1904,1890,0329100000004884,Pand in gebruik,Klompweg 16 Nigtevecht,"POLYGON ((130788.02 476551.415,130794.532 476530.389,130799.198 476531.834,130805.594 476533.815,130799.083 476554.841,130792.687 476552.86,130788.02 476551.415))"
Stichtse Vecht,G1904,1890,0329100000001855,Pand in gebruik,Oud Over 72a Loenen aan de Vecht,"POLYGON ((130626.792 469332.439,130632.802 469331.253,130634.947 469343.052,130629.337 469344.172,130627.532 469335.827,130626.792 469332.439))"
Stichtse Vecht,G1904,1890,0329100000001851,Pand in gebruik,Oud Over 73 Loenen aan de Vecht,"POLYGON ((130534.72 469243.933,130535.92 469246.323,130534.318 469247.187,130533.097 469244.805,130534.72 469243.933))"
Stichtse Vecht,G1904,1890,0329100000001736,Pand in gebruik,Mijndensedijk 12 Loenen aan de Vecht,"POLYGON ((129979.562 468481.32,129981.527 468480.949,129983.493 468480.578,129985.458 468480.207,129986.07 468483.45,129980.174 468484.563,129979.562 468481.32))"
Stichtse Vecht,G1904,1890,0311100000008567,Pand in gebruik,Oukoop 4,"POLYGON ((128011.946 470308.682,128013.972 470295.748,128019.894 470296.216,128018.336 470309.617,128011.946 470308.682))"
Stichtse Vecht,G1904,1890,0311100000008431,Pand in gebruik,Wagendijk 37,"POLYGON ((124919.842 462189.405,124922.883 462184.674,124924.934 462186.007,124921.943 462190.806,124919.842 462189.405))"
Stichtse Vecht,G1904,1890,0329100000005723,Pand in gebruik,Nigtevechtseweg 33,"POLYGON ((130946.416 472448.993,130961.147 472433.333,130968.62 472440.459,130953.937 472456.068,130946.416 472448.993))"
Stichtse Vecht,G1904,1890,0329100000001758,Pand in gebruik,Mijndensedijk 27 Loenen aan de Vecht,"POLYGON ((129997.807 468084.525,130026.786 468075.32,130030.517 468087.087,130001.539 468096.274,129997.807 468084.525))"
Stichtse Vecht,G1904,1890,0333100000014864,Pand in gebruik,,"POLYGON ((131723.353 464218.812,131712.345 464214.721,131715.281 464206.203,131726.506 464210.385,131723.353 464218.812))"
Stichtse Vecht,G1904,1890,0311100000006856,Pand in gebruik,Zandpad 133,"POLYGON ((130031.143 462936.612,130029.5 462932.844,130035.164 462930.525,130036.704 462934.286,130031.143 462936.612))"
Stichtse Vecht,G1904,1890,0329100000002447,Pand in gebruik,Rijksstraatweg 175 Loenen aan de Vecht,"POLYGON ((129373.258 469692.142,129372.133 469697.612,129365.404 469696.229,129366.528 469690.759,129373.258 469692.142))"
Stichtse Vecht,G1904,1890,0311100000008570,Pand in gebruik,Oukoop 4,"POLYGON ((127992.623 470272.217,128000.103 470274.554,127998.233 470280.476,127990.908 470278.139,127992.623 470272.217))"
Stichtse Vecht,G1904,1890,0333100000019467,Pand in gebruik,,"POLYGON ((133239.674 461784.364,133238.377 461782.459,133241.3 461780.468,133244.053 461784.51,133243.505 461784.883,133239.674 461784.364))"
Stichtse Vecht,G1904,1890,0311100000008568,Pand in gebruik,Oukoop 4,"POLYGON ((127979.407 470301.437,127980.606 470297.68,127992.29 470301.303,127991.121 470305.071,127979.407 470301.437))"
Stichtse Vecht,G1904,1890,0329100000003553,Pand in gebruik,Mijndensedijk 50 Nieuwersluis,"POLYGON ((129427.039 467617.416,129427.918 467611.848,129431.63 467612.434,129430.849 467618.002,129427.039 467617.416))"
Stichtse Vecht,G1904,1890,0333100000013560,Pand in gebruik,,"POLYGON ((134241.365 464130.846,134236.675 464129.197,134237.627 464126.349,134242.341 464127.925,134241.365 464130.846))"
Stichtse Vecht,G1904,1890,0311100000009402,Pand in gebruik,Laag-Nieuwkoop 38 Kockengen,"POLYGON ((126286.739 460129.202,126281.044 460126.348,126287.236 460113.417,126292.649 460116.444,126286.739 460129.202))"
Stichtse Vecht,G1904,1890,0311100000007540,Pand in gebruik,Zandpad 134,"POLYGON ((129994.28 462941.545,129997.188 462939.959,129999.993 462945.103,129997.086 462946.689,129994.28 462941.545))"
Stichtse Vecht,G1904,1890,0329100000005725,Pand in gebruik,Nigtevechtseweg 33,"POLYGON ((130945.384 472469.096,130952.919 472461.251,130959.571 472467.639,130952.126 472475.478,130945.384 472469.096))"
Stichtse Vecht,G1904,1890,1904100000042223,Pand in gebruik,Oud Over 72 Loenen aan de VEcht,"POLYGON ((130626.069 469328.869,130631.84 469327.596,130631.887 469327.863,130634.715 469327.327,130635.283 469330.473,130632.767 469330.882,130632.802 469331.253,130626.792 469332.439,130626.069 469328.869))"
Stichtse Vecht,G1904,1890,0311100000007302,Pand in gebruik,Wagendijk 5,"POLYGON ((125523.742 461198.042,125508.26 461189.083,125508.986 461187.827,125504.442 461185.197,125508.119 461178.844,125512.753 461181.525,125512.979 461181.134,125528.371 461190.041,125523.742 461198.042))"
Stichtse Vecht,G1904,1890,1904100000040163,Pand in gebruik,Zandpad 82 Breukelen,"POLYGON ((129556.632 463749.667,129545.477 463743.565,129549.018 463737.093,129547.114 463736.051,129549.85 463731.051,129563.345 463738.439,129560.609 463743.438,129560.171 463743.199,129556.632 463749.667))"
Stichtse Vecht,G1904,1890,0311100000008433,Pand in gebruik,Wagendijk 31,"POLYGON ((124909.913 462155.066,124913.43 462147.528,124929.25 462154.909,124925.734 462162.447,124909.913 462155.066))"
Stichtse Vecht,G1904,1890,0311100000008574,Pand in gebruik,Oukoop 8,"POLYGON ((127892.576 469429.923,127891.485 469425.404,127900.368 469422.91,127901.614 469427.43,127892.576 469429.923))"
Stichtse Vecht,G1904,1890,0329100000003544,Pand in gebruik,Mijndensedijk 46 Nieuwersluis,"POLYGON ((129436.217 467626.584,129436.754 467623.025,129439.963 467623.45,129439.433 467626.997,129436.217 467626.584))"
Stichtse Vecht,G1904,1890,0311100000006832,Pand in gebruik,Kortrijk 23,"POLYGON ((128127.379 462310.527,128133.068 462301.643,128145.71 462309.734,128140.022 462318.619,128127.379 462310.527))"
Stichtse Vecht,G1904,1890,0329100000003561,Pand in gebruik,Mijndensedijk 54 Nieuwersluis,"POLYGON ((129418.738 467620.65,129420.282 467613.238,129423.853 467614.042,129422.228 467621.398,129418.738 467620.65))"
Stichtse Vecht,G1904,1891,0333100000017560,Pand in gebruik,,"POLYGON ((131353.005 462601.354,131355.898 462593.669,131367.059 462597.914,131368.149 462594.946,131386.734 462601.773,131382.74 462612.645,131353.005 462601.354))"
Stichtse Vecht,G1904,1891,0333100000001902,Pand in gebruik,Kaatsbaan 26 Maarssen,"POLYGON ((131182.12 461516.357,131182.77 461520.78,131175.072 461522.16,131175.14 461522.38,131168.426 461524.012,131166.87 461518.76,131169.191 461518.42,131174.113 461517.784,131174.098 461517.685,131178.155 461517.09,131178.134 461516.942,131182.12 461516.357))"
Stichtse Vecht,G1904,1891,0333100000013946,Pand in gebruik,Straatweg 10 Maarssen,"POLYGON ((132207.234 459981.588,132207.536 459971.661,132214.02 459971.822,132214.018 459971.917,132213.773 459981.787,132207.234 459981.588))"
Stichtse Vecht,G1904,1891,0329100000005015,Pand in gebruik,Klompweg 30 Nigtevecht,"POLYGON ((131261.006 476819.944,131267.703 476799.06,131278.283 476802.417,131271.587 476823.3,131261.006 476819.944))"
Stichtse Vecht,G1904,1893,1904100000041099,Pand in gebruik,Nigtevechtseweg 21`Vreeland,"POLYGON ((130635.271 471968.964,130637.99 471967.646,130639.716 471971.126,130637.017 471972.575,130635.901 471970.267,130635.271 471968.964))"
Stichtse Vecht,G1904,1893,1904100000041100,Pand in gebruik,Nigtevechtseweg 19 Vreeland,"POLYGON ((130633.622 471965.378,130636.188 471964.014,130637.99 471967.646,130635.271 471968.964,130633.622 471965.378))"
Stichtse Vecht,G1904,1895,0329100000005519,Pand in gebruik,Dorpsstraat 49 Nigtevecht,"POLYGON ((130566.825 476178.836,130564.287 476176.231,130571.965 476168.267,130574.445 476170.657,130566.825 476178.836))"
Stichtse Vecht,G1904,1895,0333100000007443,Pand in gebruik,Raadhuisstraat 50 Maarssen,"POLYGON ((131230.64 461261.579,131249.616 461259.954,131249.939 461259.926,131250.554 461267.109,131245.662 461267.528,131232.341 461268.67,131231.255 461268.763,131230.64 461261.579))"
Stichtse Vecht,G1904,1895,0329100000003424,Pand in gebruik (niet ingemeten),Rijksstraatweg 55 Nieuwersluis,"POLYGON ((129660.757 468066.796,129665.311 468064.401,129667.311 468067.916,129671.021 468066.12,129673.891 468071.416,129668.828 468073.656,129667.941 468071.696,129664.255 468073.773,129660.757 468066.796))"
Stichtse Vecht,G1904,1895,0329100000005749,Pand in gebruik,Dorpsstraat 51 Nigtevecht,"POLYGON ((130566.825 476178.836,130574.445 476170.657,130576.878 476173.003,130569.157 476180.926,130566.825 476178.836))"
Stichtse Vecht,G1904,1895,0333100000018721,Pand in gebruik,,"POLYGON ((134478.658 460954.071,134468.492 460960.615,134463.637 460953.067,134473.805 460946.527,134478.658 460954.071))"
Stichtse Vecht,G1904,1898,0333100000012121,Pand in gebruik,,"POLYGON ((134164.101 464275.439,134157.588 464272.864,134157.57 464272.97,134156.473 464272.549,134157.669 464269.434,134165.284 464272.359,134164.101 464275.439))"
Stichtse Vecht,G1904,1898,0333100000017805,Pand in gebruik,,"POLYGON ((133399.05 459858.135,133400.793 459855.1,133405.302 459857.689,133403.56 459860.724,133399.05 459858.135))"
Stichtse Vecht,G1904,1900,0329100000005889,Pand in gebruik,Dorpsstraat 152 Nigtevecht,"POLYGON ((130667.996 476178.496,130660.936 476184.163,130656.483 476178.615,130663.543 476172.948,130667.996 476178.496))"
Stichtse Vecht,G1904,1900,1904100000041311,Pand in gebruik,Raadhuislaan to 4 Vreeland,"POLYGON ((131074.832 471414.491,131075.382 471410.931,131079.345 471411.402,131078.854 471415.089,131074.832 471414.491))"
Stichtse Vecht,G1904,1900,0329100000002241,Pand in gebruik,Rijksstraatweg 185 Loenen aan de Vecht,"POLYGON ((129145.164 469952.271,129137.987 469950.495,129141.25 469939.154,129148.206 469940.878,129145.164 469952.271))"
Stichtse Vecht,G1904,1900,0311100000005742,Pand in gebruik,Julianalaan 8,"POLYGON ((127043.23 466999.645,127043.795 466996.331,127047.813 466996.966,127047.179 467000.209,127043.23 466999.645))"
Stichtse Vecht,G1904,1900,1904100000039373,Pand in gebruik,Dorpsstraat 22,"POLYGON ((127165.813 467024.355,127168.146 467016.109,127174.141 467017.805,127173.01 467021.798,127172.619 467023.943,127172.234 467026.05,127165.813 467024.355))"
Stichtse Vecht,G1904,1900,0329100000005295,Pand in gebruik,Alambertskade 2 Vreeland,"POLYGON ((131077.275 470793.194,131079.979 470792.58,131079.475 470790.347,131089.068 470788.398,131089.536 470790.684,131090.34 470794.4,131078.274 470797.009,131077.275 470793.194))"
Stichtse Vecht,G1904,1900,0329100000006089,Pand in gebruik,Molendijk 34 Loenen aan de Vecht,"POLYGON ((130344.511 469229.159,130346.267 469226.756,130348.898 469227.156,130350.027 469229.678,130348.555 469231.973,130345.521 469231.631,130344.511 469229.159))"
Stichtse Vecht,G1904,1900,1904100000038927,Pand in gebruik,Vreelandseweg 28 Nigtevecht,"POLYGON ((130241.23 475659.843,130248.2 475662.694,130245.824 475668.504,130245.616 475668.235,130244.395 475672.014,130237.746 475669.294,130239.216 475665.701,130238.888 475665.567,130241.23 475659.843))"
Stichtse Vecht,G1904,1900,0329100000003578,Pand in gebruik,Mijndensedijk 72 Nieuwersluis,"POLYGON ((129275.125 467619.013,129274.829 467627.22,129270.599 467627.068,129270.894 467618.861,129275.125 467619.013))"
Stichtse Vecht,G1904,1900,0329100000004917,Pand in gebruik,Vreelandseweg 28 Nigtevecht,"POLYGON ((130255.699 475631.78,130241.166 475625.898,130243.573 475619.524,130247.935 475607.973,130262.704 475614.076,130258.205 475625.445,130255.699 475631.78))"
Stichtse Vecht,G1904,1900,0311100000009407,Pand in gebruik,Portengen 76,"POLYGON ((125322.03 464286.271,125323.968 464282.602,125328.722 464285.263,125326.81 464288.777,125322.03 464286.271))"
Stichtse Vecht,G1904,1900,0329100000006173,Pand in gebruik,Rijksstraatweg 185 Loenen aan de Vecht,"POLYGON ((129119.478 469941.447,129138.977 469946.354,129137.461 469951.955,129118.076 469947.05,129119.478 469941.447))"
Stichtse Vecht,G1904,1900,0311100000008551,Pand in gebruik,Gieltjesdorp 15,"POLYGON ((127271.875 461317.245,127274.55 461312.763,127297.284 461326.572,127294.61 461331.055,127271.875 461317.245))"
Stichtse Vecht,G1904,1900,0329100000004976,Pand in gebruik,Zandpad 21 Nieuwersluis,"POLYGON ((129797.559 466724.329,129796.785 466716.05,129802.446 466715.521,129803.22 466723.8,129797.559 466724.329))"
Stichtse Vecht,G1904,1900,0329100000004408,Pand in gebruik,Kanaaldijk Oost 5 Nigtevecht,"POLYGON ((130098.887 476324.773,130098.857 476329.249,130096.647 476329.235,130096.677 476324.759,130098.887 476324.773))"
Stichtse Vecht,G1904,1900,0329100000002243,Pand in gebruik,Rijksstraatweg 186 Loenen aan de Vecht,"POLYGON ((129343.821 469855.564,129343.469 469855.277,129335.358 469850.474,129337.89 469846.207,129346.462 469851.62,129343.821 469855.564))"
Stichtse Vecht,G1904,1900,0329100000004868,Pand in gebruik,Zandpad 17 Nieuwersluis,"POLYGON ((128887.569 467258.563,128889.028 467251.523,128895.83 467252.923,128895.168 467256.322,128891.887 467255.695,128891.239 467259.254,128887.569 467258.563))"
Stichtse Vecht,G1904,1900,0329100000004858,Pand in gebruik,Zandpad 7 Nieuwersluis,"POLYGON ((128988.04 467506.305,128990.507 467503.566,128995.744 467508.293,128995.833 467508.373,128994.548 467509.73,128993.287 467511.062,128988.04 467506.305))"
Stichtse Vecht,G1904,1900,0329100000004610,Pand in gebruik,Rijksstraatweg 61 Nieuwersluis,"POLYGON ((129783.1 468270.36,129784.036 468272.796,129780.507 468274.588,129779.72 468272.959,129782.534 468271.079,129783.1 468270.36))"
Stichtse Vecht,G1904,1900,0329100000004411,Pand in gebruik,Kanaaldijk Oost 7 Nigtevecht,"POLYGON ((130086.422 476358.234,130090.918 476358.195,130090.996 476367.164,130086.499 476367.203,130086.422 476358.234))"
Stichtse Vecht,G1904,1900,0329100000005765,Pand in gebruik,Dorpsstraat 65 Nigtevecht,"POLYGON ((130659.159 476289.275,130656.126 476293.106,130651.578 476289.507,130654.611 476285.675,130659.159 476289.275))"
Stichtse Vecht,G1904,1900,0329100000003395,Pand in gebruik,Rijksstraatweg 37 Nieuwersluis,"POLYGON ((129034.188 467674.459,129038.457 467668.261,129041.086 467670.072,129036.817 467676.27,129034.188 467674.459))"
Stichtse Vecht,G1904,1900,0329100000005981,Pand in gebruik,Nigtevechtseweg 110,"POLYGON ((131471.058 472846.393,131475.319 472844.727,131474.598 472843.318,131488.763 472836.938,131492.97 472845.96,131474.961 472854.31,131471.058 472846.393))"
Stichtse Vecht,G1904,1900,0311100000008999,Pand in gebruik,Portengen 15,"POLYGON ((126576.801 462131.381,126579.02 462125.914,126590.01 462130.266,126590.826 462130.589,126588.528 462136.294,126576.801 462131.381))"
Stichtse Vecht,G1904,1900,0329100000005581,Pand in gebruik,Boslaan 15 Vreeland,"POLYGON ((130878.45 470879.424,130881.823 470879.321,130881.824 470880.594,130881.825 470882.277,130878.556 470882.281,130878.506 470880.927,130878.45 470879.424))"
Stichtse Vecht,G1904,1900,0311100000009184,Pand in gebruik,Honderdsche Laantje 4,"POLYGON ((127455.557 467954.445,127467.522 467946.077,127474.4 467956.045,127462.498 467964.369,127455.557 467954.445))"
Stichtse Vecht,G1904,1900,0329100000001830,Pand in gebruik,Oud Over 58 Loenen aan de Vecht,"POLYGON ((130608.173 469237.323,130611.449 469236.66,130611.495 469236.888,130612.444 469236.696,130612.567 469236.671,130613.689 469242.212,130612.537 469242.445,130612.588 469242.697,130609.392 469243.344,130608.173 469237.323))"
Stichtse Vecht,G1904,1900,0329100000002473,Pand in gebruik,Vreelandseweg 20 Loenen aan de Vecht,"POLYGON ((130532.281 469553.548,130527.028 469556.879,130527.241 469557.215,130522.544 469560.192,130519.555 469555.478,130524.188 469552.54,130524.316 469552.742,130529.631 469549.371,130532.281 469553.548))"
Stichtse Vecht,G1904,1900,0329100000006122,Pand in gebruik,Mijndensedijk 57a Nieuwersluis,"POLYGON ((129336.621 467348.065,129336.829 467348.039,129347.203 467346.737,129347.58 467349.534,129347.652 467350.067,129347.911 467351.985,129337.226 467353.388,129336.621 467348.065))"
Stichtse Vecht,G1904,1900,0329100000005720,Pand in gebruik,Nigtevechtseweg 31,"POLYGON ((130775.187 472300.95,130786.694 472317.194,130778.818 472322.773,130767.311 472306.528,130775.187 472300.95))"
Stichtse Vecht,G1904,1900,0329100000003623,Pand in gebruik,Rijksstraatweg 20 Nieuwersluis,"POLYGON ((128790.206 467221.54,128808.649 467219.726,128808.96 467226.797,128799.543 467227.974,128790.945 467229.049,128790.206 467221.54))"
Stichtse Vecht,G1904,1900,0329100000003419,Pand in gebruik,Rijksstraatweg 51 Nieuwersluis,"POLYGON ((129473.874 468024.533,129466.43 468028.925,129462.7 468022.604,129470.145 468018.212,129473.874 468024.533))"
Stichtse Vecht,G1904,1900,0329100000000375,Pand in gebruik,Dorpsstraat 53 Loenen aan de Vecht,"POLYGON ((130155.146 469081.889,130161.381 469074.111,130164.022 469076.229,130161.125 469079.844,130157.787 469084.007,130155.146 469081.889))"
Stichtse Vecht,G1904,1900,0329100000002244,Pand in gebruik,Rijksstraatweg 186 Loenen aan de Vecht,"POLYGON ((129331.427 469875.53,129322.452 469870.418,129335.358 469850.474,129343.469 469855.277,129341.602 469858.417,129331.427 469875.53))"
