Gemeente,CBS Gemeentecode,Bouwjaar,BAG Pand nummer,Status Pand,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,G1904,1933,0333100000019578,Pand in gebruik,,"POLYGON ((131496.83 460553.682,131498.864 460555.866,131497.003 460557.611,131494.96 460555.436,131496.83 460553.682))"
Stichtse Vecht,G1904,1933,0333100000014853,Pand in gebruik,,"POLYGON ((131550.182 461580.473,131552.58 461580.255,131552.928 461584.086,131550.585 461584.299,131550.182 461580.473))"
Stichtse Vecht,G1904,1933,0311100000004211,Pand in gebruik,Dudok de Witstraat 21 Breukelen,"POLYGON ((128370.249 464752.021,128370.775 464748.394,128375.613 464749.129,128375.122 464752.634,128370.249 464752.021))"
Stichtse Vecht,G1904,1933,0311100000004210,Pand in gebruik,Dudok de Witstraat 19,"POLYGON ((128379.864 464754.487,128377.274 464754.149,128377.775 464750.408,128380.365 464750.773,128379.864 464754.487))"
Stichtse Vecht,G1904,1933,0333100000019403,Pand in gebruik,,"POLYGON ((131479.686 460541.025,131482.548 460538.359,131486.873 460543.001,131484.011 460545.667,131479.686 460541.025))"
Stichtse Vecht,G1904,1933,0311100000003880,Pand in gebruik,Willink van Collenstraat 60,"POLYGON ((128530.689 464622.768,128532.738 464616.515,128535.088 464617.255,128534.033 464620.618,128533.819 464621.295,128533.109 464623.54,128530.689 464622.768))"
Stichtse Vecht,G1904,1933,0333100000015893,Pand in gebruik,,"POLYGON ((131471.266 460591.923,131473.45 460594.304,131471.056 460596.501,131468.871 460594.12,131471.266 460591.923))"
Stichtse Vecht,G1904,1933,0333100000019579,Pand in gebruik,,"POLYGON ((131499.666 460560.446,131497.003 460557.611,131498.864 460555.866,131501.515 460558.712,131499.666 460560.446))"
Stichtse Vecht,G1904,1933,0333100000016650,Pand in gebruik,,"POLYGON ((131039.844 462353.987,131042.407 462356.555,131038.838 462360.131,131036.259 462357.559,131039.844 462353.987))"
Stichtse Vecht,G1904,1933,0333100000018353,Pand in gebruik,,"POLYGON ((131465.306 460525.45,131463.299 460523.307,131466.048 460520.733,131468.08 460522.903,131465.306 460525.45))"
Stichtse Vecht,G1904,1933,0333100000016277,Pand in gebruik,,"POLYGON ((131036.818 462358.693,131035.003 462360.484,131032.551 462358.042,131034.387 462356.23,131036.818 462358.693))"
Stichtse Vecht,G1904,1933,0333100000011899,Pand in gebruik,Oude Maarsseveensevaart 11 Maarssen,"POLYGON ((131730.021 461578.711,131725.769 461579.055,131725.539 461576.376,131729.67 461575.982,131730.021 461578.711))"
Stichtse Vecht,G1904,1933,0333100000002924,Pand in gebruik,,"POLYGON ((131434.977 460553.398,131437.465 460556.089,131435.314 460558.077,131432.821 460555.38,131434.977 460553.398))"
Stichtse Vecht,G1904,1933,0333100000016637,Pand in gebruik,,"POLYGON ((131296.701 461612.431,131298.679 461612.131,131299.616 461618.766,131297.638 461619.065,131296.701 461612.431))"
Stichtse Vecht,G1904,1934,0311100000004002,Pand in gebruik,Eendrachtlaan 27,"POLYGON ((128496.292 465239.201,128495.559 465237.025,128497.611 465236.236,128498.383 465238.481,128496.292 465239.201))"
Stichtse Vecht,G1904,1934,0333100000017424,Pand in gebruik,,"POLYGON ((131749.431 464194.608,131753.097 464185.843,131763.799 464190.319,131759.747 464200.007,131755.411 464198.193,131755.797 464197.27,131749.431 464194.608))"
Stichtse Vecht,G1904,1934,0333100000016612,Pand in gebruik,Binnenweg 35 Maarssen,"POLYGON ((131529.566 461044.898,131530.927 461040.925,131538.155 461043.401,131536.926 461047.42,131533.24 461046.157,131533.098 461046.108,131529.566 461044.898))"
Stichtse Vecht,G1904,1934,0333100000019133,Pand in gebruik,,"POLYGON ((131746.569 464210.294,131749.696 464201.744,131756.017 464204.055,131752.906 464212.612,131746.569 464210.294))"
Stichtse Vecht,G1904,1934,0311100000002524,Pand in gebruik,Eendrachtlaan 45,"POLYGON ((128422.652 465252.295,128421.513 465248.282,128424.861 465247.332,128425.998 465251.336,128422.652 465252.295))"
Stichtse Vecht,G1904,1934,0333100000014561,Pand in gebruik,,"POLYGON ((131524.963 461066.042,131526.325 461062.069,131531.299 461063.842,131529.937 461067.816,131524.963 461066.042))"
Stichtse Vecht,G1904,1934,0333100000013117,Pand in gebruik,,"POLYGON ((134172.404 464247.406,134169.548 464254.932,134164.396 464252.977,134167.251 464245.456,134172.404 464247.406))"
Stichtse Vecht,G1904,1934,0333100000019134,Pand in gebruik,,"POLYGON ((131752.906 464212.612,131753.469 464212.818,131751.627 464217.878,131744.702 464215.399,131746.569 464210.294,131752.906 464212.612))"
Stichtse Vecht,G1904,1934,0333100000017095,Pand in gebruik,,"POLYGON ((131599.284 460698.98,131602.191 460699.001,131602.169 460701.979,131600.164 460701.963,131598.173 460700.424,131599.284 460698.98))"
Stichtse Vecht,G1904,1934,0311100000002526,Pand in gebruik,Eendrachtlaan 49,"POLYGON ((128407.182 465258.357,128405.708 465253.261,128409.07 465252.257,128410.552 465257.382,128407.182 465258.357))"
Stichtse Vecht,G1904,1934,0311100000003007,Pand in gebruik,Engel de Ruijterstraat 19,"POLYGON ((128417.608 464726.839,128417.726 464725.931,128418.069 464723.419,128429.28 464724.88,128428.805 464728.373,128420.065 464727.151,128417.608 464726.839))"
Stichtse Vecht,G1904,1934,0311100000002519,Pand in gebruik,Eendrachtlaan 29,"POLYGON ((128496.292 465239.201,128494.278 465239.919,128493.507 465237.744,128495.559 465237.025,128496.292 465239.201))"
Stichtse Vecht,G1904,1934,0333100000019799,Pand in gebruik,,"POLYGON ((131243.181 462217.94,131244.981 462219.872,131241.104 462223.485,131239.304 462221.554,131243.181 462217.94))"
Stichtse Vecht,G1904,1934,0329100000004959,Pand in gebruik,Lindengracht 1 Vreeland,"POLYGON ((130887.877 471215.14,130889.114 471210.907,130884.388 471209.526,130885.317 471206.347,130905.161 471212.144,130902.995 471219.557,130887.877 471215.14))"
Stichtse Vecht,G1904,1934,0311100000002521,Pand in gebruik,Eendrachtlaan 35,"POLYGON ((128466.655 465235.18,128469.398 465234.095,128469.317 465233.89,128469.435 465233.844,128471.909 465240.095,128469.116 465241.117,128466.655 465235.18))"
Stichtse Vecht,G1904,1934,0333100000012125,Pand in gebruik,,"POLYGON ((134190.997 464249.825,134189.445 464254.06,134183.328 464251.818,134182.466 464254.171,134180.583 464253.481,134182.998 464246.893,134190.997 464249.825))"
Stichtse Vecht,G1904,1934,0311100000002522,Pand in gebruik,Eendrachtlaan 41,"POLYGON ((128437.57 465243.88,128441.636 465242.76,128442.8 465247.707,128438.816 465248.808,128437.57 465243.88))"
Stichtse Vecht,G1904,1934,0333100000006217,Pand in gebruik,,"POLYGON ((133482.206 461603.864,133490.591 461596.699,133495.8 461602.796,133487.368 461609.906,133485.814 461608.176,133482.206 461603.864))"
Stichtse Vecht,G1904,1934,0311100000002525,Pand in gebruik,Eendrachtlaan 47,"POLYGON ((128418.031 465249.27,128421.513 465248.282,128422.652 465252.295,128423.143 465254.024,128419.661 465255.012,128418.031 465249.27))"
Stichtse Vecht,G1904,1934,0311100000007321,Pand in gebruik,Stationsweg 15,"POLYGON ((128522.799 464837.896,128522.862 464837.45,128523.315 464834.827,128529.752 464835.743,128529.276 464838.818,128522.799 464837.896))"
Stichtse Vecht,G1904,1934,0333100000017430,Pand in gebruik,,"POLYGON ((131745.329 464202.214,131743.496 464206.596,131738.938 464207.129,131736.135 464203.463,131737.968 464199.081,131742.549 464198.531,131745.329 464202.214))"
Stichtse Vecht,G1904,1934,0311100000007320,Pand in gebruik,Stationsweg 15,"POLYGON ((128528.877 464841.625,128529.276 464838.818,128529.752 464835.743,128529.807 464835.36,128532.921 464835.804,128532.878 464836.11,128532.346 464840.981,128532.188 464842.097,128528.877 464841.625))"
Stichtse Vecht,G1904,1934,0311100000003006,Pand in gebruik,Engel de Ruijterstraat 17,"POLYGON ((128418.179 464736.628,128418.589 464733.655,128419.179 464733.737,128421.45 464734.05,128420.964 464737.012,128418.179 464736.628))"
Stichtse Vecht,G1904,1934,0311100000004215,Pand in gebruik,Dudok de Witstraat 39,"POLYGON ((128312.01 464739.441,128310.163 464748.698,128307.653 464748.197,128309.5 464738.94,128312.01 464739.441))"
Stichtse Vecht,G1904,1934,0311100000003997,Pand in gebruik,Eendrachtlaan 11,"POLYGON ((128545.363 465212.031,128550.35 465210.872,128551.349 465215.168,128546.362 465216.327,128545.363 465212.031))"
Stichtse Vecht,G1904,1935,0333100000019586,Pand in gebruik,,"POLYGON ((131502.126 460632.141,131503.878 460634.045,131501.947 460635.835,131500.196 460633.931,131502.126 460632.141))"
Stichtse Vecht,G1904,1935,0333100000013680,Pand in gebruik,,"POLYGON ((131077.939 462044.358,131080.307 462046.935,131074.403 462052.362,131072.034 462049.785,131077.939 462044.358))"
Stichtse Vecht,G1904,1935,0311100000003010,Pand in gebruik,Engel de Ruijterstraat 4,"POLYGON ((128363.072 464796.238,128368.209 464797.08,128367.737 464800.026,128362.518 464799.331,128363.072 464796.238))"
Stichtse Vecht,G1904,1935,0333100000018115,Pand in gebruik,,"POLYGON ((131093.344 462854.731,131097.167 462850.739,131101.319 462854.715,131097.493 462858.71,131093.344 462854.731))"
Stichtse Vecht,G1904,1935,0329100000002247,Pand in gebruik,Rijksstraatweg 187 Loenen aan de Vecht,"POLYGON ((129182.103 469999.417,129183.948 469990.377,129190.295 469991.484,129188.229 470000.635,129182.103 469999.417))"
Stichtse Vecht,G1904,1935,0329100000000038,Pand in gebruik,Bloklaan 1 Loenen aan de Vecht,"POLYGON ((130009.167 468613.787,130016.134 468612.062,130016.185 468612.269,130016.662 468614.195,130017.037 468615.711,130010.07 468617.436,130009.167 468613.787))"
Stichtse Vecht,G1904,1935,0311100000002587,Pand in gebruik,Otterspoorbroek 8,"POLYGON ((129111.374 463073.237,129127.948 463084.513,129121.379 463094.38,129113.275 463089.053,129114.651 463086.919,129105.911 463081.227,129111.374 463073.237))"
Stichtse Vecht,G1904,1935,0311100000002636,Pand in gebruik,Oud Aa 5,"POLYGON ((127188.42 464806.868,127196.65 464806.788,127196.719 464813.838,127196.771 464819.15,127188.541 464819.231,127188.42 464806.868))"
Stichtse Vecht,G1904,1935,0329100000003372,Pand in gebruik,Polderweg 6 Loenersloot,"POLYGON ((128579.338 469579.611,128584.062 469576.292,128589.284 469578.755,128589.782 469584.543,128585.058 469587.862,128579.836 469585.399,128579.338 469579.611))"
Stichtse Vecht,G1904,1935,0333100000002186,Pand in gebruik,Maarsseveensevaart 78 Maarssen,"POLYGON ((132096.742 461601.742,132098.504 461595.544,132100.341 461590.357,132103.306 461592.963,132100.462 461601.663,132100.299 461602.244,132100.169 461602.705,132098.05 461602.109,132098.013 461602.099,132096.742 461601.742))"
Stichtse Vecht,G1904,1935,0333100000018489,Pand in gebruik,,"POLYGON ((131465.545 460670.085,131467.864 460667.942,131471.303 460671.698,131468.985 460673.843,131465.545 460670.085))"
Stichtse Vecht,G1904,1935,0311100000007553,Pand in gebruik,Scheendijk 2,"POLYGON ((130409.331 464203.633,130411.775 464194.544,130419.499 464196.695,130418.937 464198.715,130421.922 464199.546,130420.565 464204.422,130418.684 464203.899,130417.932 464206.601,130416.867 464206.305,130417.015 464205.772,130409.331 464203.633))"
Stichtse Vecht,G1904,1935,0333100000011768,Pand in gebruik,,"POLYGON ((130876.942 461952.842,130876.446 461955.32,130872.916 461954.614,130873.411 461952.143,130876.942 461952.842))"
Stichtse Vecht,G1904,1935,0333100000014836,Pand in gebruik,Stationsweg 26 Maarssen,"POLYGON ((130989.901 461010.908,130988.19 461009.326,130990.296 461006.973,130992.014 461008.561,130989.901 461010.908))"
Stichtse Vecht,G1904,1935,0329100000002357,Pand in gebruik,Rijksstraatweg 124 Loenen aan de Vecht,"POLYGON ((130005.382 469212.072,130007.555 469209.016,130012.445 469212.493,130011.928 469213.219,130014.51 469215.035,130013.065 469217.09,130010.472 469215.266,130010.272 469215.549,130005.382 469212.072))"
Stichtse Vecht,G1904,1935,0333100000015895,Pand in gebruik,Burg. Egginkstraat 35 |Maarssen,"POLYGON ((131456.786 460586.742,131454.187 460583.916,131456.406 460581.983,131458.963 460584.73,131456.786 460586.742))"
Stichtse Vecht,G1904,1935,0333100000016185,Pand in gebruik,,"POLYGON ((133830.48 463000,133831.216 462998.66,133833.639 463000,133842.042 463004.647,133836.917 463013.979,133826.074 463008.025,133830.48 463000))"
Stichtse Vecht,G1904,1935,0333100000014841,Pand in gebruik,Stationsweg 32 Maarssen,"POLYGON ((130969.135 460991.798,130971.354 460989.526,130972.94 460990.992,130970.829 460993.351,130969.135 460991.798))"
Stichtse Vecht,G1904,1935,0329100000005578,Pand in gebruik (niet ingemeten),Boslaan 13 Vreeland,"POLYGON ((130907.842 470974.056,130909.967 470973.616,130919.43 470971.656,130919.666 470972.64,130930.558 470970.125,130931.84 470976.246,130921.265 470979.306,130917.557 470980.077,130911.901 470981.253,130909.609 470981.73,130907.842 470974.056))"
Stichtse Vecht,G1904,1935,0329100000005584,Pand in gebruik,Boslaan 21 Vreeland,"POLYGON ((130871.188 470850.318,130871.997 470850.218,130872.043 470850.8,130876.813 470850.425,130877.093 470853.991,130871.511 470854.43,130871.221 470850.737,130871.188 470850.318))"
Stichtse Vecht,G1904,1935,0333100000015894,Pand in gebruik,Burg. Egginkstraat 37 |Maarssen,"POLYGON ((131451.886 460582.168,131454.359 460579.921,131456.026 460581.699,131453.47 460584.003,131451.886 460582.168))"
Stichtse Vecht,G1904,1935,0333100000015629,Pand in gebruik,,"POLYGON ((131110.016 461024.326,131107.342 461021.279,131111.122 461017.961,131113.758 461020.964,131110.016 461024.326))"
Stichtse Vecht,G1904,1935,0311100000003009,Pand in gebruik,Engel de Ruijterstraat 2,"POLYGON ((128361.629 464807.874,128361.9 464806.057,128364.761 464806.521,128364.49 464808.261,128361.629 464807.874))"
Stichtse Vecht,G1904,1935,1904100000039840,Pand in gebruik,Straatweg 116 Maarssen,"POLYGON ((131565.122 460715.176,131567.364 460712.809,131569.474 460714.772,131568.633 460715.683,131567.272 460717.159,131565.122 460715.176))"
Stichtse Vecht,G1904,1935,0311100000007537,Pand in gebruik,Zandpad 130,"POLYGON ((130076.042 463123.284,130071.983 463116.315,130081.722 463110.679,130085.765 463117.62,130076.042 463123.284))"
Stichtse Vecht,G1904,1935,0333100000020812,Pand in gebruik,,"POLYGON ((131566.628 461582.611,131566.205 461578.616,131568.977 461578.341,131569.389 461582.326,131566.628 461582.611))"
Stichtse Vecht,G1904,1935,0311100000004448,Pand in gebruik,Looijersdijk 14,"POLYGON ((128344.658 465391.967,128342.679 465382.758,128345.974 465381.587,128347.939 465390.731,128344.658 465391.967))"
Stichtse Vecht,G1904,1935,1904100000041693,Pand in gebruik,Stationsweg 30 Maarssen,"POLYGON ((130976.514 460998.523,130979.094 460995.892,130980.732 460997.391,130978.14 461000.033,130976.514 460998.523))"
Stichtse Vecht,G1904,1935,0333100000021127,Pand in gebruik,,"POLYGON ((131184.225 461103.941,131189.153 461099.522,131196.402 461101.288,131197.317 461101.511,131196.72 461102.105,131200.246 461104.861,131202.338 461102.862,131206.93 461104.803,131201.757 461111.955,131192.506 461104.458,131189.11 461108.098,131184.225 461103.941))"
Stichtse Vecht,G1904,1935,0311100000007616,Pand in gebruik,Straatweg 252,"POLYGON ((128946.549 466334.425,128946.948 466330.197,128950.938 466330.573,128950.539 466334.802,128946.549 466334.425))"
Stichtse Vecht,G1904,1935,0311100000003806,Pand in gebruik,Willink van Collenstraat 24 Breukelen,"POLYGON ((128632.607 464656.096,128634.629 464650.136,128636.342 464650.779,128635.835 464652.909,128640.762 464654.477,128639.549 464658.364,128632.607 464656.096))"
Stichtse Vecht,G1904,1935,0333100000018352,Pand in gebruik,,"POLYGON ((131519.563 460652.389,131520.921 460653.883,131518.842 460655.788,131517.483 460654.294,131519.563 460652.389))"
Stichtse Vecht,G1904,1935,0333100000015892,Pand in gebruik,Burg. Egginkstraat 31 Maarssen,"POLYGON ((131460.626 460592.506,131462.84 460590.546,131465.413 460593.413,131463.267 460595.388,131460.626 460592.506))"
Stichtse Vecht,G1904,1935,0333100000020811,Pand in gebruik,Nassaustraat 80 Maarssen,"POLYGON ((131563.177 461578.917,131566.205 461578.616,131566.628 461582.611,131563.592 461582.925,131563.177 461578.917))"
Stichtse Vecht,G1904,1935,0333100000019531,Pand in gebruik,,"POLYGON ((131413.491 460542.753,131416.529 460540.279,131418.306 460542.545,131421.841 460547.051,131419.349 460549.268,131415.429 460544.802,131413.491 460542.753))"
Stichtse Vecht,G1904,1935,0333100000014741,Pand in gebruik,Stationsweg 46 Maarssen,"POLYGON ((130931.902 460955.425,130934.154 460953.018,130939.723 460958.23,130937.471 460960.636,130931.902 460955.425))"
Stichtse Vecht,G1904,1935,0333100000020151,Pand in gebruik,,"POLYGON ((130980.732 460997.391,130982.664 460999.178,130980.072 461001.819,130978.14 461000.033,130980.732 460997.391))"
Stichtse Vecht,G1904,1935,0333100000014839,Pand in gebruik,,"POLYGON ((130998.641 461019.009,131000.943 461016.498,131004.346 461019.644,131001.99 461022.125,130998.641 461019.009))"
Stichtse Vecht,G1904,1935,0311100000008975,Pand in gebruik,Kerkweg 142,"POLYGON ((126285.214 462637.787,126287.583 462632.275,126298.277 462636.871,126295.908 462642.383,126285.214 462637.787))"
Stichtse Vecht,G1904,1935,0333100000019588,Pand in gebruik,,"POLYGON ((131407.623 460588.239,131405.482 460590.21,131404.014 460588.574,131408.434 460584.505,131410.472 460586.776,131408.193 460588.874,131407.623 460588.239))"
Stichtse Vecht,G1904,1935,0333100000017994,Pand in gebruik,,"POLYGON ((134763.703 460737.6,134767.138 460734.786,134769.898 460737.986,134766.378 460740.866,134763.703 460737.6))"
Stichtse Vecht,G1904,1935,0333100000019405,Pand in gebruik,,"POLYGON ((131422.563 460622.142,131424.826 460619.927,131428.39 460623.756,131426.155 460625.95,131422.563 460622.142))"
Stichtse Vecht,G1904,1935,0329100000002354,Pand in gebruik,Rijksstraatweg 122 Loenen aan de Vecht,"POLYGON ((130033.698 469205.42,130023.097 469197.896,130025.744 469194.195,130026.239 469194.546,130036.345 469201.719,130033.698 469205.42))"
Stichtse Vecht,G1904,1935,0333100000000923,Pand in gebruik,,"POLYGON ((131472.05 460600.691,131473.904 460602.758,131471.851 460604.599,131469.983 460602.545,131472.05 460600.691))"
Stichtse Vecht,G1904,1935,0333100000017107,Pand in gebruik,,"POLYGON ((131070.327 462036.075,131064.421 462041.501,131062.053 462038.923,131067.958 462033.498,131070.327 462036.075))"
Stichtse Vecht,G1904,1935,0333100000019587,Pand in gebruik,,"POLYGON ((131503.521 460637.545,131501.947 460635.835,131503.878 460634.045,131505.452 460635.755,131503.521 460637.545))"
Stichtse Vecht,G1904,1935,0311100000003008,Pand in gebruik,Engel de Ruijterstraat 27,"POLYGON ((128429.988 464704.949,128430.519 464702.955,128433.269 464703.719,128436.086 464704.501,128435.545 464706.434,128432.546 464705.633,128429.988 464704.949))"
Stichtse Vecht,G1904,1935,0333100000011767,Pand in gebruik,,"POLYGON ((130873.411 461952.143,130873.905 461949.672,130877.435 461950.378,130876.942 461952.842,130873.411 461952.143))"
Stichtse Vecht,G1904,1935,0329100000002919,Pand in gebruik,Binnenweg 65 Loenersloot,"POLYGON ((128556.858 470930.94,128555.297 470925.793,128564.06 470923.072,128565.67 470928.2,128556.858 470930.94))"
Stichtse Vecht,G1904,1935,0333100000017094,Pand in gebruik,,"POLYGON ((131596.061 460695.206,131597.813 460696.894,131596.125 460698.646,131594.373 460696.958,131596.061 460695.206))"
Stichtse Vecht,G1904,1935,0333100000014840,Pand in gebruik,Stationsweg 34 Maarssen,"POLYGON ((130967.676 460990.461,130969.799 460988.088,130971.354 460989.526,130969.135 460991.798,130967.676 460990.461))"
Stichtse Vecht,G1904,1935,0333100000019590,Pand in gebruik,,"POLYGON ((131461.043 460666.824,131465.569 460662.655,131469.243 460666.654,131467.864 460667.942,131465.545 460670.085,131464.718 460670.823,131461.043 460666.824))"
Stichtse Vecht,G1904,1935,0333100000010309,Pand in gebruik,Nassaustraat achter 10 Maarssen,"POLYGON ((131270.298 461618.917,131275.312 461617.362,131275.401 461617.648,131278.254 461626.375,131273.106 461627.972,131272.928 461627.398,131271.166 461621.715,131270.298 461618.917))"
Stichtse Vecht,G1904,1935,0311100000003879,Pand in gebruik,Willink van Collenstraat 26,"POLYGON ((128633.522 464653.265,128631.609 464652.71,128632.294 464650.078,128634.327 464650.771,128633.522 464653.265))"
Stichtse Vecht,G1904,1935,0329100000006111,Pand in gebruik,Oud Over 96 Loenen aan de Vecht,"POLYGON ((130686.579 469503.862,130688.453 469503.711,130688.266 469500,130688.257 469499.821,130695.585 469499.403,130695.633 469500,130695.885 469503.13,130699.114 469502.87,130699.595 469508.839,130687.061 469509.848,130686.579 469503.862))"
Stichtse Vecht,G1904,1935,0329100000003365,Pand in gebruik,Polderweg 5 Loenersloot,"POLYGON ((128658.758 470081.505,128656.17 470093.145,128643.961 470090.64,128646.523 470079.039,128658.758 470081.505))"
Stichtse Vecht,G1904,1935,0311100000009018,Pand in gebruik,Van Reedestr 1,"POLYGON ((127146.519 467086.853,127154.541 467087.225,127154.318 467091.384,127146.519 467091.087,127146.519 467086.853))"
Stichtse Vecht,G1904,1935,0333100000014837,Pand in gebruik,Stationsweg 24 Maarssen,"POLYGON ((130992.014 461008.561,130993.437 461009.877,130991.331 461012.23,130989.901 461010.908,130992.014 461008.561))"
Stichtse Vecht,G1904,1935,0333100000017090,Pand in gebruik,,"POLYGON ((131478.661 460679.531,131480.432 460681.463,131477.318 460684.291,131475.547 460682.359,131478.661 460679.531))"
Stichtse Vecht,G1904,1935,0333100000000922,Pand in gebruik,,"POLYGON ((131469.983 460602.545,131468.114 460600.491,131470.183 460598.61,131472.05 460600.691,131469.983 460602.545))"
Stichtse Vecht,G1904,1935,0311100000003011,Pand in gebruik,Engel de Ruijterstraat 6,"POLYGON ((128363.072 464796.238,128363.717 464792.449,128368.781 464793.184,128368.209 464797.08,128363.072 464796.238))"
Stichtse Vecht,G1904,1935,0329100000003383,Pand in gebruik,Rijksstraatweg 205 Loenersloot,"POLYGON ((128309.786 471220.119,128304.623 471218.482,128305.24 471216.495,128304.601 471216.329,128305.975 471212.227,128311.763 471214.086,128309.786 471220.119))"
Stichtse Vecht,G1904,1935,1904100000041728,Pand in gebruik,Burgemeester Egginkstraat 17,"POLYGON ((131494.533 460628.032,131492.508 460625.841,131493.825 460624.606,131495.923 460626.722,131494.533 460628.032))"
Stichtse Vecht,G1904,1935,0311100000007703,Pand in gebruik,Straatweg 93,"POLYGON ((128595.402 465169.082,128600.686 465167.951,128601.342 465170.879,128596.024 465171.987,128595.402 465169.082))"
Stichtse Vecht,G1904,1935,0311100000007706,Pand in gebruik (niet ingemeten),Straatweg 103,"POLYGON ((128604.229 465206.082,128607.537 465205.428,128608.795 465212.47,128605.521 465213.106,128604.229 465206.082))"
Stichtse Vecht,G1904,1935,0333100000000920,Pand in gebruik,,"POLYGON ((131445.214 460576.141,131443.422 460574.251,131445.78 460572.015,131447.573 460573.905,131445.214 460576.141))"
Stichtse Vecht,G1904,1935,0311100000008974,Pand in gebruik,Kerkweg 142,"POLYGON ((126306.44 462645.736,126308.383 462641.214,126314.673 462643.917,126312.77 462648.345,126308.45 462646.6,126306.44 462645.736))"
Stichtse Vecht,G1904,1935,0333100000000921,Pand in gebruik,,"POLYGON ((131447.573 460573.905,131449.365 460575.795,131447.006 460578.031,131445.214 460576.141,131447.573 460573.905))"
Stichtse Vecht,G1904,1935,0333100000020437,Pand in gebruik,,"POLYGON ((131381.693 461402.557,131381.472 461407.382,131375.952 461407.129,131376.176 461402.233,131381.693 461402.557))"
Stichtse Vecht,G1904,1935,0333100000018351,Pand in gebruik,,"POLYGON ((131517.483 460654.294,131515.284 460651.876,131517.364 460649.97,131519.563 460652.389,131517.483 460654.294))"
Stichtse Vecht,G1904,1935,0333100000013812,Pand in gebruik,,"POLYGON ((131552.714 461400.277,131569.254 461405.416,131567.83 461409.999,131557.402 461406.76,131557.924 461405.079,131551.812 461403.18,131552.714 461400.277))"
Stichtse Vecht,G1904,1935,0333100000020115,Pand in gebruik,,"POLYGON ((131215.073 461116.877,131214.954 461122.061,131205.46 461121.612,131205.579 461116.428,131215.073 461116.877))"
Stichtse Vecht,G1904,1936,0333100000018925,Pand in gebruik,,"POLYGON ((134339.202 464105.446,134327.544 464100.643,134329.761 464095.052,134341.48 464099.7,134339.202 464105.446))"
Stichtse Vecht,G1904,1936,0333100000017156,Pand in gebruik,,"POLYGON ((132694.118 462406.77,132685.399 462404.319,132687.913 462395.369,132696.686 462397.834,132694.118 462406.77))"
Stichtse Vecht,G1904,1936,0333100000012850,Pand in gebruik,,"POLYGON ((133351.757 461564.168,133347.638 461559.687,133359.619 461548.673,133363.81 461553.232,133351.757 461564.168))"
Stichtse Vecht,G1904,1936,0333100000020424,Pand in gebruik,Binnenweg 27c Maarssen,"POLYGON ((131593.553 460837.327,131593.975 460833.272,131601.935 460834.552,131601.289 460838.571,131593.553 460837.327))"
Stichtse Vecht,G1904,1936,0311100000007330,Pand in gebruik,Stationsweg 45,"POLYGON ((128348.84 464810.051,128349.249 464807.499,128354.428 464808.293,128354.076 464810.74,128348.84 464810.051))"
Stichtse Vecht,G1904,1936,0333100000020156,Pand in gebruik,,"POLYGON ((131385.636 462400.732,131388.353 462403.68,131384.115 462407.61,131381.358 462404.7,131385.636 462400.732))"
Stichtse Vecht,G1904,1936,1904100000039094,Pand in gebruik,De Plassen Zuid 466,"POLYGON ((131293.218 464144.399,131294.371 464141.047,131294.718 464140.039,131303.598 464143.119,131303.217 464144.22,131302.098 464147.459,131293.218 464144.399))"
Stichtse Vecht,G1904,1936,0333100000016004,Pand in gebruik,,"POLYGON ((130499.539 461788.292,130502.775 461784.158,130505.176 461786.037,130507.657 461787.98,130510.751 461790.403,130507.519 461794.532,130504.423 461792.112,130501.94 461790.172,130499.539 461788.292))"
Stichtse Vecht,G1904,1936,0333100000013545,Pand in gebruik,,"POLYGON ((132709.471 462401.3,132707.594 462406.246,132702.712 462404.393,132704.589 462399.447,132709.471 462401.3))"
Stichtse Vecht,G1904,1936,0311100000006096,Pand in gebruik,Domineeslaantje 55,"POLYGON ((128346.938 464951.066,128350.109 464951.158,128349.98 464955.646,128349.965 464956.156,128348.176 464956.104,128348.177 464955.94,128347.024 464955.926,128346.938 464951.066))"
Stichtse Vecht,G1904,1936,0311100000007331,Pand in gebruik,Stationsweg 47,"POLYGON ((128345.238 464811.844,128345.963 464807.001,128349.249 464807.499,128348.84 464810.051,128348.476 464812.322,128345.238 464811.844))"
Stichtse Vecht,G1904,1936,0329100000002363,Pand in gebruik,Rijksstraatweg 128 Loenen aan de Vecht,"POLYGON ((129996.537 469237.414,129998.489 469234.696,130000 469235.781,130001.08 469236.558,130000 469238.062,129999.137 469239.265,129996.537 469237.414))"
Stichtse Vecht,G1904,1936,0333100000013546,Pand in gebruik,,"POLYGON ((132228.54 462653.58,132230.9 462646.06,132236.14 462647.7,132235.22 462650.58,132238.34 462651.58,132236.899 462656.192,132228.54 462653.58))"
Stichtse Vecht,G1904,1936,0311100000007329,Pand in gebruik,Stationsweg 39 Breukelen,"POLYGON ((128375.828 464815.219,128376.458 464811.707,128383.878 464812.796,128383.871 464812.845,128383.358 464816.348,128375.828 464815.219))"
Stichtse Vecht,G1904,1936,0333100000012586,Pand in gebruik,,"POLYGON ((133328.082 461582.537,133332.559 461578.973,133329.51 461575.145,133337.123 461569.084,133340.685 461573.559,133333.017 461579.664,133336.428 461583.948,133332.008 461587.468,133328.082 461582.537))"
