FID,omschrijving,structuurtype,geometrie
O10002_GBI_Groenstructuur.10,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177590.296 504228.902, 177590.289 504228.045, 177590.358 504227.191, 177590.505 504226.346, 177590.727 504225.518, 177591.023 504224.714, 177591.39 504223.939, 177591.825 504223.201, 177592.325 504222.505, 177592.886 504221.856, 177593.503 504221.261, 177594.171 504220.724, 177594.885 504220.25, 177595.639 504219.842, 177596.426 504219.503, 177597.241 504219.237, 177598.077 504219.045, 177598.926 504218.929, 177599.782 504218.89, 177600.607 504218.926, 177601.426 504219.034, 177602.233 504219.212, 177603.021 504219.46, 177603.784 504219.775, 177604.518 504220.155, 177605.215 504220.597, 177605.871 504221.098, 177606.482 504221.655, 177607.041 504222.262, 177607.546 504222.916, 177607.992 504223.611, 177608.377 504224.342, 177608.696 504225.104, 177608.947 504225.891, 177609.13 504226.696, 177609.242 504227.514, 177609.282 504228.345, 177609.25 504229.175, 177609.145 504230, 177608.968 504230.812, 177608.721 504231.606, 177608.406 504232.375, 177608.025 504233.114, 177607.58 504233.816, 177607.076 504234.477, 177606.516 504235.092, 177605.904 504235.655, 177605.246 504236.162, 177604.545 504236.61, 177603.809 504236.995, 177603.041 504237.314, 177602.248 504237.565, 177601.437 504237.745, 177600.613 504237.854, 177599.782 504237.89, 177598.936 504237.852, 177598.096 504237.739, 177597.27 504237.552, 177596.463 504237.292, 177595.683 504236.96, 177594.936 504236.561, 177594.227 504236.097, 177593.562 504235.571, 177592.947 504234.988, 177592.387 504234.353, 177591.885 504233.67, 177591.446 504232.945, 177591.073 504232.184, 177590.769 504231.393, 177590.538 504230.578, 177590.38 504229.745, 177590.296 504228.902)))"
O10002_GBI_Groenstructuur.11,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177646.262 504263.955, 177647.127 504263.994, 177647.985 504264.112, 177648.828 504264.308, 177649.651 504264.579, 177650.444 504264.925, 177651.204 504265.341, 177651.922 504265.824, 177652.593 504266.371, 177653.212 504266.977, 177653.772 504267.637, 177654.271 504268.344, 177654.703 504269.095, 177655.065 504269.881, 177655.353 504270.697, 177655.567 504271.537, 177655.703 504272.392, 177655.76 504273.255, 177655.739 504274.121, 177655.639 504274.981, 177655.461 504275.828, 177655.207 504276.656, 177654.878 504277.457, 177654.478 504278.225, 177654.01 504278.953, 177653.477 504279.635, 177652.884 504280.266, 177652.237 504280.841, 177651.539 504281.354, 177650.798 504281.802, 177650.02 504282.18, 177649.21 504282.486, 177648.375 504282.717, 177647.523 504282.87, 177646.894 504282.933, 177646.262 504282.954, 177645.404 504282.916, 177644.553 504282.799, 177643.716 504282.607, 177642.9 504282.339, 177642.111 504281.999, 177641.356 504281.59, 177640.642 504281.113, 177639.973 504280.574, 177639.355 504279.977, 177638.795 504279.326, 177638.295 504278.628, 177637.86 504277.887, 177637.494 504277.11, 177637.2 504276.303, 177636.979 504275.473, 177636.835 504274.626, 177636.768 504273.77, 177636.778 504272.911, 177636.866 504272.056, 177637.031 504271.213, 177637.271 504270.389, 177637.585 504269.589, 177637.969 504268.821, 177638.422 504268.091, 177638.938 504267.404, 177639.515 504266.768, 177640.146 504266.185, 177640.828 504265.663, 177641.554 504265.204, 177642.318 504264.812, 177643.115 504264.491, 177643.938 504264.244, 177644.779 504264.071, 177645.633 504263.976, 177646.262 504263.955)))"
O10002_GBI_Groenstructuur.12,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177628.903 504321.646, 177628.842 504320.805, 177628.855 504319.961, 177628.944 504319.122, 177629.106 504318.294, 177629.341 504317.484, 177629.648 504316.698, 177630.022 504315.942, 177630.463 504315.222, 177630.965 504314.544, 177631.526 504313.914, 177632.14 504313.336, 177632.803 504312.814, 177633.51 504312.354, 177634.255 504311.958, 177635.032 504311.629, 177635.836 504311.371, 177636.659 504311.185, 177637.495 504311.073, 177638.338 504311.036, 177639.174 504311.072, 177640.003 504311.183, 177640.819 504311.365, 177641.616 504311.619, 177642.388 504311.942, 177643.128 504312.332, 177643.832 504312.785, 177644.492 504313.299, 177645.105 504313.868, 177645.665 504314.489, 177646.169 504315.157, 177646.612 504315.867, 177646.99 504316.613, 177647.302 504317.39, 177647.55 504318.216, 177647.723 504319.062, 177647.818 504319.919, 177647.834 504320.782, 177647.773 504321.643, 177647.633 504322.495, 177647.417 504323.33, 177647.126 504324.142, 177646.763 504324.925, 177646.33 504325.672, 177645.831 504326.376, 177645.27 504327.031, 177644.652 504327.634, 177643.981 504328.177, 177643.265 504328.658, 177642.507 504329.072, 177641.715 504329.415, 177640.896 504329.685, 177640.055 504329.879, 177639.2 504329.996, 177638.338 504330.035, 177637.476 504329.996, 177636.621 504329.879, 177635.78 504329.685, 177634.961 504329.415, 177634.169 504329.072, 177633.412 504328.659, 177632.695 504328.178, 177632.025 504327.635, 177631.407 504327.033, 177630.846 504326.377, 177630.347 504325.673, 177629.914 504324.927, 177629.55 504324.145, 177629.259 504323.333, 177629.043 504322.498, 177628.903 504321.646)))"
O10002_GBI_Groenstructuur.56,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((172209.699 509449.78, 172208.117 509447.233, 172218.42 509440.56, 172220.089 509443.06, 172209.699 509449.78)))"
O10002_GBI_Groenstructuur.99,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((171873.281 508689.815, 171870.308 508687.151, 171867.968 508687.268, 171866.379 508685.884, 171877.652 508668.14, 171882.442 508673.952, 171882.246 508676.266, 171884.513 508679.125, 171883.678 508679.839, 171881.427 508681.825, 171880.272 508682.879, 171878.715 508684.339, 171877.286 508685.72, 171875.951 508687.047, 171874.343 508688.695, 171873.281 508689.815)))"
O10002_GBI_Groenstructuur.13,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177570.291 504355.657, 177569.467 504355.622, 177568.648 504355.514, 177567.842 504355.336, 177567.054 504355.089, 177566.291 504354.774, 177565.558 504354.394, 177564.861 504353.952, 177564.205 504353.451, 177563.594 504352.895, 177563.14 504352.41, 177562.598 504351.73, 177562.12 504351.003, 177561.712 504350.236, 177561.375 504349.434, 177561.112 504348.605, 177560.927 504347.756, 177560.82 504346.893, 177560.792 504346.023, 177560.844 504345.155, 177560.976 504344.296, 177561.185 504343.452, 177561.471 504342.63, 177561.83 504341.839, 177562.26 504341.083, 177562.758 504340.37, 177563.319 504339.705, 177563.938 504339.095, 177564.611 504338.543, 177565.331 504338.056, 177566.092 504337.636, 177566.889 504337.288, 177567.714 504337.014, 177568.561 504336.816, 177569.423 504336.697, 177570.291 504336.658, 177571.143 504336.696, 177571.988 504336.81, 177572.819 504337, 177573.629 504337.263, 177574.413 504337.598, 177575.164 504338.002, 177575.875 504338.472, 177576.542 504339.003, 177577.158 504339.592, 177577.719 504340.234, 177578.22 504340.924, 177578.657 504341.656, 177579.027 504342.424, 177579.326 504343.222, 177579.553 504344.044, 177579.705 504344.882, 177579.782 504345.731, 177579.782 504346.584, 177579.705 504347.433, 177579.553 504348.271, 177579.326 504349.093, 177579.027 504349.891, 177578.657 504350.659, 177578.22 504351.391, 177577.719 504352.081, 177577.158 504352.723, 177576.542 504353.312, 177575.875 504353.843, 177575.164 504354.313, 177574.413 504354.717, 177573.629 504355.052, 177572.819 504355.315, 177571.988 504355.505, 177571.143 504355.619, 177570.291 504355.657)))"
O10002_GBI_Groenstructuur.14,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177503.387 504032.581, 177503.281 504031.719, 177503.253 504030.85, 177503.306 504029.982, 177503.437 504029.122, 177503.647 504028.279, 177503.933 504027.458, 177504.292 504026.666, 177504.723 504025.911, 177505.22 504025.198, 177505.781 504024.534, 177506.4 504023.923, 177507.073 504023.372, 177507.793 504022.885, 177508.554 504022.466, 177509.351 504022.118, 177510.176 504021.844, 177511.023 504021.646, 177511.884 504021.527, 177512.752 504021.488, 177513.623 504021.528, 177514.486 504021.647, 177515.334 504021.845, 177516.161 504022.12, 177516.959 504022.47, 177517.721 504022.891, 177518.442 504023.38, 177519.115 504023.933, 177519.735 504024.546, 177520.296 504025.213, 177520.793 504025.928, 177521.223 504026.686, 177521.581 504027.48, 177521.865 504028.304, 177522.073 504029.15, 177522.202 504030.012, 177522.252 504030.881, 177522.224 504031.716, 177522.124 504032.544, 177521.951 504033.361, 177521.707 504034.159, 177521.394 504034.933, 177521.015 504035.676, 177520.571 504036.383, 177520.067 504037.049, 177519.507 504037.667, 177518.895 504038.235, 177518.235 504038.746, 177517.533 504039.197, 177516.794 504039.585, 177516.024 504039.906, 177515.228 504040.159, 177514.414 504040.341, 177513.586 504040.451, 177512.752 504040.488, 177511.921 504040.451, 177511.096 504040.342, 177510.283 504040.161, 177509.49 504039.91, 177508.721 504039.59, 177507.984 504039.204, 177507.283 504038.755, 177506.624 504038.247, 177506.012 504037.682, 177505.452 504037.067, 177504.948 504036.405, 177504.504 504035.701, 177504.123 504034.961, 177503.808 504034.19, 177503.562 504033.395, 177503.387 504032.581)))"
O10002_GBI_Groenstructuur.15,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176083.201 505128.388, 176082.406 505128.735, 176081.582 505129.007, 176080.737 505129.204, 176079.878 505129.322, 176079.011 505129.362, 176078.165 505129.324, 176077.327 505129.212, 176076.501 505129.025, 176075.696 505128.765, 176074.916 505128.434, 176074.17 505128.036, 176073.461 505127.573, 176072.797 505127.048, 176072.182 505126.466, 176071.621 505125.832, 176071.119 505125.151, 176070.68 505124.428, 176070.307 505123.668, 176070.003 505122.878, 176069.77 505122.064, 176069.611 505121.233, 176069.526 505120.391, 176069.516 505119.545, 176069.582 505118.701, 176069.723 505117.866, 176069.938 505117.047, 176070.224 505116.251, 176070.581 505115.483, 176071.004 505114.75, 176071.491 505114.058, 176072.037 505113.411, 176072.639 505112.816, 176073.235 505112.32, 176073.87 505111.874, 176074.539 505111.481, 176075.238 505111.144, 176075.962 505110.865, 176076.706 505110.646, 176077.466 505110.489, 176078.236 505110.394, 176079.011 505110.362, 176079.86 505110.4, 176080.702 505110.514, 176081.531 505110.703, 176082.34 505110.964, 176083.121 505111.298, 176083.87 505111.699, 176084.581 505112.166, 176085.246 505112.695, 176085.862 505113.281, 176086.423 505113.919, 176086.924 505114.605, 176087.362 505115.334, 176087.733 505116.098, 176088.035 505116.893, 176088.264 505117.711, 176088.419 505118.547, 176088.499 505119.393, 176088.503 505120.243, 176088.431 505121.09, 176088.284 505121.927, 176088.062 505122.747, 176087.768 505123.545, 176087.404 505124.312, 176086.973 505125.045, 176086.478 505125.736, 176085.923 505126.379, 176085.313 505126.971, 176084.652 505127.506, 176083.946 505127.979, 176083.201 505128.388)))"
O10002_GBI_Groenstructuur.16,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175993.918 505138.3, 175993.071 505138.263, 175992.23 505138.149, 175991.403 505137.961, 175990.596 505137.701, 175989.815 505137.369, 175989.068 505136.969, 175988.358 505136.504, 175987.693 505135.977, 175987.078 505135.393, 175986.517 505134.757, 175986.016 505134.073, 175985.577 505133.347, 175985.205 505132.585, 175984.902 505131.793, 175984.671 505130.977, 175984.514 505130.143, 175984.431 505129.299, 175984.425 505128.451, 175984.494 505127.606, 175984.638 505126.77, 175984.856 505125.95, 175985.146 505125.153, 175985.506 505124.386, 175985.934 505123.653, 175986.425 505122.961, 175986.975 505122.316, 175987.581 505121.723, 175988.238 505121.186, 175988.94 505120.71, 175989.681 505120.298, 175990.456 505119.954, 175991.259 505119.68, 175992.083 505119.479, 175992.69 505119.38, 175993.303 505119.321, 175993.918 505119.301, 175994.765 505119.338, 175995.606 505119.452, 175996.433 505119.64, 175997.24 505119.9, 175998.021 505120.232, 175998.769 505120.632, 175999.478 505121.098, 176000.143 505121.624, 176000.758 505122.208, 176001.319 505122.844, 176001.821 505123.528, 176002.259 505124.254, 176002.632 505125.016, 176002.935 505125.809, 176003.165 505126.625, 176003.323 505127.458, 176003.405 505128.303, 176003.411 505129.151, 176003.342 505129.996, 176003.198 505130.832, 176002.98 505131.652, 176002.69 505132.449, 176002.329 505133.217, 176001.902 505133.949, 176001.411 505134.641, 176000.86 505135.286, 176000.254 505135.879, 175999.597 505136.416, 175998.895 505136.892, 175998.243 505137.259, 175997.564 505137.573, 175996.862 505137.833, 175996.142 505138.036, 175995.409 505138.183, 175994.666 505138.271, 175993.918 505138.3)))"
O10002_GBI_Groenstructuur.17,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175889.876 505077.877, 175889.016 505077.838, 175888.162 505077.721, 175887.323 505077.528, 175886.505 505077.259, 175885.715 505076.918, 175884.959 505076.506, 175884.243 505076.027, 175883.573 505075.486, 175882.956 505074.886, 175882.395 505074.232, 175881.895 505073.531, 175881.461 505072.787, 175881.097 505072.007, 175880.804 505071.197, 175880.586 505070.364, 175880.444 505069.515, 175880.38 505068.656, 175880.394 505067.795, 175880.485 505066.939, 175880.654 505066.095, 175880.899 505065.269, 175881.217 505064.469, 175881.606 505063.701, 175882.064 505062.972, 175882.585 505062.286, 175883.167 505061.651, 175883.803 505061.071, 175884.49 505060.552, 175885.221 505060.096, 175885.99 505059.709, 175886.791 505059.392, 175887.617 505059.15, 175888.462 505058.983, 175889.167 505058.904, 175889.876 505058.877, 175890.719 505058.915, 175891.556 505059.027, 175892.379 505059.213, 175893.183 505059.472, 175893.961 505059.801, 175894.706 505060.197, 175895.413 505060.658, 175896.077 505061.18, 175896.691 505061.759, 175897.252 505062.391, 175897.754 505063.069, 175898.194 505063.79, 175898.569 505064.546, 175898.875 505065.333, 175899.109 505066.144, 175899.271 505066.973, 175899.359 505067.812, 175899.372 505068.657, 175899.309 505069.499, 175899.172 505070.332, 175898.962 505071.149, 175898.68 505071.945, 175898.329 505072.713, 175897.91 505073.446, 175897.429 505074.139, 175896.887 505074.787, 175896.291 505075.384, 175895.643 505075.926, 175894.95 505076.408, 175894.217 505076.827, 175893.536 505077.144, 175892.832 505077.406, 175892.109 505077.611, 175891.372 505077.759, 175890.626 505077.848, 175889.876 505077.877)))"
O10002_GBI_Groenstructuur.18,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176324.637 505152.194, 176325.492 505152.232, 176326.341 505152.348, 176327.176 505152.539, 176327.99 505152.805, 176328.777 505153.143, 176329.53 505153.551, 176330.244 505154.025, 176330.911 505154.561, 176331.528 505155.155, 176332.089 505155.802, 176332.59 505156.498, 176333.025 505157.235, 176333.393 505158.009, 176333.689 505158.812, 176333.912 505159.639, 176334.059 505160.483, 176334.13 505161.337, 176334.123 505162.193, 176334.04 505163.046, 176333.88 505163.887, 176333.645 505164.711, 176333.336 505165.51, 176332.957 505166.278, 176332.511 505167.009, 176332 505167.696, 176331.429 505168.335, 176330.803 505168.92, 176330.128 505169.446, 176329.407 505169.909, 176328.648 505170.305, 176327.883 505170.622, 176327.093 505170.87, 176326.285 505171.049, 176325.464 505171.157, 176324.637 505171.193, 176323.8 505171.157, 176322.971 505171.046, 176322.154 505170.863, 176321.357 505170.609, 176320.585 505170.286, 176319.844 505169.896, 176319.141 505169.443, 176318.48 505168.929, 176317.868 505168.359, 176317.307 505167.737, 176316.804 505167.069, 176316.361 505166.359, 176315.983 505165.612, 176315.671 505164.835, 176315.43 505164.034, 176315.259 505163.215, 176315.162 505162.384, 176315.138 505161.547, 176315.188 505160.712, 176315.311 505159.884, 176315.506 505159.07, 176315.772 505158.277, 176316.107 505157.51, 176316.509 505156.776, 176316.973 505156.079, 176317.479 505155.446, 176318.038 505154.859, 176318.644 505154.322, 176319.294 505153.838, 176319.983 505153.412, 176320.706 505153.045, 176321.457 505152.742, 176322.232 505152.503, 176323.024 505152.332, 176323.827 505152.229, 176324.637 505152.194)))"
O10002_GBI_Groenstructuur.68,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((171932.69 509532.287, 171879.6 509518.88, 171882.042 509509.243, 171935.226 509522.386, 171932.69 509532.287)))"
O10002_GBI_Groenstructuur.100,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((172049.952 508902.357, 172030.286 508889.779, 172034.074 508883.816, 172053.39 508896.084, 172056.372 508897.971, 172054.932 508900.2, 172054.337 508900.813, 172053.676 508901.327, 172052.839 508901.799, 172051.852 508902.157, 172049.952 508902.357)))"
O10002_GBI_Groenstructuur.19,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176307.892 505289.003, 176308.581 505288.875, 176309.277 505288.797, 176309.978 505288.771, 176310.846 505288.811, 176311.707 505288.93, 176312.553 505289.127, 176313.378 505289.401, 176314.174 505289.749, 176314.935 505290.168, 176315.655 505290.654, 176316.327 505291.205, 176316.946 505291.815, 176317.507 505292.479, 176318.005 505293.191, 176318.436 505293.946, 176318.795 505294.737, 176319.082 505295.557, 176319.291 505296.4, 176319.424 505297.259, 176319.476 505298.126, 176319.45 505298.995, 176319.344 505299.858, 176319.16 505300.707, 176318.899 505301.536, 176318.564 505302.337, 176318.156 505303.105, 176317.68 505303.832, 176317.14 505304.512, 176316.54 505305.141, 176315.885 505305.712, 176315.241 505306.18, 176314.559 505306.593, 176313.846 505306.948, 176313.106 505307.242, 176312.343 505307.472, 176311.564 505307.638, 176310.774 505307.738, 176309.978 505307.771, 176309.112 505307.732, 176308.253 505307.614, 176307.409 505307.418, 176306.586 505307.145, 176305.792 505306.799, 176305.032 505306.383, 176304.314 505305.898, 176303.642 505305.35, 176303.023 505304.743, 176302.463 505304.083, 176301.964 505303.374, 176301.533 505302.622, 176301.171 505301.834, 176300.883 505301.017, 176300.671 505300.177, 176300.536 505299.321, 176300.48 505298.456, 176300.502 505297.59, 176300.604 505296.729, 176300.783 505295.881, 176301.039 505295.053, 176301.37 505294.252, 176301.772 505293.484, 176302.242 505292.757, 176302.777 505292.075, 176303.372 505291.444, 176304.021 505290.871, 176304.721 505290.359, 176305.464 505289.913, 176306.244 505289.536, 176307.056 505289.232, 176307.892 505289.003)))"
O10002_GBI_Groenstructuur.20,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176424.529 504793.96, 176424.504 504794.796, 176424.406 504795.627, 176424.235 504796.446, 176423.993 504797.246, 176423.681 504798.022, 176423.303 504798.768, 176422.86 504799.477, 176422.356 504800.145, 176421.796 504800.766, 176421.183 504801.335, 176420.523 504801.848, 176419.82 504802.301, 176419.08 504802.691, 176418.308 504803.014, 176417.511 504803.267, 176416.695 504803.45, 176415.866 504803.56, 176415.03 504803.597, 176414.197 504803.56, 176413.37 504803.451, 176412.556 504803.269, 176411.761 504803.017, 176410.991 504802.695, 176410.252 504802.308, 176409.55 504801.857, 176408.891 504801.346, 176408.278 504800.78, 176407.718 504800.162, 176407.214 504799.497, 176406.771 504798.79, 176406.391 504798.048, 176406.078 504797.275, 176405.833 504796.477, 176405.66 504795.661, 176405.556 504794.799, 176405.532 504793.932, 176405.587 504793.066, 176405.72 504792.208, 176405.931 504791.367, 176406.218 504790.548, 176406.579 504789.759, 176407.01 504789.005, 176407.508 504788.295, 176408.069 504787.633, 176408.688 504787.024, 176409.36 504786.475, 176410.079 504785.99, 176410.839 504785.572, 176411.635 504785.225, 176412.459 504784.952, 176413.304 504784.755, 176414.163 504784.637, 176415.03 504784.597, 176415.899 504784.637, 176416.76 504784.756, 176417.607 504784.953, 176418.432 504785.227, 176419.229 504785.575, 176419.99 504785.995, 176420.71 504786.482, 176421.383 504787.033, 176422.002 504787.644, 176422.563 504788.308, 176423.06 504789.021, 176423.491 504789.776, 176423.85 504790.568, 176424.136 504791.389, 176424.346 504792.233, 176424.477 504793.093, 176424.529 504793.96)))"
O10002_GBI_Groenstructuur.21,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176316.056 505328.508, 176315.204 505328.47, 176314.359 505328.356, 176313.528 505328.166, 176312.718 505327.902, 176311.934 505327.567, 176311.183 505327.164, 176310.472 505326.694, 176309.805 505326.162, 176309.189 505325.573, 176308.628 505324.931, 176308.127 505324.242, 176307.69 505323.51, 176307.32 505322.742, 176307.021 505321.944, 176306.794 505321.122, 176306.642 505320.284, 176306.565 505319.435, 176306.565 505318.582, 176306.642 505317.733, 176306.794 505316.894, 176307.021 505316.073, 176307.32 505315.275, 176307.69 505314.507, 176308.127 505313.775, 176308.628 505313.085, 176309.189 505312.443, 176309.805 505311.854, 176310.472 505311.323, 176311.183 505310.853, 176311.934 505310.449, 176312.718 505310.114, 176313.528 505309.851, 176314.359 505309.661, 176315.204 505309.547, 176316.056 505309.508, 176316.544 505309.521, 176317.031 505309.559, 176317.883 505309.686, 176318.719 505309.889, 176319.533 505310.168, 176320.319 505310.519, 176321.07 505310.94, 176321.78 505311.427, 176322.443 505311.976, 176323.053 505312.583, 176323.606 505313.243, 176324.097 505313.95, 176324.522 505314.698, 176324.877 505315.482, 176325.16 505316.295, 176325.368 505317.13, 176325.5 505317.981, 176325.554 505318.84, 176325.53 505319.7, 176325.429 505320.555, 176325.25 505321.397, 176324.997 505322.219, 176324.669 505323.016, 176324.271 505323.779, 176323.806 505324.503, 176323.276 505325.182, 176322.688 505325.81, 176322.045 505326.382, 176321.395 505326.866, 176320.707 505327.292, 176319.985 505327.658, 176319.234 505327.961, 176318.46 505328.199, 176317.668 505328.37, 176316.865 505328.474, 176316.056 505328.508)))"
O10002_GBI_Groenstructuur.22,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176146.585 505325.955, 176147.439 505325.993, 176148.286 505326.108, 176149.119 505326.299, 176149.931 505326.564, 176150.717 505326.901, 176151.469 505327.307, 176152.182 505327.779, 176152.849 505328.313, 176153.466 505328.905, 176154.026 505329.55, 176154.527 505330.242, 176154.963 505330.977, 176155.332 505331.749, 176155.63 505332.55, 176155.854 505333.374, 176156.004 505334.216, 176156.077 505335.068, 176156.073 505335.922, 176155.993 505336.773, 176155.836 505337.613, 176155.605 505338.436, 176155.3 505339.235, 176154.925 505340.003, 176154.483 505340.734, 176153.976 505341.423, 176153.41 505342.063, 176152.789 505342.65, 176152.117 505343.178, 176151.4 505343.644, 176150.657 505344.038, 176149.881 505344.364, 176149.08 505344.621, 176148.259 505344.806, 176147.425 505344.918, 176146.585 505344.955, 176145.743 505344.917, 176144.907 505344.805, 176144.085 505344.62, 176143.282 505344.362, 176142.505 505344.034, 176141.761 505343.639, 176141.054 505343.179, 176140.391 505342.658, 176139.777 505342.081, 176139.217 505341.451, 176138.714 505340.774, 176138.273 505340.056, 176137.898 505339.301, 176137.591 505338.515, 176137.356 505337.706, 176137.192 505336.879, 176137.103 505336.041, 176137.088 505335.198, 176137.149 505334.357, 176137.283 505333.525, 176137.491 505332.708, 176137.77 505331.912, 176138.119 505331.145, 176138.534 505330.411, 176139.013 505329.717, 176139.552 505329.069, 176140.108 505328.505, 176140.709 505327.99, 176141.351 505327.527, 176142.029 505327.119, 176142.739 505326.768, 176143.476 505326.478, 176144.234 505326.25, 176145.008 505326.087, 176145.794 505325.988, 176146.585 505325.955)))"
O10002_GBI_Groenstructuur.23,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176014.521 505465.392, 176014.775 505465.396, 176015.618 505465.456, 176016.452 505465.591, 176017.271 505465.799, 176018.068 505466.08, 176018.837 505466.43, 176019.572 505466.847, 176020.267 505467.328, 176020.917 505467.868, 176021.516 505468.464, 176022.059 505469.111, 176022.543 505469.804, 176022.964 505470.537, 176023.317 505471.305, 176023.601 505472.101, 176023.813 505472.919, 176023.952 505473.752, 176024.016 505474.595, 176024.005 505475.44, 176023.919 505476.281, 176023.758 505477.11, 176023.524 505477.923, 176023.219 505478.711, 176022.846 505479.469, 176022.406 505480.19, 176021.904 505480.87, 176021.343 505481.503, 176020.729 505482.083, 176020.065 505482.606, 176019.358 505483.068, 176018.612 505483.466, 176017.834 505483.796, 176017.03 505484.055, 176016.206 505484.242, 176015.367 505484.354, 176014.521 505484.392, 176013.669 505484.354, 176012.824 505484.239, 176011.993 505484.05, 176011.183 505483.786, 176010.399 505483.451, 176009.648 505483.047, 176008.937 505482.578, 176008.27 505482.046, 176007.654 505481.457, 176007.093 505480.815, 176006.592 505480.126, 176006.155 505479.394, 176005.785 505478.626, 176005.486 505477.828, 176005.259 505477.006, 176005.107 505476.167, 176005.03 505475.318, 176005.03 505474.466, 176005.107 505473.617, 176005.259 505472.778, 176005.486 505471.957, 176005.785 505471.159, 176006.155 505470.391, 176006.592 505469.659, 176007.093 505468.969, 176007.654 505468.327, 176008.27 505467.738, 176008.937 505467.207, 176009.648 505466.737, 176010.399 505466.333, 176011.183 505465.998, 176011.993 505465.735, 176012.824 505465.545, 176013.669 505465.431, 176014.521 505465.392)))"
O10002_GBI_Groenstructuur.24,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176018.231 505510.922, 176019.091 505510.962, 176019.943 505511.079, 176020.78 505511.272, 176021.597 505511.541, 176022.387 505511.882, 176023.142 505512.294, 176023.857 505512.772, 176024.526 505513.313, 176025.143 505513.912, 176025.703 505514.564, 176026.202 505515.265, 176026.636 505516.007, 176027.001 505516.786, 176027.294 505517.595, 176027.512 505518.426, 176027.655 505519.275, 176027.72 505520.132, 176027.707 505520.992, 176027.617 505521.847, 176027.449 505522.691, 176027.206 505523.516, 176026.89 505524.316, 176026.502 505525.083, 176026.046 505525.813, 176025.527 505526.498, 176024.947 505527.134, 176024.313 505527.714, 176023.628 505528.235, 176022.9 505528.692, 176022.133 505529.081, 176021.333 505529.399, 176020.509 505529.643, 176019.666 505529.812, 176018.947 505529.894, 176018.224 505529.922, 176017.373 505529.884, 176016.528 505529.769, 176015.697 505529.579, 176014.886 505529.316, 176014.102 505528.981, 176013.352 505528.577, 176012.64 505528.107, 176011.974 505527.576, 176011.358 505526.987, 176010.797 505526.345, 176010.296 505525.655, 176009.859 505524.924, 176009.489 505524.156, 176009.189 505523.358, 176008.962 505522.536, 176008.81 505521.697, 176008.734 505520.848, 176008.734 505519.996, 176008.81 505519.147, 176008.962 505518.308, 176009.189 505517.486, 176009.489 505516.688, 176009.859 505515.92, 176010.296 505515.188, 176010.797 505514.499, 176011.358 505513.857, 176011.974 505513.268, 176012.64 505512.736, 176013.352 505512.267, 176014.102 505511.863, 176014.886 505511.528, 176015.697 505511.264, 176016.528 505511.075, 176017.373 505510.96, 176018.224 505510.922, 176018.231 505510.922)))"
O10002_GBI_Groenstructuur.89,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176368.464 505809.876, 176394.905 505795.006, 176397.813 505796.792, 176402.737 505805.654, 176401.492 505810.062, 176388.852 505817.228, 176385.135 505818.634, 176382.791 505818.963, 176379.684 505818.801, 176376.285 505817.805, 176374.141 505816.651, 176371.44 505814.361, 176370.051 505812.592, 176368.464 505809.876)))"
O10002_GBI_Groenstructuur.1138,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((172422.613 508664.652, 172414.675 508651.089, 172418.71 508648.734, 172426.56 508662.163, 172422.613 508664.652)))"
