FID,omschr,aant_dgk,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
doelgroepstroken_wegvak.64,Busstrook,1 -> 1,H,190262005,2021-10-01T00:00:00,300,354,019026200520211001,KLK0008114611,L,I,3,,"LINESTRING (94971.7826000005 431365.8790999986, 94971.0465000011 431368.6107000001, 94966.42130000144 431389.51999999955, 94963.03649999946 431409.22040000185, 94961.38500000164 431418.4789999984)"
doelgroepstroken_wegvak.65,Busstrook,1 -> 1,H,388548007,2021-10-01T00:00:00,0,42,038854800720211001,KLK0008116734,R,I,4,,"LINESTRING (194013.78400000185 574302.9670000002, 194049.81679999828 574281.3883999996)"
doelgroepstroken_wegvak.66,Busstrook,1 -> 1,H,388548007,2021-10-01T00:00:00,42,184,038854800720211001,KLK0008116742,R,I,3,,"LINESTRING (194049.81679999828 574281.3883999996, 194171.64200000092 574208.4321000017)"
doelgroepstroken_wegvak.67,Busstrook,1 -> 1,H,388548007,2021-10-01T00:00:00,184,256,038854800720211001,KLK0008116743,R,I,4,,"LINESTRING (194171.64200000092 574208.4321000017, 194233.14649999887 574171.5995000005)"
doelgroepstroken_wegvak.68,Busstrook,1 -> 1,H,600138556,2022-05-01T00:00:00,0,54,060013855620220501,KLK0008115737,L,I,4,,"LINESTRING (155523.39319999889 569243.2901999988, 155512.20190000162 569226.7140999995, 155500.72960000113 569210.3299999982, 155492.4851000011 569199.0170000009)"
doelgroepstroken_wegvak.69,Busstrook,1 -> 1,H,600145126,2021-10-01T00:00:00,44,192,060014512620211001,KLK0008116689,L,I,3,,"LINESTRING (193974.49340000004 574341.2994000018, 193847.4829000011 574417.2751999982)"
doelgroepstroken_wegvak.70,Busstrook,1 -> 1,H,600145126,2021-10-01T00:00:00,0,44,060014512620211001,KLK0008116735,L,I,4,,"LINESTRING (194012.25329999998 574318.7120000012, 193974.49340000004 574341.2994000018)"
doelgroepstroken_wegvak.71,Busstrook,1 -> 1,H,600145126,2021-10-01T00:00:00,192,259,060014512620211001,KLK0008116688,L,I,4,,"LINESTRING (193847.4829000011 574417.2751999982, 193790.0971999988 574451.6024999991)"
doelgroepstroken_wegvak.72,Busstrook,1 -> 1,H,600271926,2021-10-01T00:00:00,135,334,060027192620211001,KLK0008117502,R,I,2,,"LINESTRING (197181.60449999943 573305.7749000005, 197231.26790000126 573289.3570999987, 197245.71139999852 573285.2751999982, 197250.28390000015 573284.1779000014, 197255.1900999993 573283.1442999989, 197264.3761 573281.5199999996, 197269.3434999995 573280.886500001, 197282.87950000167 573279.6702999994, 197292.87469999865 573279.3099999987, 197311.36019999906 573279.9144000001, 197318.40569999814 573280.5870999992, 197328.32979999855 573281.8706, 197341.89400000125 573284.3568000011, 197366.29740000144 573289.8350000009, 197375.67610000074 573292.1446999982)"
doelgroepstroken_wegvak.73,Busstrook,1 -> 1,H,600152249,2021-10-01T00:00:00,907,1049,060015224920211001,KLK0008119810,L,I,3,,"LINESTRING (234493.90480000153 554114.2034000009, 234455.08139999956 554117.9941999987, 234415.31340000033 554122.2972000018, 234375.58669999987 554126.9836999997, 234352.89299999923 554129.8652000017)"
doelgroepstroken_wegvak.74,Busstrook,1 -> 1,H,600424894,2021-10-01T00:00:00,21,27,060042489420211001,KLK0008125555,R,I,3,,"LINESTRING (86599.19069999829 460113.0089999996, 86595.2050999999 460108.2254000008)"
doelgroepstroken_wegvak.75,Busstrook,1 -> 1,H,600424903,2021-10-01T00:00:00,0,13,060042490320211001,KLK0008125555,R,I,3,,"LINESTRING (86595.2050999999 460108.2254000008, 86587.17029999942 460098.7558999993, 86586.78290000185 460098.32279999927)"
doelgroepstroken_wegvak.76,Busstrook,1 -> 1,H,600424902,2020-12-01T00:00:00,1,11,060042490220201201,KLK0008125555,R,I,3,,"LINESTRING (86594.70100000128 460117.86829999834, 86585.10009999946 460115.3167000003)"
doelgroepstroken_wegvak.77,Busstrook,1 -> 1,H,600424910,2021-04-01T00:00:00,0,9,060042491020210401,KLK0008125555,R,I,3,,"LINESTRING (86585.10009999946 460115.3167000003, 86584.44330000132 460107.94629999995, 86583.89290000126 460106.44359999895)"
doelgroepstroken_wegvak.78,Busstrook,1 -> 1,H,600106929,2022-02-01T00:00:00,0,11,060010692920220201,KLK0008125556,R,I,4,,"LINESTRING (86441.88300000131 459954.5769999996, 86433.91450000182 459946.993999999)"
doelgroepstroken_wegvak.79,Busstrook,1 -> 1,H,600106929,2022-02-01T00:00:00,786,815,060010692920220201,KLK0008125576,R,I,4,,"LINESTRING (85912.17320000008 459376.0044, 85890.80299999937 459356.4004999995)"
doelgroepstroken_wegvak.80,Busstrook,1 -> 1,H,600106929,2022-02-01T00:00:00,815,816,060010692920220201,KLK0008125577,R,I,5,,"LINESTRING (85890.80299999937 459356.4004999995, 85889.76799999923 459355.4510000013)"
doelgroepstroken_wegvak.81,Busstrook,1 -> 1,H,385303002,2023-01-01T00:00:00,2,29,038530300220230101,KLK0008127841,R,I,5,,"LINESTRING (192845.52439999953 452016.2232000008, 192861.84939999878 452037.72890000045)"
doelgroepstroken_wegvak.82,Busstrook,1 -> 1,H,385304011,2021-10-01T00:00:00,2,29,038530401120211001,KLK0008127841,R,I,5,,"LINESTRING (192844.79619999975 452016.5714999996, 192851.29030000046 452042.7787999995)"
doelgroepstroken_wegvak.83,Busstrook,1 -> 1,H,600143881,2021-10-01T00:00:00,27,184,060014388120211001,KLK0008127873,L,I,4,,"LINESTRING (192948.88819999993 452525.2890999988, 192947.09910000116 452519.27870000154, 192935.38919999823 452481.08790000156, 192924.10970000178 452442.7027999982, 192913.2670999989 452404.4829999991, 192905.10460000113 452374.5278999992)"
doelgroepstroken_wegvak.84,Busstrook,1 -> 1,H,600143881,2021-10-01T00:00:00,0,27,060014388120211001,KLK0008127877,L,I,5,,"LINESTRING (192956.59099999815 452551.16699999943, 192948.88819999993 452525.2890999988)"
doelgroepstroken_wegvak.85,Busstrook,1 -> 1,H,600143882,2021-10-01T00:00:00,0,23,060014388220211001,KLK0008127936,L,I,5,,"LINESTRING (193426.1860000007 455272.74069999903, 193422.92339999974 455249.9732999988)"
doelgroepstroken_wegvak.86,Busstrook,1 -> 1,H,600143584,2021-10-01T00:00:00,1421,1564,060014358420211001,KLK0008129273,R,I,3,,"LINESTRING (182463.82459999993 519829.8935999982, 182409.86059999838 519962.30110000074)"
doelgroepstroken_wegvak.87,Busstrook,1 -> 1,H,600143582,2021-10-01T00:00:00,59,227,060014358220211001,KLK0008129274,R,I,3,,"LINESTRING (182387.61030000076 520016.94469999894, 182324.25349999964 520172.5401000008)"
doelgroepstroken_wegvak.88,Busstrook,1 -> 1,H,364440029,2021-10-01T00:00:00,37,209,036444002920211001,KLK0008129275,L,I,3,,"LINESTRING (182306.73050000146 520184.4605999999, 182371.6785000004 520025.1942999996)"
doelgroepstroken_wegvak.89,Busstrook,1 -> 1,H,386310013,2021-10-01T00:00:00,0,21,038631001320211001,KLK0008127931,R,I,5,,"LINESTRING (193416.06280000135 455108.8896000013, 193419.03440000117 455129.6783000007)"
doelgroepstroken_wegvak.90,Busstrook,1 -> 1,H,387313008,2021-10-01T00:00:00,0,21,038731300820211001,KLK0008127992,R,I,5,,"LINESTRING (193761.5234999992 456953.1079000011, 193768.73950000107 456972.8291000016)"
doelgroepstroken_wegvak.91,Busstrook,1 -> 1,H,600143872,2021-10-01T00:00:00,0,27,060014387220211001,KLK0008127997,L,I,5,,"LINESTRING (193802.32519999892 457108.4919000007, 193793.82620000094 457082.8645000011)"
doelgroepstroken_wegvak.92,Busstrook,1 -> 1,H,385304011,2021-10-01T00:00:00,29,173,038530401120211001,KLK0008127842,R,I,4,,"LINESTRING (192851.29030000046 452042.7787999995, 192885.92599999905 452182.55139999837)"
doelgroepstroken_wegvak.93,Busstrook,1 -> 1,H,385304011,2021-10-01T00:00:00,173,198,038530401120211001,KLK0008127843,R,I,5,,"LINESTRING (192885.92599999905 452182.55139999837, 192891.9455000013 452206.84319999814)"
doelgroepstroken_wegvak.94,Busstrook,1 -> 1,H,385304014,2021-10-01T00:00:00,0,3,038530401420211001,KLK0008127843,R,I,5,,"LINESTRING (192891.9455000013 452206.84319999814, 192892.66600000113 452209.7553999983)"
doelgroepstroken_wegvak.95,Busstrook,1 -> 1,H,386310013,2021-10-01T00:00:00,21,138,038631001320211001,KLK0008127932,R,I,4,,"LINESTRING (193419.03440000117 455129.6783000007, 193435.5901999995 455245.5009999983)"
doelgroepstroken_wegvak.96,Busstrook,1 -> 1,H,386310013,2021-10-01T00:00:00,138,163,038631001320211001,KLK0008127933,R,I,5,,"LINESTRING (193435.5901999995 455245.5009999983, 193439.11050000042 455270.12860000134)"
doelgroepstroken_wegvak.97,Vracht- en busstrook,1 -> 1,H,191281023,2022-08-01T00:00:00,0,91,019128102320220801,KLK0009768712,L,I,1,,"LINESTRING (95867.32400000095 440629.7686999999, 95862.4737999998 440628.2324000001, 95857.77439999953 440626.5203999989, 95853.11219999939 440624.71339999884, 95843.9059999995 440620.7993000001, 95784.28029999882 440593.8007999994)"
doelgroepstroken_wegvak.167,Busstrook,1 -> 1,T,600953014,2022-10-01T00:00:00,160,229,060095301420221001,KLK0009926175,L,I,1,,"LINESTRING (126873.89829999954 434566.8328999989, 126857.97540000081 434537.4043999985, 126843.71209999919 434505.3458000012)"
doelgroepstroken_wegvak.98,Vracht- en busstrook,1 -> 1,H,192281023,2022-08-01T00:00:00,0,264,019228102320220801,KLK0009768712,L,I,1,,"LINESTRING (96112.4076000005 440569.8205000013, 96101.1975999996 440579.7569000013, 96088.4048999995 440589.54459999874, 96084.11199999973 440592.6354999989, 96035.86039999872 440619.4228999987, 96025.04239999875 440623.28649999946, 96009.33049999923 440628.52369999886, 96000.2296999991 440631.0995000005, 95986.32079999894 440634.10449999943, 95978.93710000068 440635.5639999993, 95967.51810000092 440637.28119999915, 95953.00829999894 440638.6548999995, 95942.5337000005 440638.998300001, 95931.28649999946 440639.0841999985, 95918.92990000173 440638.35280000046, 95906.94200000167 440637.7320000008, 95903.93519999832 440637.4444000013, 95893.90269999951 440636.18470000103, 95879.17920000106 440633.2096000016, 95867.32400000095 440629.7686999999)"
doelgroepstroken_wegvak.99,Vracht- en busstrook,1 -> 1,H,192280036,2022-08-01T00:00:00,0,109,019228003620220801,KLK0009768712,L,I,1,,"LINESTRING (96169.97679999843 440481.1843000017, 96171.85790000111 440487.63230000064, 96153.65619999915 440520.2580000013, 96142.32310000062 440536.4849999994, 96128.92940000072 440552.7120000012, 96112.4076000005 440569.8205000013)"
doelgroepstroken_wegvak.100,Busstrook,1 -> 1,H,600106929,2022-02-01T00:00:00,11,786,060010692920220201,KLK0008483339,R,I,3,,"LINESTRING (86433.91450000182 459946.993999999, 86398.41660000011 459913.21350000054, 86355.35269999877 459871.4343000017, 86341.1603000015 459857.3403000012, 86324.16600000113 459839.51619999856, 86310.92339999974 459824.52540000156, 86301.11160000041 459812.7322999984, 86288.6715000011 459797.0436999984, 86226.63379999995 459718.6132999994, 86152.49929999933 459624.250599999, 86140.00679999962 459608.6317999996, 86133.38980000094 459600.504900001, 86114.73000000045 459578.24020000175, 86101.6453000009 459563.1105000004, 86088.29769999906 459548.21440000087, 86068.5885999985 459527.16110000014, 86027.82019999996 459485.1821000017, 85999.73800000176 459456.66699999943, 85984.25140000135 459441.5881999992, 85969.7912000008 459427.7721000016, 85955.16550000012 459414.12999999896, 85940.39759999886 459400.6385000013, 85924.48099999875 459387.2950000018, 85912.17320000008 459376.0044)"
doelgroepstroken_wegvak.101,Vracht- en busstrook,1 -> 1,H,600114182,2022-08-01T00:00:00,310,347,060011418220220801,KLK0009770224,L,I,2,,"LINESTRING (95815.44179999828 440614.24639999866, 95798.90920000151 440605.7619000003, 95784.28029999882 440593.8007999994)"
doelgroepstroken_wegvak.102,Vracht- en busstrook,1 -> 1,H,600114182,2022-08-01T00:00:00,0,310,060011418220220801,KLK0009770225,L,I,1,,"LINESTRING (96116.9860999994 440643.8044999987, 96106.96290000156 440643.439100001, 96096.95639999956 440643.48429999873, 96082.48079999909 440644.16800000146, 96072.49480000138 440645.07559999824, 96062.56419999897 440646.26359999925, 96028.15459999815 440651.8546999991, 96012.41330000013 440654.21759999916, 96002.48580000177 440655.4250999987, 95987.10940000042 440656.61089999974, 95973.07730000094 440657.0042999983, 95958.07050000131 440656.63010000065, 95944.69069999829 440655.7580999993, 95929.77439999953 440654.0835000016, 95916.8535999991 440651.9759000018, 95907.04500000179 440650.0170999989, 95900.2137000002 440648.43510000035, 95880.9664000012 440642.97740000114, 95868.49760000035 440638.8310999982, 95859.15810000151 440635.25510000065, 95848.55270000175 440630.7441999987, 95834.51799999923 440624.03620000184, 95815.44179999828 440614.24639999866)"
doelgroepstroken_wegvak.103,Vracht- en busstrook,1 -> 1,H,600114184,2022-08-01T00:00:00,0,155,060011418420220801,KLK0009770225,L,I,1,,"LINESTRING (96269.61320000142 440664.11349999905, 96250.17220000178 440667.0892000012, 96178.86560000107 440652.62099999934, 96164.13839999959 440649.7729999982, 96149.33210000023 440647.3392999992, 96134.07050000131 440645.1576000005, 96124.11450000107 440644.2142999992, 96116.9860999994 440643.8044999987)"
doelgroepstroken_wegvak.104,Busstrook,1 -> 1,H,395332019,2022-07-01T00:00:00,0,273,039533201920220701,KLK0009581314,R,I,3,,"LINESTRING (197701.69680000097 466449.616799999, 197715.9539999999 466454.3500000015, 197738.75699999928 466461.8539999984, 197761.50600000098 466469.3759999983, 197767.50600000098 466471.3341999985, 197782.16450000182 466476.11829999834, 197784.81700000167 466476.9840000011, 197806.11800000072 466484.0920000002, 197830.08100000024 466491.9759999998, 197830.45050000027 466492.0982000008, 197841.31899999827 466495.69099999964, 197846.0949999988 466497.14400000125, 197865.05810000002 466503.43499999866, 197873.0399999991 466506.08300000057, 197898.40799999982 466514.6649999991, 197922.76900000125 466523.4629999995, 197926.20919999853 466524.77059999853, 197929.9503000006 466526.19249999896, 197947.97899999842 466533.0450000018, 197959.9833999984 466537.7250000015)"
doelgroepstroken_wegvak.105,Busstrook,1 -> 1,H,600123319,2021-10-01T00:00:00,341,360,060012331920211001,KLK0009842870,L,I,3,,"LINESTRING (115897.99370000139 399304.33619999886, 115897.82110000029 399304.13060000166, 115894.42700000107 399300.6182000004, 115890.6623999998 399297.3258999996, 115885.47599999979 399293.63369999826, 115883.34290000051 399292.3691999987)"
doelgroepstroken_wegvak.106,Busstrook,1 -> 1,H,600123319,2021-10-01T00:00:00,317,341,060012331920211001,KLK0009842871,L,I,2,,"LINESTRING (115911.1037000008 399324.3194000013, 115908.35429999977 399318.86199999973, 115905.82400000095 399314.56329999864, 115903.07319999859 399310.3878999986, 115897.99370000139 399304.33619999886)"
doelgroepstroken_wegvak.107,Busstrook,1 -> 1,T,600282333,2022-02-01T00:00:00,3,61,060028233320220201,KLK0009843148,R,I,1,,"LINESTRING (123357.3460999988 420343.9904000014, 123363.37810000032 420357.29619999975, 123369.34959999844 420371.05680000037, 123372.9888000004 420380.37590000033, 123375.65659999847 420388.00510000065, 123378.72789999843 420397.8403999992)"
doelgroepstroken_wegvak.108,Busstrook,1 -> 1,H,600123319,2021-10-01T00:00:00,360,564,060012331920211001,KLK0009842869,L,I,4,,"LINESTRING (115883.34290000051 399292.3691999987, 115881.24120000005 399291.123399999, 115876.69240000099 399289.03759999946, 115867.8189000003 399286.2364999987, 115863.0091000013 399285.123300001, 115858.059799999 399284.38969999924, 115853.08650000021 399283.872299999, 115844.19849999994 399283.3636999987, 115839.23420000076 399283.5692999996, 115834.27419999987 399284.20329999924, 115829.36910000071 399285.2276000008, 115823.6297999993 399286.8680999987, 115819.04329999909 399288.4952000007, 115814.43400000036 399290.4409000017, 115807.31859999895 399294.2071999982, 115803.22940000147 399296.939199999, 115799.28110000119 399300.00769999996, 115794.30849999934 399304.6777999997, 115790.98200000077 399308.3016999997, 115787.77089999989 399312.16330000013, 115784.82710000128 399316.20749999955, 115781.50019999966 399321.6523000002, 115779.20019999892 399326.24810000136, 115777.3376000002 399330.9334000014, 115775.78950000182 399335.6988000013, 115774.50569999963 399340.5315000005, 115772.87409999967 399349.41099999845, 115772.87929999828 399353.41099999845, 115771.03599999845 399407)"
doelgroepstroken_wegvak.109,Busstrook,1 -> 1,H,600414283,2022-07-01T00:00:00,163,230,060041428320220701,KLK0009657252,L,I,3,,"LINESTRING (78391.02820000052 437890.563000001, 78381.80040000007 437893.98999999836, 78378.2399000004 437895.5214000009, 78365.48099999875 437902.3491999991, 78352.9792000018 437909.36190000176, 78332.55409999937 437921.929299999)"
doelgroepstroken_wegvak.110,Busstrook,1 -> 1,H,600414283,2022-07-01T00:00:00,143,163,060041428320220701,KLK0009657253,L,I,2,,"LINESTRING (78409.56740000099 437883.0689999983, 78399.25519999862 437887.4338000007, 78392.24780000001 437890.1101000011, 78391.02820000052 437890.563000001)"
doelgroepstroken_wegvak.111,Busstrook,1 -> 1,H,600271926,2021-10-01T00:00:00,334,338,060027192620211001,KLK0009658993,R,I,3,,"LINESTRING (197375.67610000074 573292.1446999982, 197379.43389999866 573293.0702)"
doelgroepstroken_wegvak.112,Busstrook,1 -> 1,H,600271939,2022-07-01T00:00:00,0,90,060027193920220701,KLK0009658993,R,I,3,,"LINESTRING (197379.43389999866 573293.0702, 197394.86499999836 573296.4629000016, 197399.78810000047 573297.3717, 197409.69629999995 573298.7237999998, 197418.28929999843 573299.6118000001, 197468.68840000033 573303.5828999989)"
doelgroepstroken_wegvak.113,Busstrook,1 -> 1,H,600094018,2022-12-01T00:00:00,165,189,060009401820221201,KLK0009827883,R,I,4,,"LINESTRING (36099.95259999856 401323.63280000165, 36075.508900001645 401322.3443999998)"
doelgroepstroken_wegvak.114,Busstrook,1 -> 1,H,77213021,2022-09-01T00:00:00,46,49,007721302120220901,KLK0009827837,M,I,2,,"LINESTRING (39019.83940000087 406932.2028999999, 39021.352299999446 406934.28290000185)"
doelgroepstroken_wegvak.115,Busstrook,1 -> 1,H,77213021,2022-09-01T00:00:00,0,46,007721302120220901,KLK0009827838,M,I,3,,"LINESTRING (38992.78240000084 406895.00189999864, 39019.83940000087 406932.2028999999)"
doelgroepstroken_wegvak.116,Busstrook,1 -> 1,T,77213021,2022-09-01T00:00:00,5,49,007721302120220901,KLK0009827834,M,I,3,,"LINESTRING (38995.72340000048 406899.0454999991, 39021.352299999446 406934.28290000185)"
doelgroepstroken_wegvak.117,Busstrook,1 -> 1,T,77213021,2022-09-01T00:00:00,0,5,007721302120220901,KLK0009827835,M,I,2,,"LINESTRING (38992.78240000084 406895.00189999864, 38995.72340000048 406899.0454999991)"
doelgroepstroken_wegvak.118,Busstrook,1 -> 1,H,78213002,2022-09-01T00:00:00,23,51,007821300220220901,KLK0009827836,M,I,3,,"LINESTRING (39034.145300000906 406953.3962999992, 39039.19709999859 406960.87139999866, 39049.66800000146 406977.0155999996)"
doelgroepstroken_wegvak.119,Busstrook,1 -> 1,H,78213002,2022-09-01T00:00:00,0,23,007821300220220901,KLK0009827837,M,I,2,,"LINESTRING (39021.352299999446 406934.28290000185, 39026.061000000685 406941.4340999983, 39034.145300000906 406953.3962999992)"
doelgroepstroken_wegvak.120,Busstrook,1 -> 1,T,77213022,2022-09-01T00:00:00,25,54,007721302220220901,KLK0009827835,M,I,2,,"LINESTRING (38975.46319999918 406872.0925000012, 38984.58570000157 406884.00129999965, 38992.78240000084 406895.00189999864)"
doelgroepstroken_wegvak.121,Busstrook,1 -> 1,T,77213022,2022-09-01T00:00:00,0,25,007721302220220901,KLK0009827848,M,I,3,,"LINESTRING (38960.04699999839 406852.4120000005, 38972.42339999974 406868.12420000136, 38975.46319999918 406872.0925000012)"
doelgroepstroken_wegvak.122,Busstrook,1 -> 1,H,600986866,2022-11-01T00:00:00,29,83,060098686620221101,KLK0010046815,R,I,2,,"LINESTRING (233716.7536999993 579045.7457000017, 233710.9274000004 579065.754999999, 233707.51419999823 579073.8513000011, 233700.55600000173 579093.1374999993, 233698.13859999925 579096.1849000007)"
doelgroepstroken_wegvak.123,Busstrook,1 -> 1,H,467558064,2022-11-01T00:00:00,95,244,046755806420221101,KLK0010046847,L,I,2,,"LINESTRING (233578.00400000066 579238.8101000004, 233580.3887999989 579223.0709999986, 233625.53240000084 579098.2518000007)"
doelgroepstroken_wegvak.124,Busstrook,1 -> 1,H,600989561,2022-12-01T00:00:00,287,314,060098956120221201,KLK0010124309,R,I,2,,"LINESTRING (229925.06340000033 579839.4419, 229936.3370999992 579832.4338000007, 229946.76529999822 579826.496100001, 229947.91259999946 579825.8663000017)"
doelgroepstroken_wegvak.125,Busstrook,1 -> 1,H,600989587,2022-12-01T00:00:00,3,10,060098958720221201,KLK0010124327,R,I,3,,"LINESTRING (230071.61190000176 579767.3889000006, 230078.28440000117 579764.0034000017)"
doelgroepstroken_wegvak.126,Busstrook,1 -> 1,H,600989588,2022-12-01T00:00:00,0,2,060098958820221201,KLK0010124327,R,I,3,,"LINESTRING (230078.28440000117 579764.0034000017, 230080.06799999997 579763.0984000005)"
doelgroepstroken_wegvak.127,Busstrook,1 -> 1,H,600989562,2022-12-01T00:00:00,0,59,060098956220221201,KLK0010124309,R,I,2,,"LINESTRING (229947.91259999946 579825.8663000017, 229953.7901000008 579822.6396999992, 229967.2520999983 579815.6108000018, 229985.19170000032 579806.7674000002, 229999.96200000122 579798.2039999999)"
doelgroepstroken_wegvak.128,Busstrook,1 -> 1,H,600094018,2022-12-01T00:00:00,0,165,060009401820221201,KLK0010138809,R,I,3,,"LINESTRING (36259.315900001675 401362.5007000007, 36233.47679999843 401351.31980000064, 36219.35480000079 401345.89719999954, 36196.3264000006 401339.38859999925, 36176.887099999934 401334.68079999834, 36165.51940000057 401332.3537000008, 36147.15599999949 401329.05050000176, 36124.14420000091 401325.9175999984, 36101.637299999595 401323.7215999998, 36099.95259999856 401323.63280000165)"
doelgroepstroken_wegvak.129,Busstrook,1 -> 1,H,395333017,2022-07-01T00:00:00,0,95,039533301720220701,KLK0010082758,R,I,2,,"LINESTRING (197959.9833999984 466537.7250000015, 197993.17599999905 466548.7410000004, 198026.20199999958 466559.74500000104, 198049.9081000015 466568.33989999816)"
doelgroepstroken_wegvak.130,Busstrook,1 -> 1,H,600148036,2021-10-01T00:00:00,75,266,060014803620211001,KLK0010092451,L,I,3,,"LINESTRING (197786.63610000163 466524.30700000003, 197754.35770000145 466510.810899999, 197713.27950000018 466493.9230000004, 197652.84699999914 466469.98270000145, 197616.24159999937 466455.2862999998, 197609.5186999999 466452.84490000084)"
doelgroepstroken_wegvak.131,Busstrook,1 -> 1,H,221377031,2021-10-01T00:00:00,180,293,022137703120211001,KLK0008149788,L,I,3,,"LINESTRING (111088.76669999957 488896.0601999983, 111093.16849999875 488895.47309999913, 111112.87009999901 488892.0432000011, 111164.45450000092 488882.56650000066, 111200.21860000119 488875.6471000016)"
doelgroepstroken_wegvak.132,Busstrook,1 -> 1,H,600112639,2021-10-01T00:00:00,136,201,060011263920211001,KLK0008151230,L,I,3,,"LINESTRING (102707.03330000117 430296.40680000186, 102688.26199999824 430300.3020000011, 102671.8013000004 430304.9648000002, 102657.49769999832 430309.19619999826, 102644.60970000178 430314.14119999856)"
doelgroepstroken_wegvak.133,Busstrook,1 -> 1,H,600112639,2021-10-01T00:00:00,112,136,060011263920211001,KLK0008151231,L,I,2,,"LINESTRING (102730.2349999994 430290.2707000002, 102707.46139999852 430296.31799999997, 102707.03330000117 430296.40680000186)"
doelgroepstroken_wegvak.134,Busstrook,1 -> 1,H,207259067,2021-10-01T00:00:00,165,206,020725906720211001,KLK0008151287,R,I,3,,"LINESTRING (103716.88470000029 429937.5142999999, 103717.6772999987 429937.4175999984, 103744.59650000185 429933.98259999976, 103757.53290000185 429932.16110000014)"
doelgroepstroken_wegvak.135,Busstrook,1 -> 1,H,207259067,2021-10-01T00:00:00,206,210,020725906720211001,KLK0008151288,R,I,4,,"LINESTRING (103757.53290000185 429932.16110000014, 103761.49390000105 429931.60339999944)"
doelgroepstroken_wegvak.136,Busstrook,1 -> 1,H,600126089,2022-06-01T00:00:00,0,93,060012608920220601,KLK0008783951,L,I,3,,"LINESTRING (125441.72800000012 483892.0370000005, 125432.35570000112 483888.55099999905, 125423.11809999868 483886.9539999999, 125412.22899999842 483886.41160000116, 125395.3647999987 483890.81610000134, 125361.14799999818 483919.9970000014)"
doelgroepstroken_wegvak.137,Busstrook,1 -> 1,H,600953067,2022-06-01T00:00:00,0,17,060095306720220601,KLK0008786959,L,I,3,,"LINESTRING (134158.7489 444555.56500000134, 134151.95870000124 444570.8429999985)"
doelgroepstroken_wegvak.138,Busstrook,1 -> 1,H,600953068,2022-06-01T00:00:00,81,204,060095306820220601,KLK0008786959,L,I,3,,"LINESTRING (134208.26419999823 444442.67760000005, 134159 444555, 134158.7489 444555.56500000134)"
doelgroepstroken_wegvak.139,Busstrook,1 -> 1,H,600953068,2022-06-01T00:00:00,0,81,060095306820220601,KLK0008786964,L,I,2,,"LINESTRING (134250.34699999914 444373.5240000002, 134248.91299999878 444375.52800000086, 134241.21400000155 444386.7179999985, 134209 444441, 134208.26419999823 444442.67760000005)"
doelgroepstroken_wegvak.140,Busstrook,1 -> 1,H,600127137,2021-08-01T00:00:00,134,135,060012713720210801,KLK0008786964,L,I,2,,"LINESTRING (134251.17159999907 444372.33619999886, 134250.34699999914 444373.5240000002)"
doelgroepstroken_wegvak.141,Busstrook,1 -> 1,H,600945185,2022-06-01T00:00:00,8,61,060094518520220601,KLK0008790275,L,I,2,,"LINESTRING (108145.33300000057 427163.6213000007, 108161.63210000098 427200.5949999988, 108164.4664000012 427208.0808000006, 108165.60579999909 427211.91519999877, 108165.73099999875 427212.4902999997)"
doelgroepstroken_wegvak.142,Busstrook,1 -> 1,H,600952682,2022-06-01T00:00:00,129,185,060095268220220601,KLK0008790292,R,I,2,,"LINESTRING (108081.08529999852 427253.41380000114, 108080.02670000121 427251.86510000005, 108051.49179999903 427205.87409999967)"
doelgroepstroken_wegvak.143,Busstrook,1 -> 1,H,600945628,2022-06-01T00:00:00,133,195,060094562820220601,KLK0008799072,R,I,3,,"LINESTRING (118088.86459999904 489371.76399999857, 118089.18800000101 489376.7989999987, 118089.43499999866 489386.7859000005, 118088.503800001 489434.19640000165)"
doelgroepstroken_wegvak.144,Busstrook,1 -> 1,H,600955750,2022-06-01T00:00:00,0,12,060095575020220601,KLK0008799092,L,I,4,,"LINESTRING (117981.16809999943 489498.5397000015, 117981 489487)"
doelgroepstroken_wegvak.145,Busstrook,1 -> 1,H,600955751,2022-06-01T00:00:00,70,74,060095575120220601,KLK0008799092,L,I,4,,"LINESTRING (117981.22470000014 489502.42449999973, 117981.16809999943 489498.5397000015)"
doelgroepstroken_wegvak.146,Busstrook,1 -> 1,H,600955751,2022-06-01T00:00:00,56,70,060095575120220601,KLK0008799093,L,I,5,,"LINESTRING (117981.42870000005 489516.4230000004, 117981.22470000014 489502.42449999973)"
doelgroepstroken_wegvak.147,Busstrook,1 -> 1,H,600945629,2022-06-01T00:00:00,0,10,060094562920220601,KLK0008799072,R,I,3,,"LINESTRING (118088.503800001 489434.19640000165, 118088.30000000075 489444.5729999989)"
doelgroepstroken_wegvak.148,Busstrook,1 -> 1,H,600955185,2022-06-01T00:00:00,62,67,060095518520220601,KLK0008802684,R,I,4,,"LINESTRING (234420.3242000006 444156.78810000047, 234423.72610000148 444160.4523999989)"
