OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Area,Shape__Length
1636,742b7995d656410aa58ac4f63a44ff03,2020/09/14 10:39:28+00,L0004,Prorail,bestaand,0,half verhard,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,105.235433,"105,235433",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,102600.3655,422595.257827,51.78954943,4.62771311,532.923786,283,,532.923786,254.776648037315
1637,0478350d81844f05ab13a829ea6e6ec8,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.23724,"35,237240",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100376.96143,427400.916,51.83252809,4.59473078,16.726504,283,,16.726504,29.528077661163
1638,026a9e9509724bee87f9e3a7f6dc0012,2017/03/01 08:34:28+00,L0004,Prorail,bestaand,0,half verhard,801,l,801,801_l,Moerdijk Industrieterrein,Ostlrw-Vlw,Oostelijke Randweg - Vlasweg ,800.189432,"800,189432",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101043.752516,411679.4715,51.69129264,4.60684971,587.63292,283,,587.6329195,200.474157351206
1639,8bf3a6011bb047e9bc82bcf41f867376,2021/02/01 17:44:19+00,L0004,Prorail,bestaand,0,half verhard,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,79.136616,"79,136616",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,120471.070336,488911.298,52.38697056,4.88000819,7608.069364,283,,7608.0693645,522.179871181975
1640,132dfa3e34d845be88b580bfb5ff2abe,2020/12/04 12:32:38+00,L0004,Prorail,bestaand,0,half verhard,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,20.687819,"20,687819",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,106788.1025,477438.194699,52.28282962,4.68067404,771.321464,283,,771.3214645,225.15729321166
1641,14a9b8ab512c467db94a2fcf2cb94744,2022/01/04 19:57:01+00,L0004,Prorail,bestaand,0,half verhard,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,8.340577,"8,340577",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,126235.726,478335.902068,52.29225734,4.96558637,1991.524002,283,,1991.5240025,608.174601648742
1642,6760c96a34094eed86d54f7f317e93c7,2020/08/24 11:42:07+00,L0004,Prorail,bestaand,0,half verhard,485,e,485,485_e,Amsterdam Hemhaven (gebied),Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,150.455757,"150,455757",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,118677.110362,491246.0965,52.40783808,4.85340509,114.672455,283,,114.672455,78.5523996520414
1643,d92255893bc546fc9724a682d7376a5c,2022/02/17 14:54:29+00,L0004,Prorail,bestaand,0,half verhard,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,49.272023,"49,272023",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,147621.00217,523447.066,52.69838709,5.2780481,1253.288653,283,,1253.2886535,594.534349288116
1644,b009c15c479a6907e0530b29a8c00e4d,2020/10/09 10:27:31+00,L0004,Prorail,bestaand,1,open verharding,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,6.343044,"6,343044",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,120326.787345,497634.94,52.46536234,4.87698644,9.386924,283,,9.3869235,13.5455313861578
1645,b009c15c47166907e0530b29a8c00e4d,2020/10/09 10:27:36+00,L0004,Prorail,bestaand,1,half verhard,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,14.818983,"14,818983",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,126781.729,502820.889693,52.51233987,4.97153058,57.100719,283,,57.1007195,32.1337351022235
1646,1fb6b2900c0147609929123fe19e291e,2022/01/04 20:12:50+00,L0004,Prorail,bestaand,0,half verhard,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,7.291355,"7,291355",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,125727.581,479253.738162,52.3004796,4.95805872,2167.421009,283,,2167.421009,614.658209542325
1647,195b22bdc5014e459b44b2faaa4e6c0e,2020/05/18 14:43:52+00,L0004,Prorail,bestaand,1,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,39.24959,"39,249590",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,60139.2345,387622.078713,51.46966607,4.02190669,112.379192,283,,112.3791915,42.5247179437527
1648,99d004df39b04ece95da37580334c257,2021/08/16 09:53:10+00,L0004,Prorail,bestaand,0,half verhard,822,a,822,822_a,Zwijndrecht Groote Lindt,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,102.990265,"102,990265",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,102099.444434,424978.9345,51.81092605,4.62008898,648.403185,283,,648.4031845,194.148668645582
1649,88b6b6dc6b1b4f5ab9b483040ea4a0c4,2017/03/01 08:34:29+00,L0004,Prorail,bestaand,0,half verhard,801,q,801,801_q,Moerdijk Industrieterrein,Ostlrw-Ihrv,Oostelijke Randweg - Insteekhaven Roode Vaart ,925.124749,"925,124749",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Strukton Rail Short Line,101064.485,411956.56002,51.69378506,4.60710659,111.070917,283,,111.0709175,66.2859006669535
1650,93037a71d9dc4f8f9eca23c7c3e53411,2020/09/11 14:13:22+00,L0004,Prorail,bestaand,0,half verhard,822,a,822,822_a,Zwijndrecht Groote Lindt,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,103.458207,"103,458207",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,101670.985195,425143.8535,51.81236752,4.61385099,51.670741,283,,51.670741,35.0011839674567
1651,21363d67cb7549a6abafe699b6c15b7a,2019/08/08 11:59:51+00,L0004,Prorail,bestaand,0,half verhard,116,b,116,116_b,Dordrecht - Rotterdam Barendrecht,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,100.439751,"100,439751",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,103859.491,425117.380848,51.81233443,4.64558895,473.673995,283,,473.6739955,182.356312395409
1652,fca5ab527e1746bab5cce6669f6931c4,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.237857,"35,237857",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100381.383392,427408.5805,51.8325974,4.59479372,16.7268,283,,16.7268005,29.5252369973276
1653,c31a7f9683704a1db90d7200789eb221,2017/03/01 08:34:29+00,L0004,Prorail,bestaand,0,half verhard,801,p,801,801_p,Moerdijk Industrieterrein,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,905.435109,"905,435109",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,96412.364363,410708.007,51.68209604,4.5400376,8523.61506,283,,8523.61506,2517.61920405832
1654,b1d10452a86c4719b105f9d2c738e58c,2017/03/01 08:34:30+00,L0004,Prorail,bestaand,0,half verhard,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,11.642895,"11,642895",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,97742.807,409463.873577,51.67105166,4.55947808,1805.007171,283,,1805.007171,616.788230179835
1655,090232044f5a44129a8f2540c43ee54e,2021/12/23 11:41:37+00,L0004,Prorail,bestaand,0,half verhard,165,,165,165__,Kijfhoek - Moerdijkbrug,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,213.151821,"213,151821",Randstad Zuid,RZ,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,99415.6145,427704.195284,51.83515887,4.58073607,6770.652657,283,,6770.6526575,968.072586669878
1656,a7b3debb70f34ab4900b8e3705deca98,2021/04/06 14:16:24+00,L0004,Prorail,bestaand,1,gesloten verharding,106,,106,106__,Gouda - Moordrecht Aansl. Noord,Gd-Apn,Gouda - Alphen a/d Rijn ,2.176322,"2,176322",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,106144.468359,447889.9205,52.01721176,4.67548881,21.36572,283,,21.36572,21.0607490896993
1657,5b2f5b2cf06e499eb0fd8a0a71eeaafa,2020/09/11 15:49:00+00,L0004,Prorail,bestaand,1,half verhard,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,31.348417,"31,348417",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,109009.5305,447795.039476,52.01660391,4.71723619,156.03749,283,,156.0374905,60.3561505118927
1658,574e468692834508854dd9f53b2ab770,2021/08/10 16:25:08+00,L0004,Prorail,bestaand,0,half verhard,823,b,823,823_b,Oosterhout Weststad,Otw-Otwrw,Oosterhout Weststad - Oosterhout Weststad Rederijweg ,101.099105,"101,099105",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,117167.420443,408527.9115,51.66428721,4.84037123,298.815041,283,,298.81072647,130.492112015385
1659,75c2449e3acc4648bb64917b031dad2c,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.23879,"35,238790",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100420.947137,427468.8335,51.83314281,4.59535814,16.723361,283,,16.7233615,29.5275218269825
1660,0a371dfd1cf94b76a3899d11e4c7130d,2020/08/24 11:44:09+00,L0004,Prorail,bestaand,1,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,18.096845,"18,096845",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,79073.369,384565.096072,51.44506096,4.29502439,345.361464,283,,345.3614635,88.7905926485801
1661,302328f7da29445a85049e67980a5041,2020/09/11 15:27:11+00,L0004,Prorail,bestaand,0,gesloten verharding,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,6.149039,"6,149039",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101922.318902,410580.266,51.68149711,4.61972262,22.080681,283,,22.080681,18.8089239376889
1662,b2b604a723e447149030bab597084bc2,2017/03/01 08:34:28+00,L0004,Prorail,bestaand,0,half verhard,801,d,801,801_d,Moerdijk Industrieterrein,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,302.555421,"302,555421",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,99319.187,411642.956877,51.69079565,4.58191602,53.905965,283,,53.905965,33.0229680454548
1663,4006ae1f04a742828bbab2f8560b0391,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.238457,"35,238457",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100383.460885,427412.742,51.83263501,4.5948232,16.722899,283,,16.7228995,29.5253471883062
1664,ae22f3d09217479784986d0245ddf874,2016/06/16 08:24:23+00,L0004,Prorail,bestaand,0,half verhard,822,a,822,822_a,Zwijndrecht Groote Lindt,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,102.432169,"102,432169",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,102499.535,424673.997073,51.80822314,4.6259365,92.587666,283,,92.587666,67.3211857640025
1665,eb34f9b13bbd42859089312221879cf3,2022/05/09 10:27:49+00,L0004,Prorail,bestaand,0,half verhard,537,a,537,537_a,Moordrecht Aansl.,Gd-Apn,Gouda - Alphen a/d Rijn ,2.960874,"2,960874",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,105555.978378,447373.2675,52.01251618,4.66699111,242.708484,283,,242.708484,90.4764219497033
1666,5593ba3cb5ff40559fb0097f3b5284bf,2020/12/09 11:00:27+00,L0004,Prorail,bestaand,1,half verhard,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,25.093385,"25,093385",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,114922.8735,448613.22948,52.02441626,4.8032785,148.014661,283,,148.014661,49.7240874897944
1667,601b04f277904e929b6b94abded7f666,2021/01/08 15:51:08+00,L0004,Prorail,bestaand,0,half verhard,625,c,625,625_c,Lage Zwaluwe,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,229.764266,"229,764266",Zuid,Z,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,104563.2815,412356.597612,51.69770662,4.65764933,42355.600205,283,,42355.600205,5775.62655183422
1668,c6df723704be4daf89d228847db91427,2019/06/07 09:56:05+00,L0004,Prorail,bestaand,0,half verhard,805,d,805,805_d,Dordrecht Zeehaventerrein,Ddrz-Ddrkw,Dordrecht Zeehaventerrein - Dordrecht Kreckweg ,500.317059,"500,317059",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,103698.261753,422451.585,51.78836007,4.64364619,1117.892409,283,,1117.8924095,383.967701989411
1669,624cc5a11fa14550bfb5e350de5406c7,2017/03/01 08:34:29+00,L0004,Prorail,bestaand,0,half verhard,801,p,801,801_p,Moerdijk Industrieterrein,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,901.947109,"901,947109",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,98731.427,410681.449356,51.6820951,4.57357173,517.990927,283,,517.9909275,163.099415564291
1670,5ed5adb88eae4855bf50a05f22b44c5f,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.243846,"35,243846",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100428.833199,427489.6625,51.83333079,4.59546926,16.719113,283,,16.719113,29.525888428208
1671,cb59d65376934837975f1deda31e7b34,2022/12/06 12:10:52+00,L0004,Prorail,bestaand,0,half verhard,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,31.720828,"31,720828",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,103384.072089,425566.1445,51.81632404,4.63862826,3114.619625,283,,3114.619625,443.574299991549
1672,2f42dd344ba84159b054e85e5d9d1660,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.236501,"35,236501",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100406.382169,427443.128,51.83291035,4.59515091,16.722495,283,,16.722495,29.5264527869658
1673,8f0937c33e04407682a20a2e79a82341,2020/09/14 10:36:36+00,L0004,Prorail,bestaand,0,half verhard,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,105.330049,"105,330049",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,102622.3085,422687.515446,51.79038068,4.62801718,569.212033,283,,569.212033,246.886580547909
1674,72775ff14c0a494597e5b67eb6e2d87d,2022/02/28 07:33:58+00,L0004,Prorail,bestaand,0,half verhard,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,18.733594,"18,733594",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,128655.412,505811.238703,52.53930789,4.99889433,9841.33208,283,,9841.33208,1706.83537930391
1675,61d82f08303a4bf79fc8c195c7b6e279,2022/02/17 14:57:44+00,L0004,Prorail,bestaand,0,half verhard,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,25.700973,"25,700973",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,129293.837054,512746.6005,52.6016665,5.00776845,56.438902,283,,56.4389015,43.6890678412159
1676,e54c788ded1740e6a7c4fcd96d361f60,2022/02/24 12:00:57+00,L0004,Prorail,bestaand,0,half verhard,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,17.023265,"17,023265",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,128486.102,504111.443823,52.5240235,4.99653401,7841.129681,283,,7841.129681,1352.78069210108
1677,321eafedd002466ab745d4b3b35f61d0,2016/06/14 14:56:04+00,L0004,Prorail,bestaand,0,half verhard,822,a,822,822_a,Zwijndrecht Groote Lindt,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,101.055101,"101,055101",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,103533.048091,424666.796,51.80825467,4.64092246,440.14984,283,,440.1498405,211.527492981363
1678,935138ecfe884eac95765e1c2db721f7,2016/07/22 21:46:20+00,L0004,Prorail,bestaand,0,open verharding,116,b,116,116_b,Dordrecht - Rotterdam Barendrecht,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,100.29749,"100,297490",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,103789.011,425239.768669,51.81342796,4.64454885,731.1518,283,,731.1518005,258.31645014001
1679,8cb1b29be13b4794975cccbf5b6209c6,2015/11/11 10:16:45+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.25001,"35,250010",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100325.5655,427347.967133,51.83204716,4.59399358,16.722866,283,,16.722866,29.5273901339606
1680,ff9f0973b4ae4bdb9a9cfe59c324060d,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.248904,"35,248904",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100434.120953,427506.6515,51.833484,4.59554328,16.726246,283,,16.726246,29.5271161127686
1681,47d91b3bb5cb422e990f09ce73b18290,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.167554,"35,167554",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100405.4125,427318.0975,51.83178653,4.5951566,13.422339,283,,13.422339,22.2530915244037
1682,b5531110fc84427eb08319044640e223,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.165266,"35,165266",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100409.7945,427320.4335,51.83180795,4.5952198,13.422339,283,,13.422339,22.2530915244037
1683,3cbfe103314744f1bbcc531944939fdf,2016/11/24 16:48:30+00,L0004,Prorail,bestaand,0,half verhard,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,103.538202,"103,538202",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,103887.5675,422134.558521,51.78552806,4.64643651,165.634991,283,,165.634991,91.570921017802
1684,333e5d01e9484507a4d2ff0be1323a52,2020/04/21 17:12:18+00,L0004,Prorail,bestaand,0,half verhard,116,c,116,116_c,Dordrecht - Rotterdam Barendrecht,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,211.33929,"211,339290",Randstad Zuid,RZ,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,98262.864153,429060.034,51.84722851,4.56378989,8199.77812,283,,8199.7781205,1355.78082120438
1685,76f63909bd9f412b9ebbe4ab9334b8ef,2015/11/10 09:56:59+00,L0004,Prorail,bestaand,0,gesloten verharding,822,a,822,822_a,Zwijndrecht Groote Lindt,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,100.720456,"100,720456",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,103796.515,424861.569376,51.81002948,4.64471365,124.037672,283,,124.0376715,111.152824419655
1686,0818bd27db2049e8a63573ea4ecd9145,2019/07/17 14:13:53+00,L0004,Prorail,bestaand,0,half verhard,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,3.031901,"3,031901",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,107047.419969,409720.656,51.67423313,4.69394216,7801.490283,283,,7801.490283,2087.38559936082
1687,d3689b6f47e947a78b0cb30596c2133d,2021/08/16 09:53:10+00,L0004,Prorail,bestaand,0,half verhard,822,c,822,822_c,Zwijndrecht Groote Lindt,Lindk-Nrdwg,Lindtsedijk - Noordweg ,300.625492,"300,625492",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,101957.4705,424476.060497,51.80639289,4.61810749,121.871134,283,,121.8711345,169.768305439616
1688,3a22fd154a444cfb837aa63e07d733f9,2022/07/19 13:47:04+00,L0004,Prorail,bestaand,0,half verhard,801,g,801,801_g,Moerdijk Industrieterrein,Mdk-Trw,Moerdijk (Racc.) - Transitoweg ,600.125473,"600,125473",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,100618.629,409765.742685,51.67405128,4.60100071,431.92753,283,,431.9275295,173.379894795081
1689,9fab2ad120034b64bf959fdad332b0bb,2015/11/02 10:41:03+00,L0004,Prorail,bestaand,0,half verhard,801,d,801,801_d,Moerdijk Industrieterrein,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,301.061136,"301,061136",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Strukton Rail Short Line,99682.5905,410195.183407,51.67781938,4.58740128,654.412505,283,,654.4125055,218.970021664497
1690,0740e225a5264c9f88f8e2102c9da5ca,2016/01/06 10:56:30+00,L0004,Prorail,bestaand,0,half verhard,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,104.208343,"104,208343",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,103250.711828,422080.063,51.78497962,4.63721554,277.289491,283,,277.289491,119.884152030706
1691,7143d1aa174f44d48390c1dda53a3f0e,2015/11/11 10:16:46+00,L0004,Prorail,bestaand,0,gesloten verharding,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.169976,"35,169976",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,100394.9245,427307.0645,51.83168634,4.5950062,13.422339,283,,13.422339,22.2530915244037
1692,c41813f35d034a08850341d1cf845bf6,2022/06/08 09:45:39+00,L0004,Prorail,bestaand,0,half verhard,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,18.104922,"18,104922",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,174267.2765,563850.442783,53.06117476,5.67460518,2334.160078,283,,2334.160078,772.859564596277
1693,87630860d85a42eaa4b85725409ba269,2022/04/04 10:34:38+00,L0004,Prorail,bestaand,0,half verhard,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,26.633262,"26,633262",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,168966.806613,557508.48,53.00434961,5.59526878,45.641276,283,,45.6412755,33.0135299628822
1694,014c3354a56d455382eb1d855105cec8,2022/04/11 14:38:32+00,L0004,Prorail,bestaand,0,half verhard,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,109.001385,"109,001385",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,208091.5615,530799.535149,52.76191445,6.1737374,15413.667108,283,,15413.667108,2629.9020173797
