OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Area,Shape__Length
164,2a5058f207434d52b4591ef1c88bbc1e,2015/06/01 15:24:58+00,L0004,Prorail,bestaand,0,gesloten verharding,541,b,541,541_b,Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,15.368769,"15,368769",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,133469.512775,479326.252,52.30148865,5.07155195,92.994229,283,,92.994229,72.4032964257736
165,5dbe2ca7e6a74273930fdf6eeec57057,2022/10/25 10:33:54+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,9.228721,"9,228721",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,139001.823,483974.445489,52.34345331,5.15243816,924.395375,283,,924.3953745,271.433678603022
166,b8ca42afbf855d84e0531529a8c01171,2021/01/22 18:55:43+00,L0004,Prorail,bestaand,1,half verhard,587,d,587,587_d,Diemen,Wgm-Dmn,Watergraafsmeer - Diemen ,906.83486,"906,834860",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,126594.681436,484513.51,52.34779701,4.97032706,34.409358,283,,34.409358,35.0224972724488
167,123c65a7c1984a6985a6727af7db9e66,2022/10/25 11:05:37+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,9.678253,"9,678253",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,139145.3295,484398.354457,52.34726737,5.15452407,2161.960272,283,,2161.9602725,363.183275925437
168,91424aed5d77493d964a172fb0a409f5,2022/11/10 11:17:31+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,46.412919,"46,412919",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,163660.592144,506781.5425,52.54859408,5.51488576,6.623022,283,gerealiseerd,6.623022,12.4747072039439
169,882152f5db674fcd86cc7d1749ae7dd9,2022/10/27 08:39:11+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,12.606026,"12,606026",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,141246.539241,486386.383,52.36519145,5.18527959,3681.944554,283,,3681.9445535,566.363004975598
170,c09d9cd899d74cb797ccaade4e91dbdf,2022/11/07 10:52:34+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,35.262939,"35,262939",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,158941.68532,498245.928,52.47193653,5.44521509,11595.536169,283,,11595.536169,1908.63377803731
171,0303996f67c04c02acaa59dde263f30d,2020/09/18 18:08:22+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,38.247775,"38,247775",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160783.2935,500540.407762,52.49254142,5.47235811,2958.668387,283,,2958.6683875,528.250796676268
172,7f0c382bf9074c169347470eafe49789,2022/11/07 10:52:34+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,34.502549,"34,502549",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,158396.789197,497715.543,52.46717343,5.43719037,6940.475542,283,,6940.475542,1164.10098899195
173,01ecef88a81448e48d33c8c534d28abf,2022/12/13 12:54:48+00,L0004,Prorail,bestaand,0,half verhard,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,9.681432,"9,681432",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,128818.591556,482517.6565,52.3299698,5.00311967,7384.502505,283,,7384.5025045,608.36716438209
174,b8ca42afbfcb5d84e0531529a8c01171,2021/01/22 18:57:33+00,L0004,Prorail,bestaand,1,half verhard,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,9.879558,"9,879558",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,128982.297325,482408.8635,52.3289998,5.0055296,922.676628,283,,922.676628,238.825430725986
175,881b416fc90f4ab9b7a5a8d315dc2c08,2022/11/09 15:59:27+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,39.020149,"39,020149",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160863.208,501305.273961,52.49941467,5.47354823,1450.337675,283,,1450.3376745,271.673804727439
176,be538f7004da4a02854c599fa043a04b,2022/10/10 14:34:09+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,20.147341,"20,147341",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,147634.462698,489664.0575,52.39477239,5.27899341,837.178377,283,,837.178377,239.343772030746
177,09e244ae4c0c47faae3a69888aa62cd1,2016/12/22 13:36:12+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,49.675268,"49,675268",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,50574.812535,390947.3845,51.49785675,3.88330544,308.091084,283,,308.0910835,130.652644447161
178,b22c1e3344c16893e0531529a8c02e27,2020/11/13 13:37:23+00,L0004,Prorail,bestaand,0,gesloten verharding,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,28.78087,"28,780870",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,184571.658,579420.510498,53.20061281,5.82973214,7.881624,283,,7.8816235,12.1570741165538
179,12b8b7aa81a043e2b0cd362ef471659c,2018/05/01 09:12:40+00,L0004,Prorail,bestaand,0,half verhard,817,h,817,817_h,Vlissingen Sloehaven,Frkw-Qh,Frankrijkweg - Quarleshaven ,310.131009,"310,131009",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,39263.091126,387078.0025,51.46087692,3.72173315,64.050227,283,,64.0502265,34.7650401074098
180,1e507927f0c94b5baf6f96abfe0480de,2020/10/02 14:49:13+00,L0004,Prorail,bestaand,0,half verhard,038,,38,038__,Velperbroek Aansl. - Zevenaar,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,100.168802,"100,168802",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,197176.376592,440231.6885,51.94892772,6.00068039,15585.53348,283,,15585.53348,2747.0453564676
181,2ca6c67dcaf345c7bf6e7ac3bc73eb64,2016/12/27 19:47:33+00,L0004,Prorail,bestaand,0,half verhard,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,1.675133,"1,675133",Noord-Oost,NO,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,204134.0975,452437.040924,52.05805253,6.10362863,2801.432038,283,,2801.4320375,930.895311588361
182,2525769e7ac247e3a5cb9ecf26cd95ea,2020/05/18 14:45:01+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,73.089082,"73,089082",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,30313.6465,386661.055852,51.45522223,3.59315508,3945.578591,283,,3945.5785905,692.979489832123
183,261f0f5568914a448bd4e2aa3c03e6c2,2020/08/20 07:49:07+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,14.397045,"14,397045",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,79202.4315,388237.899548,51.47808708,4.29609,4469.821052,283,,4469.8210515,712.266830823849
184,302c71783ea34e9ebdf844cff1dc4243,2016/12/13 10:48:42+00,L0004,Prorail,bestaand,0,half verhard,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,114.482653,"114,482653",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,40610.0275,386004.963009,51.45150988,3.74145655,64573.064022,283,,64573.0640225,5768.24338850821
185,2f26db029b1247c88b10018a55f22312,2020/09/02 10:31:37+00,L0004,Prorail,bestaand,0,half verhard,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,119.959041,"119,959041",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,37132.541679,385326.298,51.44469557,3.69167302,3394.876251,283,,3394.876251,797.522594847175
186,32968d803d5c46c1a9b7213e0264e69b,2022/01/04 20:15:28+00,L0004,Prorail,bestaand,0,half verhard,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.173997,"6,173997",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,125151.9165,480213.306994,52.30907277,4.94953457,4988.26243,283,,4988.2624295,734.122743650527
187,31e9f98718e34820bd3a626410c0e601,2020/07/20 06:46:01+00,L0004,Prorail,bestaand,0,half verhard,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,203.61764,"203,617640",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,38651.510065,389119.635,51.47909622,3.71226112,12582.627283,283,,12582.6272835,1764.37428487319
188,321fd426975e4bbf82b9b72ffc7b2db2,2022/07/04 16:23:42+00,L0004,Prorail,bestaand,0,half verhard,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,20.724633,"20,724633",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,222581.761864,502553.8275,52.50648952,6.38261628,9594.124522,283,,9594.124522,2490.6973444137
189,b0aaa4476d513ecee0530b29a8c06c68,2020/10/09 23:15:59+00,L0004,Prorail,bestaand,1,half verhard,205,,205,205__,Mariënberg - Almelo,Mrb-Aml,Mariënberg - Almelo ,16.116387,"16,116387",Noord-Oost,NO,Twente,32,BAAN,Twente,BAAN,Noord-Oost,NO,ProRail,239583.2605,488155.97171,52.37474879,6.62934268,88.146012,283,,88.146012,49.0204379226285
190,b070e0247abb5496e0530b29a8c0ea6c,2020/10/09 23:16:00+00,L0004,Prorail,bestaand,1,open verharding,026,,26,026__,Hengelo - Oldenzaal Grens,Hgl-Odzg,Hengelo - Oldenzaal Grens ,32.412183,"32,412183",Noord-Oost,NO,Twente,32,BAAN,Twente,BAAN,Noord-Oost,NO,ProRail,266664.71239,481324.597,52.30853045,7.02464066,111.20097,283,,111.2009705,88.4940840906341
191,3a7b3799a40c46ee9422c3dcc6ac1088,2022/02/03 11:42:31+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,49.790327,"49,790327",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,50458.966606,390973.819,51.4980728,3.88162976,25960.720513,283,,25960.720513,3990.04968951511
192,86bfe3565ae04aebbf1d4f077875f133,2022/05/19 14:23:29+00,L0004,Prorail,bestaand,0,gesloten verharding: : anti-loopmat,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,14.102701,"14,102701",Randstad Zuid,RZ,Den Haag,2,BAAN,Den Haag,BAAN,Randstad Zuid,RZ,ProRail,92382.645,451448.509183,52.04781086,4.4743804,31.562044,283,,31.562044,24.6770346049431
193,d2ad7fa6a46944be896999cc3cef7089,2022/05/19 14:23:29+00,L0004,Prorail,bestaand,0,gesloten verharding: : anti-loopmat,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,13.76258,"13,762580",Randstad Zuid,RZ,Den Haag,2,BAAN,Den Haag,BAAN,Randstad Zuid,RZ,ProRail,92719.2615,451404.503495,52.0474533,4.47929496,30.503699,283,,30.5036985,24.8050861447113
194,4a6fb34cd9984c4295633b8e28153b8c,2023/01/09 16:25:30+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,10.690818,"10,690818",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,80399.127107,391330.795,51.50604378,4.31265735,18102.990731,283,,18102.9907315,3107.80461882475
195,4a77c6c617d44193af60d466488cd83f,2022/02/01 16:07:43+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,33.301774,"33,301774",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,65164.520763,384466.848,51.44213406,4.09502043,111.36008,283,,111.36008,54.6894137865226
196,45bfb9ea90d744728a318cfc9ed24779,2022/12/13 12:52:41+00,L0004,Prorail,bestaand,0,half verhard,587,a,587,587_a,Diemen,Asd-Zp,Amsterdam Centraal - Zutphen ,6.520155,"6,520155",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,126235.139467,484313.34,52.3459793,4.96506765,2572.170052,283,,2572.170052,522.895568897559
197,4eacfbb0904946328f0027ddefdfa74e,2022/01/04 19:59:45+00,L0004,Prorail,bestaand,0,half verhard,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,7.517602,"7,517602",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,125846.4605,479061.826895,52.29876111,4.95981808,760.987095,283,,760.9870945,222.497406185871
198,5c87a6fdd72c43c19bac767881bec4ca,2023/01/09 11:46:46+00,L0004,Prorail,bestaand,0,half verhard,613,,613,613__,Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,75.348795,"75,348795",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,174522.582626,448884.901,52.02796141,5.67166834,2732.60099,283,,2732.60099,420.893306242368
199,dd6b2abcc96c445e99987f052341da73,2020/08/24 11:44:08+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,20.553334,"20,553334",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,77223.968538,383065.5635,51.43133222,4.26875702,38327.138456,283,,38327.138456,6187.80418129749
200,a837191fb74341ccbaffeda20df6ac62,2022/12/13 12:55:35+00,L0004,Prorail,bestaand,0,half verhard,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,9.007344,"9,007344",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,128271.504192,482910.943,52.33347813,4.9950628,39569.399381,283,,39569.399381,7845.89289124838
201,6345c19ee0a14c37bf5d5923f313e4f8,2022/07/19 08:36:32+00,L0004,Prorail,bestaand,0,half verhard,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,27.695897,"27,695897",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,158632.483,467593.32826,52.19644463,5.44033275,1287.567698,283,,1287.5676975,259.48234649382
202,652514af99cf4f71ac5429d3e67e2a1f,2020/11/30 09:54:06+00,L0004,Prorail,bestaand,0,half verhard,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,116.7227,"116,722700",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,39874.69086,384461.5045,51.43749127,3.73138553,2678.077922,283,,2678.0779215,906.536657315456
203,65d76c85ab6a40f7997f7afaf7b7937a,2021/04/07 11:36:15+00,L0004,Prorail,bestaand,0,half verhard,552,b,552,552_b,Groningen Losplaats,Hlg-Nscg,Harlingen - Nieuweschans Grens ,82.617046,"82,617046",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,235500.445032,580128.695,53.20174321,6.59192122,26986.87823,283,,26986.87823,3558.86156600232
204,befceba257e54b1ce0531529a8c04556,2021/04/07 11:36:24+00,L0004,Prorail,bestaand,1,open verharding,022,,22,022__,Haren - Waterhuizen Aansl.,Hrna-Wha,Haren Aansl. - Waterhuizen Aansl. ,1.785179,"1,785179",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,238147.92499,578407.827,53.18587878,6.63108805,16.117016,283,,16.117016,17.595889565522
205,5f04862c4c9a4b06ae5bd7c352367c71,2018/07/31 10:08:11+00,L0004,Prorail,bestaand,0,half verhard,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,120.518764,"120,518764",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,36683.213096,385660.2065,51.4476018,3.68510002,74.001447,283,,74.00136055,39.8631518874923
206,66dd474070e84cd9abbfbdfd9632c73c,2023/01/24 08:13:07+00,L0004,Prorail,bestaand,0,half verhard,084,,84,084__,Amsterdam Sloterdijk - Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,9.215722,"9,215722",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,111423.182338,488867.123,52.38592981,4.74711643,2880.532377,283,,2880.5323765,685.081451209332
207,ebc3325f4a61217ae0530b29a8c00ca4,2022/10/26 16:40:03+00,L0004,Prorail,bestaand,0,gesloten verharding,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,42.037834,"42,037834",Randstad Noord,RN,Driebergen,15,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,141789.913,452781.033954,52.06316703,5.19456657,4.407987,283,,4.4079865,16.1840358357353
208,6b737661c58c4c499500d2218d9fda9f,2022/09/28 12:57:02+00,L0004,Prorail,bestaand,0,half verhard,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,35.81739,"35,817390",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,191291.658004,581373.1795,53.21774483,5.93050996,2779.931828,283,,2779.9318275,616.803286510823
209,c6090e90a08c49c68d5d05065c1e39c3,2020/06/12 10:26:14+00,L0004,Prorail,bestaand,0,half verhard,625,a,625,625_a,Lage Zwaluwe,Zlw-Np,Lage Zwaluwe - Nispen ,1.401337,"1,401337",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,105379.202,410138.700319,51.67784523,4.66976663,2239.5927,283,,2239.5927005,426.595277018767
210,afbaa5de7cea4503a413951a38519c1e,2022/05/23 13:27:15+00,L0004,Prorail,bestaand,0,half verhard,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,72.084784,"72,084784",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,256803.978,531584.860815,52.76201893,6.89545338,10810.19908,283,,10810.1990805,2976.29901494584
211,9c69d092c7234af9b8e04f1eb6bec963,2022/06/30 17:02:57+00,L0004,Prorail,bestaand,0,half verhard,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,12.781238,"12,781238",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,214823.734973,501308,52.49619789,6.26813881,12983.190221,283,,12983.190221,3151.32206126263
212,7cb6c35bbd54430aaaecb0a209d341f8,2022/05/17 14:51:13+00,L0004,Prorail,bestaand,0,half verhard,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,43.55379,"43,553790",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,240008.19239,510925.0925,52.57927778,6.64137414,8182.287869,283,,8182.287869,1443.8493278955
213,b13ad9da5af23cace0531529a8c02983,2022/02/09 12:17:59+00,L0004,Prorail,bestaand,2,half verhard,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,61.747391,"61,747391",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,249886.4425,525019.765,52.70428762,6.79111003,69.957209,283,gerealiseerd,69.957209,34.7193985768156
214,a7d692beb978440c9daae53bca6abbfc,2022/06/30 12:55:51+00,L0004,Prorail,bestaand,0,half verhard,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,8.518999,"8,518999",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,210696.051225,502219.8765,52.50482848,6.20751503,6048.323715,283,,6048.323715,1092.69320860202
215,6d527324f6b348c7b3ac79b041a3fc20,2022/09/27 07:37:53+00,L0004,Prorail,bestaand,0,half verhard,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,67.655863,"67,655863",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,254159.0995,528116.791083,52.73135017,6.85523778,4209.792847,283,,4209.7928475,1209.3470918585
216,3dd21610fb6549efbc0ba0355b768fa9,2022/10/27 08:39:11+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,17.276433,"17,276433",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,145598.368113,487734.8185,52.37740225,5.2491341,3593.79817,283,,3593.79817,517.231177025572
217,a258865cb8414032a516420592f370af,2022/10/25 10:56:02+00,L0004,Prorail,bestaand,0,half verhard,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,9.465513,"9,465513",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,139068.042,484201.15075,52.34549276,5.15339916,2189.734698,283,,2189.734698,353.442747720953
218,0008824378404d72aaf785ad4195d4b3,2022/09/28 07:45:40+00,L0004,Prorail,bestaand,0,half verhard,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,28.006944,"28,006944",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,183810.544038,579268.707,53.19929028,5.81832918,741.576787,283,,741.576787,235.267202293694
219,04ff74df932d4bf384be2c7df524aed1,2022/04/07 11:29:52+00,L0004,Prorail,bestaand,0,half verhard,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,81.550126,"81,550126",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,180474.966105,447125.9145,52.01191005,5.7582685,10555.157376,283,,10555.157376,1774.91529218158
220,054d8b6b6c2a4d79a24eeca344e8e63e,2019/08/26 11:21:25+00,L0004,Prorail,bestaand,0,half verhard,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,120.596016,"120,596016",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,36622.157741,385707.3365,51.44801248,3.68420621,69.179025,283,,69.1791194,42.0891155632758
221,06172a782e8f406ab0bd2e09ad5bcdd8,2020/11/24 16:08:08+00,L0004,Prorail,bestaand,0,half verhard,485,d,485,485_d,Amsterdam Hemhaven (gebied),Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,100.189199,"100,189199",Randstad Noord,RN,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,118574.369,490541.384679,52.40149789,4.85197177,64.031505,283,,64.0315055,54.430672871002
222,016c1a4b94bb4a629875d654cb8374e3,2017/09/22 13:49:05+00,L0004,Prorail,bestaand,0,gesloten verharding,536,,536,536__,Den Haag HS,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,62.069817,"62,069817",Randstad Zuid,RZ,Den Haag,2,BAAN,Den Haag,BAAN,Randstad Zuid,RZ,ProRail,81297.036424,453345.105,52.06349196,4.31239265,37.226054,283,,37.226054,58.4502290689202
223,aaf0e73c7cbc64bfe05332a1e90ae9de,2020/07/24 12:59:29+00,L0004,Prorail,bestaand,1,half verhard,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,25.539432,"25,539432",Randstad Noord,RN,Maarn,16,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,168143.907296,442605.4035,51.97170864,5.57848353,31.176588,283,,31.1765875,22.7405756435408
224,0634ff3d101543c2a5b5092514c72575,2022/07/28 08:13:59+00,L0004,Prorail,bestaand,0,half verhard,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,37.545076,"37,545076",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,166382.95163,473527.7255,52.24967613,5.55389135,7338.882746,283,,7338.8827455,1367.37889029594
