NAAM,AFKORTING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,STATUS,EVENEMENT,GROOTTE,BEHEERDER,KMLINT,KMLINT_OMSCHRIJVING,LATITUDE,LONGITUDE,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NR,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X,Y,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,PUIC,ID
Tiel,Tl,043,,43,043__,Kesteren - Geldermalsen,32.944,"32,944000",Gerealiseerd/vastgesteld,N,klein,ProRail,Est-Gdm,Elst - Geldermalsen ,51.8891550068095,5.42191939346213,Zuid,Z,22,Geldermalsen,BASIS,Betuwe,157389.969,433404.015,BASIS,Zuid,Z,ad8c1c7d-4c8c-4a67-ad04-e8831077274d,94
Loppersum,Lp,201,,201,201__,Sauwerd - Delfzijl,25.898001,"25,898001",Gerealiseerd/vastgesteld,N,klein,ProRail,Gn-Dz,Groningen - Delfzijl ,53.3348296588105,6.74687977822098,Noord-Oost,NO,37,Groningen,BASIS,Wadden,245574.448,595122.569,BASIS,Noord-Oost,NO,46cbf257-8367-4875-8840-8c66459b8b42,95
Zuidhorn,Zh,002,,2,002__,Leeuwarden - Groningen,68.618,"68,618000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.2480217931289,6.40713175029705,Noord-Oost,NO,37,Groningen,BASIS,Wadden,223080.288,585088.001,BASIS,Noord-Oost,NO,91f1f448-ad53-4b02-b901-16e2b8923743,96
Vught,Vg,053,,53,053__,Vught Aansl. - Boxtel,51.827,"51,827000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Btl,Utrecht Centraal - Boxtel ,51.6557003376293,5.29193958930963,Zuid,Z,21,Den Bosch,BASIS,Betuwe,148407.981,407434.885,BASIS,Zuid,Z,8f2eb7da-d108-41e3-bc9d-fa4c22252773,97
Winsum,Wsm,007,,7,007__,Sauwerd - Winsum,4.649,"4,649000",Gerealiseerd/vastgesteld,N,klein,ProRail,Swd-Rd,Sauwerd - Roodeschool ,53.3301614054711,6.52028452291658,Noord-Oost,NO,37,Groningen,BASIS,Wadden,230488.974,594341.643,BASIS,Noord-Oost,NO,ba883cf6-0891-4c80-a72a-160549cd35f0,98
Bloemendaal,Bll,082,,82,082__,Haarlem - Santpoort Noord,2.573,"2,573000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlm-Utg,Haarlem - Uitgeest ,52.4043234977853,4.62766225327488,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,103312.458,490992.169,BASIS,Randstad Noord,RN,b6b542c7-2f43-4ca4-81fa-8eac585ae77c,99
Alphen a/d Rijn,Apn,623,,623,623__,Alphen a/d Rijn,17.3,"17,300000",Gerealiseerd/vastgesteld,N,klein,ProRail,Wd-Ledn,Woerden - Leiden Centraal ,52.1241386311712,4.65780799777888,Randstad Zuid,RZ,81,Rijn en Gouwe,BASIS,Rijn en Gouwe,105050.3,459798.1,BASIS,Randstad Zuid,RZ,93303aa4-bc88-4077-868c-70ca9647b4a6,101
Vierlingsbeek,Vlb,052,,52,052__,Beugen - Blerick,48.542,"48,542000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Vl,Arnhem - Venlo ,51.5920404896029,5.99708389877618,Zuid,Z,27,Venlo,BASIS,De Peel,197262.096,400525.301,BASIS,Zuid,Z,8975165c-d274-4e89-8b28-0b16f948b89b,103
Didam,Did,212,,212,212__,Winterswijk - Zevenaar,45.396,"45,396000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ww-Zv,Winterswijk-Zevenaar ,51.9334785091975,6.13304837912841,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,206294.075,438598.072,BASIS,Noord-Oost,NO,047b95ed-111a-4f55-8934-b8d549ad0adf,104
Harlingen,Hlg,001,a,1,001_a,Harlingen Haven - Leeuwarden,1.045,"1,045000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.1703812449165,5.42452787471583,Noord-Oost,NO,36,Friesland,BASIS,Wadden,157495.694,575965.84,BASIS,Noord-Oost,NO,a1c25631-1596-486b-87e2-dd42be8cfdef,105
Akkrum,Akm,009,,9,009__,Meppel - Leeuwarden,148.709,"148,709000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zl-Lw,Zwolle - Leeuwarden ,53.0464487606317,5.84378707377854,Noord-Oost,NO,36,Friesland,BASIS,Wadden,185619.58,562270.23,BASIS,Noord-Oost,NO,6dc97a97-6995-4f8e-90ff-c23939a6f1c3,106
Mantgum,Mg,008,,8,008__,Leeuwarden - Stavoren,10.015,"10,015000",Gerealiseerd/vastgesteld,N,klein,ProRail,Lw-Stv,Leeuwarden - Stavoren ,53.1300739875458,5.71345424967223,Noord-Oost,NO,36,Friesland,BASIS,Wadden,176837.005,571528.965,BASIS,Noord-Oost,NO,5ec42f9e-36d9-4ee2-b4ff-3beb1b214973,107
Warffum,Wfm,200,,200,200__,Winsum - Roodeschool,12.906,"12,906000",Gerealiseerd/vastgesteld,N,klein,ProRail,Swd-Rd,Sauwerd - Roodeschool ,53.3904081806253,6.56721036879776,Noord-Oost,NO,37,Groningen,BASIS,Wadden,233505.163,601096.428,BASIS,Noord-Oost,NO,78abf30d-e35c-4306-905e-061bfc6e5b0a,109
Nijmegen Heyendaal,Nmh,049,,49,049__,Nijmegen - Beugen,19.313,"19,313000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Vl,Arnhem - Venlo ,51.8269400667058,5.8676814068084,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,188122.592,426591.191,BASIS,Noord-Oost,NO,b6340d85-5abf-478b-9354-0da85633ca4f,110
Almelo,Aml,606,a,606,606_a,Almelo,0.794,"0,794000",Gerealiseerd/vastgesteld,N,groot,ProRail,Aml-Hgl,Almelo - Hengelo ,52.3568949044826,6.65556618567194,Noord-Oost,NO,32,Twente,BASIS,Twente,241403.602,486200.622,BASIS,Noord-Oost,NO,4053cae3-f4ed-4fbf-9ab5-f170e9d1b8ed,113
Voerendaal,Vdl,067,,67,067__,Heerlen - Schin op Geul,2.321,"2,321000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hrl-Sog,Heerlen - Schin op Geul ,50.8870203493643,5.92992147718988,Zuid,Z,26,Maastricht,BASIS,Limburg,193191.335,322056.2,BASIS,Zuid,Z,bd521326-edc0-4db3-92b4-b0f61cca3b8d,114
Grou - Jirnsum,Gw,009,,9,009__,Meppel - Leeuwarden,153.63,"153,630000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zl-Lw,Zwolle - Leeuwarden ,53.0890064312733,5.82271672842483,Noord-Oost,NO,36,Friesland,BASIS,Wadden,184177.94,566997.44,BASIS,Noord-Oost,NO,bb861360-3407-4806-9efb-7d7024154763,116
Wolvega,Wv,009,,9,009__,Meppel - Leeuwarden,127.279,"127,279000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zl-Lw,Zwolle - Leeuwarden ,52.8810034933054,6.00379025790329,Noord-Oost,NO,36,Friesland,BASIS,Wadden,196507.051,543939.624,BASIS,Noord-Oost,NO,22d4db96-2b24-4c52-86bc-6572f107e7d8,119
Lochem,Lc,031,a,31,031_a,Zutphen - Hengelo,16.9,"16,900000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zp-Esg,Zutphen - Enschede Grens ,52.166814904978,6.42575596715195,Noord-Oost,NO,32,Twente,BASIS,Twente,226052.25,464804.096,BASIS,Noord-Oost,NO,362ea47f-2ca8-41f3-9680-eccbe3433e19,121
Olst,Ost,018,,18,018__,Deventer - Zwolle,53.022,"53,022000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Zl,Arnhem - Zwolle ,52.3349082372696,6.11326799260177,Noord-Oost,NO,31,IJsselstreek,BASIS,Veluwe,204486.764,483245.832,BASIS,Noord-Oost,NO,148b610e-d146-4c8d-b0ef-5544cf1ac55d,122
Schiedam Centrum,Sdm,539,,539,539__,Schiedam Centrum,79.682,"79,682000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,51.921982649374,4.40926071026838,Randstad Zuid,RZ,3,Rotterdam,BASIS,Rotterdam,87727.336,437508.228,BASIS,Randstad Zuid,RZ,dc7cc816-e301-4c8b-bc02-dcd72b6917a6,124
Naarden - Bussum,Ndb,087,,87,087__,Weesp Aansl. - Hilversum,22.114,"22,114000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.2805345873426,5.15716463974447,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,139301.706,476972.878,BASIS,Randstad Noord,RN,a7f96598-8ff7-4164-86d2-92c947b2866c,128
Hardenberg,Hdb,203,,203,203__,Mariënberg - Emmen,42.392858,"42,392858",Gerealiseerd/vastgesteld,N,middel,ProRail,Hea-Emn,Herfte Aansl. - Emmen ,52.5725948792104,6.62830821680513,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,239135.397,510166.289,BASIS,Noord-Oost,NO,1e9e1644-3f85-4899-ba00-dd31595a7979,129
Veenendaal Centrum,Vndc,109,,109,109__,Rhenen - De Haar Aansl.,31.3,"31,300000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rhn-Har,Rhenen - De Haar Aansl. ,52.0200626297729,5.54880653476242,Randstad Noord,RN,16,Maarn,BASIS,Eemland,166092.665,447980.183,BASIS,Randstad Noord,RN,34105f48-b92d-4277-8fa9-30f39a0e02d8,131
Amsterdam ArenA,Asdar,535,c,535,535_c,Amsterdam Bijlmer Arena,200.368052,"200,368052",Gerealiseerd/vastgesteld,J,klein,ProRail,Vspa-Dvaz,Venserpolder Aansl. - Duivendrecht Aansl. Zuid ,52.3164208462059,4.94247596124398,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,124675.554,481033.798,BASIS,Randstad Noord,RN,36af4a3d-663a-4953-b02d-0909443f058c,132
Ede Centrum,Edc,211,,211,211__,Barneveld Noord - Ede=Wageningen,27.68,"27,680000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,52.0431681148319,5.66794731387491,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,174260.668,450575.768,BASIS,Noord-Oost,NO,795b4b27-5fc2-4718-889e-a4ffa2c485f7,133
Helmond,Hm,055,,55,055__,Blerick - Eindhoven,38.354,"38,354000",Gerealiseerd/vastgesteld,N,klein,ProRail,Vl-Ehv,Venlo - Eindhoven ,51.4754118970886,5.66177071373889,Zuid,Z,24,Eindhoven,BASIS,De Peel,174075.455,387409.086,BASIS,Zuid,Z,a1a4b8dc-df83-4e75-b69c-788610650a74,135
Veenendaal - De Klomp,Klp,108,,108,108__,De Haar Aansl. - Ede=Wageningen,68.335,"68,335000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.0458843393385,5.57360057378512,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,167787.175,450857.134,BASIS,Noord-Oost,NO,58d43d40-da19-4d74-aea6-fd804a2d469d,136
Enschede,Es,028,,28,028__,Hengelo - Enschede Grens,53.37,"53,370000",Gerealiseerd/vastgesteld,N,groot,ProRail,Zp-Esg,Zutphen - Enschede Grens ,52.222340259356,6.88823759541695,Noord-Oost,NO,32,Twente,BASIS,Twente,257562.268,471534.863,BASIS,Noord-Oost,NO,fd91b4fc-d9cd-4c06-bbe7-bbb90072353a,138
Glanerbrug,Gbr,028,,28,028__,Hengelo - Enschede Grens,59.36,"59,360000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zp-Esg,Zutphen - Enschede Grens ,52.2186174253601,6.97461188467713,Noord-Oost,NO,32,Twente,BASIS,Twente,263472.456,471246.412,BASIS,Noord-Oost,NO,ac290711-3a74-4fff-9bcd-7f8998a7da79,139
Tegelen,Tg,060,,60,060__,Roermond - Venlo,65.7,"65,700000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mt-Vl,Maastricht - Venlo ,51.3387924544126,6.14232011779805,Zuid,Z,27,Venlo,BASIS,De Peel,207618,372446.5,BASIS,Zuid,Z,4f6201bb-6a3f-4d6d-93c9-bbb4fef7a54c,140
Dalen,Dln,203,,203,203__,Mariënberg - Emmen,59.163999,"59,163999",Gerealiseerd/vastgesteld,N,klein,ProRail,Hea-Emn,Herfte Aansl. - Emmen ,52.6942960054481,6.75825239333221,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,247686.955,523865.474,BASIS,Noord-Oost,NO,606da004-215d-47db-93b2-3c3220394794,141
Amersfoort Vathorst,Avat,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,27,"27,000000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,52.1920878720572,5.43300161875735,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,158131.554,467108.248,BASIS,Randstad Noord,RN,cee4a041-3f84-4c07-aa03-7c773dc4ae4e,142
Meerssen,Mes,070,,70,070__,Schin op Geul - Maastricht,31.409006,"31,409006",Gerealiseerd/vastgesteld,N,klein,ProRail,Vet-Mtn,Verschau (D) - Maastricht Noord ,50.8825954117047,5.74963817225994,Zuid,Z,26,Maastricht,BASIS,Limburg,180507.343,321485.447,BASIS,Zuid,Z,55d3fdea-8c86-4b02-a9dd-7d383f75da6e,145
Kruiningen - Yerseke,Krg,127,a,127,127_a,Roosendaal - Vlissingen,38.057,"38,057000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rsd-Vs,Roosendaal - Vlissingen ,51.465201181373,4.03727260003678,Zuid,Z,18,Goes,BASIS,Zeeland,61197.577,387105.53,BASIS,Zuid,Z,b49a26b2-6442-4526-a6ca-97763f1617c5,146
Oldenzaal,Odz,026,,26,026__,Hengelo - Oldenzaal Grens,26.181,"26,181000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hgl-Odzg,Hengelo - Oldenzaal Grens ,52.3062103899313,6.93368313914332,Noord-Oost,NO,32,Twente,BASIS,Twente,260468.066,480930.236,BASIS,Noord-Oost,NO,9f76412d-1423-45f3-a9e3-a04e3ec2ca01,148
Steenwijk,Swk,009,,9,009__,Meppel - Leeuwarden,114.657,"114,657000",Gerealiseerd/vastgesteld,N,middel,ProRail,Zl-Lw,Zwolle - Leeuwarden ,52.7913370233821,6.11568978011785,Noord-Oost,NO,36,Friesland,BASIS,Wadden,204140.376,534032.339,BASIS,Noord-Oost,NO,6ae052ad-8d2f-4537-a8e8-ab4914bc80a0,149
Echt,Ec,062,,62,062__,Sittard - Roermond,33.058,"33,058000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mt-Vl,Maastricht - Venlo ,51.100769921582,5.8790615184652,Zuid,Z,25,Roermond,BASIS,Limburg,189452.374,345810.097,BASIS,Zuid,Z,8881df32-b176-47eb-ae69-a244ba1052c5,150
Oosterbeek,Otb,036,,36,036__,Ede=Wageningen - Arnhem,87.443,"87,443000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,51.9951490289284,5.83955505985541,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,186067.15,445292.796,BASIS,Noord-Oost,NO,d701e127-094d-4ccd-aa47-6c2f13589151,153
Grijpskerk,Gk,002,,2,002__,Leeuwarden - Groningen,62,"62,000000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.2557848676132,6.31042821015423,Noord-Oost,NO,37,Groningen,BASIS,Wadden,216614.48,585864.817,BASIS,Noord-Oost,NO,d9b6b8e2-82a7-460a-9ffa-473bf4ec7db7,154
Uitgeest,Utg,522,b,522,522_b,Uitgeest,57.765,"57,765000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.5219403771177,4.70192193502263,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,108489.62,504028.245,BASIS,Randstad Noord,RN,636c7a90-74a1-4908-9f35-f59a338e88de,155
Almere Oostvaarders,Almo,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,21.918,"21,918000",Gerealiseerd/vastgesteld,N,klein,ProRail,Wp-Llso,Weesp - Lelystad Opstel. ,52.4033708374563,5.30085969567895,Randstad Noord,RN,11,Weesp,BASIS,Amstelsepoort,149123.961,490618.772,BASIS,Randstad Noord,RN,c02e0b1a-bc24-4073-a5da-165a86322765,156
Heerlen,Hrl,504,b,504,504_b,Heerlen,18.478,"18,478000",Gerealiseerd/vastgesteld,N,klein,ProRail,Std-Hz,Sittard - Herzogenrath (D) ,50.8908526932585,5.97506980502444,Zuid,Z,26,Maastricht,BASIS,Limburg,196364.948,322507.086,BASIS,Zuid,Z,29dc381e-129f-43dc-b1f1-9ca03cee67e2,157
Arnhem Presikhaaf,Ahpr,034,,34,034__,Velperbroek Aansl. - Dieren,1.411,"1,411000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Zl,Arnhem - Zwolle ,51.9880640118303,5.94392734052937,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,193241.302,444554.36,BASIS,Noord-Oost,NO,5e083af0-cf24-42e3-986e-3f761f5c4120,159
Utrecht Zuilen,Utzl,531,c,531,531_c,Utrecht Centraal,33,"33,000000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.1031375481496,5.08952920467785,Randstad Noord,RN,14,Woerden,BASIS,Neerlands Midden,134605.207,457252.396,BASIS,Randstad Noord,RN,a3b92790-7b0f-4927-8604-9296e1dc10ac,160
Varsseveld,Vsv,212,,212,212__,Winterswijk - Zevenaar,20.498001,"20,498001",Gerealiseerd/vastgesteld,N,klein,ProRail,Ww-Zv,Winterswijk-Zevenaar ,51.9371149797245,6.4579693371912,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,228632.96,439282.001,BASIS,Noord-Oost,NO,0c6efc15-a3c5-4f75-a352-f6127e5c9952,163
Velp,Vp,034,,34,034__,Velperbroek Aansl. - Dieren,4.155,"4,155000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Zl,Arnhem - Zwolle ,51.9947531152481,5.98037149984724,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,195738.528,445318.376,BASIS,Noord-Oost,NO,c5f176ce-6021-43ff-a8f6-aa99462d61c5,164
Den Haag Laan van NOI,Laa,561,,561,561__,Den Haag Laan van NOI,59.355,"59,355000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.0787385102546,4.34297619516833,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,83418.535,455010.694,BASIS,Randstad Zuid,RZ,2dfa8460-d09c-4ea3-823c-0af6dda047e5,166
Gouda,Gd,624,a,624,624_a,Gouda,32.1,"32,100000",Gerealiseerd/vastgesteld,N,middel,ProRail,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,52.0173968207344,4.70635466319662,Randstad Zuid,RZ,81,Rijn en Gouwe,BASIS,Rijn en Gouwe,108263.4,447890.2,BASIS,Randstad Zuid,RZ,0e3616c3-8981-40b3-9733-d3f301ada48f,167
Duivendrecht,Dvd,589,b,589,589_b,Duivendrecht,4.357387,"4,357387",Gerealiseerd/vastgesteld,N,middel,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.3233822954237,4.936725199963,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,124288.246,481810.765,BASIS,Randstad Noord,RN,f80ee5c4-89d5-4573-8e8c-4ef50ef2d40a,168
Hengelo Oost,Hglo,026,,26,026__,Hengelo - Oldenzaal Grens,17.338,"17,338000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hgl-Odzg,Hengelo - Oldenzaal Grens ,52.2688740976043,6.81940759506949,Noord-Oost,NO,32,Twente,BASIS,Twente,252757.43,476616.486,BASIS,Noord-Oost,NO,5c236e1c-2757-4a98-92b4-810b753ef1d2,169
Rosmalen,Rs,047,,47,047__,s Hertogenbosch - Nijmegen,28.667,"28,667000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ht-Nm,s-Hertogenbosch - Nijmegen ,51.7147667641993,5.36828738964159,Zuid,Z,21,Den Bosch,BASIS,Betuwe,153692.847,414002.089,BASIS,Zuid,Z,cc8cb5f3-0f76-42a6-b8bb-2445d18c294c,170
Sneek Noord,Sknd,008,,8,008__,Leeuwarden - Stavoren,20.562,"20,562000",Gerealiseerd/vastgesteld,N,klein,ProRail,Lw-Stv,Leeuwarden - Stavoren ,53.0402447512787,5.66283070521029,Noord-Oost,NO,36,Friesland,BASIS,Wadden,173486.822,561518.196,BASIS,Noord-Oost,NO,a7599b86-8712-4e8b-92e6-49449ed7bb10,171
Brummen,Bmn,033,,33,033__,Dieren - Zutphen,20.363,"20,363000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Zl,Arnhem - Zwolle ,52.0912241675915,6.14709209261667,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,207076.207,456157.853,BASIS,Noord-Oost,NO,4b5fe07f-1d5b-46f7-9356-a4655323022b,172
Haarlem Spaarnwoude,Hlms,084,,84,084__,Amsterdam Sloterdijk - Haarlem,14.3,"14,300000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.3829630521447,4.67306978992557,Randstad Noord,RN,8,Haarlem,BASIS,Kennemerland,106378.985,488584.145,BASIS,Randstad Noord,RN,82937e08-b5fa-4121-ad38-3aaefeef31fa,173
Schinnen,Sn,064,,64,064__,Sittard - Heerlen,9.184,"9,184000",Gerealiseerd/vastgesteld,N,klein,ProRail,Std-Hz,Sittard - Herzogenrath (D) ,50.9388203691883,5.87586955379536,Zuid,Z,26,Maastricht,BASIS,Limburg,189349.248,327792.04,BASIS,Zuid,Z,46c118d0-415b-4f9f-90cb-e9b48edaa0d4,174
Purmerend,Pmr,079,,79,079__,Zaandam - Hoorn,13.156,"13,156000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Ekz,Zaandam - Enkhuizen ,52.5031844563163,4.95373151274183,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,125567.341,501809.282,BASIS,Randstad Noord,RN,14c61b64-425a-4f6c-b919-16bf747859f6,175
Hoogeveen,Hgv,012,,12,012__,Meppel - Assen,19.898,"19,898000",Gerealiseerd/vastgesteld,N,middel,ProRail,Mp-Gn,Meppel - Groningen ,52.7341120441272,6.47357019805885,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,228376.123,527968.426,BASIS,Noord-Oost,NO,9e0b6508-dde3-4803-b6f0-425d89e92b27,176
IJlst,Ijt,008,,8,008__,Leeuwarden - Stavoren,24.864999,"24,864999",Gerealiseerd/vastgesteld,N,klein,ProRail,Lw-Stv,Leeuwarden - Stavoren ,53.0144900026234,5.61555905574215,Noord-Oost,NO,36,Friesland,BASIS,Wadden,170325.276,558641.049,BASIS,Noord-Oost,NO,9a02a8b7-8e49-4ff0-8457-117310144f28,177
Scheemda,Sda,005,,5,005__,Zuidbroek - Nieuweschans Grens,109.781,"109,781000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.1651332027503,6.97849332544351,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,261419.04,576556.451,BASIS,Noord-Oost,NO,cc4ad75c-4b28-4b8a-b1d1-bd43f6d15674,179
Purmerend Weidevenne,Pmw,079,,79,079__,Zaandam - Hoorn,11.535,"11,535000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Ekz,Zaandam - Enkhuizen ,52.4960332784242,4.9340312859496,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,124224.736,501021.786,BASIS,Randstad Noord,RN,76347d9b-5019-48a4-924c-a65fbb4e9ad5,180
Den Haag HS,Gv,536,,536,536__,Den Haag HS,61.075,"61,075000",Gerealiseerd/vastgesteld,N,middel,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.0696612190789,4.32262605996179,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,82008.8,454021.1,BASIS,Randstad Zuid,RZ,5afe758d-a17c-4f89-aada-aec169e2d028,181
Arnhem Velperpoort,Ahp,037,,37,037__,Arnhem - Velperbroek Aansl.,93.187,"93,187000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,51.9852333146339,5.91941678438228,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,191560.006,444226.806,BASIS,Noord-Oost,NO,18ad2bc4-c4d6-4bbf-892d-9f2db517024d,182
Koudum - Molkwerum,Kmw,008,,8,008__,Leeuwarden - Stavoren,46.050292,"46,050292",Gerealiseerd/vastgesteld,N,klein,ProRail,Lw-Stv,Leeuwarden - Stavoren ,52.9024267925792,5.41081327751908,Noord-Oost,NO,36,Friesland,BASIS,Wadden,156588.402,546146.516,BASIS,Noord-Oost,NO,0f0966c4-96ea-429e-982a-06919c1b9c6f,183
Hoofddorp,Hfd,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,18.9,"18,900000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,52.2933070145563,4.70026578225148,Randstad Noord,RN,8,Haarlem,BASIS,Kennemerland,108136.012,478591.058,BASIS,Randstad Noord,RN,f5fb8afc-1b09-4382-81c7-76fe2ad676d3,184
Den Haag Centraal,Gvc,560,a,560,560_a,Den Haag Centraal,25.389,"25,389000",Gerealiseerd/vastgesteld,N,groot,ProRail,Gd-Gvc,Gouda - Den Haag Centraal ,52.0814580019887,4.32374375941629,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,82104.654,455332.376,BASIS,Randstad Zuid,RZ,41d5ca30-53b5-4ac6-a72a-cc91c17d6fd9,185
Utrecht Maliebaan,Utm,032,,32,032__,Blauwkapel - Lunetten,16.218,"16,218000",Gerealiseerd/vastgesteld,N,klein,Derden - Overig,Hvs-Utm,Hilversum - Utrecht Maliebaan ,52.0877258202258,5.13158469511298,Randstad Noord,RN,,n.v.t.,,n.v.t.,137480.546,455526.73,,n.v.t.,,7b35f761-b568-4c46-8908-ba01349d4802,186
Stavoren,Stv,008,,8,008__,Leeuwarden - Stavoren,50.255,"50,255000",Gerealiseerd/vastgesteld,N,klein,ProRail,Lw-Stv,Leeuwarden - Stavoren ,52.8866807301627,5.35993503629241,Noord-Oost,NO,36,Friesland,BASIS,Wadden,153164.386,544394.39,BASIS,Noord-Oost,NO,92ab4be9-9fc4-489b-97f1-8b4332beaa79,187
Assen,Asn,654,,654,654__,Assen,49.3,"49,300000",Gerealiseerd/vastgesteld,N,middel,ProRail,Mp-Gn,Meppel - Groningen ,52.991780905001,6.57112995246619,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,234495,556742.1,BASIS,Noord-Oost,NO,2699b06c-16cc-4534-ae41-2c45fde36b25,189
