ID,VERSIE,OBJECTTYPE,OBJECTCODE,NIVEAU,LENGTE,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,SE_ANNO_CAD_DATA,Shape__Length
361,,,,,743.427,822,b,822,822_b,Zwijndrecht Groote Lindt,200.1,"200,100",200.844,"200,844",Lindk-Zwdmww,Lindtsedijk - Zwijndrecht Merwedeweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
362,,,,,2362.645,802,,802,802__,Utrecht Industrieterrein Lage Weide,100,"100,000",102.362,"102,362",Mas-Utlg,Maarssen - Utrecht Lage Weide ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
363,,,,,2126.663,814,a,814,814_a,Maastricht Racc. Beatrixhaven,100.2,"100,200",102.33,"102,330",Mt-Bha,Maastricht - Beatrixhaven Aansl. (Maastricht) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
364,,,,,2003.663,814,b,814,814_b,Maastricht Racc. Beatrixhaven,200.1,"200,100",202.1,"202,100",Mt-Klprwg,Maastricht - Klipperweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
365,,,,,3574.714,072,a,72,072_a,Maastricht - Maastricht Grens,37,"37,000",40.57,"40,570",Mt-Glk,Maastricht - Lanaken (B) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
366,,,,,466.67,520,c,520,520_c,Maastricht,36.535,"36,535",37,"37,000",Mt-Glk,Maastricht - Lanaken (B) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
367,,,,,20841.22,060,,60,060__,Roermond - Venlo,47.8,"47,800",68.6,"68,600",Mt-Vl,Maastricht - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
368,,,,,22871.896,062,,62,062__,Sittard - Roermond,22.8,"22,800",45.6,"45,600",Mt-Vl,Maastricht - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
369,,,,,19111.909,063,,63,063__,Maastricht - Sittard,1.6,"1,600",20.7,"20,700",Mt-Vl,Maastricht - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
370,,,,,1354.562,517,b,517,517_b,Venlo,68.6,"68,600",69.95,"69,950",Mt-Vl,Maastricht - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
371,,,,,2196.048,519,a,519,519_a,Roermond,45.6,"45,600",47.8,"47,800",Mt-Vl,Maastricht - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
372,,,,,1610.028,520,a,520,520_a,Maastricht,0,"0,000",1.6,"1,600",Mt-Vl,Maastricht - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
373,,,,,2105.323,553,c,553,553_c,Sittard,20.7,"20,700",22.8,"22,800",Mt-Vl,Maastricht - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
374,,,,,598.236,072,b,72,072_b,Maastricht - Maastricht Grens,200.2,"200,200",200.8,"200,800",Mtb-Mtf,Maastricht Boschpoort - Maastricht Frontenkwartier ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
375,,,,,5198.357,478,a,478,478_a,Rotterdam Europoort 4,0,"0,000",5.146,"5,146",Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
376,,,,,1261.824,478,d,478,478_d,Rotterdam Europoort 4,200,"200,000",201.265,"201,265",Mvtn-Mvtnwe,Maasvlakte Noordwesthoek - Maasvlakte Noordwesthoek Europahaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
377,,,,,13512.343,479,a,479,479_a,Maasvlakte 2,300,"300,000",313.5,"313,500",Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
378,,,,,2700.018,479,b,479,479_b,Maasvlakte 2,500,"500,000",502.7,"502,700",Mvtah-Mvtahw,Maasvlakte Prinses Amaliahaven - Maasvlakte Prinses Amaliahaven west ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
379,,,,,2871.437,478,c,478,478_c,Rotterdam Europoort 4,100,"100,000",102.875,"102,875",Mvtyz-Mvtn,Maasvlakte Yangtzehaven Zuid - Maasvlakte Noordwesthoek ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
380,,,,,17403.628,205,,205,205__,Mariënberg - Almelo,0.2,"0,200",17.6,"17,600",Mrb-Aml,Mariënberg - Almelo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
381,,,,,99.82,606,c,606,606_c,Almelo,17.6,"17,600",17.7,"17,700",Mrb-Aml,Mariënberg - Almelo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
382,,,,,2400.872,010,,10,010__,Haren - Groningen Losplaats,71.4,"71,400",73.8,"73,800",Mp-Gn,Meppel - Groningen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
383,,,,,20245.019,011,,11,011__,Assen - Haren,50.6,"50,600",70.8,"70,800",Mp-Gn,Meppel - Groningen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
384,,,,,47409.854,012,,12,012__,Meppel - Assen,0.8,"0,800",48.1,"48,100",Mp-Gn,Meppel - Groningen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
385,,,,,200.577,502,a,502,502_a,Meppel,0.6,"0,600",0.8,"0,800",Mp-Gn,Meppel - Groningen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
386,,,,,599.989,549,b,549,549_b,Haren,70.8,"70,800",71.4,"71,400",Mp-Gn,Meppel - Groningen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
387,,,,,200.644,552,a,552,552_a,Groningen Losplaats,73.8,"73,800",74,"74,000",Mp-Gn,Meppel - Groningen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
388,,,,,2510.647,654,,654,654__,Assen,48.1,"48,100",50.6,"50,600",Mp-Gn,Meppel - Groningen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
389,,,,,1825.612,666,d,666,666_d,Meteren Aansl.,245.664,"245,664",247.488,"247,488",Mbtwan-Brmet,Meteren Betuweroute Aansl. Noord - Betuweroute Meteren ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
390,,,,,578.79,801,f,801,801_f,Moerdijk Industrieterrein,500,"500,000",500.57,"500,570",Mdw-Cih,Middenweg - Centrale Insteekhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
391,,,,,549.822,801,e,801,801_e,Moerdijk Industrieterrein,400,"400,000",400.54,"400,540",Mdw-Wstlih,Middenweg - Westelijke Insteekhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
392,,,,,700.253,805,c,805,805_c,Dordrecht Zeehaventerrein,400,"400,000",400.7,"400,700",Mwg-Kilkd,Mijlweg - Kilkade ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
393,,,,,399.996,054,c,54,054_c,Boxtel - Eindhoven,200,"200,000",200.4,"200,400",Mph-Awn,Mispelhoef - Achtseweg Noord ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
394,,,,,800,054,b,54,054_b,Boxtel - Eindhoven,100,"100,000",100.8,"100,800",Mph-Tebw,Mispelhoef - Tegenboschweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
395,,,,,6511.114,801,p,801,801_p,Moerdijk Industrieterrein,900,"900,000",906.505,"906,505",Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
396,,,,,2758.227,801,d,801,801_d,Moerdijk Industrieterrein,300,"300,000",302.75,"302,750",Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
397,,,,,3148.415,801,b,801,801_b,Moerdijk Industrieterrein,100,"100,000",103.147,"103,147",Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
398,,,,,976.4,801,g,801,801_g,Moerdijk Industrieterrein,600,"600,000",600.97,"600,970",Mdk-Trw,Moerdijk (Racc.) - Transitoweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
399,,,,,2241.496,541,d,541,541_d,Weesp Aansl.,200.007,"200,007",202.248,"202,248",Mbga-Kv,Muiderberg Aansl. - Keverdijk ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
400,,,,,10424.301,786,,786,786__,Neerpelt (B) - Budel Grens,22.48,"22,480",32.9,"32,900",Lnp-Bdl,Neerpelt (B) - Budel ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
401,,,,,599.935,490,e,490,490_e,Amsterdam Houtrakpolder (gebied),175,"175,000",175.6,"175,600",Nzlw-Amkhw,Nieuw-Zeelandweg - Amerikahavenweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
402,,,,,10347.959,775,,775,775__,Nieuweschans Grens - Weener (D),7.143,"7,143",17.491,"17,491",Nscg-Wr,Nieuweschans Grens - Weener (D) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
403,,,,,1199.999,066,b,66,066_b,Landgraaf - Haanrade Grens,100,"100,000",101.2,"101,200",Nvss-Bvss,Nievelsteenstraat - Bart van Slobbestraat ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
404,,,,,721.786,801,k,801,801_k,Moerdijk Industrieterrein,775,"775,000",775.716,"775,716",Ostlrw-Apw,Oostelijke Randweg - Apolloweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
405,,,,,465.405,801,q,801,801_q,Moerdijk Industrieterrein,925,"925,000",925.455,"925,455",Ostlrw-Ihrv,Oostelijke Randweg - Insteekhaven Roode Vaart ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
406,,,,,701.813,801,l,801,801_l,Moerdijk Industrieterrein,800,"800,000",800.7,"800,700",Ostlrw-Vlw,Oostelijke Randweg - Vlasweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
407,,,,,883.152,823,c,823,823_c,Oosterhout Weststad,200.2,"200,200",201.081,"201,081",Otw-Otwbw,Oosterhout Weststad - Oosterhout Weststad Bovensteweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
408,,,,,1496.57,823,b,823,823_b,Oosterhout Weststad,100.069,"100,069",101.565,"101,565",Otw-Otwrw,Oosterhout Weststad - Oosterhout Weststad Rederijweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
409,,,,,2350.132,831,a,831,831_a,Oss Racc. Elzenburg,100.1,"100,100",102.45,"102,450",O-Oelz,Oss - Oss Racc. Elzenburg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
410,,,,,1400.677,831,b,831,831_b,Oss Racc. Elzenburg,200,"200,000",201.4,"201,400",Oelz-Owk,Oss Racc. Elzenburg - Oss Waalkade ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
411,,,,,951.8,469,f,469,469_f,Pernis,500.9,"500,900",501.85,"501,850",Ps1phv-Pspw,Pernis 1e Petroleumhaven - Pernis Petroleumweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
412,,,,,755.295,469,e,469,469_e,Pernis,410.4,"410,400",411.15,"411,150",Ps2phv-Pspw,Pernis 2e Petroleumhaven - Pernis Petroleumweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
413,,,,,510.144,485,g,485,485_g,Amsterdam Hemhaven (gebied),250,"250,000",250.51,"250,510",Phw-Ctl,Petroleumhavenweg - Coentunnel ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
414,,,,,1777.028,523,c,523,523_c,Amsterdam Sloterdijk,200.581,"200,581",202.345,"202,345",Rdwa-Aeg,Radarweg Aansl. - Amsterdam Erasmusgracht = Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
415,,,,,13489.716,109,,109,109__,Rhenen - De Haar Aansl.,23.7,"23,700",37.2,"37,200",Rhn-Har,Rhenen - De Haar Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
416,,,,,243.849,562,a,562,562_a,De Haar Aansl.,37.2,"37,200",37.443,"37,443",Rhn-Har,Rhenen - De Haar Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
417,,,,,7255.4,815,a,815,815_a,Roodeschool Eemshaven,0.1,"0,100",7.355,"7,355",Rda-Eem,Rodeschool Aansl. - Eemshaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
418,,,,,12848.183,061,,61,061__,Roermond - Vlodrop Grens,89.4,"89,400",102.226,"102,226",Rm-Vdpg,Roermond - Vlodrop Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
419,,,,,345.833,519,b,519,519_b,Roermond,89.056,"89,056",89.4,"89,400",Rm-Vdpg,Roermond - Vlodrop Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
420,,,,,289.853,468,c,468,468_c,Rotterdam Eemhaven,110.1,"110,100",110.4,"110,400",Rol-Rhpw,Rondolaan - Rotterdam Heijplaatweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
421,,,,,826.879,468,b,468,468_b,Rotterdam Eemhaven,104.2,"104,200",105.015,"105,015",Rol-Rzbs,Rondolaan - Rotterdam Zaltbommelstraat ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
422,,,,,19466.665,122,,122,122__,Roosendaal - Breda,2.1,"2,100",21.5,"21,500",Rsd-Bd,Roosendaal - Breda ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
423,,,,,1992.357,544,b,544,544_b,Breda,21.5,"21,500",23.486,"23,486",Rsd-Bd,Roosendaal - Breda ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
424,,,,,597.186,545,a,545,545_a,Roosendaal,1.5,"1,500",2.1,"2,100",Rsd-Bd,Roosendaal - Breda ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
425,,,,,1273.073,850,,850,850__,Roosendaal Borchwerf,100.2,"100,200",101.5,"101,500",Rsd-Rsdbw1,Roosendaal - Roosendaal Borchwerf 1 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
426,,,,,2450.739,120,b,120,120_b,Lage Zwaluwe - Roosendaal,199.949,"199,949",202.4,"202,400",Rsd-Rsdbw2,Roosendaal - Roosendaal Borchwerf 2 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
427,,,,,378.577,825,,825,825__,Roosendaal Majoppeveld Noord,100.5,"100,500",100.878,"100,878",Rsd-Rsdmn,Roosendaal - Roosendaal Majoppeveld Noord ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
428,,,,,73731.468,127,a,127,127_a,Roosendaal - Vlissingen,0.7,"0,700",74.35,"74,350",Rsd-Vs,Roosendaal - Vlissingen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
429,,,,,906.003,114,b,114,114_b,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,101.9,"101,900",102.9,"102,900",Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
430,,,,,1706.584,133,b,133,133_b,Amsterdam Riekerpolder - Warmond,145.9,"145,900",147.609,"147,609",Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
431,,,,,42997.915,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,102.9,"102,900",145.9,"145,900",Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
432,,,,,642.63,540,g,540,540_g,Rotterdam Westelijke Splitsing,101.258,"101,258",101.9,"101,900",Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
433,,,,,881.567,467,b,467,467_b,Rotterdam Waalhaven Oost,20.2,"20,200",21.075,"21,075",Who-Whks,Rotterdam Waalhaven Oost - Rotterdam Waalhaven Kesterenstraat ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
434,,,,,1077.906,467,a,467,467_a,Rotterdam Waalhaven Oost,10,"10,000",11.07,"11,070",Who-Whns,Rotterdam Waalhaven Oost - Rotterdam Waalhaven Nijmegenstraat ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
435,,,,,1697.925,475,b,475,475_b,Rotterdam Maasvlakte,100.3,"100,300",102,"102,000",Ecta-Ect,Rotterdam Waalhaven Racc. ECT Aansl. - Rotterdam Waalhaven Racc. ECT ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
436,,,,,715.246,470,b,470,470_b,Botlek,110,"110,000",110.72,"110,720",Bot-Bot3ph1,"Rotterdam, Botlek - Botlek 3e Petroleumhaven 1 ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
437,,,,,430.395,470,c,470,470_c,Botlek,120,"120,000",120.428,"120,428",Bot-Bot3ph2,"Rotterdam, Botlek - Botlek 3e Petroleumhaven 2 ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
438,,,,,1100.815,470,l,470,470_l,Botlek,400.1,"400,100",401.2,"401,200",Bot-Bot3ph3,"Rotterdam, Botlek - Botlek 3e Petroleumhaven 3 ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
439,,,,,996.117,470,m,470,470_m,Botlek,410,"410,000",410.995,"410,995",Bot-Bot3ph4,"Rotterdam, Botlek - Botlek 3e Petroleumhaven 4 ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
440,,,,,497.665,470,h,470,470_h,Botlek,310,"310,000",310.5,"310,500",Bot-Botch1,"Rotterdam, Botlek - Botlek Chemiehaven 1 ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
441,,,,,971.405,470,n,470,470_n,Botlek,450,"450,000",450.97,"450,970",Bot-Botch2,"Rotterdam, Botlek - Botlek Chemiehaven 2 ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
442,,,,,4644.952,476,a,476,476_a,Rotterdam Europoort 2,100,"100,000",104.65,"104,650",Bot-Bottha,"Rotterdam, Botlek - Botlek Theemsweg Aansl. ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
443,,,,,2054.049,470,a,470,470_a,Botlek,100.1,"100,100",102.16,"102,160",Bot-Odma,"Rotterdam, Botlek - Oude Maas ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
444,,,,,6002.977,470,g,470,470_g,Botlek,300.4,"300,400",306.43,"306,430",Bot-Qbst,"Rotterdam, Botlek - Quebeckstraat ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
445,,,,,21247.386,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,21.039,"21,039",42.3,"42,300",Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
446,,,,,1699.794,470,k,470,470_k,Botlek,375,"375,000",376.689,"376,689",Bot-Vopk,"Rotterdam, Botlek - VOPAK ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
447,,,,,3260.224,470,e,470,470_e,Botlek,200,"200,000",203.27,"203,270",Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
448,,,,,1497.918,477,a,477,477_a,Rotterdam Europoort 3,100,"100,000",101.47,"101,470",Erp-Erpch,"Rotterdam, Emplacement Europoort - EUROCHEMIE ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
449,,,,,3965.544,474,a,474,474_a,Rotterdam Europoort 1,100,"100,000",103.97,"103,970",Erp-Erpelbw,"Rotterdam, Emplacement Europoort - Europoort Elbeweg ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
450,,,,,803.464,474,b,474,474_b,Rotterdam Europoort 1,110.1,"110,100",110.9,"110,900",Erp-Erpsw,"Rotterdam, Emplacement Europoort - Europoort Scheldeweg ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
451,,,,,2041.38,477,b,477,477_b,Rotterdam Europoort 3,200,"200,000",202.045,"202,045",Erp-Kon,"Rotterdam, Emplacement Europoort - Kolenoverslag ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
452,,,,,1575.357,475,c,475,475_c,Rotterdam Maasvlakte,200,"200,000",201.57,"201,570",Mvt-Mvtazh,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Amazonehaven ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
453,,,,,2800.916,475,a,475,475_a,Rotterdam Maasvlakte,0,"0,000",2.9,"2,900",Mvt-Mvtm,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Missouriweg ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
454,,,,,977.893,478,b,478,478_b,Rotterdam Europoort 4,602,"602,000",603,"603,000",Mvt-Ecta,"Rotterdam, Emplacement Maasvlakte - Rotterdam Waalhaven Racc. ECT Aansl. ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
455,,,,,1458.131,469,d,469,469_d,Pernis,400,"400,000",401.5,"401,500",Ps-Ps2phv,"Rotterdam, Emplacement Pernis - Pernis 2e Petroleumhaven ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
456,,,,,3115.009,952,,952,952__,Botlektunnel,813.184,"813,184",816.3,"816,300",Ps-Bot,"Rotterdam, Emplacement Pernis - Rotterdam, Botlek ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
457,,,,,2241.689,469,b,469,469_b,Pernis,200,"200,000",202.265,"202,265",Ps-Shell1,"Rotterdam, Emplacement Pernis - SHELL1 ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
458,,,,,1313.545,469,a,469,469_a,Pernis,100,"100,000",101.35,"101,350",Ps-Strww,"Rotterdam, Emplacement Pernis - Streefwaalseweg ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
459,,,,,632.936,468,f,468,468_f,Rotterdam Eemhaven,300,"300,000",300.6,"300,600",Whz-Prmat,"Rotterdam, Emplacement Waalhaven Zuid - Prinses Margriet Terminal ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
460,,,,,3743.458,468,a,468,468_a,Rotterdam Eemhaven,100,"100,000",103.77,"103,770",Whz-Rol,"Rotterdam, Emplacement Waalhaven Zuid - Rondolaan ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
461,,,,,1554.862,468,g,468,468_g,Rotterdam Eemhaven,400,"400,000",401.555,"401,555",Whz-Rdhw,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam Den Hamweg ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
462,,,,,14454.209,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,6.1,"6,100",20.5,"20,500",Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
463,,,,,3996.013,467,c,467,467_c,Rotterdam Waalhaven Oost,100,"100,000",104,"104,000",Whz-Who,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Emplacement Waalhaven Oost ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
464,,,,,2999.6,951,,951,951__,Waalhaven Zuid aansl. Noord - Waalhaven Zuid,304.3,"304,300",307.3,"307,300",Whzan-Whz,"Rotterdam, Waalhaven Aansl. Noord - Rotterdam, Emplacement Waalhaven Zuid ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
465,,,,,3304.726,490,h,490,490_h,Amsterdam Houtrakpolder (gebied),300,"300,000",303.304,"303,304",Row-Nzkw,Ruijgoordweg - Noordzeekanaalweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
466,,,,,4702.961,007,,7,007__,Sauwerd - Winsum,0.4,"0,400",5.1,"5,100",Swd-Rd,Sauwerd - Roodeschool ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
467,,,,,22047.199,200,,200,200__,Winsum - Roodeschool,5.1,"5,100",27.12,"27,120",Swd-Rd,Sauwerd - Roodeschool ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
468,,,,,100.225,600,a,600,600_a,Sauwerd,0.3,"0,300",0.4,"0,400",Swd-Rd,Sauwerd - Roodeschool ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
469,,,,,520.406,115,a,115,115_a,Schiedam Centrum - Vlaardingen Vulcaanhaven,0.684,"0,684",1.204,"1,204",Sdm-Sdmga,Schiedam Centrum - Schiedam Goederenoverdrachtspoor Aansluiting ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
470,,,,,3995.834,115,d,115,115_d,Schiedam Centrum - Vlaardingen Vulcaanhaven,501.204,"501,204",505.2,"505,200",Sdmga-Vdgvch,Schiedam Goederenoverdrachtspoor Aansluiting -  Vlaardingen Vulcaanhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
471,,,,,6557.661,433,,433,433__,Sittard - Born,0.2,"0,200",6.76,"6,760",Std-Bon,Sittard - Born ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
472,,,,,101.05,553,a,553,553_a,Sittard,0.1,"0,100",0.2,"0,200",Std-Bon,Sittard - Born ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
473,,,,,15926.193,064,,64,064__,Sittard - Heerlen,1,"1,000",16.9,"16,900",Std-Hz,Sittard - Herzogenrath (D) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
474,,,,,1299.198,065,,65,065__,Heerlen - Landgraaf,19.8,"19,800",21.1,"21,100",Std-Hz,Sittard - Herzogenrath (D) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
475,,,,,4552.334,066,a,66,066_a,Landgraaf - Haanrade Grens,22.7,"22,700",27.25,"27,250",Std-Hz,Sittard - Herzogenrath (D) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
476,,,,,2911.25,504,b,504,504_b,Heerlen,16.9,"16,900",19.8,"19,800",Std-Hz,Sittard - Herzogenrath (D) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
477,,,,,199.263,553,b,553,553_b,Sittard,0.8,"0,800",1,"1,000",Std-Hz,Sittard - Herzogenrath (D) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
478,,,,,1601.15,661,b,661,661_b,Landgraaf,21.1,"21,100",22.7,"22,700",Std-Hz,Sittard - Herzogenrath (D) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
479,,,,,1670,781,b,781,781_b,Aachen (D) - Herzogenrath (D),27.25,"27,250",28.92,"28,920",Std-Hz,Sittard - Herzogenrath (D) ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
