zk_volgnr;subsidiejaar;subsidieregeling;naam_activiteit_of_projectnaam;resultaat;voorlopig_bedrag;definitief_bedrag;aanvrager;kvk
1.080.582;2017;Vrijwilligers en herdenkactiviteiten;activiteiten voor en door vrouwen Krommenie;Verstrekt;;250;Passage Chr. Maatschappelijke Vrouwenbeweging afd. Krommenie;32.072.428
1.102.555;2017;Vrijwilligers en herdenkactiviteiten;activiteiten voor jongeren;Verstrekt;;2.400;;41.231.079
1.667.877;2017;Vrijwilligers en herdenkactiviteiten;Bigi Sma Dey;Verstrekt;;1.550;Multiculturele Vrouwenvereniging Stonfutu;2.403.734
1.349.155;2017;Vrijwilligers en herdenkactiviteiten;Culturele dag aangevuld met programma voor ouderen en jongeren ;Verstrekt;;2.825;Stichting Jepi Makandra;232.217
1.645.973;2017;Vrijwilligers en herdenkactiviteiten;De Zaanse Passion - een verbindend event voor de hele Zaanstreek;Verstrekt;;2.800;Stichting Samenbindende Projecten Zaanstreek;64.113.671
1.639.913;2017;Vrijwilligers en herdenkactiviteiten;Dialoog Zaanstad;Verstrekt;;1.045;;
1.671.560;2017;Vrijwilligers en herdenkactiviteiten;Diverse projecten, zie bijgevoegde projectplannen in de bijlage;Verstrekt;;3.200;Turkse Democratische Volks- en Jongerenvereniging Zaanstad;40.617.718
1.137.252;2017;Vrijwilligers en herdenkactiviteiten;EHBO cursussen en EHBO diensten aan derden;Verstrekt;;1.350;KNV EHBO afdeling Zaandam;40.617.419
1.133.015;2017;Vrijwilligers en herdenkactiviteiten;Ehbo lessen en ondersteuning;Verstrekt;;410;EHBO-vereniging St. Liduina;342.049.747
1.050.806;2017;Vrijwilligers en herdenkactiviteiten;GJC Zomerkampen;Verstrekt;;2.400;;40.618.061
1.085.795;2017;Vrijwilligers en herdenkactiviteiten;het op peil houden van kennis en vaardigheid van EHBO-ers en mensen met een certificaat;Verstrekt;;1.450;Kon. NL Vereniging Eerste Hulp Bij Ongelukken afdeling Koog-Zaandijk;40.617.232
1.349.917;2017;Vrijwilligers en herdenkactiviteiten;Huttenbouw Assendelft;Verstrekt;;1.500;;60.721.944
1.617.459;2017;Vrijwilligers en herdenkactiviteiten;Huttenbouw Krommenie;Verstrekt;;1.395;Stichting Huttenbouw Krommenie;58.216.480
1.512.914;2017;Vrijwilligers en herdenkactiviteiten;Huttenbouwen Zaandijk;Verstrekt;;2.085;;0
1.633.842;2017;Vrijwilligers en herdenkactiviteiten;Huttenbouwvereniging Westzaan;Verstrekt;;2.300;huttenbouw vereniging Westzaan;
1.048.978;2017;Vrijwilligers en herdenkactiviteiten;invulling ontmoetingsdagen;Verstrekt;;1.500;;
1.123.834;2017;Vrijwilligers en herdenkactiviteiten;Inzetten Humanitas vrijwilligers;Verstrekt;;4.000;Humanitas afdeling Zaanstreek;40.530.895
1.596.213;2017;Vrijwilligers en herdenkactiviteiten;KETI KOTI;Verstrekt;;2.800;Stichting Surbeza;41.231.070
1.569.541;2017;Vrijwilligers en herdenkactiviteiten;koningsdag de groene  buurt;Verstrekt;;1.000;;
1.240.587;2017;Vrijwilligers en herdenkactiviteiten;Koningsdag Westzaan;Verstrekt;;1.300;;40.647.227
1.132.899;2017;Vrijwilligers en herdenkactiviteiten;Mantelzorgers Onder Elkaar;Verstrekt;;3.200;Stichting MOE;63.297.000
1.070.186;2017;Vrijwilligers en herdenkactiviteiten;Nat. ver. De Zonnebloem Regio Zaanstreek-Waterland;Verstrekt;;3.200;Nationale vereniging De Zonnebloem regio Zaanstreek-Waterland;40.281.159
1.112.254;2017;Vrijwilligers en herdenkactiviteiten;organiseren van activiteiten voor jeugd en ouderen;Verstrekt;;2.463;Speeltuinvereniging Theresia;
1.746.737;2017;Vrijwilligers en herdenkactiviteiten;Rosmolenwijkfeest;Verstrekt;;2.000;Organisaie Rosmolenwijkfeest;62.992.856
1.128.367;2017;Vrijwilligers en herdenkactiviteiten;Samen uit, samen genieten. Sociaal culturele activititen voor kwetsbare ouderen;Verstrekt;;2.400;Stichting Vier het Leven;32.108.498
1.629.438;2017;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;Evean Westerwatering;41.232.302
1.552.567;2017;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;912;Stichting Vrienden van Lambert Melisz;41.231.790
1.625.253;2017;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;St Hervormd Centrum Pennemes;41.232.103
1.601.842;2017;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;Evean Rosariumhorst;41.232.302
1.629.496;2017;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;450;Buurtcentrum de Vuister;34.238.177
1.529.030;2017;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;Evean Nieuw Groenland;41.231.224
1.571.667;2017;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;Evean Acht Staten;41.232.302
1.590.342;2017;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;RIBW ZWWF;41.235.221
1.603.621;2017;Vrijwilligers en herdenkactiviteiten;Samen zomeren Guisveld;Verstrekt;;600;Evean Guisveld;41.232.302
1.129.037;2017;Vrijwilligers en herdenkactiviteiten;Scouting Assendelft;Verstrekt;;3.200;Scouting Assendelft;34.291.451
1.055.319;2017;Vrijwilligers en herdenkactiviteiten;Scouting Koog-Zaandijk;Verstrekt;;2.000;Scouting Koog-Zaandijk;34.306.344
1.559.438;2017;Vrijwilligers en herdenkactiviteiten;Single SuperMom;Verstrekt;;2.800;Stichting Single SuperMom;8.181.064
1.525.115;2017;Vrijwilligers en herdenkactiviteiten;Sint intocht Westzaan;Verstrekt;;1.104;;
1.837.966;2017;Vrijwilligers en herdenkactiviteiten;Sinterklaasintocht;Verstrekt;;2.000;organisatiecomite Sinterklaasintocht Rondje Koog;40.617.729
1.873.780;2017;Vrijwilligers en herdenkactiviteiten;Sinterklaasintocht;Verstrekt;;8.000;Sinterklaas Intocht Comite Zaandam;41.231.166
1.849.987;2017;Vrijwilligers en herdenkactiviteiten;Sinterklaasintocht Assendelft;Verstrekt;;2.000;;57.692.653
1.408.247;2017;Vrijwilligers en herdenkactiviteiten;Sinterklaasintocht Wormerveer;Verstrekt;;2.000;Stichting Vrienden van Sint Nicolaas Wormerveer;34.282.591
1.123.189;2017;Vrijwilligers en herdenkactiviteiten;Sinterklaasintocht Zaandam Zuid;Verstrekt;;2.000;Sinterklaas comite Zaanstad;58.096.523
1.241.685;2017;Vrijwilligers en herdenkactiviteiten;Sociaal- cultureel en voorlichting;Verstrekt;;2.400;;58.205.470
1.572.287;2017;Vrijwilligers en herdenkactiviteiten;Soudanees Nederlandse ontmoeting;Verstrekt;;600;Vereniging De Bloesem;
1.135.174;2017;Vrijwilligers en herdenkactiviteiten;Stichting Zaanse Zieken en Bejaarden Omroep (ZZBO);Verstrekt;;3.600;Stichting Zaanse Zieken en Bejaardenomroep (ZZBO);41.231.072
1.142.524;2017;Vrijwilligers en herdenkactiviteiten;Uitzenden van Turkse radiozender ¨Radio 2000¨;Verstrekt;;975;Stichting Turkse Media Zaanstreek;34.136.778
1.587.465;2017;Vrijwilligers en herdenkactiviteiten;Veerkrachttraining 'Bouwen aan een nieuwe toekomst';Verstrekt;;2.000;Stichting Mama Vita;53.586.611
1.120.999;2017;Vrijwilligers en herdenkactiviteiten;Visuele beperkingen;Verstrekt;;550;Oogvereniging regio Noordwest;56.807.864
1.135.032;2017;Vrijwilligers en herdenkactiviteiten;Vrijwilligersactiviteiten;Verstrekt;;1.225;Unie van Vrijwilligers afd. Krommenie;41.231.197
1.414.084;2017;Vrijwilligers en herdenkactiviteiten;Vrijwilligersactiviteiten op gebied van zorg en welzijn;Verstrekt;;4.000;Stichting Present Zaanstreek;34.359.833
1.180.398;2017;Vrijwilligers en herdenkactiviteiten;Wereldvrouwen Zingen Samen 19 maart 2017;Verstrekt;;948;Wereldvrouwen Zingen Samen ;61.745.324
1.439.704;2017;Vrijwilligers en herdenkactiviteiten;Zoefff Huttenbouw;Verstrekt;;735;;
