GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,FYSIEK_VOORKOMEN,OPPERVLAKTE,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,ID,Shape__Area,Shape__Length
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.903831,"83,903831",Randstad Zuid,RZ,gesloten verharding,25.455254,91833.548835,437801.2415,51.9250974677287,4.46889130567051,Prorail,L0004,bestaand,,283,3856da00b7fd46de9d4eaa1da0fc08b5,0,gerealiseerd,2015/08/03 08:57:54+00,393111,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.904956,"83,904956",Randstad Zuid,RZ,gesloten verharding,25.466651,91846.8465,437758.941,51.9247188100171,4.46909237059051,Prorail,L0004,bestaand,,283,1b9e560567764079bd45a57d77ae463a,0,gerealiseerd,2015/08/03 08:57:54+00,393313,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.943354,"83,943354",Randstad Zuid,RZ,gesloten verharding,26.493566,91858.872591,437855.707,51.9255898411064,4.46924941642113,Prorail,L0004,bestaand,,283,4454f5f01d9d4afb9503b88634effdea,0,gerealiseerd,2015/08/03 08:57:54+00,393319,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.904383,"83,904383",Randstad Zuid,RZ,gesloten verharding,25.46824,91840.029,437780.64,51.9249130515529,4.46898928601096,Prorail,L0004,bestaand,,283,917fc0c6c45a4af9b407fa0fb0764f3a,0,gerealiseerd,2015/08/03 08:57:54+00,393499,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,154.033267,"154,033267",Randstad Noord,RN,gesloten verharding,38.97716,121116.831828,483359.88,52.337118501765,4.89005278220924,Prorail,L0004,bestaand,,283,bbbd229088d54754a6cc96ea819ff6bb,0,,2021/01/22 18:57:26+00,396595,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.788614,"80,788614",Randstad Noord,RN,gesloten verharding,19.92785,121850.91396,488013.1055,52.3789833116222,4.90036465644946,Prorail,L0004,bestaand,,283,069650cadc174b589f72792ecac42654,0,gerealiseerd,2021/02/01 17:56:03+00,396738,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,154.033278,"154,033278",Randstad Noord,RN,gesloten verharding,38.937704,121115.479566,483358.286,52.3371040925736,4.89003310224115,Prorail,L0004,bestaand,,283,72f0ec40e61b47729e75b92902badffe,0,,2021/01/22 18:49:44+00,396746,0,0
,,,,,,,,,,,gesloten verharding,27.209036,111138.589,516967.009357,52.6384359473908,4.73924238067998,Prorail,L0004,bestaand,,283,26e3881330154776a94e8ad4918b807a,1,,2022/08/02 13:19:38+00,396912,0,0
,,,,,,,,,,,gesloten verharding,13.515349,112359.1615,480370.805268,52.3096454556693,4.76194055943967,Prorail,L0004,bestaand,,283,8c947f6243a747e5a9f25051c75e8234,-1,gerealiseerd,2020/12/04 12:37:48+00,397044,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.707489,"80,707489",Randstad Noord,RN,gesloten verharding,9.464426,121808.361215,488101.089,52.3797714736848,4.89973104118392,Prorail,L0004,bestaand,,283,584a2a5ac7924269b5b3995c98cf3ba4,0,gerealiseerd,2020/05/20 11:05:16+00,397153,0,0
558,a,558,558_a,Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,57.307704,"57,307704",Randstad Noord,RN,gesloten verharding,33.233668,117339.0535,484366.114712,52.3459159741838,4.83451303707704,Prorail,L0004,bestaand,,283,8d2454d1109a4c8786714966e7b408e0,0,gerealiseerd,2016/06/20 13:48:04+00,397195,0,0
096,b,96,096_b,Amsterdam Muiderpoort - Duivendrecht,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,105.839519,"105,839519",Randstad Noord,RN,gesloten verharding,18.448082,123000.859,484403.176603,52.3466078960234,4.91759612204051,Prorail,L0004,bestaand,,283,8792933983ea489ab55e4f1d2bed8e12,0,gerealiseerd,2021/02/01 17:53:43+00,397211,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.73672,"80,736720",Randstad Noord,RN,gesloten verharding,18.062988,121786.380917,488004.7265,52.37890410711,4.89941776157886,Prorail,L0004,bestaand,,283,aa7c165646067f64e05332a1e90aea46,0,gerealiseerd,2021/02/01 17:53:31+00,397220,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,155.248532,"155,248532",Randstad Noord,RN,gesloten verharding,30.890497,119965.194692,483547.469,52.3387322347069,4.87313648760991,Prorail,L0004,bestaand,,283,cb3d0fe7de1847df909faf4d3af8b943,0,gerealiseerd,2021/01/22 19:02:40+00,397316,0,0
524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,71.230297,"71,230297",Randstad Noord,RN,gesloten verharding,18.13451,116007.494,494637.199917,52.4381310103951,4.81377990482947,Prorail,L0004,bestaand,,283,14df5321de374925ae0cdb522ee10dcf,0,gerealiseerd,2021/04/23 10:42:55+00,397426,0,0
526,b,526,526_b,Amsterdam Muiderpoort,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,103.649245,"103,649245",Randstad Noord,RN,gesloten verharding,7.051944,123895.7665,485954.782207,52.3606041202794,4.93058561892559,Prorail,L0004,bestaand,,283,da13e00ce7aa430092e1ba9cb6c8f35d,0,gerealiseerd,2021/03/08 13:59:03+00,397437,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.788288,"80,788288",Randstad Noord,RN,gesloten verharding,21.280658,121840.354484,487995.4565,52.3788240573473,4.90021132323487,Prorail,L0004,bestaand,,283,4e4243dc00ed4e7a91b0971c48543ee4,0,gerealiseerd,2021/02/01 17:55:35+00,397441,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.705211,"80,705211",Randstad Noord,RN,gesloten verharding,18.81805,121759.497805,488020.9545,52.3790483258766,4.89902135528917,Prorail,L0004,bestaand,,283,54ca4d914a494d6eb4e7524eb6b6c975,0,gerealiseerd,2021/02/01 17:55:12+00,397496,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.785198,"80,785198",Randstad Noord,RN,gesloten verharding,19.417904,121827.096322,487978.6415,52.3786721352231,4.90001827655338,Prorail,L0004,bestaand,,283,e85c6dddfef5427f8045bb4d0abfb5d9,0,gerealiseerd,2021/02/01 17:55:49+00,397559,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.78917,"80,789170",Randstad Noord,RN,gesloten verharding,22.63372,121870.246036,488045.4985,52.3792756036761,4.9006453706067,Prorail,L0004,bestaand,,283,7ed42502b41b4ef1a135c5c26bfc25d9,0,gerealiseerd,2021/02/01 17:54:07+00,397567,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.705312,"80,705312",Randstad Noord,RN,gesloten verharding,25.196769,121789.740961,488073.1615,52.3795193552764,4.89946034237351,Prorail,L0004,bestaand,,283,ce61c7c00b4f46ec9b8d1f5ce16586db,0,gerealiseerd,2021/02/01 17:54:05+00,397582,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.704963,"80,704963",Randstad Noord,RN,gesloten verharding,21.451759,121779.645849,488056.3625,52.3793677671394,4.89931374618048,Prorail,L0004,bestaand,,283,15cb414d43a74c6fb089e127bcf54889,0,gerealiseerd,2021/02/01 17:55:31+00,397591,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,155.248779,"155,248779",Randstad Noord,RN,gesloten verharding,31.77514,119964.342099,483562.1955,52.3388645322747,4.87312244552584,Prorail,L0004,bestaand,,283,7d10fa28f1a640e9b4ab2dc7ba2dc3b3,0,gerealiseerd,2021/01/22 19:01:53+00,397713,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.789191,"80,789191",Randstad Noord,RN,gesloten verharding,22.825519,121871.112716,488046.958,52.3792887729175,4.90065795472797,Prorail,L0004,bestaand,,283,f9bc2324b2df4880b365af1ad026e51c,0,gerealiseerd,2021/02/01 17:56:14+00,397726,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.704909,"80,704909",Randstad Noord,RN,gesloten verharding,21.608522,121777.938493,488053.5125,52.3793420500667,4.89928895376418,Prorail,L0004,bestaand,,283,fb14e733a2eb442ab93846ed7a481592,0,gerealiseerd,2021/02/01 17:53:32+00,397728,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.704576,"80,704576",Randstad Noord,RN,gesloten verharding,20.786703,121768.168492,488037.2445,52.3791952536402,4.89914708077114,Prorail,L0004,bestaand,,283,e16df4160586488cbf0c8b0438d705a1,0,gerealiseerd,2021/02/01 17:53:57+00,397916,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.785199,"80,785199",Randstad Noord,RN,gesloten verharding,18.858144,121827.945569,487980.112,52.3786854023394,4.90003060320679,Prorail,L0004,bestaand,,283,32ea7783dbf74bab8e54e068cee37fc3,0,gerealiseerd,2021/02/01 17:54:36+00,397983,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,155.248812,"155,248812",Randstad Noord,RN,gesloten verharding,31.767582,119964.237029,483563.9515,52.3388803073283,4.87312072115363,Prorail,L0004,bestaand,,283,1b5e950e1a3f44c5ae3b25b37d723ccf,0,gerealiseerd,2021/01/22 19:03:35+00,397993,0,0
096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,1.46953,"1,469530",Randstad Noord,RN,gesloten verharding,18.752139,122990.7085,484372.152151,52.3463284768497,4.91745011225474,Prorail,L0004,bestaand,,283,9d93943fbd234d158238000cf0c42b52,0,gerealiseerd,2021/02/01 17:55:51+00,398024,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.789004,"80,789004",Randstad Noord,RN,gesloten verharding,21.8725,121860.266254,488028.5355,52.379122550041,4.9005004810561,Prorail,L0004,bestaand,,283,3ae82a53e8f14812855265b01d1f3043,0,gerealiseerd,2021/02/01 17:56:05+00,398047,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.789045,"80,789045",Randstad Noord,RN,gesloten verharding,21.85902,121861.14639,488029.9795,52.3791355808074,4.90051326422429,Prorail,L0004,bestaand,,283,a7f1cbe342bc49bc95b33fa2dd4e7708,0,gerealiseerd,2021/02/01 17:51:13+00,398136,0,0
145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,56.614913,"56,614913",Randstad Noord,RN,gesloten verharding,7.210391,117333.598,485058.386199,52.3521372278669,4.83435549046981,Prorail,L0004,bestaand,,283,ba1820f8ae39432abb9fbbc5f3f60918,0,gerealiseerd,2021/02/12 17:01:12+00,436516,0,0
605,,605,605__,Wierden,Dv-Aml,Deventer - Almelo ,33.822031,"33,822031",Noord-Oost,NO,gesloten verharding,10.769813,237109.265251,486633.4735,52.3614433743455,6.5926469035341,Prorail,L0004,bestaand,,283,6f5335c6a2e64c5c91ca80c1c7b81f3e,-1,gerealiseerd,2021/02/12 17:39:09+00,444241,0,0
543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,45.121727,"45,121727",Noord-Oost,NO,gesloten verharding,22.156317,251034.076887,475797.8305,52.2618213191874,6.79393411322963,Prorail,L0004,bestaand,,283,210301d3cbe84814a4daf8f19b1db0c5,0,gerealiseerd,2020/10/09 10:48:21+00,444548,0,0
503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,43.592413,"43,592413",Noord-Oost,NO,gesloten verharding,14.289113,207825.906,474655.925129,52.257399589919,6.16090986895724,Prorail,L0004,bestaand,,283,ff9a5fd8bf5c469e9f6151cf1c498c7c,0,gerealiseerd,2020/12/18 14:48:57+00,444890,0,0
,,,,,,,,,,,gesloten verharding,11.736938,93209.2915,437246.854796,51.9202695268081,4.48898901939577,Prorail,L0004,bestaand,,283,f30afd4f93484bb3aa61caeec6e3c51a,-2,gerealiseerd,2016/01/19 11:25:09+00,447681,0,0
,,,,,,,,,,,gesloten verharding,1.487016,93199.482,437229.730873,51.9201145384292,4.48884951783185,Prorail,L0004,bestaand,,283,511caefdafca465bb08c08920ce7d269,-2,gerealiseerd,2016/01/21 15:51:59+00,447873,0,0
,,,,,,,,,,,gesloten verharding,26.503902,93203.591,437228.719152,51.9201059021727,4.48890942237538,Prorail,L0004,bestaand,,283,292e45ef5b294c7aafbeeba7aba7a97d,-1,gerealiseerd,2016/01/21 14:02:21+00,447899,0,0
,,,,,,,,,,,gesloten verharding,1.501405,93197.9975,437228.484727,51.9201031739653,4.48882816505302,Prorail,L0004,bestaand,,283,865c0d0da5784535a4acf4dee56ee428,-2,gerealiseerd,2016/01/21 15:51:40+00,448204,0,0
,,,,,,,,,,,gesloten verharding,1.525795,93213.698,437241.585741,51.9202226613532,4.48905401286024,Prorail,L0004,bestaand,,283,147135420f62467cb38e5a22a5f83e82,-2,gerealiseerd,2016/01/21 15:52:50+00,448215,0,0
,,,,,,,,,,,gesloten verharding,11.537498,93207.8125,437245.611964,51.9202581927657,4.48896774585349,Prorail,L0004,bestaand,,283,a9bb689e2ac24981aaa4f5ccb9b4e4ea,-2,gerealiseerd,2016/01/19 11:25:09+00,448288,0,0
,,,,,,,,,,,gesloten verharding,26.883965,84255.719,447057.558778,52.0073719940954,4.35683307070014,Prorail,L0004,bestaand,,283,f7e0fc2b887246329956315afe8e0576,-2,gerealiseerd,2016/02/05 13:29:34+00,448443,0,0
,,,,,,,,,,,gesloten verharding,26.410162,93212.5095,437236.152863,51.9201737021624,4.4890377142434,Prorail,L0004,bestaand,,283,584f5237d7b4445182640680dee7d871,-1,gerealiseerd,2016/01/21 14:02:48+00,448537,0,0
,,,,,,,,,,,gesloten verharding,1.51466,93212.1975,437240.369742,51.9202115660965,4.48903242200862,Prorail,L0004,bestaand,,283,7cf97a45ed4841b49dae96c2c400f432,-2,gerealiseerd,2016/01/21 15:52:19+00,448586,0,0
,,,,,,,,,,,gesloten verharding,11.750255,93193.6065,437233.74335,51.9201499472574,4.4887633986887,Prorail,L0004,bestaand,,283,ce101545ebd94f83bb8b310f3bdfe50d,-2,gerealiseerd,2016/01/19 11:25:09+00,448611,0,0
,,,,,,,,,,,gesloten verharding,24.294281,93075.255,464608.864485,52.1661619755643,4.4820839827797,Prorail,L0004,bestaand,,283,d6f28d0ac3524091a80bbb1328ff231a,2,gerealiseerd,2016/06/02 13:34:59+00,450051,0,0
,,,,,,,,,,,gesloten verharding,24.083139,93092.2595,464594.595115,52.1660356427798,4.48233509913372,Prorail,L0004,bestaand,,283,baebee61b6c14031a430250d60531297,2,gerealiseerd,2016/06/02 13:34:59+00,450158,0,0
,,,,,,,,,,,gesloten verharding,29.315493,93051.19,464629.730063,52.1663467961165,4.48172847462166,Prorail,L0004,bestaand,,283,d0bb9ecf270c453aa11b9636954f58e5,2,gerealiseerd,2016/06/02 13:34:59+00,450197,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.622426,"44,622426",Randstad Noord,RN,gesloten verharding,6.900049,154091.447,462902.734674,52.1542973614083,5.37392746054132,Prorail,L0004,bestaand,,283,ed84f50939154422b4a9fb019e8ebb1d,1,gerealiseerd,2022/02/16 09:28:07+00,450241,0,0
553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,21.802353,"21,802353",Zuid,Z,gesloten verharding,15.668686,188099.507,334774.316414,51.0016545733472,5.85873125022596,Prorail,L0004,bestaand,,283,45f12f13327e4132a1eb4c539730fdce,0,gerealiseerd,2016/01/06 15:06:50+00,450306,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.091696,"35,091696",Randstad Noord,RN,gesloten verharding,27.395945,135955.5485,455704.561546,52.0892738222819,5.10932444789945,Prorail,L0004,bestaand,,283,629298230da64c4e89ad209353bb3696,0,gerealiseerd,2020/10/09 10:55:06+00,459015,0,0
094,,94,094__,Utrecht Centraal - Blauwkapel,Ut-Amf,Utrecht - Amersfoort ,3.061813,"3,061813",Randstad Noord,RN,gesloten verharding,8.757246,137075.578,458016.0625,52.110086822375,5.12554519381305,Prorail,L0004,bestaand,,283,5ffc5ba47d9b4b5abe3b4e1e68d0b64b,0,gerealiseerd,2020/10/02 15:09:56+00,459250,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133818,"35,133818",Randstad Noord,RN,gesloten verharding,27.394691,135959.52,455658.649371,52.088861302966,5.10938495809052,Prorail,L0004,bestaand,,283,0e98d1a4f2e746138cd6c828e5bca312,0,gerealiseerd,2020/10/09 10:55:02+00,459262,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133782,"35,133782",Randstad Noord,RN,gesloten verharding,27.387238,136019.2165,455692.783893,52.0891701511462,5.11025407666431,Prorail,L0004,bestaand,,283,a03f8b7447094c2fb07fc2a7412f969c,0,gerealiseerd,2020/10/09 10:55:33+00,459410,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.091864,"35,091864",Randstad Noord,RN,gesloten verharding,27.321298,135977.172,455716.888215,52.08938535679,5.10963926689627,Prorail,L0004,bestaand,,283,668ece1745324dbcaa6b20529ee83bb0,0,gerealiseerd,2020/10/09 10:57:22+00,459417,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.092229,"35,092229",Randstad Noord,RN,gesloten verharding,27.378751,136018.383,455740.328482,52.0895974504975,5.11023926980345,Prorail,L0004,bestaand,,283,4cacedacf20c46d8a04f9840db833f4f,0,gerealiseerd,2020/10/09 10:54:11+00,459418,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133809,"35,133809",Randstad Noord,RN,gesloten verharding,27.383156,135958.0455,455657.81687,52.0888537698037,5.10936349047273,Prorail,L0004,bestaand,,283,a341c44cae5643d69be77bd91f22ed96,0,gerealiseerd,2020/10/09 10:57:17+00,459419,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.09221,"35,092210",Randstad Noord,RN,gesloten verharding,27.356795,136016.9085,455739.495659,52.0895899145976,5.11021780170615,Prorail,L0004,bestaand,,283,ebdd7ace1eda421495841ddb140d36b5,0,gerealiseerd,2020/10/09 10:57:21+00,459655,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.091844,"35,091844",Randstad Noord,RN,gesloten verharding,27.296043,135975.6975,455716.057318,52.0893778380958,5.10961779889462,Prorail,L0004,bestaand,,283,46bef2b435bb4ca793876dbea06c27ad,0,gerealiseerd,2020/10/09 10:55:23+00,459757,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.091681,"35,091681",Randstad Noord,RN,gesloten verharding,27.328342,135954.077,455703.727165,52.0892662723124,5.10930302397161,Prorail,L0004,bestaand,,283,5ae84e483f1a4a4082117cde6b465265,0,gerealiseerd,2020/10/09 10:57:15+00,459815,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.092018,"35,092018",Randstad Noord,RN,gesloten verharding,27.25155,135998.534,455729.078159,52.0894956526102,5.10995027954045,Prorail,L0004,bestaand,,283,1c246f72b631472ebc5f51bdac57a583,0,gerealiseerd,2020/10/09 10:55:48+00,460095,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.092355,"35,092355",Randstad Noord,RN,gesloten verharding,27.218988,136037.7395,455751.390022,52.0896975340415,5.11052108578919,Prorail,L0004,bestaand,,283,fc3efe7855ca48f3af64392fc093971c,0,gerealiseerd,2020/10/09 10:56:03+00,460525,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.092374,"35,092374",Randstad Noord,RN,gesloten verharding,27.268026,136039.2135,455752.221237,52.0897050554126,5.11054254678323,Prorail,L0004,bestaand,,283,fb49a7a102f94edc8d95c87b6786f918,0,gerealiseerd,2020/10/09 10:54:51+00,460611,0,0
523,a,523,523_a,Amsterdam Sloterdijk,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,53.578396,"53,578396",Randstad Noord,RN,gesloten verharding,22.882446,117605.654,488057.786947,52.3791121450801,4.83801482249165,Prorail,L0004,bestaand,,283,7ac91d1944f74bd6b353bf701f4e3df3,0,,2019/02/12 15:41:43+00,462107,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.909667,"47,909667",Zuid,Z,gesloten verharding,31.799482,148611.057952,411296.434,51.6904122129676,5.29480356875083,Prorail,L0004,bestaand,,283,fd7c40cfd7dd41b899325034ea24c3fa,0,,2021/08/25 07:50:28+00,463563,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.561928,"51,561928",Zuid,Z,gesloten verharding,21.064428,161441.170886,383801.091,51.4432672446708,5.47984875974804,Prorail,L0004,bestaand,,283,21822d3c0fc14b5a8de673b18da079c8,0,,2019/11/19 07:45:05+00,463564,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.562797,"51,562797",Zuid,Z,gesloten verharding,21.142366,161451.573121,383750.417,51.4428116339472,5.4799974527895,Prorail,L0004,bestaand,,283,4db971782a264439bb24c038539f85cf,0,,2019/11/19 07:45:05+00,463784,0,0
551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,22.186289,"22,186289",Zuid,Z,gesloten verharding,9.997041,133983.11,396897.6265,51.5606316198064,5.08411918794821,Prorail,L0004,bestaand,,283,7694ca23d3794644a508b33d9b23cd7b,0,gerealiseerd,2021/08/18 07:16:44+00,463789,0,0
544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,0.597628,"0,597628",Zuid,Z,gesloten verharding,29.06217,112865.925707,400902.479,51.5954419541568,4.77912093884875,Prorail,L0004,bestaand,,283,591bcb68a6f142c687573ad82fd15bc5,0,,2018/01/31 14:47:55+00,463997,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.56213,"51,562130",Zuid,Z,gesloten verharding,21.142366,161442.611121,383793.704,51.4432008289228,5.47986934033008,Prorail,L0004,bestaand,,283,a4c20ead2c124aaebfee791d45be2814,0,,2019/11/19 07:45:05+00,464002,0,0
551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,22.186348,"22,186348",Zuid,Z,gesloten verharding,9.996051,133983.7195,396901.9495,51.5606704998572,5.08412771814269,Prorail,L0004,bestaand,,283,f97786867cfd411a895f4733718733aa,0,gerealiseerd,2021/08/18 07:16:44+00,464003,0,0
544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,0.597614,"0,597614",Zuid,Z,gesloten verharding,28.92803,112866.193757,400898.0555,51.595402215131,4.77912533999667,Prorail,L0004,bestaand,,283,26756492ffbd4febae407fff9defbcd0,0,,2018/01/31 14:47:55+00,464459,0,0
,,,,,,,,,,,gesloten verharding,144.855771,97435.028383,429976.0305,51.8553762135069,4.551624173318,Prorail,L0004,bestaand,,283,351a3fb518214532b1424b9292cf4a0f,1,,2017/11/27 13:58:04+00,464464,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.092004,"35,092004",Randstad Noord,RN,gesloten verharding,27.257259,135997.061,455728.241962,52.089488086383,5.1099288336152,Prorail,L0004,bestaand,,283,4802dfed900943b79d390bb9afc016be,0,gerealiseerd,2020/10/09 10:57:19+00,467440,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133775,"35,133775",Randstad Noord,RN,gesloten verharding,27.383156,136017.7425,455691.95087,52.0891626134685,5.11023261607608,Prorail,L0004,bestaand,,283,f6b7fa81fe4848c2a87f1f12ab2b2e2e,0,gerealiseerd,2022/09/08 08:40:51+00,533992,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133697,"35,133697",Randstad Noord,RN,gesloten verharding,27.375706,136037.541,455703.347348,52.0892657225658,5.110520859868,Prorail,L0004,bestaand,,283,99b8f0167c12413c8f73f8c456887a64,0,gerealiseerd,2020/10/09 10:56:54+00,534072,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133705,"35,133705",Randstad Noord,RN,gesloten verharding,27.402674,136039.015,455704.180871,52.0892732646888,5.11054232052656,Prorail,L0004,bestaand,,283,21e06f71a1e84fc4badf03b8059578e7,0,gerealiseerd,2020/10/09 10:55:50+00,534151,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133682,"35,133682",Randstad Noord,RN,gesloten verharding,27.383155,135974.7225,455667.48887,52.0889412743052,5.10960628126185,Prorail,L0004,bestaand,,283,fcdd03b7d4db4e6aadf52a12f6d8f7e2,0,gerealiseerd,2020/10/09 10:57:05+00,534226,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.13363,"35,133630",Randstad Noord,RN,gesloten verharding,27.39469,136059.889,455716.188371,52.0893819016419,5.11084622437501,Prorail,L0004,bestaand,,283,7f638ae6b00d44aca2ce8c5b8965efd8,0,gerealiseerd,2020/10/09 10:56:16+00,534232,0,0
