Kenteken,As nummer,Aantal assen,Aangedreven as,Hefas,Plaatscode as,Spoorbreedte,Weggedrag code,Wettelijk toegestane maximum aslast,Technisch toegestane maximum aslast,Geremde as indicator,Afstand tot volgende as voertuig,Afstand tot volgende as voertuig minimum,Afstand tot volgende as voertuig maximum,Maximum last as technisch maximum,Maximum last as technisch minimum
0092ZZ,4,6,,N,A,,,6000,6000,,,,,,
0092ZZ,5,6,,N,A,,,6000,6000,,,,,,
0092ZZ,6,6,,N,A,,,6000,6000,,,,,,
0093HP,1,2,,,V,,,,,,,,,,
0093HP,2,2,,,A,,,,,,,,,,
0093PM,1,2,,,V,,,,,,,,,,
0093PM,2,2,,,A,,,,,,,,,,
0093PT,1,2,,,V,,,,,,,,,,
0093PT,2,2,,,A,,,,,,,,,,
0093SK,1,2,,,V,126,,,,,,,,,
0093SK,2,2,,,A,126,,,,,,,,,
0093VJ,1,2,,,V,,,,,,,,,,
0093VJ,2,2,,,A,,,,,,,,,,
0093WD,1,1,,N,A,,,2000,2000,,,,,,
0093WH,1,2,,,V,,,1000,1000,,,,,,
0093WH,2,2,,,A,,,1000,1000,,,,,,
0093WJ,1,1,,N,A,,,800,800,,,,,,
0093WP,1,1,,N,A,,,1000,1000,,,,,,
0093WV,1,1,,N,A,,,950,950,,,,,,
0093XU,1,2,,,V,,,,,,,,,,
0093XU,2,2,,,A,,,,,,,,,,
0093ZZ,1,6,,N,A,,,6000,6000,,,,,,
0093ZZ,2,6,,N,A,,,6000,6000,,,,,,
0093ZZ,3,6,,N,A,,,6000,6000,,,,,,
0093ZZ,4,6,,N,A,,,6000,6000,,,,,,
0093ZZ,5,6,,N,A,,,6000,6000,,,,,,
0093ZZ,6,6,,N,A,,,6000,6000,,,,,,
0094EB,1,2,,,V,,,2000,2000,,,,,,
0094EB,2,2,,,A,,,3900,3900,,,,,,
0094FL,1,2,,,V,,,,,,,,,,
0094FL,2,2,,,A,,,,,,,,,,
0094RP,1,2,,,V,,,,,,,,,,
0094RP,2,2,,,A,,,,,,,,,,
0094RT,1,2,,,V,,,,,,,,,,
0094RT,2,2,,,A,,,,,,,,,,
0094UE,1,2,,,V,,,,,,,,,,
0094UE,2,2,,,A,,,,,,,,,,
0094VE,1,2,,,V,,,,,,,,,,
0094VE,2,2,,,A,,,,,,,,,,
0094WE,1,1,,N,A,,,800,800,,,,,,
0094WH,1,1,,N,A,,,850,850,,,,,,
0094WK,1,1,,N,A,,,2000,2000,,,,,,
0094WL,1,1,,N,A,,,1200,1200,,,,,,
0094WX,1,1,,N,A,,,1000,1000,,,,,,
0094XM,1,2,,,V,,,,,,,,,,
0094XM,2,2,,,A,,,,,,,,,,
0094ZZ,1,9,,N,A,,,6000,6000,,,,,,
0094ZZ,2,9,,N,A,,,6000,6000,,,,,,
0094ZZ,3,9,,N,A,,,6000,6000,,,,,,
0094ZZ,4,9,,N,A,,,6000,6000,,,,,,
0094ZZ,5,9,,N,A,,,6000,6000,,,,,,
0094ZZ,6,9,,N,A,,,6000,6000,,,,,,
0094ZZ,7,9,,N,A,,,6000,6000,,,,,,
0094ZZ,8,9,,N,A,,,6000,6000,,,,,,
0094ZZ,9,9,,N,A,,,6000,6000,,,,,,
0095ES,1,2,,,V,,,,,,,,,,
0095ES,2,2,,,A,,,,,,,,,,
0095UE,1,2,,,V,,,,,,,,,,
0095UE,2,2,,,A,,,,,,,,,,
0095WE,1,1,,N,A,,,800,800,,,,,,
0095WG,1,1,,N,A,,,2000,2000,,,,,,
0095WL,1,1,,N,A,,,950,950,,,,,,
0095WN,1,1,,N,A,,,800,800,,,,,,
0095WR,1,1,,N,A,,,2000,2000,,,,,,
0096UP,1,2,,,V,,,,,,,,,,
0096UP,2,2,,,A,,,,,,,,,,
0096WH,1,1,,N,A,,,850,850,,,,,,
0096WK,1,1,,N,A,,,1350,1350,,,,,,
0096WN,1,1,,N,A,,,1300,1300,,,,,,
0096WR,1,1,,N,A,,,2000,2000,,,,,,
0096WT,1,1,,N,A,,,850,850,,,,,,
0096WX,1,1,,N,A,,,1000,1000,,,,,,
0097HR,1,2,,,V,,,,,,,,,,
0097HR,2,2,,,A,,,,,,,,,,
0097TN,1,2,,,V,,,,,,,,,,
0097TN,2,2,,,A,,,,,,,,,,
0097UA,1,2,,,V,,,,,,,,,,
0097UA,2,2,,,A,,,,,,,,,,
0097WE,1,1,,N,A,,,800,800,,,,,,
0097WL,1,1,,N,A,,,2000,2000,,,,,,
0097XM,1,2,,,V,,,,,,,,,,
0097XM,2,2,,,A,,,,,,,,,,
0098EF,1,2,,,V,,,,,,,,,,
0098EF,2,2,,,A,,,,,,,,,,
0098PE,1,2,,,V,,,,,,,,,,
0098PE,2,2,,,A,,,,,,,,,,
0098PF,1,2,,,V,,,,,,,,,,
0098PF,2,2,,,A,,,,,,,,,,
0098RG,1,2,,,V,,,,,,,,,,
0098RG,2,2,,,A,,,,,,,,,,
0098UA,1,2,,,V,,,,,,,,,,
0098UA,2,2,,,A,,,,,,,,,,
0098VA,1,2,,,V,,,,,,,,,,
0098VA,2,2,,,A,,,,,,,,,,
0098VK,1,2,,,V,,,,,,,,,,
0098VK,2,2,,,A,,,,,,,,,,
0098WN,1,1,,N,A,,,2000,2000,,,,,,
0098WT,1,1,,N,A,,,850,850,,,,,,
0098WZ,1,1,,N,A,,,950,950,,,,,,
0098ZZ,1,6,,N,A,,,6000,6000,,,,,,
0098ZZ,2,6,,N,A,,,6000,6000,,,,,,
0098ZZ,3,6,,N,A,,,6000,6000,,,,,,
0098ZZ,4,6,,N,A,,,6000,6000,,,,,,
0098ZZ,5,6,,N,A,,,6000,6000,,,,,,
0098ZZ,6,6,,N,A,,,6000,6000,,,,,,
0099GB,1,2,,,V,,,1010,,,,,,,
0099GB,2,2,,,A,,,1300,,,,,,,
0099JD,1,2,,,V,,,,,,,,,,
0099JD,2,2,,,A,,,,,,,,,,
0099PH,1,2,,,V,,,,,,,,,,
0099PH,2,2,,,A,,,,,,,,,,
0099PT,1,2,,,V,,,,,,,,,,
0099PT,2,2,,,A,,,,,,,,,,
0099TZ,1,2,,,V,,,,,,,,,,
0099TZ,2,2,,,A,,,,,,,,,,
0099VP,1,2,,,V,,,,,,,,,,
0099VP,2,2,,,A,,,,,,,,,,
0099WD,1,1,,N,A,,,1000,1000,,,,,,
0099WJ,1,1,,N,A,,,800,800,,,,,,
0099WP,1,1,,N,A,,,850,850,,,,,,
0099WS,1,1,,N,A,,,800,800,,,,,,
0099WV,1,3,,,V,,,10000,10000,,,,,,
0099WV,2,3,,,A,,,8000,8000,,,,,,
0099WV,3,3,,,A,,,8000,8000,,,,,,
0099ZZ,1,8,J,N,V,,A,12000,12000,,,,,,
0099ZZ,2,8,J,N,V,,A,12000,12000,,,,,,
0099ZZ,3,8,N,N,V,,,12000,12000,,,,,,
0099ZZ,4,8,J,N,V,,A,12000,12000,,,,,,
0099ZZ,5,8,N,N,V,,,12000,12000,,,,,,
0099ZZ,6,8,J,N,A,,A,12000,12000,,,,,,
0099ZZ,7,8,N,N,A,,,12000,12000,,,,,,
0099ZZ,8,8,N,N,A,,,12000,12000,,,,,,
00AB18,1,2,,,V,,,825,825,,,,,,
00AB18,2,2,,,A,,,1550,1550,,,,,,
00AB92,1,2,,,V,,,1100,1100,,,,,,
00AB92,2,2,,,A,,,1100,1100,,,,,,
00AD11,1,2,,,V,,,,,,,,,,
00AD11,2,2,,,A,,,,,,,,,,
00AD47,1,2,,,V,135,,,,,,,,,
00AD47,2,2,,,A,132,,,,,,,,,
00AD88,1,2,,,V,,,,,,,,,,
00AD88,2,2,,,A,,,,,,,,,,
00AE32,1,2,,,V,,,,,,,,,,
00AE32,2,2,,,A,,,,,,,,,,
00AG02,1,2,,,V,,,,,,,,,,
00AG02,2,2,,,A,,,,,,,,,,
00AH40,1,2,,,V,,,,,,,,,,
00AH40,2,2,,,A,,,,,,,,,,
00AH46,1,2,,,V,,,,,,,,,,
00AH46,2,2,,,A,,,,,,,,,,
00AJ79,1,2,,,V,,,,,,,,,,
00AJ79,2,2,,,A,,,,,,,,,,
00AK86,1,2,,,V,,,,,,,,,,
00AK86,2,2,,,A,,,,,,,,,,
00AL02,1,2,,,V,,,,,,,,,,
00AL02,2,2,,,A,,,,,,,,,,
00AL48,1,2,,,V,,,,,,,,,,
00AL48,2,2,,,A,,,,,,,,,,
00AM24,1,2,,,V,,,,,,,,,,
00AM24,2,2,,,A,,,,,,,,,,
00AM50,1,2,,,V,,,,,,,,,,
00AM50,2,2,,,A,,,,,,,,,,
00AM72,1,2,,,V,,,,,,,,,,
00AM72,2,2,,,A,,,,,,,,,,
00AM88,1,2,,,V,130,,,,,247,,,,
00AM88,2,2,,,A,134,,,,,,,,,
00AR09,1,2,,,V,,,,,,,,,,
00AR09,2,2,,,A,,,,,,,,,,
00AR20,1,2,,,V,,,,,,,,,,
00AR20,2,2,,,A,,,,,,,,,,
00AS77,1,2,,,V,,,,,,,,,,
00AS77,2,2,,,A,,,,,,,,,,
00AS86,1,2,,,V,,,,,,,,,,
00AS86,2,2,,,A,,,,,,,,,,
00AU18,1,2,,,V,,,,,,,,,,
00AU18,2,2,,,A,,,,,,,,,,
00AU19,1,2,,,V,,,,,,,,,,
00AU19,2,2,,,A,,,,,,,,,,
00AU23,1,2,,,V,139,,,,,,,,,
00AU23,2,2,,,A,140,,,,,,,,,
00AU42,1,2,,,V,,,,,,,,,,
00AU42,2,2,,,A,,,,,,,,,,
00AU45,1,2,,,V,,,,,,,,,,
00AU45,2,2,,,A,,,,,,,,,,
00AV51,1,2,,,V,,,,,,,,,,
00AV51,2,2,,,A,,,,,,,,,,
00AV62,1,2,,,V,,,,,,,,,,
00AV62,2,2,,,A,,,,,,,,,,
00BA02,1,2,,,V,,,,,,,,,,
00BA02,2,2,,,A,,,,,,,,,,
00BA09,1,2,,,V,,,,,,,,,,
00BA09,2,2,,,A,,,,,,,,,,
00BA10,1,2,,,V,,,,,,,,,,
00BA10,2,2,,,A,,,,,,,,,,
00BA23,1,2,,,V,,,,,,,,,,
00BA23,2,2,,,A,,,,,,,,,,
00BA26,1,2,,,V,,,,,,,,,,
00BA26,2,2,,,A,,,,,,,,,,
00BA28,1,2,,,V,,,,,,,,,,
00BA28,2,2,,,A,,,,,,,,,,
00BA29,1,2,,,V,,,,,,,,,,
00BA29,2,2,,,A,,,,,,,,,,
00BA32,1,2,,,V,,,,,,,,,,
00BA32,2,2,,,A,,,,,,,,,,
00BA34,1,2,,,V,,,,,,,,,,
00BA34,2,2,,,A,,,,,,,,,,
00BA35,1,2,,,V,,,,,,,,,,
00BA35,2,2,,,A,,,,,,,,,,
00BA36,1,2,,,V,,,,,,,,,,
00BA36,2,2,,,A,,,,,,,,,,
00BA48,1,2,,,V,,,,,,,,,,
00BA48,2,2,,,A,,,,,,,,,,
00BB03,1,2,,,V,,,490,490,,,,,,
00BB03,2,2,,,A,,,685,685,,,,,,
00BB29,1,2,,,V,,,1800,1800,,,,,,
00BB29,2,2,,,A,,,2700,2700,,,,,,
00BBB2,1,2,N,N,V,,,7100,7100,,,,,,
00BBB2,2,2,J,N,A,,G,11500,13000,,,,,,
00BBB3,1,5,N,N,V,,,10000,10000,,,,,,
00BBB3,2,5,N,N,V,,,10000,10000,,,,,,
00BBB3,3,5,J,N,A,,A,9500,9500,,,,,,
00BBB3,4,5,J,N,A,,A,9500,9500,,,,,,
00BBB3,5,5,N,N,A,,,10000,10000,,,,,,
00BBB4,1,2,N,N,V,,A,1905,1905,,,,,,
00BBB4,2,2,J,N,A,,A,3538,3538,,,,,,
00BBB6,1,2,N,N,V,,,7100,,,,,,,
00BBB6,2,2,J,N,A,,L,11500,11500,,,,,,
00BBB7,1,2,N,N,V,,,7300,7300,,,,,,
00BBB7,2,2,J,N,A,,G,11500,13000,,,,,,
00BBB9,1,3,N,N,V,,,7500,9000,,,,,,
00BBB9,2,3,N,J,A,,,7500,7500,,,,,,
00BBB9,3,3,J,N,A,,L,11500,11500,,,,,,
00BBD9,1,3,N,N,V,,,7500,9000,,,,,,
00BBD9,2,3,N,J,A,,,7500,7500,,,,,,
00BBD9,3,3,J,N,A,,L,11500,11500,,,,,,
00BBF2,1,2,N,N,V,,,7500,,,,,,,
00BBF2,2,2,J,N,A,,L,11500,,,,,,,
00BBF3,1,4,N,N,V,,,9000,9000,,,,,,
00BBF3,2,4,N,N,V,,,9000,9000,,,,,,
00BBF3,3,4,J,N,A,,G,11500,11500,,,,,,
00BBF3,4,4,J,N,A,,G,11500,11500,,,,,,
00BBF6,1,3,N,N,V,,,9000,,,,,,,
00BBF6,2,3,J,N,A,,G,11500,,,,,,,
00BBF6,3,3,N,N,A,,,7500,,,,,,,
00BBG3,1,2,N,N,V,,,8000,,,,,,,
00BBG3,2,2,J,N,A,,L,11500,,,,,,,
00BBG6,1,2,N,N,V,,,5150,,,,,,,
00BBG6,2,2,J,N,A,,L,9720,,,,,,,
00BBG7,1,2,N,N,V,,,5150,,,,,,,
00BBG7,2,2,J,N,A,,L,9720,,,,,,,
00BBG8,1,3,N,N,V,,,9000,,,,,,,
00BBG8,2,3,J,N,A,,G,11500,,,,,,,
00BBG8,3,3,N,J,A,,,7500,,,,,,,
00BBH1,1,3,N,N,V,,,9000,9000,,,,,,
00BBH1,2,3,J,N,A,,L,11500,13000,,,,,,
00BBH1,3,3,N,J,A,,,7500,10500,,,,,,
00BBH5,1,2,N,N,V,,,7100,,,,,,,
00BBH5,2,2,J,N,A,,L,11500,,,,,,,
00BBH6,1,4,N,N,V,,,9000,9000,,,,,,
00BBH6,2,4,N,N,V,,,9000,9000,,,,,,
00BBH6,3,4,J,N,A,,A,9500,13000,,,,,,
00BBH6,4,4,J,N,A,,A,9500,13000,,,,,,
00BBH7,1,2,N,N,V,,,7245,,,,,,,
00BBH7,2,2,J,N,A,,L,11500,,,,,,,
00BBH9,1,3,N,N,V,,,9000,,,,,,,
00BBH9,2,3,J,N,A,,G,11500,,,,,,,
00BBH9,3,3,N,J,A,,,7500,,,,,,,
00BBJ1,1,2,N,N,V,,,5150,,,,,,,
00BBJ1,2,2,J,N,A,,L,9720,,,,,,,
00BBJ2,1,2,N,N,V,,,7245,,,,,,,
00BBJ2,2,2,J,N,A,,L,11500,,,,,,,
00BBJ4,1,2,N,N,V,,,1850,,,,,,,
00BBJ4,2,2,J,N,A,,A,3500,,,,,,,
00BBJ5,1,2,N,N,V,,,5150,,,,,,,
00BBJ5,2,2,J,N,A,,L,9720,,,,,,,
00BBJ7,1,2,N,N,V,,,2500,,,,,,,
00BBJ7,2,2,J,N,A,,A,5600,,,,,,,
00BBJ8,1,2,N,N,V,,,5150,,,,,,,
00BBJ8,2,2,J,N,A,,L,9720,,,,,,,
00BBK3,1,3,N,N,V,,,9000,,,,,,,
00BBK3,2,3,J,N,A,,G,11500,,,,,,,
00BBK3,3,3,N,J,A,,,7500,,,,,,,
00BBK4,1,2,N,N,V,,,7500,,,,,,,
00BBK4,2,2,J,N,A,,L,11500,,,,,,,
00BBK5,1,2,N,N,V,,,8000,,,,,,,
00BBK5,2,2,J,N,A,,L,11500,,,,,,,
00BBK6,1,2,N,N,V,,,5150,,,,,,,
00BBK6,2,2,J,N,A,,L,9720,,,,,,,
00BBK9,1,2,N,N,V,,,7100,,,,,,,
00BBK9,2,2,J,N,A,,L,11500,,,,,,,
00BBL2,1,3,N,N,V,,,9000,9000,,,,,,
00BBL2,2,3,J,N,A,,G,11500,11500,,,,,,
00BBL2,3,3,N,J,A,,,7500,7500,,,,,,
00BBL8,1,3,N,N,V,,,7500,,,,,,,
00BBL8,2,3,J,N,A,,G,11500,,,,,,,
00BBL8,3,3,N,J,A,,,7500,,,,,,,
00BBL9,1,2,N,N,V,,,7500,,,,,,,
00BBL9,2,2,J,N,A,,L,11500,,,,,,,
00BBN1,1,3,N,N,V,,,7500,,,,,,,
00BBN1,2,3,J,N,A,,G,11500,,,,,,,
00BBN1,3,3,N,N,A,,,7500,,,,,,,
00BBN3,1,2,N,N,V,,,7500,,,,,,,
00BBN3,2,2,J,N,A,,L,11500,,,,,,,
00BBN4,1,2,N,N,V,,,5100,,,,,,,
00BBN4,2,2,J,N,A,,G,9500,,,,,,,
00BBN5,1,2,N,N,V,,,7500,,,,,,,
00BBN5,2,2,J,N,A,,L,11500,,,,,,,
00BBN6,1,2,N,N,V,,,1850,1850,,,,,,
00BBN6,2,2,J,N,A,,A,3500,3500,,,,,,
00BBN7,1,2,N,N,V,,,4480,,,,,,,
00BBN7,2,2,J,N,A,,A,8480,,,,,,,
00BBP2,1,2,N,N,V,,,7500,,,,,,,
00BBP2,2,2,J,N,A,,L,11500,,,,,,,
00BBP4,1,2,N,N,V,,,5000,,,,,,,
00BBP4,2,2,J,N,A,,L,9440,,,,,,,
00BBP6,1,2,N,N,V,,,9000,,,,,,,
00BBP6,2,2,J,N,A,,L,11500,,,,,,,
00BBP7,1,3,J,N,V,,A,9000,,,,,,,
00BBP7,2,3,J,N,A,,G,11500,,,,,,,
00BBP7,3,3,N,J,A,,,7500,,,,,,,
00BBR4,1,2,N,N,V,,,7500,7500,,370,,,,
00BBR4,2,2,J,N,A,,G,11500,11500,,,,,,
00BBR5,1,2,N,N,V,,,7500,,,,,,,
00BBR5,2,2,J,N,A,,L,11500,,,,,,,
00BBR7,1,2,N,N,V,,,9000,,,,,,,
00BBR7,2,2,J,N,A,,G,11500,11500,,,,,,
00BBS1,1,2,N,N,V,,,7500,,,,,,,
00BBS1,2,2,J,N,A,,G,11500,,,,,,,
00BBS2,1,3,N,N,V,,,7500,,,,,,,
00BBS2,2,3,N,N,A,,,7500,,,,,,,
00BBS2,3,3,J,N,A,,G,11500,,,,,,,
00BBS6,1,2,N,N,V,,,7500,,,,,,,
00BBS6,2,2,J,N,A,,G,11500,,,,,,,
00BBT3,1,2,N,N,V,,,5800,5800,,,,,,
00BBT3,2,2,J,N,A,,G,10500,10500,,,,,,
00BBT5,1,3,N,N,V,,,7500,,,,,,,
00BBT5,2,3,N,J,A,,,7500,,,,,,,
00BBT5,3,3,J,N,A,,G,11500,,,,,,,
00BBT7,1,3,N,N,V,,,7500,,,,,,,
00BBT7,2,3,J,N,A,,G,11500,,,,,,,
00BBT7,3,3,N,J,A,,,7500,,,,,,,
00BBV1,1,3,N,N,V,,,9000,,,,,,,
00BBV1,2,3,J,N,A,,G,11500,,,,,,,
00BBV1,3,3,N,J,A,,,7500,,,,,,,
00BBV3,1,3,N,N,V,,,9000,,,,,,,
00BBV3,2,3,J,N,A,,G,11500,,,,,,,
00BBV3,3,3,N,N,A,,,7500,,,,,,,
00BBV4,1,2,N,N,V,,,7500,,,,,,,
00BBV4,2,2,J,N,A,,G,11500,,,,,,,
00BBV5,1,2,N,N,V,,,7100,,,,,,,
00BBV5,2,2,J,N,A,,G,11500,,,,,,,
00BBV9,1,2,N,N,V,,,8000,8000,,380,,,,
00BBV9,2,2,J,N,A,,G,11500,13000,,,,,,
00BBX3,1,2,N,N,V,,,7500,,,,,,,
00BBX3,2,2,J,N,A,,L,11500,,,,,,,
00BBX4,1,2,N,N,V,,,7500,,,,,,,
00BBX4,2,2,J,N,A,,L,11500,,,,,,,
00BBX8,1,2,N,N,V,,,7500,,,,,,,
00BBX8,2,2,J,N,A,,L,11500,,,,,,,
00BBX9,1,2,N,N,V,,,1750,,,,,,,
00BBX9,2,2,J,N,A,,A,3200,,,,,,,
00BBZ1,1,3,N,N,V,,,9000,,,,,,,
00BBZ1,2,3,J,N,A,,G,11500,,,,,,,
00BBZ1,3,3,N,J,A,,,7500,,,,,,,
00BBZ4,1,2,N,N,V,,,7500,,,,,,,
00BBZ4,2,2,J,N,A,,L,11500,,,,,,,
00BDB1,1,2,N,N,V,,,2500,,,,,,,
00BDB1,2,2,J,N,A,,G,5600,,,,,,,
00BDB3,1,2,N,N,V,,,7500,,,,,,,
00BDB3,2,2,J,N,A,,L,11500,,,,,,,
00BDB5,1,3,N,N,V,,,9000,,,,,,,
00BDB5,2,3,J,N,A,,G,11500,,,,,,,
00BDB5,3,3,N,J,A,,,7100,,,,,,,
00BDB9,1,2,N,N,V,,,8500,,,,,,,
00BDB9,2,2,J,N,A,,G,11500,,,,,,,
00BDD2,1,2,N,N,V,,,3800,,,,,,,
00BDD2,2,2,J,N,A,,G,5600,,,,,,,
00BDD4,1,2,N,N,V,,,7100,,,,,,,
00BDD4,2,2,J,N,A,,G,11500,,,,,,,
00BDD5,1,3,N,N,V,,,9000,,,,,,,
00BDD5,2,3,J,N,A,,G,11500,,,,,,,
00BDD5,3,3,N,J,A,,,7500,,,,,,,
00BDD6,1,3,N,N,V,,,7500,,,,,,,
00BDD6,2,3,J,N,A,,G,11500,,,,,,,
00BDD6,3,3,N,J,A,,,7500,,,,,,,
00BDD7,1,2,N,N,V,,,7500,7500,,,,,,
00BDD7,2,2,J,N,A,,L,11500,11500,,,,,,
00BDF5,1,2,N,N,V,,,7500,,,,,,,
00BDF5,2,2,J,N,A,,G,11500,,,,,,,
00BDF6,1,2,N,N,V,,,8000,,,,,,,
00BDF6,2,2,J,N,A,,L,11500,,,,,,,
00BDF8,1,2,N,N,V,,,4900,4900,,,,,,
00BDF8,2,2,J,N,A,,A,8100,8100,,,,,,
00BDG1,1,4,N,N,V,,,9000,,,,,,,
00BDG1,2,4,N,N,V,,,9000,,,,,,,
00BDG1,3,4,J,N,A,,G,11500,,,,,,,
00BDG1,4,4,N,J,A,,,7500,,,,,,,
00BDG4,1,2,N,N,V,,,7500,,,,,,,
00BDG4,2,2,J,N,A,,G,11500,,,,,,,
00BDG7,1,3,N,N,V,,,8000,,,,,,,
00BDG7,2,3,N,J,A,,,7500,,,,,,,
00BDG7,3,3,J,N,A,,L,11500,,,,,,,
00BDG8,1,2,N,N,V,,,7500,,,,,,,
00BDG8,2,2,J,N,A,,L,11500,,,,,,,
00BDG9,1,2,N,N,V,,,7500,,,,,,,
00BDG9,2,2,J,N,A,,L,11500,,,,,,,
00BDH1,1,2,N,N,V,,,8000,,,,,,,
00BDH1,2,2,J,N,A,,L,11500,,,,,,,
00BDH5,1,2,N,N,V,,,5450,5450,,,,,,
00BDH5,2,2,J,N,A,,G,10300,10300,,,,,,
00BDH6,1,2,N,N,V,,,7500,,,,,,,
00BDH6,2,2,J,N,A,,L,11500,,,,,,,
00BDH7,1,2,N,N,V,,,5150,,,,,,,
00BDH7,2,2,J,N,A,,L,9720,,,,,,,
00BDH9,1,2,N,N,V,,,7500,,,,,,,
00BDH9,2,2,J,N,A,,L,11500,,,,,,,
00BDJ7,1,3,N,N,V,,,8000,,,,,,,
00BDJ7,2,3,N,J,A,,,7500,,,,,,,
00BDJ7,3,3,J,N,A,,G,11500,,,,,,,
00BDJ8,1,2,N,N,V,,,7500,,,,,,,
00BDJ8,2,2,J,N,A,,L,11500,,,,,,,
00BDK1,1,2,N,N,V,,,8000,,,,,,,
00BDK1,2,2,J,N,A,,G,11500,,,,,,,
00BDK2,1,2,N,N,V,,,6100,6100,,,,,,
00BDK2,2,2,J,N,A,,G,10500,10500,,,,,,
00BDK5,1,2,N,N,V,,,9000,,,,,,,
00BDK5,2,2,J,N,A,,G,11500,,,,,,,
00BDK6,1,2,N,N,V,,,5700,5700,,,,,,
00BDK6,2,2,J,N,A,,G,10500,10500,,,,,,
00BDK7,1,2,N,N,V,,,7500,,,,,,,
00BDK7,2,2,J,N,A,,L,11500,,,,,,,
00BDK8,1,2,N,N,V,,,8000,,,,,,,
00BDK8,2,2,J,N,A,,G,11500,,,,,,,
00BDK9,1,3,N,N,V,,,7500,,,,,,,
00BDK9,2,3,J,N,A,,G,11500,,,,,,,
00BDK9,3,3,N,J,A,,,7500,,,,,,,
00BDL2,1,2,N,N,V,,,7500,,,,,,,
00BDL2,2,2,J,N,A,,G,11500,,,,,,,
00BDL3,1,2,N,N,V,,,1700,,,,,,,
00BDL3,2,2,J,N,A,,A,3300,,,,,,,
00BDL4,1,2,N,N,V,,,7500,,,,,,,
00BDL4,2,2,J,N,A,,L,11500,,,,,,,
00BDL5,1,3,N,N,V,,,8000,8000,,,,,,
00BDL5,2,3,N,J,A,,,7500,7500,,,,,,
00BDL5,3,3,J,N,A,,L,11500,12000,,,,,,
00BDL6,1,2,N,N,V,,,7500,,,,,,,
00BDL6,2,2,J,N,A,,G,11500,,,,,,,
00BDL8,1,2,N,N,V,,,5000,5000,,,,,,
00BDL8,2,2,J,N,A,,G,8480,9440,,,,,,
00BDL9,1,2,N,N,V,,,9000,9000,,,,,,
00BDL9,2,2,J,N,A,,G,11500,13000,,,,,,
00BDN1,1,4,N,N,V,,,8000,8000,,,,,,
00BDN1,2,4,N,N,A,,,8000,8000,,,,,,
00BDN1,3,4,J,N,A,,A,9500,13000,,,,,,
00BDN1,4,4,J,N,A,,A,9500,13000,,,,,,
00BDN2,1,2,N,N,V,,,1900,1900,,,,,,
00BDN2,2,2,J,N,A,,A,3700,3700,,,,,,
00BDP2,1,3,N,N,V,,,9000,9000,,,,,,
00BDP2,2,3,J,N,A,,G,11500,13000,,,,,,
00BDP2,3,3,J,N,A,,G,11500,13000,,,,,,
00BDP3,1,2,N,N,V,,,7100,,,,,,,
00BDP3,2,2,J,N,A,,L,11500,,,,,,,
00BDP9,1,3,N,N,V,,,7245,,,,,,,
00BDP9,2,3,N,N,A,,,10000,,,,,,,
00BDP9,3,3,J,N,A,,L,11500,,,,,,,
00BDR1,1,3,N,N,V,,,7500,7500,,,,,,
00BDR1,2,3,J,N,A,,G,11500,11500,,,,,,
00BDR1,3,3,N,N,A,,,5750,5750,,,,,,
00BDR5,1,3,N,N,V,,,8000,,,,,,,
00BDR5,2,3,N,N,A,,,7500,,,,,,,
00BDR5,3,3,J,N,A,,G,11500,,,,,,,
