FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_ea,etrs_89_no,rws_dienst,provincie,zwp_naam,zwp_datum,zwp_period,zwp_kwal,zwp_beoord,blauw_vlag,zout_zoet,eu_2012,eu_2013,eu_2014,eu_2015,eu_actueel,blauwalg,krw_code,krw_systee,se_anno_cad_data,gdb_geomattr_data,shape
zwemlocaties_rws_2016.67,67,NLBW91_CDILKE35,DIKLPS,DILKENSPLAS,185144,346909,697224.564,5665932.571,Zuid Nederland,LIMBURG,Dagstrand Dilkensplas 2 D2,2009,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91GM,Grensmaas,,,POINT (185144 346909)
zwemlocaties_rws_2016.68,68,NLBW91_CDOUVE30,CAMPBTNSN,RECREATIESTRAND CAMPING BARTEN/NIESSEN/VAN ASS/HERMANS,196171,357838,707892.755,5677214.445,Zuid Nederland,LIMBURG,Camping Barten Niessen D2,2008,2004-2007,uitstekend,2015,nee,zoet,Uitstekend,Uitstekend,Goed,Goed,Uitstekend,ja,NL91ZM,Zandmaas,,,POINT (196171 357838)
zwemlocaties_rws_2016.69,69,NLBW91_CGRHEG10,DAGSDGTHGE,DAGSTRAND DE GROTE HEGGE,186746,351694,698670.822,5670767.368,Zuid Nederland,LIMBURG,Grote Hegge Dagstrand D2,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91GM,Grensmaas,,,POINT (186746 351694)
zwemlocaties_rws_2016.70,70,NLBW91_CHATEN50,MARNODHKE,RECREATIESTRAND RESORT MARINA OOLDERHUUSKE,194688,355807,706476.195,5675136.146,Zuid Nederland,LIMBURG,Recreatiestrand Resort Marina Oolderhuuske,2016,2012-2015,slecht,2015,nee,zoet,Uitstekend,Goed,Aanvaardbaar,Slecht,Slecht,ja,NL91ZM,Zandmaas,,,POINT (194688 355807)
zwemlocaties_rws_2016.71,71,NLBW91_CHORNE50,DAGSDWD,DAGSTRAND DE WEERD,195200,357449,706934.749,5676794.106,Zuid Nederland,LIMBURG,Dagstrand de Weerd D2,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,,,POINT (195200 357449)
zwemlocaties_rws_2016.72,72,NLBW91_CKOEWE20,WATSCTKWDE,RECREATIESTRAND COMFORTPARC WESSEM,188919,351687,700843.109,5670830.805,Zuid Nederland,LIMBURG,Dagstrand Koeweide Wessem  D2,2009,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91GM,Grensmaas,,,POINT (188919 351687)
zwemlocaties_rws_2016.73,73,NLBW91_CLEUKE20,LEUKMR,RECREATIESTRAND VAKANTIEPARK LEUKERMEER,201815,397822,712234.409,5717367.78,Zuid Nederland,LIMBURG,Leukermeer,2010,2004-2007,uitstekend,2014,nee,zoet,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL91ZM,Zandmaas,,,POINT (201815 397822)
zwemlocaties_rws_2016.74,74,NLBW91_CMOOKE85,MOOKPS,RECREATIEGEBIED MOOKERPLAS,192485,416085,702311.237,5735319.748,Zuid Nederland,LIMBURG,Mookerplas Plasmolen,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,,,POINT (192485 416085)
zwemlocaties_rws_2016.75,75,NLBW91_CNINAC10,WATRCATHTBR,RECREATIESTRAND CAMPING HATENBOER,196051,356412,707819.045,5675785.103,Zuid Nederland,LIMBURG,Nieuwe Nack Dagstrand,2008,2004-2007,uitstekend,2015,nee,zoet,Uitstekend,Uitstekend,Goed,Goed,Uitstekend,ja,NL91ZM,Zandmaas,,,POINT (196051 356412)
zwemlocaties_rws_2016.76,76,NLBW91_CPIETE20,WKCEDN,PLAS WRC EIJSDEN (HOGE WEERD),177000,314301,690138.611,5633077.126,Zuid Nederland,LIMBURG,Naturisten Vereniging Pietersplas D2,2010,2004-2007,uitstekend,2012,nee,zoet,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,,,POINT (177000 314301)
zwemlocaties_rws_2016.77,77,NLBW91_CWRCEI20,DAGSOMLD,"PLAS WRC EIJSDEN, OOST MAARLAND ZUID",177372,312662,690563.284,5631450.965,Zuid Nederland,LIMBURG,"Plas WRC Eijsden, Oost-Maarland Zuid",2014,2010-2013,uitstekend,2013,nee,zoet,Uitstekend,Uitstekend,Goed,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,,,POINT (177372 312662)
zwemlocaties_rws_2016.78,78,NLBW91_CWRCEI25,NATRTDSOMLD,"PLAS WRC EIJSDEN, OOST MAARLAND NOORD",177424,313155,690599.357,5631945.39,Zuid Nederland,LIMBURG,"Plas WRC Eijsden, Oost-Maarland Noord",2014,2010-2013,uitstekend,2013,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,,,POINT (177424 313155)
zwemlocaties_rws_2016.79,79,NLBW91_CLTHHAM1,LITHSHDSD,"LITHSE HAM, DAGSTRAND",156609,424642,666171.121,5742699.018,Zuid Nederland,NOORD BRABANT,Lithse Ham Dagstrand,2010,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,,,POINT (156609 424642)
zwemlocaties_rws_2016.80,80,NLBW91_CLTHHAM2,LITHSHGMTSD,"LITHSE HAM, GEMEENTESTRAND",157096,425146,666641.362,5743218.705,Zuid Nederland,NOORD BRABANT,Lithse Ham Gemeentestrand,2010,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,,,POINT (157096 425146)
zwemlocaties_rws_2016.81,81,NLBW91_CLTHHEM1,HEMRSWDSD,"HEMELRIJKSE WAARD, DAGSTRAND",161532,423439,671131.009,5741657.825,Zuid Nederland,NOORD BRABANT,Hemelrijkse waard dagstrand,2010,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,,,POINT (161532 423439)
zwemlocaties_rws_2016.82,82,NLBW91_CUIJKPL2,KRAAIJEBSPS2,KRAAIJENBERGSE PLAS 2,185772,418165,695532.77,5737179.42,Zuid Nederland,NOORD BRABANT,Kraaijenbergse plas 2,2010,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,,,POINT (185772 418165)
zwemlocaties_rws_2016.83,83,NLBW91_CUIJKPL3,KRAAIJEBSPS3,KRAAIJENBERGSE PLAS 3,185101,418014,694866.981,5737006.537,Zuid Nederland,NOORD BRABANT,Kraaijenbergse plas 3,2010,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,,,POINT (185101 418014)
zwemlocaties_rws_2016.84,84,NLBW91_UIJHEE1,HEESWSKPN,HEESWIJKSE KAMPEN,186917,417774,696690.114,5736826.026,Zuid Nederland,NOORD BRABANT,HEESWIJKSE KAMPEN,2010,2007-2009,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,,,POINT (186917 417774)
zwemlocaties_rws_2016.85,85,NLBW94_AAKVBSD,AAKVBSD,"AAKVLAAI, BADSTRAND",118898,415115,628794.264,5731943.328,West Nederland zuid,NOORD BRABANT,Aakvlaai badstrand,2009,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",,,POINT (118898 415115)
zwemlocaties_rws_2016.86,86,NLBW91_DEHGWCPBSD,DEHGWCPBSD,"DE HOOGE WAARD, CAMPING BADSTRAND",133983,421296,643667.381,5738614.088,Zuid Nederland,NOORD BRABANT,De Hooge Waard camping badstrand,2008,2004-2007,uitstekend,2013,nee,zoet,Goed,Goed,Goed,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,,,POINT (133983 421296)
zwemlocaties_rws_2016.87,87,NLBW94_DEMTPCPBSD,DEMTPCPBSD,"DE MOSTERDPOT, CAMPING BADSTRAND",128333,425697,637876.729,5742827.369,West Nederland zuid,NOORD BRABANT,"DE MOSTERDPOT, CAMPING BADSTRAND",2010,2006-2009,goed,2013,nee,zoet,Goed,Goed,Goed,Goed,Goed,nee,NL94_3,"Beneden Merwede, Boven Merwede, Sliedrechtse Biesbosch, Waal, Afgedamde Maas-Noord",,,POINT (128333 425697)
zwemlocaties_rws_2016.88,88,NLBW94_GATVDKSBSD,GATVDKSBSD,"GAT VAN DE KERKSLOOT, BADSTRAND",112430,415293,622324.833,5731909.564,West Nederland zuid,NOORD BRABANT,"GAT VAN DE KERKSLOOT, BADSTRAND",2010,2006-2009,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",,,POINT (112430 415293)
zwemlocaties_rws_2016.89,89,NLBW94_NOORDGVDPBSD,NOORDGVDPBSD,"NOORDERGAT VAN DE PLOMP, BADSTRAND",113854,414716,623766.733,5731379.554,West Nederland zuid,NOORD BRABANT,Noordergat van de plomp badstrand,2009,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",,,POINT (113854 414716)
zwemlocaties_rws_2016.90,90,NLBW94_RIETPBSD,RIETPBSD,"RIETPLAAT, BADSTRAND",112914,417988,622720.293,5734618.559,West Nederland zuid,NOORD BRABANT,Rietplaat badstrand,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",,,POINT (112914 417988)
zwemlocaties_rws_2016.91,91,NLBW91_WIJKSWDBSD,WIJKSWDBSD,"WIJKSCHE WAARD, BADSTRAND",137244,420598,646949.292,5738023.256,Zuid Nederland,NOORD BRABANT,"Wijksche Waard, badstrand",2016,2012-2015,aanvaardbaar,2015,nee,zoet,Aanvaardbaar,Slecht,Slecht,Aanvaardbaar,Goed,nee,NL94_5,Beneden Maas,,,POINT (137244 420598)
zwemlocaties_rws_2016.92,92,NLBW92_BROEKHVN,BROEKHVN,RECREATIEPARK BROEKERHAVEN,146193.848939,522158.034956,652549.564,5839818.639,Midden Nederland,NOORD HOLLAND,RECREATIEPARK BROEKERHAVEN,2015,2011-2014,goed,2014,nee,zoet,Aanvaardbaar,Aanvaardbaar,Goed,Uitstekend,Goed,nee,NL92_MARKERMEER,Markermeer,,,POINT (146193.8489000015 522158.03500000015)
zwemlocaties_rws_2016.93,93,NLBW92_DENOVZDHVN,DENOVZDHVN,"STRAND ZUIDERHAVEN, DEN OEVER",131646.775601,549452.984675,637106.325,5866613.706,Midden Nederland,NOORD HOLLAND,"ZUIDERHAVEN, DEN OEVER",2008,2004-2007,uitstekend,2012,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,,,POINT (131646.77560000122 549452.9847999997)
zwemlocaties_rws_2016.94,94,NLBW92_EDBSD,EDBSD,STRAND EDAM,133545.724271,503568.539852,640524.139,5820822.049,Midden Nederland,NOORD HOLLAND,Strand Edam,2016,2012-2015,aanvaardbaar,2015,nee,zoet,Goed,Uitstekend,Goed,Aanvaardbaar,Aanvaardbaar,nee,NL92_MARKERMEER,Markermeer,,,POINT (133545.72430000082 503568.53990000114)
zwemlocaties_rws_2016.95,95,NLBW92_ENKHZRCATPKZ,ENKHZRCATPKZ,ENKHUIZERZAND,148585,524993,654845.386,5842731.165,Midden Nederland,NOORD HOLLAND,ENKHUIZERZAND,2008,2004-2007,goed,2013,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,,,POINT (148585 524993)
zwemlocaties_rws_2016.96,96,NLBW92_GOUWZBD,GOUWZBD,WATERLANDSTRAND HEMMELAND MONNICKENDAM,131986.872046,496426.15493,639202.198,5813632.643,Midden Nederland,NOORD HOLLAND,RECREATIEGEBIED HEMMELAND,2009,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,,POINT (131986.87200000137 496426.1548999995)
zwemlocaties_rws_2016.97,97,NLBW92_HOORN,ZONEVHBSD,"ZON EN VREUGD, HOORN",131928.562963,517173.666744,638458.066,5834365.063,Midden Nederland,NOORD HOLLAND,Zon en Vreugd,2009,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL92_MARKERMEER,Markermeer,,,POINT (131928.563000001 517173.6667999998)
zwemlocaties_rws_2016.98,98,NLBW92_HOORNSPHK,HOORNSPHK,"SCHELLINKHOUTERDIJK, HOORN",134066,517125,640595.751,5834387.156,Midden Nederland,NOORD HOLLAND,De Schelpenhoek,2008,2004-2007,uitstekend,2012,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,,POINT (134066 517125)
zwemlocaties_rws_2016.99,99,NLBW92_HUIZMT,HUIZMT,STRAND GOOIERHOOFD-ZOMERKADE,146230.008016,479839.036072,653984.134,5797525.378,Midden Nederland,NOORD HOLLAND,GOOIERHOOFD,2010,2006-2009,goed,2013,nee,zoet,Goed,Goed,Goed,Goed,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,,POINT (146230.0080000013 479839.03610000014)
zwemlocaties_rws_2016.100,100,NLBW92_HUIZSSBG,HUIZSSBG,STRAND VOORLAND STICHTSEBRUG,148861,478861,656645.901,5796634.629,Midden Nederland,NOORD HOLLAND,Stichtse Brug,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,,POINT (148861 478861)
zwemlocaties_rws_2016.101,101,NLBW92_KOOPMPDR,KOOPMPDR,VOOROEVER ANDIJK KOOPMANSPOLDER,140400.914215,527990.743946,646566.862,5845455.87,Midden Nederland,NOORD HOLLAND,ANDIJK STRAND,2013,2009-2012,aanvaardbaar,2015,nee,zoet,Aanvaardbaar,Aanvaardbaar,Aanvaardbaar,Slecht,Aanvaardbaar,ja,NL92_IJSSELMEER,IJsselmeer,,,POINT (140400.91429999843 527990.743900001)
zwemlocaties_rws_2016.102,102,NLBW92_MEDBK,MEDBK,VOOROEVER; VLIETSINGEL POEL,136901,530844.509337,642974.582,5848191.826,Midden Nederland,NOORD HOLLAND,VOOROEVER; VLIETSINGEL POEL,2015,2011-2014,uitstekend,2014,nee,zoet,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,ja,NL92_IJSSELMEER,IJsselmeer,,,POINT (136901 530844.509300001)
zwemlocaties_rws_2016.103,103,NLBW92_MUIDBG,MUIDBG,MUIDERBERG,136643.961538,482481.307692,644316.559,5799850.069,Midden Nederland,NOORD HOLLAND,Muiderberg,2008,2004-2007,goed,2013,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,,POINT (136643.9615000002 482481.30779999867)
zwemlocaties_rws_2016.104,104,NLBW92_NAARDBS,NAARDBBSD,RECREATIEPARK NAARDERBOS,138463,481124,646179.268,5798553.544,Midden Nederland,NOORD HOLLAND,Naarderbos,2008,2004-2007,goed,2013,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,,POINT (138463 481124)
zwemlocaties_rws_2016.105,105,NLBW92_NESBS,NESBS,VOOROEVER HET NESBOS,137276.983445,529798.116851,643385.006,5847158.564,Midden Nederland,NOORD HOLLAND,"STRAND DROGE WIJMERS, NESBOS",2009,2004-2007,uitstekend,2013,nee,zoet,Goed,Goed,Goed,Goed,Goed,ja,NL92_IJSSELMEER,IJsselmeer,,,POINT (137276.9833999984 529798.1169000007)
zwemlocaties_rws_2016.106,106,NLBW92_OUDVKVN,OUDVKVN,OUD VALKEVEEN,141634.19,479982.297,649386.234,5797517.053,Midden Nederland,NOORD HOLLAND,OUD VALKEVEEN,2016,2012-2015,wijziging,2015,nee,zoet,Slecht,Slecht,Slecht,Wijziging,Aanvaardbaar,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,,POINT (141634.19000000134 479982.2969999984)
zwemlocaties_rws_2016.107,107,NLBW92_SCHARDM,SCHARDM,STRAND SCHARDAM,130258,511798,636966.406,5828937.617,Midden Nederland,NOORD HOLLAND,Schardam,2009,2004-2007,uitstekend,2016,nee,zoet,Goed,Goed,Goed,Aanvaardbaar,Goed,nee,NL92_MARKERMEER,Markermeer,,,POINT (130258 511798)
zwemlocaties_rws_2016.108,108,NLBW92_SCHELLHT,SCHELLHT,RECREATIEGEBIED UITERDIJK SCHELLINKHOUT,136943.848126,516168.838264,643503.432,5833526.827,Midden Nederland,NOORD HOLLAND,SCHELLINKHOUT,2009,2004-2007,uitstekend,2012,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,,POINT (136943.84809999913 516168.8383000009)
zwemlocaties_rws_2016.109,109,NLBW92_SLOBBLD,SLOBBLD,"SLOBBELAND, VOLENDAM",133599.408795,500512.888267,640678.753,5817770.072,Midden Nederland,NOORD HOLLAND,SLOBBELAND VOLENDAM,2013,2009-2012,goed,2016,nee,zoet,Goed,Goed,Goed,Goed,Goed,nee,NL92_MARKERMEER,Markermeer,,,POINT (133599.40879999846 500512.8883000016)
zwemlocaties_rws_2016.110,110,NLBW92_UITDDPG,UITDDPG,STRAND UITDAM,133655.643646,492977.844296,640983.761,5810241.578,Midden Nederland,NOORD HOLLAND,camping Uitdam,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,,POINT (133655.6435999982 492977.84430000186)
zwemlocaties_rws_2016.111,111,NLBW92_WARDR,WARDR,ZWEMBAD WARDER,130979.432505,508786.462055,637786.975,5825951.868,Midden Nederland,NOORD HOLLAND,Warder,2013,2009-2012,goed,2016,nee,zoet,Goed,Goed,Goed,Aanvaardbaar,Goed,nee,NL92_MARKERMEER,Markermeer,,,POINT (130979.43250000104 508786.4620999992)
zwemlocaties_rws_2016.112,112,NLBW92_STRNDLNDH,STRNDLNDH,STRANDEILAND HARDERWIJK,170363,484777,677941.858,5803256.73,Midden Nederland,GELDERLAND,STRANDEILAND HARDERWIJK,2015,2013-2014,Uitstekend,n.a.n.,nee,zoet,geen,geen,geen,Nieuw,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,,,POINT (170363 484777)
zwemlocaties_rws_2016.113,113,NLBW95_BERGAZBSD,BERGAZBSD,BERGEN AAN ZEE,103500,519550,609970.651,5835799.248,Zee en Delta,NOORD HOLLAND,Bergen aan Zee,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (103500 519550)
zwemlocaties_rws_2016.114,114,NLBW95_BLEEKBSD,BLEEKBSD,BLEEKERSVALLEI,110620,564950,615579.963,5881400.969,Zee en Delta,NOORD HOLLAND,Bleekersvallei,2014,2010-2013,Goed,2013,nee,zout,Uitstekend,Goed,Goed,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),,,POINT (110620 564950)
zwemlocaties_rws_2016.115,115,NLBW95_BLOEMDAZBSD,BLOEMDAZBSD,BLOEMENDAAL AAN ZEE,97650,491300,605058.156,5807376.911,Zee en Delta,NOORD HOLLAND,Bloemendaal aan zee,2014,2010-2013,Uitstekend,2013,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (97650 491300)
zwemlocaties_rws_2016.116,116,NLBW95_CALLOBSD,CALLOBSD,CALLANTSOOG,107940,539150,613758.319,5855531.553,Zee en Delta,NOORD HOLLAND,Callantsoog,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (107940 539150)
zwemlocaties_rws_2016.117,117,NLBW95_CAMPDBSD,CAMPDBSD,CAMPERDUIN,104232,525463,610506.445,5841732.021,Zee en Delta,NOORD HOLLAND,Camperduin,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (104232 525463)
zwemlocaties_rws_2016.118,118,NLBW95_CASTCAZBSD,CASTCAZBSD,CASTRICUM AAN ZEE,101950,508120,608799.659,5824326.4,Zee en Delta,NOORD HOLLAND,Castricum aan Zee,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (101950 508120)
zwemlocaties_rws_2016.119,119,NLBW95_EGMAZBSD,EGMAZBSD,EGMOND AAN ZEE,102850,514830,609477.22,5831061.232,Zee en Delta,NOORD HOLLAND,Egmond aan zee,2014,2010-2013,Uitstekend,2013,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (102850 514830)
zwemlocaties_rws_2016.120,120,NLBW95_GROOTKTBSD,GROOTKTBSD,GROOTE KEETEN,108800,542150,614518.223,5858557.823,Zee en Delta,NOORD HOLLAND,Groote Keeten,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (108800 542150)
zwemlocaties_rws_2016.121,121,NLBW95_HUISDNBSD,HUISDNBSD,HUISDUINEN,109730,550160,615181.849,5866592.672,Zee en Delta,NOORD HOLLAND,Huisduinen,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (109730 550160)
zwemlocaties_rws_2016.122,122,NLBW95_IJMDZHVKSD,IJMDZHVKNSD,IJMUIDEN KLEINE STRAND,99035,497359,606242.213,5813477.098,Zee en Delta,NOORD HOLLAND,IJMUIDEN KLEINE STRAND,2009,2007-2009,Goed,2014,nee,zout,Goed,Goed,Goed,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (99035 497359)
zwemlocaties_rws_2016.123,123,NLBW95_JULANDBSD,JULANDBSD,JULIANADORP,109510,546060,615098.033,5862488.447,Zee en Delta,NOORD HOLLAND,Julianadorp,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (109510 546060)
zwemlocaties_rws_2016.124,124,NLBW95_KENNMBSD,KENNMBSD,KENNEMERSTRAND,98280,496740,605508.205,5812833.643,Zee en Delta,NOORD HOLLAND,Kennemerstrand,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (98280 496740)
zwemlocaties_rws_2016.125,125,NLBW95_KOOGBSD,KOOGBSD,DE KOOG,112600,568720,617433.132,5885233.83,Zee en Delta,NOORD HOLLAND,De Koog,2014,2010-2013,Uitstekend,2013,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),,,POINT (112600 568720)
zwemlocaties_rws_2016.126,126,NLBW95_KRIMBSD,KRIMBSD,DE KRIM,117000,575450,621605.882,5892104.948,Zee en Delta,NOORD HOLLAND,De Krim,2014,2010-2013,Uitstekend,2013,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),,,POINT (117000 575450)
zwemlocaties_rws_2016.127,127,NLBW95_PETTBSD,PETTBSD,PETTEN,106000,532300,612046.739,5848622.396,Zee en Delta,NOORD HOLLAND,Petten,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (106000 532300)
zwemlocaties_rws_2016.128,128,NLBW95_SINTMTZBSD,SINTMTZBSD,SINT MAARTENSZEE,106670,534300,612649.987,5850643.091,Zee en Delta,NOORD HOLLAND,Sint Maartenszee,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (106670 534300)
zwemlocaties_rws_2016.129,129,NLBW95_VLAKBSD,VLAKBSD,GROTE VLAK,109430,560100,614552.014,5876515.205,Zee en Delta,NOORD HOLLAND,Grote Vlak,2014,2010-2013,Uitstekend,2013,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),,,POINT (109430 560100)
zwemlocaties_rws_2016.130,130,NLBW95_WIJKAZBSD,WIJKAZBSD,WIJK AAN ZEE,100500,501500,607569.416,5817663.391,Zee en Delta,NOORD HOLLAND,Wijk aan Zee,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (100500 501500)
zwemlocaties_rws_2016.131,131,NLBW95_ZANDVBSD,ZANDVBSD,ZANDVOORT AAN ZEE,96100,487700,603628.033,5803728.488,Zee en Delta,NOORD HOLLAND,Zandvoort aan Zee,2014,2010-2013,Uitstekend,2013,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (96100 487700)
zwemlocaties_rws_2016.132,132,NLBW95_ZWARTWBSD,ZWARTWBSD,HEEMSKERK,101280,504330,608255.371,5820517.059,Zee en Delta,NOORD HOLLAND,Heemskerk,2014,2010-2013,Uitstekend,2013,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (101280 504330)
zwemlocaties_rws_2016.133,133,NLBW92_PIETMNBSD,PIETMNBSD,DE PIETERMAN,132853,500021,639949.064,5817253.837,Midden Nederland,NOORD HOLLAND,DE PIETERMAN,2011,2010-2011,Goed,2015,nee,zoet,NIEUW,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,,,POINT (132853 500021)
