FID,ZAKRECHT,NAAM,NAAM_UPPER,GEOMETRIE
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eea,Eigendom (recht van),Stichting Studentenhuisvesting Nijmegen,STICHTING STUDENTENHUISVESTING NIJMEGEN,"POLYGON ((187941.989 426979.195, 187941.166 426972.847, 187958.658 426970.578, 187959.482 426976.935, 187955.939 426977.434, 187945.444 426978.796, 187941.989 426979.195))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eeb,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189647.503 427162.394, 189653.252 427162.286, 189653.606 427181.844, 189647.857 427181.952, 189647.503 427162.394))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eec,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189647.503 427162.394, 189647.857 427181.952, 189642.108 427182.065, 189641.741 427161.899, 189647.492 427161.794, 189647.503 427162.394))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eed,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189317.299 427270.665, 189318.287 427276.341, 189291.745 427281.221, 189290.71 427275.555, 189317.299 427270.665))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eee,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186017.382 428556.566, 186018.597 428555.782, 186020.192 428554.752, 186020.907 428556.898, 186017.924 428558.217, 186019.501 428562.09, 186021.715 428567.527, 186023.929 428572.965, 186026.142 428578.401, 186028.356 428583.838, 186029.846 428587.498, 186033.361 428589.733, 186040.388 428586.786, 186051.25 428582.23, 186052.902 428586.246, 186034.008 428594.129, 186033.35 428595.522, 186031.958 428598.433, 186031.172 428598.78, 186030.498 428599.025, 186032.089 428602.838, 186034.341 428608.237, 186036.593 428613.634, 186034.501 428614.507, 186030.248 428603.681, 186028.938 428600.345, 186029.664 428599.971, 186028.256 428597.258, 186026.885 428594.612, 186025.514 428591.966, 186024.143 428589.32, 186022.773 428586.674, 186021.402 428584.028, 186020.031 428581.381, 186018.66 428578.735, 186017.289 428576.09, 186015.918 428573.444, 186014.547 428570.798, 186013.176 428568.151, 186011.818 428565.5, 186010.398 428562.789, 186010.304 428560.899, 186013.625 428558.866, 186017.382 428556.566))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eef,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((182950.973 427528.708, 182965.04 427540.22, 182971.04 427545.13, 182975.893 427549.101, 182970.5 427555.67, 182945.37 427535.08, 182950.973 427528.708))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef0,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186805.133 427468.433, 186803.508 427457.34, 186825.859 427453.895, 186827.566 427464.975, 186805.133 427468.433))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef1,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184093.904 424444.405, 184087.938 424442.089, 184097.827 424416.781, 184099.721 424417.525, 184103.77 424419.116, 184103.78 424419.12, 184093.904 424444.405))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef2,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182722.839 427542.963, 182728.215 427542.887, 182728.515 427566.509, 182723.147 427566.573, 182722.98 427555.839, 182722.88 427546.688, 182722.839 427542.963))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef3,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185436.111 424444.924, 185434.94 424446.291, 185423.554 424436.436, 185444.332 424412.314, 185455.657 424422.165, 185450.901 424427.66, 185436.111 424444.924))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef4,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184056.655 424429.866, 184054.867 424434.486, 184032.803 424425.925, 184035.139 424419.931, 184057.189 424428.486, 184056.655 424429.866))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef5,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183057.724 425390.511, 183033.657 425386.94, 183031.89 425398.591, 183010.508 425395.408, 183007.719 425391.656, 183008.379 425387.336, 183009.577 425379.498, 183009.746 425378.495, 183009.844 425377.483, 183009.87 425376.466, 183009.823 425375.45, 183009.792 425375.124, 183031.04 425359.475, 183006.333 425326.007, 183005.102 425326.915, 183003.821 425325.175, 183005.05 425324.269, 183001.487 425319.442, 183008.093 425276.773, 183033.851 425280.743, 183036.241 425265.422, 183082.396 425272.621, 183079.534 425291.558, 183077.128 425293.096, 183050.055 425288.887, 183032.669 425286.311, 183031.897 425291.603, 183040.697 425292.918, 183037.844 425311.795, 183049.939 425327.918, 183061.804 425343.74, 183062.494 425344.697, 183063.023 425345.681, 183063.351 425346.487, 183063.593 425347.264, 183063.724 425347.775, 183063.85 425348.533, 183063.926 425349.477, 183063.91 425350.44, 183063.813 425351.209, 183057.724 425390.511))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef6,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182218.885 427539.181, 182216.243 427534.107, 182239.346 427521.952, 182242.004 427527.018, 182218.885 427539.181))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef7,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((188592.652 428461.2, 188602.599 428480.095, 188603.385 428481.415, 188604.286 428482.928, 188600.214 428485.207, 188598.673 428486.07, 188598.265 428485.266, 188596.569 428482.127, 188588.861 428467.583, 188587.033 428464.133, 188587.223 428464.042, 188592.652 428461.2))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef8,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187073.409 424867.515, 187073.606 424868.961, 187070.747 424869.359, 187057.624 424871.184, 187057.825 424872.63, 187055.388 424872.968, 187055.186 424871.523, 187054.986 424870.077, 187052.55 424870.416, 187052.751 424871.861, 187044.157 424873.057, 187042.514 424873.286, 187041.995 424869.123, 187041.703 424866.776, 187072.722 424862.462, 187073.409 424867.515))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ef9,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183170.889 424932.006, 183173.144 424925.995, 183197.732 424935.217, 183195.48 424941.229, 183170.889 424932.006))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1efa,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182873.932 425430.52, 182881.083 425425.297, 182903.547 425456.061, 182892.983 425463.792, 182901.815 425475.939, 182902.815 425477.315, 182910.214 425487.492, 182888.571 425503.286, 182887.134 425501.267, 182864.935 425517.538, 182858.408 425508.581, 182860.367 425507.154, 182851.147 425494.494, 182871.774 425479.733, 182872.655 425480.934, 182879.586 425476.006, 182879.052 425475.202, 182881.241 425473.603, 182856.6 425440.403, 182862.445 425435.954, 182860.474 425433.19, 182870.627 425425.957, 182873.932 425430.52))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1efb,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186634.594 425742.353, 186635.441 425744.208, 186643.58 425760.068, 186638.435 425762.594, 186630.254 425746.541, 186629.43 425744.673, 186634.533 425742.381, 186634.594 425742.353))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1efc,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189118.349 427179.519, 189095.088 427184.742, 189094.026 427180.092, 189117.191 427174.89, 189118.349 427179.519))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1efd,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186764.052 428071.829, 186759.525 428052.604, 186759.602 428052.586, 186765.055 428051.301, 186767.247 428060.63, 186769.216 428069.023, 186769.564 428070.527, 186764.131 428071.81, 186764.052 428071.829))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1efe,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189228.467 427136.007, 189234.164 427134.963, 189238.723 427159.52, 189233.037 427160.625, 189228.467 427136.007))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eff,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182213.63 427529.087, 182210.917 427523.876, 182233.99 427511.741, 182236.568 427516.657, 182222.362 427524.13, 182222.437 427524.272, 182217.352 427526.948, 182217.427 427527.089, 182213.63 427529.087))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f00,Eigendom (recht van),Stichting Mooiland,STICHTING MOOILAND,"POLYGON ((188646.058 427856.879, 188652.58 427864.872, 188657.216 427879.336, 188659.476 427885.018, 188655.499 427880.691, 188639.345 427862.917, 188646.058 427856.879))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f01,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187795.132 425155.134, 187795.132 425155.211, 187783.662 425155.283, 187780.813 425155.403, 187767.203 425155.351, 187767.206 425148.959, 187773.422 425148.933, 187779.493 425148.895, 187785.816 425148.855, 187791.966 425148.817, 187795.132 425148.797, 187795.132 425155.134))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f02,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183147.516 426647.477, 183146.376 426648.869, 183122.954 426629.628, 183124.092 426628.233, 183125.699 426629.553, 183130.057 426633.134, 183134.197 426636.535, 183138.362 426639.957, 183142.544 426643.393, 183146.732 426646.833, 183147.516 426647.477))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f03,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185419.696 424918.034, 185399.564 424902.338, 185403.315 424897.521, 185423.405 424913.185, 185419.696 424918.034))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f04,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184080.232 427340.37, 184071.053 427332.663, 184063.374 427324.602, 184056.307 427316.091, 184050.678 427307.554, 184050.049 427302.693, 184048.845 427293.389, 184045.629 427268.523, 184069.515 427264.682, 184103.246 427215.276, 184110.455 427220.185, 184105.247 427227.973, 184140.955 427252.02, 184080.232 427340.37))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f05,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186013.625 428558.866, 186002.878 428541.702, 186007.849 428538.619, 186018.597 428555.782, 186017.382 428556.566, 186013.625 428558.866))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f06,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187722.481 425330.512, 187734.927 425330.449, 187734.998 425341.748, 187735.044 425344.756, 187735.078 425352.782, 187734.071 425352.784, 187723.958 425352.804, 187722.454 425352.807, 187722.453 425352.666, 187722.436 425350.132, 187722.414 425346.786, 187722.549 425341.817, 187722.507 425334.788, 187722.481 425330.512))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f07,Eigendom (recht van),Stichting Studentenhuisvesting Nijmegen,STICHTING STUDENTENHUISVESTING NIJMEGEN,"POLYGON ((187920.678 426997.485, 187916.265 426965.937, 187913.621 426966.307, 187909.941 426939.998, 187920.291 426938.55, 187924.708 426970.125, 187927.461 426969.74, 187931.138 426996.022, 187920.678 426997.485))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f08,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183353.088 426580.786, 183357.053 426575.889, 183359.099 426577.565, 183367.601 426584.527, 183374.052 426589.78, 183376.331 426591.636, 183372.372 426596.545, 183370.068 426594.666, 183363.623 426589.409, 183355.132 426582.459, 183353.088 426580.786))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f09,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186645.359 424749.227, 186616.144 424750.048, 186614.028 424746.069, 186610.216 424738.966, 186610.661 424738.727, 186609.355 424736.291, 186603.518 424725.423, 186604.067 424725.283, 186631.841 424718.149, 186632.45 424718.009, 186633.071 424717.943, 186633.695 424717.952, 186634.314 424718.035, 186634.918 424718.192, 186635.5 424718.419, 186636.05 424718.715, 186636.56 424719.075, 186637.024 424719.493, 186637.435 424719.963, 186637.786 424720.479, 186638.073 424721.034, 186638.292 424721.619, 186645.222 424748.697, 186645.359 424749.227))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f0a,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187722.84 431272.531, 187724.662 431247.492, 187728.021 431247.696, 187730.047 431247.835, 187728.213 431272.935, 187722.84 431272.531))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f0b,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182092.195 427442.432, 182092.31 427449.703, 182094.492 427453.855, 182089.708 427469.138, 182079.534 427465.99, 182087.233 427441.4, 182091.59 427442.75, 182092.195 427442.432))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f0c,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((188401.481 428080.447, 188402.782 428080.649, 188424.771 428057.185, 188426.276 428039.325, 188450.772 428041.344, 188449.105 428062.53, 188415.776 428098.186, 188405.203 428096.671, 188405.237 428096.455, 188399.133 428095.581, 188399.326 428094.338, 188400.238 428088.457, 188401.204 428082.232, 188401.481 428080.447))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f0d,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((182013.058 427480.119, 182026.046 427473.337, 182035.891 427467.97, 182039.48 427466.105, 182039.606 427466.346, 182042.479 427471.834, 182039.065 427473.624, 182040.399 427476.082, 182041.404 427477.934, 182042.44 427479.854, 182045.163 427484.9, 182021.92 427497.01, 182016.37 427486.41, 182013.058 427480.119))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f0e,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182395.781 427124.18, 182396.271 427123.912, 182382.521 427098.738, 182386.997 427096.297, 182402.421 427124.527, 182399.158 427126.312, 182397.456 427127.243, 182395.781 427124.18))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f0f,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183429.1 427178.564, 183432 427175.02, 183437.27 427168.58, 183445.139 427158.965, 183449.813 427162.756, 183441.92 427172.38, 183434.17 427181.83, 183433.727 427182.37, 183429.1 427178.564))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f10,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189310.484 427171.806, 189308.836 427162.761, 189330.25 427160.349, 189330.866 427165.953, 189330.776 427166.412, 189330.619 427166.853, 189330.398 427167.266, 189330.12 427167.642, 189329.788 427167.973, 189329.412 427168.251, 189328.999 427168.471, 189323.68 427169.399, 189317.924 427170.053, 189317.903 427170.228, 189317.815 427170.381, 189317.674 427170.486, 189317.502 427170.527, 189310.484 427171.806))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f11,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184653.622 427106.948, 184650.312 427111.797, 184647.81 427110.088, 184651.12 427105.24, 184653.622 427106.948))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f12,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182042.549 427454.544, 182042.306 427455.256, 182041.78 427456.144, 182041.072 427456.705, 182034.398 427444.17, 182037.064 427442.751, 182031.698 427432.675, 182041.87 427427.34, 182048.926 427429.527, 182041.222 427454.134, 182042.549 427454.544))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f13,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186194.051 432723.899, 186195.822 432726.739, 186159.245 432755.071, 186156.243 432753.456, 186153.603 432751.859, 186121.33 432734.606, 186128.342 432724.838, 186133.758 432716.477, 186146.531 432695.017, 186176.213 432711.226, 186175.592 432712.448, 186192.509 432721.425, 186194.051 432723.899))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f14,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183181.987 426814.635, 183180.316 426816.642, 183175.426 426812.63, 183191.267 426793.275, 183196.15 426797.287, 183187.64 426807.659, 183181.987 426814.635))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f15,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187028.927 424695.792, 187028.398 424686.754, 187034.319 424686.323, 187034.311 424686.203, 187044.735 424685.578, 187044.748 424685.701, 187053.582 424685.051, 187053.773 424685.037, 187054.413 424694.011, 187050.404 424694.291, 187042.893 424694.816, 187028.927 424695.792))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f16,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182247.226 427456.726, 182228.366 427466.646, 182225.721 427461.611, 182244.58 427451.691, 182247.226 427456.726))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f17,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((185521.248 427198.951, 185527.222 427203.842, 185532.793 427208.403, 185536.445 427211.393, 185540.414 427214.642, 185546.558 427219.672, 185546.697 427219.786, 185564.474 427234.34, 185568.381 427237.539, 185580.788 427247.696, 185579.037 427249.869, 185572.933 427257.941, 185568.877 427262.963, 185568.058 427263.441, 185567.012 427263.675, 185566.057 427263.624, 185565.356 427263.37, 185564.602 427262.935, 185562.037 427260.834, 185525.414 427230.803, 185433.904 427155.767, 185433.057 427155.143, 185432.696 427154.358, 185432.665 427153.401, 185433.019 427152.741, 185432.971 427152.714, 185435.14 427150.186, 185414.663 427133.614, 185427.728 427118.237, 185438.327 427125.568, 185446.031 427130.896, 185453.108 427135.791, 185460.038 427140.584, 185466.971 427145.38, 185474.045 427150.273, 185480.559 427154.778, 185485.077 427157.903, 185491.767 427162.53, 185494.594 427164.259, 185487.564 427174.206, 185502.173 427184.473, 185502.524 427183.952, 185516.028 427195.079, 185521.248 427198.951))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f18,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186407.694 425288.286, 186407.248 425285.418, 186405.963 425277.258, 186405.114 425271.87, 186411.559 425270.756, 186412.423 425276.24, 186413.709 425284.401, 186415.573 425296.229, 186409.036 425297.393, 186408.645 425294.736, 186407.201 425294.95, 186406.683 425291.436, 186408.128 425291.223, 186408.216 425291.817, 186409.022 425291.698, 186409.66 425291.604, 186409.572 425291.01, 186409.138 425288.072, 186408.597 425288.152, 186407.694 425288.286))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1f19,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186407.694 425288.286, 186408.597 425288.152, 186409.138 425288.072, 186409.572 425291.01, 186409.66 425291.604, 186409.022 425291.698, 186408.216 425291.817, 186408.128 425291.223, 186406.683 425291.436, 186407.201 425294.95, 186408.645 425294.736, 186409.036 425297.393, 186406.911 425297.771, 186403.224 425294.545, 186402.63 425295.21, 186401.538 425290.715, 186400.858 425288.192, 186400.679 425286.452, 186399.394 425278.292, 186398.561 425273.004, 186398.638 425272.989, 186405.114 425271.87, 186405.963 425277.258, 186407.248 425285.418, 186407.694 425288.286))"
