FID,ZAKRECHT,NAAM,NAAM_UPPER,GEOMETRIE
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ead,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189337.888 427224.577, 189311.332 427229.506, 189310.262 427223.683, 189337.032 427218.714, 189337.286 427220.927, 189337.888 427224.577))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eae,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187974.79 425122.831, 187978.889 425122.8, 187980.504 425123.259, 187981.484 425123.787, 187982.88 425125.437, 187983.357 425127.19, 187983.416 425146.67, 187976.517 425146.639, 187976.528 425148.12, 187974.816 425148.125, 187974.84 425146.632, 187974.878 425144.272, 187974.82 425136.111, 187974.79 425122.831))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eaf,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183161.899 424955.975, 183164.146 424949.982, 183188.734 424959.205, 183186.483 424965.195, 183161.899 424955.975))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb0,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183212.4 424714.037, 183201.988 424741.813, 183195.996 424739.566, 183206.417 424711.765, 183212.4 424714.037))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb1,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((185103.025 427479.124, 185102.559 427483.128, 185068.442 427524.377, 185063.562 427525.453, 185032.065 427499.642, 185033.124 427498.396, 185021.663 427488.871, 185029.217 427479.623, 185015.567 427469.903, 185032.255 427446.122, 185031.061 427445.359, 185037.991 427435.642, 185041.956 427434.468, 185103.025 427479.124))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb2,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184029.63 425420.158, 184015.842 425417.258, 184025.301 425372.301, 184032.743 425373.867, 184033.343 425371.014, 184039.601 425372.331, 184038.865 425375.826, 184038.699 425375.791, 184029.63 425420.158))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb3,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182054.386 427431.219, 182046.681 427455.823, 182042.549 427454.544, 182041.222 427454.134, 182048.926 427429.527, 182054.386 427431.219))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb4,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184638.538 427148.324, 184619.774 427135.517, 184623.169 427130.546, 184641.918 427143.342, 184638.538 427148.324))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb5,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182665.764 427175.017, 182669.252 427181.638, 182651.368 427191.141, 182646.49 427193.733, 182642.965 427187.033, 182647.85 427184.47, 182655.97 427180.21, 182663.24 427176.35, 182665.764 427175.017))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb6,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189658.991 427162.177, 189664.739 427162.068, 189665.094 427181.628, 189659.345 427181.736, 189658.991 427162.177))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb7,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184211.08 427339.235, 184211.204 427339.319, 184198.42 427358.016, 184180.317 427345.898, 184178.992 427344.458, 184178.648 427343.755, 184178.362 427342.775, 184178.358 427341.413, 184178.548 427340.556, 184178.94 427339.675, 184179.559 427338.773, 184189.277 427324.524, 184211.08 427339.235))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb8,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186629.43 425744.673, 186630.254 425746.541, 186638.435 425762.594, 186638.352 425762.635, 186633.285 425765.309, 186623.982 425747.122, 186629.43 425744.673))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eb9,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185413.789 423841.675, 185418.383 423836.385, 185435.13 423850.89, 185430.533 423856.207, 185413.789 423841.675))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eba,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185413.789 423841.675, 185430.533 423856.207, 185426.524 423860.844, 185409.77 423846.305, 185413.789 423841.675))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ebb,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((188779.711 431123.884, 188779.761 431124.041, 188782.934 431134.06, 188786.835 431146.381, 188792.892 431146.431, 188793.233 431146.434, 188792.693 431172.399, 188792.674 431173.304, 188787.8 431172.87, 188777.825 431172.784, 188763.637 431171.476, 188763.28 431156.286, 188764.52 431154.451, 188765.759 431154.429, 188765.754 431154.196, 188765.486 431142.321, 188765.485 431142.295, 188766.297 431141.98, 188767.178 431141.556, 188768.023 431141.064, 188768.828 431140.509, 188769.588 431139.892, 188770.297 431139.219, 188770.951 431138.492, 188771.548 431137.717, 188772.082 431136.897, 188772.55 431136.039, 188772.951 431135.147, 188773.281 431134.226, 188773.539 431133.283, 188773.722 431132.322, 188773.91 431131.383, 188774.175 431130.462, 188774.513 431129.567, 188774.924 431128.701, 188775.405 431127.873, 188775.951 431127.086, 188776.56 431126.347, 188777.228 431125.66, 188777.949 431125.03, 188778.72 431124.462, 188779.072 431124.244, 188779.711 431123.884))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ebc,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187614.621 428512.263, 187604.9 428499.602, 187603.069 428497.194, 187609.688 428492.732, 187611.952 428491.201, 187613.042 428490.464, 187614.37 428489.566, 187616.152 428491.889, 187617.703 428490.721, 187622.255 428496.502, 187624.098 428498.877, 187626.985 428502.533, 187622.607 428506.109, 187614.621 428512.263))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ebd,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183259.867 426629.01, 183241.41 426651.477, 183237.235 426648.047, 183255.689 426625.59, 183259.867 426629.01))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ebe,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184843.651 427332.374, 184827.302 427332.889, 184827.097 427331.373, 184826.819 427329.869, 184826.468 427328.379, 184826.045 427326.909, 184825.552 427325.461, 184824.989 427324.038, 184824.357 427322.645, 184823.659 427321.284, 184822.896 427319.958, 184822.069 427318.671, 184821.181 427317.425, 184820.233 427316.224, 184819.228 427315.07, 184818.169 427313.967, 184817.057 427312.916, 184815.895 427311.92, 184814.687 427310.982, 184812.03 427309.009, 184810.579 427308.062, 184809.091 427307.174, 184807.569 427306.346, 184806.015 427305.58, 184804.432 427304.876, 184802.822 427304.236, 184801.187 427303.661, 184799.531 427303.152, 184797.856 427302.709, 184796.164 427302.334, 184794.459 427302.026, 184793.473 427301.868, 184792.503 427301.632, 184791.554 427301.321, 184790.633 427300.936, 184789.745 427300.479, 184788.895 427299.954, 184788.09 427299.363, 184787.334 427298.711, 184787.067 427298.465, 184782.789 427294.539, 184782.409 427294.224, 184780.09 427292.103, 184779.27 427291.383, 184778.668 427292.043, 184774.006 427287.787, 184769.064 427283.298, 184749.639 427265.681, 184793.377 427219.366, 184880.402 427279.789, 184843.651 427332.374))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ebf,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186551.341 424901.77, 186540.806 424860.985, 186559.748 424855.984, 186566.131 424880.761, 186566.802 424883.366, 186570.234 424896.69, 186551.341 424901.77))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec0,Eigendom (recht van),Stichting Mooiland,STICHTING MOOILAND,"POLYGON ((187626.051 430253.308, 187623.272 430257.681, 187619.613 430263.438, 187615.124 430270.461, 187613.639 430272.799, 187607.916 430281.808, 187603.053 430278.662, 187608.752 430269.688, 187614.712 430260.304, 187618.371 430254.542, 187621.145 430250.173, 187626.051 430253.308))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec1,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183175.781 424798.727, 183170.147 424796.519, 183169.173 424796.155, 183176.197 424777.355, 183177.852 424772.924, 183178.825 424773.291, 183184.968 424775.607, 183176.259 424798.914, 183175.781 424798.727))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec2,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183175.781 424798.727, 183176.259 424798.914, 183184.968 424775.607, 183185.063 424775.644, 183190.961 424777.861, 183181.536 424803.088, 183175.057 424800.656, 183175.781 424798.727))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec3,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187810.126 425123.532, 187816.278 425123.503, 187816.572 425136.132, 187816.566 425148.665, 187810.416 425148.703, 187810.422 425136.231, 187810.126 425123.532))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec4,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185638.401 424260.506, 185643.908 424254.111, 185662.576 424270.49, 185660.46 424272.916, 185657.127 424276.737, 185638.401 424260.506))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec5,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182959.925 425585.509, 182943.428 425563.05, 182952.32 425556.581, 182952.349 425556.621, 182964.338 425547.794, 182980.738 425570.229, 182968.814 425578.983, 182968.504 425579.21, 182959.925 425585.509))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec6,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182279.399 427411.183, 182301.104 427399.851, 182303.729 427404.923, 182282.04 427416.223, 182279.399 427411.183))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec7,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((185299.524 427263.339, 185296.427 427267.211, 185296.885 427267.579, 185284.833 427282.581, 185252.971 427259.235, 185232.74 427244.412, 185227.458 427251.896, 185220.393 427261.884, 185205.176 427251.721, 185205.658 427250.979, 185208.149 427247.077, 185206.722 427246.163, 185206.916 427245.86, 185205.319 427244.841, 185201.402 427242.27, 185222.949 427211.498, 185226.574 427214.014, 185230.432 427209.843, 185240.405 427219.066, 185236.619 427223.159, 185241.657 427228.633, 185242.859 427227.141, 185243.188 427227.405, 185244.432 427225.86, 185247.612 427221.844, 185299.524 427263.339))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec8,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186688.473 428615.697, 186743.554 428601.595, 186749.199 428622.201, 186754.117 428640.723, 186758.884 428658.199, 186716.467 428668.986, 186709.604 428644.895, 186706.46 428645.821, 186704.952 428640.699, 186696.874 428642.979, 186695.439 428643.384, 186687.981 428615.824, 186688.473 428615.697))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ec9,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184056.909 424244.659, 184058.265 424241.167, 184063.944 424226.549, 184065.359 424222.906, 184065.413 424222.927, 184071.247 424225.201, 184067.515 424234.808, 184064.614 424242.276, 184062.8 424246.946, 184056.909 424244.659))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eca,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((182084.963 427469.296, 182080.635 427483.584, 182078.319 427491.23, 182077.089 427495.289, 182071.65 427493.6, 182072.845 427489.572, 182075.174 427481.884, 182079.503 427467.595, 182084.963 427469.296))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ecb,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((185987.287 424519.774, 185987.455 424519.578, 185988.712 424520.657, 185989.522 424521.353, 185985.801 424525.669, 185984.331 424524.475, 185983.695 424523.958, 185987.287 424519.774))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ecc,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182270.862 427079.97, 182274.873 427087.291, 182247.287 427102.48, 182245.81 427099.8, 182243.187 427094.999, 182270.862 427079.97))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ecd,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187485.437 428816.215, 187485.503 428815.089, 187485.888 428814.446, 187486.542 428814.045, 187487.799 428813.395, 187500 428806.385, 187505.668 428803.149, 187508.591 428808.344, 187506.435 428809.639, 187506.809 428810.472, 187503.523 428812.263, 187502.346 428812.906, 187497.991 428815.28, 187496.663 428816.004, 187498.948 428820.139, 187499.33 428820.814, 187500 428821.996, 187500.259 428822.454, 187497.55 428823.93, 187494.043 428825.841, 187492.847 428823.649, 187492.219 428822.497, 187491.718 428821.474, 187490.278 428818.537, 187485.977 428820.609, 187485.867 428819.838, 187485.65 428818.113, 187485.437 428816.215))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ece,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184239.835 427271.208, 184241.172 427272.117, 184235.896 427279.901, 184230.814 427276.484, 184234.109 427271.576, 184235.873 427268.951, 184234.597 427268.102, 184242.982 427255.644, 184243.029 427255.572, 184248.001 427259.027, 184247.806 427259.317, 184239.835 427271.208))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ecf,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184239.835 427271.208, 184247.806 427259.317, 184254.927 427264.113, 184263.423 427269.835, 184249.978 427289.902, 184229.22 427275.788, 184232.265 427271.426, 184232.841 427270.715, 184234.597 427268.102, 184235.873 427268.951, 184234.109 427271.576, 184230.814 427276.484, 184235.896 427279.901, 184241.172 427272.117, 184239.835 427271.208))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed0,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186616.335 424865.27, 186609.659 424867.13, 186608.048 424860.97, 186634.291 424853.991, 186634.673 424855.505, 186635.811 424860.016, 186630.674 424861.379, 186626.952 424862.367, 186624.109 424863.105, 186616.335 424865.27))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed1,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187374.028 428041.359, 187376.297 428040.96, 187376.151 428039.894, 187380.145 428039.345, 187380.307 428040.519, 187383.038 428040.143, 187382.865 428038.888, 187387.966 428038.187, 187391.067 428060.735, 187377.663 428062.604, 187375.653 428048.755, 187366.622 428050.144, 187371.42 428043.696, 187372.34 428043.61, 187371.88 428040.46, 187373.87 428040.19, 187374.028 428041.359))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed2,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187642.553 427394.624, 187641.937 427390.462, 187672.633 427386.493, 187690.79 427383.799, 187692.193 427392.924, 187653.188 427398.149, 187643.221 427399.087, 187642.553 427394.624))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed3,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189221.212 427161.162, 189221.408 427162.24, 189201.387 427165.973, 189200.339 427160.329, 189220.751 427156.523, 189221.138 427158.61, 189221.269 427159.311, 189221.617 427161.185, 189221.212 427161.162))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed4,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183408.109 424787.342, 183424.644 424793.461, 183407.949 424839.042, 183386.613 424830.897, 183397.004 424803.067, 183401.879 424790.005, 183408.109 424787.342))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed5,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((182189.941 427602.07, 182184.881 427604.731, 182179.914 427595.214, 182174.792 427585.424, 182172.956 427581.918, 182177.366 427579.608, 182178.051 427579.249, 182189.941 427602.07))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed6,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187031.791 424740.454, 187045.953 424739.444, 187053.454 424738.909, 187057.593 424738.614, 187058.058 424745.133, 187058.057 424745.649, 187057.977 424746.159, 187057.82 424746.651, 187057.589 424747.113, 187057.29 424747.534, 187056.93 424747.904, 187056.518 424748.215, 187056.063 424748.459, 187055.576 424748.631, 187055.069 424748.726, 187032.355 424749.823, 187032.3 424749.826, 187032.262 424749.12, 187031.791 424740.454))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed7,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((181875.31 427467.93, 181873.05 427462.77, 181868.76 427461.43, 181870.1 427457.32, 181856.1 427430.74, 181876.5 427420.08, 181895.35 427456.1, 181904.03 427451.54, 181915 427472.46, 181885.96 427487.69, 181883.17 427496.14, 181868.039 427491.381, 181875.31 427467.93))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed8,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186246.829 424757.55, 186246.83 424757.038, 186246.91 424756.532, 186247.066 424756.044, 186247.295 424755.586, 186247.592 424755.169, 186247.95 424754.802, 186248.359 424754.494, 186248.811 424754.253, 186250.884 424753.708, 186255.77 424752.424, 186257.898 424751.865, 186264.786 424750.055, 186265.91 424750, 186266.328 424750.087, 186266.73 424750.233, 186267.108 424750.433, 186267.453 424750.685, 186267.76 424750.982, 186268.022 424751.32, 186268.234 424751.691, 186269.156 424755.534, 186278.264 424790.094, 186278.324 424790.558, 186278.311 424791.026, 186278.223 424791.486, 186278.065 424791.926, 186277.839 424792.336, 186277.551 424792.705, 186277.208 424793.024, 186276.82 424793.285, 186276.395 424793.481, 186260.226 424797.759, 186259.774 424797.841, 186259.314 424797.852, 186258.859 424797.792, 186258.418 424797.662, 186258.002 424797.466, 186257.622 424797.207, 186257.287 424796.893, 186257.004 424796.531, 186256.781 424796.129, 186256.108 424793.527, 186255.444 424790.961, 186254.894 424788.831, 186249.769 424768.953, 186248.319 424763.328, 186246.829 424757.55), (186250.677 424760.764, 186251.825 424765.284, 186256.224 424764.165, 186255.077 424759.647, 186253.707 424759.995, 186253.608 424759.607, 186252.26 424759.95, 186252.358 424760.337, 186250.677 424760.764))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ed9,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185661.284 424517.495, 185656.883 424513.688, 185670.51 424497.944, 185674.898 424501.745, 185661.284 424517.495))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1eda,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189484.948 427253.356, 189515.978 427249.711, 189516.766 427255.287, 189485.746 427258.932, 189485.062 427254.142, 189484.948 427253.356))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1edb,Eigendom (recht van),Stichting Mooiland,STICHTING MOOILAND,"POLYGON ((187500.666 427519.834, 187526.152 427516.792, 187527.177 427517.305, 187527.898 427517.785, 187528.335 427518.246, 187528.814 427518.936, 187529.101 427519.957, 187529.341 427521.361, 187529.6 427522.631, 187529.982 427525.174, 187502.021 427528.842, 187500.666 427519.834))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1edc,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186689.284 427917.546, 186695.392 427915.787, 186705.097 427913.375, 186705.314 427913.321, 186705.368 427913.538, 186706.356 427915.06, 186706.555 427915.959, 186707.453 427920.928, 186709.569 427927.725, 186710.32 427930.14, 186707.592 427930.975, 186699.569 427933.034, 186691.985 427935.043, 186687.625 427918.023, 186689.284 427917.546))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1edd,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((185202.882 427443.784, 185202.766 427443.742, 185201.98 427444.881, 185166.249 427420.381, 185164.824 427418.848, 185164.278 427416.085, 185165.05 427413.371, 185177.436 427395.123, 185223.862 427427.209, 185216.031 427439.088, 185215.134 427440.428, 185211.968 427438.249, 185207.666 427444.504, 185206.875 427443.96, 185205.723 427445.635, 185203.902 427444.507, 185202.882 427443.784))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ede,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186057.671 424940.263, 186015.404 424951.439, 186008.381 424924.901, 186050.648 424913.732, 186057.671 424940.263))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1edf,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183721.924 425362.47, 183721.771 425363.61, 183721.612 425364.086, 183721.388 425364.535, 183721.102 425364.948, 183720.76 425365.315, 183720.37 425365.631, 183719.938 425365.888, 183719.475 425366.081, 183718.989 425366.207, 183718.49 425366.262, 183715.225 425365.785, 183715.831 425361.637, 183715.999 425360.488, 183719.857 425361.051, 183720.133 425359.163, 183722.174 425359.461, 183721.776 425362.45, 183721.924 425362.47))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee0,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183230.598 425047.119, 183229.269 425046.621, 183229.256 425046.616, 183231.437 425040.841, 183232.609 425037.737, 183246.187 425001.783, 183247.367 424998.658, 183249.547 424992.884, 183250.517 424993.246, 183248.444 424998.78, 183241.754 425016.635, 183247.933 425018.929, 183272.023 425027.877, 183275.456 425029.152, 183275.06 425030.114, 183241.478 425017.81, 183230.598 425047.119))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee1,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189119.502 427184.128, 189096.146 427189.374, 189095.088 427184.742, 189118.349 427179.519, 189119.502 427184.128))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee2,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186053.652 424411.98, 186043.452 424423.914, 186041.667 424422.05, 186039.755 424420.32, 186038.019 424418.892, 186036.235 424417.524, 186031.603 424414.275, 186026.857 424411.193, 186022.006 424408.282, 186020.001 424407.105, 186017.959 424405.995, 186015.882 424404.953, 186013.771 424403.981, 186011.629 424403.079, 186009.653 424402.345, 186005.642 424401.33, 186002.218 424401.014, 185998.053 424401.82, 185993.444 424403.628, 185993.131 424403.716, 185992.815 424403.793, 185992.497 424403.859, 185992.177 424403.914, 185991.854 424403.959, 185991.531 424403.992, 185991.207 424404.014, 185990.882 424404.024, 185990.557 424404.024, 185990.232 424404.013, 185989.907 424403.99, 185989.584 424403.956, 185989.262 424403.912, 185988.942 424403.856, 185988.624 424403.789, 185988.308 424403.711, 185987.995 424403.623, 185987.686 424403.524, 185987.38 424403.414, 185987.077 424403.294, 185986.78 424403.163, 185986.487 424403.023, 185988.946 424399.329, 185985.167 424396.885, 185982.668 424400.639, 185982.144 424400.344, 185981.942 424400.228, 185981.736 424400.119, 185981.527 424400.017, 185981.314 424399.923, 185981.098 424399.836, 185980.879 424399.756, 185980.658 424399.684, 185980.434 424399.62, 185980.208 424399.563, 185979.981 424399.515, 185979.751 424399.474, 185979.521 424399.441, 185979.289 424399.416, 185979.057 424399.4, 185978.824 424399.391, 185978.592 424399.39, 185978.359 424399.397, 185978.127 424399.413, 185977.895 424399.436, 185977.664 424399.467, 185977.435 424399.506, 185977.207 424399.554, 185976.981 424399.608, 185976.756 424399.671, 185976.535 424399.742, 185976.315 424399.82, 185976.099 424399.905, 185975.885 424399.998, 185975.675 424400.099, 185975.469 424400.206, 185975.266 424400.321, 185975.067 424400.442, 185974.873 424400.571, 185974.683 424400.706, 185974.499 424400.847, 185974.319 424400.995, 185974.144 424401.149, 185970.756 424405.086, 185965.66 424400.77, 185968.168 424397.842, 185965.745 424395.773, 185967.296 424393.946, 185955.777 424384.047, 185953.443 424386.796, 185948.7 424382.687, 185939.659 424393.28, 185944.416 424397.288, 185942.09 424400.022, 185945.906 424403.298, 185935.655 424415.371, 185933.321 424418.12, 185928.578 424414.011, 185919.547 424424.568, 185924.294 424428.612, 185921.968 424431.346, 185911.67 424443.379, 185909.332 424446.122, 185904.606 424442.018, 185895.558 424452.57, 185900.305 424456.614, 185899.656 424457.366, 185892.896 424451.599, 185934.494 424403.334, 185934.575 424403.213, 185934.639 424403.083, 185934.686 424402.945, 185934.713 424402.802, 185934.721 424402.657, 185933.412 424396.78, 185964.486 424360.703, 185975.032 424369.819, 185974.295 424370.658, 185975.513 424371.714, 185976.25 424370.872, 185978.681 424372.985, 185985.127 424365.396, 186023.401 424398.365, 186027.336 424393.794, 186032.078 424391.69, 186037.937 424396.809, 186048.167 424391.658, 186051.96 424405.244, 186053.652 424411.98))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee3,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185293.211 423789.595, 185293.79 423788.933, 185296.837 423785.518, 185299.2 423787.587, 185302.112 423790.14, 185294.681 423798.634, 185288.846 423805.304, 185284.914 423809.799, 185279.605 423805.208, 185285.471 423798.468, 185289.293 423794.076, 185290.394 423792.812, 185293.211 423789.595))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee4,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185293.211 423789.595, 185290.394 423792.812, 185289.293 423794.076, 185271.314 423778.727, 185275.101 423774.305, 185289.41 423786.521, 185289.494 423786.422, 185293.211 423789.595))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee5,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183868.947 424293.493, 183845.504 424284.37, 183847.59 424279.024, 183854.694 424260.817, 183878.164 424269.799, 183873.951 424280.615, 183871.031 424288.131, 183868.947 424293.493))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee6,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187698.81 429022.77, 187706.21 429018.47, 187718.54 429014.36, 187722.606 429026.71, 187723.66 429029.91, 187712.7 429033.59, 187713.17 429035, 187710.47 429035.9, 187710.33 429035.47, 187707.16 429036.5, 187707.81 429038.49, 187705.12 429039.37, 187703.43 429034.2, 187702.65 429034.45, 187702.55 429034.14, 187703.07 429033.98, 187699.4 429022.8, 187698.97 429023.04, 187698.81 429022.77))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee7,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187585.327 431701.858, 187609.149 431702.239, 187608.297 431758.534, 187608.287 431759.227, 187597.511 431759.069, 187596.027 431758.896, 187586.304 431757.615, 187584.512 431757.487, 187584.85 431732.355, 187584.877 431732.356, 187584.974 431727.207, 187584.91 431727.206, 187585.327 431701.858))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee8,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183852.054 426099.786, 183852.019 426099.997, 183849.854 426099.64, 183842.14 426098.352, 183829.917 426096.297, 183829.924 426096.257, 183832.503 426080.567, 183844.652 426082.505, 183854.653 426084.178, 183852.054 426099.786))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_1ee9,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183188.89 426723.407, 183193.301 426727.008, 183184.535 426737.716, 183177.023 426747.118, 183172.51 426743.397, 183188.89 426723.407))"
