NaamPlaatsingsadres,ClusterCode,ClusterOmschrijving,ContainerCode,Fractie,latitude,longitude
loc3583,3583,Gorechtkade,P490,papier - loc3583,53.22475,6.57963
Loc3715,3715,Regattaweg,P494,papier - Loc3715,53.22464,6.59925
loc3672,3672,Oliemuldersweg hoek Vinkenstraat,P438,papier - loc3672,53.23102,6.58221
loc3672,3672,Oliemuldersweg hoek Vinkenstraat,P266,papier - loc3672,53.23106,6.58214
loc3579,3579,Waterloolaan,P230,papier - loc3579,53.20621,6.57429
loc3579,3579,Waterloolaan,P620,papier - loc3579,53.20625,6.57422
Loc3746,3746,Tonkensstraat,P661,papier - Loc3746,53.20763,6.59002
GVP0011,GVP0011,A. Morostraat 2 t/m 30,G162009,papier - GVP0011,53.18651,6.56169
loc3658,3658,Helperpark (Leyhoeve),P318,papier - loc3658,53.20425,6.5879
loc3658,3658,Helperpark (Leyhoeve),P316,papier - loc3658,53.20429,6.58783
loc3664,3664,Galenuslaan,P340,papier - loc3664,53.19533,6.55703
loc3664,3664,Galenuslaan,P342,papier - loc3664,53.19537,6.55696
loc3670,3670,Antillenstraat,P436,papier - loc3670,53.23241,6.58165
Loc3713,3713,Goeman Borgesiuslaan,P491,papier - Loc3713,53.19314,6.58581
Loc3688,3688,Albertine Agnesstraat hoek Koninginnelaa,P471,papier - Loc3688,53.22346,6.54971
loc3628,3628,Madeliefstraat,P451,papier - loc3628,53.2271,6.59887
loc3628,3628,Madeliefstraat,P452,papier - loc3628,53.2271,6.59895
loc3628,3628,Madeliefstraat,P453,papier - loc3628,53.22714,6.5988
loc3654,3654,Atensheerd,P308,papier - loc3654,53.24697,6.58744
loc3654,3654,Atensheerd,P422,papier - loc3654,53.24701,6.58737
Loc3635,3635,Johan Dijkstralaan,P220,papier - Loc3635,53.20527,6.50899
loc3589,3589,Berlageweg/Heerdenpad,P80,papier - loc3589,53.24075,6.58344
loc3589,3589,Berlageweg/Heerdenpad,P82,papier - loc3589,53.24075,6.58351
Loc3526,3526,Esdoornlaan,P100,papier - Loc3526,53.23649,6.55045
Loc3526,3526,Esdoornlaan,P423,papier - Loc3526,53.23653,6.55038
loc3604,3604,Claremaheerd,P92,papier - loc3604,53.24857,6.60079
loc3604,3604,Claremaheerd,P282,papier - loc3604,53.24861,6.60072
loc3535,3535,Iepenlaan,P98,papier - loc3535,53.23771,6.55493
loc3535,3535,Iepenlaan,p297,papier - loc3535,53.23775,6.55486
GVP0009,GVP0009,Bordewijk 119-149,G161903,papier - GVP0009,53.18862,6.57735
GVP0009,GVP0009,Bordewijk 119-149,G160310,papier - GVP0009,53.18862,6.57742
GVP0009,GVP0009,Bordewijk 119-149,G161912,papier - GVP0009,53.18866,6.57735
Loc3501,3501,Zuiderweg,P148,papier - Loc3501,53.2149,6.50147
Loc3501,3501,Zuiderweg,P150,papier - Loc3501,53.21494,6.5014
loc3661,3661,Aquamarijnstraat Aquamarijnflat 3 - 145,P400,papier - loc3661,53.23298,6.52792
Loc3609,3609,Waterland,P76,papier - Loc3609,53.24079,6.61569
Loc3609,3609,Waterland,P78,papier - Loc3609,53.24083,6.61562
Loc3722,3722,Eelkemastraat to 58,P306,papier - Loc3722,53.2082,6.5874
