postcode;clustercode_lb9898;clustercode_lb9802;clustercode_lb9806;clustercode_lb9808;clustercode_lb9812;clustercode_lb0202;clustercode_lb0206;clustercode_lb0208;clustercode_lb0212;clustercode_lb0606;clustercode_lb0608;clustercode_lb0612;clustercode_lb0808;clustercode_lb0812;clustercode_lb1010;clustercode_lb1012;clustercode_lb1212
1016KR;36398980483;36398020099;36398060174;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080213;36306120461;36308080357;36308120175;36310100621;36310120105;36312120602
1016KS;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120602
1016KT;36398980363;36398020099;36398060174;36398080126;36398120559;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120461;36308080310;36308120401;36310100463;36310120105;36312120509
1016KV;36398980483;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1016KW;36398980363;36398020246;36398060311;36398080254;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100621;36310120105;36312120509
1016KX;36398980363;36398020099;36398060174;36398080372;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120602
1016KZ;36398980363;36398020099;36398060311;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060289;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016LA;36398980363;36398020099;36398060311;36398080372;36398120790;36302020224;36302060214;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016LB;36398980483;36398020246;36398060451;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060503;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1016LC;36398980483;36398020246;36398060174;36398080254;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080213;36306120181;36308080357;36308120175;36310100463;36310120105;36312120509
1016LD;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080213;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016LE;36398980363;36398020099;36398060174;36398080129;36398120559;36302020224;36302060096;36302080062;36302120550;36306060446;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016LG;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100621;36310120105;36312120509
1016LH;36398980179; ; ;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060446;36306080024;36306120461;36308080190;36308120401;36310100463;36310120105;36312120509
1016LJ;36398980363;36398020099;36398060311;36398080372;36398120790;36302020224;36302060096;36302080304;36302120757;36306060289;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016LK;36398980363;36398020099;36398060311;36398080254;36398120790;36302020224;36302060096;36302080304;36302120757;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016LL;36398980363;36398020099;36398060311;36398080372;36398120790;36302020224;36302060096;36302080062;36302120757;36306060446;36306080024;36306120181;36308080310;36308120401;36310100463;36310120105;36312120509
1016LM;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016LN;36398980363;36398020246;36398060311;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016LP;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080213;36306120181;36308080310;36308120175;36310100621;36310120105;36312120509
1016LR;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016LS;36398980363;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016LT;36398980363;36398020099;36398060174;36398080129;36398120559;36302020224;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016LV;36398980363;36398020099;36398060311;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060289;36306080024;36306120461;36308080190;36308120401;36310100463;36310120105;36312120509
1016LW;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105; 
1016LX; ;36398020099;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105; 
1016LZ;36398980363;36398020246;36398060435;36398080254;36398120790;36302020224;36302060214;36302080304;36302120757;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016MA;36398980363;36398020099;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016MB;36398980363;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016MC;36398980363;36398020099;36398060174;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060289;36306080202;36306120697;36308080310;36308120175;36310100463;36310120105;36312120509
1016NA;36398980363;36398020099;36398060174;36398080126;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016NB;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080357;36308120175;36310100463;36310120105;36312120509
1016NC;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080213;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016ND;36398980363;36398020099;36398060174;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080213;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016NE;36398980363;36398020099;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016NG;36398980179;36398020099;36398060174;36398080254;36398120790;36302020224;36302060096;36302080304;36302120757;36306060289;36306080213;36306120701;36308080310;36308120401;36310100463;36310120105;36312120509
1016NH;36398980363;36398020099;36398060174;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060289;36306080213;36306120701;36308080310;36308120175;36310100463;36310120105;36312120509
1016NJ;36398980363;36398020099;36398060174;36398080129;36398120559;36302020224;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080190;36308120401;36310100463;36310120105;36312120509
1016NK;36398980176;36398020246;36398060435;36398080254;36398120790;36302020224;36302060214;36302080304;36302120757;36306060289;36306080024;36306120461;36308080190;36308120401;36310100463;36310120105;36312120509
1016NL;36398980363;36398020246;36398060311;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060289;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016NM;36398980363;36398020246;36398060174;36398080254;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080213;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016NN;36398980363;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016NP;36398980176;36398020246;36398060311;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060289;36306080202;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016NR;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016NS;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016NT;36398980363;36398020099;36398060174;36398080126;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080187;36308120384;36310100463;36310120105;36312120509
1016NV;36398980363;36398020246;36398060311;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060284;36306080024;36306120461;36308080187;36308120384;36310100463;36310120105;36312120509
1016NX;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060289;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016NZ;36398980363;36398020099;36398060174;36398080372;36398120790;36302020224;36302060214;36302080304;36302120757;36306060289;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016PA;36398980363;36398020246;36398060311;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060446;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016PB;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PC;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060289;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016PD;36398980176; ;36398060311;36398080254;36398120790;36302020224;36302060096;36302080062;36302120304;36306060289;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016PE;36398980176;36398020246;36398060435;36398080254;36398120790;36302020224;36302060096;36302080062;36302120550;36306060289;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016PG;36398980483;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PH;36398980363;36398020246;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PJ;36398980363;36398020099;36398060174;36398080254;36398120790;36302020224;36302060096;36302080135;36302120757;36306060446;36306080202;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016PK;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PL;36398980363;36398020099;36398060311;36398080372;36398120559;36302020224;36302060202;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PM;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PN;36398980363;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1016PR;36398980363;36398020099;36398060174;36398080372;36398120559;36302020224;36302060096;36302080062;36302120550;36306060289;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PS;36398980363;36398020246;36398060435;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PT;36398980363;36398020099;36398060311;36398080254;36398120559;36302020224;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016PV;36398980363;36398020246;36398060311;36398080254;36398120790;36302020224;36302060096; ;36302120757;36306060289;36306080202;36306120697;36308080310;36308120175;36310100463;36310120105;36312120509
1016PW;36398980363;36398020099;36398060174;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060446;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016PX; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1016PZ;36398980363;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RA;36398980363;36398020246;36398060311;36398080372;36398120790;36302020224;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RB;36398980363;36398020246;36398060311;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060289;36306080202;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016RC;36398980363;36398020099;36398060174;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060289;36306080202;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1016RD;36398980483;36398020099;36398060174;36398080372;36398120284;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080357;36308120175;36310100463;36310120105;36312120602
1016RE;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120304;36306060446;36306080024;36306120181;36308080357;36308120175;36310100463;36310120105;36312120509
1016RG;36398980483;36398020099;36398060311;36398080372;36398120559;36302020348;36302060096;36302080304;36302120304;36306060446;36306080024;36306120181;36308080357;36308120175;36310100463;36310120105;36312120509
1016RH;36398980483;36398020099;36398060174;36398080372; ;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RJ;36398980363;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RK;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RL;36398980483;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120602
1016RM;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RN;36398980363;36398020099;36398060311;36398080372;36398120559;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RP;36398980483;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RR; ;36398020361;36398060435;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060289;36306080202;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RS;36398980363;36398020099;36398060311;36398080254;36398120790;36302020224;36302060202;36302080304; ;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RT;36398980363;36398020099;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RV;36398980363;36398020246;36398060435;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RW;36398980363;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016RX;36398980363;36398020246;36398060435;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080357;36308120175;36310100463;36310120105;36312120509
1016RZ;36398980172;36398020361;36398060435;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080202;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016SB;36398980363;36398020099;36398060311;36398080254;36398120790;36302020224;36302060193; ;36302120734;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016SC;36398980172;36398020357;36398060311;36398080254;36398120790;36302020224;36302060096;36302080062;36302120550;36306060281;36306080202;36306120686;36308080310;36308120175;36310100463;36310120105;36312120509
1016SE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1016SG;36398980483;36398020099;36398060311;36398080372;36398120559;36302020348;36302060096;36302080304;36302120304;36306060446;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120509
1016SH;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080202; ;36308080310;36308120175;36310100463;36310120105;36312120509
1016SJ;36398980363;36398020246;36398060435;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016SK;36398980172;36398020246;36398060311;36398080254;36398120790;36302020224;36302060096;36302080304;36302120734;36306060281; ;36306120686;36308080310;36308120175;36310100463;36310120105;36312120509
1016SL;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120509
1016SM;36398980363;36398020361;36398060435;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016SN;36398980483;36398020099; ;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120602
1016SP;36398980363;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016SR;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016ST;36398980363;36398020246;36398060311;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060446;36306080202;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016SV; ;36398020099;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463; ;36312120602
1016SW; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1016SX;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016SZ;36398980363;36398020099;36398060311;36398080372;36398120559;36302020348;36302060096;36302080304;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TA;36398980363;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TB;36398980363;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TC;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TD;36398980363;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TE;36398980363;36398020099;36398060311;36398080372;36398120790;36302020348;36302060214;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TG;36398980363;36398020099;36398060174;36398080126; ;36302020348;36302060096;36302080062;36302120304;36306060289;36306080024;36306120461; ;36308120401; ; ;36312120509
1016TH;36398980363;36398020246;36398060429;36398080254;36398120790;36302020348;36302060096;36302080304;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TJ;36398980363; ;36398060429;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TK;36398980363;36398020099;36398060311;36398080372;36398120559;36302020224;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TL;36398980172;36398020357;36398060435;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TM;36398980483;36398020099;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120602
1016TN;36398980363;36398020099;36398060311;36398080372;36398120790;36302020224;36302060191;36302080304; ;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120602
1016TP;36398980483;36398020099;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016TR;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120304;36306060446;36306080202;36306120417;36308080310;36308120175;36310100463;36310120105;36312120509
1016TS;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080202;36306120417;36308080310;36308120175;36310100463;36310120105;36312120509
1016TT;36398980363;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060281;36306080202;36306120417;36308080310;36308120175;36310100463;36310120105;36312120509
1016TV;36398980483;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080304;36302120550;36306060446; ; ;36308080310;36308120175;36310100621;36310120105;36312120602
1016TW;36398980363;36398020099;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100621;36310120105;36312120602
1016TX;36398980363;36398020246;36398060311;36398080254;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100621;36310120105;36312120509
1016TZ;36398980363;36398020246;36398060435;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120602
1016VA;36398980483;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120602
1016VB;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080202;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VC;36398980363;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VD;36398980363;36398020099;36398060311;36398080254;36398120559;36302020348;36302060096;36302080304;36302120304;36306060446;36306080202;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VE; ;36398020353;36398060435;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VG;36398980483;36398020099;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VH;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VJ;36398980363;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VK;36398980363;36398020246;36398060435;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VL;36398980483;36398020099;36398060311;36398080372;36398120559;36302020348;36302060191;36302080304;36302120550;36306060446;36306080024;36306120181;36308080357;36308120175;36310100621;36310120105;36312120602
1016VM;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VN;36398980363;36398020099;36398060311;36398080372;36398120559;36302020348;36302060191;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VP;36398980363;36398020099;36398060174;36398080254;36398120790;36302020224;36302060096;36302080304;36302120550;36306060281;36306080202;36306120417;36308080310;36308120175;36310100463;36310120105;36312120509
1016VR;36398980483;36398020099;36398060174;36398080372;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080202;36306120417;36308080357;36308120175;36310100621;36310120105;36312120602
1016VS;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080357;36308120175;36310100463;36310120105;36312120602
1016VT;36398980363;36398020246;36398060435;36398080254;36398120790;36302020348;36302060096;36302080304;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VV;36398980363;36398020246;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VW;36398980363;36398020099;36398060311;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VX;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016VZ;36398980363;36398020246;36398060311;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060281;36306080024;36306120181;36308080310;36308120175;36310100357;36310120105;36312120509
1016WB;36398980167;36398020353;36398060435;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080202;36306120417;36308080310;36308120175;36310100463;36310120105;36312120509
1016WC;36398980363;36398020246; ;36398080254;36398120790;36302020348; ;36302080304;36302120550; ; ; ;36308080357;36308120175;36310100621;36310120105;36312120602
1016XA;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080202;36306120417;36308080357;36308120175;36310100463;36310120105;36312120602
1016XB;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080202;36306120417;36308080310;36308120175;36310100463;36310120105;36312120602
1016XC;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080202;36306120417;36308080357;36308120175;36310100621;36310120105;36312120602
1016XD;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080202;36306120417;36308080357;36308120175;36310100463;36310120105;36312120602
1016XE;36398980363;36398020246;36398060435;36398080254;36398120790;36302020188; ;36302080120; ;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016XG;36398980483;36398020099;36398060174;36398080372;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100621;36310120105;36312120602
1016XH;36398980363;36398020246;36398060311;36398080254;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1016XJ;36398980483;36398020246;36398060174;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
