FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_lijnmaatregelen.165,BW916c,,,Passewaaij,Vermindering: strang wordt nevengeul,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,STEA,-1.5,Inschatting,,"LINESTRING (157411.73699999973 431622.1515999995, 157311.19509999827 431559.9743999988, 157225.9913999997 431462.3322999999, 157175.191300001 431387.7197000012, 157110.11140000075 431238.50499999896, 157106.70650000125 431161.4935000017, 157106.1425999999 431086.36930000037, 157132.6009999998 430939.52519999817, 157237.38060000166 430843.08260000125)"
rws_on_lijnmaatregelen.166,BW922a,BW34,Y3012,Stiftse waard,Aantakken geïsoleerd water (telt als nvo),1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,NVO,2,MIRT 4,,"LINESTRING (154765.5799999982 426660.83509999886, 154734.37999999896 426672.83509999886, 154715.98000000045 426710.43510000035, 154697.5799999982 426724.83509999886, 154684.7800000012 426885.6350999996, 154665.5799999982 427109.6350999996, 154630.37999999896 427122.43510000035, 154649.5799999982 427144.83509999886, 154695.98000000045 427130.43510000035, 154775.3300999999 427211.91490000114, 154904.97619999945 427264.8317000009, 155042.559799999 427299.2276000008, 155076.95569999889 427299.2276000008, 155206.60179999843 427349.4985000007, 155169.23360000178 427292.1030000001, 155121.5799999982 427250.43510000035, 155070.37999999896 427248.83509999886, 154916.7800000012 427208.83509999886, 154767.98000000045 427143.2351000011, 154903.98000000045 427056.83509999886, 154851.1799999997 426968.83509999886, 154732.99670000002 426899.70589999855, 154751.98000000045 426776.83509999886, 154732.7800000012 426741.6350999996, 154739.1799999997 426717.6350999996, 154777.5799999982 426681.6350999996)"
rws_on_lijnmaatregelen.167,BW930a,BW32,,Opijnen,Meestromende geul achter langsdam Opijnen,Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,1994,NTWE,1.3,Inschatting,,"LINESTRING (150257.52470000088 426004.71240000054, 150253.55590000004 426123.7751000002, 150019.39919999987 426222.9941000007, 149666.17969999835 426346.0256000012, 149380.42920000106 426413.49439999834, 149162.1475000009 426377.7756000012)"
rws_on_lijnmaatregelen.168,NL943a,NL144,,Goiberdinger en Everdinger waarden,aangetakte en geisoleerde strang,Oud,Nederrijn en Lek,Gereed,Ja,WS rivierenland en UL,200,STEA,3.4,Inschatting,,"MULTILINESTRING ((140577.76260000095 441967.7311999984, 140101.5117000006 442094.7314000018, 139803.8548000008 442086.7939000018, 139403.01029999927 442126.48149999976, 139172.57939999923 442227.4803000018), (139172.57939999923 442227.4803000018, 139577.63560000062 442237.6066999994, 140014.19900000095 442182.04410000145), (138482.25840000063 442884.51419999823, 138502.10220000148 442642.4200000018, 138664.82129999995 442412.2320000008, 139101.3847000003 442225.7003999986, 139172.57939999923 442227.4803000018))"
rws_on_lijnmaatregelen.169,BW936c,BW39,,Gameren,grote nevengeul Gameren,Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,1999,NTWE,2,Inschatting,,"LINESTRING (143459.3949000016 424497.30469999835, 143415.80570000038 424413.03229999915, 143129.5700000003 424132.6085000001, 142788.12139999866 424086.1134000011, 142153.17220000178 424200.89820000157, 141955.56789999828 424315.6831, 141693.87110000104 424589.8898999989)"
rws_on_lijnmaatregelen.170,BW936a,BW39,,Gamerense Waard,Westgeul Gameren,Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,1996,NTWE,1,Inschatting,,"MULTILINESTRING ((142616.4926000014 424292.03269999847, 142579.98000000045 424276.1576000005, 142513.02270000055 424259.689199999, 142360.6224000007 424266.03920000046, 142151.07200000063 424367.6394000016, 141960.5716000013 424469.23959999904, 141909.77149999887 424545.4398000017), (142702.21779999882 424360.2952999994, 142618.0800999999 424292.03269999847))"
rws_on_lijnmaatregelen.171,YS962a,Y204,,Duursche Waarden,Ontsteende oever,Oud,IJssel,Gereed,Ja,Oud,2005,NVO,1.7,Inschatting,,"MULTILINESTRING ((202851.74240000173 487416.5839000009, 203088.375500001 487465.91220000014, 203087.66059999913 487465.91220000014), (204209.28990000114 487819.63800000027, 204469.26260000095 487890.95800000057, 204623.40569999814 487946.17339999974, 204814.33999999985 488038.30999999866, 204991.5086000003 488162.4338000007, 205115.74329999834 488282.0672999993, 205168.6581000015 488346.48530000076, 205197.2071999982 488390.35819999874))"
rws_on_lijnmaatregelen.172,BW869c,,,Klompenwaard,Oorspronkelijke geulaanleg (NURG),Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,2000,STEA,1.2,Inschatting,,"LINESTRING (198633.29459999874 432902.77959999815, 198469.01579999924 433012.9919999987, 198369.20080000162 433133.60179999843, 198330.73039999977 433169.9926000014, 198235.07440000027 433191.82719999924, 198086.39169999957 433184.5489999987, 197928.35130000114 433160.63500000164, 197826.45679999888 433137.7606999986, 197768.2314000018 433104.48910000175, 197667.37669999897 432979.72030000016, 197647.62159999833 432933.9717999995)"
rws_on_lijnmaatregelen.173,BW869d,,,Klompenwaard,Vermindering: strang is nevengeul geworden,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2016,STEA,-1.2,Inschatting,,"LINESTRING (198629.65549999848 432901.751600001, 198465.37669999897 433010.9241999984, 198364.52199999988 433135.69299999997, 198328.13109999895 433166.8852000013, 198232.4750000015 433190.7991999984, 198078.5936000012 433185.6004999988, 197922.63269999996 433159.6070000008, 197828.01639999822 433137.7725000009, 197769.79100000113 433104.50079999864, 197665.81709999964 432978.6922999993, 197648.1414999999 432936.063000001)"
rws_on_lijnmaatregelen.174,BW950b,,,Loevestein,Optimaliseren 4 kribvakken,Oud,"Boven-Rijn, Waal",Gereed,Ja,Overig,1994,NVO,0.8,Inschatting,,"LINESTRING (130681.37070000172 425181.5491999984, 129900.52639999986 425491.3916000016)"
rws_on_lijnmaatregelen.175,YS969c,,,Herxer uiterwaarden,Poeltjes achter oever,Oud,IJssel,Gereed,Ja,Overig,1990,NVO,0.5,Inschatting,,"LINESTRING (205847.02180000022 492435.9657999985, 205671.30579999834 492916.3253999986)"
rws_on_lijnmaatregelen.176,YS990b,,,De Zande,Onstening oevers,Oud,IJssel,Gereed,Ja,Overig,1992,NVO,0.9,Inschatting,,"LINESTRING (193647.0773999989 504048.4602999985, 193669.95160000026 504372.8590000011, 193640.83889999986 504684.7809000015, 193609.64669999853 504957.19260000065)"
rws_on_lijnmaatregelen.177,NL919b,,,Amerongse Bovenpolder,Optimalisering oevers en kribvakken;    Oeverture; vooroevers van stortsteen; inkepingen in de kribben; de kribvakken zijn met slib verondiept,Oud,Nederrijn en Lek,Gereed,Ja,Oeverture,1997,NVO,1.1,Inschatting,,"LINESTRING (159037.04789999872 444261.95120000094, 158932.0342000015 444308.7395000011, 158808.30519999936 444344.0907000005, 158682.4968000017 444371.1239, 158597.23809999973 444389.8392000012, 158502.6218000017 444363.8456999995, 158433.9990000017 444340.97140000015, 158312.34950000048 444317.05739999935, 158187.58080000058 444231.79879999906, 158065.93129999936 444176.69260000065, 157883.97690000013 444017.61250000075, 157882.93719999865 444014.49329999834)"
rws_on_lijnmaatregelen.178,OM959a,,x2341a,De Horde,Herstel oever en verdediging met hout en riet; is ook een N2000 maatregel,2,Oude Maas,Planstudie,Nee,RWS,,NVO,0.2,Inschatting,,"LINESTRING (128295.76949999854 443444.63049999997, 128506.83659999818 443444.63049999997)"
rws_on_lijnmaatregelen.179,BW893a,,,Slijk-Ewijk,Natuurvriendelijke oever,Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,1989,NVO,0.5,,,"LINESTRING (179702.19839999825 433131.3524999991, 180145.4387000017 432999.8101999983, 180144.00879999995 432999.8101999983)"
rws_on_lijnmaatregelen.180,BW924a,,,Heerewaarden,Natuurvriendelijke oever,Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,1992,NVO,0.4,,,"LINESTRING (154263.06769999862 425134.4404999986, 154258.06340000033 425082.2525999993, 154197.29659999907 424987.1704000011, 154163.6961000003 424970.0126999989, 154157.97690000013 424913.5353000015, 154069.32889999822 424800.5806000009)"
rws_on_lijnmaatregelen.181,,,,,,,,,,,,NVO,,,,"LINESTRING (140863.93189999834 442171.3645000011, 140861.07229999825 442173.5091999993)"
rws_on_lijnmaatregelen.182,NL943e,,,Everdingen,Vooroevers d.m.v. palenrijen met rijshout ertussen,Oud,Nederrijn en Lek,Gereed,Ja,Oud,2006,NVO,3.3,Inschatting,,"MULTILINESTRING ((141264.8403000012 441847.45380000025, 141137.5874999985 441951.8297000006, 140986.02789999917 442074.7930999994, 140863.06450000033 442170.5901999995, 140735.81170000136 442254.9488000013, 140648.59340000153 442312.1411000006, 140551.3665000014 442359.3247999996, 140461.28869999945 442400.78920000046, 140314.01850000024 442452.2622000016, 140202.4935999997 442475.13910000026), (140648.59340000153 442124.8363999985, 140512.7617000006 442197.7564999983, 140266.8348999992 442287.8343999982, 140039.49549999833 442330.7285999991, 139822.16479999945 442356.46510000154, 139646.29850000143 442369.3333999999, 139476.15150000155 442393.64009999856, 139304.57459999993 442423.6660999991), (139963.71570000052 442535.19110000134, 139845.0417000018 442523.7525999993, 139664.88599999994 442539.48050000146, 139506.1774000004 442553.77849999815, 139328.8812999986 442586.6640999988))"
rws_on_lijnmaatregelen.183,NL936b,,x2342b,Redichem,4 Houten onderwaterschermen (Veld 1),1,Nederrijn en Lek,Gereed,Ja,RWS,2015,NVO,0.1,Inschatting,,"LINESTRING (145212.00809999928 443244.64620000124, 145239.51319999993 443233.3940999992, 145230.13639999926 443217.76619999856, 145200.4433999993 443228.0806000009, 145209.50759999827 443242.4582999982)"
rws_on_lijnmaatregelen.184,NL936c,,x2342b,Redichem,5 Houten onderwaterschermen (Veld 2),2,Nederrijn en Lek,Realisatie,Nee,RWS,,NVO,0.1,Inschatting,,"LINESTRING (145166.27439999953 443271.8762000017, 145159.18569999933 443256.748399999, 145191.4514000006 443244.64620000124, 145197.3178000003 443261.9743999988, 145168.96319999918 443272.15129999816)"
rws_on_lijnmaatregelen.185,BW942b,BW37,,Beneden Waal; Zuillichem,NVO uitgevoerd binnen RvdR Kribverlaging,1,"Boven-Rijn, Waal",Gereed,Ja,RvdR,2015,NVO,0.4,MIRT 3,,"LINESTRING (138345.15960000083 424965.7591999993, 138518.06830000132 424996.2008999996, 138743.33669999987 425036.38390000165)"
rws_on_lijnmaatregelen.186,BW942a,,,Zuillichem,Ontstening oevers,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,NVO,0.15,MIRT 4,,"LINESTRING (136740.47210000083 425155.743999999, 136756.0720999986 425148.14400000125, 136756.87209999934 425127.3440000005, 136774.87209999934 425099.743999999, 136797.67210000008 425085.3440000005, 136839.27210000157 425082.9439999983, 136860.47210000083 425100.14400000125, 136874.0720999986 425092.9439999983)"
rws_on_lijnmaatregelen.187,NL943d,,x2342b,Everdingen,In schermen is een deel van het rijshout vervangen door dunne boomstammen,1,Nederrijn en Lek,Gereed,Ja,RWS,2015,NVO,0,Inschatting,,"LINESTRING (139307.85300000012 442435.247299999, 139595.22239999846 442381.6700000018, 139923.9924999997 442354.8812999986, 140211.36190000176 442308.6099999994, 140279.5513000004 442296.4332999997, 140503.60200000182 442213.6319000013, 140654.59270000085 442130.8306000009)"
rws_on_lijnmaatregelen.188,YS942a,Y68,x2304-b,Schipbeek (Deventer),Monding,1,IJssel,Gereed,Ja,RWS,2015,NVO,0.3,MIRT 3,,"LINESTRING (208391.5949999988 471976.5529999994, 208385.49500000104 471993.94409999996, 208369.44139999896 471991.52710000053, 208359.7375999987 471988.3302000016, 208334.73460000008 471983.1213000007, 208313.0810999982 471983.3038999997, 208276.24700000137 471971.10390000045, 208222.1950000003 471957.91789999977, 208171.8830000013 471940.04360000044)"
rws_on_lijnmaatregelen.189,YS977b,,Nieuw4,Hoenwaard,"Mogelijk aantakken bestaand water
Kan direct aan de IJssel, maar kan ook aan het Apeldoorns kanaal
En/of",3,IJssel,Planstudie,Nee,,,STEA,0.5,MIRT 2,,"LINESTRING (201753.31060000136 499317.6442000009, 201768.23710000142 499284.2511, 201787.68560000136 499220.45699999854, 201783.9349000007 499200.45329999924, 201741.42700000107 499172.9481999986, 201725.17399999872 499152.9444000013, 201715.17210000008 499105.43560000136, 201686.41679999977 499086.6821000017, 201645.15909999982 499087.9323000014, 201606.40190000087 499100.43470000103, 201585.14790000021 499112.936999999, 201560.14330000058 499105.43560000136, 201543.89029999822 499089.182599999, 201527.98039999977 499040.98209999874, 201532.55920000002 499022.83889999986, 201534.07519999892 499009.6528000012, 201531.92810000107 498993.6506999992, 201520.40089999884 498978.82339999825, 201488.9583999999 498965.4904000014, 201451.83069999889 498957.1917000003)"
rws_on_lijnmaatregelen.190,YS933c,Y63,x2307-b,Rammelwaard,KRW aangetakte strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,STEA,1.2,MIRT 4,,"MULTILINESTRING ((209995.11740000173 465590.65089999884, 209994.93690000102 465590.86719999835), (209977.31159999967 465603.3707000017, 209977.36719999835 465603.1882000007), (209986.27899999917 465588.5236000009, 210023.26779999956 465525.09739999846, 210034.5170999989 465503.50979999825, 210036.48420000076 465485.820700001, 210042.89730000123 465440.16600000113), (209989.52549999952 465598.4455000013, 209989.88659999892 465598.0843999982), (209993.02389999852 465585.4200000018, 209993.24020000175 465585.25730000064), (209984.99610000104 465587.62049999833, 209984.02639999986 465538.23270000145, 209988.6163999997 465505.47520000115, 210002.70169999823 465442.98380000144), (209408.37429999933 466094.750599999, 209411.98189999908 466069.3861999996, 209425.36450000107 466041.7875000015, 209434.51579999924 466023.79569999874, 209453.9021999985 465997.63259999827, 209497.11340000108 465960.2157999985, 209645.47179999948 465840.76949999854, 209913.67430000007 465742.2534000017, 209927.7815000005 465687.4426999986, 209936.51480000094 465665.30889999866, 209946.07550000027 465649.79509999976, 209953.79670000076 465635.50560000166, 209962.5637000017 465622.30150000006, 209982.55040000007 465595.7287000008, 209985.73730000108 465588.5236000009))"
rws_on_lijnmaatregelen.191,YS982e,Y98,x9934,Westenholte; Vreugedrijkerwaard,RvdR; Verlengen nevengeul en aanleg strangen,1,IJssel,Gereed,Ja,RvdR,2016,NTWE,1.2,MIRT 3,,"LINESTRING (198478.10009999946 502918.1950000003, 198576.52210000157 502864.7329000011, 198639.72049999982 502818.25079999864, 198753.56799999997 502733.5731999986, 198866.08889999986 502681.06340000033, 198925.69449999928 502659.60909999907, 198981.69449999928 502637.20910000056, 199111.63760000095 502606.38259999827, 199236.15769999847 502548.53869999945, 199426.49450000003 502448.4090999998, 199565.69449999928 502355.60909999907, 199618.3751000017 502261.8289999999, 199640.09209999815 502191.2564999983, 199640.31439999864 502163.04659999907)"
rws_on_lijnmaatregelen.192,YS976b,,,Hoenwaard,Ontstening oever; nog toevoegen aan groslijst nvo's 2e tranche,2,IJssel,Preverkenning,Nee,Particulier,,NVO,0.3,Inschatting,,"LINESTRING (202410.52380000055 499103.47410000116, 202566.1777999997 499025.95969999954, 202638.0661999993 498977.8256999999)"
rws_on_lijnmaatregelen.193,YS955d,Y184,x2308-b,Katerstede,KRW Oever,1,IJssel,Gereed,Ja,KRW1-WVV,2016,NVO,0.49,MIRT 4,,"MULTILINESTRING ((203020.33100000024 481763.6875, 203012.06549999863 481758.89020000026, 203006.87040000036 481738.8638000004, 203005.46550000086 481699.6843000017, 203019.08080000058 481687.42330000177), (203134.10220000148 482231.2745000012, 203122.10339999944 482228.11239999905, 203114.4197999984 482171.0694999993, 203109.6612999998 482142.998399999, 203094.5800999999 482101.7591000013, 203083.24920000136 482069.57250000164, 203066.14790000021 482025.0865999982, 203055.8291000016 481995.21379999816, 203039.84690000117 481951.1248999983, 203028.73440000042 481919.08509999886, 203020.33100000024 481863.7060999982))"
rws_on_lijnmaatregelen.194,,,,,,,,,,,,NVO,,,,"LINESTRING (201668.7624000013 504296.58889999986, 201667.4050000012 504300.66099999845, 201667.4050000012 504299.30359999835)"
rws_on_lijnmaatregelen.195,BW941b,,Z0009_5,Herwijnensche Bovenwaard,nevengeul Herwijnen,3,"Boven-Rijn, Waal",Realisatie,Nee,HWBP irt KRW,,NTWE,1.8,MIRT 2,,"LINESTRING (137005.1475000009 425504.5546000004, 137097.9204000011 425542.507100001, 137203.34409999847 425576.24269999936, 137300.33399999887 425565.7003000006, 137350.9373999983 425546.72410000116, 137437.38479999825 425534.0731999986, 137521.7237999998 425515.09690000117, 137574.43569999933 425502.4461000003, 137631.36450000107 425519.31390000135, 137684.0762999989 425525.6392999999, 137741.00510000065 425512.98849999905, 137783.17460000142 425542.507100001, 137848.5373999998 425597.3273999989, 138344.0289000012 425447.6257000007, 138365.11360000074 425420.21559999883, 138464.21189999953 425413.89020000026, 138592.82889999822 425428.6495000012, 138628.67289999872 425403.3478000015)"
rws_on_lijnmaatregelen.196,NL914a,,Y3044,Elster Buitenwaard,Aantakken strang en buitenkaadse eenzijdig aangetakte oevergeultjes,2,Nederrijn en Lek,Realisatie,Nee,RWS & Prov. Utrecht,,STEA,3.7,MIRT 3,,"MULTILINESTRING ((163516.50250000134 442927.7419000007, 163530.9387000017 442932.57180000097, 163611.8973999992 442953.03869999945, 163636.33700000122 442962.71449999884, 163652.51359999925 442967.3858000003, 163668.6347000003 442962.44860000163, 163683.50560000166 442940.6402999982, 163697.3407999985 442932.2899999991, 163714.21590000018 442934.76260000095, 163821.46770000085 442951.47100000083), (163015.59340000153 443566.4411999993, 163042.2793999985 443475.87420000136, 163152.84789999947 443358.13369999826, 163248.18439999968 443292.5898000002, 163316.70749999955 443235.98369999975, 163333.0934999995 443186.8258000016, 163391.18919999897 443125.75090000033), (162124.02580000088 443890.7278999984, 162148.73919999972 443888.7078000009, 162170.78570000082 443883.43730000034, 162188.1013999991 443874.77749999985, 162222.0898000002 443845.44839999825, 162239.87779999897 443830.4028000012, 162252.8674999997 443820.3737999983, 162275.73950000107 443807.41970000044), (162306.7362000011 443901.84980000183, 162354.40450000018 443845.2437000014, 162436.33430000022 443778.21020000055, 162513.79520000145 443781.1895000003, 162573.38060000166 443763.31390000135), (162063.0025999993 444029.3403999992, 162089.99020000175 444011.87779999897, 162138.40769999847 443992.7173999995, 162233.74419999868 443939.09059999883, 162302.71559999883 443905.51509999856, 162580.52859999985 443883.2901000008, 162728.16640000045 443815.02739999816, 162845.64169999957 443746.76480000094, 162928.19179999828 443713.42720000073, 162974.22940000147 443659.4521000013, 163014.45050000027 443566.2824999988, 163296.4926000014 443427.6766999997, 163469.28620000184 443356.3033999987, 163788.37429999933 443153.1030000001, 163924.8995999992 443048.3277999982, 163788.37429999933 443154.6904999986, 163470.87370000035 443357.89090000093, 163585.17390000075 443334.07840000093, 163778.84930000082 443256.2906999998, 164028.08729999885 443197.55310000107))"
