FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_lijnmaatregelen.46,BW883a,BW11,x9944,Lent - Nijmegen,Dijkteruglegging en nevengeul Lent,1,"Boven-Rijn, Waal",Gereed,Ja,RvdR,2015,NTWE,4.3,MIRT 3,,"MULTILINESTRING ((188769.27710000053 429976.2325000018, 188601.63690000027 429985.811900001, 188232.82840000093 429880.438099999, 187787.38439999893 429818.17170000076, 187399.41710000113 429789.4334000014, 187049.7674999982 429957.07360000163, 186695.32809999958 430373.7793000005, 186455.84209999815 430579.7373000011, 186139.72049999982 430718.63919999823, 185972.08029999956 430733.00829999894, 185876.28590000048 430613.2652999982, 185871.496199999 430603.685899999), (188598.18690000102 429987.0304000005, 188738.62139999866 430223.07620000094, 188795.4103000015 430363.6297999993, 188857.42119999975 430410.41039999947, 188930.4989 430450.13280000165, 188974.96880000085 430449.9422999993))"
rws_on_lijnmaatregelen.47,NL882a,NL120,"y3040, y3041, y3042",Meinerswijk,"Aanleg eenzijdige strang, verdieping groene rivier en verwijderen puin en vegetatie uit kribvlakken, Plas van Bruil en groene rivier",1,Nederrijn en Lek,Gereed,Ja,RvdR,2015,NVO,0.3,MIRT 3,,"LINESTRING (191360.66149999946 442667.5604000017, 191435.4063999988 442620.2659999989, 191512.79720000178 442585.5394000001, 191592.17229999974 442563.0498000011, 191667.24799999967 442541.2215999998)"
rws_on_lijnmaatregelen.48,BW882a,BW10,Y3024,Stadswaard Nijmegen,"Stadswaard Nijmegen, aantakken strang",2,"Boven-Rijn, Waal",Gereed,Ja,RWS & Prov. Gelderland,2017,STEA,1.1,MIRT 3,,"MULTILINESTRING ((188586.29830000177 429242.0865999982, 188635.79659999907 429202.25609999895, 188722.96649999917 429178.745099999, 188827.88450000063 429184.3649000004, 188891.0989000015 429197.7793000005, 188954.4560999982 429232.8630999997, 189043.78489999846 429312.809799999, 189086.73809999973 429362.1821000017, 189135.6710000001 429436.24269999936, 189166.0887000002 429498.4006000012, 189199.07449999824 429560.74599999934, 189215.2512000017 429622.6587000005), (189215.3935999982 429622.8759999983, 189253.37429999933 429756.28990000114, 189246.76179999858 429858.12310000136))"
rws_on_lijnmaatregelen.49,BW874a,BW5a,Z0009_3,Erlecomse waard,Doortrekken geul Millingerwaard; langere rivierkwelgeul. Dichten bestaande instroom Kaliwaal.,3,"Boven-Rijn, Waal",Planstudie,Nee,Particulier,,STEA,1,MIRT 2,,"LINESTRING (194857.00549999997 429475.5804999992, 194973.42240000144 429359.1636000015, 195155.36730000004 429302.9189000018, 195317.2925999984 429300.53759999946, 195502.23669999838 429353.7190000005, 195710.19970000163 429441.8253999986, 195847.5186999999 429498.1816999987, 195961.02519999817 429572.000599999)"
rws_on_lijnmaatregelen.50,BW899a,BW17,TB007 en 008,Afferdensche en Deestsche waarden,Nevengeul,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,NTWE,4.3,MIRT 3,,"LINESTRING (170402.55959999934 434395.191300001, 170457.3284999989 434288.13230000064, 170551.60240000114 434232.66000000015, 170796.85570000112 434126.98000000045, 170886.74810000136 433994.44420000166, 171005.81080000103 433908.3570000008, 171238.64460000023 433797.2318000011, 171500.31799999997 433676.14979999885, 171725.74350000173 433545.9745000005, 171873.3812999986 433484.8557000011, 171945.87460000068 433481.20760000125, 172040.06909999996 433501.5245000012, 172124.23849999905 433531.81709999964, 172270.82059999928 433621.96350000054, 172413.3968999982 433675.52320000157, 172541.8311999999 433718.3487999998, 172651.5223999992 433733.7316999994, 172836.7655000016 433654.19779999927, 173027.1785000004 433666.30249999836, 173224.34650000185 433684.88109999895, 173556.9283999987 433763.4624999985, 173752.191300001 433866.0236000009, 173958.56670000032 433934.81540000066, 174191.54850000143 433906.4600000009, 174370.52380000055 433899.9877999984, 174406.2426000014 433925.3878000006, 174416.5614 433996.8253999986)"
rws_on_lijnmaatregelen.51,BW916b,BW23,x2321,Passewaaij,Aantakken geul Passewaaij,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,NTWE,1.5,Inschatting,,"LINESTRING (157235.0661999993 430835.8088000007, 157132.6009999998 430939.52519999817, 157106.1425999999 431086.36930000037, 157110.11140000075 431238.50499999896, 157175.191300001 431387.7197000012, 157225.9913999997 431462.3322999999, 157311.19509999827 431559.9743999988, 157411.73699999973 431622.1515999995, 157538.7371999994 431648.6099999994, 157633.98739999905 431648.6099999994)"
rws_on_lijnmaatregelen.52,BW919a,BW28,H&I1025a-b,Stiftsche waard,Nevengeul,3,"Boven-Rijn, Waal",Planstudie,Nee,Particulier,,NTWE,3.1,MIRT 2,,"MULTILINESTRING ((154734.78440000117 426632.8984999992, 154698.40410000086 426927.24810000136, 154685.17500000075 427099.2276000008, 154638.8728 427208.36840000004, 154605.79980000108 427307.58740000054, 154638.8728 427390.2697999999, 154731.47709999979 427449.8011999987, 154787.70120000094 427535.79100000113, 154771.16470000148 427618.4734000005, 154857.15450000018 427757.379900001, 155012.59750000015 427883.0573000014, 155144.88940000162 428018.6565000005, 155277.18129999936 428098.03170000017, 155465.69729999825 428144.3337999992, 155670.74980000034 428213.78709999844, 155932.32939999923 428250.38910000026), (155932.02639999986 428250.16739999875, 155932.32939999923 428250.38910000026), (155932.32939999923 428250.38910000026, 155934.93349999934 428250.75349999964), (155932.32939999923 428250.38910000026, 156067.62559999898 428349.3863000013, 156203.2248999998 428392.38120000064, 156404.9701000005 428402.30310000107))"
rws_on_lijnmaatregelen.53,BW925a,BW31,Y3029,Heeseltsche uiterwaarden Grote geul,"Herinrichting, aantakken strang",2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2018,STEA,2,MIRT 3,,"MULTILINESTRING ((151503.00979999825 424898.6046000011, 151557.46299999952 424829.9182999991, 151785.6666000001 424585.17819999903, 152159.39130000025 424373.51110000163, 152681.94440000132 424317.2870000005, 153002.75230000168 424446.2716999985, 153303.71649999917 424601.7146999985), (151370.0447999984 424856.8819000013, 151441.4824000001 424887.0445000008))"
rws_on_lijnmaatregelen.54,BW929a,BW33,Y3011,Hurwenen,Nevengeul,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,NTWE,2.7,MIRT 3,,"LINESTRING (147779.39609999955 425694.2371999994, 147912.93310000002 425594.0843999982, 148256.79419999942 425505.23640000075, 148783.84519999847 425422.6862999983, 149060.07079999894 425478.2489, 149328.42559999973 425537.3311999999, 149714.12209999934 425576.6741000004, 149885.57239999995 425556.03649999946, 150047.4978 425516.34899999946, 150318.72250000015 425455.0784999989, 150433.44460000098 425483.91640000045)"
rws_on_lijnmaatregelen.55,BW936b,BW38,HenI1022-a,Gameren veerdam,Aantakken strang,1,"Boven-Rijn, Waal",Gereed,Ja,RWS,2011,STEA,0.6,MIRT 3,,"LINESTRING (143531.54850000143 424492.7296000011, 143627.46020000055 424340.5938999988, 143690.29879999906 424357.1303000003, 143782.90320000052 424426.58359999955, 143872.20019999892 424496.0368999988, 143938.3462000005 424548.9536000006)"
rws_on_lijnmaatregelen.56,BW949a,BW47,x9945,Brakelse Benedenwaarden Westelijke geul,,1,"Boven-Rijn, Waal",Gereed,Ja,RvdR,2015,STEA,2.6,MIRT 3,,"MULTILINESTRING ((131284.94289999828 424934.15150000155, 131289.10300000012 424935.91959999874), (131289.10300000012 424935.91959999874, 131435.46680000052 424971.08889999986, 131549.52679999918 425046.59959999844, 131653.9098000005 425106.2470000014), (131289.10300000012 424935.91959999874, 131419.48409999907 424918.7818999998, 131556.14139999822 424897.77120000124, 131797.5742000006 424970.53180000186, 131992.70479999855 425056.52149999887, 132079.6961000003 425071.6970999986), (131652.05299999937 425106.131000001, 131653.9098000005 425106.2470000014), (131653.9098000005 425106.2470000014, 131711.5843999982 425139.2039999999, 131911.75409999862 425292.1682000011), (131653.9098000005 425106.2470000014, 131863.7201000005 425119.36019999906, 132085.30909999833 425202.0427000001, 132193.9963000007 425249.4974000007), (130839.7479000017 425298.00780000165, 130868.80739999935 425152.7104999982, 130995.21599999815 425058.26729999855, 131278.32829999924 424937.4587999992, 131289.10300000012 424935.91959999874), (132203.5212999992 425249.4974000007, 132311.47150000185 425306.6475000009), (132346.39660000056 425154.24720000103, 132079.6961000003 425074.87209999934))"
rws_on_lijnmaatregelen.57,NL893b,NL123,"x9943
Y3048-a",Doorwerthse waarden,Doorwerthse waarden natuurvriendelijke oever,1,Nederrijn en Lek,Gereed,Ja,RvdR,2013,NVO,1.1,MIRT 3,,"LINESTRING (181501.20529999956 441435.93299999833, 181711.81109999865 441371.9967, 181929.8310999982 441348.62029999867, 182130.59939999878 441354.75250000134, 182337.53009999916 441401.5582000017, 182598.1700000018 441492.5538999997)"
rws_on_lijnmaatregelen.58,BW950a,BW46,H&I1020,Hondswaard Vuren,2-zijdig aantakken zandwinplas,1,"Boven-Rijn, Waal",Gereed,Ja,RWS,2010,NTWE,0.7,MIRT 3,,"LINESTRING (130437.27439999953 425808.72780000046, 130493.72910000011 425882.60170000046, 130548.75219999999 425937.6248999983, 130613.81060000136 425948.9397, 130706.40610000119 425946.3363999985, 130915.95650000125 425868.54879999906, 130956.71229999885 425826.8900000006, 130994.72940000147 425760.9715999998, 131027.90790000185 425669.9688999988)"
rws_on_lijnmaatregelen.59,NL900a,NL128,"MAT003-b
MAT003-c",Lexkesveer Z (Schoutenwaard),Aangetakte strang,1,Nederrijn en Lek,Gereed,Ja,RWS,2010,STEA,2.6,MIRT 3,,"MULTILINESTRING ((175095.67500000075 440793.0865999982, 175095.5106999986 440793.8011999987), (175095.5106999986 440793.8011999987, 175316.8114 440857.0300000012, 175477.17440000176 440920.429299999), (175095.5106999986 440793.8011999987, 175272.52169999853 440884.72949999943, 175321.47349999845 440987.9208999984, 175312.8850999996 441010.5031000003), (174729.43519999832 440841.1550000012, 174785.39759999886 440788.83210000023, 174864.19330000132 440759.10610000044, 174959.65780000016 440759.10610000044, 175057.5192000009 440782.9464999996, 175095.5106999986 440793.8011999987), (175475.56170000136 440909.94680000097, 175477.17440000176 440920.429299999), (175477.17440000176 440920.429299999, 175513.7151999995 440963.19000000134, 175475.56170000136 441058.1138000004, 175441.40139999986 441158.6409999989), (175477.17440000176 440920.429299999, 175544.35350000113 440946.98849999905, 175813.0276999995 441063.44519999996, 175900.2060999982 441140.45270000026, 175964.13690000027 441230.5370000005), (175638.53759999946 440986.6112000011, 175660.46550000086 441031.4798000008, 175630.81430000067 441082.58370000124, 175607.8535999991 441142.7806000002, 175602.16789999977 441165.34809999913, 175594.5240000002 441188.94640000165), (175676.64539999887 441005.1970000006, 175846.4461000003 441005.32620000094, 176041.18400000036 441058.26309999824))"
rws_on_lijnmaatregelen.92,YS888a,,X2311,Rheden Oost,Ontstening oevers; Onderdeel van VKA IJsselpoort 2019,3,IJssel,Verkenning,Nee,Rivierklimaatpark IJsselpoort,,NVO,0.7,MIRT 2,,"LINESTRING (199704.04619999975 445960.8583999984, 199889.51539999992 446076.758200001, 199991.37189999968 446181.7071999982, 200068.39200000092 446303.19509999827, 200091.39699999988 446356.1466999985, 200107.27199999988 446403.7718000002, 200121.55959999934 446470.4470000006)"
rws_on_lijnmaatregelen.60,NL900b,NL128,MAT003-c,Lexkesveer N (Bovenste polder Renkumse benedenwaard),"Optimalisatie oever, noord
Deels oeverontstening
deels vooroeveraanleg dmv palenrijen met wilgentenen daartussen",1,Nederrijn en Lek,Gereed,Ja,RWS,2010,NVO,2.2,MIRT 3,,"MULTILINESTRING ((174470.14299999923 440797.23409999907, 174546.872299999 440871.31760000065, 174602.4349000007 440948.0469000004, 174697.68510000035 441011.5469999984), (174814.10200000182 441112.08889999986, 174949.03979999945 441199.40150000155, 175163.35269999877 441299.9433999993, 175375.0197999999 441366.08940000087, 175502.02010000125 441389.90190000087, 175626.374499999 441440.1728999987), (176036.47949999943 441546.0064000003, 176052.35449999943 441551.2980999984, 176068.22949999943 441535.4230000004, 176200.52149999887 441575.1105999984, 176224.33399999887 441604.21489999816, 176314.29250000045 441625.38159999996), (176465.1053000018 441657.13159999996, 176570.93890000135 441667.71499999985, 176592.10559999943 441633.31909999996, 176817.00189999864 441696.81920000166, 176840.81439999864 441717.98589999974, 177044.54399999976 441778.8401999995), (177491.6906999983 441786.7776999995, 177560.4825000018 441800.0069000013, 177626.62849999964 441792.0694000013))"
rws_on_lijnmaatregelen.61,NL900c,,MAT003-c,Lexkesveer Z (Schoutenwaard),"Optimalisatie oever, zuid",1,Nederrijn en Lek,Gereed,Ja,RWS,2010,NVO,0.7,Inschatting,,"MULTILINESTRING ((174800.8728 440895.13010000065, 174840.5604000017 440918.94260000065, 174880.24799999967 440926.8801999986, 174906.70639999956 440979.7969000004), (175136.89429999888 441090.9222000018, 175245.37370000035 441138.54729999974, 175337.9781000018 441180.88069999963, 175486.14499999955 441223.2140999995, 175615.7910999991 441244.3808000013, 175679.2912000008 441260.2558000013))"
rws_on_lijnmaatregelen.62,YS955c,Y183,Y3032,Katerstede,KRW Geul,1,IJssel,Gereed,Ja,KRW1-WVV,2016,NTWE,1.24,MIRT 4,,"LINESTRING (203107.5449000001 482967.1506999992, 203078.2793999985 482949.9846000001, 203053.49060000107 482933.7842000015, 203027.4224999994 482806.25030000135, 203017.8973999992 482698.3000999987, 203011.54740000144 482603.04989999905, 203004.40370000154 482464.14339999855, 202986.94110000134 482344.2868999988, 202990.9272999987 482242.4422999993, 202999.73970000073 482205.68780000135, 203015.1449000016 482170.35069999844, 203019.00609999895 482125.5009999983, 203018.89889999852 482089.04199999943, 203007.8220999986 482063.0645000003, 203003.90890000015 482034.45169999823, 202996.27699999884 482013.2010000013, 202980.91000000015 481979.4466999993, 202972.5022 481957.5133999996, 202973.15309999883 481935.7030999996, 202979.70149999857 481904.67330000177, 202987.3136 481857.31810000166, 202995.1449000016 481844.7507000007, 203001.15069999918 481831.4140000008, 203011.65199999884 481815.935899999)"
rws_on_lijnmaatregelen.63,BW896a,BW50,Z0009_6,Winssensche Waarden,"Nevengeul, ontgronding",3,"Boven-Rijn, Waal",Planstudie,Nee,Particulier,,NTWE,4.5,MIRT 2,,"LINESTRING (174812.06639999896 433937.87590000033, 175013.27650000155 433757.4805999994, 175353.2522 433611.7767999992, 175725.1981999986 433588.625, 176098.57919999957 433627.99540000036, 176477.03979999945 433507.34490000084, 176726.25290000066 433403.58689999953, 176994.22349999845 433359.1365999989, 177338.39389999956 433014.96599999815, 177760.83529999852 432799.9979999997, 178114.6875 432702.8621000014, 178621.18189999834 432598.7879000008, 178846.68609999865 432702.2142999992, 178881.7382999994 432800.7666000016)"
rws_on_lijnmaatregelen.64,BW890a,BW51,Y3035,Loenense buitenpolder,Aanleg strang Loenense buitenpolder,2,"Boven-Rijn, Waal",Gereed,Ja,RWS & SBB & Prov. Gelderland,2019,STEA,1.5,Inschatting,,"LINESTRING (180665.11829999834 433071.3773000017, 180733.1864 433090.813000001, 180789.06650000066 433091.4479999989, 180802.08410000056 433146.69310000166, 180793.51159999892 433089.2254999988, 180923.69790000096 433038.4690000005, 180948.78440000117 433041.2562999986, 180984.77230000123 433024.88219999894, 181099.3029000014 433027.3194000013, 181196.8612000011 432985.50869999826, 181311.1438000016 432924.1864, 181431.0011 432751.36879999936, 181333.4428000003 432893.52519999817, 181481.17399999872 432862.86400000006, 181584.30700000003 432809.9037999995, 181651.20419999957 432762.5183000006, 181776.6363000013 432734.64449999854, 181868.61980000138 432709.5581, 181957.81599999964 432690.0463999994, 182041.4373999983 432698.4085999988, 182105.54710000008 432625.93670000136, 182097.18499999866 432542.31529999897)"
rws_on_lijnmaatregelen.65,YS966a,Y195,Y3017,Buitenwaarden Wijhe,geulen SBB,2,IJssel,Verkenning,Nee,RWS,,NTWE,1.5,MIRT 2,,"MULTILINESTRING ((205514.3579000011 489711.95710000023, 205474.67029999942 489692.9070999995, 205446.09519999847 489637.3445000015, 205427.04520000145 489523.0443000011), (205706.44579999894 490172.33309999853, 205630.24560000002 490137.4079999998, 205549.28299999982 490056.44530000165, 205465.1453000009 489918.33249999955, 205454.03280000016 489834.1948999986, 205465.1453000009 489762.75719999894), (205762.96090000123 490254.75090000033, 205604.21059999987 490020.59420000017, 205574.54960000142 489832.45219999924, 205547.56210000068 489737.2019999996, 205512.63699999824 489710.21449999884, 205507.874499999 489576.8641999997, 205447.54940000176 489486.3764999993, 205420.16490000114 489083.1506999992, 205361.8242000006 489022.82559999824))"
rws_on_lijnmaatregelen.66,YS954a,Y196,Y3034,Hengforderwaarden,Verjonging binnenbochtgeul,2,IJssel,Verkenning,Nee,RWS,,STEA,0.6,Inschatting,,"LINESTRING (203453.49080000073 481142.1281999983, 203437.61580000073 481253.2534000017, 203326.49060000107 481380.2536999993, 203220.65700000152 481602.5040999986, 203204.78200000152 481692.4626000002)"
rws_on_lijnmaatregelen.67,YS916b,Y197,Y3034,Brummense waarden,verjonging binnenbochtgeulen,2,IJssel,Verkenning,Nee,RWS,,STEA,0.5,MIRT 2,,"LINESTRING (208682.7835999988 454937.8964000009, 208563.72089999914 454798.9897999987, 208492.28330000117 454660.0832999982, 208401.00180000067 454584.6768999994)"
rws_on_lijnmaatregelen.68,BW912d,BW21,Y3028,Oevergeul achter Langsdam Wamel-Dreumel,Oevergeul tussen langsdammen en Waaloever,1,"Boven-Rijn, Waal",Gereed,Ja,RvdR,2015,NTWE,6.3,MIRT 3,,"MULTILINESTRING ((157265.55139999837 429893.59800000116, 157223.36349999905 429751.67969999835), (161686.07299999893 433269.70479999855, 161280.52930000052 433299.4228999987, 160598.7606999986 433280.69040000066, 159966.07690000162 433154.23000000045, 159338.2831000015 432895.33989999816, 158836.63190000132 432579.5854000002, 158511.89240000024 432214.4279000014, 158129.20899999887 431676.1374000013, 157717.28350000083 431061.61499999836, 157502.84380000085 430557.07459999993, 157309.4541000016 430052.82019999996, 157283.6886 429964.40520000085, 157264.63859999925 429894.5549999997))"
rws_on_lijnmaatregelen.69,YS983b,Y99,x2305-b,Bentinkswelle,KRW nieuwe nevengeul,1,IJssel,Gereed,Ja,KRW1-WVV,2015,NTWE,1.6,MIRT 3,,"LINESTRING (197538.51089999825 503531.6644000001, 197523.93980000168 503527.2644000016, 197481.93980000168 503499.2644000016, 197463.13980000094 503476.46440000087, 197459.13980000094 503464.06439999864, 197460.3398000002 503428.06439999864, 197463.53979999945 503387.6644000001, 197450.7397999987 503342.06439999864, 197442.7397999987 503288.06439999864, 197444.7397999987 503250.06439999864, 197446.3398000002 503180.8643999994, 197458.93980000168 503137.6644000001, 197510.3398000002 503053.06439999864, 197573.53979999945 502957.2644000016, 197632.3398000002 502885.46440000087, 197692.93980000168 502831.06439999864, 197729.3398000002 502823.8643999994, 197741.93980000168 502820.8643999994, 197814.13980000094 502763.8643999994, 197860.13980000094 502727.8643999994, 197896.93980000168 502693.46440000087, 197928.3398000002 502656.2644000016, 197970.93980000168 502602.8643999994, 197977.53979999945 502596.8643999994, 198164.11960000172 502476.7622000016, 198262.53979999945 502413.6644000001, 198310.3398000002 502388.6644000001, 198355.7397999987 502378.2644000016, 198369.7397999987 502371.06439999864)"
rws_on_lijnmaatregelen.70,YS956a,Y198,Y3034,Olsterwaarden,"Verjonging binnenbochtgeul; 
Waarschijnlijk als strang, maar mogelijk kan ie als meestromende nevengeul gerealiseerd worden.",2,IJssel,Verkenning,Nee,RWS,,STEA,1,MIRT 2,,"LINESTRING (203837.26110000163 483899.84910000116, 203847.84450000152 483865.45320000127, 203794.92770000175 483809.8905999996, 203678.51080000028 483711.99450000003, 203524.22529999912 483516.1363000013, 203394.2485000007 483336.28539999947, 203302.96709999815 483038.62860000134)"
rws_on_lijnmaatregelen.71,BW895a,BW34,Y3012,Winssensche Uiterwaard,Ontstenen oever,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,NVO,0.135,MIRT 4,,"LINESTRING (177754.65569999814 433318.73039999977, 177777.45569999889 433302.33040000126, 177777.45569999889 433285.1303999983, 177771.85570000112 433266.73039999977, 177775.85570000112 433249.1303999983, 177792.65569999814 433236.33040000126, 177808.25569999963 433236.73039999977, 177829.45569999889 433239.1303999983, 177840.25569999963 433243.5304000005, 177846.25569999963 433247.5304000005, 177857.85570000112 433259.930399999, 177879.05570000038 433249.5304000005)"
rws_on_lijnmaatregelen.72,NL918a,NL146c,x2342b,Amerongse bovenpolder,Optimalisering oevers middels ontstening; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden,2,Nederrijn en Lek,Planstudie,Nee,RWS,,NVO,2.4,Inschatting,,"LINESTRING (161363.08999999985 444011.94750000164, 161208.57299999893 444016.18079999834, 161145.07290000096 443978.0808000006, 160795.8222000003 443948.44739999995, 160675.1719999984 443959.03069999814, 160514.3049999997 443956.9140999988, 160395.7714000009 443982.314100001, 160349.2045999989 443980.19739999995, 160336.50459999964 443944.21400000155, 160249.7210999988 443946.3306999989, 160217.97100000083 443997.1308000013, 160133.30420000106 444005.59750000015, 160099.4375 443952.6807000004, 160000.0001000017 443959.03069999814, 160000.0001000017 444005.59750000015, 159805.22019999847 444007.7142000012, 159771.35350000113 443984.43079999834, 159477.1361999996 444047.93090000004, 159428.45279999822 444090.2642999999, 159318.38589999825 444134.71440000087, 159282.40249999985 444153.7644999996, 159257.00250000134 444145.29780000076, 159151.1689000018 444202.44790000096)"
rws_on_lijnmaatregelen.73,YS918b,,Y3034,Bronkhorster waarden,Verjonging binnenbocht,2,IJssel,Planstudie,Nee,Overig,,STEA,0.7,Inschatting,,"LINESTRING (209442.72100000083 456162.1218000017, 209382.42269999906 456142.50670000166, 209319.21829999983 456130.8828999996, 209244.39020000026 456103.27639999986, 209173.19460000098 456056.78130000085, 209131.05829999968 456010.28620000184, 209099.81940000132 455960.8850999996, 209056.9567000009 455894.77479999885, 209019.90590000153 455799.6050999984)"
rws_on_lijnmaatregelen.74,YS919a,,Y3034,Bronkhorster waarden,aanleg strang,2,IJssel,Planstudie,Nee,Overig,,STEA,1.2,Inschatting,,"LINESTRING (210182.43950000033 456116.6541999988, 210372.70859999955 456177.68389999866, 210534.25789999962 456195.63379999995, 210628.29679999873 456205.72360000014, 210731.70699999854 456217.1737000011, 210816.32829999924 456216.30700000003, 211034.51570000127 456235.3570000008, 211167.55680000037 456284.0403999984)"
rws_on_lijnmaatregelen.75,YS967a,Y89,Y3032,Buitenwaarden Wijhe,KRW geul om en door bestaande plassen en aanleg strangen,1,IJssel,Gereed,Ja,KRW1-WVV,2016,NTWE,1.4,MIRT 4,,"LINESTRING (205933.07200000063 491726.0340999998, 205967.441300001 491682.7820000015, 205985.08639999852 491666.72839999944, 205988.22569999844 491648.80150000006, 205994.50429999828 491620.008200001, 206006.23200000077 491568.56120000035, 206026.79809999838 491477.3154999986, 206035.67220000178 491439.1042999998, 206048.16600000113 491409.32719999924, 206059.27849999815 491369.6396000013, 206067.21599999815 491337.8894999996, 206072.77230000123 491308.5207000002, 206082.29729999974 491234.7017999999, 206092.13320000097 491165.16690000147, 206080.87640000135 491104.68079999834, 206064.83480000123 491012.4514000006, 206049.27059999853 490941.3289999999, 206041.33309999853 490877.8288999982, 206011.17060000077 490822.26619999856, 205973.0705000013 490777.8161999993, 205939.7329000011 490742.8911000006, 205782.60830000043 490588.2382999994, 205721.48950000107 490531.98910000175, 205658.46159999818 490489.7377000004)"
rws_on_lijnmaatregelen.93,YS889a,,X2311-c,"De Steeg
Klimaatpark IJsselpoort",Ontstening oevers; Onderdeel van VKA IJsselpoort,3,IJssel,Verkenning,Nee,Rivierklimaatpark IJsselpoort,,NVO,0.9,MIRT 2,,"LINESTRING (200349.0058999993 447063.9376000017, 200467.8476999998 447157.3920999989, 200644.10979999974 447268.938099999, 200697.25939999893 447299.35489999875, 200859.3612000011 447435.993999999, 201018.88489999995 447559.44209999964)"
rws_on_lijnmaatregelen.95,YS956c,,X2311-c,Olsterwaarden,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,1,MIRT 2,,"LINESTRING (203220.86080000177 482703.3088000007, 203217.43890000135 482995.6739999987, 203240.04320000112 483134.5804999992, 203299.18620000035 483311.501600001, 203355.13720000163 483417.02380000055, 203492.72080000117 483582.7193999998)"
rws_on_lijnmaatregelen.76,NL917a,NL137,Y3038,Amerongse bovenpolder,Kwelgeul,1,Nederrijn en Lek,Gereed,Ja,KRW1-SBB,2015,NTWE,5.8,MIRT 4,,"LINESTRING (156222.7287000008 443069.6770000011, 156221.9349000007 443088.7270000018, 156231.4600000009 443099.83949999884, 156261.62249999866 443106.98330000043, 156290.99130000174 443114.1270000003, 156368.25659999996 443137.3033000007, 156391.00400000066 443147.46460000053, 156456.88540000096 443202.2335000001, 156505.30429999903 443219.6959999986, 156655.32330000028 443268.9085999988, 156801.37359999865 443326.8524999991, 157045.05530000106 443474.4902999997, 157227.61820000038 443607.84050000086, 157413.35610000044 443751.5095999986, 157444.3123999983 443798.3409000002, 157468.1248999983 443865.0159999989, 157569.72509999946 444188.07290000096, 157592.74390000105 444252.366799999, 157630.8440000005 444276.97309999913, 157714.98169999942 444332.5357000008, 157764.19429999962 444388.0982999988, 157803.08810000122 444353.17330000177, 157895.95699999854 444415.0859000012, 157948.3445999995 444438.1046999991, 157999.9384999983 444503.1922999993, 158083.28240000084 444544.4673999995, 158133.28880000114 444557.16739999875, 158218.22690000013 444557.58940000087, 158243.6202000007 444554.78620000184, 158272.19530000165 444584.9486999996, 158258.70149999857 444639.71759999916, 158294.42029999942 444666.7052000016, 158385.70179999992 444709.5676999986, 158469.04569999874 444723.0615000017, 158550.54430000111 444733.2730999999, 158696.59450000152 444699.4063999988, 158906.14499999955 444631.6728999987, 159023.87799999863 444574.62999999896, 159130.24080000073 444478.5859999992, 159204.05970000103 444412.7045999989, 159340.0625 444381.90579999983, 159516.00400000066 444339.6794999987, 159572.8962999992 444320.52230000123, 159634.27980000153 444318.4056000002, 159676.34180000052 444300.7857000008, 159739.84200000018 444245.22309999913, 159783.49830000103 444233.3167999983, 159843.8302000016 444204.10539999977, 159869.2302000001 444193.5221000016, 159964.48039999977 444185.055399999, 159978.7611999996 444182.51669999957, 160031.94260000065 444200.7729999982, 160052.5800999999 444213.47300000116, 160130.76559999958 444152.47890000045, 160221.22300000116 444125.445700001, 160299.20340000093 444140.0020999983, 160316.89939999953 444155.52910000086, 160321.03799999878 444176.39290000126, 160336.74320000038 444203.1541999988, 160353.41200000048 444228.554299999, 160371.2714000009 444262.68560000136, 160415.32459999993 444285.30750000104, 160419.690200001 444292.4512999989, 160495.09659999982 444348.0139000006, 160515.33729999885 444373.810800001, 160596.69680000097 444467.47349999845, 160599.4748999998 444489.3016999997, 160614.24450000003 444492.47370000184, 160660.19689999893 444495.6517000012, 160698.9651999995 444494.0892999992, 160713.37829999998 444494.064199999, 160727.66580000147 444502.3986000009, 160739.9690000005 444513.51110000163, 160755.8440000005 444520.6548999995, 160798.30970000103 444526.6079999991, 160846.7285999991 444522.63919999823, 160938.1490000002 444517.3726999983, 160979.68200000003 444506.76419999823, 161022.14770000055 444491.28610000014, 161103.11030000076 444455.9640999995, 161133.6697999984 444435.32660000026, 161190.0260999985 444411.9109000005, 161201.93239999935 444395.63899999857, 161229.7137000002 444378.97019999847)"
