Naam;Locatie (straat);Locatie (GPS Latitude);Locatie (GPS Longtitude);Tijdigheid camera;Geplaatst op;Wordt verwijderd op;Eigenaar camera;Afdeling;Doel van de camera;Omschrijving;
UTR-SB-166;Camera 209, Rechter buis SBT-GWR-1.14-CAM-001;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-167;Camera 210, Rechter buis SBT-GWR-1.14-CAM-002;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-168;Camera 211, Rechter buis SBT-GWR-1.16-CAM-001;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-169;Camera 212, Rechter buis SBT-GWR-1.16-CAM-002;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-170;Camera 213, Rechter buis SBT-GWR-1.16-CAM-003;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-171;Camera 214, Rechter buis SBT-GWR-1.17-CAM-001;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-172;Camera 215, Rechter buis SBT-GWR-1.17-CAM-002;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-173;Camera 216, Rechter buis SBT-GWR-1.18-CAM-001;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-174;Camera 217, Rechter buis SBT-GWR-1.20-CAM-001;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-175;Camera 218, Rechter buis SBT-GWR-1.21-CAM-001;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-176;Camera 219, Rechter buis SBT-GWR-1.22-CAM-001;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-177;Camera 220, Rechter buis SBZ-MBZ-0.23-CAM-002;52.100.678;5.064.851;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-178;Camera 300, Vluchtgang SBT-VGN-1.00-CAM-001;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-179;Camera 301, Vluchtgang SBT-VGN-0.01-CAM-001;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-180;Camera 302, Vluchtgang SBT-VGN-0.01-CAM-002;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-181;Camera 303, Vluchtgang SBT-VGN-0.01-CAM-003;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-182;Camera 304, Vluchtgang SBT-MTK-0.14-CAM-001;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-183;Camera 305, Vluchtgang SBT-MTK-0.15-CAM-001;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-184;Camera 306, Vluchtgang SBT-MTK-0.16-CAM-001;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-185;Camera 307, Vluchtgang SBT-MTK-0.16-CAM-002;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-186;Camera 308, Vluchtgang SBT-MTK-0.18-CAM-001;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-187;Camera 310, Vluchtgang SBT-MTK-0.19-CAM-001;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-188;Camera 309, Vluchtgang SBT-MTK-0.19-CAM-002;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-189;Camera 311, Vluchtgang SBT-MTK-0.20-CAM-001;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-190;Camera 312, Vluchtgang SBT-MTK-0.21-CAM-001;52.100.711;5.065.001;Vast;;;Gemeente Utrecht;BOR;tunnelbeheer stadsbaantunnel;GPS is ingeschat mbv google maps vanuit noordingang (vanuit Amsterdam);
UTR-SB-191;Berlijnplein 100;5.209.675;507.010;Vast;;;Gemeente Utrecht;VgE;Bescherming eigendommen / personen;Bereikbaarheid : P + R Berlijnplein;
UTR-SB-192;Universiteitsweg;5.209.186;517.875;Vast;;;Gemeente Utrecht;VgE;Bescherming eigendommen / personen;Bereikbaarheid : P + R Utrecht Science Park;
UTR-SB-193;Kruisstraat 2;5.209.399;512.903;Vast;;;Gemeente Utrecht;VgE;Bescherming eigendommen / personen;Bereikbaarheid : Garage Kruisstraat;
UTR-VTH-201;Abstederdijk 14;52,0808;5,12645;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-202;Amsterdamsestraatweg;52,09573;5,10890;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-203;Croeselaan 235;52,08269;5,11058;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-204;Damstraat / Leidsekade;52,09061;5,10418;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-205;Hopakker / A. v. Wijcksbrug;52,09660;5,11768;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-208;Maliesingel 28;52,08952;5,13006;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-209;Maliesingel / Maliebaan 1;52,08865;5,12982;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-210;Muntkade / Sowetobrug;52,08566;5,09821;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-211;Nachtegaalstraat 73-75;52,09136;5,13216;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-212;Nelson Mandelabrug;52,08216;5,10534;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-213;Noorderbrug / Noorderstraat;52,09738;5,12086;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-214;Oudenoord 1;52,09705;5,11318;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-216;Sowetobrug / Graadt van Roggenweg;52,08543;5,09830;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-217;Sowetobrug / Graadt van Roggenweg;52,08543;5,09830;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-218;Tolsteegsingel 2;52,08403;5,12801;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-219;Vleutenseweg / Westplein;52,09287;5,10421;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-220;Westplein / Vleutenseweg;52,09287;5,10421;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-221;Wittevrouwenbrug;52,09504;5,12603;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-222;Wittevrouwensingel 83;52,09777;5,12736;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-223;Zonstraat 1;52,08542;5,13051;Vast;;;Gemeente Utrecht;;Handhaving;Milieuzone;
UTR-VTH-224;Oudkerkhof;52,09153;5,11993;Vast;;;Gemeente Utrecht;;Handhaving;Geslotenverklaring;
UTR-VTH-225;Lange Elisabethstraat;52,09138;5,11569;Vast;;;Gemeente Utrecht;;Handhaving;Geslotenverklaring;
UTR-PAR-901;Demkaweg/Havenweg;52.11009;5,078003;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-902;Vlampijpstraat/Julianaparklaan;52.105939;5,083012;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-903;Tractieweg/Walserijstraat;52.10453;5,082354;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-904;Vlampijpstraat/fietspad vlampijpstraat;52.103541;5,087312;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-905;Nijverheidsweg Inrit terrein;52.102999;5,080968;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-906;Nijverheidsweg bushalte;52.100435;5,085377;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-907;Keulsekade brug;52.100466;5,078368;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-908;Elektronweg;52.099189;5,07514;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-909;Atoomweg/Elektronweg;52.099189;5,069745;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-910;Isotopenweg;52.118652;5,062012;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-911;Bariumweg;52.11422;5,046783;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-912;Lageweidseslag;52.119055;5,044018;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-913;Niels Bohrweg;52.12101;5,047113;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-914;West kanaaldijk/Niels Bohrweg;52.125589;5,054042;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-915;Maarsenbroeksedijk/Meteorenweg;52.125046;5,041895;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-916;Bariumweg fietspad;52.111032;5,052929;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-917;Lageweideviaduct/Atoomweg;52.115508;5,056466;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-918;Lageweideviaduct ingaand verkeer;52.111276;5,053976;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-919;Zonnebaan;52.119554;5,03671;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-920;Sophialaan;52.112773;5,073712;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-921;Winthontlaan;52.059533;5,11097;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-922;Eendrachtlaan Overijssellaan;52.062079;5,109768;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-923;Winthontlaan;52.061588;5,107453;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-924;Vliegend hertlaan/Europalaan;52.065435;5,108102;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-925;Eendrachtlaan/Beneluxlaan;52.066898;5,109775;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-926;Fietspad Vliegendhertlaan Beneluxlaan;52.066874;5,111703;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-927;Overste Den Oudenlaan Kon. Wilhelminalaan;52.076939;5,10759;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-928;Koeriersterlaan;52.069039;5,104403;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-929;Bevrijdingslaan Brug;52.070568;5,086891;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-930;Bastion;52.058386;5,107327;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-931;Noordersluis/Liesboschbrug;52.054982;5,108378;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-932;Strijkviertel Rijnzathe;52.071408;5,054431;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-933;Rijnzathe Landzigt;52.073258;5,044513;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-934;Strijkviertel;52.077068;5,05748;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-935;Strijkviertel (Rijksstraatweg);52.081675;5,059606;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-936;Molensteyn;52.079221;5,054096;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-937;Naamrijk Veldzigt;52.076427;5,049511;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-938;Naamrijk Landzigt;52.076838;5,046953;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-939;Gessel;52.076088;5,043687;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-940;Langerakbrug (op talud) Hoek Landzigt;52.080381;5,047662;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-941;Daltonlaan Daltonlaan;52.087925;5,159549;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-942;Archimedeslaan Daltonlaan;52.087206;5,158573;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-943;Archimedeslaan Pisuisselaan;52.088024;5,15692;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-944;Archimedeslaan Pythagoraslaan;52.092443;5,152528;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-945;Archimedeslaan Boylelaan;52.091504;5,147995;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-946;Euclidelaan Boylelaan;52.089905;5,149138;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-947;Euclidelaan Varrolaan;52.091145;5,152057;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-948;Pythagoraslaan Varrolaan;52.092292;5,151112;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-949;Archimedeslaan Galileilaan;52.094111;5,151713;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-950;Archimedeslaan Oostbroekselaan;52.096813;5,15388;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-951;Papendorpseweg;52.063041;5,094051;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-952;Fietsdijk papendorpseweg op- afrit A2;52.062352;5,089023;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-953;Papendorpseweg op- afrit A2;52.063961;5,089606;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-954;Papendorpseweg op- afrit A2;52.064346;5,088822;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-955;Mercatorlaan Tirionlaan;52.067896;5,083941;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-956;Bevrijdingslaan Mercatorlaan;52.069215;5,083272;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-957;Ortelliuslaan Taatsenplein;52.068392;5,081167;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-958;Blaeulaan Papendorpseweg;52.065586;5,077861;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-959;Marinus van Tyruslaan;52.071338;5,076744;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-960;Mercatorlaan Busbaan;52.073082;5,077329;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-961;Groenewoudsedijk;52.069604;5,087472;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-962;Ortelliuslaan Mercatorlaan;52.065091;5,08442;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-963;Floridadreef Nebraskadreef;52.127044;5,093757;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-964;Sint Laurensdreef Franciscusdreef;52.125101;5,092544;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-965;Missisippidreef Franciscusdreef;52.12336;5,089116;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-966;Arizonadreef Sint Laurensdreef;52.127335;5,08888;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-967;Labradordreef Hudsondreef;52.128818;5,086555;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-968;Hudsondreef Missisippidreef;52.126836;5,083528;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-969;Manitobaddreef Texasdreef;52.129411;5,084193;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-970;2e Polderweg Manitobadreef;52.125203;5,079526;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-971;Tennesseedreef Texasdreef;52.130485;5,082026;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-972;Arizonadreef Arkansasdreef;52.128002;5,089858;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-973;Manitobadreef Floridadreef;52.13117;5,086897;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-974;Hollantlaan Europalaan;52.061757;5,105709;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-975;Kaap de goede hooplaan;52.061711;5,101847;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-976;Australiëlaan Columbuslaan;52.063255;5,099787;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-977;Vrieslantlaan Zeelantlaan;52.063015;5,103649;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-PAR-978;Australiëlaan Europalaan;52.064611;5,107039;Vast;;;Particulier;;Particuliere camerabewaking;nvt;
UTR-OOR-001;Vredenburg - St. Jacobstraat;52,092979;5,114277;Vast;1-7-2020;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-002;Vredenburg - St. Jacobstraat (tijdelijk);52,092979;5,114277;Tijdelijk;1-7-2020;30-4-2022;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-003;Catharijnesingel - Smakkelaarsveld;52,093010;5,111082;Vast;1-7-2020;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-004;Amsterdamsestraatweg - Weerdsingel Westzijde;52,095523;5,109379;Vast;1-7-2020;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-005;Amsterdamse straatweg - Daalsesingel;52,094978;5,109468;Vast;1-7-2020;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-006;Ledig Erf - Tolsteegbrug;52,081359;5,124311;Vast;1-7-2020;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-007;Westplein - Leidseveertunnel;52,091750;5,105814;Vast;1-3-2022;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-008;Westplein - Damstraat;52,090480;5,104581;Vast;1-3-2022;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-009;Jaarbeursplein - Mineurslaan;52,089942;5,106147;Vast;1-3-2022;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-010;Goylaan - Oud Wulvenplantsoen;52,065980;5,120839;Vast;1-7-2017;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-011;Goylaan - Hoofd Graaflandstraat;52,066049;5,119916;Vast;1-7-2021;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-012;Noordelijke afrit Goyplein;52,067903;5,128127;Vast;1-7-2017;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-013;Wittenvrouwensingel - Nachtegaalstraat;52,053470;5,074040;Vast;1-7-2021;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-014;Vondellaan -  Bleekstraat;52,044410;5,071230;Vast;1-5-2022;;Gemeente Utrecht;OOR;Visuele inspectie op afwikkeling verkeer;Live beelden worden beoordeelt om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.;
UTR-OOR-015;Domplein (richting Voetiusstraat);5.209.111;512.151;vast;1-5-2020;;Gemeente Utrecht;OOR;Handhaving geslotenverklaring Domplein;ANPR camera;
UTR-OOR-016;Korte Nieuwstraat (hoek Wed, Richting Domplein);5.208.994;512.192;vast;1-5-2020;;Gemeente Utrecht;OOR;Handhaving geslotenverklaring Domplein;ANPR camera;
UTR-OOR-017;Rooseveltlaan, kruispunt Battutalaan;5.207.128.474.423.740;5.089.714.211.169.630;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
UTR-OOR-018;Marco Pololaan, tussen Churchilllaan en Amerikalaan;5.207.251.109.699.210;5.094.266.858.368.190;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
UTR-OOR-019;Amerikalaan, tussen Beneluxlaan en Livingstonelaan;5.207.283.196.481.160;50.977.667.147.565.600;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
UTR-OOR-020;Marco Pololaan, tussen Afrikalaan en Jan Cornelisz. Maylaan;52.070.490.989.384.100;5.096.151.396.454.150;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
UTR-OOR-021;Rooseveltlaan, kruispunt Cortezlaan;5.206.729.011.227.040;509.342.636.755.057;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
UTR-OOR-022;Columbuslaan, kruispunt Cortezlaan;5.206.805.705.201.100;5.095.606.390.638.790;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
UTR-OOR-023;Marco Pololaan, tussen Pizarrolaan en Vasco da Gamalaan;520.672.820.391.462;5.099.158.777.744.410;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
UTR-OOR-024;Livingstonelaan, tussen Pizarrolaan en Vasco da Gamalaan;520.679.924.681.252;5.101.358.499.937.710;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
UTR-OOR-025;Vasco Da Gamalaan, kruispunt Beneluxlaan;52.068.157.964.159.600;5.102.258.087.778.330;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
UTR-OOR-026;Columbuslaan, kruispunt Aziëlaan en Australiëlaan;5.206.414.719.945.830;509.921.901.830.124;Tijdelijk;8-9-2022;27-9-2022;Particulier;OOR;verkeersonderzoek;ANPR camera;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
