FID,NUMMER,STRAAT,SOORT,NAAM,SCORE,OMSCHRIJVING,FOTO,GEOM
kapvergunningen.fid-46bacc95_15e80894c42_1da2,DO.071,Ringfazant,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01615.JPG,POINT (52.02152132520934 5.073050681179363)
kapvergunningen.fid-46bacc95_15e80894c42_1da3,DO.070,Goudfazant,Gewone Plataan,Platanus X Hispanica,44,Waardevolle houtopstand,foto/DSC01614.JPG,POINT (52.021664244898695 5.072334562345984)
kapvergunningen.fid-46bacc95_15e80894c42_1da4,DO.069,Goudfazant,"Gewone,- valse Acacia",Robinia pseudoacacia,52,Waardevolle houtopstand,foto/DSC01613.JPG,POINT (52.02173115357071 5.071715226751752)
kapvergunningen.fid-46bacc95_15e80894c42_1da5,DO.068,Goudfazant,Gewone Plataan,Platanus X Hispanica,38,Evt. Potentiële waardev,foto/DSC01612.JPG,POINT (52.02207241021448 5.0713927989875796)
kapvergunningen.fid-46bacc95_15e80894c42_1da6,DO.067,Goudfazant,Gewone Plataan,Platanus X Hispanica,46,Waardevolle houtopstand,foto/DSC01611.JPG,POINT (52.022178914218735 5.071223044984504)
kapvergunningen.fid-46bacc95_15e80894c42_1da7,DO.066,Goudfazant,Gewone Plataan,Platanus X Hispanica,49,Waardevolle houtopstand,foto/DSC01611.JPG,POINT (52.022161848496964 5.070833728389157)
kapvergunningen.fid-46bacc95_15e80894c42_1da8,DO.065,Graspieper,"Zomer,- inlandse Eik",Quercus robur,56,Waardevolle houtopstand,foto/DSC01610.JPG,POINT (52.02608158921158 5.072906113589427)
kapvergunningen.fid-46bacc95_15e80894c42_1da9,DO.064,Sierduif,Katzuraboom,Cercidiphyllum japonicum,56,Waardevolle houtopstand,foto/DSC01609.JPG,POINT (52.02378047403493 5.073526895789737)
kapvergunningen.fid-46bacc95_15e80894c42_1daa,DO.063,Barmsijs,Vleugelnoot,Pterocarya fraxinifolia,56,Waardevolle houtopstand,foto/DSC01608.JPG,POINT (52.0241524858023 5.076882658533913)
kapvergunningen.fid-46bacc95_15e80894c42_1dab,DO.062,Braamsluiper,Himalaja Berk,Betula utilis,61,Waardevolle houtopstand,foto/DSC01607.JPG,POINT (52.02457997488626 5.077433360992314)
kapvergunningen.fid-46bacc95_15e80894c42_1dac,DO.061,Braamsluiper,Grote Trompetboom,Catalpa bignonioides,61,Waardevolle houtopstand,foto/DSC01606.JPG,POINT (52.02453404943047 5.077059228330183)
kapvergunningen.fid-46bacc95_15e80894c42_1dad,DO.060,Ringmus,Katzuraboom,Cercidiphyllum japonicum,68,Monumentale houtopstand,foto/DSC01605.JPG,POINT (52.0251073400395 5.077418034260671)
kapvergunningen.fid-46bacc95_15e80894c42_1dae,DO.059,Roodmus,"Zomer,- inlandse Eik",Quercus robur,61,Waardevolle houtopstand,foto/DSC01604.JPG,POINT (52.02567428362912 5.077945961589684)
kapvergunningen.fid-46bacc95_15e80894c42_1daf,DO.058,Roodmus,Tamme Kastanje,Castanea sativa,60,Waardevolle houtopstand,foto/DSC01603.JPG,POINT (52.02583760901516 5.07784721254412)
kapvergunningen.fid-46bacc95_15e80894c42_1db0,DO.057,Specht,"Spaanse Aak, Veld Esdoorn",Acer campestre,60,Waardevolle houtopstand,foto/DSC01602.JPG,POINT (52.02606270145912 5.078680550731324)
kapvergunningen.fid-46bacc95_15e80894c42_1db1,DO.056,Gorsplein,Gewone Esdoorn,Acer pseudoplatanus,56,Waardevolle houtopstand,foto/DSC01601.JPG,POINT (52.0270881232069 5.077603990026035)
kapvergunningen.fid-46bacc95_15e80894c42_1db2,DO.055,Rietgors,Noorse Esdoorn,Acer platanoides,61,Waardevolle houtopstand,foto/DSC01600.JPG,POINT (52.027179522326016 5.078181823435912)
kapvergunningen.fid-46bacc95_15e80894c42_1db3,DO.054,Rietgors,Hartbladige Els,Alnus cordata,64,Waardevolle houtopstand,foto/DSC01599.JPG,POINT (52.026285924586745 5.078801407275326)
kapvergunningen.fid-46bacc95_15e80894c42_1db4,DO.053,Rietgors,Moeras Eik,Quercus palustris,60,Waardevolle houtopstand,foto/DSC01598.JPG,POINT (52.0267909514119 5.0787600481698725)
kapvergunningen.fid-46bacc95_15e80894c42_1db5,DO.052,Rietgors,Moeras Eik,Quercus palustris,60,Waardevolle houtopstand,foto/DSC01598.JPG,POINT (52.026690308623856 5.078769483230717)
kapvergunningen.fid-46bacc95_15e80894c42_1db6,DO.051,Merelplein,"Zilver,- witte Esdoorn",Acer saccharinum,56,Waardevolle houtopstand,foto/DSC01597.JPG,POINT (52.02683734007585 5.079313418916989)
kapvergunningen.fid-46bacc95_15e80894c42_1db7,DO.050,Merelplein,"Zilver,- witte Esdoorn",Acer saccharinum,56,Waardevolle houtopstand,foto/DSC01596.JPG,POINT (52.02660423988966 5.079304919298618)
kapvergunningen.fid-46bacc95_15e80894c42_1db8,DO.049,Goudvink,Gewone Esdoorn,Acer pseudoplatanus,64,Waardevolle houtopstand,foto/DSC01595.JPG,POINT (52.02776862488449 5.075256257295738)
kapvergunningen.fid-46bacc95_15e80894c42_1db9,DO.048,Goudvink,"Zomer,- inlandse Eik",Quercus robur,64,Waardevolle houtopstand,foto/DSC01594.JPG,POINT (52.0276699259111 5.073965948117626)
kapvergunningen.fid-46bacc95_15e80894c42_1dba,DO.047,Leeuwerik pqrke,"Zomer,- inlandse Eik",Quercus robur,49,Waardevolle houtopstand,foto/DSC01593.JPG,POINT (52.02782329591923 5.072158058109422)
kapvergunningen.fid-46bacc95_15e80894c42_1dbb,DO.046,Leeuwerik parke,Gewone Es,Fraxcinus excelsior,65,Waardevolle houtopstand,foto/DSC01592.JPG,POINT (52.02773020302971 5.07199925666893)
kapvergunningen.fid-46bacc95_15e80894c42_1dbc,DO.045,Leeuwerik,Gewone Plataan,Platanus X Hispanica,57,Waardevolle houtopstand,foto/DSC01591.JPG,POINT (52.0273076145377 5.072247651645446)
kapvergunningen.fid-46bacc95_15e80894c42_1dbd,DO.044,Leeuwerik,"Zomer,- inlandse Eik",Quercus robur,64,Waardevolle houtopstand,foto/DSC01590.JPG,POINT (52.02736633121901 5.072021389052909)
kapvergunningen.fid-46bacc95_15e80894c42_1dbe,DO.043,Kuifmees,Betula jac,Betula jac,48,Waardevolle houtopstand,foto/DSC01589.JPG,POINT (52.027428138011956 5.071064130563032)
kapvergunningen.fid-46bacc95_15e80894c42_1dbf,DO.042,Kuifmees,Betula jac,Betula jac,48,Waardevolle houtopstand,foto/DSC01588.JPG,POINT (52.02747711627768 5.071436312785851)
kapvergunningen.fid-46bacc95_15e80894c42_1dc0,DO.041,Pimpelmees,Gewone Plataan,Platanus X Hispanica,46,Waardevolle houtopstand,foto/DSC01587.JPG,POINT (52.02773118715963 5.070991561723218)
kapvergunningen.fid-46bacc95_15e80894c42_1dc1,DO.040,Pimpelmees,"Zomer,- inlandse Eik",Quercus robur,69,Monumentale houtopstand,foto/DSC01586.JPG,POINT (52.02762525046607 5.070368668199834)
kapvergunningen.fid-46bacc95_15e80894c42_1dc2,DO.039,Pimpelmees,"Zomer,- inlandse Eik",Quercus robur,48,Waardevolle houtopstand,foto/DSC01585.JPG,POINT (52.027660282379316 5.070694812333312)
kapvergunningen.fid-46bacc95_15e80894c42_1dc3,DO.038,Koolmees,WEET WEL,WEET WEL,48,Waardevolle houtopstand,foto/DSC01584.JPG,POINT (52.02689172377655 5.070334512534061)
kapvergunningen.fid-46bacc95_15e80894c42_1dc4,DO.036,Visarendsingel,Gewone Plataan,Platanus X Hispanica,54,Waardevolle houtopstand,foto/DSC01582.JPG,POINT (52.022732194972576 5.069074520289087)
kapvergunningen.fid-46bacc95_15e80894c42_1dc5,DO.035,Visarendsingel,Els 'Spaeth',Alnus spaethii 'Spaeth',52,Waardevolle houtopstand,foto/DSC01581.JPG,POINT (52.021574490673466 5.070398324851709)
kapvergunningen.fid-46bacc95_15e80894c42_1dc6,DO.034,Zeearend,Hartbladige Els,Alnus cordata,64,Waardevolle houtopstand,foto/DSC01580.JPG,POINT (52.02095041771118 5.069955470819124)
kapvergunningen.fid-46bacc95_15e80894c42_1dc7,DO.033,Zeearend,Gewone Plataan,Platanus X Hispanica,57,Waardevolle houtopstand,foto/DSC01579.JPG,POINT (52.020558387444005 5.069901427165619)
kapvergunningen.fid-46bacc95_15e80894c42_1dc8,DO.032,Zeearend,Gewone Plataan,Platanus X Hispanica,57,Waardevolle houtopstand,foto/DSC01578.JPG,POINT (52.02078360173059 5.069757058502911)
kapvergunningen.fid-46bacc95_15e80894c42_1dc9,DO.031,Zeearend,Gewone Plataan,Platanus X Hispanica,57,Waardevolle houtopstand,foto/DSC01577.JPG,POINT (52.02086773422277 5.069291716275653)
kapvergunningen.fid-46bacc95_15e80894c42_1dca,DO.030,Zeearend,Gele treurwilg,Salix sepulcralis 'Chrysocoma',52,Waardevolle houtopstand,foto/DSC01576.JPG,POINT (52.02127013245053 5.068429530516366)
kapvergunningen.fid-46bacc95_15e80894c42_1dcb,DO.029,Zeearend,Hartbladige Els,Alnus cordata,64,Waardevolle houtopstand,foto/DSC01575.JPG,POINT (52.02126922425678 5.068854713112401)
kapvergunningen.fid-46bacc95_15e80894c42_1dcc,DO.028,Zeearend,Vleugelnoot,Pterocarya fraxinifolia,64,Waardevolle houtopstand,foto/DSC01574.JPG,POINT (52.0217311649178 5.068503230085981)
kapvergunningen.fid-46bacc95_15e80894c42_1dcd,DO.027,Zeearend,"Zomer,- inlandse Eik",Quercus robur,61,Waardevolle houtopstand,foto/DSC01573.JPG,POINT (52.02222077849504 5.068745970026467)
kapvergunningen.fid-46bacc95_15e80894c42_1dce,DO.026,Sperwerlaan,Gewone Es,Fraxcinus excelsior,57,Waardevolle houtopstand,foto/DSC01572.JPG,POINT (52.02046796821532 5.071038427577116)
kapvergunningen.fid-46bacc95_15e80894c42_1dcf,DO.025,Sperwerlaan,Gewone Plataan,Platanus X Hispanica,,,foto/DSC01571.JPG,POINT (52.020697787460676 5.070934825067826)
kapvergunningen.fid-46bacc95_15e80894c42_1dd0,DO.024,Adelaarshof,"Zomer,- inlandse Eik",Quercus robur,65,Waardevolle houtopstand,foto/DSC01570.JPG,POINT (52.020808741724096 5.072762430771341)
kapvergunningen.fid-46bacc95_15e80894c42_1dd1,DO.023,Boomvalk,Gewone Plataan,Platanus X Hispanica,54,Waardevolle houtopstand,foto/DSC01569.JPG,POINT (52.01921570760602 5.070292620753466)
kapvergunningen.fid-46bacc95_15e80894c42_1dd2,DO.022,Boomvalk,Gewone Plataan,Platanus X Hispanica,54,Waardevolle houtopstand,foto/DSC01568.JPG,POINT (52.019071473692755 5.071138599981677)
kapvergunningen.fid-46bacc95_15e80894c42_1dd3,DO.021,Slechtvalk,Gewone Plataan,Platanus X Hispanica,62,Waardevolle houtopstand,foto/DSC01567.JPG,POINT (52.01890375694925 5.070938741108897)
kapvergunningen.fid-46bacc95_15e80894c42_1dd4,DO.020,Stootvalk,Gewone Plataan,Platanus X Hispanica,49,Waardevolle houtopstand,foto/DSC01566.JPG,POINT (52.01937472754267 5.071940635724426)
kapvergunningen.fid-46bacc95_15e80894c42_1dd5,DO.019,Boomvalk,Rode Paardenkastanje,Aesculus carnea,56,Waardevolle houtopstand,foto/DSC01565.JPG,POINT (52.01913152456572 5.07174567419362)
kapvergunningen.fid-46bacc95_15e80894c42_1dd6,DO.018,Stootvalk,Gewone Plataan,Platanus X Hispanica,54,Waardevolle houtopstand,foto/DSC01564.JPG,POINT (52.01933311699069 5.071481005181321)
kapvergunningen.fid-46bacc95_15e80894c42_1dd7,DO.017,Stormvogel,Gewone Plataan,Platanus X Hispanica,65,Waardevolle houtopstand,foto/DSC01563.JPG,POINT (52.01817904211207 5.071627803953819)
kapvergunningen.fid-46bacc95_15e80894c42_1dd8,DO.016,Stormvogel,Els 'Spaeth',Alnus spaethii 'Spaeth',57,Waardevolle houtopstand,foto/DSC01562.JPG,POINT (52.01860986923902 5.072626345694889)
kapvergunningen.fid-46bacc95_15e80894c42_1dd9,DO.015,Stormvogel,Gewone Plataan,Platanus X Hispanica,50,Waardevolle houtopstand,foto/DSC01561.JPG,POINT (52.01838335903049 5.072287042923186)
kapvergunningen.fid-46bacc95_15e80894c42_1dda,DO.014,Stormvogel,Valse Christusdoorn,Gleditsia triacanthos,,,foto/DSC01560.JPG,POINT (52.01814481525251 5.072826276571381)
kapvergunningen.fid-46bacc95_15e80894c42_1ddb,DO.013,Kraageend,Grote Trompetboom,Catalpa bignonioides,61,Waardevolle houtopstand,foto/DSC01559.JPG,POINT (52.01730874893447 5.074452067022655)
kapvergunningen.fid-46bacc95_15e80894c42_1ddc,DO.012,Kraanvogel,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01558.JPG,POINT (52.0187264762314 5.076599719897878)
kapvergunningen.fid-46bacc95_15e80894c42_1ddd,DO.011,Kraanvogel,Gewone Plataan,Platanus X Hispanica,62,Waardevolle houtopstand,foto/DSC01557.JPG,POINT (52.01855001913091 5.076831118390663)
kapvergunningen.fid-46bacc95_15e80894c42_1dde,DO.010,Kraanvogel,"Gewone,- valse Acacia",Robinia pseudoacacia,52,Waardevolle houtopstand,foto/DSC01556.JPG,POINT (52.01833596254933 5.077545361407164)
kapvergunningen.fid-46bacc95_15e80894c42_1ddf,DO.009,Fregatvogel,Katzuraboom,Cercidiphyllum japonicum,56,Waardevolle houtopstand,foto/DSC01555.JPG,POINT (52.01919960857791 5.0774166374052685)
kapvergunningen.fid-46bacc95_15e80894c42_1de0,DO.008,Watersnip,"Gewone,- valse Acacia",Robinia pseudoacacia,60,Waardevolle houtopstand,foto/DSC01554.JPG,POINT (52.01946213698239 5.077103059633553)
kapvergunningen.fid-46bacc95_15e80894c42_1de1,DO.007,Roerdomplaan,Valse Christusdoorn,Gleditsia triacanthos,60,Waardevolle houtopstand,foto/DSC01553.JPG,POINT (52.02007511826522 5.076781789772622)
kapvergunningen.fid-46bacc95_15e80894c42_1de2,DO.006,Roerdomplaan,Valse Christusdoorn,Gleditsia triacanthos,60,Waardevolle houtopstand,foto/DSC01552.JPG,POINT (52.02023850734894 5.07687851208418)
kapvergunningen.fid-46bacc95_15e80894c42_1de3,DO.005,IJsvogel,"Gewone,- valse Acacia",Robinia pseudoacacia,64,Waardevolle houtopstand,foto/DSC01551.JPG,POINT (52.01956337184755 5.078345045948614)
kapvergunningen.fid-46bacc95_15e80894c42_1de4,DO.004,Kievitstraat,"Gewone,- valse Acacia",Robinia pseudoacacia,56,Waardevolle houtopstand,foto/DSC01550.JPG,POINT (52.02108200255418 5.078203462295024)
kapvergunningen.fid-46bacc95_15e80894c42_1de5,DO.003,Kievitstraat,"Gewone,- valse Acacia",Robinia pseudoacacia,48,Waardevolle houtopstand,foto/DSC01549.JPG,POINT (52.020808111369895 5.078640958252137)
kapvergunningen.fid-46bacc95_15e80894c42_1de6,DO.002,Zwarte Stern,"Zomer,- inlandse Eik",Quercus robur,65,Waardevolle houtopstand,foto/DSC01548.JPG,POINT (52.02120913574289 5.074608423414098)
kapvergunningen.fid-46bacc95_15e80894c42_1de7,DO.001,Pijlstaart,Vleugelnoot,Pterocarya fraxinifolia,72,Monumentale houtopstand,foto/DSC01547.JPG,POINT (52.023274100584544 5.079187827493756)
