Leverancier;1000 - Personele exploitatie overig;1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
Mindcampus B.V.;;;;;1;;;;1
Mindstep Psychologie;;1;;;;;;;1
Mister Panda Goffertboerderij B.V.;;;1;;;;;;1
Miyagi & Jones Arnhem B.V.;;;1;;;;;;1
MKPC Beroepsopleidingen;;;;;2;;;;2
MMood Wine & Food;;;1;;;;;;1
MMousse B.V.;;;;;;;;1;1
Mobiel Casino Nederland B.V.;;;1;;;;;;1
Moeke Enschede B.V.;;;1;;;;;;1
Molijn Training B.V.;;;;;2;;;;2
Monique Samsen ACT;;;;;1;;;;1
MOOD CREATION;;;1;;;;;;1
Mooii;;;1;;;;;;1
MoSuy;;;1;;;;;;1
Motion Training;;;;;2;;;;2
Move a Mountain Bewustzijnstrainingen B.V.;;;;;2;;;;2
MrsJanet Brownerie;;;1;;;;;;1
Multifunctioneel Centrum De Dreef;;;1;;;;;;1
Multigift Relatiegeschenken B.V.;;;1;;;;;;1
Munckhof Regie;;;;;;;;1;1
Munckhof Taxi B.V.;;;;;;;;3;3
Museum Catering B.V.;;;2;;;;;1;2
Museumkwartier B.V.;;;1;;;;;;1
Mycelium Studiever. Comm.wetensch. Nijmegen;;;;;1;;;;1
Myler;;;;9;;;;;9
Mythos Grieks Restaurant v.o.f.;;;1;;;;;;1
Mythos Pallas;;;1;;;;;;1
N.V. Nederlandse Spoorwegen;;;;;;;;7;7
Ncoi Nederlands Commerc. Opleidings Instituut;;;;;1;;;;1
NCOI Opleidingen B.V.;;;;;1;;;;1
NCOI Techniek Trainingen B.V.;;;;;1;;;;1
Ned. Financ.-Mij. v. Ontwikkelingslanden N.V.;;;;;;;;1;1
Ned. Ver. van Bedr.telecomm. Grootgebruikers;;;;;1;;;;1
Nederlands Architectuur Forum;;;;;1;;1;;1
Nederlands Debat Instituut Holding B.V.;;;;;2;;;;2
Nederlandse Associatie Van Duikondernemingen;;;;;1;;;;1
Nederlandse Bereidingsapotheek B.V.;;1;;;;;;;1
Nederlandse Mediatorsvereniging;;;;;1;;;;1
Nederlandse Orde van Register EDP-Auditors;;;;;2;;2;;3
Nederlandse School voor Openbaar Bestuur B.V.;;;;;2;;;;2
Nederlandse Vereniging Bedrijfshulpverlening;;;;;;;1;;1
Nederlandse Vereniging voor Stralingshygiene;;;;;1;;;;1
Nederlandse Vereniging voor wetgeving;;;;;;;1;;1
NEDFAC B.V.;;;;;2;;;;2
NEVERREST;;;1;;;;;;1
NEVI-Purspective B.V.;;;;;3;;;;3
New Babylon Gardens B.V.;;;;;;;;1;1
New Century Woensel B.V.;;;1;;;;;;1
New Kampong Kita;;;1;;;;;;1
Next Kitchen B.V.;;;1;;;;;;1
NH Groningen;;;;;;;;1;1
Ni Hao Groningen B.V.;;;1;;;;;;1
NIBE-SVV Opleidingen B.V.;;;;;2;;;;2
Nielz CafÃƒÂ© B.V.;;;1;;;;;;1
Nieuw Atlantis B.V.;;;1;;;;;;1
Nieuw Rotterdams Café B.V.;;;1;;;;;;1
Nijmeegse Studievereniging CognAC;;1;;;;;;;1
NIMO Academy B.V.;;;;;1;;;;1
Niow;;;;;3;;;;3
Nivab B.V.;;;;;1;;;;1
NIVE Opleidingen B.V.;;;;;1;;;;1
NL Oracle User Group;;;;;1;;;;1
NLJUG B.V.;;;;;1;;;;1
Noloc;;;;;1;;;;1
Non Plus Ultra;;;1;;;;;;1
Noorderdierenpark;;;1;;;;;;1
Norbert Kögging;1;;;;;;;;1
Nox Restaurant B.V.;;;1;;;;;;1
NS Reizigers B.V.;;;;;;;;3;3
NT Publishers B.V.;;;;;1;;;;1
Numax;;;1;;;;;;1
NVB Verenig. voor Ontwikkel. & Bouwondern.;;;;;;;1;;1
OCA Operations B.V.;;2;;;;;;;2
O'Casey's Irish Pub & Restaurant;;;1;;;;;;1
Odibaan;;;1;;;;;;1
Odyssee B.V.;;;;;5;;;;5
OECD;;;1;;1;;;;1
Offtrack;;1;;;;;;;1
Oker B.V.;;;1;;;;;;1
Omni Ver. Scheidsr. Verenig. Distr. Utrecht;;;;;1;;;;1
onlinehoortoestel.nl B.V.;;3;;;;;;;3
Onlinekantoorshop.nl;;;1;;;;;;1
Ons Dorpshuis';;;1;;;;;;1
Ontbijtservice B.V.;;;1;;;;;;1
Ontwikkelzin;;;;;1;;;;1
ONYX AV B.V.;;;;;;;;1;1
Op eigen Kracht, praktijk voor ergotherapie;;1;;;;;;;1
oPEn Campus B.V.;;;;;1;;;;1
Opensource ICT Solutions B.V.;;;;;2;;;;2
Orde van Advo. in het Arrondiss. Rotterdam;;;;;1;;;;1
Orde van organisatiekundigen en -adviseurs;;;;;1;;;;1
Oriënt. Jap. Rest. 'Gouden Huis Almere' B.V.;;;1;;;;;;1
Oriental City;;;1;;;;;;1
OSR Juridische Opleidingen B.V.;;;;;1;;;;1
Oude Markt Exploitatie B.V.;;;1;;;;;;1
Ouwe Dikke Dries;;;1;;;;;;1
Oxhill7 B.V.;;1;;;;;;;1
P.W. Akkerman B.V.;;;1;;;;;;1
Paagman B.V.;;;;;1;;;;1
Palmette B.V.;;;1;;;;;;1
Pan Support;;;;;5;;;;5
Parkpaviljoen Wezenlanden B.V.;;;1;;;;;;1
Parsival;;;;;1;;;;1
Part-up B.V.;;;;;1;;;;1
Party- & Bowlingcentrum de Griethse Poort;;;1;;;;;;1
Party Centrum De Franse School;;;1;;;;;;1
Party Centrum Wijnand van Delft B.V.;;;1;;;;;;1
Party Restaurant de Hoefstal;;;1;;;;;;1
Partycentrum de Admiraal;;;1;;;;;;1
Partycentrum Fontaine;;;1;;;;;;1
Partycentrum-Restaurant 'Boerderij Mereveld';;;1;;;;;;1
Pascalino B.V.;;;1;;;;;;1
Passus Advies B.V.;;1;;;;;;;1
Patisserie Jarreau B.V.;;;1;;;;;;1
Paviljoen Genneper Parken;;;1;;;;;;1
Paviljoen Lutterzand;;;1;;;;;;1
Paviljoen Sterrebos B.V.;;;1;;;;;;1
Paviljoen Stormvogel B.V.;;;1;;;;;;1
Paviljoen van de Dame B.V.;;;1;;;;;;1
PBLQ B.V.;;;;2;1;;;;2
Pelle's Eten & Drinken;;;1;;;;;;1
PentestHero B.V.;;;;;1;;;;1
People Beachclub;;;1;;;;;;1
Percuris B.V.;;;;2;;;;;2
Percusiel;1;;;;;;;;1
Perpetua;;1;;;;;;;1
Personal Talent;;;;1;;;;;1
Perspectief in Praktijk;;1;;;;;;;1
Pestengasthuys V.O.F.;;;1;;;;;;1
Petefinnigan.com Limited;;;;;2;;;;2
Peter Sman Interieurbouw;;;1;;;;;;1
Petit Pain Lunchverzorging;;;1;;;;;;1
Petit-Restaurant 'Jupiter';;;1;;;;;;1
PG Support B.V.;;;;;1;;;;1
Philips Museum;;;1;;;;;;1
Phonsawan B.V.;;;1;;;;;;1
Physical Solutions;;2;;;;;;;2
PianoFortissimo;;;;;;2;;;2
Piatto B.V.;;;1;;;;;;1
PiCompany B.V.;;;;1;;;;;1
PIMM Solutions B.V.;;;7;;;;;;7
Pino Evenementen & Congressen B.V.;;;;;1;;;;1
Pitch en Putt Golf Bussloo;;;1;;;;;;1
Pizza-Spagetti-Huis 'Casa Di David';;;1;;;;;;1
Pizzeria Friuli;;;1;;;;;;1
Pizzeria Ristorante Da Paolo B.V.;;;1;;;;;;1
Pizzeria Ristorante Salvatore;;;1;;;;;;1
PKB-MP B.V.;;;1;;;;;;1
PKT Vastgoed;;;1;;;;;;1
Plata Foundation B.V.;;;;;1;;;;1
Platform Outsourcing Nederland;;;;;1;;;;1
Plein 19 Den Haag B.V.;;;1;;;;;;1
Plein 20 Den Haag B.V.;;;1;;;;;;1
Plein 9 A B.V.;;;1;;;;;;1
Plethora;;;;;1;;;;1
Plok B.V.;;;1;;;;;;1
PNA Products B.V.;;;;;4;;;;4
Pol Horeca Delft B.V.;;;1;;;;;;1
Pollevie;;;1;;;;;;1
Polysport Activiteitenpark;;;;;;1;;;1
Polysport B.V.;;;1;;;;;;1
POSG Professionals B.V.;;;;1;;;;;1
Prachtig B.V.;;;1;;;;;;1
Praktijk Dialogos;;1;;;;;;;1
Praktijk Doorzien;;1;;;;;;;1
Praktijk psychosociale therapie C.A. van Gogh;;;;;1;;;;1
Praktijk voor Orthopedagogiek Scherpenzeel;;1;;;;;;;1
Praktijk voor Psychotherapie Bruijning;;1;;;;;;;1
Presentatiecoach.nl;;;;;1;;;;1
Preuf en Proatlokaal De Klep;;;1;;;;;;1
PROCentrum Tactics B.V.;;;;;3;;;;3
Proefiz B.V.;;;1;;;;;;1
Proeflokaal aan de Amstel;;;1;;;;;;1
Proeflokaal Entrepothaven;;;1;;;;;;1
Proeverij de Roode Laars;;;1;;;;;;1
Proeverij Gewoon Lekker Hoorn;;;1;;;;;;1
Professional Strategies;;;;;1;1;;;1
Progres Advies B.V.;;;;;1;;;;1
Project Talent;;;;1;;;;;1
Promanent B.V.;;;;;1;;;;1
Promoboer B.V.;;;1;;;;;;1
Promostore Merchandising B.V.;;;1;;;;;;1
Proof Communication B.V.;;;1;;;;;;1
ProTaal, training en coaching;;;;;1;;;;1
Protekt Nederland;;;;;1;;;;1
Protinus IT B.V.;;1;1;2;1;;;;2
Protocolbureau;;;;;1;;;;1
Prowareness Academy B.V.;;;;;1;;;;1
Psion B.V.;;;;1;;;;;1
Psycholog. Onderzoek en Advies Bureau Boosten;;1;;;;;;;1
Psychologenpraktijk Lamfers Wezep;;1;;;;;;;1
Psychologisch Adviesbureau Leidekker;;;;;1;;;;1
Psyon B.V.;;2;;;;;;;2
Public Academy B.V.;;;;;1;;;;1
Public Support Groep B.V.;;;;5;;;;;5
Publieke Werken B.V.;;;2;;;;;;2
Punt;;;1;;;;;;1
Purple Monkey;;;;;2;;;;2
Purpuz B.V.;;;1;;;;;;1
Puur Amsterdam;;;;;;1;;;1
Puur Producties B.V.;;;1;;;;;;1
Puzzle Mysteries;;;1;;;;;;1
PVAA;;;1;;;;;;1
PvIB: Platform voor informatiebeveiliging;;;;;2;;1;;2
QO Storm Utrecht B.V.;;;1;;;;;;1
Qompas B.V.;;;;1;;;;;1
QS Gezondheidsmanagement B.V.;;3;;;;;;;3
Qualogy Consultancy B.V.;;;;;2;;;;2
Quignon Utrecht B.V.;;;1;;;;;;1
Quint Wellington Redwood Nederland B.V.;;;;;1;;;;1
Quiz Brothers;;;1;;;;;;1
Quizaway.nl;;;;;;1;;;1
QuoVadis Trustlink B.V.;;;;;;;1;;1
R & M Horeca diensten B.V.;;;1;;;;;;1
Raadgever & Raadgev. thodn 't Zusje Apeldoorn;;;1;;;;;;1
RAAKuitroepteken;;;1;;;;;;1
Radder Horecare B.V.;;;1;;;;;;1
Ramblas;;;1;;;;;;1
Randstad HR Solutions;;;;2;;;;;2
RA'Quel B.V.;;;;;2;;;;2
RAS-Examenbureau B.V.;;;;;1;;;;1
Rederij Fortuna B.V.;;;1;;;;;;1
Rederij Schuttevaer V.O.F.;;;1;;;;;;1
Refrisk B.V.;;;;1;;;;;1
Regeldat;;;;;;1;;;1
Reginbald Psychologisch Adviesbureau;;;;2;;;;;2
Register Belastingadviseurs;;;;;1;;;;1
Relax en Ontspan;;1;;;;;;;1
Relitech B.V.;;4;;;;;;;4
Rembrandt lunch & wijnbar;;;1;;;;;;1
Renée Broekmeulen Tekst & Training;;;;;1;;;;1
Re-on B.V.;;8;;;;;;;8
REQON B.V.;;;;;2;;;;2
Residentie Bach Ensembles;;;;;;1;;;1
Restaria Sterk;;;1;;;;;;1
Restaurant A1 Deventer B.V.;;;1;;;;;;1
Restaurant Allure B.V.;;;1;;;;;;1
Restaurant Ammos;;;1;;;;;;1
Restaurant Buitenzorg B.V.;;;1;;;;;;1
Restaurant Catalunia;;;1;;;;;;1
Restaurant Cathay B.V.;;;1;;;;;;1
Restaurant De Basiliek B.V.;;;1;;;;;;1
Restaurant De Grote Wielen B.V.;;;1;;;;;;1
Restaurant De Heerlijckheyt Het Loo B.V.;;;1;;;;;;1
Restaurant de Monnikendam;;;1;;;;;;1
Restaurant de Muzikant Hoogeveen V.O.F.;;;;;;1;;;1
Restaurant De Smoezer V.O.F.;;;1;;;;;;1
Restaurant De Spitsheuvel V.O.F.;;;1;;;;;;1
Restaurant de Thornsche Molen;;;1;;;;;;1
Restaurant FF Swanjéé B.V.;;;1;;;;;;1
Restaurant Fouquet;;;1;;;;;;1
Restaurant Giornale;;;1;;;;;;1
Restaurant Groeskamp B.V.;;;1;;;;;;1
Restaurant Het Hooihuis;;;1;;;;;;1
Restaurant Hofstede Meerzigt B.V.;;;1;;;;;;1
Restaurant Indrapura-Asian Home Cooking;;;1;;;;;;1
Restaurant LaSalle;;;1;;;;;;1
Restaurant Le Beau Geste;;;1;;;;;;1
Restaurant Lugar V.O.F.;;;1;;;;;;1
Restaurant Marnemoende;;;1;;;;;;1
Restaurant Mediterrance;;;1;;;;;;1
Restaurant MINGLE;;;1;;;;;;1
Restaurant Molen De Jonge Dikkert B.V.;;;1;;;;;;1
Restaurant O&O;;;1;;;;;;1
Restaurant OKAY;;;2;;;;;;2
Restaurant Onz;;;1;;;;;;1
Restaurant Oolderhof B.V.;;;1;;;;;;1
Restaurant Orchidee V.O.F.;;;1;;;;;;1
Restaurant Poppe Apeldoorn B.V.;;;2;;;;;;2
Restaurant Recht;;;1;;;;;;1
Restaurant Robuust;;;1;;;;;;1
Restaurant Room B.V.;;;1;;;;;;1
Restaurant Samen B.V.;;;1;;;;;;1
Restaurant Sizzles;;;1;;;;;;1
Restaurant Smaek;;;1;;;;;;1
Restaurant Soigné;;;1;;;;;;1
Restaurant 't Amsterdammertje B.V.;;;1;;;;;;1
Restaurant T.O.V.;;;1;;;;;;1
Restaurant Tumi;;;1;;;;;;1
Restaurant Twenty 2 V.O.F.;;;1;;;;;;1
Restaurant Unicum;;;1;;;;;;1
Restaurant Vandaag Amsterdam B.V.;;;1;;;;;;1
Restaurant Vandeijck;;;1;;;;;;1
Restaurant Wilhelminapark B.V.;;;1;;;;;;1
Restaurant-Partyaccomodatie 't Hagen;;;1;;;;;;1
Restaurant-Snackbar-Partyservice 'De Spikke';;;1;;;;;;1
RHD Training & Coaching;;;;;1;;;;1
Ribhouse Texas Twente V.O.F.;;;1;;;;;;1
Ricas Inst. v. Risico-Adv. en Veiligheidsopl.;;;;;6;;;;6
Richelle Training & Forensic Services;;;;;1;;;;1
Ridderikhoff B.V.;;;1;;;;;;1
Risk;;;;;1;;;;1
Ristorante Amore Mio;;;1;;;;;;1
Ristorante Pappagallo;;;1;;;;;;1
Ristorante Pizzeria Lanterna;;;1;;;;;;1
Ristorante Trattoria Impero Romano;;;1;;;;;;1
RMVO;;;;;1;;;;1
Roast Bar & Grill;;;1;;;;;;1
Rob Horsting;1;;;;;;;;1
Robby's Snacks B.V.;;;1;;;;;;1
Robert Oude Lashof;;;1;;;;;;1
Robin Hood;;;1;;;;;;1
Roems streetfood culinair;;;1;;;;;;1
Roessingh Diensten Groep B.V.;;1;;;;;;;1
Rokin 65 Horeca B.V.;;;1;;;;;;1
Rondvaart Zwolle;;;1;;;;;;1
Roseval Training & Coaching;;;;;1;;;;1
RosoeFood BV;;;1;;;;;;1
Roti Plaza;;;1;;;;;;1
Rotterdam Festivals;;;;;;1;;;1
Rotterdamse Fiscal. Ver. Christiaanse-Taxat.;;;;;1;;;;1
Routs, Laeven en Partners B.V.;;;;;1;;;;1
ROVC Technische Opleidingen B.V.;;;;;2;;;;2
Royal Schiphol Group N.V.;;;;;;;;1;1
Rozee B.V.;;;1;;;;;1;1
Ruimte voor aandacht;;;;;1;;;;1
Ruksanna;;;1;;;;;;1
S.B.I. Zonheuvel B.V.;;;;;2;;;;2
Safeguard Nederland B.V.;;;;;3;;;;3
Salon 1813;;;1;;;;;;1
Sam Sam CafÃƒÂ© met eetgelegenheid;;;1;;;;;;1
Sam's Pub Quiz;;;1;;;;;;1
Sanalifestyle;;1;;;;;;;1
Sancy Tres B.V.;;;1;;;;;;1
Sans Doute PrÃ©sentations;;;;;1;;;;1
Sapori d'Italia B.V.;;;1;;;;;;1
Saskia Paulissen;;;;;1;;;;1
Savant Learning Partners B.V.;;;;;6;;;;6
Savant Performing Partners B.V.;;;;;2;;;;2
SBI Training en Advies/FNV Formaat B.V.;;;;;1;;;;1
Scania Nederland B.V.;;;;;1;;;;1
Scheepskameel B.V.;;;1;;;;;;1
Scherrenberg Horeca B.V.;;;1;;;;;;1
Schetswinkel;1;;;;;;;;1
Schouten & Nelissen Nederland B.V.;;;;;3;;;;3
Schouwburg en Congrescentrum Orpheus N.V.;;;;;;1;;;1
Schumann Holding B.V.;;;;2;;;;;2
Seafood Bar Statenkwartier B.V.;;;1;;;;;;1
Secupro Government B.V.;;;;;1;;;;1
Security Academy Trainingen B.V.;;;;;2;;;;2
SEDEX V.O.F.;;;1;;;;;;1
Segment Opleidingen B.V.;;;;;3;;;;3
Sempoerna' Catering;;;1;;;;;;1
Señora Rosa;;;1;;;;;;1
Sense of China B.V.;;;1;;;;;;1
Service Theater 'Skopein';;;1;;;;;;1
SF Training Facilities;;;;;3;;;;3
Shabu Shabu Apeldoorn B.V.;;;1;;;;;;1
Shabu Shabu 's-Gravenhage B.V.;;;1;;;;;;1
Shabu Shabu Zoetermeer B.V.;;;1;;;;;;1
Sharp Sharp Rotterdam B.V.;;;1;;;;;;1
SheCompany;;;;;1;;;;1
Showgroup;;;1;;;;;;1
Shuttel B.V.;;;;;;;;9;9
Siemens Nederland N.V.;;;;;1;;;;1
Simon Peter Been;;;;;1;;;;1
Simone Leenders B.V.;;;;;1;;;;1
Sioo;;;;;1;;;;1
SIR Institute for Pharm. Pract. and Policy;;;;;1;;;;1
Sirtaki;;;1;;;;;;1
Sizzling B.V.;;;1;;;;;;1
Sjapo;;;1;;;;;;1
Sjoerd Ceelen;1;;;;;;;;1
Skils B.V.;;3;;;;;;;3
Skippy-Rent;;;1;;;;;;1
Skunk Defence B.V.;;;1;;;;;;1
Slabbers De Lange Office Support B.V.;;;;1;;;;;1
Slagerij Hein Swolfs;;;;;;1;;;1
Slagerij/Traiteur Edward Wageveld;;;1;;;;;;1
Slagerij/Traiteur Quadakkers B.V.;;;1;;;;;;1
Slot Doddendael B.V.;;;1;;;;;;1
Slot Zeist B.V.;;;1;;;;;;1
Smart WorkPlace B.V.;;;;;2;;;;2
Snack & Dine Zwolle;;;1;;;;;;1
Snackpoint Het Trefpunt;;;1;;;1;;;1
Snel-Braber Bathmen B.V.;;;2;1;;1;;;2
SnowWorld Leisure N.V.;;;;;;1;;;1
SNR Schouten & Nelissen Recovery B.V.;;;;;4;;;;4
Soap B.V.;;;1;;;;;;1
SOBA Security Academy B.V.;;;;;2;;;;2
Sociëteit Borghaerts;;1;;;;;;;1
Sodexo B.V.;;;1;;;;;;1
Solexverhuur Dinkelland;;;1;;;;;;1
Solid Sense B.V.;;5;;;;;;;5
SOLUTIONS! vpr B.V.;;3;;;;;;;3
Sonja's Brood en Banket;;;1;;;;;;1
Sopranos;;;1;;;;;;1
SOS Sport en Events B.V.;;;1;;;;;;1
SoSecure Academy B.V.;;;;;2;;;;2
South of Houston BV;;;1;;;;;;1
Spanjersberg Organisatie Advies;;;;;1;;;;1
Specialistennet Psychologie B.V.;;2;;;;;;;2
Speech Republic B.V.;;;;;1;;;;1
Speechless;;;;;2;;;;2
Speelstad Rotterdam B.V.;;;1;;;;;;1
Spellenrijk B.V.;;;;;1;;;;1
Spice Events;;;1;;;;;;1
Spiezz Restaurant;;;1;;;;;;1
Sport- en voedingcentrum;;1;;;;;;;1
Sport Eventjes;;;1;;;;;;1
Sport Service Ridderkerk B.V.;;;1;;;;;;1
Sportbedrijf Rotterdam B.V.;;;1;;;;;;1
Sportproductions;;;1;;;;;;1
Sportvereniging 'Blijft Steeds Moedig';;;1;;;;;;1
Springhaver Theater Café B.V.;;;1;;;;;;1
SPUI76 B.V.;;;1;;;;;;1
SRA;;;;;1;;;;1
SSD;;;1;;;;;;1
St. DE KOM, stadstheater en kunstencentrum;;;2;;;;;;2
St. Het Gouverneurshuis;;;1;;;;;;1
Staatvandienst B.V.;;2;;;;;;;2
Stadsarrangement.nl;;;1;;;1;;;1
Stadsbrouwerij de Maastrichter Maltezer;;;1;;;;;;1
Stadspaviljoen Eindhoven B.V.;;;1;;;;;;1
Stadsvilla Sonsbeek B.V.;;;2;;;;;;2
Stadswandelingen Utrecht;;;1;;;;;;1
Stage Entertainment B.V.;;;1;;;;;;1
Stairway To Heaven B.V.;;;1;;;;;;1
StakeholdersLab;;;;;1;;;;1
Stan Arnhem B.V.;;;1;;;;;;1
Stanislaus Brewskovitch B.V.;;;1;;;;;;1
Stavoor B.V.;;;;;3;;;;3
Steakhouse 'Steak van de Keizer';;;1;;;;;;1
Steenstraat B.V.;;;1;;;;;;1
Stef-verhuur;;;1;;;;;;1
Stegers Aalten B.V.;;;1;;;;;;1
StepEffect;;1;;;;;;;1
Stg Bouwfonds Protestantse Gem Leeuwarden;;;1;;;;;;1
Stg. Atlantic and Pacific Exchange Program;;;;;1;;;;1
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;1;;;;1
Stg. Inst. voor Verz. in de Int.med.branche;;;;;2;;;;2
Stg. met ggz, behandellocatie Roermond;;1;;;;;;;1
Stg. Ned. Inst. voor Int. Betr. 'Clingend.';;;;;1;;;;1
Sticht. Multifunction. Accommodatie B'smilde;;;1;;;;;;1
Sticht. Nederlands Register Vastg. Taxateurs;;;;;3;;;;3
Stichting Aanbestedingsrecht;;;;;1;;;;1
Stichting Accessibility;;;;;2;;;;2
Stichting Actuarieel Instituut;;;;;1;;;;1
Stichting Adelante Zorg;;2;;;;;;;2
Stichting AIESEC Nederland;;;;1;1;;;;1
Stichting Amsterdam Institute of Finance;;;;;1;;;;1
Stichting BÃƒÂ¨taBedrijvenBeurs;;;;;1;;;;1
Stichting Bartimeus Sonneheerdt;;;;;1;;;;1
Stichting Beheer Herteheym;1;;;;;;;;1
Stichting Beheer Synagoge;;;;;;;;1;1
Stichting Bewegen met Pijn;;1;;;;;;;1
Stichting Blikverruimers;;;;;1;;;;1
Stichting Buurthuis 't Streekje;1;;;;;;;;1
Stichting Centrale Rino Groep;;;;;1;;;;1
Stichting Coffeemania;;;1;;;;;;1
Stichting COI;;;;;1;;;;1
Stichting Congres Pro Memorie;;;;;1;;;;1
Stichting Cultuur Eindhoven;;;1;;;;;;1
Stichting 'De Hamar';;;1;;;;;;1
Stichting de Koninklijke Schouwburg;;;1;;;;;;1
Stichting DOMunder;;;1;;;;;;1
Stichting EFR;;;;;;1;;;1
Stichting Erfgoedhuis Zuid-Holland;;;1;;;;;;1
Stichting Europese Fiscale Studies;;;;;1;;;;1
Stichting Exit Koetshuis;;;1;;;;;;1
Stichting Federatie Mediatorsverenigingen;;;;;1;;;;1
Stichting FEMU;;;;;1;;;;1
Stichting Fonds Instituut Clingendael;;;;;1;;;;1
Stichting Fontys;;;;;1;;;;1
Stichting Fraude Film Festival;;;;;1;;;;1
Stichting Grotius Academie;;;;;1;;;;1
Stichting Hanzehogeschool Groningen;;;;;1;;;;1
Stichting Heliomare;;1;;;;;;;1
Stichting het Nationale Park de Hoge Veluwe;;;1;;;;;;1
Stichting Hoger Beroepsonderwijs Haaglanden;;;1;;2;;;;2
Stichting Hogeschool Utrecht;;;;;2;;;;2
Stichting Hogeschool van Arnhem en Nijmegen;;;;;2;;;;2
Stichting iBestuur Congres;;;2;;;;;;2
Stichting Ice, Sports & Events Zoetermeer;;;1;;;;;;1
Stichting Integrand;;;;1;;;;;1
Stichting Internat. Perscentrum 'Nieuwspoort';;;1;;;;1;1;1
Stichting Jobstap;;2;;;;;;;2
Stichting KdK Conferentiehotel;;;1;;;;;;1
Stichting Klimmendaal;;1;;;;;;;1
Stichting Luchtvaart Community Schiphol;;;;;1;;;;1
Stichting Marathon Apeldoorn;;;1;;;;;;1
Stichting MNet Benelux;;;;;1;;;;1
Stichting Modus Quartus;;1;;;;;;;1
Stichting Museumpeil;;;;;1;;;;1
Stichting Museumregister Nederland;;;;;1;;;;1
Stichting muZIEum 2012;;;1;;;;;;1
Stichting Nederland Beweegt;;;;;;1;;;1
Stichting Nederlandse Orde van Beroepscoaches;;;;;1;;;;1
Stichting Nemo Horeca;;;;;;;;1;1
Stichting Nova Contract;;;;;1;;;;1
Stichting Ongekende Talenten;;;;1;;;;;1
Stichting Overlijdensuitkering Financiën;;;;;1;;;;1
Stichting Parc Spelderholt;;;1;;;;;;1
Stichting Parkpaviljoen;;;1;;;;;;1
Stichting Pensioenfonds ABP;4;;;;;;;;4
Stichting Pleio;;;;;4;;;;4
Stichting PTC+;;;;;1;;;;1
Stichting Punt Welzijn;;1;;;;;;;1
Stichting Recruiters United;;;;1;;;;;1
Stichting Rijnbrink;;;;;1;;;;1
Stichting ROC Summa College;;;;;1;;;;1
Stichting Rock On Breda;;;1;;;;;;1
Stichting Rotterdam Partners;;;1;;;;;;1
Stichting Saxion;;;;;1;;;;1
Stichting SCHUNCK*;;;;;;1;;;1
Stichting Service Excellence;;;;;1;;;;1
Stichting Socialrun;;;;;1;;;;1
Stichting Sport en Welzijn Ridderkerk;;1;;;;;;;1
Stichting Sportevenementen Le Champion';;;1;;;;;;1
Stichting Stadscompagnie;1;;;;;;;;1
Stichting Stimulansz;;1;;;;;;;1
Stichting The Hague & Partners;;;6;;;;;;6
Stichting Toekomstbeeld der Techniek;;;;;1;;;;1
Stichting VervoerscoÃ¶rdinatiecentrum Schiphol;;;;;1;;;;1
Stichting Vogin;;;;;1;;;;1
Stichting Vrienden der Geldersche Kasteelen;;;1;;;;;;1
Stichting Welzijn Alblasserdam;;;1;;;;;;1
Stichting Welzijn Lochem;;;1;;;;;;1
Stichting Zuyd Hogeschool;;;;;1;;;;1
STOOM B.V.;;;;;;1;;;1
Stoot.com;;;;;1;;;;1
STPconsult;;1;;;;;;;1
Strandpaviljoen De Kwartel B.V.;;;1;;;;;;1
Strandpaviljoen De Staat B.V.;;;1;;;;;;1
Strandpaviljoen De Zeeuwsche Rivièra V.O.F.;;;1;;;;;;1
Strandtent Doris B.V.;;;1;;;;;;1
Strandtent Naturel;;;1;;;;;;1
Strategy Alliance Digital Transform;;;;;1;;;;1
Strategy2Impact.com;;;;2;2;;;;3
Stream B.V.;;;;;1;;;;1
Streekcentrum de Wielewaal;1;;;;;;;;1
Studievereniging A-Eskwadraat;;1;;;;;;;1
Studievereniging Balans;;1;;;;;;;1
Studievereniging Oase;;1;;;;;;;1
Studievereniging Sticky;;;;;1;;;;1
Studio Placemakers;;;1;;;;;;1
Studio Westpoort;;;1;;;;;;1
Styling Company NSRL;;;;;1;;;;1
SueTeng Projecten;;;2;;;;;;2
Sumo Den Haag 2 Sushi en Grill restaurant;;;1;;;;;;1
SunSeaBar;;;1;;;;;;1
Supreme Lounge B.V.;;;1;;;;;;1
Suzie Q Horeca B.V.;;;1;;;;;;1
Swift Car B.V.;;;;;1;;;;1
Swinckels in Twello;;;1;;;;;;1
t Goude Hooft Exploitatie B.V.;;;1;;;;;;1
t Haagsch Snoephuis;;;1;;;;;;1
t Hookhoes B.V.;;;1;;;;;;1
t Moddermannetje;;;1;;;;;;1
t Oude Tolhuys B.V.;;;1;;;;;;1
t Parkhuys;;;1;;;;;;1
t Ponton;;;1;;;;;;1
t Smoske;;;1;;;;;;1
t Veerhuis;;;1;;;;;;1
''t Ven';;;1;;;;;;1
t Vuurspoor;;;1;;;;;;1
