FID,CLUS_ID,ACNR,HOID,K_PRE_HO,K_NA_HO,LEGENDA,GEOMETRIE
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de9,C0268001876,1876,1237,5,0,HO onverdacht,"POLYGON ((188335.673797388 428157.790401837, 188319.243139397 428175.93556327, 188300.81222739 428159.790655853, 188305.812862431 428148.646383477, 188318.988365146 428158.163558469, 188322.061984763 428161.052760908, 188323.100772143 428160.076406427, 188326.815529602 428163.648288599, 188333.816418659 428156.075898394, 188335.673797388 428157.790401837))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de8,C0268001547,1547,1236,5,2,HO PV,"MULTIPOLYGON (((188238.728692012 428587.340287528, 188238.697230233 428587.39038352, 188238.697230233 428587.316691195, 188238.728692012 428587.340287528)), ((188263.900005489 428571.030687302, 188248.129847873 428594.391154424, 188238.728692012 428587.340287528, 188253.289653741 428564.155144806, 188263.900005489 428571.030687302)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de7,C0268001237,1237,1233,5,6,HO PE,"POLYGON ((188568.288440477 428274.283085075, 188534.607433665 428190.090789019, 188555.124415786 428183.162976874, 188586.80104809 428257.313194763, 188568.288440477 428274.283085075))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de6,C0268001236,1236,1232,5,5,HO PE,"POLYGON ((188538.339853394 428287.437718451, 188557.936031222 428282.400282908, 188558.76637774 428283.009203687, 188546.643318575 428294.025134161, 188544.318348324 428294.634054941, 188540.720180079 428295.96260937, 188538.339853394 428287.437718451))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de5,C0268001180,1180,1231,5,5,HO PE,"POLYGON ((188196.483117642 428585.552920164, 188177.387058788 428591.109974328, 188176.483594753 428583.754861592, 188185.493291591 428582.604687528, 188187.458172284 428581.981676576, 188189.087585542 428579.825100205, 188196.483117642 428585.552920164))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de4,C0268001179,1179,1230,6,7,HO PU,"POLYGON ((188215.232877109 428599.639471069, 188199.273178397 428603.766979356, 188196.108755377 428593.585792247, 188204.226188342 428591.384454494, 188215.232877109 428599.639471069))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de3,C0268001175,1175,1228,5,0,HO onverdacht,"POLYGON ((188243.97030602 428620.927066971, 188243.97030602 428620.885190761, 188248.074174598 428624.065223271, 188220.21351813 428634.471206923, 188220.719321102 428635.993937924, 188217.67351303 428637.011212023, 188215.578235652 428631.019233577, 188243.97030602 428620.927066971))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de2,C0268001173,1173,1227,6,3,HO PV,"POLYGON ((188277.706885209 428628.842084852, 188300.518648989 428598.532748362, 188307.537653229 428604.116047189, 188284.885412273 428634.106338032, 188277.706885209 428628.842084852))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de1,C0268001171,1171,1226,6,5,HO PE,"POLYGON ((188305.618200638 428649.738623038, 188297.999569175 428643.985778873, 188308.986983257 428629.422272472, 188317.020234118 428635.382426337, 188305.618200638 428649.738623038))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7de0,C0268001170,1170,1225,5,0,HO onverdacht,"POLYGON ((188305.659003765 428649.718717056, 188320.792557531 428630.165629889, 188327.602658139 428621.366738839, 188334.98194014 428627.775062682, 188313.815052294 428656.321232531, 188305.659003765 428649.718717056))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dde,C0268001168,1168,1224,5,5,HO PE,"POLYGON ((188332.780398743 428670.412497728, 188342.883266968 428657.281159478, 188348.844560766 428662.143443804, 188337.821162737 428674.032728082, 188332.780398743 428670.412497728))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ddd,C0268001020,1020,1223,5,3,HO PV,"POLYGON ((188407.188297877 428136.715854329, 188412.274348843 428133.113140911, 188428.772274999 428171.42841801, 188423.197403752 428173.814800277, 188407.188297877 428136.715854329))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ddc,C0268000668,668,1222,6,0,HO onverdacht,"POLYGON ((188064.047954251 428269.428091003, 188065.686549237 428265.382809632, 188062.716595825 428264.205069486, 188063.587099411 428261.952001381, 188062.409359265 428261.593558727, 188066.864289383 428250.225806013, 188080.689934576 428255.90968237, 188073.777111979 428273.319754095, 188064.047954251 428269.428091003))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dda,C0268000552,552,1221,6,3,HO PV,"POLYGON ((188757.313175901 428147.875327354, 188750.138395458 428140.465308209, 188736.259311979 428114.706670226, 188722.262609148 428088.830412892, 188734.0245443 428085.654690401, 188739.905511876 428088.124696783, 188756.960317846 428125.645269917, 188763.664620883 428141.994359778, 188757.313175901 428147.875327354))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dd9,C0268000543,543,1220,6,3,HO PV,"POLYGON ((188541.406704104 428297.926158784, 188540.734183083 428295.908595719, 188546.517863869 428294.160041062, 188554.588116129 428286.896814028, 188575.974284619 428311.376579218, 188568.980065994 428316.08422637, 188567.904032359 428316.487738983, 188566.424486111 428316.622243187, 188547.593897504 428295.505083106, 188541.406704104 428297.926158784))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dd8,C0268005546,5546,1207,5,5,HO PE,"POLYGON ((187574.915445246 428101.137494432, 187574.915445246 428101.173073636, 187573.741331505 428103.983830772, 187567.408233148 428117.681824411, 187562.320406939 428115.298017726, 187560.968397177 428118.17993327, 187554.020956647 428114.930400568, 187556.449838237 428109.961137087, 187563.352203863 428113.092107062, 187568.724663705 428101.671182495, 187569.93435665 428098.860425359, 187574.915445246 428101.137494432))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dd7,C0268005530,5530,1206,6,5,HO PE,"POLYGON ((187954.797641731 427707.930136501, 187982.033754565 427724.522050263, 187984.507568816 427729.717060191, 188008.008804205 427754.455202705, 187991.43424872 427770.287613914, 187987.476145918 427766.824273962, 187975.107074661 427778.203819519, 187970.654209008 427773.750953866, 187929.688551809 427752.712327806, 187954.797641731 427707.930136501))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dd6,C0268005386,5386,1204,5,5,HO PE,"POLYGON ((187391.579994789 427915.686485486, 187391.897449005 427894.814813546, 187462.355143804 427886.837919311, 187464.488189303 427903.514293228, 187453.934722148 427904.797823017, 187454.277545275 427907.320401295, 187413.504905082 427912.128495657, 187413.601066969 427912.609305094, 187391.579994789 427915.686485486))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dd4,C0268005382,5382,1203,5,7,HO PU,"POLYGON ((187528.305918683 427895.93494628, 187528.333831616 427895.93494628, 187534.781719166 427896.688595474, 187532.967378513 427910.310106834, 187526.603229763 427909.891412838, 187528.305918683 427895.93494628))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dd3,C0268005378,5378,1202,5,5,HO PE,"POLYGON ((187570.040968514 427864.038526848, 187570.129192516 427863.963035173, 187570.801900536 427870.328898234, 187566.370955166 427880.081585907, 187532.349468999 427876.061252804, 187534.85370401 427855.23579319, 187550.764034934 427853.119281278, 187552.33661679 427860.944069957, 187552.945362408 427866.067678908, 187559.945937015 427865.306746886, 187570.040968514 427864.038526848))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dd2,C0268005372,5372,1200,5,0,HO onverdacht,"POLYGON ((187488.121887346 427964.38566038, 187488.097043107 427964.38566038, 187489.090812646 427958.100068044, 187505.488010044 427965.975691643, 187504.300157724 427968.4720243, 187503.003586196 427971.342047155, 187488.121887346 427964.38566038))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dd1,C0268005371,5371,1199,6,4,HO PV,"POLYGON ((187489.645944225 427943.895057409, 187489.41167884 427937.101361264, 187516.305344956 427942.911142795, 187513.11933573 427949.845398169, 187489.645944225 427943.895057409))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dd0,C0268005367,5367,1198,6,4,HO PV,"POLYGON ((187466.722461778 427948.281682641, 187461.584808416 427948.13003966, 187461.831207517 427946.158846848, 187457.29746405 427946.45452577, 187456.508986925 427953.008741869, 187454.537794114 427952.220264744, 187455.030592316 427951.234668338, 187442.31639868 427949.90411319, 187442.31639868 427949.214195706, 187440.936563712 427941.47726392, 187458.97297794 427938.914713265, 187459.071537581 427939.259672007, 187474.348281872 427937.189919554, 187474.594680973 427940.146708772, 187481.498452984 427938.960189565, 187481.986915503 427944.251866857, 187481.986915503 427947.508283652, 187466.722461778 427948.281682641))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dce,C0268005120,5120,1197,6,7,HO PU,"POLYGON ((187787.400531785 427734.020859897, 187787.400531785 427733.956677306, 187795.6800861 427733.635764348, 187794.524799451 427743.712431227, 187794.909895001 427743.904979002, 187794.252427088 427750.136667268, 187796.145817084 427754.856422042, 187798.341051863 427757.792548558, 187799.438669252 427758.423678557, 187859.798495095 427765.791242733, 187859.734312504 427766.88234679, 187861.659790251 427767.010711973, 187860.632868786 427775.482814063, 187857.359556615 427781.580160263, 187808.837517375 427782.67126432, 187806.334396303 427764.250860535, 187791.87007999 427766.15390327, 187787.400531785 427734.020859897))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dcb,C0268005007,5007,1195,5,4,HO PV,"POLYGON ((187401.598485873 428105.07635487, 187401.547820257 428105.07635487, 187388.222763254 428082.428824526, 187395.619943188 428078.426240863, 187406.867709935 428102.087083527, 187401.598485873 428105.07635487))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dca,C0268004742,4742,1194,6,5,HO PE,"POLYGON ((187564.42778691 427769.011971807, 187520.084920624 427774.961932679, 187517.517042775 427758.740460408, 187562.360958397 427752.853130703, 187564.42778691 427769.011971807))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dc8,C0268004656,4656,1193,6,0,HO onverdacht,"POLYGON ((187592.329736907 427806.903265512, 187635.192322969 427801.294087583, 187636.144824882 427808.067434517, 187593.282238819 427813.359111808, 187592.329736907 427806.903265512))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dc7,C0268004543,4543,1192,5,3,HO PV,"POLYGON ((187676.911890761 428127.028849222, 187676.981980779 428126.958759203, 187681.187381882 428117.917146833, 187681.187381882 428117.987236852, 187713.14843026 428131.304340342, 187709.924289415 428140.275862694, 187676.911890761 428127.028849222))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dc6,C0268004519,4519,1191,5,5,HO PE,"POLYGON ((187481.216215835 427816.584767578, 187467.310570008 427818.856207733, 187464.540521039 427800.740087474, 187478.446166865 427798.856454174, 187481.216215835 427816.584767578))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dc5,C0268002703,2703,1190,5,5,HO PE,"POLYGON ((187390.279475513 427937.082263224, 187390.279475513 427936.991612369, 187390.642078935 427931.371259331, 187415.487472339 427927.759195392, 187414.664555627 427921.671617799, 187415.661715037 427921.580966943, 187414.755206483 427913.059786531, 187454.550932022 427908.527243759, 187457.814362818 427939.076582044, 187440.953303706 427941.433504285, 187440.772001995 427940.255043165, 187427.265024534 427941.705456852, 187427.083722823 427931.371259331, 187416.296271025 427933.274927295, 187390.279475513 427937.082263224))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dc4,C0268002559,2559,1189,5,5,HO PE,"POLYGON ((187400.095358898 428011.381021466, 187397.660569633 427995.751245218, 187404.572229482 427995.869057601, 187406.849935568 428010.399251601, 187400.095358898 428011.381021466))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dc3,C0268001909,1909,1188,5,3,HO PV,"POLYGON ((188372.850342636 427469.151891078, 188367.74365171 427485.939403776, 188368.213232485 427486.174194164, 188367.567065663 427487.922100081, 188355.123668388 427487.348146101, 188363.634819931 427466.393104026, 188372.850342636 427469.151891078))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dc2,C0268001882,1882,1187,6,6,HO PE,"POLYGON ((188304.70696017 427790.392205522, 188318.536387737 427792.028617063, 188314.465436092 427804.028968365, 188302.116081285 427802.60610792, 188304.70696017 427790.392205522))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dc1,C0268001865,1865,1186,6,2,HO PV,"POLYGON ((188370.787905554 427555.571740737, 188364.612806967 427533.678209382, 188390.195358258 427532.234679842, 188396.049672503 427531.593111157, 188399.658496353 427549.476838235, 188370.787905554 427555.571740737))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dc0,C0268001592,1592,1185,5,5,HO PE,"POLYGON ((188350.459102412 427730.621474156, 188356.363462493 427730.992776397, 188355.493796407 427747.081599002, 188349.219776781 427746.211932916, 188350.459102412 427730.621474156))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dbf,C0268001491,1491,1184,6,0,HO onverdacht,"POLYGON ((187794.180664745 427819.659120171, 187787.130012968 427819.736123932, 187787.019385849 427816.749191719, 187786.90875873 427789.756174678, 187793.767640109 427789.756174678, 187794.180664745 427819.659120171))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dbe,C0268001477,1477,1183,6,5,HO PE,"MULTIPOLYGON (((188121.500569471 427880.512002842, 188127.816821379 427880.004762922, 188130.64494413 427879.763527327, 188130.547292673 427878.526608877, 188136.406380068 427878.07090208, 188137.701208692 427880.679437992, 188134.643058537 427885.180111805, 188134.296852859 427885.237812751, 188133.142833933 427886.795738302, 188132.335020684 427886.218728839, 188126.315729555 427894.346144843, 188122.27946935 427891.416601145, 188121.500569471 427880.512002842)), ((188121.498257697 427880.479638009, 188121.500569471 427880.512002842, 188121.498257697 427880.512188494, 188121.498257697 427880.479638009)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dbd,C0268001476,1476,1182,6,1,HO PV,"POLYGON ((188270.690809121 427888.626293516, 188273.326864834 427889.234614065, 188271.501903186 427897.00759886, 188272.853726629 427901.941754425, 188273.867594211 427903.36116904, 188275.354599998 427903.969489589, 188277.382335162 427904.104671934, 188278.125838055 427905.25372186, 188277.517517506 427907.48423054, 188314.118396633 427914.921884536, 188299.55267317 427935.213735196, 188265.338618438 427912.292003947, 188270.690809121 427888.626293516))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dbc,C0268000404,404,1181,5,5,HO PE,"POLYGON ((188499.947065993 427691.472430238, 188493.014977955 427741.176366276, 188445.727165884 427737.555721733, 188446.661399216 427728.342666068, 188423.226828353 427725.545636642, 188423.982782252 427719.195623892, 188420.580989707 427714.659900499, 188422.168492895 427699.389631743, 188432.192952379 427700.392439594, 188433.711251844 427689.384768474, 188448.470078417 427690.92620867, 188449.018660924 427686.427832116, 188499.947065993 427691.472430238))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dbb,C0268000383,383,1180,6,7,HO PU,"MULTIPOLYGON (((188036.682649651 427989.421431803, 188036.687888075 427989.423548338, 188036.628131677 427989.543061135, 188036.682649651 427989.421431803)), ((188050.658937032 427962.125832405, 188042.733603924 427975.92178263, 188036.682649651 427989.421431803, 188024.856121173 427984.643036458, 188044.396463482 427957.812413533, 188050.658937032 427962.125832405)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dba,C0268006243,6243,885,5,2,HO PV,"POLYGON ((183239.917047884 426124.512945858, 183242.865265675 426107.974163128, 183248.186439249 426109.124687144, 183245.094405956 426125.555608248, 183239.917047884 426124.512945858))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7db9,C0268006210,6210,884,5,0,HO onverdacht,"POLYGON ((183790.16600441 426172.005955025, 183793.954103241 426150.404772404, 183799.275480171 426151.261604282, 183795.532477754 426172.952979733, 183790.16600441 426172.005955025))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7db8,C0268006185,6185,883,5,5,HO PE,"POLYGON ((183216.940966343 426145.446354646, 183216.862545002 426145.446354646, 183219.999398642 426128.428923647, 183251.99592402 426134.089833318, 183248.967680578 426151.75458673, 183216.940966343 426145.446354646))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7db7,C0268006165,6165,882,5,0,HO onverdacht,"POLYGON ((183047.472591254 426129.226930877, 183049.440681505 426118.923399562, 183056.849962451 426120.196869725, 183054.997642215 426130.731941069, 183047.472591254 426129.226930877))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7db6,C0268005852,5852,881,5,5,HO PE,"POLYGON ((183986.450425788 423792.836568874, 183997.314657079 423764.598503218, 184021.015641314 423773.804670648, 184009.877291329 423801.839455218, 183986.450425788 423792.836568874))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7daa,C0268005141,5141,880,6,0,HO onverdacht,"POLYGON ((183188.002340291 425713.277435352, 183186.00914059 425710.611093648, 183189.304913779 425708.163304542, 183191.245660855 425710.733483103, 183188.002340291 425713.277435352))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da9,C0268005082,5082,879,5,0,HO onverdacht,"POLYGON ((184984.587072706 425742.499141177, 184915.30806243 425681.035141207, 184945.934454168 425646.818069059, 185014.579814959 425709.126935008, 184984.587072706 425742.499141177))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da8,C0268005080,5080,878,5,2,HO PV,"POLYGON ((184997.163108274 425659.857627567, 184942.349057433 425610.958749774, 184961.364834537 425601.123002996, 184967.047710453 425607.024451063, 185044.62453879 425675.711551502, 185031.279147122 425690.46172124, 184997.163108274 425659.857627567))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da7,C0268004412,4412,876,6,0,HO onverdacht,"POLYGON ((184398.393957539 426468.062734489, 184423.285646987 426400.034878667, 184461.330331428 426414.319314089, 184438.277232678 426476.265677602, 184398.393957539 426468.062734489))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da6,C0268003878,3878,874,6,7,HO PU,"POLYGON ((184053.655640993 425627.08303751, 184053.371183037 425627.08303751, 184150.086888334 425568.484698418, 184172.559066918 425556.821922191, 184181.833970817 425570.958645561, 184144.39653337 425712.226475931, 184111.346295623 425686.780717665, 184053.655640993 425627.08303751))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da5,C0268003688,3688,872,5,5,HO PE,"POLYGON ((186203.01966753 424987.93968105, 186217.128267268 425039.813724531, 186168.531979282 425052.639724292, 186154.85091287 425000.623169704, 186203.01966753 424987.93968105))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da4,C0268002951,2951,871,6,5,HO PE,"POLYGON ((182501.665612506 426482.671894994, 182476.800745811 426487.18405227, 182458.080093281 426451.182797404, 182456.256029701 426443.118516314, 182517.218154608 426457.519018261, 182521.05828846 426459.727095226, 182524.994425659 426463.567229078, 182528.066532741 426467.791376316, 182530.370613052 426471.535506822, 182531.330646515 426476.047664098, 182501.665612506 426482.671894994))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da3,C0268002906,2906,870,6,0,HO onverdacht,"POLYGON ((182295.889320499 426346.401143498, 182297.555900599 426338.934864649, 182294.156077195 426335.668367653, 182288.156388834 426334.268440369, 182291.822865054 426318.735913836, 182312.221805479 426323.535664525, 182306.288780323 426348.93434525, 182295.889320499 426346.401143498))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da2,C0268002788,2788,869,6,6,HO PE,"POLYGON ((185989.63396032 425134.583896856, 186000.384729221 425118.691455872, 186020.016568083 425107.473262237, 186164.918235872 425069.144433983, 186203.247064126 425217.785499651, 186114.903789248 425243.9612848, 185989.63396032 425134.583896856))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da1,C0268002785,2785,868,6,0,HO onverdacht,"POLYGON ((186178.304716455 425049.728799641, 186178.608987899 425050.33734253, 186108.581491752 425068.242633668, 186086.256883191 424983.947990997, 186155.18008669 424965.749881023, 186178.304716455 425049.728799641))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7da0,C0268002632,2632,867,5,5,HO PE,"POLYGON ((184972.020366069 425485.216952879, 184921.675207598 425517.115030384, 184891.31438684 425468.691442847, 184942.043859498 425436.409051155, 184972.020366069 425485.216952879))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d9f,C0268002555,2555,866,6,5,HO PE,"POLYGON ((182414.704604481 425977.758177749, 182429.232172749 425931.695245296, 182491.046649927 425951.291071824, 182476.472372495 425998.532922547, 182414.704604481 425977.758177749))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d9e,C0268002232,2232,865,6,7,HO PU,"POLYGON ((185778.860738041 424985.455717828, 185796.770000638 425000.286825916, 185759.459036895 425036.665015566, 185745.747257719 425023.419623437, 185778.860738041 424985.455717828))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d9d,C0268002229,2229,864,6,5,HO PE,"POLYGON ((186149.358772294 425432.662319578, 186029.209473523 425309.498522271, 186091.222014824 425253.514978041, 186207.926172412 425380.123916531, 186149.358772294 425432.662319578))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d9c,C0268002040,2040,863,6,6,HO PE,"POLYGON ((186363.518749097 424523.99918971, 186359.30737755 424493.411333215, 186358.864075282 424475.457591359, 186360.415633221 424469.694661874, 186375.931212602 424443.983130328, 186430.90069384 424453.735780225, 186408.957231572 424523.777538576, 186363.518749097 424523.99918971))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d9b,C0268000939,939,862,5,0,HO onverdacht,"POLYGON ((186186.734698242 424942.88281973, 185909.509259487 425022.090087946, 185638.416165266 424801.042895127, 185643.383311971 424793.946971264, 185692.481344576 424721.102468726, 185771.688612792 424640.311055146, 185831.886136636 424627.637892231, 186085.349394926 424542.094042558, 186186.734698242 424942.88281973))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d9a,C0268000345,345,861,6,6,HO PE,"POLYGON ((186003.875782982 425643.124324869, 185963.275388961 425605.579874484, 185987.286374672 425580.259198644, 186026.140515186 425617.803649028, 186003.875782982 425643.124324869))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d99,C0268000778,778,852,3,3,HO PV,"POLYGON ((188210.72236358 425114.33744402, 188225.959517983 425075.796406411, 188245.180242166 425081.672171834, 188232.333229629 425123.200886777, 188210.72236358 425114.33744402))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d98,C0268005481,5481,851,6,6,HO PE,"POLYGON ((187123.943601643 425383.401659732, 187074.910861224 425399.219465256, 187070.947377841 425382.316374358, 187119.558335804 425368.793901639, 187123.943601643 425383.401659732))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d97,C0268001083,1083,849,7,7,HO PU,"POLYGON ((187398.35697192 427809.084856579, 187394.302909484 427784.488386045, 187406.363120558 427782.538153202, 187415.422709806 427781.274024469, 187420.268536613 427806.02987881, 187398.35697192 427809.084856579))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d96,C0268004873,4873,848,6,0,HO onverdacht,"POLYGON ((186830.325010042 425569.61171955, 186826.50446204 425560.039808966, 186848.770451468 425553.631147802, 186851.440726953 425563.367383031, 186830.325010042 425569.61171955))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d95,C0268004870,4870,847,5,5,HO PE,"POLYGON ((186902.017599461 425746.013055003, 186903.807132261 425754.662463535, 186868.463859465 425763.759255267, 186866.376071199 425754.960719002, 186902.017599461 425746.013055003))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d94,C0268004866,4866,846,6,6,HO PE,"POLYGON ((186943.68760901 425908.358548412, 186868.898406116 425927.696566606, 186853.754175 425902.067867794, 186862.601876213 425892.514235852, 186858.86667899 425874.905448945, 186900.354048142 425865.167256186, 186912.006022785 425912.148695577, 186942.727887712 425904.675809513, 186943.68760901 425908.358548412))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d93,C0268004810,4810,844,6,7,HO PU,"POLYGON ((187163.924574153 424907.907837991, 187143.882157321 424911.092147207, 187119.156932819 424909.219024139, 187116.909185137 424896.856411888, 187145.380655776 424898.354910342, 187162.426075698 424895.732538047, 187163.924574153 424907.907837991))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d92,C0268004582,4582,843,6,6,HO PE,"POLYGON ((186916.030300736 425132.983071776, 186915.073750998 425107.395366266, 186915.073750998 425077.024912063, 186929.900271947 425073.916125412, 186949.270404156 425069.133376719, 186950.944366199 425079.894561279, 186952.379190807 425079.894561279, 186961.705550759 425131.787384603, 186916.030300736 425132.983071776))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d91,C0268004546,4546,842,6,0,HO onverdacht,"POLYGON ((187026.841903058 425741.535107598, 187025.827389675 425737.026159228, 187028.645482406 425736.575264391, 187029.54727208 425741.19693647, 187026.841903058 425741.535107598))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d90,C0268002582,2582,841,5,0,HO onverdacht,"POLYGON ((187797.425696638 425411.717457909, 187781.337478415 425411.888609167, 187774.320276849 425352.499122747, 187796.741091607 425352.670274004, 187797.425696638 425411.717457909))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d8f,C0268002464,2464,840,6,7,HO PU,"POLYGON ((188145.72358478 424995.921002058, 188144.10528818 425009.811381208, 188099.039613576 425006.804362494, 188099.345396304 424992.366014516, 188145.72358478 424995.921002058))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d8e,C0268002345,2345,839,6,6,HO PE,"POLYGON ((186688.780889216 425192.575859404, 186696.108865274 425192.387282056, 186702.791487741 425218.222378739, 186708.728182031 425241.9691559, 186676.670032863 425242.444091443, 186675.007758462 425192.813327176, 186688.780889216 425192.575859404))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d8d,C0268002344,2344,838,5,5,HO PE,"POLYGON ((186959.628071384 425272.988144911, 186959.787257032 425272.988144911, 186952.146345952 425273.624887501, 186943.962359322 425274.640601649, 186939.373250531 425258.108490953, 186926.794629408 425208.878370354, 186925.49339274 425189.468256726, 186923.43310135 425183.395818942, 186942.301033033 425182.745200608, 186942.6263422 425209.203679521, 186943.493833312 425211.155534522, 186959.628071384 425272.988144911))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d8c,C0268002343,2343,837,5,5,HO PE,"POLYGON ((186969.555273175 425248.026445542, 186969.695374347 425248.166546713, 186961.079152314 425250.408165453, 186958.6133717 425241.322604497, 186951.720394074 425242.947778084, 186948.301925495 425229.946389391, 186955.067482107 425228.086150776, 186949.99789061 425209.161869159, 186949.770055443 425182.277319447, 186958.487280646 425181.828642121, 186958.837533574 425209.848876373, 186962.031840279 425221.540319115, 186962.64482428 425221.541229944, 186969.622886707 425219.605009805, 186970.773333515 425224.036115819, 186963.822495421 425225.972420716, 186965.491854299 425232.359944017, 186969.555273175 425248.026445542))"
