FID,CLUS_ID,ACNR,HOID,K_PRE_HO,K_NA_HO,LEGENDA,GEOMETRIE
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7670,C0268002675,2675,,2,0,PreHO PV,"POLYGON ((185824.804802955 429047.988534684, 185823.076655211 429000.176447075, 185776.416666098 428971.373984659, 185822.212581338 428902.536099486, 185916.972682685 428970.221886163, 185916.396633436 428974.542255525, 185940.014652617 428990.959659102, 185942.606874234 429040.499894456, 185824.804802955 429047.988534684))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-766f,C0268000637,637,,3,0,PreHO PV,"POLYGON ((186771.755393054 428934.476037099, 186777.68695279 428935.032120824, 186774.721172922 428945.597711604, 186768.233529461 428945.968434087, 186771.755393054 428934.476037099))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-766e,C0268000646,646,,1,0,PreHO PV,"POLYGON ((186335.623561373 429085.522278969, 186325.057970594 429055.308396564, 186329.692001637 429053.640145388, 186340.628314901 429084.410111518, 186335.623561373 429085.522278969))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-766d,C0268006075,6075,,4,0,PreHO PV,"POLYGON ((185371.52337757 428374.031032839, 185352.245229329 428347.085439275, 185369.989888506 428333.941247293, 185398.907110867 428354.095674999, 185371.52337757 428374.031032839))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-766c,C0268006077,6077,,1,0,PreHO PV,"POLYGON ((185316.098701378 428400.319416804, 185325.518705632 428393.090111214, 185319.60381924 428382.574757628, 185344.796853873 428363.953818986, 185363.417792514 428389.804063218, 185331.433592024 428412.806399187, 185316.098701378 428400.319416804))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-766b,C0268006057,6057,,1,0,PreHO PV,"POLYGON ((186078.368136762 427608.673189497, 186086.506908145 427592.771282333, 186117.434239401 427607.54628269, 186117.309027534 427608.422765762, 186110.547586692 427623.322977987, 186078.368136762 427608.673189497))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7669,C0268006084,6084,,1,0,PreHO PV,"POLYGON ((186097.807279181 427699.827428988, 186098.589853352 427698.105765811, 186095.616071501 427693.253805948, 186096.242130838 427692.627746611, 186095.616071501 427691.375627936, 186099.998486861 427689.184420256, 186103.754842884 427695.445013628, 186100.937575867 427696.853647137, 186103.441813215 427700.296973491, 186107.354684073 427702.018636668, 186106.728624735 427703.583785011, 186097.807279181 427699.827428988))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7668,C0268003292,3292,,3,0,PreHO PV,"POLYGON ((186396.919687136 427669.733794466, 186394.539688693 427669.733794466, 186392.424134521 427668.411573109, 186391.630801707 427666.824907481, 186391.366357436 427664.444909038, 186392.15969025 427662.064910595, 186394.275244421 427659.949356424, 186397.184131407 427659.949356424, 186398.506352764 427660.478244967, 186400.357462664 427661.800466324, 186401.150795478 427663.122687681, 186401.41523975 427665.238241852, 186400.886351207 427667.618240295, 186399.299685578 427669.204905924, 186396.919687136 427669.733794466))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7667,C0268000403,403,,4,0,PreHO PV,"POLYGON ((186616.247632396 427718.554746676, 186641.249414147 427733.912984038, 186629.998612359 427750.342726332, 186606.06833554 427733.912984038, 186616.247632396 427718.554746676))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7666,C0268001469,1469,,1,0,PreHO PV,"POLYGON ((186610.488293385 427909.327270649, 186594.86217979 427897.272840161, 186668.52814388 427795.033411213, 186688.842091553 427810.436294613, 186610.488293385 427909.327270649))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7665,C0268001471,1471,,8,0,PreHO PU,"POLYGON ((186228.54143109 427484.296980871, 186262.918880999 427505.950309709, 186267.160254689 427541.220680395, 186262.918880999 427540.104529424, 186200.41442662 427560.864937485, 186197.735664289 427564.213390399, 186197.065973706 427569.57091506, 186188.359996132 427537.202536899, 186228.54143109 427484.296980871))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7664,C0268002683,2683,,2,0,PreHO PV,"POLYGON ((186206.218411669 427660.872064492, 186197.958894483 427654.39838886, 186201.977037979 427648.817634004, 186210.683015553 427655.068079442, 186206.218411669 427660.872064492))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7663,C0268005584,5584,,4,0,PreHO PV,"POLYGON ((186448.382987498 427955.279631669, 186441.21199182 427949.368405502, 186453.228254848 427933.185212553, 186461.271398649 427939.387154761, 186448.382987498 427955.279631669))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7662,C0268000766,766,,2,0,PreHO PV,"POLYGON ((186398.798536591 428113.537690849, 186384.70151023 428098.423353308, 186394.438631531 428090.5755242, 186407.809007048 428106.125852247, 186398.798536591 428113.537690849))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7661,C0268003694,3694,,8,0,PreHO PU,"POLYGON ((186606.165500273 427881.515218878, 186620.97065707 427860.865921241, 186637.85373061 427875.021729055, 186632.658938752 427881.255479285, 186630.840761601 427879.307432339, 186620.321308088 427892.684021374, 186606.165500273 427881.515218878))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7660,C0268003707,3707,,1,0,PreHO PV,"POLYGON ((186450.405623977 428149.864000909, 186424.336213384 428114.163852646, 186426.494827 428112.503380633, 186437.453942281 428125.122967927, 186438.782319891 428125.62110953, 186448.579104763 428118.315032676, 186464.021494477 428139.901168836, 186450.405623977 428149.864000909))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-765f,C0268000784,784,,3,0,PreHO PV,"POLYGON ((185766.169390151 428498.244029116, 185744.8810869 428486.653730679, 185834.528497259 428372.879576634, 185835.947717476 428408.83315546, 185766.169390151 428498.244029116))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-765e,C0268000785,785,,2,0,PreHO PV,"POLYGON ((185580.464424786 428422.197479167, 185626.589081831 428359.042179521, 185704.173120348 428414.628304678, 185665.144564387 428465.010622374, 185580.464424786 428422.197479167))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-765d,C0268006091,6091,,1,0,PreHO PV,"POLYGON ((185377.820148762 428637.627662184, 185361.320657774 428636.080834904, 185364.929921428 428521.100007085, 185460.317603699 428527.287316205, 185542.815058636 428541.208761726, 185542.299449543 428467.992270469, 185544.87749501 428442.727424895, 185554.674067784 428417.46257932, 185606.234977119 428444.789861268, 185603.141322559 428656.705198638, 185552.096022317 428655.158371358, 185377.820148762 428637.627662184))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-765c,C0268005211,5211,,2,0,PreHO PV,"POLYGON ((186397.313934409 428278.589387582, 186394.701004976 428271.27318517, 186387.036411974 428294.092768882, 186381.984748404 428292.350815927, 186388.778364929 428271.447380466, 186381.462162518 428268.834451033, 186390.171927293 428265.87313101, 186381.636357813 428244.272914366, 186407.939847435 428233.995391931, 186417.520588688 428262.73761569, 186420.656104007 428273.363528716, 186404.107550934 428278.240996991, 186404.281746229 428276.150653445, 186397.313934409 428278.589387582))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-765b,C0268003943,3943,,3,0,PreHO PV,"POLYGON ((186693.472623837 428144.065568941, 186693.537382154 428144.777910425, 186694.897306806 428145.036943692, 186696.062956508 428150.088092399, 186694.443998589 428151.836566952, 186678.966760884 428153.520283187, 186678.06014445 428143.871293991, 186677.024011382 428143.936052308, 186676.635461481 428140.827653103, 186680.326685536 428140.762894787, 186682.398951672 428147.692034679, 186687.061550479 428146.720659928, 186686.737758895 428145.68452686, 186693.472623837 428144.065568941))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-765a,C0268003946,3946,,1,0,PreHO PV,"POLYGON ((186396.008331373 428213.25477115, 186404.988488579 428235.894885796, 186396.387774635 428239.056912981, 186387.660579604 428216.543279422, 186396.008331373 428213.25477115))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7659,C0268003017,3017,,3,0,PreHO PV,"POLYGON ((186620.385780439 427951.691882384, 186628.480570034 427944.735422577, 186632.401483743 427944.10301714, 186639.357943551 427948.276893024, 186648.21161967 427958.901304367, 186652.259014467 427966.996093961, 186637.081283978 427972.308299632, 186620.385780439 427951.691882384))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7656,C0268003018,3018,,1,0,PreHO PV,"POLYGON ((186678.94652391 428066.789671928, 186649.476430544 428074.125574998, 186648.464581844 428069.951699113, 186677.681713036 428062.362833869, 186678.94652391 428066.789671928))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7655,C0268003019,3019,,1,0,PreHO PV,"POLYGON ((186686.914832417 428097.524576169, 186663.262869072 428103.34270619, 186660.480285148 428092.844775935, 186680.717259134 428088.291456788, 186683.37336197 428088.417937875, 186684.891135019 428089.556267662, 186686.914832417 428097.524576169))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7654,C0268003021,3021,,3,0,PreHO PV,"POLYGON ((186675.025610201 428136.480751091, 186695.136103099 428131.042064333, 186697.159800498 428137.619080878, 186683.37336197 428140.654626976, 186676.669864337 428140.654626976, 186675.025610201 428136.480751091))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7653,C0268003023,3023,,4,0,PreHO PV,"POLYGON ((186688.812048728 428161.144563136, 186702.724968344 428159.373827913, 186706.266438791 428174.17211514, 186690.70926504 428178.093028849, 186685.144097194 428178.472472112, 186685.017616106 428175.310444926, 186682.993918708 428162.535855098, 186688.812048728 428161.144563136))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7652,C0268003024,3024,,3,0,PreHO PV,"POLYGON ((186754.076289832 428360.225794721, 186726.123969515 428367.182254528, 186724.85915864 428361.870048857, 186752.558516783 428354.534145787, 186754.076289832 428360.225794721))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7651,C0268003029,3029,,4,0,PreHO PV,"POLYGON ((186701.026993459 428091.078941934, 186699.070970445 428084.143951248, 186718.45338031 428079.520624125, 186719.875942502 428086.45561481, 186701.026993459 428091.078941934))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7650,C0268003030,3030,,1,0,PreHO PV,"POLYGON ((186718.275560036 428160.428848789, 186732.856822503 428156.872443309, 186752.239232368 428155.627701391, 186753.66179456 428164.340894817, 186721.476324968 428172.52062742, 186718.275560036 428160.428848789))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-764f,C0268001150,1150,,1,0,PreHO PV,"POLYGON ((185216.865351709 427068.325900105, 185234.805334077 427081.585887074, 185232.465336377 427085.641883088, 185229.96933883 427083.457885234, 185227.16134159 427087.513881248, 185210.937357534 427076.437892133, 185216.865351709 427068.325900105))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-764e,C0268001158,1158,,1,0,PreHO PV,"POLYGON ((184858.648656676 427580.806121829, 184898.559750401 427610.603997234, 184892.780768504 427617.466538237, 184852.86967478 427588.210442384, 184858.648656676 427580.806121829))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-764d,C0268002760,2760,,1,0,PreHO PV,"POLYGON ((185451.917570869 427402.774401665, 185441.844859872 427416.708318544, 185436.472747341 427412.511355628, 185446.377579821 427398.745317266, 185451.917570869 427402.774401665))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-764c,C0268003888,3888,,1,0,PreHO PV,"POLYGON ((186025.798918687 427485.009106931, 185998.371172534 427523.37429787, 185993.99619462 427520.345467006, 186021.423940773 427481.643739305, 186025.798918687 427485.009106931))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-764b,C0268003890,3890,,4,0,PreHO PV,"POLYGON ((185987.265459367 427457.076555634, 185951.760830911 427490.393695133, 185940.655117744 427482.31681283, 185968.924205805 427443.78335351, 185987.265459367 427457.076555634))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-764a,C0268004467,4467,,4,0,PreHO PV,"POLYGON ((185650.797521005 428131.600277045, 185632.393092492 428129.722274136, 185601.71904497 428097.04502351, 185613.988663979 428081.770599846, 185630.765489971 428093.163817497, 185639.529503548 428100.801029329, 185629.889088613 428109.815443295, 185650.797521005 428131.600277045))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7649,C0268003086,3086,,3,0,PreHO PV,"POLYGON ((185421.590372066 428096.282480724, 185396.326817246 428103.617061156, 185362.302513576 428110.544164897, 185360.061391777 428104.228276192, 185419.145511922 428088.336685257, 185421.590372066 428096.282480724))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7648,C0268000787,787,,1,0,PreHO PV,"POLYGON ((185312.244002129 428179.917071482, 185304.094468316 428161.336134388, 185361.630177036 428144.711085409, 185367.008869353 428163.943985208, 185312.244002129 428179.917071482))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7647,C0268000788,788,,3,0,PreHO PV,"POLYGON ((185253.404367998 428029.802658644, 185245.580815538 428018.23032063, 185286.328484603 428004.050131795, 185278.17895079 427981.231437118, 185281.112782963 427980.25349306, 185293.663065035 428014.970507104, 185253.404367998 428029.802658644))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7646,C0268005061,5061,,1,0,PreHO PV,"POLYGON ((184421.161450382 426969.888331936, 184410.558235753 426985.64588701, 184405.256628439 426982.111482134, 184415.859843068 426966.35392706, 184421.161450382 426969.888331936))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7645,C0268002529,2529,,1,0,PreHO PV,"POLYGON ((184389.486593628 428939.295813768, 184398.836985217 428957.07989189, 184353.735096373 428979.264154289, 184344.751386806 428961.480076168, 184389.486593628 428939.295813768))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7643,C0268001117,1117,,1,0,PreHO PV,"POLYGON ((184025.618869834 429104.757162672, 183955.62018339 429048.811242824, 183968.612363828 429032.637303911, 184037.815610654 429089.643809917, 184025.618869834 429104.757162672))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7642,C0268001118,1118,,2,0,PreHO PV,"POLYGON ((184010.505517079 429123.582566981, 183940.506830635 429066.576060975, 183955.089890311 429048.811242824, 184026.149162913 429105.287455751, 184010.505517079 429123.582566981))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7641,C0268001119,1119,,1,0,PreHO PV,"POLYGON ((183988.763500835 429150.097220937, 183918.499667851 429093.090714931, 183940.241684095 429066.576060975, 184010.505517079 429123.84771352, 183988.763500835 429150.097220937))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7640,C0268000876,876,,4,0,PreHO PV,"POLYGON ((188105.185981566 428861.637298366, 188094.184683384 428841.327209414, 188107.845636071 428836.370580563, 188114.494772335 428851.119573731, 188105.185981566 428861.637298366))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-763f,C0268005022,5022,,4,0,PreHO PV,"POLYGON ((188079.556583603 428813.763517265, 188088.019120666 428809.65314212, 188092.371282584 428819.445506437, 188084.392319067 428823.193201422, 188079.556583603 428813.763517265))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-763e,C0268003868,3868,,4,0,PreHO PV,"POLYGON ((188076.471282918 428946.168044244, 188082.304159614 428943.092527441, 188084.213101078 428947.758828797, 188091.636762328 428944.683311994, 188092.167023845 428945.637782726, 188086.228094846 428948.289090315, 188091.000448506 428958.364059154, 188084.213101078 428961.333523654, 188076.471282918 428946.168044244))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-763d,C0268005614,5614,,3,0,PreHO PV,"POLYGON ((187717.31793425 429077.581480101, 187717.176517887 429075.318818288, 187725.802916049 429072.631907385, 187723.823086962 429065.843921947, 187723.398837873 429064.854007403, 187727.641328772 429063.43984377, 187725.944332412 429056.793274695, 187733.863648757 429054.813445609, 187737.82330693 429069.944996482, 187733.156566941 429071.359160115, 187734.00506512 429075.601651015, 187727.075663318 429077.298647374, 187726.509997865 429074.611736471, 187717.31793425 429077.581480101))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-763c,C0268003746,3746,,4,0,PreHO PV,"POLYGON ((187809.054729126 429051.617435798, 187819.689239647 429055.011428517, 187818.55790874 429061.799413956, 187823.875164001 429063.496410316, 187822.404433822 429069.379331029, 187806.339534951 429066.664136854, 187809.054729126 429051.617435798))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-763b,C0268003748,3748,,1,0,PreHO PV,"POLYGON ((187837.564267968 429040.869792187, 187838.921865056 429031.932278026, 187843.10778941 429032.837342751, 187841.637059232 429042.001123093, 187837.564267968 429040.869792187))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-763a,C0268004201,4201,,4,0,PreHO PV,"POLYGON ((187787.333175723 429032.384810388, 187781.67652119 429051.278036526, 187771.720809214 429048.562842351, 187772.85214012 429043.698119453, 187765.385356138 429041.322324549, 187757.918572155 429043.811252543, 187756.674108158 429039.399062008, 187763.688359778 429037.136400195, 187778.621927743 429042.001123093, 187782.694719006 429030.235281666, 187787.333175723 429032.384810388))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7639,C0268000263,263,,3,0,PreHO PV,"POLYGON ((187890.963086752 429074.470320108, 187899.108669279 429074.357187017, 187899.221802369 429107.618315667, 187890.963086752 429108.29711421, 187890.963086752 429074.470320108))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7638,C0268005751,5751,,1,0,PreHO PV,"POLYGON ((187917.436229963 429061.573147775, 187918.115028507 429067.003536125, 187922.300952861 429066.777269944, 187923.771683039 429077.751179737, 187916.644298328 429078.543111371, 187915.739233603 429070.510661935, 187913.702837972 429070.623795026, 187912.458373975 429061.799413956, 187917.436229963 429061.573147775))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7637,C0268003070,3070,,3,0,PreHO PV,"POLYGON ((187861.136530282 428974.513818029, 187869.378317664 428979.421848717, 187862.54874666 428999.262331262, 187856.876730063 428999.262331262, 187856.598917005 428996.461049596, 187850.116612323 428992.479062434, 187854.746829953 428983.496440231, 187855.580269126 428984.052066347, 187861.136530282 428974.513818029))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7635,C0268005608,5608,,4,0,PreHO PV,"POLYGON ((187882.921704233 428911.056685407, 187891.71911773 428922.863740364, 187887.899188185 428936.407126932, 187873.429758091 428931.661153861, 187875.513356024 428922.516474041, 187858.728817115 428918.696544496, 187859.770616082 428914.297837748, 187873.545513531 428917.538990089, 187880.027818214 428921.474675074, 187881.995660707 428918.812299937, 187878.291486602 428914.297837748, 187882.921704233 428911.056685407))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7634,C0268005609,5609,,3,0,PreHO PV,"POLYGON ((187900.285020346 428934.670795321, 187899.011710498 428929.92482225, 187906.535814147 428928.188490638, 187907.693368554 428932.934463709, 187900.285020346 428934.670795321))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7632,C0268002757,2757,,4,0,PreHO PV,"POLYGON ((187811.037575524 429021.718886768, 187807.333401419 429020.561332361, 187806.986135097 429012.458451508, 187804.786781723 429003.776793451, 187811.847863609 429003.313771688, 187811.037575524 429021.718886768))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7630,C0268004580,4580,,4,0,PreHO PV,"POLYGON ((187778.626052112 429015.352337527, 187776.77396506 429011.300897101, 187782.330226216 429008.985788285, 187777.468497705 429000.304130229, 187781.28842725 428998.336287736, 187789.854329865 429015.699603849, 187785.571378558 429026.349104399, 187775.616410653 429022.529174854, 187778.626052112 429015.352337527))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-762f,C0268004579,4579,,4,0,PreHO PV,"POLYGON ((187786.045975865 428995.951725656, 187792.065258784 428992.803177668, 187800.492254871 429004.563930449, 187803.548198507 429012.620509125, 187804.01122027 429015.676452761, 187804.196428975 429018.361978987, 187804.01122027 429019.56583557, 187803.826011565 429020.399274744, 187792.250467489 429017.343331108, 187793.732137131 429013.824365709, 187791.972654431 429010.398004663, 187788.36108468 429012.620509125, 187786.508997628 429008.453313258, 187790.120567379 429006.601226206, 187786.045975865 428995.951725656))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-762c,C0268003290,3290,,4,0,PreHO PV,"POLYGON ((187662.409587214 428983.347217205, 187655.315008877 428987.31537119, 187651.707596163 428979.138569039, 187659.283162862 428975.771650506, 187662.409587214 428983.347217205))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-762b,C0268003186,3186,,4,0,PreHO PV,"POLYGON ((187675.035531712 429029.40185285, 187656.397232691 428999.219833145, 187653.39105543 429000.662798231, 187650.86586653 428994.530196617, 187671.78886027 428986.353394466, 187675.636767164 428994.530196617, 187676.839238069 428994.049208256, 187682.611098411 429005.71317603, 187679.123932787 429007.757376568, 187675.997508436 429002.706998768, 187671.548366089 429005.111940578, 187682.851592592 429023.990733779, 187675.035531712 429029.40185285))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-762a,C0268001511,1511,,4,0,PreHO PV,"POLYGON ((187662.770328485 428909.154762393, 187663.612058119 428902.781666599, 187669.023177189 428900.49697188, 187669.023177189 428908.794021122, 187662.770328485 428909.154762393))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7629,C0268005613,5613,,3,0,PreHO PV,"POLYGON ((187715.462510547 429027.725768692, 187724.217953384 429024.550717992, 187726.142226535 429030.515964761, 187724.699021672 429030.900819391, 187726.238440193 429035.903929584, 187716.809501752 429039.367621256, 187715.751151519 429035.422861296, 187703.820657983 429039.271407598, 187701.896384831 429032.921306199, 187708.150272572 429031.093246706, 187709.785904751 429036.384997871, 187715.558724204 429034.556938378, 187713.634451053 429028.206836979, 187715.462510547 429027.725768692))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7628,C0268005615,5615,,4,0,PreHO PV,"POLYGON ((187709.112409148 429056.301224985, 187719.888338794 429053.222387943, 187720.754261712 429056.589865958, 187710.074545724 429059.668702999, 187709.112409148 429056.301224985))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7627,C0268004997,4997,,8,0,PreHO PU,"POLYGON ((187307.600706656 428445.198514934, 187177.793495626 428717.11693804, 187139.982723663 428527.099425018, 187192.050436421 428419.459441913, 187307.600706656 428445.198514934))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7626,C0268003091,3091,,4,0,PreHO PV,"POLYGON ((187940.189980621 428715.455338346, 187938.262371044 428708.515943869, 187944.623482648 428707.359378123, 187946.358331267 428713.913250685, 187940.189980621 428715.455338346))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7625,C0268002102,2102,,3,0,PreHO PV,"POLYGON ((187926.414186491 428719.044093824, 187916.791257112 428721.196591185, 187912.48626239 428700.431322525, 187921.855956785 428698.278825164, 187926.414186491 428719.044093824))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7624,C0268003714,3714,,1,0,PreHO PV,"POLYGON ((187934.137853493 428717.144831446, 187931.605503656 428706.508962133, 187937.42990828 428705.242787214, 187940.088875609 428715.625421544, 187934.137853493 428717.144831446))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7623,C0268002098,2098,,1,0,PreHO PV,"POLYGON ((187916.701834937 428720.776390119, 187911.295802736 428722.063540644, 187906.919490954 428701.469132258, 187912.454238208 428700.310696787, 187916.701834937 428720.776390119))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7622,C0268002097,2097,,1,0,PreHO PV,"POLYGON ((187903.444184539 428699.152261315, 187899.067872757 428700.181981734, 187899.968878124 428692.201648485, 187901.770888858 428691.300643118, 187901.513458753 428695.033379638, 187903.830329696 428694.389804376, 187903.444184539 428699.152261315))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7621,C0268003039,3039,,1,0,PreHO PV,"POLYGON ((187890.413120283 428633.272211659, 187894.065354916 428633.368323097, 187894.065354916 428649.515044632, 187890.509231721 428649.515044632, 187890.413120283 428633.272211659))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7620,C0268002099,2099,,1,0,PreHO PV,"POLYGON ((187930.550120626 428688.753567336, 187921.512512777 428690.761924636, 187922.66014552 428678.424872652, 187929.545941976 428678.281418559, 187930.550120626 428688.753567336))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-761d,C0268003996,3996,,4,0,PreHO PV,"POLYGON ((187983.197772701 428557.062710105, 187972.151807551 428545.156020398, 187976.59888443 428540.852397613, 187987.644849579 428552.902541412, 187983.197772701 428557.062710105))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-761c,C0268004002,4002,,4,0,PreHO PV,"POLYGON ((187898.272949736 428562.083603354, 187880.915004502 428545.299474491, 187891.100245094 428534.396963435, 187903.293842986 428545.012566306, 187909.892731257 428548.598918627, 187898.272949736 428562.083603354))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-761b,C0268002404,2404,,1,0,PreHO PV,"POLYGON ((188172.324062355 428716.94229658, 188168.450801848 428711.634495145, 188168.163893663 428711.777949238, 188181.64857839 428704.174882317, 188185.234930711 428708.191596917, 188172.324062355 428716.94229658))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-761a,C0268005220,5220,,3,0,PreHO PV,"POLYGON ((188026.86161221 428508.790407862, 188016.389463433 428505.490963727, 188026.86161221 428479.9561352, 188036.759944617 428483.9728498, 188026.86161221 428508.790407862))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7619,C0268004454,4454,,1,0,PreHO PV,"POLYGON ((187795.766416203 428749.99821993, 187802.756489642 428746.43185593, 187804.183035242 428749.99821993, 187808.177362922 428748.57167433, 187809.461253961 428753.27927481, 187798.619507403 428757.844220729, 187795.766416203 428749.99821993))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7618,C0268001296,1296,,1,0,PreHO PV,"POLYGON ((188296.481099404 425491.856210051, 188252.686161652 425490.921086825, 188252.37445391 425464.425928754, 188296.481099404 425466.452029077, 188296.481099404 425491.856210051))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7616,C0268003093,3093,,4,0,PreHO PV,"POLYGON ((190096.526667737 426905.156198132, 190093.571687375 426897.276250499, 190100.138310402 426823.073410283, 190141.508035478 426791.225288598, 190177.624462132 426779.405367148, 190203.234291941 426771.525419514, 190208.159259212 426773.823737574, 190219.979180662 426796.47858702, 190221.94916757 426821.431754526, 190223.262492176 426825.700059494, 190236.06740708 426853.279876212, 190257.408931921 426859.84649924, 190260.363912284 426863.786473056, 190246.245672774 426878.889706021, 190250.18564659 426894.977932439, 190242.634030108 426911.72282116, 190236.06740708 426918.289444188, 190224.24748563 426924.527736065, 190230.157446355 426939.630969029, 190214.397551088 426938.645975575, 190206.189272303 426933.392677152, 190178.281124435 426952.107552782, 190154.969612685 426950.137565873, 190147.089665052 426945.540929754, 190139.209717419 426931.094359092, 190123.121491 426931.751021395, 190109.659913793 426924.856067216, 190096.526667737 426905.156198132))"
