Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Soort erkenning omschrijving,Soort melding ki omschrijving,Vervaldatum keuring,Meld datum door keuringsinstantie DT,Vervaldatum keuring DT,API Gebrek constateringen,API Gebrek beschrijving
00BDD6,TA,20210924,1119,Controleapparaten,periodieke controle,20230924,09/24/2021 11:19:00 AM,09/24/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDD7,AZ,20200828,1416,APK Zware voertuigen,periodieke controle,20211007,08/28/2020 02:16:00 PM,10/07/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDD7,AZ,20210902,1430,APK Zware voertuigen,periodieke controle,20221007,09/02/2021 02:30:00 PM,10/07/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDD7,AZ,20220831,1441,APK Zware voertuigen,periodieke controle,20231007,08/31/2022 02:41:00 PM,10/07/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDD7,TA,20200828,1406,Controleapparaten,periodieke controle,20220828,08/28/2020 02:06:00 PM,08/28/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDD7,TA,20220831,1439,Controleapparaten,periodieke controle,20240831,08/31/2022 02:39:00 PM,08/31/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF5,AZ,20200817,844,APK Zware voertuigen,periodieke controle,20211011,08/17/2020 08:44:00 AM,10/11/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF5,AZ,20210810,1637,APK Zware voertuigen,periodieke controle,20220810,08/10/2021 04:37:00 PM,08/10/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF5,AZ,20220817,1108,APK Zware voertuigen,periodieke controle,20230817,08/17/2022 11:08:00 AM,08/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF5,TA,20210810,1637,Controleapparaten,periodieke controle,20230810,08/10/2021 04:37:00 PM,08/10/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF6,AZ,20200928,918,APK Zware voertuigen,periodieke controle,20210929,09/28/2020 09:18:00 AM,09/29/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF6,AZ,20211029,1109,APK Zware voertuigen,periodieke controle,20221029,10/29/2021 11:09:00 AM,10/29/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF6,AZ,20221207,1025,APK Zware voertuigen,periodieke controle,20231207,12/07/2022 10:25:00 AM,12/07/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF6,TA,20211029,1108,Controleapparaten,periodieke controle,20231029,10/29/2021 11:08:00 AM,10/29/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF8,AZ,20201026,1140,APK Zware voertuigen,periodieke controle,20211031,10/26/2020 11:40:00 AM,10/31/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF8,AZ,20210910,1109,APK Zware voertuigen,periodieke controle,20221031,09/10/2021 11:09:00 AM,10/31/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF8,AZ,20221007,1205,APK Zware voertuigen,periodieke controle,20231031,10/07/2022 12:05:00 PM,10/31/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDF8,TA,20210909,1109,Controleapparaten,periodieke controle,20230909,09/09/2021 11:09:00 AM,09/09/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG1,AZ,20200722,1234,APK Zware voertuigen,periodieke controle,20210807,07/22/2020 12:34:00 PM,08/07/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG1,AZ,20210728,1650,APK Zware voertuigen,periodieke controle,20220807,07/28/2021 04:50:00 PM,08/07/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG1,AZ,20220809,1125,APK Zware voertuigen,periodieke controle,20230809,08/09/2022 11:25:00 AM,08/09/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG1,TA,20210727,1650,Controleapparaten,periodieke controle,20230727,07/27/2021 04:50:00 PM,07/27/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG1,TA,20210728,936,Controleapparaten,periodieke controle,20230728,07/28/2021 09:36:00 AM,07/28/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG4,AZ,20201019,1047,APK Zware voertuigen,periodieke controle,20211101,10/19/2020 10:47:00 AM,11/01/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG4,AZ,20211027,949,APK Zware voertuigen,periodieke controle,20221101,10/27/2021 09:49:00 AM,11/01/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG4,AZ,20221026,911,APK Zware voertuigen,periodieke controle,20231101,10/26/2022 09:11:00 AM,11/01/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG4,TA,20210818,1638,Controleapparaten,periodieke controle,20230818,08/18/2021 04:38:00 PM,08/18/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG7,AZ,20201030,903,APK Zware voertuigen,periodieke controle,20211114,10/30/2020 09:03:00 AM,11/14/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG7,AZ,20211029,918,APK Zware voertuigen,periodieke controle,20221114,10/29/2021 09:18:00 AM,11/14/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG7,AZ,20221110,1138,APK Zware voertuigen,periodieke controle,20231114,11/10/2022 11:38:00 AM,11/14/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG7,TA,20211029,1056,Controleapparaten,periodieke controle,20231029,10/29/2021 10:56:00 AM,10/29/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG8,AZ,20200922,1642,APK Zware voertuigen,periodieke controle,20211120,09/22/2020 04:42:00 PM,11/20/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG8,AZ,20210929,1455,APK Zware voertuigen,periodieke controle,20221120,09/29/2021 02:55:00 PM,11/20/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG8,AZ,20221024,1226,APK Zware voertuigen,periodieke controle,20231120,10/24/2022 12:26:00 PM,11/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG8,TA,20210929,1313,Controleapparaten,periodieke controle,20230929,09/29/2021 01:13:00 PM,09/29/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG9,AZ,20201224,926,APK Zware voertuigen,periodieke controle,20220103,12/24/2020 09:26:00 AM,01/03/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG9,AZ,20211118,855,APK Zware voertuigen,periodieke controle,20230103,11/18/2021 08:55:00 AM,01/03/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG9,AZ,20230106,1506,APK Zware voertuigen,periodieke controle,20240106,01/06/2023 03:06:00 PM,01/06/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDG9,TA,20211116,1121,Controleapparaten,periodieke controle,20231116,11/16/2021 11:21:00 AM,11/16/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH1,AZ,20201208,830,APK Zware voertuigen,periodieke controle,20211213,12/08/2020 08:30:00 AM,12/13/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH1,AZ,20211025,1409,APK Zware voertuigen,periodieke controle,20221213,10/25/2021 02:09:00 PM,12/13/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH1,AZ,20221216,1157,APK Zware voertuigen,periodieke controle,20231216,12/16/2022 11:57:00 AM,12/16/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH1,TA,20211025,1635,Controleapparaten,periodieke controle,20231025,10/25/2021 04:35:00 PM,10/25/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH5,AZ,20200716,1432,APK Zware voertuigen,periodieke controle,20210808,07/16/2020 02:32:00 PM,08/08/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH5,AZ,20210715,1644,APK Zware voertuigen,periodieke controle,20220808,07/15/2021 04:44:00 PM,08/08/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH5,AZ,20220801,1644,APK Zware voertuigen,periodieke controle,20230808,08/01/2022 04:44:00 PM,08/08/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH5,TA,20210715,1644,Controleapparaten,periodieke controle,20230715,07/15/2021 04:44:00 PM,07/15/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH6,AZ,20201026,1502,APK Zware voertuigen,periodieke controle,20211213,10/26/2020 03:02:00 PM,12/13/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH6,AZ,20211206,1629,APK Zware voertuigen,periodieke controle,20221213,12/06/2021 04:29:00 PM,12/13/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH6,AZ,20221026,1054,APK Zware voertuigen,periodieke controle,20231213,10/26/2022 10:54:00 AM,12/13/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH6,TA,20200630,1416,Controleapparaten,inbouw,20220630,06/30/2020 02:16:00 PM,06/30/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH6,TA,20220630,1127,Controleapparaten,periodieke controle,20240630,06/30/2022 11:27:00 AM,06/30/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH7,AZ,20200714,1159,APK Zware voertuigen,periodieke controle,20210827,07/14/2020 11:59:00 AM,08/27/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH7,AZ,20210708,1157,APK Zware voertuigen,periodieke controle,20220827,07/08/2021 11:57:00 AM,08/27/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH7,AZ,20220713,1336,APK Zware voertuigen,periodieke controle,20230827,07/13/2022 01:36:00 PM,08/27/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH7,TA,20200422,839,Controleapparaten,periodieke controle,20220422,04/22/2020 08:39:00 AM,04/22/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH7,TA,20220705,1035,Controleapparaten,periodieke controle,20240705,07/05/2022 10:35:00 AM,07/05/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH9,AZ,20201028,1542,APK Zware voertuigen,periodieke controle,20211217,10/28/2020 03:42:00 PM,12/17/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH9,AZ,20211214,918,APK Zware voertuigen,periodieke controle,20221217,12/14/2021 09:18:00 AM,12/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH9,AZ,20221216,1441,APK Zware voertuigen,periodieke controle,20231217,12/16/2022 02:41:00 PM,12/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDH9,TA,20211214,912,Controleapparaten,periodieke controle,20231214,12/14/2021 09:12:00 AM,12/14/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ7,AZ,20201118,844,APK Zware voertuigen,periodieke controle,20211205,11/18/2020 08:44:00 AM,12/05/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ7,AZ,20211129,1659,APK Zware voertuigen,periodieke controle,20221205,11/29/2021 04:59:00 PM,12/05/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ7,AZ,20221214,1104,APK Zware voertuigen,periodieke controle,20231214,12/14/2022 11:04:00 AM,12/14/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ7,TA,20200407,1000,Controleapparaten,periodieke controle,20220407,04/07/2020 10:00:00 AM,04/07/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ7,TA,20220324,1645,Controleapparaten,periodieke controle,20240324,03/24/2022 04:45:00 PM,03/24/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ8,AZ,20201216,1130,APK Zware voertuigen,periodieke controle,20220108,12/16/2020 11:30:00 AM,01/08/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ8,AZ,20211221,1412,APK Zware voertuigen,periodieke controle,20230108,12/21/2021 02:12:00 PM,01/08/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ8,AZ,20221111,1553,APK Zware voertuigen,periodieke controle,0,11/11/2022 03:53:00 PM,,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ8,AZ,20221122,1413,APK Zware voertuigen,periodieke controle,20240108,11/22/2022 02:13:00 PM,01/08/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDJ8,TA,20211221,1402,Controleapparaten,periodieke controle,20231221,12/21/2021 02:02:00 PM,12/21/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK1,AZ,20200811,1558,APK Zware voertuigen,periodieke controle,20211003,08/11/2020 03:58:00 PM,10/03/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK1,AZ,20211029,1157,APK Zware voertuigen,periodieke controle,20221029,10/29/2021 11:57:00 AM,10/29/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK1,AZ,20220922,1044,APK Zware voertuigen,periodieke controle,20231029,09/22/2022 10:44:00 AM,10/29/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK1,TA,20211028,1215,Controleapparaten,periodieke controle,20231028,10/28/2021 12:15:00 PM,10/28/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK2,AZ,20201218,1419,APK Zware voertuigen,periodieke controle,20211220,12/18/2020 02:19:00 PM,12/20/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK2,AZ,20211209,1400,APK Zware voertuigen,periodieke controle,20221220,12/09/2021 02:00:00 PM,12/20/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK2,AZ,20221227,1030,APK Zware voertuigen,periodieke controle,20231227,12/27/2022 10:30:00 AM,12/27/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK2,TA,20211214,1449,Controleapparaten,periodieke controle,20231214,12/14/2021 02:49:00 PM,12/14/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK5,AZ,20201224,1104,APK Zware voertuigen,periodieke controle,20220109,12/24/2020 11:04:00 AM,01/09/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK5,AZ,20220114,954,APK Zware voertuigen,periodieke controle,20230114,01/14/2022 09:54:00 AM,01/14/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK5,AZ,20221110,1125,APK Zware voertuigen,periodieke controle,20231110,11/10/2022 11:25:00 AM,11/10/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BDK5,TA,20200828,1528,Controleapparaten,periodieke controle,20220828,08/28/2020 03:28:00 PM,08/28/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
