Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Soort erkenning omschrijving,Soort melding ki omschrijving,Vervaldatum keuring,Meld datum door keuringsinstantie DT,Vervaldatum keuring DT,API Gebrek constateringen,API Gebrek beschrijving
00BGK2,AZ,20211013,1126,APK Zware voertuigen,periodieke controle,20221029,10/13/2021 11:26:00 AM,10/29/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK2,AZ,20221019,907,APK Zware voertuigen,periodieke controle,20231029,10/19/2022 09:07:00 AM,10/29/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK2,TA,20211013,1124,Controleapparaten,periodieke controle,20231013,10/13/2021 11:24:00 AM,10/13/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK3,AZ,20201015,1042,APK Zware voertuigen,periodieke controle,20211015,10/15/2020 10:42:00 AM,10/15/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK3,AZ,20211004,1553,APK Zware voertuigen,periodieke controle,20221015,10/04/2021 03:53:00 PM,10/15/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK3,AZ,20221017,1004,APK Zware voertuigen,periodieke controle,20231017,10/17/2022 10:04:00 AM,10/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK3,TA,20211004,1543,Controleapparaten,periodieke controle,20231004,10/04/2021 03:43:00 PM,10/04/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK4,AZ,20200917,1342,APK Zware voertuigen,periodieke controle,20210917,09/17/2020 01:42:00 PM,09/17/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK4,AZ,20210902,1158,APK Zware voertuigen,periodieke controle,20220917,09/02/2021 11:58:00 AM,09/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK4,AZ,20220906,1601,APK Zware voertuigen,periodieke controle,20230917,09/06/2022 04:01:00 PM,09/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK4,TA,20200415,1624,Controleapparaten,periodieke controle,20220415,04/15/2020 04:24:00 PM,04/15/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK4,TA,20210902,1046,Controleapparaten,periodieke controle,20230902,09/02/2021 10:46:00 AM,09/02/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK6,AZ,20200821,1624,APK Zware voertuigen,periodieke controle,20211007,08/21/2020 04:24:00 PM,10/07/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK6,AZ,20210816,1413,APK Zware voertuigen,periodieke controle,20221007,08/16/2021 02:13:00 PM,10/07/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK6,AZ,20220808,1355,APK Zware voertuigen,periodieke controle,20231007,08/08/2022 01:55:00 PM,10/07/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK6,TA,20210816,1400,Controleapparaten,periodieke controle,20230816,08/16/2021 02:00:00 PM,08/16/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK7,AZ,20200908,1639,APK Zware voertuigen,periodieke controle,20211015,09/08/2020 04:39:00 PM,10/15/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK7,AZ,20210920,1622,APK Zware voertuigen,periodieke controle,20221015,09/20/2021 04:22:00 PM,10/15/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK7,AZ,20220818,1540,APK Zware voertuigen,periodieke controle,20231015,08/18/2022 03:40:00 PM,10/15/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK7,TA,20210923,1106,Controleapparaten,periodieke controle,20230923,09/23/2021 11:06:00 AM,09/23/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK8,AZ,20200915,957,APK Zware voertuigen,periodieke controle,20211009,09/15/2020 09:57:00 AM,10/09/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK8,AZ,20210928,1345,APK Zware voertuigen,periodieke controle,20221009,09/28/2021 01:45:00 PM,10/09/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK8,AZ,20220908,1004,APK Zware voertuigen,periodieke controle,20231009,09/08/2022 10:04:00 AM,10/09/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK8,TA,20210928,1332,Controleapparaten,periodieke controle,20230928,09/28/2021 01:32:00 PM,09/28/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK9,AZ,20201009,1348,APK Zware voertuigen,periodieke controle,20211012,10/09/2020 01:48:00 PM,10/12/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK9,AZ,20210824,1659,APK Zware voertuigen,periodieke controle,20221012,08/24/2021 04:59:00 PM,10/12/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK9,AZ,20220902,1042,APK Zware voertuigen,periodieke controle,20231012,09/02/2022 10:42:00 AM,10/12/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGK9,TA,20210825,902,Controleapparaten,periodieke controle,20230825,08/25/2021 09:02:00 AM,08/25/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL1,AZ,20201027,1541,APK Zware voertuigen,periodieke controle,20211105,10/27/2020 03:41:00 PM,11/05/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL1,AZ,20210916,1556,APK Zware voertuigen,periodieke controle,20221105,09/16/2021 03:56:00 PM,11/05/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL1,AZ,20221026,1615,APK Zware voertuigen,periodieke controle,20231105,10/26/2022 04:15:00 PM,11/05/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL1,TA,20210916,1628,Controleapparaten,periodieke controle,20230916,09/16/2021 04:28:00 PM,09/16/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL2,AZ,20201120,1213,APK Zware voertuigen,periodieke controle,20220108,11/20/2020 12:13:00 PM,01/08/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL2,AZ,20211231,1135,APK Zware voertuigen,periodieke controle,20230108,12/31/2021 11:35:00 AM,01/08/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL2,AZ,20230105,1409,APK Zware voertuigen,periodieke controle,20240108,01/05/2023 02:09:00 PM,01/08/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL2,TA,20210521,1128,Controleapparaten,periodieke controle,20230521,05/21/2021 11:28:00 AM,05/21/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL3,AZ,20200529,1551,APK Zware voertuigen,periodieke controle,20210606,05/29/2020 03:51:00 PM,06/06/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL3,AZ,20210226,1621,APK Zware voertuigen,periodieke controle,20220226,02/26/2021 04:21:00 PM,02/26/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL3,AZ,20220228,1647,APK Zware voertuigen,periodieke controle,20230228,02/28/2022 04:47:00 PM,02/28/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL3,TA,20210226,1620,Controleapparaten,periodieke controle,20230226,02/26/2021 04:20:00 PM,02/26/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL4,AZ,20200806,1115,APK Zware voertuigen,periodieke controle,20210917,08/06/2020 11:15:00 AM,09/17/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL4,AZ,20210810,1219,APK Zware voertuigen,periodieke controle,20220917,08/10/2021 12:19:00 PM,09/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL4,AZ,20220826,1223,APK Zware voertuigen,periodieke controle,20230917,08/26/2022 12:23:00 PM,09/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL4,TA,20210805,1201,Controleapparaten,periodieke controle,20230805,08/05/2021 12:01:00 PM,08/05/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL6,AZ,20200909,837,APK Zware voertuigen,periodieke controle,20211105,09/09/2020 08:37:00 AM,11/05/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL6,AZ,20210906,1355,APK Zware voertuigen,periodieke controle,20221105,09/06/2021 01:55:00 PM,11/05/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL6,AZ,20220929,1313,APK Zware voertuigen,periodieke controle,20231105,09/29/2022 01:13:00 PM,11/05/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL6,TA,20210906,954,Controleapparaten,periodieke controle,20230906,09/06/2021 09:54:00 AM,09/06/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL8,AZ,20201015,1022,APK Zware voertuigen,periodieke controle,20211113,10/15/2020 10:22:00 AM,11/13/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL8,AZ,20211025,1404,APK Zware voertuigen,periodieke controle,20221113,10/25/2021 02:04:00 PM,11/13/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL8,AZ,20221024,1432,APK Zware voertuigen,periodieke controle,20231113,10/24/2022 02:32:00 PM,11/13/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL9,AZ,20201029,912,APK Zware voertuigen,periodieke controle,20211126,10/29/2020 09:12:00 AM,11/26/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL9,AZ,20211103,921,APK Zware voertuigen,periodieke controle,20221126,11/03/2021 09:21:00 AM,11/26/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL9,AZ,20221121,1215,APK Zware voertuigen,periodieke controle,20231126,11/21/2022 12:15:00 PM,11/26/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGL9,TA,20211103,928,Controleapparaten,periodieke controle,20231103,11/03/2021 09:28:00 AM,11/03/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN1,AZ,20200924,1532,APK Zware voertuigen,periodieke controle,20211010,09/24/2020 03:32:00 PM,10/10/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN1,AZ,20210917,1401,APK Zware voertuigen,periodieke controle,20221010,09/17/2021 02:01:00 PM,10/10/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN1,AZ,20221007,1010,APK Zware voertuigen,periodieke controle,20231010,10/07/2022 10:10:00 AM,10/10/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN1,TA,20210618,1544,Controleapparaten,periodieke controle,20230618,06/18/2021 03:44:00 PM,06/18/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN3,AZ,20201214,1214,APK Zware voertuigen,periodieke controle,20220104,12/14/2020 12:14:00 PM,01/04/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN3,AZ,20211112,1523,APK Zware voertuigen,periodieke controle,20230104,11/12/2021 03:23:00 PM,01/04/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN3,AZ,20221122,1400,APK Zware voertuigen,periodieke controle,20240104,11/22/2022 02:00:00 PM,01/04/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN3,TA,20211112,842,Controleapparaten,periodieke controle,20231112,11/12/2021 08:42:00 AM,11/12/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN4,AZ,20201007,908,APK Zware voertuigen,periodieke controle,20211129,10/07/2020 09:08:00 AM,11/29/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN4,AZ,20211125,1458,APK Zware voertuigen,periodieke controle,20221129,11/25/2021 02:58:00 PM,11/29/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN4,AZ,20220927,1535,APK Zware voertuigen,periodieke controle,20230927,09/27/2022 03:35:00 PM,09/27/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN4,TA,20211118,1453,Controleapparaten,periodieke controle,20231118,11/18/2021 02:53:00 PM,11/18/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN5,AZ,20201209,1127,APK Zware voertuigen,periodieke controle,20220111,12/09/2020 11:27:00 AM,01/11/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN5,AZ,20211213,1243,APK Zware voertuigen,periodieke controle,20230111,12/13/2021 12:43:00 PM,01/11/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN5,AZ,20221122,1001,APK Zware voertuigen,periodieke controle,20240111,11/22/2022 10:01:00 AM,01/11/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN5,TA,20211213,1238,Controleapparaten,periodieke controle,20231213,12/13/2021 12:38:00 PM,12/13/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN6,AZ,20201231,933,APK Zware voertuigen,periodieke controle,20220109,12/31/2020 09:33:00 AM,01/09/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN6,AZ,20220117,1131,APK Zware voertuigen,periodieke controle,20230117,01/17/2022 11:31:00 AM,01/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN6,AZ,20230110,1634,APK Zware voertuigen,periodieke controle,20240117,01/10/2023 04:34:00 PM,01/17/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN6,TA,20220112,1526,Controleapparaten,periodieke controle,20240112,01/12/2022 03:26:00 PM,01/12/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN7,AZ,20200716,1655,APK Zware voertuigen,periodieke controle,20210816,07/16/2020 04:55:00 PM,08/16/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN7,AZ,20210701,1659,APK Zware voertuigen,periodieke controle,20220816,07/01/2021 04:59:00 PM,08/16/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN7,AZ,20220629,949,APK Zware voertuigen,periodieke controle,20230816,06/29/2022 09:49:00 AM,08/16/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN7,TA,20200716,1348,Controleapparaten,periodieke controle,20220716,07/16/2020 01:48:00 PM,07/16/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN7,TA,20220629,948,Controleapparaten,periodieke controle,20240629,06/29/2022 09:48:00 AM,06/29/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN8,AZ,20201104,1402,APK Zware voertuigen,periodieke controle,20211120,11/04/2020 02:02:00 PM,11/20/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN8,AZ,20211111,1448,APK Zware voertuigen,periodieke controle,20221120,11/11/2021 02:48:00 PM,11/20/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BGN8,AZ,20221110,1452,APK Zware voertuigen,periodieke controle,20231120,11/10/2022 02:52:00 PM,11/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
