Ministerie;Handelsnaam;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
BZK;Ravestein & Zwart Bedrijfscommunicatie B.V.;;;;;;;2;;2
BZK;RBit Informatica B.V.;;;1;;;;;;1
BZK;ReadSpeaker B.V.;;;;;1;;;;1
BZK;Redrum Bureau B.V.;;;;;;;;1;1
BZK;Regas IP B.V.;;;;;5;;;;5
BZK;Restaurant De Basiliek B.V.;;;;;;;;1;1
BZK;Retriever Media Informatie B.V.;;;;;1;;;;1
BZK;Rework Apps B.V.;;;;;;;1;;1
BZK;Rikkers Infographics;;;;;;;;1;1
BZK;Rittal B.V.;;1;;;;;;;1
BZK;Rob Acket B.V.;;;;;;;1;;1
BZK;Sabel Communicatie B.V.;;;;;;;4;1;4
BZK;SAIT B.V.;;1;1;;;1;4;;4
BZK;SAM Office Support;;;;;;;;1;1
BZK;SAP Nederland B.V.;;;;5;7;;;;7
BZK;Scan Sys B.V.;;;;;1;;;;1
BZK;Scholten Awater B.V.;;7;7;7;7;;;1;9
BZK;Sdu Uitgevers B.V.;;;6;1;;;7;;7
BZK;Seats2Meet.com Utrecht B.V.;;;;;;;;1;1
BZK;Sectra Communications B.V.;;;1;;;;;5;5
BZK;SEEBURGER Benelux;;;;;2;;;;2
BZK;Service Management Technology eXperts B.V.;;;;2;3;;;;4
BZK;SHL Nederland B.V.;;;;;1;;;;1
BZK;Sies/van Hintum Management B.V.;;;;;;;1;;1
BZK;Signalutions B.V.;;;1;;;2;;;2
BZK;Signet;;;;;;;1;;1
BZK;Significant B.V.;;;;;;;1;;1
BZK;Simac Document Solutions B.V.;;;1;1;;;;;1
BZK;Sitex Electronics B.V.;;1;;;;;;;1
BZK;Smart Signs Solutions B.V.;;1;;;;;;1;2
BZK;SMT Simple Management Technologies B.V.;;;;;;;;1;1
BZK;Softcrow Trusted Electronic Services B.V.;;;1;;;;;;1
BZK;Software AG Nederland B.V.;;;;;1;;;;1
BZK;SoftwareONE B.V.;;;;4;8;;;2;8
BZK;Sogeti Nederland B.V.;;;;;2;2;;7;7
BZK;SolidWare Consultancy B.V.;;;;;;;;1;1
BZK;Solvinity B.V.;;;2;;;;;;2
BZK;Soundfocus B.V.;;;;;;;1;;1
BZK;Spaces Rode Olifant B.V.;;;;;;;;2;2
BZK;Sportsdesign Utrecht B.V.;;;;;;;;1;1
BZK;Stabiplan B.V.;;;;;2;;;;2
BZK;Staples Nederland B.V.;;1;;;;;;;1
BZK;Star Project;;;;;;;2;;2
BZK;STB Automatisering & Advies B.V.;;;2;;;;;;2
BZK;Stedin Meetbedrijf;;;1;;;;;;1
BZK;Stg. Standaardbestek Burg.- en Utiliteitsbouw;;;1;3;;;;;3
BZK;Sticht. Internet Domeinregistratie Nederland;;;;;1;;;;1
BZK;Stichting Accessibility;;;;;2;;;2;2
BZK;Stichting Educatie Emanuel;;1;;;;;;;1
BZK;Stichting Geonovum;;;;;;;;2;2
BZK;Stichting ISSO;;;;1;;;;;1
BZK;Stichting Pleio;;;;;;;;1;1
BZK;Stichting SBRCURnet;;;;1;;;;;1
BZK;Stichting Simplerinvoicing;;;;;;;;1;1
BZK;Stichting Spaarnestad Photo;;;;;;;1;;1
BZK;Stichting Stimular;;;1;;;;;;1
BZK;Stichting Wilkohaag;;;;;;;1;;1
BZK;Stipte B.V.;;;;;1;;;;1
BZK;Stream;;;1;;;;;;1
BZK;Studio Noord Licht;;;;;;;1;;1
BZK;StudioFG;;;;;;;1;;1
BZK;Sumatra Software B.V.;;;;;1;;;;1
BZK;Survalyzer Nederland B.V.;;;;;2;;;;2
BZK;Swis B.V.;;;1;;;;;;1
BZK;Swisscap B.V.;;1;;;;;;;1
BZK;Sysqa B.V.;;;;;4;;;5;6
BZK;T&T Compet&t.b.v.;;;1;;;1;;;2
BZK;Taalsmid;;;;;;;1;;1
BZK;Tam Tam B.V.;;2;1;;;;;;2
BZK;Tangram B.V.;;;1;;;;;;1
BZK;Tappan Communicatie B.V.;;;;;;;;2;2
BZK;Tekom Vertalers B.V.;;;;;;;1;;1
BZK;Tekstschrijvers.nl B.V.;;;;;;;1;;1
BZK;Tele2 Nederland B.V.;1;;;;2;;7;;7
BZK;Telecom Service Leek B.V.;;1;;;;;;;1
BZK;Telegrootgebruik B.V.;;;;;1;;2;;2
BZK;Telfort winkel;;;;;;;1;;1
BZK;Telfort Zakelijk B.V.;;;;;;;1;;1
BZK;Telindus-ISIT B.V.;;9;4;2;1;;;2;9
BZK;Textinfo B.V.;;;;5;;;;;5
BZK;The Right Productions;;;1;;;;;;1
BZK;Theater Buitensoos;;;;;;;;1;1
BZK;Things To Make And Do B.V.;;;;;;;1;;1
BZK;Thornstein Groep B.V.;;;;;;;;2;2
BZK;TimeTell B.V.;;;;;1;;;;1
BZK;T-Mobile Netherlands B.V.;;;;;;1;;;1
BZK;TNO B.V.;;;;;;;;1;1
BZK;Topbloemen Nederland B.V.;;;;;;;;1;1
BZK;TOPdesk Nederland B.V.;2;;;;;;;;2
BZK;Total Identity;;;;;;;2;;2
BZK;Trends Telematics Rotterdam B.V.;;;1;;;;;;1
BZK;Trusted-ID B.V.;;;;;2;;;1;2
BZK;Two Kings B.V.;;;2;;;;;;2
BZK;U&I Learning Nederland B.V.;;;;1;;;;;1
BZK;Uitgeverij de 12 Provinciën B.V.;;;;;;;1;;1
BZK;Uptrends B.V.;;;;;1;;;;1
BZK;UTS Van der Lee/Cors De Jongh B.V.;;;;;;;1;;1
BZK;VABI Software B.V.;;;;;1;;;;1
BZK;Van Buttingha Wichers Notarissen;;;;2;;;;;2
BZK;VCK Travel B.V.;;;;;;;;1;1
BZK;Vedeve Oirschot B.V.;;1;;;;;;;1
BZK;Vening;;;2;;;;;;2
BZK;Ver. Bedr. Jansen-Wijsmuller & Beuns B.V.;;;1;;;;;;1
BZK;Ver. Nederl. Organisaties Vrijwilligerswerk;;;;;;;2;;2
BZK;Ver. van Eigenaars Berberisstraat 103 105 107;;1;;;;;;;1
BZK;Verdonck, Klooster & Associates B.V.;;;;;;1;;6;6
BZK;Verhaallijnen;;;;;;;1;;1
BZK;Verizon Nederland B.V.;;;;;;;3;;3
BZK;Vertaalbureau Bothof;;;;;;;1;;1
BZK;Vertaalbureau Perfect B.V.;;;;;;;;1;1
BZK;vertalen.nl;;;;;;;;1;1
BZK;Videoregistraties.com;;;;;;;1;;1
BZK;Virtu Secure Webservices B.V.;;;;;5;7;;10;10
BZK;Visions Connected Netherlands B.V.;;1;;;;1;;;1
BZK;VisualizeMe B.V.;;;1;;;;1;;2
BZK;Vitasys B.V.;;2;1;;;1;;;2
BZK;Vodafone;;;;;;3;5;;5
BZK;Vodafone Libertel B.V.;;;1;;;1;7;1;7
BZK;Vorm Vijf Ontwerpteam B.V.;;;;;;;2;;2
BZK;Vos Olie & Gas B.V.;;2;;;;;;;2
BZK;WebEx Communications B.V.;;;1;1;;;;;1
BZK;Webhelp Nederland B.V.;;;;;;2;;7;7
BZK;Webscale B.V.;;;;;;;;2;2
BZK;Webservices.nl B.V.;;;;;1;;;;1
BZK;Westbury Software;;;;;2;;;;2
BZK;Wiebe Kiestra Fotografie;;;;;;;1;;1
BZK;Willems Van den Brink Architecten B.V.;;;1;;;;;;1
BZK;Wortgewandt;;;;;;;1;;1
BZK;Worth IT Webdevelopment B.V.;;;2;;;;;;2
BZK;WWplus B.V.;;;3;;;;;;3
BZK;Xcellent Automatisering B.V.;;;;2;;;;;2
BZK;Xerox (Nederland) B.V.;;2;7;;1;1;2;3;7
BZK;Xpirit Nederland B.V.;;;;;;;;1;1
BZK;XS4ALL Internet B.V.;;;;;1;1;1;;1
BZK;Yacht;;;;;;;;1;1
BZK;Z Index B.V.;;;;;;;2;;2
BZK;Ziggo B.V.;;;;;;;3;;3
BZK;Ziggo Services B.V.;;;;;;;1;;1
BZK;Ziggo Zakelijk Services B.V.;1;;;;;;;;1
DEF;06-GPS;;;;;;;1;;1
DEF;Aakwadraat Networks B.V.;;;2;;;2;;;3
DEF;Abiom Communication Systems (A.C.S.) B.V.;;;;;;;2;;2
DEF;ACES Direct B.V.;;1;;;;;;;1
DEF;ActaForce B.V.;;;;;;;;2;2
DEF;AD-S&Co B.V.;;2;;;;;;;2
DEF;Advanced Encryption Technology Europe B.V.;;;;2;;1;;;2
DEF;AEC Air Support B.V.;;3;;;;;;;3
DEF;Alcatel-Lucent Nederland B.V.;;8;;;;;;;8
DEF;All Music Publishing B.V.;;1;;;;;;;1
DEF;Allegion B.V.;;;;;2;;;;2
DEF;Allekabels B.V.;;;;;;;1;;1
DEF;Allinco Visual Collaboration Solutions B.V.;;2;;;;;;;2
DEF;Alphatron Marine B.V.;;1;;;;;;;1
DEF;Altec Industriële Identificatie;;1;;;;;;;1
DEF;Alten Nederland B.V.;;;;;;2;;4;4
DEF;A-Mac B.V.;;;;;;;1;;1
DEF;Amstel Graphics B.V.;;1;;;;;;;1
DEF;Anixter Nederland B.V.;;;1;;;;;;1
DEF;Anoniem 1007;;4;2;;;;2;;4
DEF;Anoniem 1015;;;;4;;;;;4
DEF;Anoniem 1037;;;1;;;;;;1
DEF;Anoniem 1047;;2;;;;;;;2
DEF;Anoniem 1051;;2;;;;;;;2
DEF;Anoniem 1085;;;;;;;1;;1
DEF;Anoniem 1090;;;;;;;;1;1
DEF;Anoniem 1116;;;;1;;;;;1
DEF;Anoniem 1124;;;;;;;1;;1
DEF;Anoniem 1142;;;;;;;;4;4
DEF;Anoniem 1154;;;;;;;2;;2
DEF;Anoniem 1156;;1;;;;;;;1
DEF;Anoniem 1315;;1;;;;;;;1
DEF;Anoniem 1379;;2;;;;;;;2
DEF;Anoniem 1384;;;;;;;;4;4
DEF;Anoniem 1491;;3;;;;;;;3
DEF;Anoniem 24;;;;;;;1;;1
DEF;Anoniem 316;;;;;;;;6;6
DEF;Anoniem 331;;1;;;;;;;1
DEF;Anoniem 468;;3;;;;;;;3
DEF;Anoniem 491;;4;;;;3;;;5
DEF;Anoniem 503;;;;;;;;1;1
DEF;Anoniem 526;;1;;;;;;;1
DEF;Anoniem 534;;2;;;;;;;2
DEF;Anoniem 535;;2;;;;;;;2
DEF;Anoniem 544;;2;;;;;;;2
DEF;Anoniem 568;;2;;;;;;;2
DEF;Anoniem 619;;;;;;;2;;2
DEF;Anoniem 64;;;;;;;;4;4
DEF;Anoniem 741;;;;;4;;;;4
DEF;Anoniem 759;;;;;2;;2;;2
DEF;Anoniem 883;;2;;;;;;;2
DEF;Anoniem 890;;1;;;;;;;1
DEF;Anoniem 929;;2;;;;;;;2
DEF;appleparts.nl;;1;;;;;;;1
DEF;Arbor Media B.V.;;;;;;;2;;2
DEF;Atos Nederland B.V.;;6;;2;7;;;7;8
DEF;Azerty;;1;;;;;;;1
DEF;B.V. Algemeen Nederlands Persbureau ANP;;1;;;;;;;1
DEF;B.V. Korthofah;;1;;;;;;;1
DEF;B.V. Ru'58;;1;;;;;;;1
DEF;B.V. Vega Meet- en Regeltechniek;;1;;;;;;;1
DEF;Bax-shop.nl B.V.;;2;;;;;;;2
DEF;Beat It B.V.;;4;5;2;;;4;;6
DEF;Bechtle direct B.V.;;4;2;;;;2;;5
DEF;BeeDirect B.V.;;3;2;;;1;2;;4
DEF;BenN B.V.;;;;;;;;3;3
DEF;Bentley Systems Netherlands B.V.;;;;;1;;;;1
DEF;Bergler Nederland B.V.;;;;;;;;4;4
DEF;Between B.V.;;;;;;;;3;3
DEF;BIS Bedrijfs Informatie Systemen B.V.;;5;;;;;;;5
DEF;Black Box Datacom B.V.;;2;1;;;;1;;3
DEF;BLW-Luchttechniek;;1;;;;;;;1
DEF;BMC Software Distribution B.V.;;;;;4;;;;4
DEF;Bob van der Houven Produkties V.O.F.;;1;;;;;;;1
DEF;Bobbe International B.V.;;;;;;;2;;2
DEF;Bosch Engineering B.V.;;;;;;;3;;3
DEF;Brandsma B.V.;;1;;;;;;;1
DEF;BT Nederland N.V.;;2;;;;;5;;5
DEF;Btsoftware B.V.;;;;1;;;;;1
DEF;Budgetlight B.V.;;1;;;;;;;1
DEF;Building Solutions Provider B.V.;;;;;1;;;;1
DEF;Bumicom Telecommunicatie B.V.;;;;1;;;;;1
DEF;BuzzMaster B.V.;;;;;;1;;;1
DEF;Cable Partners B.V.;;1;;;;;;;1
DEF;Caesar Accounts;;;;;;;;7;7
DEF;Canast B.V.;;;;;;;1;;1
DEF;Canon Nederland N.V.;;;;;1;;2;;2
DEF;Capgemini Educational Services B.V.;;;;;;;;2;2
DEF;Capgemini Nederland B.V.;;;;;5;;6;8;8
DEF;CareFusion Netherlands 238 B.V.;;;;;1;;;;1
DEF;Celexon Netherlands B.V.;;;;;;;1;;1
DEF;Central Point Nederland B.V.;;4;2;;;;1;;4
DEF;CGI Nederland B.V.;;;;;;;4;;4
DEF;Chipclean B.V.;;1;;;;;;;1
DEF;Cimsolutions;;;;;;;;5;5
DEF;C-It Collect. Information Technology V.O.F.;;;;;;;1;;1
DEF;Clearing House Apothekers B.V.;;;;;;;;2;2
DEF;Color Wood Holding B.V.;;1;;;;;;;1
DEF;Color Wood Photo B.V.;;2;;;;;;;2
DEF;Com1 B.V.;;;;;;2;1;;3
DEF;COMPAREX Nederland B.V.;;2;;9;8;3;6;;10
DEF;Compose B.V.;;2;;;;;;;2
DEF;Conrad Electronic Benelux B.V.;;1;;;;1;1;;1
DEF;Coolblue B.V.;;1;;;;;;;1
DEF;Cosanta B.V.;;;;;;2;;;2
DEF;Covast Services B.V.;;;;;2;;;;2
DEF;CTM Solution B.V.;;;;;;2;2;;3
DEF;Curvature LLC;;1;3;;;;1;;3
DEF;Cutting Service Benelux B.V.;;;;2;;;;;2
DEF;CycloMedia OnSite B.V.;;;;2;;;;;2
DEF;D.D.S. Electronics Europe B.V.;;1;;;;;1;;1
DEF;Damovo Nederland;;2;;;;;;;2
DEF;Dar/Win Adviesgroep B.V.;;1;;;;;;;1
DEF;DatAction;;5;;1;1;1;;;5
DEF;DataExpert B.V.;;2;;2;3;2;7;;7
DEF;Datema-Delfzijl B.V.;;;;;;;1;;1
DEF;'De Giessen' Kantoorautomatisering B.V.;;1;;;;;;;1
DEF;DE REE archiefsystemen;;;;1;2;;2;;3
DEF;De Stempelplaats B.V.;;1;;;;;;;1
DEF;Deal It;;5;2;1;;2;3;;5
DEF;Design Solutions;;1;;;;;;;1
DEF;Detron ICT Infra Support Services;;;;;;2;;;2
DEF;Digital Investigation B.V.;;;;;;;1;;1
DEF;Digital Revolution B.V.;;1;;;;;;;1
DEF;Digitale Checklisten;;;;;;;1;;1
DEF;Dilemmamanager B.V.;;;;;1;;;;1
DEF;Dimension Data Nederland B.V.;;7;4;2;;2;2;;7
DEF;Document House Beuningen;;;;;;;1;;1
DEF;DPA Finance B.V.;;;;;;;;4;4
DEF;DRAGT;;;;;;;1;;1
DEF;E.Novation B.V.;;;;;1;;;;1
DEF;easyITSM Europe B.V.;;;;;2;;;;2
DEF;Eijsink Afrekensystemen B.V.;;;;;2;;;;2
DEF;Elcom Automatisering B.V.;;2;;;;;;;2
DEF;Elementbouwtechniek P.B.S. Holland B.V.;;1;;;;;;;1
DEF;Elinex Power Solutions B.V.;;2;;;;;;;2
DEF;Elproma B.V.;;;3;;;;;;3
DEF;Elsto-Boekholt-Dynatec B.V.;;1;;;;;;;1
DEF;EMS Benelux B.V.;;;;;2;;;;2
DEF;EP: Voordeelland;;;;;;;1;;1
DEF;Ertronix;;;;;;;1;;1
DEF;Esri Nederland;;;;;;7;2;;7
DEF;Euronet Communications B.V.;;;;;;;1;;1
DEF;Eurotempest B.V.;;4;2;;;;;;4
DEF;Every Angle Software Solutions B.V.;;;;;6;;;;6
DEF;Exact Software Nederland B.V.;;;;;1;;;;1
DEF;Experis Ciber;;;;;;;;3;3
DEF;Exploitatie Maatschappij Komfort B.V.;;2;;;;;1;;2
DEF;Fabory Nederland;;1;;;;;;;1
DEF;Faes Cases B.V.;;1;;;;;;;1
DEF;Farnell (Netherlands) B.V.;;1;;;;;;;1
DEF;Festo B.V.;;2;;;;;;;2
DEF;Fieldworks Direct B.V.;;3;1;1;;;;;3
DEF;Fifo Color B.V.;;2;;;;;;;2
DEF;FilterWorks B.V.;;;;;6;;;;6
DEF;FixedToday B.V.;;;;;;;;4;4
DEF;Fofic;;2;;;;;;;2
DEF;Fortes Solutions B.V.;;;;;4;2;;;4
DEF;Foto Konijnenberg B.V.;;1;;;;;;;1
DEF;Gannexion B.V.;;;6;;;7;6;;7
DEF;Gartner Nederland B.V.;;;;4;;1;;;4
DEF;Gemnet B.V.;;;;;;;1;;1
DEF;Getronics Nederland B.V.;;;;;;;1;;1
DEF;Global Systems and Software B.V.;;1;;;;;;;1
DEF;Grabowsky B.V.;;1;;;5;;;;5
DEF;Groningen Airport Eelde N.V.;;;;;;;2;;2
DEF;GroupSecure B.V.;;1;;;;;;;1
DEF;Hamer B.V.;;;;;;;1;;1
DEF;Hawa Nederland B.V.;;2;2;;;;;;2
DEF;Health2Work B.V.;;;;;;;1;;1
DEF;Hecla Electronics B.V.;;2;;;;;1;;2
DEF;Helion IT B.V.;;;;;;;;3;3
DEF;Hescon B.V.;;2;;;;;;;2
DEF;Het Stalplein B.V.;;;;;;;1;;1
DEF;Hewlett-Packard Nederland B.V.;;4;1;1;1;2;2;;4
DEF;Holland Shielding Systems B.V.;;2;;;;;;;2
DEF;Hulskamp Audiovisueel Utrecht;;;;;;;1;;1
DEF;I.T.M. Interma V.O.F.;;1;;;;;;;1
DEF;iBabs B.V.;;2;;;;;;;2
DEF;IBM Nederland B.V.;;;;7;2;;;;7
DEF;ICQ Groep B.V.;;;;;;;;3;3
DEF;Igo-Post B.V.;;1;;;;;;;1
DEF;Imagem;;;;;;;6;;6
DEF;Impulse Info Systems;;;;2;;;;2;2
DEF;In2Content B.V.;;2;;;;;;;2
DEF;Incentro Nederland B.V.;;;;;2;;;;2
DEF;Incontrol Management Consultants B.V.;;;;;;;1;;1
DEF;Index Hospitality Systems B.V.;;;;;1;;;;1
DEF;Infinite Simulation Systems B.V.;;;;3;;;;;3
DEF;Infotheek Projektpartners;;4;5;;;;;;5
DEF;Infratel B.V.;;;;;;1;;;1
DEF;ING Bank N.V.;;;;;;;2;;2
DEF;Integrc Netherlands B.V.;;;;;;;;5;5
DEF;Inter (VCD) B.V.;;;;;;;2;;2
DEF;International Numbering Plans B.V.;;;;;;;1;;1
DEF;Intronics;;6;1;;;2;;;6
DEF;Isconnected B.V.;;1;;;;;;;1
DEF;ITANNEX;;;;;;;1;;1
DEF;itslearning Nederland B.V.;;;;;;1;;;1
DEF;IT-Staffing Nederland B.V.;;;;;;;;4;4
DEF;J.B.S. Handelsonderneming;;1;;;;;;;1
DEF;JD Knowledge B.V.;;;;;;;5;;5
DEF;Jenrick Nederland B.V.;;;;;;;4;;4
DEF;JetSupport B.V.;;;;;;;2;;2
DEF;JetSupport Infra B.V.;;;;;;;1;;1
DEF;Kahuna Network Solutions B.V.;;;;;2;;;;2
DEF;Kamera Express;;1;;;;;;;1
DEF;KantoorExpert Groep;;;;;;;1;;1
DEF;Kirkman Company B.V.;;;;;;;;4;4
DEF;Knapzak Benelux B.V.;;1;;;;;;;1
DEF;KnowledgePlaza Professional Services B.V.;;;;;;;4;3;4
DEF;Koning & Hartman B.V.;;1;;;;;1;;1
DEF;Koninklijke Scheepsagentuur Dirkzwager B.V.;;;;;4;;;;4
DEF;Koninklijke van der Most B.V.;;;;;;;4;;4
DEF;KPN B.V.;;3;4;6;;;8;;9
DEF;KPN Consulting B.V.;;;;;;;1;;1
DEF;KPN Corporate Market;;;;;;;3;;3
DEF;Kreisler Import B.V.;;1;;;;;;;1
DEF;LampVision B.V.;;1;;;;;;;1
DEF;Lens B.V.;;;;1;;;;;1
DEF;LINKIT B.V.;;;;;;;;3;3
DEF;Lionconnect B.V.;;;;;;;2;;2
DEF;Lloyd's Register Nederland B.V.;;;;;;1;;;1
DEF;Logistiekconcurrent;;1;;;;;;;1
DEF;Maastricht Aachen Airport B.V.;;;;;;;2;;2
DEF;Mag. 45 B.V.;;1;;;;;;;1
DEF;Mainpress B.V.;;;;;;;1;;1
DEF;Max ICT B.V.;;;1;;;;1;;1
DEF;MB Safety B.V.;;;2;;;;;;2
DEF;Mercateo Nederland B.V.;;1;;;;;;;1
DEF;Merlin Gerin;;;;1;;;;;1
DEF;Metrohm Nederland B.V.;;;;1;;;;;1
DEF;Micro-Mail Zeewolde B.V.;;2;;;;;;;2
DEF;Minerva Meettechniek B.V.;;;;;;;2;;2
DEF;Minkels B.V.;;2;;;;1;;;2
DEF;Misco Nederland B.V.;;1;3;1;;;3;;4
DEF;Misco Solutions B.V.;;6;3;;2;;2;;6
DEF;Mitutoyo Nederland B.V.;;;;1;2;;;;2
DEF;Moduli Print B.V.;;;;;;;5;;5
DEF;Motiv It Masters B.V.;;;;6;6;;;;7
DEF;Myler;;;;;;;;5;5
DEF;MyMicro Group B.V.;;1;;;;;;;1
DEF;N.O.D. Netwerk Onderzoek Diensten V.O.F.;;1;;;;4;2;;4
DEF;NCI Agency CSA - The Hague;;;;;;;3;;3
DEF;Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;;;5;;5
DEF;Nederlands Centrum voor Informatie Management;;;;;;;;4;4
DEF;NedGraphics B.V.;;;;;3;;;;3
DEF;Negometrix B.V.;;;;;;2;;;2
DEF;NEP Creative Technology B.V.;;2;;;;;;;2
DEF;NetwerkShop;;1;;;;;1;;1
DEF;NFGD Zoetermeer B.V.;;;;;;;1;;1
DEF;NHG Uitgeverij B.V.;;;;1;;;;;1
DEF;NiVo Engineering B.V.;;;;;;;;4;4
DEF;NMS National Multiple Services B.V.;;;;;;;1;;1
DEF;NoorderSoft B.V.;;;;;;;1;;1
DEF;Northwave B.V.;;;;;;;;3;3
DEF;OBT B.V.;;;;;;;2;;2
DEF;OCLC B.V.;;;;;;;4;;4
DEF;Omega Energietechniek B.V.;;;;;;;1;;1
DEF;Onkenhout en Onkenhout B.V.;;;1;;;;;;1
DEF;Onsight Solutions B.V.;;5;;7;6;;2;1;7
DEF;Open Text Coöperatief U.A.;;;;;;;3;;3
DEF;OPEN.satisfaction B.V.;;;;;;;2;;2
DEF;Oracle Nederland;;;;6;7;;;1;7
DEF;Orcavoice B.V.;;;;;;;1;;1
DEF;Ordina Technologie & Competenties B.V.;;;;;;;;7;7
DEF;P2000 Alarmeringsystemen B.V.;;;;;;;1;;1
DEF;Paralax B.V.;;;;5;;;1;;5
DEF;Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;;3;;3
DEF;Picturae ICT B.V.;;;;;;;2;;2
DEF;PINE ICT B.V.;;1;1;;;;1;;2
DEF;PIPNL;;;;;;;1;;1
DEF;Planon B.V.;;;;4;2;2;;;4
DEF;Policy Research Corporation Nederland B.V.;;;;;;;1;;1
DEF;PQR B.V.;;8;7;7;7;5;4;;9
DEF;Primaned B.V.;;;;;3;;2;1;4
DEF;Pro Systems International B.V.;;;;;;;1;;1
DEF;Procyon Networks B.V.;;;;;;;2;;2
DEF;Prodicom B.V.;;;;;;;;4;4
DEF;Protinus IT B.V.;;4;3;;;2;;;4
DEF;Prysmian Netherlands B.V.;;;;;;;2;;2
DEF;PS Printer Supplies;;1;;;;;;;1
DEF;PWJ Digital Repair Services;;1;;;;;;;1
DEF;QS solutions B.V.;;;;2;;;;;2
DEF;Rajapack Benelux;;1;;;;;;;1
DEF;Ram Mobile Data (Netherlands) B.V.;;;;;;;2;;2
DEF;Randstad Resource Bedrijf Zakelijk B.V.;;1;;;;;;;1
DEF;Rebo B.V.;;1;;;;;1;;2
DEF;Red Star Electronics B.V.;;;;;;;1;;1
DEF;Repromat B.V.;;;;;;1;;;1
DEF;RevelX Consulting B.V.;;;;;;;;2;2
DEF;Rexel Nederland B.V.;;1;;;;;;;1
DEF;Ricoh;;;;;;;1;;1
DEF;Rittal B.V.;;2;1;;;2;;;2
DEF;Romex B.V.;;1;;;;1;;;1
DEF;Romijn IJzerwaren & Gereedschappen B.V.;;1;;;;;;;1
DEF;Roossien Hoogwerktechniek;;1;;;;;;;1
DEF;Rotterdam Airport B.V.;;;;;;;1;;1
DEF;RS Components B.V.;;1;;;;1;1;;2
DEF;Saab Technologies B.V.;;;;;;;2;;2
DEF;Sabern B.V.;;;;2;;;;;2
DEF;Safety Solutions Consultants B.V.;;;;;;;1;;1
DEF;Sakko Commercial B.V.;;1;;;;;;;1
DEF;SAP Nederland B.V.;;;;;7;;;3;8
DEF;Sas Institute B.V.;;;;;;;6;;6
DEF;Schiphol Nederland B.V.;;;;;;;2;;2
DEF;Schiphol Telematics B.V.;;;;;;;5;;5
DEF;Schippers IT B.V.;;;;2;;;;;2
DEF;Scholten Awater B.V.;;7;6;;1;3;4;;7
DEF;Scos Software B.V.;;;;;;;1;;1
DEF;Sdu Uitgevers B.V.;;;;;;;1;;1
DEF;Sellox B.V.;;1;;;;;;;1
DEF;Silicon Graphics B.V.;;;;;;;4;;4
DEF;Simac Electronics B.V.;;1;1;;;;;;1
DEF;SKF B.V.;;;;;;;2;;2
DEF;Slimstock B.V.;;;;;4;;;2;5
DEF;SMS Implementation Engineers B.V.;;;;;3;;;;3
DEF;SMT Simple Management Technologies B.V.;;;;2;;;;;2
DEF;Socia B.V.;;2;1;;;;;;2
DEF;Software AG Nederland B.V.;;;;;4;;;2;5
DEF;Solipsis B.V.;;;;;2;;;;2
DEF;SSC Plus B.V.;;;;;;;;7;7
DEF;Start People;;1;;;;;;5;5
DEF;StatAlike B.V.;;1;;;;;;;1
DEF;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;;;1;1
DEF;Stg. Nat. Lucht- en Ruimtevaartlaboratorium;;;;;;;1;;1
DEF;Stichting Bureau Krediet Registratie (BKR);;;;;;;3;;3
DEF;Stichting Reprorecht;;;;;;;4;;4
DEF;Strict Consultancy B.V.;;;;;;;;2;2
DEF;Strict Project Masters B.V.;;;;;;;;2;2
DEF;Strijbosch B.V.;;2;;;;;1;;2
DEF;Studio 38C;;1;;;;;;;1
DEF;SURFmarket;;;;;;;3;;3
DEF;SURFnet B.V.;;;;;;;5;;5
DEF;Synergy Benelux B.V.;;;;;4;;;;4
DEF;Syntro B.V.;;;;;;;;1;1
DEF;T&T Compet&t.b.v.;;;;2;3;;;;3
DEF;Tapes Amsterdam B.V.;;2;;;;;;;2
DEF;Technical Logistic Solutions B.V.;;1;;;;;;;1
DEF;Technische Unie B.V.;;1;;;;;1;;1
DEF;Technolution B.V.;;;;;;;3;;3
DEF;Tedas B.V.;;;;;;;2;;2
DEF;Tele2 Nederland B.V.;;;;;;;2;;2
DEF;Telegrootgebruik B.V.;;;;;;;7;;7
DEF;Telindus-ISIT B.V.;;;;;;2;;;2
DEF;Telpress Benelux B.V.;;;;;2;;;;2
DEF;Tensing Safety & Security B.V.;;;;;2;;2;;3
DEF;Thales Nederland;;;;2;;;3;;4
DEF;The Future Store;;1;;;;;;;1
DEF;The MathWorks B.V.;;;;2;;1;1;;2
DEF;The Two Automatiseringsdiensten B.V.;;;;;;;;2;2
DEF;TM7 B.V.;;;;;;;2;;2
DEF;T-Mobile Netherlands B.V.;;;;;;;1;;1
DEF;TOPdesk Nederland B.V.;;;;1;;;;;1
DEF;Totech Europe B.V.;;1;;;;;;;1
DEF;Trescal B.V.;;;;;;;2;;2
DEF;Trin-IT Software Solutions B.V.;;;;;;2;;;2
DEF;Trots Consultancy & Detachering B.V.;;1;;;;;;;1
