Ministerie;handelsnaam na kvk;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
EZ;N.V. Waterbedrijf Drenthe;;;1;;;1
EZ;N.V. Waterbedrijf Groningen;;;1;;;1
EZ;Nederlandse Aardolie Maatschappij B.V.;;;;1;;1
EZ;Nooter Technische Installaties B.V.;;;;;1;1
EZ;NS Vastgoed B.V.;;;;;1;1
EZ;NUON Business;;;1;;;1
EZ;Nuon CCC;;;1;;;1
EZ;Oasen N.V.;;;1;;;1
EZ;Out of The Sun;;1;;;;1
EZ;Pathe Cinemas BV;;;;;1;1
EZ;PHB De Combi Nijmegen B.V.;;1;;;;1
EZ;Pobezin Installatie Techniek B.V.;;1;;;;1
EZ;Pranger-Rosier Installaties B.V.;;1;;;;1
EZ;Premiumropes B.V.;;1;;;;1
EZ;Property FiveFour B.V.;;;;;1;1
EZ;Raadgevend Ingenieursbureau Dijkoraad B.V.;1;;;;;1
EZ;Rai Amsterdam Exhibitor Services;;;;;1;1
EZ;Rijwielhuis Luuk Westerkamp;;1;;;;1
EZ;Rodi Media Zuid-Holland B.V.;;1;;;;1
EZ;RRS Nederland B.V.;;1;;;;1
EZ;Ruys Handelsvereniging B.V.;;1;;;;1
EZ;Salverda Bouw B.V.;;1;;;;1
EZ;Sandfirden Technics B.V.;;1;;;;1
EZ;Schiphol Trade Park Services B.V.;;;;;1;1
EZ;Scholen in de Kunst;;;;;1;1
EZ;Schoonm. & Ontstoppingsbedrijf Van Riel B.V.;;1;;;;1
EZ;Schut-Copex B.V.;;;;1;;1
EZ;Selecta Netherlands B.V.;;;;;1;1
EZ;Sensz B.V.;;1;;;;1
EZ;SiSto Trading B.V.;;1;;;;1
EZ;Sitex Electronics B.V.;;1;;;;1
EZ;Soft dB Northern Europe;;1;;;;1
EZ;St.Laurentius;;;1;;;1
EZ;Steegman Elektrotechniek B.V.;;1;;;;1
EZ;Stg. Zonnehuisgroep Nrd/Zonnehuis Thuis/ZEEL;;;;;1;1
EZ;Stichting Domesta;;;;;1;1
EZ;Stichting Woonplus Schiedam';;;;;1;1
EZ;Struweel Beheer B.V.;;;;;1;1
EZ;Syncasso Gerechtsdeurwaarders B.V.;;;1;;;1
EZ;Talis;;;;;1;1
EZ;Technische Unie B.V.;;1;;;1;1
EZ;Thole Access Systems B.V.;;1;;;;1
EZ;TL Besparen B.V.;;1;;;;1
EZ;Transportbedrijf Van Veen B.V.;;;;;1;1
EZ;Transposafe Systems;;1;;;;1
EZ;Trots Consultancy & Detachering B.V.;;;;;1;1
EZ;Trots Solutions B.V.;;;;;1;1
EZ;Van Bergeijk Beheer B.V.;;;1;;1;1
EZ;Van der Ent Group;;;;1;;1
EZ;Van der Velden Rioleringsbeheer Nijmegen B.V.;;1;;;;1
EZ;Van Enckevort Groothandel B.V.;;1;;;;1
EZ;VBT Groep B.V.;;1;;;;1
EZ;Vereniging tot Behoud van Natuurmonumenten;;;;;1;1
EZ;Vereniging van Eigenaars;;;;;1;1
EZ;Vermaat Bedrijfshoreca B.V.;;1;;;;1
EZ;Visafslag Den Oever Beheer B.V.;;;;;1;1
EZ;Visafslag Lauwersoog B.V.;;;;;1;1
EZ;Vision2form;;1;;;;1
EZ;Visveiling Urk;;;;;1;1
EZ;Walas Projects B.V.;;;1;;1;1
EZ;Zeehaven IJmuiden N.V.;;;1;;;1
EZ;Zeeuwse Visveiling Breskens N.V.;;;1;;;1
EZ;Ziggo Services B.V.;;;;;1;1
EZ;Zuidkoop B.V.;;1;;;;1
FIN;A. van der Vlist Schilderwerken;;1;;;1;1
FIN;Aannemersbedrijf G.B. van Hoek B.V.;;1;;;;1
FIN;Aannemingsbedrijf C. Hoogvliet en Zonen B.V.;;1;;;;1
FIN;Aannemingsmaatschappij P.A. Wiersma B.V.;;1;;;;1
FIN;Aannemingsmaatschappij ZVS Eemnes B.V.;;1;;;;1
FIN;Accuraat B.V.;;1;;;;1
FIN;Aermast Holland;;1;;;;1
FIN;Alarmcentrale Sleutels en Sloten;;1;;;;1
FIN;Altec IndustriÃƒÂ«le Identificatie;;1;;;;1
FIN;Altrex B.V.;;1;;;;1
FIN;Ambius B.V.;;1;;;;1
FIN;Aqua D en S B.V.;;1;;;;1
FIN;Arma Verhuur Horeca B.V.;;1;;;;1
FIN;ASSA ABLOY Entrance Systems;;1;;;;1
FIN;Auke Rauwerda B.V.;;1;;;;1
FIN;Aukes training en advies B.V.;;1;;;1;1
FIN;Bergh Brandkasten B.V.;;1;;;;1
FIN;Beveiligings Techniek IJzendoorn B.V.;;1;;;;1
FIN;Biermans IJzerhandel Breda B.V.;;1;;;;1
FIN;Bouwbedrijf Davelaar B.V.;;1;;;;1
FIN;Bouwbedrijf De Boer B.V.;;1;;;;1
FIN;Bouwbedrijf Kreeft B.V.;;1;;;;1
FIN;Bouwbedrijf Meliskerke B.V.;;1;;;;1
FIN;Bouwmij Weboma B.V.;;;;;1;1
FIN;Bouwonderneming Jager B.V.;;1;;;;1
FIN;Bovenregionaal kantoor;;;1;;;1
FIN;Brabant Water N.V.;;;1;;;1
FIN;Brandbeveiliging Alkmaar B.V.;;1;;;;1
FIN;Brehm, Sleutels en Sloten;;1;;;;1
FIN;Breijer Koeltechniek B.V.;;1;;;;1
FIN;Brenntag Nederland B.V.;;1;;;;1
FIN;Breustedt Chemie;;1;;;;1
FIN;Brongers Bouw B.V.;;1;;;;1
FIN;Buko Infrasupport B.V.;;1;;;;1
FIN;CarBon6 B.V.;;1;;;;1
FIN;CommITment B.V.;;;;;1;1
FIN;Conrad Electronic Benelux B.V.;;1;;;;1
FIN;Crawford;;1;;;;1
FIN;D en W Elektrotechniek B.V.;;1;;;;1
FIN;De Eendenkooi;;;;;1;1
FIN;de Schalmei;;;;;1;1
FIN;De Vries Projekt Design B.V.;;1;;;;1
FIN;Den Hartog B.V.;;;1;;;1
FIN;Denios B.V.;;1;;;;1
FIN;Discountoffice.nl B.V.;;1;;;1;1
FIN;Donar Groen B.V.;;1;;;;1
FIN;Dunea N.V.;;;1;;;1
FIN;Dura Vermeer Onderhoud en Renov. Hengelo B.V.;;1;;;;1
FIN;Dutch Special Solutions B.V.;;1;;;;1
FIN;E. Witte Bouw- en Aannemersbedrijf B.V.;;1;;;;1
FIN;EDP Technisch Adviesbureau B.V.;;1;;;;1
FIN;Enduris B.V.;;;1;;;1
FIN;Enexis B.V.;;;1;;;1
FIN;ENGIE Services Noord B.V.;;1;;;;1
FIN;Erik van Dunschoten Elektrotechniek B.V.;;1;;;;1
FIN;Esra B.V.;;1;;;;1
FIN;Euromate B.V.;;1;;;;1
FIN;Evides Locatie Huijbergen;;;1;;;1
FIN;Exploitatie Sportaccommodaties Aalsmeer B.V.;;;;;1;1
FIN;FAAC B.V.;;1;;;;1
FIN;Fieten Olie 2 B.V.;;;1;;;1
FIN;Floor Beveiligingstechniek B.V.;;1;;;;1
FIN;FM Projekten B.V.;;;;;1;1
FIN;Foto Sanders & Rozemeijer;;1;;;;1
FIN;Frank B.V.;;1;;;;1
FIN;Fudura B.V.;;;1;;;1
FIN;Gaswacht Arnhem B.V.;;1;;;;1
FIN;Gebroeders Van Dam;;1;;;;1
FIN;Gerritse IJzerwaren;;;;;1;1
FIN;Glashandel van Ooyen B.V.;;1;;;;1
FIN;Glaspunt B.V.;;1;;;;1
FIN;Grateq B.V.;;1;;;;1
FIN;Groentotaal A. de Boer Ruinerwold;;1;;;;1
FIN;Gunnebo Nederland B.V.;;1;;;;1
FIN;Heerkens Verlichting;;1;;;;1
FIN;Helmondse Schietsport Vereniging 'De Helm';;;;;1;1
FIN;Heras B.V.;;1;;;;1
FIN;High Security International B.V.;;1;;;;1
FIN;Hollander Techniek B.V.;;1;;;;1
FIN;hvabouwservice;;1;;;;1
FIN;Imming Logistics C.V.;;1;;;;1
FIN;Ingenieursbureau Ebatech B.V.;;;1;;;1
FIN;Innotec Industrie;;1;;;;1
FIN;Inofec B.V.;;1;;;;1
FIN;Inspiration Office;;1;;;;1
FIN;Interlight illuminate your life;;1;;;;1
FIN;Interparking Nederland B.V.;;1;;;;1
FIN;J. Zwemmer Holding B.V.;;1;;;;1
FIN;J.F.C. Manufacturing (Europe) Limited;;1;;;;1
FIN;Java Onderhoud B.V.;;1;;;;1
FIN;Jo Leloux;;1;;;;1
FIN;Jonkers Hoveniers B.V.;;1;;;;1
FIN;Joulz Infradiensten B.V.;;;1;;;1
FIN;Joulz Meetbedrijf B.V.;;;1;;;1
FIN;Juro Unirek B.V.;;1;;;;1
FIN;Kenan Elektrotechniek;;;;;1;1
FIN;KENTER;;;1;;;1
FIN;Kliko Container;;1;;;;1
FIN;Koers Amsterdam;;1;;;;1
FIN;KPN B.V.;;;1;;;1
FIN;Lamers Reinigingstechniek B.V.;;1;;;;1
FIN;LanckerWolters beveiliging & ict B.V.;;1;;;;1
FIN;Loodgietersbedrijf Lantsink & Koning B.V.;;1;;;;1
FIN;Loodgietersbedrijf Van Gelder;;1;;;;1
FIN;Lundiform B.V.;;1;;;;1
FIN;Mansveld Projecten & Services B.V.;;1;;;;1
FIN;Manutan B.V.;;1;;;;1
FIN;Mechanisatiebedrijf van Bergen B.V.;;1;;;;1
FIN;Moeleker Custom Cooking B.V.;;1;;;;1
FIN;Mondial Movers B.V.;;;;1;;1
FIN;Mors Smitt B.V.;;1;;;;1
FIN;Mulder 2 Wielers B.V.;;1;;;;1
FIN;Multifunctioneel Centrum De Dreef;;;;;1;1
FIN;N.V. PWN Waterleidingbedrijf Noord-Holland;;;1;;;1
FIN;N.V. Waterbedrijf Drenthe;;;1;;;1
FIN;N.V. Waterbedrijf Groningen;;;1;;;1
FIN;Naamplatenindustrie Vlug;;1;;;;1
FIN;Neopost;;1;;;;1
FIN;Nijhuis Dienstverlening B.V.;;1;;;;1
FIN;Nonhebel Antislip en Entree oplossingen;;1;;;;1
FIN;Norisk Keymanagement B.V.;;1;;;;1
FIN;Oasen N.V.;;;1;;;1
FIN;OBN Ongedierte Bestrijding Nederland B.V.;;1;;;;1
FIN;Olssen B.V.;;;;;1;1
FIN;Omegam;;1;;;;1
FIN;OnderhoudPlus Noord-Oost B.V.;;1;;;;1
FIN;Optisport Medemblik B.V.;;;;;1;1
FIN;pictoshop;;1;;;;1
FIN;Pranger-Rosier Installaties B.V.;;1;;;;1
FIN;Precia Molen Nederland B.V.;;1;;;;1
FIN;Profile Janssen De Fietsspecialist;;1;;;;1
FIN;PRONOMAR B.V.;;1;;;;1
FIN;Punt Interieurbouw B.V.;;1;;;;1
FIN;Q-ing. Chemicals B.V.;;1;;;;1
FIN;Reisswolf Nederland B.V.;;1;;;;1
FIN;Renewi Overheidsdiensten B.V.;;1;;;;1
FIN;Rentokil pest control;;1;;;;1
FIN;Revis Verkeerstechniek B.V.;;1;;;;1
FIN;Rimato B.V.;;1;;;;1
FIN;Rimax advice;1;;;;;1
FIN;Roermondse Glashandel B.V.;;1;;;;1
FIN;Roobol Woninginrichting;;1;;;;1
FIN;RRS Nederland B.V.;;1;;;;1
FIN;Salverda Bouw B.V.;;1;;;;1
FIN;SchÃƒÂ¼rgers Sleutelservice V.O.F.;;1;;;;1
FIN;Schoondergang Van Zwanenburg Serv.&Ond. B.V.;;1;;;;1
FIN;Schoonmaakbedrijf Beercoo B.V.;;1;;;;1
FIN;Schouten Olie;;1;;;;1
FIN;Schreuder Beheer B.V.;;1;;;;1
FIN;Secure Projects B.V.;;1;;;;1
FIN;Showgroup;;1;;;;1
FIN;Siemens Nederland N.V.;;1;;;;1
FIN;Simons Vloer & Wand;;;;;1;1
FIN;Simplexxion ICT Solutions B.V.;;;;;1;1
FIN;SITA National Sales;;1;;;;1
FIN;Sitex Electronics B.V.;;1;;;;1
FIN;Sleut.- & Safespecial. W. van den Hoogen B.V.;;1;;;;1
FIN;Sonesto;;1;;;;1
FIN;Sportfondsen Haarlemmermeer B.V.;;;;;1;1
FIN;Sportvereniging 'Blijft Steeds Moedig';;;;;1;1
FIN;Stas B.V.;;1;;;;1
FIN;Stedin Meetbedrijf B.V.;;;1;;;1
FIN;Stertil B.V.;;1;;;;1
FIN;Stg. Beh. 'Schietver. Driebergen-Rijsenburg';;;;;1;1
FIN;Stg. Service Centrum Auteurs & Nabur. rechten;;1;;;;1
FIN;Sticht. Multifunction. Accommodatie B'smilde;;;;;1;1
FIN;Stichting Exploitatie Accommodatie Velo;;;;;1;1
FIN;Stichting 't Akkoord;;;;;1;1
FIN;Stinissen Rioolservice B.V.;;1;;;;1
FIN;Stokvis Equipment (Nederland) B.V.;1;;;;;1
FIN;Storax B.V.;;1;;;;1
FIN;Stow Nederland B.V.;;1;;;;1
FIN;Sytec B.V.;;1;;;;1
FIN;Tankstation Roozeboom B.V.;;1;;;;1
FIN;Timmer;;1;;;;1
FIN;Top Movers Nederland B.V.;;;;1;;1
FIN;TotalKlima B.V.;;1;;;;1
FIN;Trichtglas B.V.;;1;;;;1
FIN;TRINK-ABWASSERVERBAND;;;1;;;1
FIN;UniCarriers Netherlands B.V.;;1;;;;1
FIN;Unispace International B.V.;;1;;;;1
FIN;V.O.F. B. Visser Onderhoud en Reparatie;;1;;;;1
FIN;Van der Velden Rioleringsbeh. Eindhoven B.V.;;1;;;;1
FIN;Van der Velden Rioleringsbeheer Tilburg B.V.;;1;;;;1
FIN;Van Dorp Zwembaden;;1;;;;1
FIN;Van Iersel Gilze B.V.;;1;;;;1
FIN;Veolia Gebouwenbeheer B.V.;;1;;;;1
FIN;Veolia Water Systems Nederland Holding B.V.;;1;;;;1
FIN;Verhuurbedrijf Zuid-Holland;;1;;;;1
FIN;Visualworkplace.nl;;1;;;;1
FIN;Vlag-in-Top/Totaal Service;;1;;;;1
FIN;Warmtebouw;;1;;;;1
FIN;Wildkamp B.V.;;1;;;;1
FIN;WorkSphere;;1;;;;1
FIN;Worldwide Vision;;1;;;;1
FIN;ZENDESK,  INC;;;;;1;1
FIN;Zep Manufacturing B.V.;;1;;;;1
I & M;1.2.3. Sloten Service B.V.;;1;;;;1
I & M;1001Produkties.nl;;1;;;;1
I & M;A. Agterberg B.V.;;1;;;;1
I & M;Aannemersbedrijf van Zoelen B.V.;;1;;;;1
I & M;Aanneming Wegenbouw G. Hemmen B.V.;;1;;;;1
I & M;Aardgasservice Noord B.V.;;;1;;;1
I & M;ABC Afbouwcentre;;1;;;;1
I & M;ABR Kantoorinrichting B.V.;;;;1;1;1
I & M;Acquire Publishing B.V.;;1;;;;1
I & M;Adviesbureau Sijperda B.V.;;1;;;;1
I & M;Afmitech Friesland B.V.;;1;;;;1
I & M;AH to go Eindhoven Airport;;;;;1;1
I & M;Ahrend Nederland B.V.;;1;;;;1
I & M;Algemene Vlaggenhandel Nederland;;1;;;;1
I & M;ALTER - HAAGLANDEN sleutels - sloten;;1;;;;1
I & M;Altrex B.V.;;1;;;;1
I & M;Amenddak;;1;;;;1
I & M;Anoniem 1177;;1;;;;1
I & M;Anoniem 118;;1;;;;1
I & M;Anoniem 1186;;;;;1;1
I & M;Anoniem 1460;;1;;;;1
I & M;Anoniem 1461;;1;;;;1
I & M;Anoniem 1462;;1;;;;1
I & M;Anoniem 1463;;1;;;;1
I & M;Anoniem 1465;;1;;;;1
I & M;Anoniem 1496;;1;;;;1
I & M;Anoniem 207;;1;;;;1
I & M;Anoniem 282;;1;;;;1
I & M;Anoniem 334;;;;;1;1
I & M;Anoniem 429;;1;;;;1
I & M;Anoniem 473;;;;;1;1
I & M;Anoniem 574;;1;;;;1
I & M;Anoniem 606;;1;;;;1
I & M;Anoniem 635;;1;;;;1
I & M;Anoniem 664;;;;;1;1
I & M;Anoniem 695;;1;;;;1
I & M;Anoniem 71;;;;;1;1
I & M;Anoniem 795;;1;;;;1
I & M;Anoniem 807;;1;;;;1
I & M;Anoniem 878;;;;;1;1
I & M;Anoniem 885;;;;;1;1
I & M;Anoniem 896;;;;;1;1
I & M;Anoniem 911;;;;;1;1
I & M;Anoniem 920;;;;;1;1
I & M;Ansul;;1;;;;1
I & M;AquaTerra-KuiperBurger;;1;;;;1
I & M;Arborendement V.O.F.;;1;;;;1
I & M;Ascom (Nederland) B.V.;;1;;;;1
I & M;Asecos B.V.;;1;;;;1
I & M;At Computing B.V.;;;1;;;1
I & M;ATK Grootkeukentechniek B.V.;;1;;;;1
I & M;Atlas Schilder- en Onderhoudsbedrijf;;1;;;;1
I & M;Avex B.V.;;;;;1;1
I & M;Aviste B.V.;;1;;;;1
I & M;Axent Groen B.V.;;1;;;;1
I & M;Aydo webshops;;1;;;;1
I & M;Bakker Installaties V.O.F.;;1;;;;1
I & M;Bandsma-Bultje Verhuizingen B.V.;;1;;;;1
I & M;Berkx maatwerk voor woning en bedrijf;;1;;;;1
I & M;Best Environmental & Safety Technology B.V.;;;;;1;1
I & M;BG Techniek B.V.;;1;;;;1
I & M;BNRA Gladheid;;1;;;;1
I & M;Boeg B.V.;;1;;;;1
I & M;Boels Verhuur;;1;;;1;1
I & M;Bordbusters B.V.;;1;;;;1
I & M;Bos Elektro B.V.;;1;;;;1
I & M;Bosveld Gerechtsdeurwaarders & Incasso's;;;1;;;1
I & M;Boudesteijn Verhuizers B.V.;;;;1;;1
I & M;Bouter B.V.;;1;;;;1
I & M;Bouwbedrijf A. Schollee B.V.;;1;;;;1
I & M;Break Free Fun Company;;;;1;;1
I & M;Breur IJzerhandel Vlietlaan B.V.;;1;;;;1
I & M;Breustedt Chemie;;1;;;;1
I & M;BTD Beveiligingstechniek Dordrecht B.V.;;;;;1;1
I & M;C.J. van Klaveren Holding B.V.;;1;;;;1
I & M;Camelot Vastgoedbeheer B.V.;;1;;;;1
I & M;CertiQ B.V.;;1;1;;;1
I & M;Charissa's Lavanderia;;1;;;;1
I & M;CoÃ¶p. Inkoopver. van Visserijbenodigdheden UA;;;1;;;1
I & M;Conrad Electronic Benelux B.V.;;1;;;;1
I & M;Convoi Nederland;;;;1;;1
I & M;Cornelissen Service en Onderhoud B.V.;;1;;;;1
I & M;Croissanterie Aad de Groot B.V.;;1;;;;1
I & M;Cryotrans;;;1;;;1
I & M;CZAV;;;1;;;1
I & M;Dalmolen Horeca- en grootkeukentechniek;;1;;;;1
I & M;Dassen Bouw B.V.;;1;;;;1
I & M;DCI Electronics B.V.;;1;;;;1
I & M;De Rie IJzerwaren en Gereedschappen B.V.;;1;;;;1
I & M;De Sleutelspecialist';;1;;;;1
I & M;De Sleutelspecialist Leeuwarden V.O.F.;;1;;;;1
I & M;De Wilt-Cyrox Groep B.V.;;1;;;;1
I & M;DECO;;1;;;;1
I & M;DELTA Comfort B.V.;;1;1;;;1
I & M;DELTA Safety Training;;;1;;;1
I & M;Discountoffice.nl B.V.;;1;;;;1
I & M;Dorigo-Wierper B.V.;;1;;;;1
I & M;Dynamic No-Break B.V.;;1;;;;1
I & M;E.A.M. Groenewegen Holding B.V.;;;1;;;1
I & M;Eden Springs Nederland B.V.;;;1;;;1
I & M;Eijkelboom B.V.;;1;;;;1
I & M;Elbenk Com B.V.;;1;;;;1
I & M;Electro-Techn. Inst.bedr. 'Leerkes' B.V.;;1;;;;1
I & M;Elek.-Techn. Inst.bur. Ben van Schoor B.V.;;1;;;;1
I & M;Endenburg Elektrotechniek B.V.;;1;;;;1
