FID,ID,WIJKNR,WIJKNAAM,WIJKDEEL,STDSDLNR,STDSDLNM,STDSDLKORT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
GEO_IND_WIJKDELEN.251,251,14,Hatertse Hei,14_05,6,Nijmegen-Zuid,N-Zuid,2020-01-24,2023-02-01,"POLYGON ((186672.07 425245.37, 186630.190000484 425246.499999987, 186610.790000481 425247.029999987, 186580.19 425247.86, 186530.51 425249.2, 186493.3 425250.2, 186495.48 425310.23, 186497.75 425372.99, 186403.49 425393.14, 186358.28 425404.85, 186336.38 425417.28, 186291.99 425262.11, 186275.690820408 425205.140951331, 186275.695844957 425205.139276481, 186275.713413838 425205.133420188, 186278.104998785 425204.336225206, 186285.094049934 425202.150175493, 186291.380732119 425189.97675854, 186296.257532119 425181.035958538, 186330.19880791 425171.766909794, 186329.376948973 425168.754584373, 186337.432948947 425166.578584406, 186336.837204547 425164.287259667, 186336.561948981 425163.228584365, 186335.761948928 425160.192584426, 186337.357413391 425159.777255009, 186354.730013935 425155.254840256, 186373.338948993 425150.410584368, 186372.797949004 425148.302584359, 186371.188948992 425142.363584363, 186374.363213208 425141.530864153, 186393.724996276 425136.451593189, 186449.627518461 425121.784354844, 186451.242949034 425121.360584376, 186453.219048125 425128.721363905, 186453.286893958 425128.974083119, 186458.854175158 425149.714972182, 186459.365949079 425151.621584358, 186461.854949059 425150.902584381, 186465.063949092 425149.949584344, 186470.961949056 425148.26158439, 186472.69594904 425147.817584411, 186470.446948999 425139.285584452, 186473.779008202 425139.098657919, 186478.414949052 425138.838584394, 186485.548949041 425138.439584415, 186493.505949047 425137.993584415, 186499.724949046 425137.645584419, 186506.397949104 425137.271584357, 186512.238949043 425136.943584435, 186518.727949081 425136.5805844, 186525.634949056 425136.193584435, 186526.035949101 425137.763584382, 186527.293949178 425143.559584296, 186528.60294914 425149.561584354, 186530.493949132 425158.18758437, 186554.519099193 425152.075807325, 186561.074755376 425150.473513272, 186565.158865451 425149.607691874, 186565.527897365 425150.950968041, 186568.096489649 425160.30064395, 186568.545532118 425161.935158539, 186576.261191477 425159.905300898, 186576.979013918 425159.716454126, 186576.981209165 425159.715876594, 186576.98175908 425159.715731921, 186576.982944436 425159.715420074, 186576.986352931 425159.714523357, 186576.998349288 425159.711367322, 186577.017214014 425159.706404336, 186591.110949204 425155.998584338, 186589.975949118 425151.636584441, 186591.054868742 425151.358546624, 186594.845949151 425150.381584402, 186599.92794919 425148.851584359, 186598.76294913 425145.024584425, 186596.82494916 425138.405584378, 186597.651770399 425138.186648697, 186615.022949187 425133.587584366, 186623.52694918 425131.45158438, 186625.339278478 425130.975029006, 186651.76751088 425124.026090067, 186653.143095169 425123.664462061, 186654.858331884 425123.213542667, 186658.091842267 425122.367755889, 186669.191598808 425184.301760083, 186672.07 425245.37))"
GEO_IND_WIJKDELEN.279,279,32,Zwanenveld,32_08,7,Dukenburg,Dukenburg,2020-01-24,2023-02-01,"POLYGON ((183424.473331451 426053.00489683, 183423.004858152 426052.804481889, 183421.537612321 426052.595269921, 183413.46 426086.39, 183396.94 426107.57, 183395.44 426114.58, 183360.085907187 426284.721571665, 183358.222435642 426284.361828124, 183296.914857205 426271.954342007, 183257.764753853 426264.769842521, 183181.214385963 426249.271915279, 183096.390938371 426232.825457794, 183023.057308524 426218.455622965, 182959.04419486 426205.628082841, 182918.701422014 426196.562291189, 182921.521598384 426182.287876201, 182941.20972132 426074.659470824, 182949.297452983 426038.842373455, 182950.367684397 426034.102777193, 182967.045465277 426038.016733906, 183080.49 426064.64, 183134.94 426077.41, 183154.28 426076.47, 183161.67 426072.42, 183177.06 426040.89, 183270.29 426057.18, 183277.643550756 426010.154487847, 183293.645 426017.4635, 183334.582413354 426029.168685998, 183370.230678516 426039.915300773, 183386.681831398 426044.783608137, 183413.321808359 426051.247548959, 183420.445671483 426052.433144123, 183424.473331451 426053.00489683))"
GEO_IND_WIJKDELEN.280,280,33,Meijhorst,33_08,7,Dukenburg,Dukenburg,2020-01-24,2023-02-01,"POLYGON ((183217.947785037 425072.541588633, 183260.996 425079.246, 183261.916 425073.333, 183294.724 425078.442, 183295.435 425073.879, 183325.397 425078.544, 183324.713 425082.933, 183360.891310083 425088.567185679, 183358.87 425105.6, 183354.36 425143.65, 183481.45 425160.33, 183663.055717335 425183.441745145, 183660.122225523 425230.377614132, 183656.351398903 425288.76841491, 183534.918200425 425265.591708282, 183360.414443515 425237.671107177, 183290.005971161 425226.442169778, 183235.075223334 425217.337625937, 183217.77659004 425214.606262786, 183205.030228666 425212.178384429, 183193.194321676 425285.925189527, 183192.033440209 425285.724015526, 183176.14028122 425282.969823584, 183134.734946309 425276.602584504, 183108.314696235 425272.513262152, 183082.996946199 425268.594584589, 183003.338770639 425256.304707267, 183009.861 425213.257, 183009.514 425213.207, 183009.564 425212.877, 183009.913 425212.912, 183015.091 425213.665, 183017.168 425199.708, 183073.463 425140.083, 183073.92 425138.136, 183074.695 425134.837, 183076.057 425129.138, 183076.126 425128.85, 183077.511 425123.364, 183078.28 425120.382, 183079.075 425117.298, 183080.62 425111.667, 183080.685 425111.432, 183082.342 425105.949, 183083.249 425103.052, 183084.183 425100.067, 183085.871 425094.727, 183085.961 425094.465, 183087.872 425088.891, 183088.978 425085.986, 183090.079 425083.096, 183092.198 425077.751, 183092.261 425077.599, 183094.532 425072.125, 183095.775 425069.024, 183117.89830234 425020.529035657, 183131.62 425026.07, 183194.03 425051.28, 183214.45 425063.96, 183217.947785037 425072.541588633))"
GEO_IND_WIJKDELEN.281,281,33,Meijhorst,33_07,7,Dukenburg,Dukenburg,2020-01-24,2023-02-01,"POLYGON ((183676.907168948 424917.337615586, 183665.980679099 425136.642356915, 183663.055717335 425183.441745145, 183481.45 425160.33, 183354.36 425143.65, 183358.87 425105.6, 183360.891310083 425088.567185679, 183324.713 425082.933, 183325.397 425078.544, 183295.435 425073.879, 183294.724 425078.442, 183261.916 425073.333, 183260.996 425079.246, 183217.947785037 425072.541588633, 183280.184 425030.878, 183288.868 425007.56, 183296.753220909 425010.503031207, 183300.676 424999.999, 183316.868456677 424956.642173027, 183340.045 424965.293, 183344.91419146 424952.297785443, 183345.456254607 424950.851092094, 183448.395 424965.352, 183480.441343117 424969.866769301, 183479.695338519 424975.0738014, 183489.747 424976.489, 183545.215248842 424984.30464345, 183550.714 424980.098, 183573.65 424962.5515, 183579.407 424958.147, 183590.886 424949.365, 183596.619 424944.979, 183602.332 424940.608, 183632.123107175 424932.602283591, 183676.907168948 424917.337615586))"
GEO_IND_WIJKDELEN.282,282,16,Hatert,16_14,6,Nijmegen-Zuid,N-Zuid,2020-01-24,2023-02-01,"POLYGON ((184747.655981461 424673.016699199, 184727.111 424674.56, 184663.32 424679.35, 184613.42 424699.08, 184592.78 424713.29, 184558.84 424754.94, 184525.573947396 424826.507584198, 184486.253055164 424817.288306781, 184446.745933837 424808.02536561, 184472.878146684 424704.00393583, 184503.47532653 424582.209336444, 184509.766815576 424556.693853092, 184527.210180696 424485.95131677, 184573.12179248 424542.322035358, 184644.828 424557.796, 184747.655981461 424673.016699199))"
GEO_IND_WIJKDELEN.283,283,16,Hatert,16_10,6,Nijmegen-Zuid,N-Zuid,2020-01-24,2023-02-01,"POLYGON ((185058.288974456 424465.359918393, 185073.512 424473.378, 185073.318690376 424473.580582727, 185046.391 424501.8, 185032.069 424517.615, 185017.953 424536.116, 184974.505 424592.321, 184932.715 424646.26, 184906.538 424679.004, 184897.518 424672.278, 184891.416 424669.225, 184882.174 424666.57, 184868.294 424656.352, 184860.98 424654.689, 184851.755 424654.19, 184847.849 424653.275, 184842.446 424649.449, 184833.138 424639.718, 184815.379158704 424625.934079833, 184763.72 424671.81, 184747.655981461 424673.016699199, 184644.828 424557.796, 184573.12179248 424542.322035358, 184527.210180696 424485.95131677, 184581.488170933 424276.38233995, 185000 424438.85, 185056.681139507 424465.699484007, 185058.288974456 424465.359918393))"
GEO_IND_WIJKDELEN.284,284,16,Hatert,16_03,6,Nijmegen-Zuid,N-Zuid,2020-01-24,2023-02-01,"POLYGON ((184739.4 424155.32, 184787.56 424198.47, 184847.62 424252.28, 184898.99999988 424189.410000147, 184899 424189.41, 184972.78 424247.93, 185009.25 424202.82, 185080.45 424120.93, 185148.6 424038.02, 185173.52 424008.77, 185196.92 423982.32, 185222.09 424002.89, 185341.83 424105.75, 185355.81 424123.78, 185355.81 424123.78, 185355.81 424123.78, 185311.06 424177.45, 185241.38 424258.07, 185170.18 424340.73, 185132.79 424384.98, 185057.428593789 424464.906749449, 185058.288974456 424465.359918393, 185056.681139507 424465.699484007, 185000 424438.85, 184581.488170933 424276.38233995, 184619.048630176 424174.186012191, 184631.550204444 424142.549375267, 184739.4 424155.32, 184739.4 424155.32))"
GEO_IND_WIJKDELEN.285,285,16,Hatert,16_02,6,Nijmegen-Zuid,N-Zuid,2020-01-24,2023-02-01,"POLYGON ((185068.29 423775.76, 185068.29 423775.76, 185046.16 423801.45, 184996.05 423859.22, 184973.29 423882.47, 184965.44 423891.63, 184919.67 423945.03, 184904.01 423963.3, 184894.45 423974.45, 184864.35 424009.56, 184848.56 424027.97, 184817.1 424064.68, 184809.25 424073.83, 184739.4 424155.32, 184631.550204444 424142.549375267, 184649.664730423 424095.604688218, 184655.317772409 424081.701260637, 184668.544658909 424049.17026951, 184674.22131752 424037.475499139, 184702.47750335 423979.263507277, 184753.504337096 423894.303829092, 184836.85970514 423772.520686198, 184857.105418887 423747.827185833, 184877.65330938 423722.782600189, 184901.235300121 423694.227011757, 184953.064790583 423631.466339225, 185053.797418021 423507.229432048, 185054.246087979 423506.676072434, 185054.249562697 423506.671786948, 185054.26580593 423506.651753628, 185054.329313588 423506.573427516, 185054.363163233 423506.53167962, 185054.367814225 423506.525943397, 185054.375780568 423506.51611824, 185054.381108075 423506.509547648, 185054.391789454 423506.496373948, 185054.399256872 423506.487164132, 185054.501641155 423506.360890184, 185054.542778538 423506.310154078, 185054.705949899 423506.108909399, 185055.06876265 423505.661440339, 185071.050774237 423485.950292716, 185175.729464559 423365.707690718, 185176.410370814 423364.925545473, 185177.925795267 423363.184803601, 185179.503120873 423364.465898647, 185203.18794799 423383.702582913, 185207.710947948 423387.386582975, 185211.02602196 423390.087259438, 185224.668439026 423401.201266105, 185228.898657673 423404.666086839, 185240.77773453 423414.973367495, 185244.419948046 423418.133582914, 185259.383473757 423431.974927538, 185275.848948049 423447.20558297, 185294.528948086 423465.041582954, 185313.852948071 423481.884583008, 185320.224894177 423487.585815939, 185334.114308791 423500.036436373, 185343.98655817 423509.020676845, 185347.648948042 423512.353583106, 185345.654948052 423513.827583095, 185343.373948107 423516.035583022, 185339.823830262 423517.759561134, 185335.86794805 423519.680583091, 185321.418948078 423528.155583045, 185299.467786955 423543.39890111, 185264.235948072 423567.864583029, 185243.183737024 423582.809869905, 185233.183940201 423589.908878737, 185233.183 423589.909, 185208.66 423612.73, 185191.37 423628.76, 185152.46 423675.56, 185139.49 423690.31, 185122.94 423708.88, 185068.29 423775.76))"
GEO_IND_WIJKDELEN.286,286,16,Hatert,16_01,6,Nijmegen-Zuid,N-Zuid,2020-01-24,2023-02-01,"POLYGON ((185233.183940201 423589.908878737, 185233.182947983 423589.909583127, 185235.313948042 423592.72558306, 185239.114182992 423596.041706142, 185283.647372721 423634.901813556, 185301.213948063 423650.230583147, 185339.216516285 423682.590962503, 185346.401948104 423688.709583176, 185396.519165796 423732.32962813, 185402.495948157 423737.531583212, 185471.987131642 423797.269872618, 185543.031191126 423858.343096195, 185558.586360251 423871.71514065, 185560.722654562 423873.537738835, 185564.680948313 423876.507583306, 185577.257552703 423886.889881077, 185603.668120016 423908.69245716, 185614.326948324 423917.491583377, 185636.166878831 423937.103106549, 185554.91 424030.87, 185554.91 424030.870000001, 185472.77 424123.7, 185408.200000001 424066.300000001, 185408.2 424066.3, 185321.5 423991.38, 185267.8 423946.08, 185244.72 423926.62, 185174.3 423866.94, 185174.3 423866.94, 185115.39 423816.27, 185068.29 423775.76, 185122.94 423708.88, 185139.49 423690.31, 185152.46 423675.56, 185191.37 423628.76, 185208.66 423612.73, 185233.183 423589.909, 185233.183940201 423589.908878737))"
GEO_IND_WIJKDELEN.299,299,24,Neerbosch-Oost,24_07,4,Nijmegen-Nieuw-West,N-Nieuw-West,2020-01-24,2023-02-01,"POLYGON ((184120.23 426669.05, 184192.29 426716.71, 184245.25 426751.92, 184296.844112859 426786.304933093, 184296.844112859 426786.304933093, 184296.844112862 426786.304933095, 184410.591990366 426862.837004319, 184389.44 426894.38, 184278.14 427060.31, 184245.83 427108.49, 184226.670000001 427137.059999999, 184226.67 427137.06, 184135.22 427075.72, 184002.381838199 426986.611469332, 183947.320692221 426967.790568994, 183950.79554798 426877.444319249, 183960.061830005 426769.723790705, 183975.119538296 426673.586114693, 183989.018961334 426602.930714249, 183991.315193948 426594.205030317, 184044.393422786 426626.376129663, 184108.367 426670.359, 184120.23 426669.05))"
GEO_IND_WIJKDELEN.300,300,24,Neerbosch-Oost,24_01,4,Nijmegen-Nieuw-West,N-Nieuw-West,2020-01-24,2023-02-01,"POLYGON ((184008.359192997 426529.437833935, 184012.184666397 426514.901035013, 184022.940471606 426475.134695585, 184038.117454773 426419.022386706, 184087.532798793 426427.888091869, 184116.251732127 426433.577691869, 184159.39786546 426441.908891869, 184202.67946546 426450.375558537, 184235.530132126 426456.945691866, 184288.768532126 426467.376625202, 184355.959998792 426480.652358537, 184469.819732125 426503.478491872, 184544.258665458 426518.176625204, 184604.134932125 426530.30089187, 184641.523732125 426537.751558538, 184724.022932124 426554.346225204, 184754.502932124 426560.577691871, 184803.880532124 426570.331291868, 184840.38879879 426577.511025204, 184918.62079879 426593.292891869, 184998.817065457 426609.277958539, 185000.849065457 426609.684358537, 185026.72319879 426616.457691869, 185038.913624615 426619.833502099, 185034.855 426627.338, 185006.595 426679.596, 185000 426691.79, 184989.58 426712.2, 184952.01 426787.72, 184920.11 426852.4, 184867.23 426988.41, 184797.084 427140.509, 184710.030000001 427073.410000001, 184710.03 427073.41, 184744.48 427021.23, 184761.39 426995.62, 184780.57 426966.56, 184815.77 426913.24, 184848.25 426857.01, 184853.1 426848.96, 184892.99 426782.72, 184843.99 426750.97, 184740.13 426690.76, 184647.14 426652, 184647.14 426652, 184570.14 426622.72, 184502.04 426599.07, 184436.96 426582.56, 184436.96 426582.56, 184304.5 426555.66, 184304.5 426555.66, 184216.42 426543.85, 184195.534 426542.714, 184066.687938245 426532.264880533, 184008.359192997 426529.437833935))"
GEO_IND_WIJKDELEN.301,301,24,Neerbosch-Oost,24_02,4,Nijmegen-Nieuw-West,N-Nieuw-West,2020-01-24,2023-02-01,"POLYGON ((183991.315193948 426594.205030317, 184008.359192997 426529.437833935, 184066.687938245 426532.264880533, 184195.534 426542.714, 184216.42 426543.85, 184197.13 426559.93, 184161.12 426611.03, 184120.23 426669.05, 184120.23 426669.05, 184108.367 426670.359, 184044.393422786 426626.376129663, 183991.315193948 426594.205030317))"
GEO_IND_WIJKDELEN.302,302,22,Hees,22_03,4,Nijmegen-Nieuw-West,N-Nieuw-West,2020-01-24,2023-02-01,"POLYGON ((185808.937 428165.357, 185807.72 428169.52, 185756.81 428247.55, 185725.64 428285.65, 185704.46 428302.64, 185677.45 428316.3, 185604.63 428333.36, 185543.54 428346.38, 185490.688 428374.179, 185481.41 428362.21, 185460.68 428328.76, 185448.86 428294.32, 185419.09 428295.75, 185352.01 428262.47, 185339.13 428253.16, 185322.31 428216.6, 185287.41 428140.37, 185274.36 428092.69, 185250.16 428032.99, 185237.77 428013.58, 185218.26 427993.38, 185305.12 427962.11, 185354.06807139 427936.874152794, 185359.592153892 427937.682997459, 185364.249948238 427939.120586671, 185375.519948155 427942.220586781, 185378.509948202 427943.020586727, 185378.519948235 427942.970586691, 185381.789948139 427944.000586805, 185381.799948199 427943.940586736, 185382.58994826 427944.160586665, 185386.639948231 427945.280586705, 185387.059948258 427945.570586679, 185391.049948181 427937.210586763, 185393.749948265 427931.550586656, 185397.459948237 427926.180586692, 185402.278948243 427918.946586686, 185402.291948222 427918.916586707, 185429.199948288 427941.372586678, 185431.277948242 427941.654586731, 185433.278948274 427941.583586696, 185460.604948301 427916.291586672, 185470.522948291 427907.111586683, 185464.305211292 427900.156347769, 185463.516948211 427899.274586758, 185470.387948322 427891.367586629, 185469.017948272 427890.210586686, 185468.251948305 427889.563586651, 185468.495948297 427889.313586653, 185473.554948363 427884.127586585, 185484.266359951 427893.487471742, 185500.432094683 427906.883932766, 185504.538948241 427910.284586776, 185498.140948272 427917.586586736, 185499.389948368 427918.586586631, 185504.582948336 427922.745586675, 185508.602948333 427925.964586685, 185514.532948289 427918.70458674, 185544.012851878 427943.309408866, 185548.278387349 427946.782121527, 185573.08694841 427966.979586696, 185574.82194838 427965.297586725, 185575.781948381 427966.333586732, 185578.237948392 427968.887586727, 185580.15494836 427967.145586763, 185583.250948311 427966.985586813, 185585.907948445 427966.863586662, 185590.627948398 427966.703586725, 185592.571948413 427967.64758671, 185593.387948425 427968.306586692, 185623.064948398 427991.952586772, 185622.644948363 427992.431586817, 185627.977948418 427997.37858676, 185636.369120708 428004.630011176, 185625.740948425 428015.021586767, 185639.376948471 428026.473586737, 185638.692948471 428027.452586736, 185647.455707436 428034.735347975, 185647.717184581 428034.952662594, 185666.798948458 428050.8115868, 185686.42094848 428067.658586812, 185697.380630444 428076.53501628, 185698.677875606 428077.585676802, 185707.841919349 428085.007788882, 185720.146935077 428095.091759785, 185723.894948522 428097.726586815, 185735.545948501 428105.916586861, 185736.913948485 428106.88258688, 185739.431948526 428108.662586836, 185739.780948502 428107.545586869, 185739.946948387 428107.583586998, 185744.51494843 428108.63858695, 185749.468948504 428109.818586875, 185750.252948464 428107.385586919, 185752.666948477 428108.116586905, 185755.345948548 428108.906586828, 185758.337948485 428111.479586904, 185760.815948503 428113.633586889, 185808.937 428165.357))"
