FID,OVW_STARTDATUM,LATITUDE,AANPAK,BINNEN1METER,GEBIEDSTEAM,INSPECTIEDATUM,PRIORITEIT,LONGITUDE,BUURT,DOORGROEI,SOORT,UITGRAVEN,WIJK,GEOMETRIE,OVW_MAX_SIZE

Groen_exoten.60619,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,22-05-2016,Hoog,,De Biezen,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.19278759681666 5.368754624936047, 52.19278130112884 5.368780254247264, 52.19281595002382 5.368785365405108, 52.192814894924425 5.368752051064425, 52.19278759681666 5.368754624936047))",4.478

Groen_exoten.60620,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,05-10-2015,,,De Biezen,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.1938138463282 5.378772872467696, 52.193768882174865 5.378428603897289, 52.1937553610623 5.378435725014374, 52.19380310928668 5.378783228659443, 52.1938138463282 5.378772872467696))",25.105

Groen_exoten.60621,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,08-10-2015,Hoog,,Bieshaar-Noord,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.19159245260616 5.375192265381564, 52.19159254329002 5.375137482277824, 52.19159090795473 5.375137326191333, 52.191591009755825 5.375193048380393, 52.19159245260616 5.375192265381564))",3.815

Groen_exoten.60586,2023-02-03,,Maaien en in toom houden,Verder dan 1 meter van water,,04-10-2015,Hoog,,Waterkwartier,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nieuwland,"POLYGON ((52.206685994736794 5.375504351328055, 52.206721197590234 5.375267346715959, 52.20670006507737 5.375299843601792, 52.20664135371459 5.375290302816239, 52.20664724549118 5.375500538856963, 52.206685994736794 5.375504351328055))",18.476

Groen_exoten.60587,2023-02-03,,Maaien en in toom houden,Verder dan 1 meter van water,,04-10-2015,Laag,,Stadstuin,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nieuwland,"POLYGON ((52.206733484973554 5.367942365028096, 52.20670746961619 5.367809728500677, 52.20667515594644 5.367828038663321, 52.20670749502972 5.367966389970007, 52.206733484973554 5.367942365028096))",12.521

Groen_exoten.60588,2023-02-03,,Maaien en in toom houden,Verder dan 1 meter van water,,07-06-2016,Laag,,Coelhorst,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Hoogland-West,"POLYGON ((52.18134381508003 5.367891521829014, 52.18141645869468 5.367834532009866, 52.1814077030187 5.3678202961266335, 52.181335934746606 5.367877285581645, 52.18134381508003 5.367891521829014))",10.198

Groen_exoten.60589,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,08-10-2015,Hoog,,Bieshaar-Zuid,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.18495250425476 5.372361991140118, 52.1850538290352 5.372406714613541, 52.18506322110997 5.372392520339499, 52.185082671621515 5.372327016113118, 52.18497732197367 5.372291027148256, 52.18495250425476 5.372361991140118))",16.504

Groen_exoten.60590,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16770511062496 5.42279761108993, 52.16767033510634 5.422776127671874, 52.16766072587786 5.422822932058442, 52.16768950508007 5.422842460190857, 52.16770511062496 5.42279761108993))",6.705

Groen_exoten.60591,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16827474193765 5.423041883987837, 52.1679485557493 5.4228933815168565, 52.167934150735434 5.422934330764185, 52.16826392785979 5.423106242746699, 52.16827474193765 5.423041883987837))",40.593

Groen_exoten.60592,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16901948763272 5.423410883320005, 52.16887589424143 5.423338900834875, 52.16886759213536 5.423392793125041, 52.16902222798732 5.423480505396505, 52.16901948763272 5.423410883320005))",19.743

Groen_exoten.60593,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16915331141344 5.423815237865661, 52.16911602941515 5.423806223905681, 52.16910911642169 5.423833167876811, 52.16913811150616 5.4238466666354865, 52.16915331141344 5.423815237865661))",5.641

Groen_exoten.60594,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,06-06-2016,Hoog,,De Wieken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.16928316524767 5.423662629532811, 52.169288700069636 5.423626701040416, 52.1692541826793 5.4236087062254, 52.16925003017469 5.4236401442008795, 52.16928316524767 5.423662629532811))",5.666

Groen_exoten.60595,2023-02-03,,Maaien en in toom houden,Verder dan 1 meter van water,,04-10-2015,Hoog,,Stadstuin,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Nieuwland,"POLYGON ((52.20648893443489 5.367526232612992, 52.206473357570964 5.366806972620077, 52.20643893468525 5.366814992802418, 52.20644467599824 5.36753425654772, 52.20648893443489 5.367526232612992))",50.022

Groen_exoten.60596,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,04-10-2015,Hoog,,Stadstuin,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nieuwland,"POLYGON ((52.20647825862438 5.366709772165883, 52.206483149889664 5.366556539768408, 52.2064424032065 5.366558845513375, 52.20644383515478 5.366714361901401, 52.20647825862438 5.366709772165883))",11.701

Groen_exoten.60597,2023-02-03,,,,,06-07-2016,,,Stadstuin,,Japanse duizendknoop,,Nieuwland,"POLYGON ((52.20406254174985 5.365524004980435, 52.203984975206524 5.3655346900285155, 52.203987784701056 5.365566631472185, 52.20406114531183 5.36555366687435, 52.20406254174985 5.365524004980435))",9.108

Groen_exoten.60598,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,08-10-2015,Laag,,Bieshaar-Zuid,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.183230897708754 5.369596437941767, 52.18312550170422 5.3696231519027995, 52.18312667787064 5.369657444958285, 52.18322973138095 5.369628826792449, 52.183230897708754 5.369596437941767))",12.446

Groen_exoten.60599,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Bieshaar-Zuid,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.18596905695918 5.370374082411603, 52.18595302594989 5.3701845349304635, 52.1859190990617 5.370197045776985, 52.18593513166695 5.370398049641782, 52.18596905695918 5.370374082411603))",15.622

Groen_exoten.60600,2023-02-03,,Maaien en in toom houden,Verder dan 1 meter van water,,08-10-2015,Hoog,,De Bik,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Hoogland,"POLYGON ((52.178910701855585 5.3702541594265085, 52.17888664965357 5.370318559952166, 52.178911108991336 5.370388623893616, 52.178977864175195 5.3704195321917565, 52.178999972160014 5.370327986822314, 52.178910701855585 5.3702541594265085))",16.94

Groen_exoten.60601,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,08-10-2015,Hoog,,Bieshaar-Noord,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.18823921452942 5.369063040457916, 52.18822535286626 5.369065301416734, 52.18822604828406 5.369080524883287, 52.18824094994121 5.369080518880866, 52.18823921452942 5.369063040457916))",2.107

Groen_exoten.60602,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,De Biezen,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Hoogland,"POLYGON ((52.193593420981166 5.369305529048067, 52.193591115536705 5.3692581585068515, 52.19356660127446 5.369265647984959, 52.19356890596695 5.369308032033994, 52.193593420981166 5.369305529048067))",4.53

Groen_exoten.60603,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Binnen 1 meter van water,,07-06-2016,Hoog,,Componistenbuurt-Noord,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Randenbroek,"POLYGON ((52.15530964334413 5.407281532334155, 52.15531665485678 5.407278853487876, 52.15531500761256 5.407264772101484, 52.155305933450975 5.407270802547418, 52.15530964334413 5.407281532334155))",1.655

Groen_exoten.60522,2023-02-03,,,,,18-06-2020,Hoog,,Dorrestein,,Reuzenbereklauw,Wel uitgraven,Vermeerkwartier,"POLYGON ((52.14083149975781 5.395537445798914, 52.140730910344054 5.395627590391187, 52.14076512352973 5.395705963647523, 52.14083408403228 5.395648676581641, 52.14083149975781 5.395537445798914))",16.275

Groen_exoten.60523,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Zon en Schild,,Reuzenbalsemien,,Bosgebied,"POLYGON ((52.13462914560234 5.3541313989610355, 52.13579860057123 5.350258737884176, 52.1354540741173 5.34952047605826, 52.134380117000916 5.350282285870642, 52.13104613508777 5.346570288402078, 52.13033017895259 5.347085622027357, 52.13322370039932 5.351625980848879, 52.13462914560234 5.3541313989610355))",798.905

Groen_exoten.60524,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,Binnen 1 meter van water,,19-06-2020,Hoog,,Isselt-West,,Reuzenbereklauw,Wel uitgraven,Isselt,"POLYGON ((52.17157980964434 5.361117219575003, 52.17153047604288 5.361078741448575, 52.17140428639686 5.3614574639755, 52.171459540281425 5.361502356810789, 52.17157980964434 5.361117219575003))",34.948

Groen_exoten.60525,2023-02-03,52.1603969439171,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,5.39303714233729,Kruiskamp-Midden,,Reuzenbereklauw,Wel uitgraven,Kruiskamp,POINT (52.160400469545316 5.393037141370292),0

Groen_exoten.60526,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Kruiskamp-Midden,,Reuzenbereklauw,Wel uitgraven,Kruiskamp,"POLYGON ((52.160431962480665 5.39333221610836, 52.160388705527815 5.393318142668458, 52.16036850987838 5.39347991415243, 52.16043195540359 5.393463511399156, 52.160431962480665 5.39333221610836))",13.129

Groen_exoten.60527,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,,Coninckstraat e.o.,,Reuzenbereklauw,Wel uitgraven,Stadskern,"POLYGON ((52.16026290874605 5.39331823028376, 52.16024229638502 5.393326606059565, 52.16024357695209 5.39346904374371, 52.16026805291513 5.393481615292701, 52.16026290874605 5.39331823028376))",11.541

Groen_exoten.60528,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,30-06-2020,Hoog,,Componistenbuurt-Noord,,Reuzenbereklauw,Wel uitgraven,Randenbroek,"POLYGON ((52.15314190356356 5.397348264119893, 52.15321305841883 5.397285188061809, 52.15308371402974 5.3970748506619515, 52.1530319588414 5.3971940132519585, 52.15314190356356 5.397348264119893))",27.498

Groen_exoten.60529,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Willem III,,Reuzenbalsemien,,Randenbroek,"POLYGON ((52.15410338747109 5.399672106395255, 52.15398729609484 5.3999181950303665, 52.15402161089379 5.399918204933045, 52.15412861436382 5.399714774730794, 52.15410338747109 5.399672106395255))",23.04

Groen_exoten.60530,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Componistenbuurt-Noord,,Reuzenbalsemien,,Randenbroek,"POLYGON ((52.15325827333636 5.407624667870479, 52.153231052291694 5.407641008361463, 52.15323252270979 5.407691511098003, 52.153261814963045 5.407673728678098, 52.15325827333636 5.407624667870479))",5.714

Groen_exoten.60531,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Componistenbuurt-Noord,,Reuzenbereklauw,Wel uitgraven,Randenbroek,"POLYGON ((52.153105644042334 5.406789384802802, 52.153065940018564 5.406820919718503, 52.15308797726755 5.406925626423643, 52.15312856375476 5.406892657772177, 52.153105644042334 5.406789384802802))",11.641

Groen_exoten.60532,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Componistenbuurt-Noord,,Reuzenbereklauw,Wel uitgraven,Randenbroek,"POLYGON ((52.153253599767865 5.407511549796917, 52.15322535727397 5.407524654257106, 52.15323071885449 5.407625223582337, 52.15325896135955 5.40761211918422, 52.153253599767865 5.407511549796917))",8.633

Groen_exoten.60533,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,,Watervogelbuurt,,Reuzenbereklauw,Wel uitgraven,Liendert,"POLYGON ((52.16311517867047 5.412753026508811, 52.1630919781917 5.412821763315293, 52.163282813203786 5.413294255866132, 52.16336192102241 5.41327434256829, 52.16335511162098 5.413229983349355, 52.16330328132961 5.413247694989266, 52.16311517867047 5.412753026508811))",47.682

Groen_exoten.60534,2023-02-03,52.1638140982937,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,5.41713852717497,Rustenburg-Zuid,,Reuzenbereklauw,Wel uitgraven,Rustenburg,POINT (52.16381750740372 5.417138685377165),0

Groen_exoten.60535,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Rustenburg-Noord,,Reuzenbereklauw,Wel uitgraven,Rustenburg,"POLYGON ((52.169933717484255 5.416379189279382, 52.16992729022139 5.416274232016817, 52.16980899589711 5.416207684410186, 52.16983476491407 5.4163861210498405, 52.16988424554844 5.416365163015658, 52.169933717484255 5.416379189279382))",18.485

Groen_exoten.60536,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Rustenburg-Zuid,,Reuzenbereklauw,Wel uitgraven,Rustenburg,"POLYGON ((52.16753620717337 5.416826728547305, 52.167460255294635 5.416903856079212, 52.16802297005606 5.418633047318863, 52.16811789652078 5.418591952209227, 52.16753620717337 5.416826728547305))",143.621

Groen_exoten.60537,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Rustenburg-Noord,,Reuzenbereklauw,Wel uitgraven,Rustenburg,"POLYGON ((52.16814838052869 5.418203864107543, 52.16807789571035 5.418242018627972, 52.16812013393539 5.418417785638767, 52.16817653198063 5.418349058386985, 52.16814838052869 5.418203864107543))",18.296

Groen_exoten.60538,2023-02-03,52.1689360605217,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,5.4308209138838,De Wieken,,Reuzenbereklauw,Wel uitgraven,Buitengebied-Oost,POINT (52.16893941341476 5.43082121723263),0

Groen_exoten.60539,2023-02-03,52.1687450108879,,,,,,5.43085378094881,De Wieken,,,,Buitengebied-Oost,POINT (52.168748362655435 5.430854081417154),0

Groen_exoten.60540,2023-02-03,52.1688423529293,,,,,,5.43142236253789,De Wieken,,,,Buitengebied-Oost,POINT (52.16884570174202 5.4314226673605495),0

Groen_exoten.60541,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Vinkenhoef,,Reuzenbereklauw,Wel uitgraven,Buitengebied-Oost,"POLYGON ((52.1699877381919 5.426796371053946, 52.1698395943654 5.426803768023098, 52.168837410114406 5.432946403450674, 52.16891148076748 5.432946479676459, 52.1699877381919 5.426796371053946))",439.774

Groen_exoten.60542,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,22-05-2016,Laag,,Oranjebuurt,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,De Berg-Noord,"POLYGON ((52.14261391437508 5.35964495926299, 52.142622453424906 5.35963878460387, 52.14261818031609 5.359626448388804, 52.142611539510426 5.359634164238858, 52.14261391437508 5.35964495926299))",1.755

Groen_exoten.60543,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,22-05-2016,Laag,,Oranjebuurt,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,De Berg-Noord,"POLYGON ((52.14284325485249 5.359470135497294, 52.14285330276272 5.3594586337786625, 52.14285032240201 5.359448350160941, 52.14283952957956 5.359458037260757, 52.14284325485249 5.359470135497294))",2.138

Groen_exoten.60544,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,04-10-2015,Hoog,,Oranjebuurt,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,De Berg-Noord,"POLYGON ((52.1431938446509 5.35919583965546, 52.143301777344945 5.359118933133593, 52.143294698827326 5.359094131206706, 52.14318453282623 5.3591716442020045, 52.1431938446509 5.35919583965546))",14.785

Groen_exoten.60545,2023-02-03,,,Verder dan 1 meter van water,,23-10-2015,Hoog,,Vlasakkers,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,"POLYGON ((52.141795214428804 5.3547492732958855, 52.141794098604834 5.354700889747741, 52.14176322820885 5.354706288144158, 52.14176213938754 5.354756465265091, 52.141795214428804 5.3547492732958855))",5.292

Groen_exoten.60546,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,22-05-2016,Hoog,,Oranjebuurt,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,De Berg-Noord,"POLYGON ((52.14625359530783 5.360195382775588, 52.146265192681774 5.3601714863742025, 52.14624507827349 5.360158925103599, 52.146236575558284 5.360185334310592, 52.14625359530783 5.360195382775588))",4.046

Groen_exoten.60547,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,,Oranjebuurt,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,De Berg-Noord,"POLYGON ((52.14611113966625 5.359639726838348, 52.1460925874202 5.359692546229262, 52.14612507763046 5.359702585000104, 52.146132027651184 5.3596522873627475, 52.14611113966625 5.359639726838348))",6.147

Groen_exoten.60548,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,04-10-2015,Hoog,,Oranjebuurt,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,De Berg-Noord,"POLYGON ((52.143966302918486 5.361693753090186, 52.14390226521992 5.361744231435308, 52.14392769838419 5.361799488596269, 52.143965323076415 5.361743122470596, 52.143966302918486 5.361693753090186))",10.156

Groen_exoten.60549,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,04-10-2015,Hoog,,Oranjebuurt,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,De Berg-Noord,"POLYGON ((52.14185169205794 5.359635259201983, 52.14171995399268 5.359717584497279, 52.14173142585806 5.359781200544778, 52.14186507744723 5.359715943898906, 52.14185169205794 5.359635259201983))",18.985

Groen_exoten.60550,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,04-10-2015,Laag,,Oranjebuurt,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,De Berg-Noord,"POLYGON ((52.14235140211752 5.359362602677257, 52.14231708869415 5.359387546980675, 52.142325863848185 5.359442134863195, 52.142358354430115 5.359428466439749, 52.14235140211752 5.359362602677257))",7.12

Groen_exoten.60551,2023-02-03,52.1616269066113,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,5.41835919361351,Rustenburg-Zuid,,Reuzenbereklauw,Wel uitgraven,Rustenburg,POINT (52.161630298850945 5.4183593242158326),0

Groen_exoten.60552,2023-02-03,52.1614968248401,,,,,,5.41828941830995,Rustenburg-Zuid,,,,Rustenburg,POINT (52.16150021690308 5.41828954661823),0

Groen_exoten.60553,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Schuilenburg-Noord,,Reuzenbereklauw,Wel uitgraven,Schuilenburg,"POLYGON ((52.15913211279381 5.416766061236786, 52.15911773073057 5.416716902039115, 52.159054378696794 5.4167823926331815, 52.15908027923846 5.4168198571927775, 52.15913211279381 5.416766061236786))",11.156

Groen_exoten.60554,2023-02-03,52.1613606116637,,,,,,5.41825448210059,Rustenburg-Zuid,,,,Rustenburg,POINT (52.16136400332329 5.418254608179747),0

Groen_exoten.60555,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,,Rustenburg-Zuid,,Reuzenbereklauw,Wel uitgraven,Rustenburg,"POLYGON ((52.160717845971966 5.416664543335656, 52.16069486086706 5.4167018866805225, 52.16071616588071 5.4168193136609455, 52.16074899910404 5.416776639973138, 52.160717845971966 5.416664543335656))",12.185

Groen_exoten.60556,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Schuilenburg-Noord,,Reuzenbereklauw,Wel uitgraven,Schuilenburg,"POLYGON ((52.15841456863421 5.417599857423151, 52.15854382767505 5.417332004163867, 52.15852756578163 5.417277412410297, 52.158372872352665 5.417558479984446, 52.15841456863421 5.417599857423151))",29.131

Groen_exoten.60557,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Schuilenburg-Noord,,Reuzenbereklauw,Wel uitgraven,Schuilenburg,"POLYGON ((52.158477061241314 5.41810315864582, 52.15842758884343 5.4179434759748055, 52.15840996116565 5.417958473423325, 52.1584619505021 5.4181208868325745, 52.158477061241314 5.41810315864582))",14.253

Groen_exoten.60558,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Schuilenburg-Noord,,Reuzenbereklauw,Wel uitgraven,Schuilenburg,"POLYGON ((52.15782670815217 5.418233710735827, 52.15837521133761 5.418412473873974, 52.15828840580156 5.418230317256239, 52.158238180753415 5.418007308212294, 52.15823826615103 5.417680279830126, 52.15829775973545 5.417420184075506, 52.158357220415894 5.417286439839755, 52.15819036106471 5.417319772790962, 52.15798459814401 5.417538889622685, 52.15779485546104 5.417676259164417, 52.15782670815217 5.418233710735827))",100.545

Groen_exoten.60559,2023-02-03,52.1586343186706,,,,,,5.41660617147817,Schuilenburg-Noord,,,,Schuilenburg,POINT (52.15863770790663 5.41660624892474),0

Groen_exoten.60560,2023-02-03,52.1582416113928,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,5.41696797390776,Schuilenburg-Noord,,Reuzenbereklauw,Wel uitgraven,Schuilenburg,POINT (52.15824499688359 5.4169680469879715),0

Groen_exoten.60561,2023-02-03,52.1584027983011,,,,,,5.41681563410141,Schuilenburg-Noord,,,,Schuilenburg,POINT (52.15840618535037 5.416815708959068),0

Groen_exoten.60562,2023-02-03,52.1602285398277,,,,,,5.39304624942319,Coninckstraat e.o.,,,,Stadskern,POINT (52.16023206467177 5.393046246176763),0

Groen_exoten.60563,2023-02-03,52.1637504001008,,,,,,5.41716772811956,Rustenburg-Zuid,,,,Rustenburg,POINT (52.16375380875251 5.417167885492697),0

Groen_exoten.60564,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,,Schuilenburg-Noord,,Reuzenbereklauw,Wel uitgraven,Schuilenburg,"POLYGON ((52.158026860147096 5.417153261233794, 52.15870983016764 5.41643157537532, 52.157881015066984 5.417180108085288, 52.157755143341056 5.416867458763552, 52.157317513383 5.417319841133135, 52.15737382252597 5.417465382171358, 52.15762242704509 5.417400883394413, 52.158026860147096 5.417153261233794))",170.301

Groen_exoten.60565,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Componistenbuurt-Zuid,,Reuzenbereklauw,Wel uitgraven,Randenbroek,"POLYGON ((52.144863133899804 5.408235514639805, 52.14442738372723 5.408335910270193, 52.144419946289624 5.408392244130559, 52.14481604734661 5.4084970611424845, 52.144863133899804 5.408235514639805))",52.456

Groen_exoten.60566,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,,,Reuzenbalsemien,,,"POLYGON ((52.141264978537954 5.40894184532768, 52.14128121778943 5.408933056341327, 52.14124227841674 5.408765895280265, 52.14121413061797 5.408779956686101, 52.141264978537954 5.40894184532768))",14.171

Groen_exoten.60567,2023-02-03,,,,,12-08-2018,Hoog,,Componistenbuurt-Zuid,,Reuzenbalsemien,,Randenbroek,"POLYGON ((52.14359950437756 5.4039225189133395, 52.143707187216336 5.403725707115427, 52.14351545818714 5.403504177313211, 52.14341955701852 5.403654514428984, 52.14359950437756 5.4039225189133395))",42.943

Groen_exoten.60568,2023-02-03,,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,,Componistenbuurt-Zuid,,Reuzenbalsemien,,Randenbroek,"MULTIPOLYGON (((52.141394635701715 5.408638337563617, 52.1419439945671 5.408248520712691, 52.14187982665824 5.40827183786845, 52.14160620176753 5.408477994588493, 52.141394635701715 5.408638337563617)), ((52.142020865179276 5.40819397363289, 52.1419439945671 5.408248520712691, 52.142068811869095 5.408203164752167, 52.142020865179276 5.40819397363289)))",80.942

Groen_exoten.60468,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Binnen 1 meter van water,,22-05-2016,Hoog,,Beestenmarkt,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Stadskern,"POLYGON ((52.15791430603132 5.397849296706643, 52.15798543483491 5.397840417992218, 52.15798452619045 5.397804833990447, 52.15791066250983 5.397804816170339, 52.15791430603132 5.397849296706643))",8.859

Groen_exoten.60469,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Laag,,Kruiskamp-Noord,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Kruiskamp,"POLYGON ((52.16327360441622 5.389475650155543, 52.16334037884847 5.389557092354178, 52.163342764286945 5.38952994630336, 52.16328314426404 5.389456260569982, 52.16327360441622 5.389475650155543))",10.335

Groen_exoten.60470,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Binnen 1 meter van water,,08-10-2015,Hoog,,Kruiskamp-Zuid,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Kruiskamp,"POLYGON ((52.16099741008536 5.404537146907402, 52.16089401193466 5.404581277979116, 52.16089562708873 5.404626109513914, 52.16100632260344 5.404587914929699, 52.16099741008536 5.404537146907402))",13.901

Groen_exoten.60471,2023-02-03,,Maaien en in toom houden,Binnen 1 meter van water,,09-10-2015,Hoog,,Kruiskamp-Zuid,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Kruiskamp,"POLYGON ((52.158690799217 5.405637468314641, 52.158991718139404 5.40546838523307, 52.15898267677914 5.405416883269285, 52.1586817619756 5.4055602177244175, 52.158690799217 5.405637468314641))",37.646

