VERGUNNINGNR;SRTBES_OMS;BESCH_OMS;GRONDBESCH_OMS;DDBESCHIKKING;DDINGANG;DDEINDE;STATUSBESCH_OMS;BUURT;WIJK;STADSDEEL;COUNTER;X;Y;LONG;LAT
201206240/8;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-04-25;;;Beschikking met bezwaar;Zijden, Steden en Zichten;Bouwlust;Escamp;96489;77862.093;451237.484;4.262785763462192;52.044083845012295
201913135/7358279;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2019-09-20;2019-09-23;2019-12-31;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;96488;78470.636;457460.347;4.270259416537322;52.10009098012784
201318827/5323187;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-01-14;;;Beschikking met bezwaar;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;96487;81577.345;452990.738;4.316555900715554;52.06034455375277
201105761;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-04-19;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96486;80257.824;454603.109;4.296964981844998;52.07465807629281
201218943/9;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-12-19;;;Beschikking met bezwaar;Houtwijk;Loosduinen;Loosduinen;96485;77845.308;453036.373;4.262134913019591;52.06024753432786
201715777/6487224;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2017-10-11;;;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;96484;78708.343;452482.907;4.274841013829569;52.05539321263271
201806577/6783531;Algemene Wet Bestuursrecht;Buiten behandeling stelling (mv);Artikel 4:5 lid 1c;2018-06-21;;;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;96483;78708.343;452482.907;4.274841013829569;52.05539321263271
201703595/6312849;Algemene Wet Bestuursrecht;Buiten behandeling stelling (mv);Artikel 4:5 lid 1c;2017-04-20;;;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;96482;78708.343;452482.907;4.274841013829569;52.05539321263271
201706336/6365395;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-06-23;;;Beschikking met bezwaar;Leyenburg;Leyenburg;Escamp;96481;78054.773;453188.473;4.265154497407357;52.06164353541674
201713771/6526565;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2017-11-03;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;96480;76634.775;452655.289;4.244573709420893;52.05665298517126
201311562/5253868;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-08-26;;;Beschikking met bezwaar;Laakkwartier-West;Laakkwartier en Spoorwijk;Laak;96479;81598.522;452096.547;4.317056795608502;52.05231144454707
201315559/5302985;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-26;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;96478;78368.165;454748.574;4.269373470181491;52.07570707850874
201314501/5281199;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-11-22;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;96477;78822.282;454764.271;4.275992982815902;52.07591079297469
201317181/5305221;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-29;;;Beschikking met bezwaar;Erasmus Veld;Wateringse Veld;Escamp;96476;78809.936;450348.124;4.276797906838392;52.03622250142469
201314501/5281199;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-11-22;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;96475;78822.151;454763.562;4.275991230525056;52.07590440340466
201906976/7262270;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2019-07-04;;;Beschikking met bezwaar;Leyenburg;Leyenburg;Escamp;96474;78422.146;452806.892;4.270596273375301;52.05826528777332
201906976/7430963;Wet Algemene Bepalingen Omgevingsrecht;Heroverweging beschikking na bezwaar;Artikel 7:11;2019-12-05;;;Beschikking met beroep;Leyenburg;Leyenburg;Escamp;96473;78422.146;452806.892;4.270596273375301;52.05826528777332
201811192/6804793;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-07-11;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96472;82013.981;457356.773;4.321987859485357;52.099638833903406
201921081/7472284;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-01-07;;;Beschikking met bezwaar;Kom Loosduinen;Loosduinen;Loosduinen;96471;75608.446;452217.215;4.229713696431121;52.052570098368136
201208054/9;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-06-27;;;Beschikking met bezwaar;Laakkwartier-Oost;Laakkwartier en Spoorwijk;Laak;96470;82517.45;452914.628;4.330278395806857;52.05978434917081
201601357/5969212;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-05-09;;;Beschikking met bezwaar;Moerwijk-Zuid;Moerwijk;Escamp;96469;80163.778;451479.967;4.296277774534639;52.04657850242421
202016283/7767632;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-11-03;;;Beschikking met bezwaar;Kampen;Mariahoeve en Marlot;Haagse Hout;96468;83902.865;456535.865;4.34972254838562;52.09250736405848
201206103/16;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-07-24;;;Beschikking met bezwaar;Rivierenbuurt-Zuid;Stationsbuurt;Centrum;96467;82446.666;454531.954;4.328902702265947;52.07430969098784
201118286/13;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-02-03;;;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;96466;79839.216;455068.127;4.290757532274607;52.07878040567764
201118471/17;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-03-28;;;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;96465;79834.294;455479.703;4.290595063931832;52.082478448263686
201118382/22;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-03-19;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;96464;79039.445;454422.082;4.279236353164579;52.07286547779233
201118382/15;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (mv);Artikel 3.9 lid 2;2012-02-09;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;96463;79039.445;454422.082;4.279236353164579;52.07286547779233
201713345/6512203;Algemene Wet Bestuursrecht;Buiten behandeling stelling (mv);Artikel 4:5 lid 1c;2017-10-25;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96462;79412.144;456976.683;4.284105503420443;52.09587385099813
201611658/7477445;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2020-01-10;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96461;79412.144;456976.683;4.284105503420443;52.09587385099813
201310337/5230912;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-07-15;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96460;79412.144;456976.683;4.284105503420443;52.09587385099813
201611658/6098971;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-09-19;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96459;79412.144;456976.683;4.284105503420443;52.09587385099813
201520466/5852775;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-12-23;;;Beschikking met bezwaar;Duinzigt;Benoordenhout;Haagse Hout;96458;82264.545;457954.662;4.325516575644791;52.105044902609905
201314839/5295849;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-13;;;Beschikking met bezwaar;Duinzigt;Benoordenhout;Haagse Hout;96457;82264.545;457954.662;4.325516575644791;52.105044902609905
201307038/5224801;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-07-01;2013-07-02;2014-02-01;Beschikking met bezwaar;Duinzigt;Benoordenhout;Haagse Hout;96456;82264.545;457954.662;4.325516575644791;52.105044902609905
201212235/24;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-12-21;;;Beschikking met bezwaar;Duinzigt;Benoordenhout;Haagse Hout;96455;82264.545;457954.662;4.325516575644791;52.105044902609905
201106772/14;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-05-31;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;96454;81807.579;454565.708;4.319574949952793;52.07452894099967
201317940/5301977;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 3.9 lid 1;2013-11-25;2013-11-25;2018-11-26;Beschikking met bezwaar;Laakkwartier-West;Laakkwartier en Spoorwijk;Laak;96453;81571.98;452320.942;4.31662166688666;52.05432452209728
202013859/7757097;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2020-11-02;;;Beschikking met bezwaar;Rustenburg;Rustenburg en Oostbroek;Escamp;96452;78608.101;453724.909;4.273101888528168;52.06654088555061
201610874/6113606;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-10-04;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;96451;85355.649;456815.512;4.370861864925546;52.095205203937624
201603809/6121464;Wet Algemene Bepalingen Omgevingsrecht;Heroverweging beschikking na bezwaar;Artikel 7:11;2016-11-24;;;Beschikking met beroep;Landen;Mariahoeve en Marlot;Haagse Hout;96450;85355.649;456815.512;4.370861864925546;52.095205203937624
201603809/5948063;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2016-04-13;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;96449;85355.649;456815.512;4.370861864925546;52.095205203937624
201318732/5332375;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2014-01-27;;;Beschikking met bezwaar;Rond de Energiecentrale;Regentessekwartier;Segbroek;96448;79381.936;454274.532;4.284263757561858;52.07158635658012
201201488/18;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-05-02;;;Beschikking met bezwaar;Rivierenbuurt-Noord;Stationsbuurt;Centrum;96447;82167.917;455387.931;4.324654681627456;52.08196558734419
201409706/5429823;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-08-01;;;Beschikking met bezwaar;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;96446;75317.399;453633.426;4.225140805811909;52.06525520396578
201919232/7424635;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-11-19;;;Beschikking met bezwaar;Moerwijk-Noord;Moerwijk;Escamp;96445;80417.59;452448.516;4.299765669748712;52.05531683585679
202003936/7581306;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2020-04-15;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96444;81317.994;454599.101;4.312427559228019;52.07476411803206
201115573/12;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-12-06;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96443;81317.994;454599.101;4.312427559228019;52.07476411803206
201903076/7173488;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-04-26;;;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;96442;78343.487;457823.831;4.268322258329179;52.1033398739992
201723377/6631890;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-02-12;;;Beschikking met bezwaar;Leyenburg;Leyenburg;Escamp;96441;77906.396;453208.195;4.262986745229214;52.06180014375999
202016281/7767474;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-11-03;;;Beschikking met bezwaar;Kampen;Mariahoeve en Marlot;Haagse Hout;96440;83823.733;456457.402;4.34858437987594;52.091792061701966
201209098/13;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-06-19;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96439;81572.145;454536.615;4.3161476017969065;52.074236324803806
201212654/6119879;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2016-10-11;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96438;81572.145;454536.615;4.3161476017969065;52.074236324803806
201212654/8;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-09-28;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;96437;81572.145;454536.615;4.3161476017969065;52.074236324803806
201112280/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-08-16;;;Beschikking met bezwaar;Schildersbuurt-Noord;Schildersbuurt;Centrum;96436;81267.714;454063.771;4.31180991025742;52.069946541918135
201612104/6080921;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-09-05;;;Beschikking met bezwaar;Oostbroek-Noord;Rustenburg en Oostbroek;Escamp;96435;79008.898;453871.194;4.278913512138232;52.06791062932403
201807496/6952997;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2018-11-15;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96434;80845.196;454804.316;4.305487585294964;52.07654522957372
201918185/7461736;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-12-24;;;Beschikking met bezwaar;Laakkwartier-Oost;Laakkwartier en Spoorwijk;Laak;96433;82313.915;452789.083;4.327337695734844;52.05862943540694
201608649/6108458;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2016-09-28;;;Beschikking met bezwaar;Laakkwartier-Oost;Laakkwartier en Spoorwijk;Laak;96432;82313.915;452789.083;4.327337695734844;52.05862943540694
201204496/19;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-07-27;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96431;79672.582;453938.207;4.288576493454051;52.06860350490807
201308965/5256019;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-09-05;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96430;79599.607;453896.038;4.287521677253113;52.068214615755494
201204496/19;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-07-27;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96429;79599.607;453896.038;4.287521677253113;52.068214615755494
201815157/6916781;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-10-11;;;Beschikking met bezwaar;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;96428;82477.718;453311.043;4.329614942749036;52.06334166113596
201822206/7019841;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2018-12-21;;;Beschikking met bezwaar;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;96427;83032.769;455870.391;4.337168193350109;52.08641444429132
201316847/5310026;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-09;;;Beschikking met bezwaar;Willemspark;Willemspark;Centrum;96426;81152.495;455928.332;4.309726164005053;52.08668753896766
201218334/9;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-01-04;;;Beschikking met bezwaar;Moerwijk-Oost;Moerwijk;Escamp;96425;80826.494;451984.624;4.305827327975801;52.051202825911396
201412990/5432403;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-08-04;;;Beschikking met bezwaar;Dreven en Gaarden;Bouwlust;Escamp;96424;78109.046;450305.278;4.266594526774782;52.03574070039231
201117485/18;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-05-09;;;Beschikking met beroep;Dreven en Gaarden;Bouwlust;Escamp;96423;78109.046;450305.278;4.266594526774782;52.03574070039231
201306597/5204696;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-05-23;;;Beschikking met bezwaar;De Uithof;Bouwlust;Escamp;96422;76812.148;449996.629;4.247767649983143;52.03278560825305
201516692/5809066;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-11-05;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;96421;78489.725;454818.383;4.271130693983396;52.07635123535638
202101615/7899837;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-04-08;;;Beschikking met bezwaar;Componistenbuurt;Waldeck;Loosduinen;96420;76067.099;453491.928;4.236104751490856;52.06409094711659
201708701/6384125;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-06-29;;;Beschikking met bezwaar;Componistenbuurt;Waldeck;Loosduinen;96419;76067.099;453491.928;4.236104751490856;52.06409094711659
201609411/6045868;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-07-25;;;Beschikking met bezwaar;Componistenbuurt;Waldeck;Loosduinen;96418;76049.652;453484.064;4.235852184895146;52.06401779048608
202012787/7712202;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-09-02;;;Beschikking met bezwaar;Waldeck-Zuid;Waldeck;Loosduinen;96417;75970.638;452607.141;4.234903049714894;52.0561259760658
201811321/6792359;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-06-29;;;Beschikking met bezwaar;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;96416;83455.495;456201.389;4.343265540251228;52.0894438505829
201823980/7088339;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2019-02-21;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;96415;80463.546;456319.673;4.299590197347785;52.0901120832507
201913473/7330485;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-08-29;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;96414;80463.546;456319.673;4.299590197347785;52.0901120832507
201700877/6276291;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-03-15;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;96413;79877.723;458715.03;4.290515547804759;52.11155918498759
201808351/6851605;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(ev);Artikel 2.12 lid 2;2018-08-15;2018-08-15;2019-07-31;Beschikking met bezwaar;Burgen en Horsten;Mariahoeve en Marlot;Haagse Hout;96412;84130.163;456742.43;4.352995925702882;52.09439287607344
201412994/5477272;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-10-30;;;Beschikking met bezwaar;Moerwijk-West;Moerwijk;Escamp;96411;79701.536;451828.778;4.2894637612509525;52.0496505755964
201809237/6788612;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-06-26;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96410;79133.886;456989.562;4.280042579295954;52.09595151959757
201302063/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-04-04;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;96409;80911.794;456454.261;4.306100535046442;52.09138176085923
202105549/7985896;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-07-01;;;Beschikking met bezwaar;Houtwijk;Loosduinen;Loosduinen;96408;76611.101;452463.011;4.244272711773424;52.0549217070327
202014230/7748138;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-10-16;;;Beschikking met bezwaar;Morgenstond-West;Morgenstond;Escamp;96407;78495.27;451304.342;4.271998761499403;52.04477242817515
201508029/5690286;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (ev);Artikel 3.9 lid 2;2015-06-29;;;Beschikking met bezwaar;Morgenstond-West;Morgenstond;Escamp;96406;78495.27;451304.342;4.271998761499403;52.04477242817515
