VERGUNNINGNR;SRTBES_OMS;BESCH_OMS;GRONDBESCH_OMS;DDBESCHIKKING;DDINGANG;DDEINDE;STATUSBESCH_OMS;BUURT;WIJK;STADSDEEL;COUNTER;X;Y;LONG;LAT
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96593;76748.171;453781.56;4.245968724124962;52.06679037725852
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96592;76689.433;453745.973;4.245120407196724;52.06646227037142
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96591;76727.004;453766.743;4.245663477551657;52.06665423220518
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96590;76745.79;453786.19;4.245932944662382;52.06683164891713
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96589;76685.465;453753.514;4.245060819018292;52.066529477433946
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96588;83012.703;453828.191;4.337306304671235;52.068058957566734
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96587;83022.228;453847.108;4.337441211028247;52.068230199191675
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96586;83019.846;453851.077;4.337405639396787;52.06826555840329
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96585;83015.481;453855.046;4.337341151182638;52.068300659913874
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96584;83010.189;453856.633;4.337263647456607;52.06831423428583
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96583;83007.146;453855.046;4.337219608450042;52.0682995767068
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96582;82999.473;453849.093;4.337108974684128;52.06824508082266
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96581;83001.987;453851.342;4.337145160001696;52.06826561896766
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96580;83000.664;453847.241;4.3371267326708;52.06822859201825
201311562/5253868;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-08-26;;;Beschikking met bezwaar;Laakkwartier-West;Laakkwartier en Spoorwijk;Laak;96579;81598.47;452096.545;4.317056038038049;52.05231141968616
201103583/16;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-05-11;;;Beschikking met bezwaar;Kraayenstein en Vroondaal;Kraayenstein en Vroondaal;Loosduinen;96578;76208.656;451324.248;4.238668662632786;52.04463100653045
201605072/5995393;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-06-02;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96577;82961.858;455846.031;4.336138880777923;52.086186303652354
201713551/6441628;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-08-23;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96576;78784.621;456091.346;4.275147233197083;52.08783158587966
201811045/6808728;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-07-13;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96575;78784.621;456091.346;4.275147233197083;52.08783158587966
201117913/14;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Besluit 2e fase (ev);Artikel 2.5 lid 4;2012-10-02;;;Beschikking met beroep;Morgenstond-West;Morgenstond;Escamp;96574;78061.114;451981.273;4.2655188518954;52.05079570330738
201608671/6114850;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-10-06;;;Beschikking met bezwaar;Visserijbuurt;Scheveningen;Scheveningen;96573;79026.306;457769.368;4.2782990565011945;52.10294460232192
201314157/5313553;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-19;;;Beschikking met bezwaar;Visserijbuurt;Scheveningen;Scheveningen;96572;79026.306;457769.368;4.2782990565011945;52.10294460232192
201219306/5211707;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-06-13;;;Beschikking met bezwaar;Visserijbuurt;Scheveningen;Scheveningen;96571;79026.306;457769.368;4.2782990565011945;52.10294460232192
201300098/15;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-03-27;;;Beschikking met bezwaar;Rivierenbuurt-Noord;Stationsbuurt;Centrum;96570;82006.87;454542.938;4.322486316730946;52.07435061350982
201608671/6114850;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-10-06;;;Beschikking met bezwaar;Visserijbuurt;Scheveningen;Scheveningen;96569;79022.402;457773.468;4.278241170201399;52.10298091154157
201314157/5313553;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-19;;;Beschikking met bezwaar;Visserijbuurt;Scheveningen;Scheveningen;96568;79022.402;457773.468;4.278241170201399;52.10298091154157
201219306/5211707;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-06-13;;;Beschikking met bezwaar;Visserijbuurt;Scheveningen;Scheveningen;96567;79022.402;457773.468;4.278241170201399;52.10298091154157
201608671/6114850;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-10-06;;;Beschikking met bezwaar;Visserijbuurt;Scheveningen;Scheveningen;96566;79033.25;457762.489;4.27840192575928;52.10288373653833
201314157/5313553;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-19;;;Beschikking met bezwaar;Visserijbuurt;Scheveningen;Scheveningen;96565;79033.25;457762.489;4.27840192575928;52.10288373653833
201219306/5211707;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-06-13;;;Beschikking met bezwaar;Visserijbuurt;Scheveningen;Scheveningen;96564;79033.25;457762.489;4.27840192575928;52.10288373653833
201722369/6592188;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-01-11;;;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;96563;79100.688;454747.757;4.280057059164402;52.07580061229026
201503876/5623383;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2015-04-23;;;Beschikking met bezwaar;Westbroekpark;Westbroekpark en Duttendel;Scheveningen;96562;80372.456;457822.8;4.297932195601537;52.10360795664044
201201655;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-03-07;;2013-09-09;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;96561;79833.304;455389.108;4.290600584856893;52.08166416384612
2015078096006591;Wet Algemene Bepalingen Omgevingsrecht;Heroverweging beschikking na bezwaar;Artikel 7:11;2016-06-14;;;Beschikking met beroep;Waldeck-Zuid;Waldeck;Loosduinen;96560;75994.681;452510.546;4.235275885116408;52.055261344069685
201507809/5744831;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2015-08-25;;;Beschikking met bezwaar;Waldeck-Zuid;Waldeck;Loosduinen;96559;75994.681;452510.546;4.235275885116408;52.055261344069685
202100378/7873513;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2021-03-08;;;Beschikking met bezwaar;Leyenburg;Leyenburg;Escamp;96558;78520.456;453437.46;4.2718882902181345;52.063945580846045
202100574/7906495;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-04-14;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96557;77849.856;455302.974;4.261688924166408;52.08061730662856
201904072/7193289;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2019-05-14;;;Beschikking met bezwaar;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;96556;83239.417;456274.983;4.340097665767109;52.09007725836103
201009301/18;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-10-20;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;96555;76734.037;452858.553;4.245974181119352;52.05849367124268
201904072/7193289;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2019-05-14;;;Beschikking met bezwaar;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;96554;83223.651;456265.932;4.339869555624009;52.08999387483442
201702964/6307683;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-04-14;;;Beschikking met bezwaar;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;96553;78289.523;456517.438;4.267828737916591;52.09159233769046
201609764/6071674;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-08-22;;;Beschikking met beroep;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;96552;78289.523;456517.438;4.267828737916591;52.09159233769046
201713139/6500135;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-10-12;;;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;96551;79007.329;451706.104;4.279372339106918;52.04845338855466
201410292/5441071;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-08-20;;;Beschikking met bezwaar;Waldeck-Noord;Waldeck;Loosduinen;96550;75544.986;452893.977;4.228631250803135;52.058642780624325
201704640/6299483;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-04-06;;;Beschikking met bezwaar;Oostbroek-Zuid;Rustenburg en Oostbroek;Escamp;96549;79679.642;453375.88;4.288803497531879;52.063550990976324
201420632/5505427;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2014-12-16;;;Beschikking met bezwaar;Venen, Oorden en Raden;Bouwlust;Escamp;96548;77245.951;451246.181;4.2538041316376365;52.0440759187511
201200147/8;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 3.9 lid 1;2012-01-17;2012-01-18;2017-01-18;Beschikking met bezwaar;Venen, Oorden en Raden;Bouwlust;Escamp;96547;77281.45;451281.652;4.254313428562762;52.04439966295355
201104279;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-03-23;2011-05-07;;Beschikking met bezwaar;Venen, Oorden en Raden;Bouwlust;Escamp;96546;77281.45;451281.652;4.254313428562762;52.04439966295355
;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (ev);Artikel 3.9 lid 2;2011-08-04;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96545;79005.242;456916.845;4.278181744931009;52.09528038936098
201110625/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-08-11;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96544;81317.273;457410.985;4.311809539257925;52.10003370247352
202013060/7763425;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2020-11-02;;;Beschikking met bezwaar;Scheveningen Badplaats;Scheveningen;Scheveningen;96543;78911.058;458358.046;4.276485750500775;52.108218999555696
202019006/7796782;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-12-07;;;Beschikking met bezwaar;Scheveningen Badplaats;Scheveningen;Scheveningen;96542;78911.058;458358.046;4.276485750500775;52.108218999555696
201706032/6368688;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2017-06-29;;;Beschikking met bezwaar;Scheveningen Badplaats;Scheveningen;Scheveningen;96541;78911.058;458358.046;4.276485750500775;52.108218999555696
201813288/6894083;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-09-18;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;96540;79622.676;459214.6;4.286682284012368;52.11601395182902
201924313/7551205;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-03-16;;;Beschikking met bezwaar;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;96539;78715.378;457520.263;4.2738173620560405;52.10066321296028
201704207/6384810;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-06-29;;;Beschikking met bezwaar;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;96538;78715.378;457520.263;4.2738173620560405;52.10066321296028
201924313/7551205;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-03-16;;;Beschikking met bezwaar;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;96537;78783.299;457558.511;4.274799947279322;52.101016292052705
201704207/6384810;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-06-29;;;Beschikking met bezwaar;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;96536;78783.299;457558.511;4.274799947279322;52.101016292052705
201115530/21;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-01-18;;;Arobabel;Kortenbos;Centrum;Centrum;96535;81023.081;455019.931;4.3080352542775495;52.07850669778166
201200876/25;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-08-06;;;Beschikking met beroep;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;96534;81293.565;452986.117;4.3124195201685165;52.06026534742735
201208362/6;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-05-31;;;Beschikking met bezwaar;Oostbroek-Zuid;Rustenburg en Oostbroek;Escamp;96533;79581.364;453527.358;4.287337100209659;52.0648989107498
201303655/5219985;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-07-01;;;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;96532;80448.081;455178.893;4.299613916701188;52.07985813408234
201300356/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-02-11;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;96531;80251.666;458758.774;4.295964081468105;52.11200294789765
2013017125187586;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-04-18;;;Beschikking met bezwaar;Uilebomen;Centrum;Centrum;96530;81868.048;454656.46;4.320437392739909;52.07535249741555
201819366/6930136;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2018-10-15;2018-10-16;2028-10-18;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;96529;79463.237;455035.246;4.285280996726667;52.07843375614399
201614450/6202073;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-12-29;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96528;78705.86;457023.189;4.273789732432076;52.096194878673714
201923345/7466687;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-01-06;;;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96527;82863.935;455088.01;4.334870670144764;52.07936136763129
201705000/6321308;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-05-02;2017-05-03;2019-05-03;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96526;82863.935;455088.01;4.334870670144764;52.07936136763129
201406904/5381887;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-04-30;;;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96525;82863.935;455088.01;4.334870670144764;52.07936136763129
201218652/8;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-01-16;;;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96524;82863.935;455088.01;4.334870670144764;52.07936136763129
201109684/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-07-06;;;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96523;82863.935;455088.01;4.334870670144764;52.07936136763129
201101984/12;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-02-17;;;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96522;82863.935;455088.01;4.334870670144764;52.07936136763129
201308965/5256019;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-09-05;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96521;79595.131;453893.47;4.287456975484829;52.068190928597666
201204496/19;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-07-27;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96520;79595.131;453893.47;4.287456975484829;52.068190928597666
201200876/25;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-08-06;;;Beschikking met beroep;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;96519;81275.659;453002.041;4.312155022177406;52.060406070639175
201613694/6215723;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2017-01-12;;;Beschikking met bezwaar;Morgenstond-Zuid;Morgenstond;Escamp;96518;79279.019;451534.75;4.283370333671475;52.04695066092553
201613694/6126291;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2016-10-17;2016-10-17;2021-10-18;Beschikking met bezwaar;Morgenstond-Zuid;Morgenstond;Escamp;96517;79279.019;451534.75;4.283370333671475;52.04695066092553
202021782/7893244;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2021-03-29;;;Beschikking met bezwaar;Willemspark;Willemspark;Centrum;96516;81213.96;456091.064;4.310587614403441;52.08815816428175
201716043/6507376;Algemene Wet Bestuursrecht;Buiten behandeling stelling (mv);Artikel 4:5 lid 1c;2017-10-17;;;Beschikking met bezwaar;Transvaalkwartier-Zuid;Transvaalkwartier;Centrum;96515;80222.616;453116.162;4.296777204370069;52.0612905263974
202002256/7542317;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-03-09;;;Beschikking met bezwaar;Uilennest;Benoordenhout;Haagse Hout;96514;82822.4;456960.614;4.333868531910671;52.09618466361216
202006989/7712023;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2020-09-03;;;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96513;82742.515;454968.952;4.333124875628486;52.07827558623648
201203634/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (mv);Artikel 3.9 lid 2;2012-05-04;;;Arobabel;Voorhout;Centrum;Centrum;96512;80868.635;455469.868;4.305684829037189;52.08252951014848
201203634/16;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-06-21;;;Beschikking met bezwaar;Voorhout;Centrum;Centrum;96511;80868.635;455469.868;4.305684829037189;52.08252951014848
201010018/38;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-12-08;;;Arobabel;Voorhout;Centrum;Centrum;96510;81386.954;455664.916;4.313203329866927;52.08435150943281
201209878/13;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-07-17;;;Beschikking met bezwaar;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;96509;78269.067;455228.228;4.267820326640255;52.08000383965706
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96508;76725.02;453795.847;4.245627875502152;52.06691549814378
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96507;76715.759;453791.746;4.245493777539408;52.066877335380404
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96506;76735.206;453771.109;4.245782072620409;52.066694626608765
201406071/5401269;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-06-11;;;Beschikking met bezwaar;Rivierenbuurt-Noord;Stationsbuurt;Centrum;96505;82190.552;454520.893;4.325169863235303;52.074176677641354
201703095/6375584;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2017-06-23;2017-06-23;2027-06-23;Beschikking met bezwaar;Vliegeniersbuurt;Hoornwijk;Leidschenveen-Ypenburg;96504;84495.921;449489.65;4.3598300081429695;52.02925965222224
201319359/5344530;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-03-24;;;Beschikking met bezwaar;Vliegeniersbuurt;Hoornwijk;Leidschenveen-Ypenburg;96503;84495.921;449489.65;4.3598300081429695;52.02925965222224
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96502;76685.332;453753.911;4.24505878864355;52.06653302631487
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96501;76685.332;453753.249;4.24505894049641;52.0665270771802
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96500;76735.074;453771.241;4.245780117625442;52.06669579419186
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96499;76726.607;453766.876;4.245657658278065;52.066655371328814
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96498;76715.23;453791.482;4.24548612452232;52.06687488815761
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96497;76724.755;453796.244;4.245623920409868;52.06691902838239
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96496;76734.942;453771.373;4.245778162630373;52.0666969617749
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96495;76724.491;453796.244;4.245620070920486;52.06691899107829
202105698/7967270;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2021-06-17;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;96494;81879.571;454252.618;4.32069197130252;52.07172477816911
201305384/5309983;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-12-16;;;Beschikking met beroep;Huygenspark;Stationsbuurt;Centrum;96493;81879.571;454252.618;4.32069197130252;52.07172477816911
201315374/5314377;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-17;;;Beschikking met bezwaar;Schildersbuurt-West;Schildersbuurt;Centrum;96492;80332.94;453986.748;4.298195319108391;52.06912913724683
201802563/6632439;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2018-02-12;2018-02-13;2028-02-11;Beschikking met bezwaar;Erasmus Veld;Wateringse Veld;Escamp;96491;79558.581;450767.855;4.287614226558893;52.04009689140259
201211319/8;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 3.9 lid 1;2012-07-20;2012-07-23;2017-07-23;Beschikking met bezwaar;Zijden, Steden en Zichten;Bouwlust;Escamp;96490;77862.093;451237.484;4.262785763462192;52.044083845012295
