FID,ID,GERECHTIGDE,ADRES,POSTCODE,ZAKRECHT,AANDEEL,ACT_GEG,KAARTPERCEEL,PERCEELNUMMER,GEOMETRIE
BRK_GEM_ZAKRECHT_SQL.5262,5262,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4463 G 0,HTT02 B 4463 G 0,"POLYGON ((188342.677 426780.058, 188343.296 426825.106, 188343.347 426829.074, 188343.614 426849.721, 188343.863 426869.017, 188343.895 426869.172, 188344.097 426869.653, 188344.614 426870.334, 188345.044 426870.61, 188345.931 426871.243, 188343.809 426870.734, 188331.909 426867.883, 188331.399 426867.781, 188331.915 426864.656, 188327.26 426863.694, 188326.738 426866.854, 188320.26 426865.565, 188317.297 426865.215, 188315.248 426839.756, 188325.315 426838.954, 188326.128 426838.908, 188327.23 426838.257, 188327.81 426837.532, 188328.216 426836.734, 188328.294 426835.87, 188328.346 426834.369, 188328.185 426818.656, 188328.037 426805.179, 188327.926 426788.803, 188327.926 426788.115, 188327.694 426787.464, 188327.462 426786.96, 188327.076 426786.542, 188326.341 426786.085, 188325.908 426785.859, 188325.082 426785.803, 188313.334 426786.854, 188305.27 426787.549, 188304.533 426787.729, 188303.555 426788.084, 188302.757 426788.566, 188302.149 426789.103, 188301.823 426789.664, 188301.42 426790.303, 188301.06 426791.204, 188300.95 426792.985, 188300.15 426775.767, 188324.563 426773.901, 188325.527 426773.793, 188326.208 426773.473, 188326.86 426772.968, 188327.256 426772.392, 188327.585 426771.326, 188327.359 426761.364, 188327.18 426752.013, 188327.028 426744.121, 188326.748 426729.505, 188341.919 426718.441, 188342.001 426730.937, 188342.677 426780.058))"
BRK_GEM_ZAKRECHT_SQL.4916,4916,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4210 G 0,HTT02 B 4210 G 0,"POLYGON ((188860.588 426138.431, 188862.924 426131.922, 188865.484 426126.143, 188865.671 426125.309, 188865.654 426124.471, 188865.56 426123.813, 188865.245 426123.185, 188864.707 426122.658, 188863.989 426122.158, 188883.191 426128.345, 188882.527 426128.276, 188881.791 426128.355, 188881.044 426128.714, 188880.41 426129.354, 188880.015 426130.145, 188859.374 426188.062, 188844.064 426230.392, 188841.559 426229.415, 188837.055 426241.708, 188832.781 426253.371, 188828.582 426264.83, 188824.508 426275.947, 188824.155 426276.911, 188815.27 426301.158, 188810.777 426313.556, 188797.954 426308.266, 188798.599 426308.211, 188799.243 426308.285, 188799.772 426308.258, 188800.207 426308.142, 188800.578 426307.984, 188800.953 426307.77, 188801.318 426307.429, 188801.691 426306.552, 188810.562 426282.361, 188811.781 426279.036, 188810.118 426278.428, 188810.534 426277.286, 188812.989 426270.551, 188815.452 426263.793, 188817.847 426257.222, 188820.2 426250.768, 188823.627 426241.365, 188827.019 426232.059, 188829.434 426225.436, 188832.204 426217.836, 188832.291 426217.519, 188833.982 426218.168, 188842.387 426195.28, 188842.582 426194.3, 188842.564 426193.388, 188842.351 426192.74, 188842.085 426192.043, 188841.686 426191.604, 188841.391 426191.194, 188846.416 426177.721, 188846.829 426176.779, 188849.216 426170.127, 188851.54 426163.65, 188854.931 426154.2, 188858.324 426144.742, 188860.588 426138.431))"
BRK_GEM_ZAKRECHT_SQL.4920,4920,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4214 G 0,HTT02 B 4214 G 0,"POLYGON ((187482.634 425381.181, 187467.22 425381.166, 187467.233 425382.277, 187451.928 425382.275, 187451.928 425382.455, 187429.83 425382.793, 187429.897 425408.395, 187429.918 425410.386, 187430 425410.972, 187430.08 425411.328, 187430.211 425411.633, 187430.421 425412.269, 187363.656 425412.281, 187364.451 425338.398, 187364.98 425336.418, 187365.369 425335.461, 187366.292 425334.411, 187367.24 425333.932, 187368.115 425333.546, 187370.18 425333.454, 187448.344 425331.978, 187482.484 425331.559, 187482.634 425381.181))"
BRK_GEM_ZAKRECHT_SQL.4598,4598,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 3883 G 0,HTT02 B 3883 G 0,"POLYGON ((188671.969 426201.013, 188678.12 426184.426, 188678.018 426185.369, 188678.343 426186.682, 188678.889 426187.498, 188679.886 426188.122, 188702.102 426196.192, 188710.557 426199.263, 188716.281 426201.342, 188721.881 426203.376, 188727.358 426205.365, 188733.002 426207.415, 188738.799 426209.521, 188744.515 426211.597, 188754.721 426215.305, 188756.702 426214.44, 188765.681 426189.388, 188767.044 426185.672, 188769.436 426179.154, 188771.69 426173.01, 188773.89 426167.012, 188777.126 426158.192, 188778.162 426155.368, 188780.771 426148.257, 188783.016 426142.139, 188785.23 426136.104, 188787.664 426129.468, 188788.303 426129.698, 188795.031 426132.123, 188802.439 426134.792, 188800.331 426140.595, 188798.264 426146.282, 188796.191 426151.985, 188793.065 426160.587, 188821.161 426170.82, 188842.962 426178.76, 188843.857 426178.964, 188844.619 426178.903, 188845.129 426178.713, 188845.548 426178.526, 188845.981 426178.077, 188846.416 426177.721, 188841.391 426191.194, 188833.902 426188.464, 188827.48 426186.123, 188820.808 426183.691, 188814.169 426181.27, 188807.602 426178.876, 188801.098 426176.504, 188793.802 426173.844, 188787.185 426176.893, 188779.226 426198.888, 188776.555 426206.294, 188774.158 426212.939, 188771.818 426219.426, 188768.483 426228.673, 188765.037 426238.226, 188762.664 426244.804, 188760.316 426251.313, 188757.811 426258.256, 188756.659 426257.837, 188746.987 426254.322, 188736.739 426250.597, 188729.835 426248.088, 188720.515 426244.7, 188713.408 426242.117, 188715.586 426236.132, 188717.618 426230.546, 188719.668 426224.912, 188722.701 426216.578, 188697.896 426207.646, 188675.949 426199.523, 188675.388 426199.409, 188674.546 426199.36, 188674.082 426199.429, 188673.287 426199.83, 188672.843 426200.152, 188672.589 426200.412, 188671.969 426201.013))"
BRK_GEM_ZAKRECHT_SQL.4610,4610,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 3896 G 0,HTT02 B 3896 G 0,"POLYGON ((188698.129 426129.49, 188699.114 426126.762, 188724.39 426136.039, 188727.889 426126.348, 188730.315 426119.628, 188733.772 426110.051, 188740.138 426112.344, 188749.636 426115.766, 188756.257 426118.152, 188761.697 426120.112, 188752.317 426145.951, 188753.5 426146.382, 188778.162 426155.368, 188777.126 426158.192, 188751.253 426148.738, 188750.776 426150.037, 188736.729 426144.901, 188722.564 426139.722, 188723.025 426138.516, 188698.129 426129.49))"
BRK_GEM_ZAKRECHT_SQL.4615,4615,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 3908 G 0,HTT02 B 3908 G 0,"POLYGON ((187219.294 425033.802, 187224.34 425070.18, 187232.911 425131.976, 187239.302 425178.054, 187245.389 425221.946, 187249.345 425256.024, 187250.04 425261.757, 187254.815 425301.163, 187259.503 425339.842, 187260.974 425351.983, 187262.189 425362.013, 187257.086 425362.733, 187230.475 425171.241, 187213.465 425048.83, 187219.294 425033.802))"
BRK_GEM_ZAKRECHT_SQL.4617,4617,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 3911 G 0,HTT02 B 3911 G 0,"POLYGON ((187546.96 425331.245, 187540.695 425331.276, 187534.38 425331.307, 187528.141 425331.337, 187521.75 425331.368, 187515.284 425331.4, 187509.094 425331.43, 187502.805 425331.461, 187496.49 425331.492, 187487.25 425331.537, 187482.484 425331.559, 187448.344 425331.978, 187370.18 425333.454, 187368.115 425333.546, 187367.24 425333.932, 187366.292 425334.411, 187365.369 425335.461, 187364.98 425336.418, 187364.451 425338.398, 187364.438 425316.378, 187364.616 425316.919, 187364.907 425317.583, 187365.369 425318.262, 187365.904 425318.833, 187366.827 425319.42, 187367.969 425319.698, 187369.371 425319.625, 187386.607 425319.289, 187403.181 425318.965, 187419.653 425318.644, 187433.759 425318.369, 187444.757 425318.154, 187487.05 425317.777, 187490.387 425317.767, 187534.459 425321.991, 187534.498 425320.842, 187490.865 425317.766, 187515.214 425317.696, 187523.285 425317.673, 187529.729 425317.654, 187536.145 425317.636, 187542.638 425317.617, 187549.208 425317.598, 187559.345 425317.569, 187568.969 425317.541, 187575.716 425317.522, 187582.134 425317.503, 187588.779 425317.484, 187595.221 425317.465, 187604.157 425317.439, 187613.149 425317.413, 187619.617 425317.369, 187626.159 425317.325, 187632.45 425317.282, 187639.095 425317.237, 187646.991 425317.183, 187675.655 425316.989, 187691.526 425316.881, 187693.172 425333.895, 187692.709 425332.542, 187691.932 425331.585, 187690.911 425330.921, 187689.379 425330.549, 187653.128 425330.726, 187648.066 425330.751, 187641.25 425330.784, 187635.037 425330.814, 187628.852 425330.844, 187622.483 425330.875, 187616.273 425330.905, 187609.88 425330.937, 187603.488 425330.968, 187597.122 425330.999, 187591.06 425331.029, 187584.645 425331.06, 187578.303 425331.091, 187568.935 425331.137, 187559.412 425331.184, 187553.226 425331.214, 187546.96 425331.245))"
BRK_GEM_ZAKRECHT_SQL.4618,4618,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 3912 G 0,HTT02 B 3912 G 0,"POLYGON ((187640.101 425226.722, 187630.475 425226.79, 187624.263 425226.834, 187617.771 425226.88, 187611.53 425226.924, 187605.142 425226.969, 187596.456 425227.03, 187587.163 425227.063, 187580.76 425227.086, 187574.532 425227.108, 187568.027 425227.131, 187561.646 425227.154, 187552.658 425227.186, 187543.54 425227.218, 187537.329 425227.24, 187530.988 425227.262, 187524.495 425227.285, 187517.975 425227.308, 187508.504 425227.341, 187479.474 425227.444, 187453.297 425227.546, 187452.215 425214.259, 187452.426 425214.997, 187452.791 425215.759, 187452.999 425216.139, 187453.282 425216.417, 187453.693 425216.77, 187453.999 425216.843, 187455.044 425216.96, 187456.14 425217.05, 187474.771 425217.193, 187597.679 425216.336, 187603.066 425216.471, 187603.887 425216.415, 187604.914 425216.106, 187606.037 425215.638, 187607.334 425214.444, 187608.187 425212.734, 187608.318 425210.937, 187678.777 425210.988, 187679.19 425212.424, 187679.786 425213.505, 187680.506 425214.161, 187681.07 425214.512, 187681.582 425214.813, 187681.992 425215.012, 187682.477 425215.109, 187682.911 425215.232, 187683.752 425215.351, 187684.286 425215.294, 187685.076 425215.26, 187685.811 425214.972, 187686.773 425214.476, 187687.33 425214.113, 187687.681 425213.624, 187688.008 425213.212, 187688.281 425212.597, 187688.877 425211.135, 187690.036 425226.77, 187668.086 425226.524, 187640.101 425226.722))"
BRK_GEM_ZAKRECHT_SQL.4619,4619,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 3913 G 0,HTT02 B 3913 G 0,"POLYGON ((187340.306 424970.749, 187339.203 424971.232, 187338.524 424971.805, 187338.321 424971.934, 187338.07 424972.243, 187337.795 424972.757, 187337.595 424973.065, 187337.32 424973.553, 187337.25 424974.192, 187337.375 424975.355, 187340.19 425010.85, 187343.356 425050.423, 187346.509 425089.846, 187349.745 425130.293, 187352.945 425170.3, 187356.125 425210.043, 187359.324 425250.037, 187362.397 425289.903, 187364.438 425316.378, 187364.451 425338.398, 187363.656 425412.281, 187348.865 425412.58, 187349.869 425412.387, 187350.865 425411.862, 187351.545 425410.952, 187351.911 425409.502, 187352.006 425398.102, 187352.231 425378.189, 187352.265 425362.385, 187351.786 425337.322, 187351.06 425316.968, 187349.979 425297.303, 187349.723 425291.987, 187347.001 425257.172, 187343.781 425217.536, 187340.636 425177.619, 187340.437 425175.018, 187336.133 425122.21, 187335.199 425110.751, 187330.904 425058.064, 187327.729 425017.492, 187324.444 424976.117, 187324.284 424975.169, 187323.962 424974.641, 187323.754 424974.158, 187323.495 424973.829, 187322.413 424973.1, 187321 424973.032, 187340.306 424970.749))"
BRK_GEM_ZAKRECHT_SQL.4955,4955,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4256 G 0,HTT02 B 4256 G 0,"POLYGON ((188135.001 426432.652, 188133.939 426431.626, 188132.765 426430.617, 188131.82 426429.835, 188130.671 426428.902, 188128.529 426427.62, 188127.179 426427.094, 188125.779 426426.62, 188124.379 426426.222, 188122.752 426426.029, 188121.785 426425.882, 188120.718 426425.838, 188117.924 426425.855, 188115.918 426426.096, 188113.269 426426.767, 188106.889 426428.387, 188089.639 426432.506, 188066.405 426438.338, 187985.782 426460.423, 187978.324 426462.272, 187967.389 426464.498, 187955.148 426466.872, 187945.618 426468.721, 187935.236 426470.105, 187927.036 426471.044, 187920.739 426471.515, 187910.758 426472.083, 187901.409 426472.47, 187847.947 426474.684, 187757.587 426478.425, 187742.352 426479.056, 187583.478 426485.634, 187580.228 426485.908, 187579.087 426486.219, 187577.846 426486.837, 187577.088 426487.527, 187576.381 426488.243, 187575.651 426489.289, 187574.972 426490.462, 187574.3 426492.6, 187574.113 426495.269, 187573.811 426504.859, 187573.801 426505.179, 187573.484 426515.235, 187559.671 426513.572, 187544.634 426511.762, 187535.707 426510.687, 187518.256 426508.586, 187507.485 426507.289, 187496.407 426505.955, 187480.267 426503.875, 187471.091 426502.692, 187463.875 426501.883, 187452.92 426500.654, 187448.843 426490.861, 187447.595 426487.414, 187447.253 426486.984, 187446.529 426486.497, 187445.517 426486.514, 187441.258 426487.615, 187427.718 426491.523, 187414.873 426496.14, 187429.793 426451.433, 187429.745 426451.839, 187429.798 426452.22, 187430.158 426452.828, 187430.617 426453.181, 187431.102 426453.457, 187432.551 426453.601, 187439.687 426453.252, 187475.347 426455.957, 187482.82 426456.623, 187509.532 426461.096, 187509.685 426461.122, 187530.835 426464.664, 187537.6 426465.842, 187541.389 426466.378, 187545.532 426466.76, 187552.548 426467.428, 187557.785 426468.057, 187565.689 426468.619, 187569.857 426468.771, 187573.668 426468.875, 187577.785 426469.028, 187582.104 426469.052, 187590.383 426468.621, 187662.132 426465.542, 187719.532 426463.135, 187764.385 426461.313, 187900.699 426455.961, 187920.327 426454.419, 187933.326 426453.197, 187942.413 426451.947, 187949.545 426450.812, 187962.514 426448.726, 187966.65 426447.913, 187967.639 426447.671, 187970.379 426447.001, 187989.681 426442.158, 188053.691 426424.264, 188058.179 426422.89, 188062.869 426421.439, 188067.84 426420.012, 188077.171 426417.135, 188109.194 426407.133, 188110.563 426406.668, 188111.298 426406.384, 188112.388 426405.945, 188112.792 426405.613, 188113.272 426405.178, 188113.725 426404.54, 188114.205 426404.029, 188114.532 426403.493, 188114.655 426402.857, 188114.803 426402.196, 188114.513 426400.572, 188135.001 426432.652))"
BRK_GEM_ZAKRECHT_SQL.4620,4620,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 3926 G 0,HTT02 B 3926 G 0,"POLYGON ((187924.219 425412.027, 187933.323 425412.018, 187939.842 425412.011, 187946.412 425412.004, 187952.753 425411.997, 187959.398 425411.99, 187970.423 425411.978, 187981.428 425411.966, 187998.602 425411.888, 188011.286 425411.735, 188020.851 425411.62, 188021.932 425411.624, 188030.774 425411.657, 188038.593 425411.686, 188055.193 425411.747, 188061.898 425411.772, 188063.354 425411.722, 188064.466 425411.342, 188065.098 425410.981, 188065.69 425410.525, 188066.317 425409.679, 188066.774 425408.398, 188064.718 425427.323, 188031.481 425427.374, 187863.244 425427.63, 187762.186 425427.754, 187756.973 425427.756, 187740.161 425427.763, 187660.96 425427.953, 187451.205 425428.456, 187396.893 425428.708, 187266.191 425428.349, 187264.436 425415.663, 187263.544 425409.208, 187264.089 425411.104, 187264.671 425411.733, 187264.973 425411.949, 187266.555 425412.264, 187268.109 425412.298, 187290.776 425412.294, 187291.741 425412.294, 187300.018 425412.292, 187306.639 425412.291, 187312.852 425412.29, 187323.877 425412.288, 187333.886 425412.286, 187348.865 425412.58, 187363.656 425412.281, 187430.421 425412.269, 187430.782 425412.648, 187431.42 425412.794, 187451.818 425412.831, 187451.94 425412.319, 187471.141 425412.416, 187482.728 425412.474, 187487.44 425412.485, 187496.377 425412.506, 187502.464 425412.52, 187511.351 425412.541, 187520.289 425412.562, 187526.681 425412.577, 187536.128 425412.6, 187547.97 425412.628, 187560.117 425412.657, 187571.143 425412.683, 187582.603 425412.71, 187596.812 425412.743, 187600.482 425412.752, 187607.483 425412.769, 187615.323 425412.787, 187627.423 425412.81, 187637.403 425412.61, 187643.716 425412.483, 187649.497 425412.431, 187659.885 425412.337, 187695.64 425412.464, 187718.719 425412.246, 187728.702 425412.234, 187738.66 425412.223, 187748.87 425412.212, 187757.185 425412.203, 187766.721 425412.193, 187774.758 425412.185, 187782.677 425412.177, 187794.62 425412.164, 187797.173 425412.161, 187806.559 425412.151, 187815.849 425412.141, 187825.13 425412.131, 187834.522 425412.121, 187844.378 425412.111, 187856.678 425412.098, 187867.447 425412.087, 187876.947 425412.077, 187884.866 425412.069, 187894.871 425412.058, 187907.594 425412.045, 187920.658 425412.031, 187924.219 425412.027))"
BRK_GEM_ZAKRECHT_SQL.4965,4965,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4278 G 0,HTT02 B 4278 G 0,"POLYGON ((188705.915 425715.297, 188695.337 425731.078, 188691.912 425728.782, 188693.233 425726.81, 188689.726 425724.46, 188698.982 425710.65, 188705.915 425715.297))"
BRK_GEM_ZAKRECHT_SQL.4990,4990,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4312 G 0,HTT02 B 4312 G 0,"POLYGON ((188804.054 425078.302, 188805.234 425148.77, 188817.892 425171.272, 188944.113 425255.349, 189126.761 425377.013, 189133.292 425379.612, 189136.345 425379.798, 189128.318 425394.861, 188782.839 425165.998, 188781.737 425165.268, 188773.228 424715.88, 188776.544 424715.463, 188804.238 424710.922, 188798.009 424717.155, 188800.573 424870.329, 188801.569 424929.852, 188802.777 425002.053, 188804.008 425075.579, 188804.054 425078.302))"
BRK_GEM_ZAKRECHT_SQL.4991,4991,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4313 G 0,HTT02 B 4313 G 0,"POLYGON ((188871.05 424684.289, 188906.953 424679.654, 188915.504 424678.641, 188917.512 424678.116, 188919.263 424676.818, 188920.482 424674.875, 188916.844 424696.665, 188873.495 424702.253, 188849.188 424705.33, 188804.238 424710.922, 188776.544 424715.463, 188777.743 424700.325, 188788.929 424698.596, 188788.395 424694.672, 188871.05 424684.289))"
BRK_GEM_ZAKRECHT_SQL.4992,4992,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4314 G 0,HTT02 B 4314 G 0,"POLYGON ((189399.578 424985.471, 189393.54 424993.316, 189393.15 424993.022, 189387.883 424982.605, 189384.267 424974.197, 189380.869 424964.803, 189378.213 424954.839, 189376.063 424945.038, 189374.733 424936.061, 189373.927 424925.825, 189373.14 424907.655, 189374.056 424896.265, 189374.388 424893.149, 189374.656 424890.627, 189375.717 424885.006, 189377.04 424879.443, 189378.541 424873.944, 189389.112 424841.026, 189390.919 424834.804, 189391.328 424832.492, 189391.997 424828.709, 189392.597 424822.276, 189392.756 424815.665, 189392.182 424809.926, 189391.448 424803.102, 189388.019 424790.616, 189385.419 424784.821, 189382.053 424779.055, 189378.631 424773.882, 189374.588 424768.721, 189370.298 424764.063, 189360.608 424755.534, 189355.43 424751.556, 189319.951 424727.779, 189301.326 424715.992, 189292.779 424711.935, 189281.176 424706.93, 189275.383 424704.687, 189266.689 424701.744, 189260.682 424699.957, 189248.616 424696.972, 189231.543 424693.314, 189172.547 424680.557, 189150.647 424675.945, 189141.273 424674.527, 189131.95 424673.496, 189122.907 424672.957, 189113.553 424672.898, 189104.446 424673.357, 189098.63 424673.787, 189092.481 424674.424, 189065.625 424677.731, 189060.891 424678.329, 189022.286 424683.21, 189005.884 424685.314, 188990.993 424687.205, 188956.434 424691.605, 188938.817 424693.836, 188916.844 424696.665, 188920.482 424674.875, 188933.176 424673.284, 188934.114 424674.19, 188935.102 424675.368, 188936.362 424675.802, 188974.956 424670.957, 188985.967 424669.615, 189028.273 424664.323, 189057.921 424660.623, 189058.471 424660.553, 189090.288 424656.571, 189103.224 424655.412, 189106.027 424655.238, 189113.182 424654.892, 189123.543 424654.984, 189132.532 424655.538, 189143.814 424656.695, 189153.786 424658.204, 189165.573 424660.73, 189178.57 424663.524, 189194.144 424666.855, 189213.978 424671.137, 189252.593 424679.439, 189262.596 424681.567, 189268.6 424683.096, 189273.005 424684.688, 189286.925 424689.746, 189294.335 424692.79, 189306.975 424698.693, 189313.077 424701.83, 189328.302 424711.056, 189332.498 424713.94, 189348.922 424725.161, 189366.934 424737.468, 189372.56 424741.816, 189378.135 424746.541, 189383.126 424751.207, 189384.26 424752.426, 189387.894 424756.408, 189392.442 424761.895, 189396.696 424768.177, 189399.906 424773.847, 189403.045 424780.217, 189407.147 424791.276, 189408.835 424798.177, 189410.047 424805.072, 189410.696 424812.204, 189410.846 424819.334, 189410.471 424826.566, 189409.431 424834.061, 189407.983 424840.819, 189406.597 424845.52, 189395.692 424879.356, 189393.943 424886.115, 189392.471 424894.756, 189392.268 424898.695, 189391.885 424906.33, 189392.085 424920.833, 189393.286 424930.853, 189395.089 424940.749, 189400.856 424959.464, 189407.829 424974.748, 189399.578 424985.471))"
BRK_GEM_ZAKRECHT_SQL.5816,5816,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4797 G 0,HTT02 B 4797 G 0,"POLYGON ((188536.637 426275.404, 188540.259 426276.706, 188591.909 426295.274, 188595.737 426284.718, 188592.119 426283.438, 188592.3 426282.953, 188588.005 426281.403, 188594.227 426264.347, 188629.619 426277.385, 188614.512 426319.594, 188614.477 426318.152, 188614.31 426317.487, 188614.038 426316.837, 188613.592 426316.256, 188613.177 426315.815, 188612.48 426315.345, 188612.043 426315.13, 188611.302 426314.873, 188593.431 426308.413, 188585.394 426305.508, 188579.519 426303.384, 188573.67 426301.27, 188567.908 426299.187, 188561.901 426297.016, 188553.924 426294.132, 188541.257 426289.553, 188539.644 426289.101, 188537.864 426288.928, 188536.042 426289.047, 188534.094 426289.593, 188532.062 426290.91, 188527.651 426295.451, 188522.852 426300.425, 188518.083 426305.369, 188513.767 426309.844, 188511.23 426312.417, 188503.77 426319.984, 188498.863 426324.962, 188494.058 426329.837, 188491.227 426332.708, 188486.892 426337.161, 188479.435 426344.821, 188474.72 426349.664, 188470.135 426354.374, 188464.938 426359.712, 188450.089 426374.879, 188445.626 426379.414, 188440.757 426384.362, 188433.435 426391.803, 188426.429 426398.922, 188421.553 426403.877, 188416.748 426408.759, 188412.879 426412.691, 188400.574 426423.059, 188394.051 426419.032, 188401.46 426400.881, 188402.796 426401.371, 188405.112 426395.053, 188403.678 426394.527, 188404.665 426391.726, 188413.232 426394.763, 188419.545 426388.198, 188456.874 426350.189, 188491.786 426314.484, 188504.048 426302.067, 188505.193 426300.381, 188517.93 426264.905, 188518.002 426262.779, 188518.371 426259.137, 188519.035 426257.051, 188521.888 426258.071, 188531.692 426261.577, 188527.82 426272.235, 188536.637 426275.404))"
BRK_GEM_ZAKRECHT_SQL.4997,4997,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4319 G 0,HTT02 B 4319 G 0,"POLYGON ((187738.644 425275.854, 187738.606 425230.362, 187767.777 425226.55, 187767.885 425239.566, 187768.164 425239.567, 187768.135 425250.033, 187767.752 425250.032, 187767.679 425277.151, 187767.662 425283.44, 187767.643 425290.261, 187767.636 425292.715, 187764.43 425292.732, 187757.909 425292.768, 187757.984 425305.521, 187757.776 425316.33, 187738.621 425313.37, 187738.607 425311.755, 187738.613 425304.672, 187739.628 425304.676, 187739.638 425301.893, 187738.609 425301.89, 187738.644 425275.854))"
BRK_GEM_ZAKRECHT_SQL.5382,5382,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4608 G 0,HTT02 B 4608 G 0,"POLYGON ((187557.97 426575.559, 187561.003 426563.817, 187561.101 426563.291, 187561.609 426539.862, 187562.259 426517.114, 187562.198 426515.412, 187561.94 426514.854, 187561.633 426514.475, 187561.148 426514.097, 187560.638 426513.795, 187559.671 426513.572, 187573.484 426515.235, 187573.274 426521.916, 187573.268 426522.107, 187571.783 426569.29, 187562.292 426603.518, 187559.959 426603.485, 187559.976 426602.841, 187560.588 426579.097, 187560.632 426578.608, 187560.597 426578.117, 187560.484 426577.639, 187560.295 426577.185, 187560.036 426576.768, 187559.712 426576.398, 187559.334 426576.085, 187558.91 426575.836, 187558.451 426575.66, 187557.97 426575.559))"
BRK_GEM_ZAKRECHT_SQL.5383,5383,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 B 4609 G 0,HTT02 B 4609 G 0,"POLYGON ((187557.97 426575.559, 187556.788 426575.541, 187554.945 426575.482, 187538.084 426574.746, 187536.637 426574.683, 187523.445 426574.513, 187512.368 426574.251, 187501.415 426574.072, 187490.447 426573.732, 187479.29 426573.427, 187468.113 426573.122, 187453.705 426572.729, 187424.662 426571.937, 187423.793 426572.172, 187422.907 426572.66, 187422.604 426573.043, 187422.36 426573.382, 187421.977 426574.747, 187419.918 426560.536, 187420.31 426561.23, 187420.815 426561.73, 187421.503 426562.203, 187422.669 426562.362, 187449.485 426562.898, 187452.555 426562.968, 187466.914 426563.297, 187482.32 426563.649, 187492.153 426563.912, 187501.983 426564.174, 187514.31 426564.401, 187526.405 426564.623, 187541.737 426564.905, 187556.237 426565.624, 187557.431 426565.617, 187558.614 426565.718, 187559.035 426565.638, 187559.415 426565.548, 187560.173 426565.102, 187560.636 426564.549, 187560.869 426564.149, 187561.003 426563.817, 187557.97 426575.559))"
