FID,datummutatie,naammuteerder,bron,status,genormeerd,rwsdienst,waterlichaam,opmerkingen,gdb_geomattr_data,shape
zomer_kade_legger.164,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Boven-Rijn - Waal,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (198444.00730000064 432490.17660000175, 198300.67229999974 432548.4063999988, 198112.54509999976 432606.6363000013, 197937.8557999991 432588.7193999998, 197736.29089999944 432579.76089999825, 197521.2884999998 432463.3013000004, 197400.34959999844 432391.63379999995, 197257.01480000094 432284.13259999827, 197145.03429999948 432158.71449999884, 197042.0122999996 432078.0885999985, 196974.82400000095 431992.9835000001, 196889.71880000085 431912.35759999976, 196777.73840000108 431769.02259999886, 196697.11250000075 431616.7292999998, 196647.84109999985 431397.24760000035, 196710.55029999837 431280.7879999988, 196715.0293999985 431227.03730000183, 196594.09050000086 431182.24529999867, 196549.29830000177 431061.30629999936, 196517.5075000003 430980.3836000003)"
zomer_kade_legger.165,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Boven-Rijn - Waal,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (202696.6678000018 430646.5756999999, 202672.38830000162 430671.6143999994, 202573.84549999982 430698.4897999987, 202591.7622999996 431029.9517999999, 202502.17799999937 431065.78550000116, 202309.57180000097 431141.9323000014, 202166.23680000007 431473.3942999989, 202390.1975999996 431513.7072999999, 202555.92859999835 431562.9785999991, 202891.86989999935 431746.6264999993, 203165.10209999979 431925.7952999994, 203330.8332999982 432064.65100000054, 203348.75 432149.75609999895, 203277.08260000125 432315.4871000014, 203209.89429999888 432391.63379999995, 203209.89429999888 432431.94680000097, 203335.3123999983 432629.03229999915, 203630.94079999998 432476.73889999837, 203774.27580000088 432243.81980000064, 203868.33929999918 432033.2963999994, 203899.6937999986 431939.2329000011, 204087.82090000063 431916.83680000156, 204096.77930000052 431795.8979000002, 204195.71029999852 431795.8979000002)"
zomer_kade_legger.166,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,IJssel,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (194161.87559999898 440458.7039999999, 193937.91479999945 440521.4129999988, 193870.7265000008 440584.12209999934, 193776.6629000008 440893.188099999, 193749.78759999946 441157.46189999953, 193767.70450000092 441390.3812999986, 193852.80959999934 441627.77980000153, 193951.35240000114 441829.3445000015, 194027.49909999967 441959.241799999, 194241.4512999989 441834.4364)"
zomer_kade_legger.167,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,IJssel,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (201893.00450000167 447620.9723000005, 202058.73550000042 447535.86730000004, 202219.98730000108 447450.76199999824, 202363.32229999825 447343.2608000003, 202475.3027999997 447016.27800000086, 202560.40780000016 446819.192400001, 202587.2831000015 446707.2120000012, 202533.5324999988 446545.9602999985, 202511.13639999926 446433.9798000008, 202667.90900000185 446111.4761000015, 202748.53489999846 445909.9112999998, 203003.85029999912 445771.0555999987, 203142.7060999982 445582.9285000004, 203214.3735000007 445520.2193999998, 203200.935899999 445376.8845000006, 203241.2487999983 445309.69629999995, 203366.66690000147 445314.17540000007, 203451.77199999988 445273.86250000075, 203662.29529999942 445251.4664000012, 203935.52749999985 445345.5300000012, 204123.65459999815 445430.6350999996, 204455.11679999903 445578.4492999986, 204643.24379999936 445748.65949999914, 204746.26579999924 446017.4125000015, 204764.18279999867 446218.97729999945, 204835.85029999912 446398.1460000016, 204880.64229999855 446581.7939000018, 205028.45650000125 446680.33680000156, 205301.68879999965 446783.35880000144, 205503.25349999964 446980.4442999996, 205651.0678000003 447213.36349999905, 205740.65199999884 447468.6788999997, 205749.61050000042 447737.43189999834, 205767.5273000002 447889.7252999991, 205821.27789999917 448059.93560000136, 205884.40210000053 448173.5588000007)"
zomer_kade_legger.168,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Pannerdensch Kanaal - Nederrijn - Lek,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (201738.9362999983 432871.39609999955, 201686.96049999818 432754.4503999986, 201624.25140000135 432633.51150000095, 201597.3761 432575.28180000186, 201637.689100001 432458.8220999986, 201713.83579999954 432467.7804999985, 201740.7111000009 432454.3429000005, 201758.62790000066 432378.19629999995, 201857.17080000043 432311.0078999996, 201852.69150000066 432234.86129999906, 201566.02160000056 431943.7120999992, 201243.51799999923 431818.29399999976, 201162.8920999989 431840.6900999993, 200934.45199999958 431836.2109000012, 200938.93129999936 431889.9615000002, 200723.92880000174 431934.753800001, 200383.50829999894 431997.46279999986, 200253.61100000143 431992.9835000001, 200132.67210000008 432060.17179999873, 199976.13439999893 432159.4371000007, 199974.95340000093 432160.1033000015)"
zomer_kade_legger.169,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ZN,Maas,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (186343.8500000015 346077.1077999994, 186350.1490000002 346075.561999999, 186352.93200000003 346074.90900000185, 186356.80900000036 346075.22100000083, 186379.63599999994 346079.1779999994, 186391.01300000027 346083.5249999985, 186413.72199999914 346087.8759999983, 186428.8830000013 346091.97100000083, 186435.75499999896 346096.04300000146, 186445.58399999887 346109.1220000014, 186458.7890000008 346127.26000000164, 186469.6499999985 346141.53500000015, 186479.08700000122 346152.9439999983, 186495.875 346170.8449999988, 186525.33100000024 346201.92500000075, 186555.3040000014 346232.84699999914, 186582.88899999857 346262.061999999, 186602.55099999905 346282.1799999997, 186612.4059999995 346291.4930000007, 186620.0859999992 346297.01199999824, 186631.47100000083 346303.9290000014, 186660.65300000086 346321.44200000167, 186691.0240000002 346339.5229999982, 186727.75299999863 346361.70600000024, 186752.02800000086 346374.4780000001, 186780.48699999973 346388.44099999964, 186812.0639999993 346404.13699999824, 186844.9149999991 346421.2259999998, 186861.44200000167 346431.83199999854, 186864.11300000176 346437.7749999985, 186868.3299999982 346439.94900000095, 186987.26419999823 346485.63540000096)"
zomer_kade_legger.170,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ZN,Maas,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (182005.2597000003 339894.7562999986, 182007.3273999989 339955.96070000157, 182009.808699999 340030.811999999, 182008.56799999997 340057.27870000154, 182006.08680000156 340127.16750000045, 182005.96880000085 340160.375, 182006.62110000104 340170.9956, 182007.29690000042 340182, 182009.65320000052 340195.35649999976, 182013.70309999958 340218.3125, 182021 340251.6875, 182027.79690000042 340272.3125, 182034.09380000085 340286, 182044.29690000042 340307.40630000085, 182066 340353.3125, 182080.70309999958 340384.59380000085, 182096.40630000085 340416.90630000085, 182111.29690000042 340448.59380000085, 182126.20309999958 340480.90630000085, 182141.09380000085 340513.09380000085, 182152 340537, 182157.20309999958 340548.5, 182162.40630000085 340559.3125, 182169.40630000085 340569.3125, 182175.29690000042 340577.8125, 182179.20309999958 340585.8125, 182183 340598.90630000085, 182186.59380000085 340612.40630000085, 182192.09380000085 340623.40630000085, 182209.90630000085 340651.1875, 182230.20309999958 340682.8125, 182251.90630000085 340716.40630000085, 182262.09380000085 340733.3125, 182265.90630000085 340739.09380000085, 182285.09380000085 340768.6875, 182303.09380000085 340797.1875, 182315.20309999958 340815.5, 182319.40630000085 340820.40630000085, 182329.79690000042 340827.8125, 182377.90630000085 340858.90630000085, 182402.20309999958 340874.40630000085, 182424.29690000042 340889.09380000085, 182432.20309999958 340893, 182440.20309999958 340896, 182447.29690000042 340898.40630000085, 182482.29690000042 340909.1875, 182503.29690000042 340916.09380000085, 182546.20309999958 340929.3125, 182575.20309999958 340938.59380000085, 182603.40630000085 340947.40630000085, 182629.40630000085 340955.6875, 182655.40630000085 340963.59380000085, 182682.5 340971.90630000085, 182685.59380000085 340972.8125, 182689.90630000085 340974.1875, 182691.29690000042 340974.5, 182693.5 340975.09380000085, 182714.59380000085 340981.5, 182723 340983.8125, 182726.29690000042 340984.8125, 182743.29690000042 340990.09380000085, 182745.40630000085 340990.8125, 182771 340998.59380000085, 182776 341000.90630000085, 182800.09380000085 341008.40630000085, 182818.20309999958 341013.90630000085, 182831.70309999958 341017.6875, 182836.09380000085 341019.09380000085, 182860.79690000042 341026.1875, 182882.59380000085 341032.59380000085, 182914.5 341041.5, 182940.20309999958 341049.1875, 182944.90630000085 341050.6875, 182960.20309999958 341054.6875, 182963.90630000085 341055.59380000085, 182973.78409999982 341058.5843999982, 182995.59319999814 341065.1876000017, 182995.5960999988 341065.18730000034)"
zomer_kade_legger.171,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ZN,Maas,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (176849.69409999996 319485.3680999987, 176856.2333999984 319570.3808000013, 176838.25609999895 319605.05139999837, 176824.13100000098 319652.563000001, 176820.2787999995 319693.65410000086, 176811.2899999991 319734.74529999867, 176795.8808999993 319766.8478000015, 176770.19889999926 319806.65480000153, 176736.8123999983 319863.1550000012, 176720.1191000007 319911.9508000016, 176700.5020999983 319962.8090999983, 176682.89790000021 320001.9294999987)"
zomer_kade_legger.172,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ZN,Maas,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (176087.05900000036 320139.23600000143, 176107.60449999943 320125.11089999974, 176129.4343000017 320116.122299999, 176151.4272999987 320080.68279999867, 176182.0822999999 320033.94000000134, 176209.0406000018 319988.64990000054, 176231.7087999992 319934.1207000017, 176259.09319999814 319886.52419999987, 176281.91340000182 319847.40370000154, 176322.33779999986 319800.4591999985, 176386.88659999892 319721.56639999896, 176422.09490000084 319679.83790000156, 176469.69150000066 319636.805399999, 176530.9802000001 319587.25279999897, 176579.2287000008 319557.2604999989, 176649.64550000057 319505.75189999864, 176690.72199999914 319469.8914999999, 176725.93039999902 319429.46709999815, 176757.22670000046 319379.9145000018, 176776.13489999995 319346.66220000014, 176803.18679999933 319299.67130000144)"
zomer_kade_legger.173,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Boven-Rijn - Waal,geometrie verbeterd t.o.v. legger 2.0,,"MULTILINESTRING ((204002.7157999985 429865.3553000018, 203824.9178000018 429899.54729999974), (203734.810899999 429934.0850000009, 203702.69040000066 429956.06230000034), (203679.51779999956 429977.8621000014, 203630.94079999998 430066.92009999976, 203604.06540000066 430192.3383000009, 203465.20980000123 430250.56799999997, 203362.18780000135 430281.9224999994, 203259.16580000147 430156.5044, 203232.29039999843 430147.5460000001, 203021.76729999855 430299.83940000087, 203026.24639999866 430447.65359999985, 202891.86989999935 430496.92489999905, 202815.7232999988 430523.8002999984, 202747.52419999987 430594.12959999964))"
zomer_kade_legger.174,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ZN,Maas,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (176803.18679999933 319299.67130000144, 176808.72179999948 319287.8792999983, 176816.42639999837 319266.0496000014, 176824.13100000098 319284.02699999884, 176829.26740000024 319343.0954999998, 176842.09800000116 319427.7767000012)"
zomer_kade_legger.175,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Pannerdensch Kanaal - Nederrijn - Lek,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (194386.52600000054 438192.90780000016, 194341.04430000111 438416.1810000017, 194421.67029999942 438438.5769999996, 194390.31579999998 438675.9754999988, 194385.83639999852 438864.10280000046, 194318.64829999954 439074.62590000033, 194269.37680000067 439334.4204999991, 194188.75090000033 439580.77739999816, 194125.7410000004 439722.5496999994)"
zomer_kade_legger.176,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Pannerdensch Kanaal - Nederrijn - Lek,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (196953.90029999986 435315.20540000126, 196670.23730000108 435603.23259999976, 196374.6088999994 435858.5478999987, 196249.19079999998 436082.50879999995, 196114.81430000067 436248.2397999987, 196007.31309999898 436458.76300000027, 195958.04179999977 436548.34739999846, 195922.20809999853 436552.82660000026)"
zomer_kade_legger.177,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Pannerdensch Kanaal - Nederrijn - Lek,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (197679.44079999998 435373.1046000011, 197506.67390000075 435389.9598999992, 197080.90480000153 435709.2868000008, 196974.82400000095 435827.1933999993, 196723.98779999837 435970.5284000002, 196477.6308999993 436212.4061000012)"
zomer_kade_legger.178,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Boven-Rijn - Waal,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (194947.58460000157 429892.87849999964, 194829.2789000012 429905.6682999991, 194573.9635999985 429981.81500000134, 194363.44029999897 430102.753800001, 194246.9807999991 430201.29659999907, 194143.9587999992 430335.6730999984)"
zomer_kade_legger.179,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Pannerdensch Kanaal - Nederrijn - Lek,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (186480.01810000092 442492.2685999982, 186484.497299999 442599.7697999999, 186417.30900000036 442613.20749999955, 186332.20389999822 442640.0828000009, 186211.2650000006 442671.43730000034, 186072.40929999948 442716.22949999943, 185839.48999999836 442711.75030000135, 185602.09149999917 442729.6671000011, 185512.50730000064 442720.7087999992, 185118.3361000009 442657.9996000007, 185071.39169999957 442633.58850000054)"
zomer_kade_legger.180,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Pannerdensch Kanaal - Nederrijn - Lek,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (182710.7835999988 441375.6801000014, 182583.09910000116 441332.15129999816, 182578.61989999935 441291.83839999884, 182377.0551000014 441184.33729999885, 182247.15780000016 441130.5865999982, 182220.2824999988 441094.75279999897)"
zomer_kade_legger.181,2022-07-04T00:00:00,RHDHV,Legger 2.0,Vastgesteld,0,ON,Pannerdensch Kanaal - Nederrijn - Lek,geometrie verbeterd t.o.v. legger 2.0,,"LINESTRING (199209.82409999892 433479.02529999986, 199206.84310000017 433490.9492999986, 199171.23180000111 433504.1603000015, 199103.30790000036 433553.8308000006, 199039.44249999896 433676.2393999994, 199023.47630000114 433788.003800001, 198956.53779999912 434069.1453999989)"
