FID;Beheer;Aanlegjaar;X;Y;Naam_NL;Objectcode;Boomsoort
619;knotbomen;1979;111208,079300000000000;426815,586000000010000;Cricketbat wilg;WW3 - 0904 / 0331;Salix x rubens 'Calva'
620;bomen in beplanting;1979;110954,171500000000000;426865,386699999970000;Gele kornoelje;WW3 - 0907 / 0309;Cornus mas
621;bomen in verharding;1979;110919,294400000000000;426937,993299999970000;Gewone haagbeuk;WW3 - 0907 / 0102;Carpinus betulus 'Fastigiata'
622;bomen in beplanting;2005;111235,511700000000000;426991,972499999970000;Gewone lijsterbes;WW3 - 0906 / 0375;Sorbus aucuparia
623;bomen in beplanting;1998;111210,782200000000000;426814,170199999990000;Cricketbat wilg;WW3 - 0904 / 0332;Salix x rubens 'Calva'
624;fruitbomen;2012;110959,113800000010000;426925,575300000030000; ;WW3 - 0907 / 0330;Pyrus communis 'Clapp's Favourite'
625;bomen in beplanting;1979;110857,679999999990000;426949,350299999990000;Sierkers;WW3 - 0907 / 0116;Prunus
626;bomen in beplanting;1974;111243,023100000010000;427111,965099999970000; ;NYV - 0101 / 0480;Fraxinus excelsior 'Altena'
627;fruitbomen;2007;110963,061000000000000;426923,364899999990000;Najaarsappel 'Sterappel';WW3 - 0907 / 0331;Malus domestica 'Sterappel'
628;bomen in beplanting;1979;111239,227499999990000;426766,418100000010000;Moseik, Turkse eik;WW3 - 0904 / 0377;Quercus cerris
629;bomen in beplanting;1979;110852,866599999990000;426942,239500000030000;Sierkers;WW3 - 0907 / 0119;Prunus
630;bomen in gras;1974;111153,588900000000000;427145,364000000000000; ;NYV - 0101 / 0494;Fraxinus excelsior 'Altena'
631;knotbomen;1950;110973,797300000010000;426917,944200000030000;Italiaanse populier;WW3 - 0907 / 0336;Populus nigra 'Italica'
632;knotbomen;1975;111240,772100000000000;426796,407899999990000;Cricketbat wilg;WW3 - 0904 / 0393;Salix x rubens 'Calva'
633;bomen in beplanting;1979;110911,126099999990000;426878,870799999980000;Gele kornoelje;WW3 - 0907 / 0308;Cornus mas
634;bomen in gras;1974;111197,628600000000000;427126,755699999980000; ;NYV - 0101 / 0488;Fraxinus excelsior 'Altena'
635;knotbomen;1975;111236,138400000000000;426798,596000000020000;Cricketbat wilg;WW3 - 0904 / 0394;Salix x rubens 'Calva'
636;fruitbomen;2005;110946,482900000000000;426923,838600000020000; ;WW3 - 0907 / 0355; 
637;bomen in gras;1974;111191,219100000000000;427132,958500000010000; ;NYV - 0101 / 0489;Fraxinus excelsior 'Altena'
638;knotbomen;1975;111232,534499999990000;426800,397999999990000;Cricketbat wilg;WW3 - 0904 / 0395;Salix x rubens 'Calva'
639;knotbomen;1950;110976,323399999990000;426923,417599999990000;Italiaanse populier;WW3 - 0907 / 0338;Populus nigra 'Italica'
640;knotbomen;1950;110937,167600000000000;426912,260300000020000;Italiaanse populier;WW3 - 0907 / 0362;Populus nigra 'Italica'
641;bomen in gras;1974;111242,437500000000000;427098,858899999990000;Gewone wilg, Schietwilg, Witte wilg;NYV - 0101 / 0476;Salix alba
642;knotbomen;1950;110977,372500000000000;426925,227000000010000;Italiaanse populier;WW3 - 0907 / 0339;Populus nigra 'Italica'
643;knotbomen;1975;111228,930600000010000;426802,457400000010000;Cricketbat wilg;WW3 - 0904 / 0396;Salix x rubens 'Calva'
644;knotbomen;1950;110935,904500000000000;426910,155099999970000;Italiaanse populier;WW3 - 0907 / 0363;Populus nigra 'Italica'
645;knotbomen;1950;110978,218100000000000;426926,996300000000000;Italiaanse populier;WW3 - 0907 / 0340;Populus nigra 'Italica'
646;bomen in gras;1974;111182,674199999990000;427133,520000000020000; ;NYV - 0101 / 0490;Fraxinus excelsior 'Altena'
647;bomen in verharding;1979;111228,532300000010000;426847,737100000030000; ;WW3 - 0904 / 0260;Pyrus calleryana 'Chanticleer'
648;knotbomen;1950;110932,957299999990000;426905,102699999990000;Italiaanse populier;WW3 - 0907 / 0365;Populus nigra 'Italica'
649;knotbomen;1950;110980,112700000000000;426929,943499999990000;Italiaanse populier;WW3 - 0907 / 0341;Populus nigra 'Italica'
650;bomen in verharding;1979;111226,050500000000000;426842,964299999990000; ;WW3 - 0904 / 0261;Pyrus calleryana 'Chanticleer'
651;knotbomen;1950;110931,904700000000000;426902,787100000020000;Italiaanse populier;WW3 - 0907 / 0366;Populus nigra 'Italica'
652;bomen in beplanting;1974;111248,583100000000000;427107,302900000010000; ;NYV - 0101 / 0481;Fraxinus excelsior 'Altena'
653;knotbomen;1950;110981,119200000000000;426931,746300000000000;Italiaanse populier;WW3 - 0907 / 0342;Populus nigra 'Italica'
654;bomen in verharding;1979;111223,664099999990000;426837,236900000020000; ;WW3 - 0904 / 0262;Pyrus calleryana 'Chanticleer'
655;knotbomen;1950;110945,798700000000000;426861,736600000000000;Italiaanse populier;WW3 - 0907 / 0377;Populus nigra 'Italica'
656;bomen in beplanting;1974;111243,140400000000000;427111,701799999980000; ;NYV - 0101 / 0479;Fraxinus excelsior 'Altena'
657;knotbomen;1950;110982,007400000000000;426933,732800000000000;Italiaanse populier;WW3 - 0907 / 0343;Populus nigra 'Italica'
658;bomen in verharding;1979;111220,514000000000000;426830,554899999990000; ;WW3 - 0904 / 0263;Pyrus calleryana 'Chanticleer'
659;fruitbomen;1998;110946,469000000000000;426908,212699999970000;Peer;WW3 - 0907 / 0455;Pyrus
660;bomen in gras;1974;111227,408800000000000;427114,367199999980000; ;NYV - 0101 / 0483;Fraxinus excelsior 'Altena'
661;knotbomen;1950;110983,270399999990000;426936,679999999990000;Italiaanse populier;WW3 - 0907 / 0344;Populus nigra 'Italica'
662;fruitbomen;1950;110938,522000000000000;426907,059100000010000; ;WW3 - 0907 / 0457; 
663;bomen in gras;1979;111212,458100000000000;426821,975500000000000;Treurwilg;WW3 - 0904 / 0318;Salix sepulcralis 'Tristis'
664;knotbomen;1950;110984,266500000000000;426938,340600000000000;Italiaanse populier;WW3 - 0907 / 0345;Populus nigra 'Italica'
665;fruitbomen;2010;110946,212700000000000;426899,753000000030000;Peer;WW3 - 0907 / 0459;Pyrus
666;bomen in gras;1974;111220,307200000000000;427118,169600000020000; ;NYV - 0101 / 0484;Fraxinus excelsior 'Altena'
667;bomen in gras;2000;111195,072200000000000;426829,386000000000000;Moerascypres;WW3 - 0904 / 0301;Taxodium distichum
668;knotbomen;1950;110985,586100000000000;426940,048300000020000;Italiaanse populier;WW3 - 0907 / 0346;Populus nigra 'Italica'
669;bomen in gras;2001;111189,859300000000000;426832,885799999990000;Moerascypres;WW3 - 0904 / 0299;Taxodium distichum
670;fruitbomen;1950;110938,393900000000000;426893,984999999990000;Peer;WW3 - 0907 / 0463;Pyrus
671;bomen in gras;1974;111212,758300000000000;427119,455699999990000; ;NYV - 0101 / 0485;Fraxinus excelsior 'Altena'
672;bomen in gras;2000;111249,038799999990000;426805,216799999990000;Moerascypres;WW3 - 0904 / 0196;Taxodium distichum
673;knotbomen;1950;110966,928499999990000;426904,723100000000000;Italiaanse populier;WW3 - 0907 / 0395;Populus nigra 'Italica'
674;fruitbomen;1950;110931,216000000000000;426892,575100000020000; ;WW3 - 0907 / 0464; 
675;bomen in gras;1974;111205,321200000010000;427125,718600000020000; ;NYV - 0101 / 0486;Fraxinus excelsior 'Altena'
676;knotbomen;1950;110967,902800000000000;426906,155299999980000;Italiaanse populier;WW3 - 0907 / 0396;Populus nigra 'Italica'
677;bomen in beplanting;1979;111249,236500000000000;426793,222699999980000; ;WW3 - 0904 / 0391;Populus nigra 'Vereecken'
678;fruitbomen;1950;110939,803799999990000;426888,729799999970000;Peer;WW3 - 0907 / 0465;Pyrus
679;bomen in gras;1974;111176,411500000000000;427138,635599999980000; ;NYV - 0101 / 0491;Fraxinus excelsior 'Altena'
680;knotbomen;1950;110969,165900000010000;426908,681500000010000;Italiaanse populier;WW3 - 0907 / 0397;Populus nigra 'Italica'
681;bomen in beplanting;1979;111221,743000000000000;426805,802299999980000;Zwarte berk, Rode berk;WW3 - 0904 / 0397;Betula nigra
682;fruitbomen;1950;110932,369500000000000;426887,832500000020000; ;WW3 - 0907 / 0466; 
683;bomen in gras;1974;111168,583000000000000;427138,859300000010000; ;NYV - 0101 / 0493;Fraxinus excelsior 'Altena'
684;knotbomen;1950;110970,047700000000000;426910,455599999990000;Italiaanse populier;WW3 - 0907 / 0398;Populus nigra 'Italica'
685;knotbomen;1979;111201,775599999990000;426817,501899999970000;Cricketbat wilg;WW3 - 0904 / 0448;Salix x rubens 'Calva'
686;fruitbomen;1950;110933,523100000010000;426884,115400000010000;Peer;WW3 - 0907 / 0467;Pyrus
687;bomen in gras;1974;111161,984700000000000;427144,339299999990000; ;NYV - 0101 / 0492;Fraxinus excelsior 'Altena'
688;knotbomen;1950;110970,639500000000000;426912,049699999970000;Italiaanse populier;WW3 - 0907 / 0399;Populus nigra 'Italica'
689;knotbomen;1979;111233,201000000000000;426813,102900000000000;Cricketbat wilg;WW3 - 0904 / 0193;Salix x rubens 'Calva'
690;fruitbomen;2005;110967,481799999990000;426912,786499999990000;Peer;WW3 - 0907 / 0400;Pyrus
691;knotbomen;1979;111237,149999999990000;426811,523300000000000;Cricketbat wilg;WW3 - 0904 / 0195;Salix x rubens 'Calva'
692;fruitbomen;1950;110931,087799999990000;426885,525399999980000; ;WW3 - 0907 / 0468; 
693;knotbomen;1988;111166,038700000000000;427121,245100000000000; ;NYV - 0101 / 0511;Salix alba 'Belders'
694;bomen in beplanting;2000;111174,089400000000000;426801,022500000020000; ;WW3 - 0904 / 0333;Pyrus calleryana 'Chanticleer'
695;fruitbomen;2004;110965,271400000000000;426913,733899999990000;Sierappel;WW3 - 0907 / 0401;Malus
696;fruitbomen;1950;110927,370599999990000;426884,371800000020000; ;WW3 - 0907 / 0469; 
697;knotbomen;1988;111163,103000000000000;427122,251600000020000; ;NYV - 0101 / 0510;Salix alba 'Belders'
698;bomen in gras;2000;111200,799100000000000;426826,732499999980000;Moerascypres;WW3 - 0904 / 0458;Taxodium distichum
699;fruitbomen;2004;110959,884900000000000;426916,957200000000000;Sierappel;WW3 - 0907 / 0356;Malus
700;fruitbomen;1950;110933,266800000000000;426873,348500000020000; ;WW3 - 0907 / 0473; 
701;knotbomen;1988;111160,670600000000000;427123,174300000010000; ;NYV - 0101 / 0509;Salix alba 'Belders'
702;bomen in gras;2000;111244,317700000000000;426807,380300000020000;Moerascypres;WW3 - 0904 / 0194;Taxodium distichum
703;fruitbomen;2006;110960,824800000000000;426945,896699999980000;Sierappel;WW3 - 0907 / 0412;Malus
704;fruitbomen;1950;110949,673400000000000;426897,574000000020000;Peer;WW3 - 0907 / 0484;Pyrus
705;knotbomen;1988;111158,238200000010000;427123,761400000020000; ;NYV - 0101 / 0508;Salix alba 'Belders'
706;fruitbomen;1960;110959,158500000010000;426943,076799999980000;Peer;WW3 - 0907 / 0413;Pyrus
707;bomen in gras;2010;111225,444300000000000;426815,619799999990000; ;WW3 - 0904 / 1121;Salix sepulcralis 'Chrysocoma'
708;fruitbomen;2004;110965,054699999990000;426946,409400000000000;Sierappel;WW3 - 0907 / 0415;Malus
709;fruitbomen;1950;110946,340800000010000;426890,524299999990000;Peer;WW3 - 0907 / 0491;Pyrus
710;knotbomen;1988;111151,947400000000000;427126,277699999980000; ;NYV - 0101 / 0516;Salix alba 'Belders'
711;bomen in beplanting;1979;111317,725200000000000;426960,625899999980000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0193;Tilia cordata
712;fruitbomen;1950;110963,901100000000000;426943,845900000010000;Peer;WW3 - 0907 / 0416;Pyrus
713;bomen in beplanting;1979;111246,908899999990000;426945,270200000030000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0259;Tilia cordata
714;fruitbomen;1950;110948,776199999990000;426889,242499999990000;Peer;WW3 - 0907 / 0492;Pyrus
715;knotbomen;2008;111195,979600000010000;427349,891000000000000; ;NYV - 0101 / 0812;Salix alba 'Belders'
716;fruitbomen;1950;110949,417100000010000;426885,012600000020000;Peer;WW3 - 0907 / 0496;Pyrus
717;knotbomen;1979;111168,329500000010000;426947,103799999980000;Cricketbat wilg;WW3 - 0906 / 0173;Salix x rubens 'Calva'
718;bomen in gras;2004;111195,679699999990000;427374,979799999970000;Gewone els, Zwarte els;NYV - 0101 / 0534;Alnus glutinosa
719;fruitbomen;2007;110963,516600000000000;426932,694499999980000; ;WW3 - 0907 / 0423;Pyrus communis 'Gieser Wildeman'
720;fruitbomen;1950;110947,238100000000000;426886,807099999980000;Peer;WW3 - 0907 / 0497;Pyrus
721;bomen in verharding;1979;111232,923299999990000;426855,087300000010000; ;WW3 - 0904 / 0256;Pyrus calleryana 'Chanticleer'
722;fruitbomen;1950;110975,949700000000000;426948,716599999990000;Peer;WW3 - 0907 / 0426;Pyrus
723;fruitbomen;1950;110944,802700000000000;426888,473400000020000;Peer;WW3 - 0907 / 0498;Pyrus
724;bomen in gras;2004;111240,186900000000000;427383,733300000020000;Gewone els, Zwarte els;NYV - 0101 / 0560;Alnus glutinosa
725;bomen in verharding;1979;111226,050500000000000;426857,760100000010000; ;WW3 - 0904 / 0257;Pyrus calleryana 'Chanticleer'
726;fruitbomen;1950;110972,360799999990000;426941,282400000030000;Peer;WW3 - 0907 / 0427;Pyrus
727;fruitbomen;1950;110943,392800000000000;426886,550800000030000;Peer;WW3 - 0907 / 0499;Pyrus
728;bomen in gras;2004;111225,593500000000000;427381,969900000030000;Gewone els, Zwarte els;NYV - 0101 / 0559;Alnus glutinosa
729;bomen in verharding;1979;111220,227600000000000;426855,087300000010000; ;WW3 - 0904 / 0258;Pyrus calleryana 'Chanticleer'
730;fruitbomen;1950;110970,694500000000000;426938,718799999970000;Peer;WW3 - 0907 / 0428;Pyrus
731;fruitbomen;1950;110942,495500000000000;426884,628099999970000;Peer;WW3 - 0907 / 0500;Pyrus
732;bomen in verharding;1979;111219,384400000000000;426886,206100000010000;Moerascypres;WW3 - 0904 / 0272;Taxodium distichum
733;bomen in gras;2004;111210,698399999990000;427379,120899999980000;Gewone els, Zwarte els;NYV - 0101 / 0535;Alnus glutinosa
734;fruitbomen;1950;110948,648000000000000;426882,833600000010000;Peer;WW3 - 0907 / 0501;Pyrus
735;knotbomen;1979;111157,963399999990000;426905,424699999970000;Cricketbat wilg;WW3 - 0904 / 0278;Salix x rubens 'Calva'
736;bomen in gras;2004;111181,636300000000000;427372,122600000000000;Gewone els, Zwarte els;NYV - 0101 / 0533;Alnus glutinosa
737;fruitbomen;2007;110967,361900000000000;426931,797299999980000;Sierappel;WW3 - 0907 / 0429;Malus domestica 'Zoete Ermgaard'
738;fruitbomen;1950;110947,109900000000000;426878,091100000020000;Peer;WW3 - 0907 / 0504;Pyrus
739;bomen in gras;1970;111155,163400000000000;426889,982000000020000;Treurwilg;WW3 - 0904 / 0284;Salix sepulcralis 'Tristis'
740;fruitbomen;1950;110979,026000000000000;426948,588400000010000;Peer;WW3 - 0907 / 0432;Pyrus
741;bomen in gras;2004;111161,162200000010000;427366,230300000000000;Gewone els, Zwarte els;NYV - 0101 / 0532;Alnus glutinosa
742;knotbomen;1979;111151,939000000000000;426874,624100000020000;Cricketbat wilg;WW3 - 0904 / 0287;Salix x rubens 'Calva'
743;fruitbomen;1950;110974,668000000010000;426938,847000000010000;Peer;WW3 - 0907 / 0433;Pyrus
744;fruitbomen;1950;110944,674499999990000;426880,013700000010000;Peer;WW3 - 0907 / 0505;Pyrus
745;knotbomen;1988;111208,885400000000000;427353,045099999990000; ;NYV - 0101 / 0420;Salix alba 'Belders'
746;fruitbomen;1950;110974,027100000010000;426937,052499999990000;Peer;WW3 - 0907 / 0434;Pyrus
747;knotbomen;1979;111151,260200000000000;426871,399700000010000;Cricketbat wilg;WW3 - 0904 / 0288;Salix x rubens 'Calva'
748;fruitbomen;1950;110945,700000000000000;426875,527500000030000;Peer;WW3 - 0907 / 0507;Pyrus
749;knotbomen;1979;111150,836000000000000;426868,514800000000000;Cricketbat wilg;WW3 - 0904 / 0289;Salix x rubens 'Calva'
750;fruitbomen;1950;110972,873500000000000;426935,642600000020000;Peer;WW3 - 0907 / 0435;Pyrus
751;fruitbomen;1950;110943,008200000000000;426877,834700000010000;Peer;WW3 - 0907 / 0508;Pyrus
752;knotbomen;1988;111205,437800000000000;427352,202500000010000; ;NYV - 0101 / 0419;Salix alba 'Belders'
753;bomen in verharding;1979;111199,581999999990000;426877,182600000000000;Gewone haagbeuk;WW3 - 0904 / 0277;Carpinus betulus 'Fastigiata'
754;fruitbomen;1950;110970,950800000010000;426931,540900000020000;Peer;WW3 - 0907 / 0436;Pyrus
755;fruitbomen;1950;110939,419299999990000;426877,834700000010000;Peer;WW3 - 0907 / 0509;Pyrus
756;knotbomen;1988;111201,419899999990000;427351,179999999990000; ;NYV - 0101 / 0418;Salix alba 'Belders'
757;bomen in verharding;1979;111200,782400000000000;426883,184699999980000;Gewone haagbeuk;WW3 - 0904 / 0275;Carpinus betulus 'Fastigiata'
758;fruitbomen;2012;110976,462400000000000;426935,770699999990000;Peer;WW3 - 0907 / 0439;Pyrus
759;fruitbomen;1950;110938,009300000010000;426875,014800000000000;Peer;WW3 - 0907 / 0510;Pyrus
760;knotbomen;2008;111198,783200000010000;427350,584600000000000; ;NYV - 0101 / 0417;Salix alba 'Belders'
761;fruitbomen;1950;110983,896700000000000;426944,743100000020000;Peer;WW3 - 0907 / 0442;Pyrus
762;bomen in verharding;1979;111205,450700000000000;426887,719700000020000;Gewone haagbeuk;WW3 - 0904 / 0274;Carpinus betulus 'Fastigiata'
763;fruitbomen;1950;110940,572900000000000;426873,604899999980000;Peer;WW3 - 0907 / 0511;Pyrus
764;knotbomen;1988;111241,395699999990000;427360,110800000020000; ;NYV - 0101 / 0422;Salix alba 'Belders'
765;bomen in verharding;1979;111204,783800000000000;426871,447300000000000;Gewone haagbeuk;WW3 - 0904 / 0266;Carpinus betulus 'Fastigiata'
766;fruitbomen;1950;110982,871300000000000;426942,564100000020000;Peer;WW3 - 0907 / 0443;Pyrus
767;fruitbomen;2013;110944,289999999990000;426872,835800000000000;Stoofpeer;WW3 - 0907 / 0512;Pyrus communis 'Zoete Brederode'
768;bomen in verharding;1979;111209,852199999990000;426870,647000000000000;Gewone haagbeuk;WW3 - 0904 / 0265;Carpinus betulus 'Fastigiata'
769;fruitbomen;2005;110953,134200000000000;426913,852499999980000;Sierappel;WW3 - 0907 / 0450;Malus
770;knotbomen;1988;111231,146599999990000;427357,899299999990000; ;NYV - 0101 / 0421;Salix alba 'Belders'
771;fruitbomen;1950;110942,495500000000000;426870,144099999980000;Peer;WW3 - 0907 / 0515;Pyrus
772;bomen in beplanting;1975;111207,850800000000000;426877,765399999970000;Boomhazelaar, Turkse hazelaar;WW3 - 0904 / 0304;Corylus colurna
773;knotbomen;2007;111233,400500000000000;427358,537200000020000; ;NYV - 0101 / 0813;Salix alba 'Belders'
774;fruitbomen;2007;110950,570700000000000;426908,468999999980000;Najaarsappel 'Groninger Kroon';WW3 - 0907 / 0452;Malus domestica 'Groninger Kroon'
775;fruitbomen;1950;110941,470100000010000;426868,862299999980000;Peer;WW3 - 0907 / 0516;Pyrus
776;bomen in verharding;1979;111247,266300000000000;426856,120799999980000; ;WW3 - 0904 / 0254;Pyrus calleryana 'Chanticleer'
777;knotbomen;0;111236,037200000010000;427358,919999999980000; ;NYV - 0101 / 0814;Salix alba 'Belders'
