FID;Beheer;Aanlegjaar;X;Y;Naam_NL;Objectcode;Boomsoort
407;bomen in beplanting;1979;111147,216200000000000;426826,184300000020000;Zwarte berk, Rode berk;WW3 - 0904 / 0335;Betula nigra
408;knotbomen;1988;111147,082500000000000;427127,619799999990000; ;NYV - 0101 / 0514;Salix alba 'Belders'
409;bomen in beplanting;2000;110753,229700000000000;427069,184499999970000; ;WW3 - 0908 / 0174;Fraxinus excelsior 'Westhof's Glorie'
410;knotbomen;1993;110833,289000000000000;427055,147600000030000; ;WW3 - 0906 / 0022;Salix alba 'Belders'
411;knotbomen;1988;111143,811300000000000;427128,710199999970000; ;NYV - 0101 / 0513;Salix alba 'Belders'
412;bomen in beplanting;1997;111104,631299999990000;426817,861700000010000;Chinese moerascipres;WW3 - 0907 / 0002;Metasequoia glyptostroboides
413;bomen in beplanting;1995;110752,892700000000000;427064,690999999990000; ;WW3 - 0908 / 0264;Fraxinus excelsior 'Westhof's Glorie'
414;knotbomen;1988;111141,211100000000000;427129,884499999990000; ;NYV - 0101 / 0512;Salix alba 'Belders'
415;knotbomen;1993;110834,175300000000000;427056,743100000020000; ;WW3 - 0906 / 0023;Salix alba 'Belders'
416;bomen in verharding;2011;111102,189000000000000;426832,995999999980000; ;WW3 - 0907 / 0009;Prunus serrulata 'Sunset Boulevard'
417;bomen in beplanting;2000;110752,218599999990000;427060,085100000030000; ;WW3 - 0908 / 0178;Pyrus calleryana 'Chanticleer'
418;bomen in beplanting;2011;111105,234100000000000;426841,224099999990000; ;WW3 - 0907 / 0010;Prunus serrulata 'Sunset Boulevard'
419;knotbomen;1993;110835,002600000010000;427058,279400000000000; ;WW3 - 0906 / 0024;Salix alba 'Belders'
420;bomen in gras;1974;111109,611600000000000;427166,393999999970000; ;NYV - 0101 / 0498;Fraxinus excelsior 'Altena'
421;bomen in gras;1974;111118,439900000000000;427164,179100000010000; ;NYV - 0101 / 0497;Fraxinus excelsior 'Altena'
422;knotbomen;1993;110835,888900000010000;427059,815699999980000; ;WW3 - 0906 / 0025;Salix alba 'Belders'
423;bomen in beplanting;1993;110776,899200000000000;427066,068700000000000;Gewone es;WW3 - 0906 / 0378;Fraxinus excelsior
424;bomen in beplanting;2011;111135,918999999990000;426804,136999999990000;Zachte es;WW3 - 0904 / 1120;Fraxinus pennsylvanica 'Aerial'
425;bomen in gras;1974;111124,229200000000000;427159,010100000010000; ;NYV - 0101 / 0502;Fraxinus excelsior 'Altena'
426;knotbomen;1993;110836,598000000000000;427061,411199999970000; ;WW3 - 0906 / 0026;Salix alba 'Belders'
427;bomen in beplanting;1993;110861,123500000000000;426844,102000000010000;Boomhazelaar, Turkse hazelaar;WW3 - 0908 / 0140;Corylus colurna
428;bomen in gras;1974;111132,913000000000000;427157,769600000000000; ;NYV - 0101 / 0500;Fraxinus excelsior 'Altena'
429;bomen in beplanting;2011;111124,465700000000000;426811,596900000000000;Zachte es;WW3 - 0907 / 0587;Fraxinus pennsylvanica 'Aerial'
430;knotbomen;1993;110837,366200000000000;427062,770299999970000; ;WW3 - 0906 / 0027;Salix alba 'Belders'
431;bomen in gras;1974;111139,115800000000000;427152,393900000020000; ;NYV - 0101 / 0499;Fraxinus excelsior 'Altena'
432;bomen in beplanting;1993;110856,269700000000000;426835,781299999970000;Boomhazelaar, Turkse hazelaar;WW3 - 0908 / 0141;Corylus colurna
433;bomen in beplanting;2007;111070,570300000010000;426816,801800000020000;Paardenkastanje;WW3 - 0907 / 0589;Aesculus x carnea 'Plantierensis'
434;knotbomen;1993;110838,666200000010000;427064,365700000020000; ;WW3 - 0906 / 0028;Salix alba 'Belders'
435;bomen in gras;1974;111147,799700000000000;427151,153300000010000; ;NYV - 0101 / 0495;Fraxinus excelsior 'Altena'
436;bomen in beplanting;2011;110932,303499999990000;426805,713600000020000; ;WW3 - 0907 / 0188;Prunus avium 'Plena'
437;bomen in verharding;2011;111136,196300000000000;426903,533000000000000; ;WW3 - 0907 / 0020;Prunus 'Umineko'
438;bomen in gras;2006;110814,821500000010000;427109,335399999980000;Gewone lijsterbes;WW3 - 0906 / 0302;Sorbus aucuparia
439;bomen in gras;2004;111110,256700000000000;427349,336399999970000;Gewone els, Zwarte els;NYV - 0101 / 0529;Alnus glutinosa
440;bomen in beplanting;2010;110940,053000000000000;426802,000400000020000;Paardenkastanje;WW3 - 0907 / 0189;Aesculus x carnea 'Plantierensis'
441;bomen in gras;2004;111096,048000000000000;427344,413600000030000;Gewone els, Zwarte els;NYV - 0101 / 0528;Alnus glutinosa
442;bomen in beplanting;1997;111107,939900000000000;426922,542000000020000;Sierappel;WW3 - 0907 / 0024;Malus baccata 'Street Parade'
443;bomen in gras;2006;110829,041300000000000;427104,197900000030000;Amerikaanse es;WW3 - 0906 / 0301;Fraxinus americana 'Autumn Applause'
444;bomen in beplanting;2010;110931,819200000000000;426786,420700000020000;Paardenkastanje;WW3 - 0907 / 0191;Aesculus x carnea 'Plantierensis'
445;bomen in gras;2004;111081,979000000010000;427339,770599999990000;Gewone els, Zwarte els;NYV - 0101 / 0527;Alnus glutinosa
446;bomen in gras;2004;111067,462600000000000;427334,903799999970000;Gewone els, Zwarte els;NYV - 0101 / 0526;Alnus glutinosa
447;bomen in gras;2006;110801,440400000010000;427115,238900000000000;Gewone lijsterbes;WW3 - 0906 / 0303;Sorbus aucuparia
448;bomen in beplanting;2010;110903,767800000000000;426770,397100000000000;Paardenkastanje;WW3 - 0907 / 0195;Aesculus x carnea 'Plantierensis'
449;bomen in gras;2004;111053,365699999990000;427329,995100000000000;Gewone els, Zwarte els;NYV - 0101 / 0525;Alnus glutinosa
450;bomen in beplanting;1998;111114,275700000000000;426921,051299999990000;Sierappel;WW3 - 0907 / 0161;Malus baccata 'Street Parade'
451;bomen in beplanting;1997;110914,867300000000000;426769,468799999970000;Paardenkastanje;WW3 - 0907 / 0196;Aesculus x carnea 'Plantierensis'
452;knotbomen;2000;111058,485799999990000;427300,722599999980000; ;NYV - 0101 / 0801;Salix alba 'Belders'
453;bomen in gras;2006;110843,298500000000000;427098,798000000010000;Amerikaanse es;WW3 - 0906 / 0300;Fraxinus americana 'Autumn Applause'
454;bomen in beplanting;1997;111114,089300000010000;426903,162200000020000; ;WW3 - 0907 / 0028;Sorbus aucuparia 'Sheerwater Seedling'
455;knotbomen;2000;111060,218200000000000;427301,618599999990000; ;NYV - 0101 / 0802;Salix alba 'Belders'
456;bomen in beplanting;1997;110920,195000000010000;426782,707400000010000;Zilveresdoorn;WW3 - 0907 / 0185;Acer saccharinum
457;bomen in gras;1993;110795,160800000000000;427064,907400000030000;Gewone es;WW3 - 0906 / 0014;Fraxinus excelsior 'Atlas'
458;bomen in beplanting;1997;111105,144799999990000;426900,180700000030000; ;WW3 - 0907 / 0031;Sorbus aucuparia 'Sheerwater Seedling'
459;knotbomen;2000;111062,282300000010000;427302,344600000010000; ;NYV - 0101 / 0803;Salix alba 'Belders'
460;bomen in beplanting;1979;110890,650200000000000;426806,843799999970000; ;WW3 - 0907 / 0211;Prunus avium 'Plena'
461;knotbomen;1988;111119,619600000010000;427324,767400000010000; ;NYV - 0101 / 0416;Salix alba 'Belders'
462;bomen in verharding;1979;111092,846000000010000;426896,081100000010000; ;WW3 - 0907 / 0034;Pyrus calleryana 'Chanticleer'
463;bomen in gras;1993;110805,623900000010000;427082,958999999970000;Japanse els, Kaukasische els;WW3 - 0906 / 0013;Alnus spaethii
464;knotbomen;1988;111114,784799999990000;427322,967599999970000; ;NYV - 0101 / 0505;Salix alba 'Belders'
465;bomen in beplanting;1979;110899,449100000000000;426807,973899999980000;Californische esdoorn;WW3 - 0907 / 0212;Acer negundo 'Aureomarginatum'
466;bomen in verharding;1979;111060,608300000010000;426905,771000000010000; ;WW3 - 0907 / 0038;Pyrus calleryana 'Chanticleer'
467;knotbomen;1988;111111,158800000000000;427322,018800000020000; ;NYV - 0101 / 0504;Salix alba 'Belders'
468;bomen in beplanting;1993;110838,737800000000000;427076,175300000000000;Gewone es;WW3 - 0906 / 0011;Fraxinus excelsior 'Atlas'
469;knotbomen;2000;111072,651900000000000;427306,525399999980000; ;NYV - 0101 / 0804;Salix alba 'Belders'
470;knotbomen;2000;111074,471800000000000;427307,251099999990000; ;NYV - 0101 / 0805;Salix alba 'Belders'
471;bomen in beplanting;2001;110906,552700000000000;426830,011400000020000;Krentenboompje;WW3 - 0907 / 0219;Amelanchier arborea 'Robin Hill'
472;bomen in beplanting;2001;110759,691900000010000;427073,461799999990000;Japanse els, Kaukasische els;WW3 - 0906 / 0332;Alnus spaethii
473;bomen in verharding;1979;111067,875799999990000;426903,721200000030000; ;WW3 - 0907 / 0039;Pyrus calleryana 'Chanticleer'
474;knotbomen;2000;111076,347100000000000;427308,242000000030000; ;NYV - 0101 / 0806;Salix alba 'Belders'
475;bomen in beplanting;2001;110762,663600000000000;427078,471200000030000;Japanse els, Kaukasische els;WW3 - 0906 / 0333;Alnus spaethii
476;bomen in beplanting;1997;110873,239800000000000;426773,606099999980000;Paardenkastanje;WW3 - 0907 / 0160;Aesculus x carnea 'Plantierensis'
477;knotbomen;2000;111078,430500000000000;427309,115600000020000; ;NYV - 0101 / 0807;Salix alba 'Belders'
478;bomen in verharding;1981;111147,357099999990000;426863,338999999980000;Dubbelbloemige paardenkastanje;WW3 - 0904 / 0292;Aesculus hippocastanum 'Baumannii'
479;knotbomen;2000;111080,441500000000000;427309,631899999980000; ;NYV - 0101 / 0808;Salix alba 'Belders'
480;bomen in beplanting;2010;110881,942899999990000;426772,673599999980000;Paardenkastanje;WW3 - 0907 / 0193;Aesculus x carnea 'Plantierensis'
481;knotbomen;2005;111142,316200000000000;427316,751600000020000; ;NYV - 0101 / 0809;Salix alba 'Belders'
482;bomen in verharding;1979;111122,063100000000000;426862,719199999990000;Gewone haagbeuk;WW3 - 0907 / 0013;Carpinus betulus 'Fastigiata'
483;bomen in beplanting;1995;110767,962100000000000;427074,326799999980000;Japanse els, Kaukasische els;WW3 - 0908 / 0261;Alnus spaethii
484;bomen in beplanting;1997;110893,443499999990000;426772,051900000020000;Paardenkastanje;WW3 - 0907 / 0194;Aesculus x carnea 'Plantierensis'
485;knotbomen;2005;111143,223400000000000;427319,095399999990000; ;NYV - 0101 / 0810;Salix alba 'Belders'
486;bomen in verharding;1979;111098,042300000000000;426900,136500000020000; ;WW3 - 0907 / 0033;Pyrus calleryana 'Chanticleer'
487;bomen in beplanting;2004;110785,807600000000000;427103,952999999980000; ;WW3 - 0906 / 0339;Fraxinus excelsior 'Geessink'
488;knotbomen;2005;111143,903800000000000;427321,287900000000000; ;NYV - 0101 / 0811;Salix alba 'Belders'
489;bomen in beplanting;2014;110927,530799999990000;426776,817900000020000;Paardenkastanje;WW3 - 0907 / 0184;Aesculus x carnea 'Plantierensis'
490;bomen in beplanting;1979;111071,474700000010000;426923,586300000020000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0041;Corylus colurna
491;bomen in gras;2004;111145,380000000000000;427361,172000000020000;Gewone els, Zwarte els;NYV - 0101 / 0531;Alnus glutinosa
492;bomen in beplanting;2005;110788,335200000000000;427099,010200000020000; ;WW3 - 0906 / 0361;Fraxinus excelsior 'Geessink'
493;bomen in gras;2005;110874,664399999990000;426758,660500000000000;Gewone els, Zwarte els;WW3 - 0909 / 0038;Alnus glutinosa
494;bomen in beplanting;2011;111109,105300000000000;426850,567099999990000; ;WW3 - 0907 / 0011;Prunus serrulata 'Sunset Boulevard'
495;bomen in gras;2004;111124,018000000000000;427354,147200000010000;Gewone els, Zwarte els;NYV - 0101 / 0530;Alnus glutinosa
496;knotbomen;1979;111248,377500000000000;426577,668300000020000;Cricketbat wilg;WW3 - 0904 / 0010;Salix x rubens 'Calva'
497;bomen in gras;2005;110905,455700000010000;426755,416199999980000;Gewone els, Zwarte els;WW3 - 0909 / 0040;Alnus glutinosa
498;bomen in verharding;2011;111131,129800000000000;426866,917000000020000; ;WW3 - 0907 / 0579;Prunus 'Umineko'
499;knotbomen;1979;111168,820800000000000;426955,143900000020000;Cricketbat wilg;WW3 - 0906 / 0128;Salix x rubens 'Calva'
500;knotbomen;1979;111245,937500000000000;426579,677700000000000;Cricketbat wilg;WW3 - 0904 / 0011;Salix x rubens 'Calva'
501;knotbomen;1995;110890,769100000000000;426755,940699999980000; ;WW3 - 0909 / 0041;Salix alba 'Belders'
502;bomen in verharding;2011;111132,684200000000000;426872,722599999980000; ;WW3 - 0907 / 0580;Prunus 'Umineko'
503;knotbomen;1979;111243,497500000000000;426581,687099999980000;Cricketbat wilg;WW3 - 0904 / 0012;Salix x rubens 'Calva'
504;knotbomen;1979;111248,861300000000000;426965,603799999980000;Cricketbat wilg;WW3 - 0905 / 0170;Salix x rubens 'Calva'
505;knotbomen;1995;110892,867199999990000;426755,882500000010000; ;WW3 - 0909 / 0042;Salix alba 'Belders'
506;bomen in verharding;2011;111134,744200000000000;426878,378399999990000; ;WW3 - 0907 / 0018;Prunus 'Umineko'
507;bomen in beplanting;1979;111237,982500000000000;426960,384900000000000;Gewone els, Zwarte els;WW3 - 0905 / 0171;Alnus glutinosa
508;bomen in beplanting;1979;111218,235900000000000;426628,191400000010000;Moeraseik;WW3 - 0904 / 0018;Quercus palustris
509;bomen in beplanting;2011;111146,349600000000000;426922,076100000010000;Zachte es;WW3 - 0907 / 0583;Fraxinus pennsylvanica 'Aerial'
510;bomen in beplanting;2003;111243,923299999990000;426649,249000000010000;Japanse magnolia;WW3 - 0904 / 0086;Magnolia kobus
511;knotbomen;1995;110895,023500000000000;426755,649399999990000; ;WW3 - 0909 / 0043;Salix alba 'Belders'
512;bomen in beplanting;1979;111231,587499999990000;426959,796900000020000;Gewone els, Zwarte els;WW3 - 0905 / 0244;Alnus glutinosa
513;bomen in beplanting;2006;111236,385299999990000;426612,949700000000000; ;WW3 - 0904 / 0424;Prunus 'Umineko'
514;knotbomen;1995;110852,601599999990000;427072,806400000000000; ;WW3 - 0906 / 0031;Salix alba 'Belders'
515;knotbomen;1995;110897,121600000000000;426755,183100000020000; ;WW3 - 0909 / 0044;Salix alba 'Belders'
516;knotbomen;1970;111201,509999999990000;426956,509800000000000;Cricketbat wilg;WW3 - 0905 / 0176;Salix x rubens 'Calva'
517;bomen in gras;2006;111240,033600000000000;426586,558900000000000;Gewone els, Zwarte els;WW3 - 0904 / 0430;Alnus glutinosa
518;bomen in beplanting;2011;111146,050300000000000;426888,864100000010000;Zachte es;WW3 - 0904 / 1117;Fraxinus pennsylvanica 'Aerial'
519;knotbomen;1996;110851,353700000010000;427071,044700000030000; ;WW3 - 0906 / 0030;Salix alba 'Belders'
520;bomen in gras;2006;111224,777800000000000;426597,381400000010000;Gewone els, Zwarte els;WW3 - 0904 / 0431;Alnus glutinosa
521;knotbomen;1995;110899,103099999990000;426754,716900000000000; ;WW3 - 0909 / 0045;Salix alba 'Belders'
522;knotbomen;1970;111196,393400000000000;426956,602799999990000;Cricketbat wilg;WW3 - 0905 / 0177;Salix x rubens 'Calva'
523;knotbomen;1995;110850,399399999990000;427069,503199999980000; ;WW3 - 0906 / 0029;Salix alba 'Belders'
524;bomen in beplanting;2011;111140,790599999990000;426853,632900000030000;Zachte es;WW3 - 0907 / 0586;Fraxinus pennsylvanica 'Aerial'
525;bomen in gras;2006;111212,651400000000000;426607,291199999980000;Gewone els, Zwarte els;WW3 - 0904 / 0432;Alnus glutinosa
526;knotbomen;1998;110908,830400000010000;427059,152999999990000; ;WW3 - 0906 / 0355;Salix alba 'Belders'
527;bomen in verharding;1979;111192,891300000000000;426744,022200000010000;Eenbladige es;WW3 - 0904 / 0357;Fraxinus excelsior 'Diversifolia'
528;knotbomen;1998;110912,794299999990000;427057,721599999990000; ;WW3 - 0906 / 0356;Salix alba 'Belders'
529;bomen in beplanting;1979;111131,826000000000000;426857,772000000000000;Gewone haagbeuk;WW3 - 0907 / 0014;Carpinus betulus 'Fastigiata'
530;bomen in beplanting;1979;111181,690500000000000;426700,320300000020000;Moseik, Turkse eik;WW3 - 0904 / 0361;Quercus cerris
531;knotbomen;1970;111190,718500000000000;426956,788899999990000;Cricketbat wilg;WW3 - 0905 / 0178;Salix x rubens 'Calva'
532;bomen in gras;1995;110942,084600000000000;426759,845500000000000;Moerascypres;WW3 - 0909 / 0046;Taxodium distichum
533;knotbomen;1998;110915,987400000000000;427056,730600000010000; ;WW3 - 0906 / 0357;Salix alba 'Belders'
534;bomen in beplanting;1979;111185,118900000000000;426692,606299999980000;Moseik, Turkse eik;WW3 - 0904 / 0364;Quercus cerris
535;bomen in beplanting;1985;111143,017700000000000;426868,454900000010000;Eenbladige es;WW3 - 0904 / 0290;Fraxinus excelsior 'Diversifolia'
536;knotbomen;1970;111185,415800000000000;426955,951599999970000;Cricketbat wilg;WW3 - 0905 / 0179;Salix x rubens 'Calva'
537;bomen in beplanting;1986;110916,758200000000000;427051,885799999990000;Japanse els, Kaukasische els;WW3 - 0906 / 0182;Alnus spaethii
538;bomen in beplanting;1979;111188,261600000000000;426685,939900000000000;Moseik, Turkse eik;WW3 - 0904 / 0366;Quercus cerris
539;bomen in beplanting;2010;110949,830000000000000;426821,171500000000000;Paardenkastanje;WW3 - 0907 / 0192;Aesculus x carnea 'Plantierensis'
540;bomen in gras;1979;111051,003600000000000;426989,767799999970000;Hongaarse eik;WW3 - 0906 / 0091;Quercus frainetto
541;knotbomen;1998;110919,180600000010000;427055,519399999990000; ;WW3 - 0906 / 0358;Salix alba 'Belders'
542;bomen in verharding;1979;111207,757000000000000;426722,120799999980000;Eenbladige es;WW3 - 0904 / 0372;Fraxinus excelsior 'Diversifolia'
543;knotbomen;1970;111181,322499999990000;426953,439799999990000;Cricketbat wilg;WW3 - 0905 / 0181;Salix x rubens 'Calva'
544;bomen in verharding;1979;110873,340500000010000;426847,547700000000000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0154;Corylus colurna
545;bomen in beplanting;1985;110910,945800000000000;427055,109799999980000;Japanse els, Kaukasische els;WW3 - 0906 / 0178;Alnus spaethii
546;bomen in gras;1979;111118,868400000010000;426977,841699999990000;Eenbladige es;WW3 - 0906 / 0131;Fraxinus excelsior 'Diversifolia'
547;knotbomen;1998;110903,024200000000000;427061,171600000000000; ;WW3 - 0906 / 0353;Salix alba 'Belders'
548;bomen in beplanting;1979;111230,603800000000000;426725,359000000000000;Californische esdoorn;WW3 - 0904 / 0374;Acer negundo 'Variegatum'
549;bomen in gras;1965;111208,993200000000000;426979,197600000010000;Europese zwarte populier;WW3 - 0905 / 0185;Populus nigra
550;bomen in verharding;1979;110869,354300000010000;426837,630500000030000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0155;Corylus colurna
551;knotbomen;1998;110906,261700000000000;427060,000500000020000; ;WW3 - 0906 / 0354;Salix alba 'Belders'
552;knotbomen;1979;111062,929699999990000;426999,280199999980000;Cricketbat wilg;WW3 - 0906 / 0170;Salix x rubens 'Calva'
553;bomen in verharding;1979;111221,680600000010000;426690,914800000030000; ;WW3 - 0904 / 0089;Robinia pseudoacacia 'Bessoniana'
554;bomen in verharding;1979;110859,728800000000000;426818,574100000030000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0157;Corylus colurna
555;bomen in gras;1965;111201,143700000000000;426981,395399999980000;Europese zwarte populier;WW3 - 0905 / 0184;Populus nigra
556;bomen in beplanting;1985;110904,608500000000000;427056,556300000000000;Japanse els, Kaukasische els;WW3 - 0906 / 0176;Alnus spaethii
557;bomen in verharding;1979;111231,297300000010000;426694,933699999990000; ;WW3 - 0904 / 0090;Robinia pseudoacacia 'Bessoniana'
558;bomen in verharding;1979;110863,715100000000000;426826,838400000010000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0156;Corylus colurna
559;bomen in gras;1965;111192,823300000000000;426983,279299999990000;Europese zwarte populier;WW3 - 0906 / 0122;Populus nigra
560;bomen in beplanting;1979;111173,218800000000000;426727,727200000020000; ;WW3 - 0904 / 0359;Fraxinus excelsior 'Altena'
561;leibomen;0;111008,600200000000000;426297,248299999980000;Hollandse linde, Gewone linde;WW4 - 0101 / 0053;Tilia x europaea
562;bomen in beplanting;1979;111178,906600000000000;426730,977399999970000; ;WW3 - 0904 / 0358;Fraxinus excelsior 'Altena'
563;bomen in beplanting;1979;110892,628600000000000;426815,106900000010000;Noorse esdoorn;WW3 - 0907 / 0213;Acer platanoides
564;bomen in gras;1965;111185,130900000000000;426984,849099999990000;Europese zwarte populier;WW3 - 0906 / 0123;Populus nigra
565;bomen in beplanting;2011;110964,476500000000000;426828,083800000020000;Paardenkastanje;WW3 - 0907 / 0267;Aesculus x carnea 'Plantierensis'
566;bomen in beplanting;1979;111186,676600000010000;426697,538899999990000;Moseik, Turkse eik;WW3 - 0904 / 0446;Quercus cerris
567;knotbomen;1997;111047,042700000010000;426802,569699999990000; ;WW3 - 0907 / 0234;Salix alba 'Belders'
568;bomen in verharding;1979;110855,024900000000000;426811,242700000000000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0158;Corylus colurna
569;bomen in gras;1965;111176,967500000000000;426986,733000000010000;Europese zwarte populier;WW3 - 0906 / 0124;Populus nigra
570;bomen in gras;2005;111029,219100000000000;426806,836100000010000;Gewone els, Zwarte els;WW3 - 0907 / 0528;Alnus glutinosa
571;bomen in beplanting;1997;110945,989300000000000;426767,054500000030000;Chinese moerascipres;WW3 - 0907 / 0266;Metasequoia glyptostroboides
572;bomen in beplanting;1979;111213,891000000000000;426570,544200000000000;Wintereik;WW3 - 0904 / 0370;Quercus 'Columna'
573;bomen in beplanting;1979;111152,282900000010000;426961,194000000020000;Veldesdoorn;WW3 - 0906 / 0250;Acer campestre 'Elsrijk'
574;bomen in gras;2005;110997,305200000000000;426810,299699999970000;Gewone els, Zwarte els;WW3 - 0907 / 0529;Alnus glutinosa
575;bomen in beplanting;1979;111166,856700000000000;426743,586499999980000; ;WW3 - 0904 / 0447;Fraxinus excelsior 'Altena'
576;bomen in gras;2006;110853,299600000000000;426760,382500000010000;Gewone els, Zwarte els;WW3 - 0909 / 0456;Alnus glutinosa
577;bomen in beplanting;1979;111157,236500000000000;426953,450000000010000;Veldesdoorn;WW3 - 0906 / 0252;Acer campestre 'Elsrijk'
578;bomen in beplanting;1979;111191,068199999990000;426692,412200000020000;Moseik, Turkse eik;WW3 - 0904 / 0365;Quercus cerris
579;bomen in gras;1995;110951,613400000000000;426770,161100000030000;Moerascypres;WW3 - 0909 / 0047;Taxodium distichum
580;bomen in beplanting;1983;110944,966000000000000;426855,403300000010000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0083;Corylus colurna
581;bomen in beplanting;1979;111152,323800000000000;426978,202400000010000;Gewone els, Zwarte els;WW3 - 0906 / 0242;Alnus glutinosa
582;bomen in gras;1995;110951,963099999990000;426780,126899999970000;Moerascypres;WW3 - 0909 / 0048;Taxodium distichum
583;bomen in beplanting;1979;111150,802500000010000;426833,219500000010000;Zwarte berk, Rode berk;WW3 - 0904 / 0320;Betula nigra
584;bomen in beplanting;1979;110934,853000000000000;426859,941200000000000;Meidoorn;WW3 - 0907 / 0084;Crataegus x lavalleei 'Carrierei'
585;bomen in beplanting;1979;111227,752700000000000;426952,306400000000000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0254;Tilia cordata
586;knotbomen;1997;111049,239600000000000;426802,550099999990000; ;WW3 - 0907 / 0228;Salix alba 'Belders'
587;knotbomen;1975;111155,436100000010000;426835,793699999980000;Cricketbat wilg;WW3 - 0904 / 0321;Salix x rubens 'Calva'
588;bomen in beplanting;1979;110921,757800000010000;426866,812900000020000;Witte els, Grijze els;WW3 - 0907 / 0086;Alnus incana
589;bomen in gras;1970;111225,301100000000000;426965,789999999980000;Treurwilg;WW3 - 0905 / 0173;Salix sepulcralis 'Tristis'
590;bomen in beplanting;2011;111038,373500000000000;426819,422499999990000;Paardenkastanje;WW3 - 0907 / 0588;Aesculus x carnea 'Plantierensis'
591;knotbomen;1975;111159,168800000000000;426833,991800000020000;Cricketbat wilg;WW3 - 0904 / 0322;Salix x rubens 'Calva'
592;bomen in beplanting;1979;110907,755099999990000;426873,036299999980000;Californische esdoorn;WW3 - 0907 / 0087;Acer negundo
593;bomen in gras;1970;111217,716600000000000;426955,064399999970000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0174;Tilia cordata
594;bomen in verharding;1979;111031,254100000010000;426944,106299999980000;Noorse esdoorn;WW3 - 0907 / 0043;Acer platanoides 'Globosum'
595;knotbomen;1975;111162,901400000000000;426831,803699999990000;Cricketbat wilg;WW3 - 0904 / 0323;Salix x rubens 'Calva'
596;bomen in beplanting;1979;110914,367499999990000;426886,390699999990000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0089;Corylus colurna
597;bomen in beplanting;1979;111028,866400000000000;426939,245700000030000;Noorse esdoorn;WW3 - 0907 / 0044;Acer platanoides 'Globosum'
598;bomen in beplanting;1979;111244,958400000000000;426979,315100000010000;Zomereik, Inlandse eik;WW3 - 0905 / 0313;Quercus robur
599;bomen in beplanting;1979;110928,629500000000000;426912,710700000000000; ;WW3 - 0907 / 0093;Fraxinus excelsior 'Westhof's Glorie'
600;bomen in beplanting;1979;111038,417000000000000;426935,749499999980000;Noorse esdoorn;WW3 - 0907 / 0047;Acer platanoides 'Globosum'
601;bomen in beplanting;1979;111241,047000000010000;426976,088200000000000;Zomereik, Inlandse eik;WW3 - 0905 / 0315;Quercus robur
602;bomen in beplanting;1979;110933,297100000000000;426920,489899999990000; ;WW3 - 0907 / 0094;Fraxinus excelsior 'Westhof's Glorie'
603;bomen in beplanting;1979;111168,049900000000000;426828,843300000010000;Treurwilg;WW3 - 0904 / 0324;Salix sepulcralis 'Tristis'
604;bomen in verharding;1979;111022,556200000010000;426917,245200000000000; ;WW3 - 0907 / 0062;Pyrus calleryana 'Chanticleer'
605;bomen in beplanting;1979;111237,722299999990000;426981,759700000000000;Zomereik, Inlandse eik;WW3 - 0905 / 0316;Quercus robur
606;knotbomen;1979;111183,366599999990000;426826,526499999980000;Cricketbat wilg;WW3 - 0904 / 0327;Salix x rubens 'Calva'
607;bomen in verharding;1979;110991,005200000000000;426938,179799999980000;Hartbladige els;WW3 - 0907 / 0066;Alnus cordata
608;bomen in beplanting;1979;110936,797800000000000;426927,361600000000000; ;WW3 - 0907 / 0095;Fraxinus excelsior 'Westhof's Glorie'
609;bomen in beplanting;1979;111247,903999999990000;426977,690100000010000;Zomereik, Inlandse eik;WW3 - 0905 / 0400;Quercus robur
610;knotbomen;1979;111186,162000000000000;426825,699900000010000;Cricketbat wilg;WW3 - 0904 / 0328;Salix x rubens 'Calva'
611;bomen in beplanting;1979;110965,321800000010000;426888,724500000010000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0078;Corylus colurna
612;bomen in verharding;1979;110913,071000000000000;426940,975400000000000;Gewone haagbeuk;WW3 - 0907 / 0099;Carpinus betulus 'Fastigiata'
613;knotbomen;1979;111188,772500000010000;426823,823500000000000;Cricketbat wilg;WW3 - 0904 / 0329;Salix x rubens 'Calva'
614;bomen in beplanting;1979;110961,043200000000000;426878,611500000000000;Boomhazelaar, Turkse hazelaar;WW3 - 0907 / 0080;Corylus colurna
615;bomen in beplanting;1965;111233,593100000000000;426977,635599999980000;Europese zwarte populier;WW3 - 0905 / 0320;Populus nigra
616;knotbomen;1979;111205,118900000000000;426816,873100000030000;Cricketbat wilg;WW3 - 0904 / 0330;Salix x rubens 'Calva'
617;bomen in verharding;1979;110905,551000000010000;426944,346399999980000;Gewone haagbeuk;WW3 - 0907 / 0101;Carpinus betulus 'Fastigiata'
618;bomen in beplanting;1979;110951,578400000000000;426860,848799999980000;Californische esdoorn;WW3 - 0907 / 0082;Acer negundo
