PROJECT,PEILBUIS_N,DATUM,PEILSTAND,OPMERKING,NAP,TOV_NAP,PBN_ID,ObjectId
AssenZuid,4,2014/10/22 22:00:00+00,-1.02,,11.46,10.44,22900005,943
AssenZuid,40.1,2012/06/06 22:00:00+00,-1.77,,12.24,10.47,22900024,944
AssenZuid,40.1,2012/06/26 22:00:00+00,-1.75,,12.24,10.49,22900024,945
AssenZuid,40.1,2012/07/25 22:00:00+00,-2.01,,12.24,10.23,22900024,946
AssenZuid,40.1,2012/08/29 22:00:00+00,-2.21,,12.24,10.03,22900024,947
AssenZuid,40.1,2012/09/26 22:00:00+00,-2.37,,12.24,9.87,22900024,948
AssenZuid,40.1,2012/10/30 23:00:00+00,-2.04,,12.24,10.2,22900024,949
AssenZuid,40.1,2012/11/20 23:00:00+00,-1.87,,12.24,10.37,22900024,950
AssenZuid,31,2012/12/18 23:00:00+00,-1.31,,12.89,11.58,22900012,951
AssenZuid,38.2,2012/08/29 22:00:00+00,-1.75,,12.89,11.14,22900015,952
AssenZuid,45.1,2013/12/18 23:00:00+00,-1.58,"mv 11,95",12.45,10.87,22900018,953
AssenZuid,41,2014/06/18 22:00:00+00,-1.28,,12.47,13.75,22900023,954
AssenZuid,43,2012/06/26 22:00:00+00,-1.61,,10.93,9.32,22900021,955
AssenZuid,31,2013/01/15 23:00:00+00,-1.39,,12.89,11.5,22900012,956
AssenZuid,32.2,2013/05/06 22:00:00+00,-2.67,,13.52,10.85,22900014,957
AssenZuid,38.2,2012/09/26 22:00:00+00,-1.86,,12.89,11.03,22900015,958
AssenZuid,45.1,2014/01/16 23:00:00+00,-1.48,,12.45,10.97,22900018,959
AssenZuid,41,2014/07/02 22:00:00+00,0,droog,12.47,12.47,22900023,960
AssenZuid,43,2012/07/25 22:00:00+00,-1.77,,10.93,9.16,22900021,961
AssenZuid,31,2013/02/13 23:00:00+00,-1.36,,12.89,11.53,22900012,962
AssenZuid,32.2,2013/06/04 22:00:00+00,-2.7,,13.52,10.82,22900014,963
AssenZuid,38.2,2012/10/30 23:00:00+00,-1.67,,12.89,11.22,22900015,964
AssenZuid,45.1,2014/01/30 23:00:00+00,-1.63,,12.45,10.82,22900018,965
AssenZuid,41,2014/07/14 22:00:00+00,0,droog,12.47,12.47,22900023,966
AssenZuid,43,2012/08/29 22:00:00+00,-1.77,,10.93,9.16,22900021,967
AssenZuid,31,2013/03/13 23:00:00+00,-1.47,,12.89,11.42,22900012,968
AssenZuid,32.2,2013/07/02 22:00:00+00,-2.75,,13.52,10.77,22900014,969
AssenZuid,38.2,2012/11/20 23:00:00+00,-1.68,,12.89,11.21,22900015,970
AssenZuid,45.1,2014/02/13 23:00:00+00,-1.6,,12.45,10.85,22900018,971
AssenZuid,41,2014/08/13 22:00:00+00,0,droog,12.47,12.47,22900023,972
AssenZuid,43,2012/09/26 22:00:00+00,-1.81,,10.93,9.12,22900021,973
AssenZuid,31,2013/04/10 22:00:00+00,-1.57,,12.89,11.32,22900012,974
AssenZuid,32.2,2013/08/27 22:00:00+00,-2.97,,13.52,10.55,22900014,975
AssenZuid,38.2,2012/12/18 23:00:00+00,-1.48,,12.89,11.41,22900015,976
AssenZuid,45.1,2014/02/26 23:00:00+00,-1.68,,12.45,10.77,22900018,977
AssenZuid,41,2014/08/27 22:00:00+00,0,droog,12.47,12.47,22900023,978
AssenZuid,43,2012/10/30 23:00:00+00,-1.6,,10.93,9.33,22900021,979
AssenZuid,31,2013/05/06 22:00:00+00,-1.67,,12.89,11.22,22900012,980
AssenZuid,32.2,2013/09/25 22:00:00+00,-2.8,,13.52,10.72,22900014,981
AssenZuid,38.2,2013/01/15 23:00:00+00,-1.54,,12.89,11.35,22900015,982
AssenZuid,45.1,2014/03/12 23:00:00+00,-1.78,,12.45,10.67,22900018,983
AssenZuid,41,2014/09/10 22:00:00+00,0,droog,12.47,12.47,22900023,984
AssenZuid,43,2012/11/20 23:00:00+00,-1.6,,10.93,9.33,22900021,985
AssenZuid,31,2013/06/04 22:00:00+00,-1.92,droog,12.89,10.97,22900012,986
AssenZuid,38.1,2012/06/06 22:00:00+00,-1.61,,12.93,11.32,22900016,987
AssenZuid,38.2,2013/02/13 23:00:00+00,-1.48,,12.89,11.41,22900015,988
AssenZuid,45.1,2014/03/26 23:00:00+00,-1.67,,12.45,10.78,22900018,989
AssenZuid,41,2014/09/24 22:00:00+00,0,droog,12.47,12.47,22900023,990
AssenZuid,43,2012/12/18 23:00:00+00,-1.42,,10.93,9.51,22900021,991
AssenZuid,31,2013/11/20 23:00:00+00,-1.59,,12.89,11.3,22900012,992
AssenZuid,38.1,2012/06/26 22:00:00+00,-1.51,,12.93,11.42,22900016,993
AssenZuid,38.2,2013/03/13 23:00:00+00,-1.58,,12.89,11.31,22900015,994
AssenZuid,38.2,2013/04/10 22:00:00+00,-1.68,,12.89,11.21,22900015,995
AssenZuid,38.2,2013/05/06 22:00:00+00,-1.88,,12.89,11.01,22900015,996
AssenZuid,38.2,2013/06/04 22:00:00+00,-1.92,droog,12.89,10.97,22900015,997
AssenZuid,38.2,2013/07/02 22:00:00+00,-1.96,,12.89,10.93,22900015,998
AssenZuid,38.2,2013/08/14 22:00:00+00,-2.1,,12.89,10.79,22900015,999
AssenZuid,38.2,2013/08/27 22:00:00+00,-2.18,,12.89,10.71,22900015,1000
AssenZuid,38.2,2013/09/25 22:00:00+00,-2,,12.89,10.89,22900015,1001
AssenZuid,38.2,2013/10/24 22:00:00+00,-1.94,,12.89,10.95,22900015,1002
AssenZuid,38.2,2013/11/20 23:00:00+00,-1.61,,12.89,11.28,22900015,1003
AssenZuid,38.2,2013/12/18 23:00:00+00,-1.52,"mv 12,44",12.89,11.37,22900015,1004
AssenZuid,38.2,2014/01/16 23:00:00+00,-1.41,,12.89,11.48,22900015,1005
AssenZuid,38.2,2014/01/30 23:00:00+00,-1.54,,12.89,11.35,22900015,1006
AssenZuid,38.2,2014/02/13 23:00:00+00,-1.49,,12.89,11.4,22900015,1007
AssenZuid,38.2,2014/02/26 23:00:00+00,-1.57,,12.89,11.32,22900015,1008
AssenZuid,38.2,2014/03/12 23:00:00+00,-1.72,,12.89,11.17,22900015,1009
AssenZuid,38.2,2014/03/26 23:00:00+00,-1.6,,12.89,11.29,22900015,1010
AssenZuid,38.2,2014/04/09 22:00:00+00,-1.66,,12.89,11.23,22900015,1011
AssenZuid,38.2,2014/04/24 22:00:00+00,-1.71,,12.89,11.18,22900015,1012
AssenZuid,38.2,2014/05/08 22:00:00+00,-1.6,,12.89,11.29,22900015,1013
AssenZuid,38.2,2014/06/03 22:00:00+00,-1.59,,12.89,14.48,22900015,1014
AssenZuid,38.2,2014/06/18 22:00:00+00,-1.81,,12.89,14.7,22900015,1015
AssenZuid,38.2,2014/07/02 22:00:00+00,-1.81,,12.89,14.7,22900015,1016
AssenZuid,38.2,2014/07/14 22:00:00+00,-1.95,,12.89,14.84,22900015,1017
AssenZuid,38.2,2014/08/13 22:00:00+00,-1.98,,12.89,14.87,22900015,1018
AssenZuid,38.2,2014/08/27 22:00:00+00,-1.93,,12.89,14.82,22900015,1019
AssenZuid,38.2,2014/09/10 22:00:00+00,-2.03,,12.89,10.86,22900015,1020
AssenZuid,38.2,2014/09/24 22:00:00+00,-2.1,,12.89,10.79,22900015,1021
AssenZuid,38.2,2014/10/08 22:00:00+00,-2.08,,12.89,10.81,22900015,1022
AssenZuid,38.2,2014/10/22 22:00:00+00,-0.92,,12.89,11.97,22900015,1023
AssenZuid,39,2012/07/25 22:00:00+00,-1.97,,10.82,8.85,22900026,1024
AssenZuid,39,2012/12/18 23:00:00+00,-1.87,,10.82,8.95,22900026,1025
AssenZuid,39,2013/02/13 23:00:00+00,-1.98,,10.82,8.84,22900026,1026
AssenZuid,39,2014/01/30 23:00:00+00,-1.08,,10.82,9.74,22900026,1027
AssenZuid,39,2014/02/13 23:00:00+00,-1.36,,10.82,9.46,22900026,1028
AssenZuid,41,2014/10/22 22:00:00+00,0,droog,12.47,12.47,22900023,1029
AssenZuid,31,2013/12/18 23:00:00+00,-1.35,"mv 12,37",12.89,11.54,22900012,1030
AssenZuid,43,2013/01/15 23:00:00+00,-1.55,,10.93,9.38,22900021,1031
AssenZuid,45.1,2014/04/09 22:00:00+00,-1.77,,12.45,10.68,22900018,1032
AssenZuid,41A,2014/06/03 22:00:00+00,0,vol water,11.63,11.63,22231424,1033
AssenZuid,31,2014/01/16 23:00:00+00,-1.24,,12.89,11.65,22900012,1034
AssenZuid,38.1,2012/07/25 22:00:00+00,-1.72,,12.93,11.21,22900016,1035
AssenZuid,43,2013/02/13 23:00:00+00,-1.53,,10.93,9.4,22900021,1036
AssenZuid,45.1,2014/04/24 22:00:00+00,-1.78,,12.45,10.67,22900018,1037
AssenZuid,41A,2014/06/18 22:00:00+00,0,vol water,11.63,11.63,22231424,1038
AssenZuid,31,2014/01/30 23:00:00+00,-1.37,,12.89,11.52,22900012,1039
AssenZuid,38.1,2012/08/29 22:00:00+00,-1.69,,12.93,11.24,22900016,1040
AssenZuid,43,2013/03/13 23:00:00+00,-1.65,,10.93,9.28,22900021,1041
AssenZuid,45.1,2014/05/08 22:00:00+00,-1.78,,12.45,10.67,22900018,1042
AssenZuid,41A,2014/07/02 22:00:00+00,-0.06,,11.63,11.69,22231424,1043
AssenZuid,31,2014/02/13 23:00:00+00,-1.34,,12.89,11.55,22900012,1044
AssenZuid,38.1,2012/09/26 22:00:00+00,-1.7,,12.93,11.23,22900016,1045
AssenZuid,43,2013/04/10 22:00:00+00,-1.7,,10.93,9.23,22900021,1046
AssenZuid,45.1,2014/06/03 22:00:00+00,-1.9,,12.45,14.35,22900018,1047
AssenZuid,41A,2014/07/14 22:00:00+00,-0.15,,11.63,11.78,22231424,1048
AssenZuid,31,2014/02/26 23:00:00+00,-1.42,,12.89,11.47,22900012,1049
AssenZuid,38.1,2012/10/30 23:00:00+00,-1.51,,12.93,11.42,22900016,1050
AssenZuid,44,2010/04/13 22:00:00+00,-2.39,,13.5,11.11,22031384,1051
AssenZuid,45.1,2014/06/18 22:00:00+00,-2.06,,12.45,14.51,22900018,1052
AssenZuid,41A,2014/08/13 22:00:00+00,-0.2,,11.63,11.83,22231424,1053
AssenZuid,31,2014/03/12 23:00:00+00,-1.53,,12.89,11.36,22900012,1054
AssenZuid,38.1,2012/11/20 23:00:00+00,-1.64,,12.93,11.29,22900016,1055
AssenZuid,44,2011/02/16 23:00:00+00,-1.72,0 meting,13.5,11.78,22031384,1056
AssenZuid,45.1,2014/07/02 22:00:00+00,-2.15,,12.45,14.6,22900018,1057
AssenZuid,41A,2014/08/27 22:00:00+00,-0.21,,11.63,11.84,22231424,1058
AssenZuid,31,2014/03/26 23:00:00+00,-1.42,,12.89,11.47,22900012,1059
AssenZuid,38.1,2012/12/18 23:00:00+00,-1.13,,12.93,11.8,22900016,1060
AssenZuid,44,2011/03/16 23:00:00+00,-1.72,,13.5,11.78,22031384,1061
AssenZuid,45.1,2014/07/14 22:00:00+00,-2.23,,12.45,14.68,22900018,1062
AssenZuid,41A,2014/09/10 22:00:00+00,-0.31,,11.63,11.32,22231424,1063
AssenZuid,31,2014/04/09 22:00:00+00,-1.5,,12.89,11.39,22900012,1064
AssenZuid,38.1,2013/01/15 23:00:00+00,-1.63,,12.93,11.3,22900016,1065
AssenZuid,44,2011/05/09 22:00:00+00,-2.65,,13.5,10.85,22031384,1066
AssenZuid,45.1,2014/08/13 22:00:00+00,-2.29,,12.45,14.74,22900018,1067
AssenZuid,41A,2014/09/24 22:00:00+00,-0.25,,11.63,11.38,22231424,1068
AssenZuid,31,2014/04/24 22:00:00+00,-1.6,,12.89,11.29,22900012,1069
AssenZuid,38.1,2013/02/13 23:00:00+00,-1.62,,12.93,11.31,22900016,1070
AssenZuid,44,2011/06/08 22:00:00+00,-2.77,,13.5,10.73,22031384,1071
AssenZuid,45.1,2014/08/27 22:00:00+00,-2.19,,12.45,14.64,22900018,1072
AssenZuid,41A,2014/10/08 22:00:00+00,-0.26,,11.63,11.37,22231424,1073
AssenZuid,31,2014/05/08 22:00:00+00,-1.57,,12.89,11.32,22900012,1074
AssenZuid,38.1,2013/03/13 23:00:00+00,-1.63,,12.93,11.3,22900016,1075
AssenZuid,44,2014/02/13 23:00:00+00,-1.58,,13.4,11.82,22031384,1076
AssenZuid,45.1,2014/09/10 22:00:00+00,-2.23,,12.45,10.22,22900018,1077
AssenZuid,45.1,2014/09/24 22:00:00+00,-2.29,,12.45,10.16,22900018,1078
AssenZuid,45.1,2014/10/08 22:00:00+00,-2.28,,12.45,10.17,22900018,1079
AssenZuid,45.1,2014/10/22 22:00:00+00,-2.2,,12.45,10.25,22900018,1080
AssenZuid,45.2,2012/06/06 22:00:00+00,-1.81,,12.4,10.59,22900019,1081
AssenZuid,45.2,2012/06/26 22:00:00+00,-1.67,,12.4,10.73,22900019,1082
AssenZuid,45.2,2012/07/25 22:00:00+00,-1.8,,12.4,10.6,22900019,1083
AssenZuid,45.2,2012/08/29 22:00:00+00,-1.79,,12.4,10.61,22900019,1084
AssenZuid,45.2,2012/09/26 22:00:00+00,-1.87,,12.4,10.53,22900019,1085
AssenZuid,45.2,2012/10/30 23:00:00+00,-1.66,,12.4,10.74,22900019,1086
AssenZuid,45.2,2012/11/20 23:00:00+00,-1.78,,12.4,10.62,22900019,1087
AssenZuid,45.2,2012/12/18 23:00:00+00,-1.47,,12.4,10.93,22900019,1088
AssenZuid,45.2,2013/02/13 23:00:00+00,-1.51,,12.4,10.89,22900019,1089
AssenZuid,45.2,2013/03/13 23:00:00+00,-1.62,,12.4,10.78,22900019,1090
AssenZuid,45.2,2013/04/10 22:00:00+00,-1.73,,12.4,10.67,22900019,1091
AssenZuid,45.2,2013/05/06 22:00:00+00,-1.87,,12.4,10.53,22900019,1092
AssenZuid,45.2,2013/06/04 22:00:00+00,-1.9,,12.4,10.5,22900019,1093
AssenZuid,45.2,2013/07/02 22:00:00+00,-1.92,,12.4,10.48,22900019,1094
AssenZuid,45.2,2013/08/14 22:00:00+00,-2.05,,12.4,10.35,22900019,1095
AssenZuid,45.2,2013/08/27 22:00:00+00,-2.13,,12.4,10.27,22900019,1096
AssenZuid,45.2,2013/09/25 22:00:00+00,-1.97,,12.4,10.43,22900019,1097
AssenZuid,45.2,2013/10/24 22:00:00+00,-1.89,,12.4,10.51,22900019,1098
AssenZuid,45.2,2013/11/20 23:00:00+00,-1.6,,12.4,10.8,22900019,1099
AssenZuid,45.2,2013/12/18 23:00:00+00,-1.5,"mv 11,95",12.4,10.9,22900019,1100
AssenZuid,45.2,2014/01/16 23:00:00+00,-1.41,,12.4,10.99,22900019,1101
AssenZuid,45.2,2014/01/30 23:00:00+00,-1.56,,12.4,10.84,22900019,1102
AssenZuid,45.2,2014/02/13 23:00:00+00,-1.5,,12.4,10.9,22900019,1103
AssenZuid,45.2,2014/02/26 23:00:00+00,-1.6,,12.4,10.8,22900019,1104
AssenZuid,41A,2014/10/22 22:00:00+00,-0.23,,11.63,11.4,22231424,1105
AssenZuid,31,2014/06/03 22:00:00+00,-1.64,,12.89,14.53,22900012,1106
AssenZuid,38.1,2013/04/10 22:00:00+00,-1.35,,12.93,11.58,22900016,1107
AssenZuid,42,2012/06/06 22:00:00+00,-1.84,,12.76,10.92,22900022,1108
AssenZuid,31,2014/06/18 22:00:00+00,-1.89,,12.89,14.78,22900012,1109
AssenZuid,38.1,2013/05/06 22:00:00+00,-1.87,,12.93,11.06,22900016,1110
AssenZuid,42,2012/06/26 22:00:00+00,-1.86,,12.76,10.9,22900022,1111
AssenZuid,31,2014/07/02 22:00:00+00,-2.1,,12.89,14.99,22900012,1112
AssenZuid,38.1,2013/06/04 22:00:00+00,-1.78,,12.93,11.15,22900016,1113
AssenZuid,44,2014/02/26 23:00:00+00,-1.85,,13.4,11.55,22031384,1114
AssenZuid,42,2012/07/25 22:00:00+00,-2.13,,12.76,10.63,22900022,1115
AssenZuid,31,2014/07/14 22:00:00+00,0,droog,12.89,12.89,22900012,1116
AssenZuid,38.1,2013/07/02 22:00:00+00,-1.79,,12.93,11.14,22900016,1117
AssenZuid,44,2014/03/12 23:00:00+00,-2.11,,13.4,11.29,22031384,1118
AssenZuid,42,2012/10/30 23:00:00+00,-2.66,,12.76,10.1,22900022,1119
AssenZuid,31,2014/08/13 22:00:00+00,0,droog,12.89,12.89,22900012,1120
AssenZuid,38.1,2013/08/14 22:00:00+00,-1.84,,12.93,11.09,22900016,1121
AssenZuid,44,2014/03/26 23:00:00+00,-1.92,,13.4,11.48,22031384,1122
AssenZuid,42,2012/11/20 23:00:00+00,-2.62,,12.76,10.14,22900022,1123
AssenZuid,31,2014/08/27 22:00:00+00,0,droog,12.89,12.89,22900012,1124
AssenZuid,38.1,2013/08/27 22:00:00+00,-1.93,,12.93,11,22900016,1125
AssenZuid,44,2014/04/09 22:00:00+00,-2.1,,13.4,11.3,22031384,1126
AssenZuid,42,2013/01/15 23:00:00+00,-1.4,,12.76,11.36,22900022,1127
AssenZuid,31,2014/09/10 22:00:00+00,0,droog,12.89,12.89,22900012,1128
AssenZuid,38.1,2013/09/25 22:00:00+00,-1.79,,12.93,11.14,22900016,1129
AssenZuid,44,2014/04/24 22:00:00+00,-2.18,,13.4,11.22,22031384,1130
AssenZuid,42,2013/02/13 23:00:00+00,-1.28,,12.76,11.48,22900022,1131
AssenZuid,31,2014/09/24 22:00:00+00,0,droog,12.89,12.89,22900012,1132
AssenZuid,38.1,2013/10/24 22:00:00+00,-1.16,,12.93,11.77,22900016,1133
AssenZuid,44,2014/05/08 22:00:00+00,-1.9,,13.4,11.5,22031384,1134
AssenZuid,42,2013/03/13 23:00:00+00,-1.43,,12.76,11.33,22900022,1135
AssenZuid,31,2014/10/08 22:00:00+00,0,droog,12.89,12.89,22900012,1136
AssenZuid,38.1,2013/11/20 23:00:00+00,-1.3,,12.93,11.63,22900016,1137
AssenZuid,44,2014/06/03 22:00:00+00,-1.98,,13.5,15.48,22031384,1138
AssenZuid,42,2013/04/10 22:00:00+00,-1.45,,12.76,11.31,22900022,1139
AssenZuid,31,2014/10/22 22:00:00+00,0,droog,12.89,12.89,22900012,1140
AssenZuid,38.1,2013/12/18 23:00:00+00,-0.68,"mv 12,43",12.93,12.25,22900016,1141
AssenZuid,44,2014/06/18 22:00:00+00,-2.34,,13.5,15.84,22031384,1142
AssenZuid,42,2013/05/06 22:00:00+00,-1.62,,12.76,11.14,22900022,1143
AssenZuid,32.1,2012/06/26 22:00:00+00,-1.85,,13.52,11.67,22900013,1144
AssenZuid,38.1,2014/01/16 23:00:00+00,-0.78,,12.93,12.15,22900016,1145
AssenZuid,44,2014/07/02 22:00:00+00,-2.51,,13.5,16.01,22031384,1146
AssenZuid,42,2013/07/02 22:00:00+00,-2.25,,12.76,10.51,22900022,1147
AssenZuid,32.1,2012/07/25 22:00:00+00,-1.97,,13.52,11.55,22900013,1148
AssenZuid,38.1,2014/01/30 23:00:00+00,-1.32,,12.93,11.61,22900016,1149
AssenZuid,44,2014/07/14 22:00:00+00,0,diver,13.5,13.5,22031384,1150
AssenZuid,42,2014/01/16 23:00:00+00,-1.5,,12.76,11.26,22900022,1151
AssenZuid,32.1,2012/08/29 22:00:00+00,-2.02,,13.52,11.5,22900013,1152
AssenZuid,38.1,2014/02/13 23:00:00+00,-1.07,,12.93,11.86,22900016,1153
AssenZuid,44,2014/08/13 22:00:00+00,0,diver,13.5,13.5,22031384,1154
AssenZuid,42,2014/01/30 23:00:00+00,-1.33,,12.76,11.43,22900022,1155
AssenZuid,32.1,2012/10/30 23:00:00+00,-1.93,,13.52,11.59,22900013,1156
AssenZuid,38.1,2014/02/26 23:00:00+00,-1.51,,12.93,11.42,22900016,1157
AssenZuid,44,2014/08/27 22:00:00+00,0,diver,13.5,13.5,22031384,1158
AssenZuid,42,2014/02/13 23:00:00+00,-1.35,,12.76,11.41,22900022,1159
AssenZuid,32.1,2012/11/20 23:00:00+00,-1.83,,13.52,11.69,22900013,1160
AssenZuid,32.1,2012/12/18 23:00:00+00,-1.42,,13.52,12.1,22900013,1161
AssenZuid,32.1,2013/01/15 23:00:00+00,-1.54,,13.52,11.98,22900013,1162
AssenZuid,32.1,2013/02/13 23:00:00+00,-1.42,,13.52,12.1,22900013,1163
AssenZuid,32.1,2013/03/13 23:00:00+00,-1.61,,13.52,11.91,22900013,1164
AssenZuid,32.1,2013/04/10 22:00:00+00,-1.79,,13.52,11.73,22900013,1165
AssenZuid,32.1,2013/05/06 22:00:00+00,-1.95,,13.52,11.57,22900013,1166
AssenZuid,32.1,2013/08/14 22:00:00+00,-2.89,,13.52,10.63,22900013,1167
AssenZuid,32.2,2012/06/06 22:00:00+00,-2.6,,13.52,10.92,22900014,1168
AssenZuid,32.2,2012/06/26 22:00:00+00,-2.46,,13.52,11.06,22900014,1169
AssenZuid,44,2014/09/24 22:00:00+00,0,droog,13.5,13.5,22031384,1170
AssenZuid,45.1,2012/06/06 22:00:00+00,-2.1,,12.45,10.35,22900018,1171
AssenZuid,45.1,2012/06/26 22:00:00+00,-2.01,,12.45,10.44,22900018,1172
AssenZuid,45.1,2012/07/25 22:00:00+00,-2.13,,12.45,10.32,22900018,1173
AssenZuid,45.1,2012/08/29 22:00:00+00,-2.01,,12.45,10.44,22900018,1174
AssenZuid,45.1,2012/09/26 22:00:00+00,-2,,12.45,10.45,22900018,1175
AssenZuid,45.1,2012/10/30 23:00:00+00,-1.87,,12.45,10.58,22900018,1176
AssenZuid,42,2014/02/26 23:00:00+00,-1.43,,12.76,11.33,22900022,1177
AssenZuid,45.1,2012/11/20 23:00:00+00,-1.79,,12.45,10.66,22900018,1178
AssenZuid,38.1,2014/03/12 23:00:00+00,-1.7,,12.93,11.23,22900016,1179
AssenZuid,42,2014/03/12 23:00:00+00,-1.49,,12.76,11.27,22900022,1180
AssenZuid,45.1,2012/12/18 23:00:00+00,-1.55,,12.45,10.9,22900018,1181
AssenZuid,38.1,2014/03/26 23:00:00+00,-1.35,,12.93,11.58,22900016,1182
AssenZuid,42,2014/03/26 23:00:00+00,-1.4,,12.76,11.36,22900022,1183
AssenZuid,45.1,2013/01/15 23:00:00+00,-1.68,,12.45,10.77,22900018,1184
AssenZuid,38.1,2014/04/09 22:00:00+00,-1.19,,12.93,11.74,22900016,1185
AssenZuid,42,2014/04/09 22:00:00+00,-1.5,,12.76,11.26,22900022,1186
AssenZuid,45.1,2013/02/13 23:00:00+00,-1.64,,12.45,10.81,22900018,1187
AssenZuid,38.1,2014/04/24 22:00:00+00,-1.25,,12.93,11.68,22900016,1188
AssenZuid,42,2014/04/24 22:00:00+00,-1.42,,12.76,11.34,22900022,1189
AssenZuid,45.1,2013/03/13 23:00:00+00,-1.7,,12.45,10.75,22900018,1190
AssenZuid,38.1,2014/05/08 22:00:00+00,-0.65,,12.93,12.28,22900016,1191
AssenZuid,42,2014/05/08 22:00:00+00,-1.42,,12.76,11.34,22900022,1192
AssenZuid,45.1,2013/04/10 22:00:00+00,-1.75,,12.45,10.7,22900018,1193
AssenZuid,38.1,2014/06/03 22:00:00+00,-1.6,,12.93,14.53,22900016,1194
AssenZuid,45.1,2013/05/06 22:00:00+00,-1.89,,12.45,10.56,22900018,1195
AssenZuid,38.1,2014/06/18 22:00:00+00,-1.82,,12.93,14.75,22900016,1196
AssenZuid,45.1,2013/06/04 22:00:00+00,-2.05,,12.45,10.4,22900018,1197
AssenZuid,38.1,2014/07/02 22:00:00+00,-1.61,,12.93,14.54,22900016,1198
AssenZuid,38.1,2014/07/14 22:00:00+00,-1.72,,12.93,14.65,22900016,1199
AssenZuid,38.1,2014/08/13 22:00:00+00,-1.15,,12.93,14.08,22900016,1200
AssenZuid,7,2014/02/13 23:00:00+00,-1.74,,11.23,9.49,22031548,1201
AssenZuid,45.2,2014/03/12 23:00:00+00,-1.73,,12.4,10.67,22900019,1202
AssenZuid,7,2014/02/26 23:00:00+00,-1.8,,11.23,9.43,22031548,1203
AssenZuid,45.2,2014/03/26 23:00:00+00,-1.61,,12.4,10.79,22900019,1204
AssenZuid,7,2014/03/12 23:00:00+00,-1.85,,11.23,9.38,22031548,1205
AssenZuid,45.2,2014/04/09 22:00:00+00,-1.7,,12.4,10.7,22900019,1206
AssenZuid,7,2014/03/26 23:00:00+00,-0.8,,11.23,10.43,22031548,1207
AssenZuid,45.2,2014/04/24 22:00:00+00,-1.77,,12.4,10.63,22900019,1208
AssenZuid,53,2014/08/13 22:00:00+00,-1.69,,12.04,13.73,22031428,1209
AssenZuid,7,2014/04/09 22:00:00+00,-1.85,,11.23,9.38,22031548,1210
AssenZuid,45.2,2014/05/08 22:00:00+00,-1.64,,12.4,10.76,22900019,1211
AssenZuid,53,2014/08/27 22:00:00+00,-1.61,,12.04,13.65,22031428,1212
AssenZuid,7,2014/04/24 22:00:00+00,-1.88,,11.23,9.35,22031548,1213
AssenZuid,45.2,2014/06/03 22:00:00+00,-1.63,,12.4,14.03,22900019,1214
AssenZuid,53,2014/09/10 22:00:00+00,-0.64,,12.04,11.4,22031428,1215
AssenZuid,8,2014/01/16 23:00:00+00,-0.74,,11.9,11.16,22031549,1216
AssenZuid,7,2014/05/08 22:00:00+00,-1.81,,11.23,9.42,22031548,1217
AssenZuid,45.2,2014/06/18 22:00:00+00,-1.84,,12.4,14.24,22900019,1218
AssenZuid,53,2014/09/24 22:00:00+00,-1.75,,12.04,10.29,22031428,1219
AssenZuid,8,2014/01/30 23:00:00+00,-0.98,,11.9,10.92,22031549,1220
AssenZuid,7,2014/06/03 22:00:00+00,-1.91,,11.23,13.14,22031548,1221
AssenZuid,45.2,2014/07/02 22:00:00+00,-1.85,,12.4,14.25,22900019,1222
AssenZuid,53,2014/10/08 22:00:00+00,-1.75,,12.04,10.29,22031428,1223
AssenZuid,8,2014/02/13 23:00:00+00,-0.84,,11.9,11.06,22031549,1224
AssenZuid,7,2014/06/18 22:00:00+00,-1.98,,11.23,13.21,22031548,1225
AssenZuid,45.2,2014/07/14 22:00:00+00,-1.95,,12.4,14.35,22900019,1226
AssenZuid,53,2014/10/22 22:00:00+00,-1.65,,12.04,10.39,22031428,1227
AssenZuid,8,2014/02/26 23:00:00+00,-0.99,,11.9,10.91,22031549,1228
AssenZuid,7,2014/07/02 22:00:00+00,-2.06,,11.23,13.29,22031548,1229
AssenZuid,45.2,2014/08/13 22:00:00+00,-2,,12.4,14.4,22900019,1230
AssenZuid,6,2010/04/13 22:00:00+00,-1.16,,10.07,8.91,22031547,1231
AssenZuid,8,2014/03/12 23:00:00+00,-1.2,,11.9,10.7,22031549,1232
AssenZuid,7,2014/07/14 22:00:00+00,-2.05,,11.23,13.28,22031548,1233
AssenZuid,45.2,2014/08/27 22:00:00+00,-1.92,,12.4,14.32,22900019,1234
AssenZuid,6,2011/02/16 23:00:00+00,-0.83,0 meting,10.07,9.24,22031547,1235
AssenZuid,8,2014/03/26 23:00:00+00,-0.98,,11.9,10.92,22031549,1236
AssenZuid,7,2014/08/13 22:00:00+00,-1.05,,11.23,12.28,22031548,1237
AssenZuid,45.2,2014/09/10 22:00:00+00,-2,,12.4,10.4,22900019,1238
AssenZuid,6,2011/03/16 23:00:00+00,-0.83,,10.07,9.24,22031547,1239
AssenZuid,8,2014/04/09 22:00:00+00,-0.99,,11.9,10.91,22031549,1240
AssenZuid,7,2014/08/27 22:00:00+00,-1.99,,11.23,13.22,22031548,1241
AssenZuid,45.2,2014/09/24 22:00:00+00,-2.08,,12.4,10.32,22900019,1242
AssenZuid,6,2011/05/09 22:00:00+00,-1.29,,10.07,8.78,22031547,1243
AssenZuid,8,2014/04/24 22:00:00+00,-0.98,,11.9,10.92,22031549,1244
