Identificatie;Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
161010;31-12-2015 13:34;Voorlopig afgesloten;Afgehandeld;7-1-2016 13:34;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Noordweg;;Zeist West
151243;30-9-2015 19:28;Definitief afgesloten;Afgesloten;7-10-2015 19:28;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Pater de Leeuwweg;;Zeist Oost
140737;30-4-2015 15:04;Definitief afgesloten;Afgesloten;7-5-2015 15:04;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Weteringlaan;;Zeist West
140738;30-4-2015 15:07;Definitief afgesloten;Afgesloten;7-5-2015 15:07;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Waterigeweg;;Zeist West
145826;10-7-2015 12:53;Definitief afgesloten;Afgesloten;17-7-2015 12:53;Straatmeubilair;Paaltjes;Schaerweijdelaan;;Zeist Noord
133001;22-1-2015 15:03;Definitief afgesloten;Afgesloten;29-1-2015 15:03;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Haya van Somerenlaan;;Zeist Noord
146891;27-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Groen;Bomen;Crosestein;trottoir langs Kromme Rijnlaan;Zeist West
156853;4-12-2015 13:33;Definitief afgesloten;Afgesloten;7-12-2015 13:33;Afvalinzameling en milieu;Afvaldumping;Brugakker;;Zeist West
145368;6-7-2015 10:20;Definitief afgesloten;Afgesloten;13-7-2015 10:20;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Woudenbergseweg;Zeisterbos;Zeist Centrum
132748;20-1-2015 12:22;Definitief afgesloten;Afgesloten;27-1-2015 12:22;Riolering;Overig (Riolering);Fazantenplein;;Zeist West
150933;24-9-2015 7:00;Definitief afgesloten;Afgesloten;1-10-2015 7:00;Groen;Bomen;Bergweg;162;Zeist Noord
133309;28-1-2015 8:05;Definitief afgesloten;Afgesloten;4-2-2015 8:05;Afvalinzameling en milieu;Bladoverlast;Kroostweg-Noord;Kroostweg 143t/m153 en tegen de Utrechtseweg;Zeist Noord
147702;10-8-2015 9:00;Definitief afgesloten;Afgesloten;17-8-2015 9:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Torenlaan;tussen huisnummer 6 en 20;Zeist Centrum
150866;25-9-2015 8:54;Definitief afgesloten;Afgesloten;2-10-2015 8:54;Groen;Bomen;Tollenslaan;;Zeist Centrum
131775;6-1-2015 7:00;Definitief afgesloten;Afgesloten;13-1-2015 7:00;Groen;Bomen;Nijenheim;voor 1128;Zeist West
135226;19-2-2015 11:13;Definitief afgesloten;Afgesloten;26-2-2015 11:13;Verlichting;Lamp defect;Amersfoortseweg;0031 0009, 0031 0008, 0031 0005 en 0031 0002;Zeist Noord
144754;25-6-2015 8:32;Definitief afgesloten;Afgesloten;26-6-2015 8:32;Afvalinzameling en milieu;Afvaldumping;Prinses Beatrixlaan;;Zeist Oost
152653;21-10-2015 10:51;Definitief afgesloten;Afgesloten;28-10-2015 9:51;Verlichting;Lamp defect;Oude Woudenbergse Zandwg;;Zeist Centrum
137494;18-3-2015 13:51;Definitief afgesloten;Afgesloten;25-3-2015 13:51;Verlichting;Overig (verlichting);Dorpsstraat;;
150868;25-9-2015 9:16;Definitief afgesloten;Afgesloten;28-9-2015 9:16;Afvalinzameling en milieu;Volle prullenbakken;Blikkenburgerlaan;vlakbij ingang scholengemeenschap Schoonoord;Zeist Oost
149127;31-8-2015 16:20;Definitief afgesloten;Afgesloten;7-9-2015 16:20;Groen;Bomen;Jozef Israëlslaan;;Den Dolder e.o.
132245;14-1-2015 10:20;Definitief afgesloten;Afgesloten;21-1-2015 10:20;Groen;Bomen;Bergweg;bergweg 163;Zeist Noord
146803;26-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Groen;Bomen;Oude Woudenbergse Zandwg;;Zeist Centrum
139130;9-4-2015 10:48;Definitief afgesloten;Afgesloten;16-4-2015 10:48;Groen;Bomen;Sanatoriumlaan;;Zeist Noord
140359;24-4-2015 12:43;Definitief afgesloten;Afgesloten;1-5-2015 12:43;Groen;Bomen;Fazantenlaan;;Zeist West
146080;15-7-2015 9:45;Definitief afgesloten;Afgesloten;22-7-2015 9:45;Verlichting;Lamp defect;Amersfoortseweg;0031-0005;Den Dolder e.o.
142812;2-6-2015 13:57;Definitief afgesloten;Afgesloten;9-6-2015 13:57;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Couwenhoven;;Zeist West
137239;16-3-2015 10:36;Definitief afgesloten;Afgesloten;23-3-2015 10:36;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;;Zeist Noord
145832;10-7-2015 13:08;Definitief afgesloten;Afgesloten;17-7-2015 13:08;Wegen, fiets- en voetpaden;Gebreken wegdek;Waterhoenlaan;;Zeist West
139491;14-4-2015 15:23;Definitief afgesloten;Afgesloten;21-4-2015 15:23;Groen;Overig (Groen);Brugakker;;Zeist West
138297;27-3-2015 13:00;Definitief afgesloten;Afgesloten;3-4-2015 14:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;De Clomp;;Zeist West
137289;16-3-2015 12:58;Definitief afgesloten;Afgesloten;23-3-2015 12:58;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Oude Arnhemseweg;;Zeist Noord
137991;25-3-2015 9:13;Definitief afgesloten;Afgesloten;1-4-2015 10:13;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;;Zeist Noord
132608;19-1-2015 13:54;Definitief afgesloten;Afgesloten;26-1-2015 13:54;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;ingang parkeerterrein;Zeist Noord
137486;18-3-2015 12:48;Definitief afgesloten;Afgesloten;25-3-2015 12:48;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Tilanuslaan;;Zeist Noord
132238;14-1-2015 9:50;Definitief afgesloten;Afgesloten;21-1-2015 9:50;Straatmeubilair;Verkeers-/ straatnaambord;Troelstralaan;ov mast splitsing thorbeckelaan;Zeist Noord
140951;4-5-2015 13:01;Definitief afgesloten;Afgesloten;11-5-2015 13:01;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;;Zeist Noord
140950;4-5-2015 12:58;Definitief afgesloten;Afgesloten;11-5-2015 12:58;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Filips v Bourgondiëlaan;;Zeist West
158081;11-12-2015 16:07;Definitief afgesloten;Afgesloten;18-12-2015 16:07;Straatmeubilair;Paaltjes;Bachlaan;;Zeist Noord
132231;14-1-2015 9:39;Definitief afgesloten;Afgesloten;21-1-2015 9:39;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Schaperlaan;R.J. Schimmelpennicklaan bij ondergrondse afvalcontainers;Zeist Noord
136541;6-3-2015 11:12;Definitief afgesloten;Afgesloten;13-3-2015 11:12;Groen;Bomen;Willem Pijperlaan;;Zeist Centrum
132644;19-1-2015 15:29;Definitief afgesloten;Afgesloten;26-1-2015 15:29;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Dr. A. Kuyperlaan;;Zeist Noord
132582;19-1-2015 11:16;Definitief afgesloten;Afgesloten;26-1-2015 11:16;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Henriëtte v Lijndenlaan;in trottoir bij boom;Zeist West
132619;19-1-2015 14:11;Definitief afgesloten;Afgesloten;26-1-2015 14:11;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Dr. D. Bosplein;nr 5 en nr 9;Zeist Noord
137099;12-3-2015 16:11;Definitief afgesloten;Afgesloten;19-3-2015 16:11;Straatmeubilair;Verkeers-/ straatnaambord;Roemer Visscherlaan;;Zeist Noord
132650;19-1-2015 15:39;Definitief afgesloten;Afgesloten;26-1-2015 15:39;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Dr. A. Kuyperlaan;;Zeist Noord
132640;19-1-2015 15:11;Definitief afgesloten;Afgesloten;26-1-2015 15:11;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Cort van der Lindenlaan;;Zeist Noord
132581;19-1-2015 11:13;Definitief afgesloten;Afgesloten;26-1-2015 11:13;Groen;Bomen;Henriëtte v Lijndenlaan;t.o nr 3 in trottoir;Zeist West
137293;16-3-2015 13:06;Definitief afgesloten;Afgesloten;23-3-2015 13:06;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Oude Arnhemseweg;;Zeist Noord
137283;16-3-2015 12:46;Definitief afgesloten;Afgesloten;23-3-2015 12:46;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Prof. Sproncklaan;;Zeist Noord
132645;19-1-2015 15:31;Definitief afgesloten;Afgesloten;26-1-2015 15:31;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Dr. A. Kuyperlaan;;Zeist Noord
132626;19-1-2015 14:24;Definitief afgesloten;Afgesloten;26-1-2015 14:24;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Cort van der Lindenlaan;;Zeist Noord
137302;16-3-2015 13:23;Definitief afgesloten;Afgesloten;23-3-2015 13:23;Straatmeubilair;Verkeers-/ straatnaambord;Oude Arnhemseweg;;Zeist Noord
132655;19-1-2015 15:47;Definitief afgesloten;Afgesloten;26-1-2015 15:47;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Johan v Oldenbarneveltln;;Zeist Noord
137295;16-3-2015 13:18;Definitief afgesloten;Afgesloten;23-3-2015 13:18;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Oude Arnhemseweg;;Zeist Noord
131600;6-1-2015 15:35;Definitief afgesloten;Afgesloten;13-1-2015 15:35;Straatmeubilair;Verkeers-/ straatnaambord;De Clomp;eiland in fietspad voor nettorama;Zeist West
134341;6-2-2015 14:18;Definitief afgesloten;Afgesloten;13-2-2015 14:18;Handhaving;Fietsoverlast en wrakken;Utrechtseweg;;Zeist Noord
158277;14-12-2015 13:37;Definitief afgesloten;Afgesloten;21-12-2015 13:37;Verlichting;Lamp defect;Lindenlaan;1982 - 0038;Zeist Centrum
161006;31-12-2015 13:21;Voorlopig afgesloten;Afgehandeld;7-1-2016 13:21;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Kwikstaartlaan;;Zeist West
132225;14-1-2015 9:27;Definitief afgesloten;Afgesloten;21-1-2015 9:27;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Thorbeckelaan;thv inrit;
139505;14-4-2015 16:02;Definitief afgesloten;Afgesloten;21-4-2015 16:02;Wegen, fiets- en voetpaden;Gebreken wegdek;Laan van Vollenhove;;Zeist Noord
160559;28-12-2015 15:50;Definitief afgesloten;Afgesloten;4-1-2016 15:50;Groen;Bomen;Prinses Marijkelaan;;Zeist Oost
136665;9-3-2015 13:25;Definitief afgesloten;Afgesloten;16-3-2015 13:25;Wegen, fiets- en voetpaden;Gebreken wegdek;Griffensteijnselaan;;Zeist West
132534;16-1-2015 16:09;Definitief afgesloten;Afgesloten;23-1-2015 16:09;Groen;Overig (Groen);De Brink;bruggetje bij gemaal;Zeist West
142372;27-5-2015 11:03;Definitief afgesloten;Afgesloten;3-6-2015 11:03;Wegen, fiets- en voetpaden;Gebreken wegdek;Nijenheim;;Zeist West
135064;17-2-2015 13:21;Definitief afgesloten;Afgesloten;24-2-2015 13:21;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Waterigeweg;;Zeist Centrum
161005;31-12-2015 13:18;Voorlopig afgesloten;Afgehandeld;7-1-2016 13:18;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Ds. Nahuyslaan;;Zeist Noord
133540;29-1-2015 14:42;Definitief afgesloten;Afgesloten;30-1-2015 14:42;Afvalinzameling en milieu;Afvaldumping;Crosestein;;Zeist West
148010;13-8-2015 17:05;Definitief afgesloten;Afgesloten;13-8-2015 17:05;Groen;Bomen;Warande;173;Zeist Noord
137525;18-3-2015 20:02;Lopend;In behandeling;25-3-2015 20:02;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Dr. H. Colijnlaan;;Zeist Noord
144795;25-6-2015 12:05;Definitief afgesloten;Afgesloten;26-6-2015 12:05;Afvalinzameling en milieu;Afvaldumping;Noordweg;noordweg 1;Zeist West
132580;19-1-2015 11:09;Definitief afgesloten;Afgesloten;26-1-2015 11:09;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Crosestein;in trottoir langs verdiept parkeerterrein;Zeist West
160558;28-12-2015 15:47;Definitief afgesloten;Afgesloten;4-1-2016 15:47;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
132535;16-1-2015 16:11;Definitief afgesloten;Afgesloten;23-1-2015 16:11;Straatmeubilair;Overig (Straatmeubilair);Weteringlaan;bushalte couwenhoven 90;Zeist West
141641;15-5-2015 8:28;Definitief afgesloten;Afgesloten;22-5-2015 8:28;Groen;Struiken;Brugakker;;Zeist West
138247;27-3-2015 9:10;Definitief afgesloten;Afgesloten;3-4-2015 10:10;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Brugakker;;Zeist West
137271;16-3-2015 11:43;Definitief afgesloten;Afgesloten;23-3-2015 11:43;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Vestdijklaan;;Zeist Noord
132531;16-1-2015 16:02;Definitief afgesloten;Afgesloten;23-1-2015 16:02;Straatmeubilair;Paaltjes;Oirschotlaan;t.o basischool nijenkroost;Zeist Noord
154618;17-11-2015 9:25;Definitief afgesloten;Afgesloten;24-11-2015 9:25;Verlichting;Lamp defect;Zeyster Zand;3271 0005;Zeist Noord
160554;28-12-2015 15:37;Definitief afgesloten;Afgesloten;4-1-2016 15:37;Straatmeubilair;Overig (Straatmeubilair);Thorbeckelaan;;Zeist Noord
145117;30-6-2015 18:49;Definitief afgesloten;Afgesloten;7-7-2015 18:49;Groen;Bomen;Brugakker;;Zeist West
136341;4-3-2015 14:30;Voorlopig afgesloten;Afgehandeld;11-3-2015 14:30;Verlichting;Lamp defect;Nelson Mandelalaan;niet aankomen;Zeist Centrum
139776;17-4-2015 11:31;Definitief afgesloten;Afgesloten;24-4-2015 11:31;Verlichting;Lamp defect;Stalhouderij;;Zeist Centrum
155045;20-11-2015 10:03;Definitief afgesloten;Afgesloten;27-11-2015 10:03;Speel- en sportvoorzieningen;Sportvelden;Jan Thijssenlaan;;Zeist Noord
150021;11-9-2015 8:30;Voorlopig afgesloten;Afgehandeld;18-9-2015 8:30;Afvalinzameling en milieu;Zwerfvuil;Titus Brandsmalaan;;Zeist Noord
148873;26-8-2015 16:14;Definitief afgesloten;Afgesloten;2-9-2015 16:14;Handhaving;Fietsoverlast en wrakken;Oranjerie;;Zeist Centrum
142069;20-5-2015 15:34;Definitief afgesloten;Afgesloten;21-5-2015 15:34;Riolering;Gemalen;Jan Thijssenlaan;;Zeist Noord
141841;18-5-2015 15:24;Definitief afgesloten;Afgesloten;25-5-2015 15:24;Afvalinzameling en milieu;Klacht afvalinzameling;Het Rond;;Zeist Centrum
140030;22-4-2015 11:44;Definitief afgesloten;Afgesloten;29-4-2015 11:44;Handhaving;Gevonden fietsen;Rondenburglaan;TEST;
135185;19-2-2015 8:52;Definitief afgesloten;Afgesloten;26-2-2015 8:52;Handhaving;Gevonden fietsen;Fazantenplein;;Zeist West
134197;5-2-2015 10:03;Definitief afgesloten;Afgesloten;12-2-2015 10:03;Riolering;Dierenoverlast;Nelson Mandelalaan;;Zeist Centrum
132219;14-1-2015 9:05;Definitief afgesloten;Afgesloten;21-1-2015 9:05;Verlichting;Lamp defect;De Heuvel;plein test;Zeist Centrum
131359;2-1-2015 16:45;Definitief afgesloten;Afgesloten;9-1-2015 16:45;Riolering;;Stuivingastraat;;Zeist Centrum
150262;16-9-2015 10:32;Definitief afgesloten;Afgesloten;23-9-2015 10:32;Handhaving;Overig (Handhaving);Van der Heijdenlaan;;Zeist Noord
146281;17-7-2015 12:05;Definitief afgesloten;Afgesloten;24-7-2015 12:05;Groen;Bomen;Tolhuislaan;nummer 8;Den Dolder e.o.
143629;10-6-2015 15:42;Definitief afgesloten;Afgesloten;11-6-2015 15:42;Afvalinzameling en milieu;Afvaldumping;Prof. Aalberselaan;;Zeist Noord
133323;15-1-2015 7:00;Definitief afgesloten;Afgesloten;22-1-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Paltzerweg;;Den Dolder e.o.
136726;10-3-2015 8:38;Definitief afgesloten;Afgesloten;17-3-2015 8:38;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Paltzerweg;;Den Dolder e.o.
132961;22-1-2015 10:44;Definitief afgesloten;Afgesloten;29-1-2015 10:44;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Burg. Patijnlaan;;Zeist Noord
146797;25-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Groen;Bomen;Oranje Nassaulaan;33;Zeist Oost
146369;19-7-2015 7:00;Definitief afgesloten;Afgesloten;27-7-2015 7:00;Wegen, fiets- en voetpaden;Gebreken wegdek;Oranje Nassaulaan;nr. 25;Zeist Oost
149045;31-8-2015 9:37;Definitief afgesloten;Afgesloten;7-9-2015 9:37;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Oirschotlaan;;Zeist Noord
135263;16-2-2015 7:00;Definitief afgesloten;Afgesloten;23-2-2015 7:00;Straatmeubilair;Verkeers-/ straatnaambord;Oirschotlaan;huisnummer 11-13;Zeist Noord
133084;26-1-2015 9:39;Definitief afgesloten;Afgesloten;2-2-2015 9:39;Verlichting;Lamp defect;Odijkerweg;23210012;Zeist Oost
145467;7-7-2015 10:36;Definitief afgesloten;Afgesloten;8-7-2015 10:36;Afvalinzameling en milieu;Afvaldumping;Jagerlaan;;Zeist Centrum
132821;21-1-2015 9:30;Definitief afgesloten;Afgesloten;28-1-2015 9:30;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Noordweg;;Zeist West
148043;14-8-2015 9:29;Definitief afgesloten;Afgesloten;21-8-2015 9:29;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Nepveulaan;;Zeist Noord
135658;24-2-2015 9:25;Definitief afgesloten;Afgesloten;25-2-2015 9:25;Afvalinzameling en milieu;Afvaldumping;Crosestein;;Zeist West
140461;28-4-2015 9:58;Definitief afgesloten;Afgesloten;5-5-2015 9:58;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Javalaan;;Zeist Noord
138657;31-3-2015 15:58;Definitief afgesloten;Afgesloten;1-4-2015 15:58;Afvalinzameling en milieu;Afvaldumping;Graaf Adolflaan;;Zeist Oost
132716;20-1-2015 9:21;Definitief afgesloten;Afgesloten;27-1-2015 9:21;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Ernst Casimirlaan;;Zeist Oost
141216;8-5-2015 8:20;Definitief afgesloten;Afgesloten;15-5-2015 8:20;Handhaving;Overlast jeugd;Nijenheim;;Zeist West
150764;23-9-2015 13:54;Definitief afgesloten;Afgesloten;30-9-2015 13:54;Handhaving;"Aanhanger; caravan; keetwagen";Nijenheim;;Zeist West
133374;28-1-2015 13:47;Definitief afgesloten;Afgesloten;4-2-2015 13:47;Verlichting;Lamp defect;Koppelweg;Koppelweg 12;Zeist West
136045;27-2-2015 12:04;Definitief afgesloten;Afgesloten;6-3-2015 12:04;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Stationsplein Zeist;;Zeist Oost
152900;26-10-2015 11:40;Definitief afgesloten;Afgesloten;2-11-2015 11:40;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Prinses Margrietlaan;;Zeist Oost
151659;6-10-2015 14:48;Definitief afgesloten;Afgesloten;13-10-2015 14:48;Handhaving;"Aanhanger; caravan; keetwagen";Ariënslaan;hoek met talmalaan;Zeist Noord
139321;13-4-2015 9:07;Definitief afgesloten;Afgesloten;20-4-2015 9:07;Verlichting;Overig (verlichting);Jan Willem Frisolaan;?;Zeist Oost
142084;20-5-2015 16:52;Definitief afgesloten;Afgesloten;27-5-2015 16:52;Groen;Gras;Nijenheim;90 flat;Zeist West
156450;1-12-2015 7:00;Voorlopig afgesloten;Afgehandeld;8-12-2015 7:00;Riolering;Verstopping straatkolk;Dalweg;Dalweg 3A/ 3B;Zeist Centrum
132570;19-1-2015 10:35;Definitief afgesloten;Afgesloten;20-1-2015 10:35;Afvalinzameling en milieu;Afvaldumping;Crosestein;;Zeist West
147147;30-7-2015 7:00;Definitief afgesloten;Afgesloten;6-8-2015 7:00;Groen;Bomen;Crosestein;Ter hoogte van Crosestein 3308;Zeist West
141290;8-5-2015 12:50;Definitief afgesloten;Afgesloten;15-5-2015 12:50;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Crosestein;;Zeist West
134007;3-2-2015 11:57;Definitief afgesloten;Afgesloten;10-2-2015 11:57;Verlichting;Lamp defect;Couwenhoven;9018 en 9020;Zeist West
148061;14-8-2015 7:00;Definitief afgesloten;Afgesloten;21-8-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Burg. Patijnlaan;;Zeist Noord
144568;23-6-2015 10:38;Definitief afgesloten;Afgesloten;24-6-2015 10:38;Afvalinzameling en milieu;Afvaldumping;Brugakker;;Zeist West
143657;11-6-2015 10:22;Definitief afgesloten;Afgesloten;12-6-2015 10:22;Afvalinzameling en milieu;Afvaldumping;Brugakker;;Zeist West
145144;1-7-2015 10:53;Definitief afgesloten;Afgesloten;8-7-2015 10:53;Handhaving;Overig (Handhaving);Brugakker;;Zeist West
131414;5-1-2015 13:23;Definitief afgesloten;Afgesloten;6-1-2015 13:23;Afvalinzameling en milieu;Afvaldumping;Brugakker;ondergrondsecontainer;Zeist West
145906;13-7-2015 10:50;Definitief afgesloten;Afgesloten;14-7-2015 10:50;Afvalinzameling en milieu;Afvaldumping;Brugakker;;Zeist West
135748;24-2-2015 15:53;Definitief afgesloten;Afgesloten;3-3-2015 15:53;Dieren;Overig (Dieren);Brugakker;;Zeist West
131443;5-1-2015 15:06;Definitief afgesloten;Afgesloten;12-1-2015 15:06;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Nijenheim;;Zeist West
143429;9-6-2015 9:16;Definitief afgesloten;Afgesloten;16-6-2015 9:16;Handhaving;"Aanhanger; caravan; keetwagen";Beukbergenlaan;op de parkeerplaats;Den Dolder e.o.
146078;15-7-2015 9:07;Definitief afgesloten;Afgesloten;22-7-2015 9:07;Groen;Struiken;Ter Braaklaan;;Zeist Noord
141642;15-5-2015 8:30;Definitief afgesloten;Afgesloten;22-5-2015 8:30;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Brugakker;;Zeist West
141278;8-5-2015 11:34;Definitief afgesloten;Afgesloten;15-5-2015 11:34;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Burg. Patijnlaan;;Zeist Noord
142306;26-5-2015 14:29;Definitief afgesloten;Afgesloten;2-6-2015 14:29;Groen;Struiken;Sophialaan;;Zeist Oost
146274;17-7-2015 11:15;Definitief afgesloten;Afgesloten;24-7-2015 11:15;Groen;Onkruid;Waterlooweg;t.o. nr 73 in het bos;Zeist Oost
145039;30-6-2015 10:09;Definitief afgesloten;Afgesloten;7-7-2015 10:09;Groen;Onkruid;Wallenburg;21;Zeist Centrum
149722;9-9-2015 8:18;Definitief afgesloten;Afgesloten;16-9-2015 8:18;Handhaving;"Aanhanger; caravan; keetwagen";Saturnushof;;Den Dolder e.o.
143980;16-6-2015 10:44;Definitief afgesloten;Afgesloten;23-6-2015 10:44;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Brugakker;;Zeist West
160269;24-12-2015 9:13;Definitief afgesloten;Afgesloten;31-12-2015 9:13;Handhaving;"Aanhanger; caravan; keetwagen";Jozef Israëlslaan;7;Den Dolder e.o.
151449;5-10-2015 9:27;Definitief afgesloten;Afgesloten;12-10-2015 9:27;Verlichting;Lamp defect;Platolaan;2521-0022;Zeist Centrum
149643;8-9-2015 10:12;Definitief afgesloten;Afgesloten;15-9-2015 10:12;Groen;Bomen;Kerkweg;;Zeist Centrum
153855;6-11-2015 15:23;Definitief afgesloten;Afgesloten;13-11-2015 15:23;Verlichting;Lamp defect;Woudenbergseweg;;Zeist Centrum
151769;7-10-2015 14:54;Definitief afgesloten;Afgesloten;14-10-2015 14:54;Groen;Struiken;Ter Braaklaan;Tussen 2a en 8a;Zeist Noord
143811;12-6-2015 15:36;Definitief afgesloten;Afgesloten;19-6-2015 15:36;Straatmeubilair;Paaltjes;Zeyster Zand;;Zeist Noord
134603;10-2-2015 16:09;Nieuw via KCC;Ontvangen;11-2-2015 16:09;Riolering;Putdeksel;Noordweg;;Zeist West
139323;7-4-2015 7:00;Definitief afgesloten;Afgesloten;14-4-2015 7:00;Groen;Bomen;Laan van Vollenhove;naast bushokje montessoriflat;Zeist Noord
144158;18-6-2015 11:16;Definitief afgesloten;Afgesloten;19-6-2015 11:16;Afvalinzameling en milieu;Afvaldumping;Nijenheim;tegenover de Koppeling;Zeist West
145140;1-7-2015 10:46;Definitief afgesloten;Afgesloten;2-7-2015 10:46;Afvalinzameling en milieu;Afvaldumping;De Clomp;;Zeist West
147777;10-8-2015 16:50;Definitief afgesloten;Afgesloten;17-8-2015 16:50;Afvalinzameling en milieu;Overig (afvalinzameling en milieu);De Clomp;;Zeist West
141991;20-5-2015 10:20;Definitief afgesloten;Afgesloten;21-5-2015 10:20;Afvalinzameling en milieu;Afvaldumping;De Clomp;Ondergrondse container tegenover de grote koppel;Zeist West
147775;10-8-2015 16:46;Definitief afgesloten;Afgesloten;17-8-2015 16:46;Afvalinzameling en milieu;Zwerfvuil;De Clomp;;Zeist West
159312;18-12-2015 9:53;Definitief afgesloten;Afgesloten;25-12-2015 9:53;Verlichting;Lamp defect;De Brink;;Zeist West
151489;2-10-2015 7:00;Definitief afgesloten;Afgesloten;9-10-2015 7:00;Groen;Struiken;Crosestein;bij de parkeerplaats;Zeist West
151308;30-9-2015 7:00;Definitief afgesloten;Afgesloten;7-10-2015 7:00;Groen;Bomen;Crosestein;;Zeist West
140976;4-5-2015 14:58;Definitief afgesloten;Afgesloten;11-5-2015 14:58;Groen;Overig (Groen);Crosestein;;Zeist West
134921;13-2-2015 16:05;Definitief afgesloten;Afgesloten;16-2-2015 16:05;Afvalinzameling en milieu;Afvaldumping;Crosestein;;Zeist West
134884;13-2-2015 12:35;Definitief afgesloten;Afgesloten;16-2-2015 12:35;Afvalinzameling en milieu;Afvaldumping;Crosestein;;Zeist West
144266;19-6-2015 9:30;Definitief afgesloten;Afgesloten;26-6-2015 9:30;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Cronjélaan;80-82;Zeist Centrum
141644;15-5-2015 8:37;Definitief afgesloten;Afgesloten;22-5-2015 8:37;Groen;Bomen;Brugakker;;Zeist West
150010;10-9-2015 16:09;Definitief afgesloten;Afgesloten;17-9-2015 16:09;Groen;Gras;Willem Pijperplein;;Zeist Centrum
148929;27-8-2015 14:06;Definitief afgesloten;Afgesloten;3-9-2015 14:06;Groen;Overig (Groen);Willem Pijperlaan;;Zeist Centrum
137351;16-3-2015 15:51;Definitief afgesloten;Afgesloten;23-3-2015 15:51;Afvalinzameling en milieu;Overig (afvalinzameling en milieu);De Clomp;;Zeist West
