Identificatie;Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
148165;17-8-2015 10:50;Definitief afgesloten;Afgesloten;18-8-2015 10:50;Riolering;Verstopping huisaansluiting;Brugakker;;Zeist West
135069;17-2-2015 13:40;Definitief afgesloten;Afgesloten;18-2-2015 13:40;Riolering;Putdeksel;Nijenheim;;Zeist West
141691;15-5-2015 13:43;Definitief afgesloten;Afgesloten;22-5-2015 13:43;Wegen, fiets- en voetpaden;Gebreken wegdek;Dassenlaan;;Den Dolder e.o.
158281;14-12-2015 13:40;Definitief afgesloten;Afgesloten;15-12-2015 13:40;Riolering;Putdeksel;Acacialaan;;Zeist Centrum
135170;18-2-2015 15:58;Definitief afgesloten;Afgesloten;19-2-2015 15:58;Riolering;Putdeksel;Griffensteijnselaan;thv afslag koppelweg;Zeist West
131480;6-1-2015 7:58;Definitief afgesloten;Afgesloten;7-1-2015 7:58;Riolering;Putdeksel;Oude Arnhemseweg;berm fietspad Altrecht;Zeist Centrum
132000;7-1-2015 7:00;Definitief afgesloten;Afgesloten;14-1-2015 7:00;Riolering;Verstopping straatkolk;Potgieterlaan;Kruising Potgieterlaan en Bergweg.;Zeist Centrum
133104;15-1-2015 7:00;Definitief afgesloten;Afgesloten;22-1-2015 7:00;Riolering;Verstopping straatkolk;Gerolaan;nr. 51;Zeist Centrum
155238;23-11-2015 14:26;Voorlopig afgesloten;Afgehandeld;30-11-2015 14:26;Riolering;Verstopping straatkolk;Egelinglaan;t.o. 22;Zeist Noord
148782;25-8-2015 15:44;Definitief afgesloten;Afgesloten;1-9-2015 15:44;Riolering;Verstopping straatkolk;Mr. H. Marsmanstraat;;Zeist Centrum
141056;6-5-2015 14:01;Definitief afgesloten;Afgesloten;13-5-2015 14:01;Riolering;Overig (Riolering);De Wetlaan;Wetlaan 76;Zeist Centrum
150361;17-9-2015 10:50;Definitief afgesloten;Afgesloten;24-9-2015 10:50;Handhaving;Parkeren;Crosestein;In de straat Crosestein 3320;Zeist West
150352;17-9-2015 7:00;Definitief afgesloten;Afgesloten;24-9-2015 7:00;Riolering;Verstopping straatkolk;Crosestein;recht achter Crosestein 3316;Zeist West
154999;19-11-2015 15:40;Voorlopig afgesloten;Afgehandeld;26-11-2015 15:40;Riolering;Verstopping straatkolk;Nijenheim;achter de schuur;Zeist West
152991;27-10-2015 11:16;Voorlopig afgesloten;Afgehandeld;3-11-2015 11:16;Riolering;Verstopping straatkolk;Tulpstraat;;Zeist Centrum
150819;22-9-2015 7:00;Definitief afgesloten;Afgesloten;29-9-2015 7:00;Handhaving;Overig (Handhaving);Kerkweg;nr. 3;Zeist Centrum
156524;3-12-2015 11:22;Definitief afgesloten;Afgesloten;10-12-2015 11:22;Straatmeubilair;Overig (Straatmeubilair);Jan Luykenlaantje;;Zeist Noord
131375;5-1-2015 10:23;Definitief afgesloten;Afgesloten;12-1-2015 10:23;Straatmeubilair;Overig (Straatmeubilair);Roemer Visscherlaan;;Zeist Noord
161014;31-12-2015 13:40;Definitief afgesloten;Afgesloten;1-1-2016 13:40;Afvalinzameling en milieu;Volle prullenbakken;Berkenlaan;Berkenlaan ;Zeist Centrum
147127;29-7-2015 15:44;Definitief afgesloten;Afgesloten;30-7-2015 15:44;Afvalinzameling en milieu;Volle prullenbakken;Weteringlaan;bushalte de Klomp;Zeist West
133209;27-1-2015 12:32;Definitief afgesloten;Afgesloten;3-2-2015 12:32;Straatmeubilair;Overig (Straatmeubilair);Paduaweg;;Den Dolder e.o.
159857;21-12-2015 7:00;Definitief afgesloten;Afgesloten;22-12-2015 7:00;Afvalinzameling en milieu;Afvaldumping;Promenade;;Zeist Centrum
135342;19-2-2015 15:54;Definitief afgesloten;Afgesloten;26-2-2015 15:54;Groen;Bomen;Achterheuvel;;Zeist Centrum
133369;28-1-2015 13:29;Definitief afgesloten;Afgesloten;4-2-2015 13:29;Afvalinzameling en milieu;Bladoverlast;Prof. Lorentzlaan;Prof. Lorentzlaan;Zeist Centrum
160601;28-12-2015 7:00;Definitief afgesloten;Afgesloten;4-1-2016 7:00;Verlichting;Lamp defect;Schaerweijdelaan;;Zeist Centrum
153006;26-10-2015 7:00;Definitief afgesloten;Afgesloten;2-11-2015 7:00;Groen;Bomen;Prinses Marijkelaan;In het plantsoen bij de Marijkeflat;Zeist Oost
132250;14-1-2015 10:51;Definitief afgesloten;Afgesloten;21-1-2015 10:51;Wegen, fiets- en voetpaden;Gebreken wegdek;Prinses Marijkelaan;Prinses Marijkelaan 21 en 23;Zeist Oost
133418;28-1-2015 16:31;Definitief afgesloten;Afgesloten;28-1-2015 16:31;Afvalinzameling en milieu;Afvaldumping;Prinses Marijkelaan;Tussen parkeergarage en huis;Zeist Oost
147072;29-7-2015 9:41;Definitief afgesloten;Afgesloten;5-8-2015 9:41;Groen;Bomen;Prinses Marijkelaan;;Zeist Oost
144717;24-6-2015 13:45;Definitief afgesloten;Afgesloten;1-7-2015 13:45;Verlichting;Lamp defect;Prinses Margrietlaan;Prinses Margrietlaan;Zeist Oost
144792;25-6-2015 11:55;Definitief afgesloten;Afgesloten;26-6-2015 11:55;Afvalinzameling en milieu;Afvaldumping;Prinses Margrietlaan;;Zeist Oost
157609;6-12-2015 7:00;Definitief afgesloten;Afgesloten;14-12-2015 7:00;Verlichting;Lamp defect;Prinses Margrietlaan;;Zeist Oost
156373;2-12-2015 14:15;Definitief afgesloten;Afgesloten;3-12-2015 14:15;Verlichting;Afdekplaatje weg/kapot;Prinses Margrietlaan;;Zeist Oost
148645;21-8-2015 7:00;Definitief afgesloten;Afgesloten;28-8-2015 7:00;Groen;Bomen;Prins Hendriklaan;;Zeist Centrum
146776;27-7-2015 9:51;Definitief afgesloten;Afgesloten;28-7-2015 9:51;Afvalinzameling en milieu;Afvaldumping;Prins Bernhardlaan;Boskamp;Zeist Oost
150649;18-9-2015 7:00;Definitief afgesloten;Afgesloten;25-9-2015 7:00;Afvalinzameling en milieu;Overig (afvalinzameling en milieu);Prins Alexanderweg;;Den Dolder e.o.
144068;17-6-2015 13:16;Definitief afgesloten;Afgesloten;24-6-2015 13:16;Groen;Struiken;Nijenheim;achter Nijenheim 60;Zeist West
145556;8-7-2015 10:09;Definitief afgesloten;Afgesloten;15-7-2015 10:09;Groen;Bomen;De Wetlaan;;Zeist Centrum
156821;4-12-2015 12:19;Voorlopig afgesloten;Afgehandeld;11-12-2015 12:19;Riolering;Overig (Riolering);Oirschotlaan;;Zeist Noord
146168;16-7-2015 9:41;Definitief afgesloten;Afgesloten;17-7-2015 9:41;Afvalinzameling en milieu;Afvaldumping;Vijverhof;aan de autokant op het gras;Den Dolder e.o.
148116;14-8-2015 13:15;Definitief afgesloten;Afgesloten;21-8-2015 13:15;Riolering;Overig (Riolering);Mesdaglaan;;
151445;5-10-2015 9:23;Definitief afgesloten;Afgesloten;6-10-2015 9:23;Riolering;Gemalen;Dennenweg;thv dennenweg 20;Den Dolder e.o.
134708;12-2-2015 8:38;Definitief afgesloten;Afgesloten;13-2-2015 8:38;Riolering;Gemalen;Soestdijkerweg;Soestdijkerweg 8A;Den Dolder e.o.
148810;26-8-2015 10:28;Definitief afgesloten;Afgesloten;27-8-2015 10:28;Riolering;Gemalen;Dennenweg;;Den Dolder e.o.
131496;6-1-2015 9:49;Definitief afgesloten;Afgesloten;7-1-2015 9:49;Riolering;Gemalen;Zusterplein;achter zusterplein 20;Zeist Centrum
158923;16-12-2015 16:36;Voorlopig afgesloten;Afgehandeld;23-12-2015 16:36;Riolering;Overig (Riolering);Rembrandtlaan;C;Den Dolder e.o.
142186;22-5-2015 8:50;Definitief afgesloten;Afgesloten;25-5-2015 8:50;Riolering;Gemalen;Sparrenlaan;Sparrenlaan 13;Den Dolder e.o.
144960;29-6-2015 14:17;Definitief afgesloten;Afgesloten;30-6-2015 14:17;Handhaving;Gebruik alcohol openbare weg;Krakelingweg;Politiehondenvereniging VOG Krakelingweg;Zeist Centrum
139239;10-4-2015 10:19;Definitief afgesloten;Afgesloten;17-4-2015 10:19;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Jagerlaan;;Zeist Centrum
156003;1-12-2015 10:16;Definitief afgesloten;Afgesloten;8-12-2015 10:16;Handhaving;Gevonden fietsen;Bilderdijklaan;hoek oude arnhemseweg (bij de Kerk);Zeist Noord
139191;9-4-2015 15:47;Definitief afgesloten;Afgesloten;16-4-2015 15:47;Afvalinzameling en milieu;Klacht afvalinzameling;Sophialaan;Sophialaan en Prinses Marijkelaan;Zeist Oost
154997;19-11-2015 15:32;Definitief afgesloten;Afgesloten;26-11-2015 15:32;Groen;Overig (Groen);Crosestein;;Zeist West
157650;7-12-2015 7:00;Voorlopig afgesloten;Afgehandeld;14-12-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Platolaan;;Zeist Centrum
132096;13-1-2015 8:28;Definitief afgesloten;Afgesloten;14-1-2015 8:28;Afvalinzameling en milieu;Afvaldumping;Oude Arnhemseweg;;Zeist Centrum
153613;4-11-2015 12:23;Voorlopig afgesloten;Afgehandeld;11-11-2015 12:23;Riolering;Overig (Riolering);Dahliastraat;Naast woning 23;Zeist Centrum
161038;31-12-2015 14:20;Voorlopig afgesloten;Afgehandeld;7-1-2016 14:20;Wegen, fiets- en voetpaden;Gebreken wegdek;Lisztplein;;Zeist Noord
149460;4-9-2015 11:14;Definitief afgesloten;Afgesloten;7-9-2015 11:14;Afvalinzameling en milieu;Afvaldumping;Joost van den Vondellaan;;Zeist Noord
143982;16-6-2015 10:49;Definitief afgesloten;Afgesloten;23-6-2015 10:49;Dieren;Overig (Dieren);Couwenhoven;;Zeist West
145592;8-7-2015 12:41;Definitief afgesloten;Afgesloten;15-7-2015 12:41;Handhaving;Overig (Handhaving);Johan v Oldenbarneveltln;omgeving jumbo;Zeist Noord
145131;1-7-2015 9:52;Definitief afgesloten;Afgesloten;8-7-2015 9:52;Handhaving;Parkeren;Berkenlaan;;Zeist Centrum
144278;19-6-2015 10:10;Definitief afgesloten;Afgesloten;22-6-2015 10:10;Riolering;Putdeksel;P.C. Hooftlaan;nummer 39;Zeist Noord
139778;17-4-2015 12:08;Definitief afgesloten;Afgesloten;24-4-2015 12:08;Groen;Overig (Groen);Prinses Margrietlaan;groen buiten bij huisnummer 420;Zeist Oost
155026;20-11-2015 8:29;Definitief afgesloten;Afgesloten;27-11-2015 8:29;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Jan Luykenlaantje;;Zeist Noord
140993;4-5-2015 16:28;Definitief afgesloten;Afgesloten;11-5-2015 16:28;Handhaving;Parkeren;Parmentiersvak;32 t/m 44;Zeist Noord
139402;13-4-2015 15:35;Definitief afgesloten;Afgesloten;20-4-2015 15:35;Handhaving;Parkeren;Boulevard;Ventweg boulevard;Zeist Centrum
145336;3-7-2015 15:32;Definitief afgesloten;Afgesloten;10-7-2015 15:32;Handhaving;Parkeren;Antonlaan;;Zeist Centrum
132232;14-1-2015 9:40;Definitief afgesloten;Afgesloten;21-1-2015 9:40;Handhaving;Parkeren;Van Reenenweg;Van Reenenweg;Zeist Centrum
160228;23-12-2015 15:57;Definitief afgesloten;Afgesloten;30-12-2015 15:57;Handhaving;Parkeren;Weideweg;;Zeist Oost
141457;12-5-2015 13:29;Definitief afgesloten;Afgesloten;19-5-2015 13:29;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Crosestein;;Zeist West
141462;12-5-2015 13:42;Definitief afgesloten;Afgesloten;19-5-2015 13:42;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Brugakker;;Zeist West
146781;26-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Groen;Bomen;Albert C. Kerkhofflaan;parkeerterrein A.C.Kerkhofflaan;Zeist Noord
156827;4-12-2015 12:28;Definitief afgesloten;Afgesloten;11-12-2015 12:28;Wegen, fiets- en voetpaden;Gebreken wegdek;Jacob van Lenneplaan;;Zeist Centrum
143507;8-6-2015 7:00;Definitief afgesloten;Afgesloten;15-6-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Brugakker;parkeerplaatsen bij 1625;Zeist West
147985;13-8-2015 14:28;Definitief afgesloten;Afgesloten;20-8-2015 14:28;Afvalinzameling en milieu;Straat vegen;Middellaan;;Zeist Centrum
149623;8-9-2015 8:14;Definitief afgesloten;Afgesloten;15-9-2015 8:14;Riolering;Verstopping straatkolk;Nepveulaan;;Zeist Noord
138260;23-3-2015 7:00;Definitief afgesloten;Afgesloten;30-3-2015 8:00;Afvalinzameling en milieu;Zwerfvuil;Laan van Vollenhove;parkeerplaats korte zijde;Zeist Noord
147364;3-8-2015 7:00;Definitief afgesloten;Afgesloten;4-8-2015 7:00;Afvalinzameling en milieu;Afvaldumping;Dijnselburgerlaan;parkeerplaats bij de GAMMA;Zeist Noord
155878;30-11-2015 7:00;Definitief afgesloten;Afgesloten;7-12-2015 7:00;Verlichting;Overig (verlichting);Johannes van Duurenlaan;"parkeerplaats bij station Den Dolder;";Den Dolder e.o.
143315;4-6-2015 7:00;Definitief afgesloten;Afgesloten;11-6-2015 7:00;Handhaving;Parkeren;Parmentiersvak;t/m Parmentiersvak 44;Zeist Noord
131367;5-1-2015 9:59;Definitief afgesloten;Afgesloten;12-1-2015 9:59;Handhaving;Parkeren;Crosestein;;Zeist West
135990;26-2-2015 15:54;Definitief afgesloten;Afgesloten;5-3-2015 15:54;Verlichting;Lamp defect;Laan van Vollenhove;TVI-CS3-12-0196;Zeist Noord
133018;22-1-2015 19:39;Definitief afgesloten;Afgesloten;29-1-2015 19:39;Handhaving;Parkeren;De la Reylaan;;Zeist Centrum
146141;15-7-2015 15:28;Definitief afgesloten;Afgesloten;22-7-2015 15:28;Groen;Gras;Pleineslaan;park pleineslaan;Den Dolder e.o.
160555;28-12-2015 15:40;Definitief afgesloten;Afgesloten;4-1-2016 15:40;Straatmeubilair;Overig (Straatmeubilair);Laan van Vollenhove;;Zeist Noord
160596;29-12-2015 9:32;Definitief afgesloten;Afgesloten;30-12-2015 9:32;Verlichting;Lichtmast gebroken/krom;Laan van Rijnwijk;1861-0009;Zeist Oost
159590;21-12-2015 10:32;Definitief afgesloten;Afgesloten;28-12-2015 10:32;Afvalinzameling en milieu;Klacht afvalinzameling;Meester Willemsenlaan;verzamelpunt Meester Willemsenlaan;Den Dolder e.o.
140897;1-5-2015 15:45;Definitief afgesloten;Afgesloten;4-5-2015 15:45;Afvalinzameling en milieu;Afvaldumping;Panweg;150 meter voorbij tankstation richting viaduct;Zeist Noord
145564;8-7-2015 10:29;Definitief afgesloten;Afgesloten;15-7-2015 10:29;Groen;Struiken;Johan v Oldenbarneveltln;;Zeist Noord
137236;16-3-2015 10:27;Definitief afgesloten;Afgesloten;23-3-2015 10:27;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Paltzerweg;212;Den Dolder e.o.
150271;16-9-2015 11:08;Definitief afgesloten;Afgesloten;23-9-2015 11:08;Handhaving;Overig (Handhaving);Korhoenlaan;;Zeist West
132263;14-1-2015 11:37;Definitief afgesloten;Afgesloten;21-1-2015 11:37;Groen;Bomen;Padvinderslaantje;Oranje Nassaulaan 75;Zeist Oost
145545;8-7-2015 9:32;Definitief afgesloten;Afgesloten;15-7-2015 9:32;Wegen, fiets- en voetpaden;Overlast onkruid op bestrating;Laan van Eikenstein;;Zeist Noord
140969;4-5-2015 14:26;Definitief afgesloten;Afgesloten;11-5-2015 14:26;Straatmeubilair;Paaltjes;Middellaan;Middellaan/Slotlaan;Zeist Centrum
151676;6-10-2015 16:33;Definitief afgesloten;Afgesloten;13-10-2015 16:33;Straatmeubilair;Paaltjes;Van Reenenweg;;Zeist Centrum
149724;9-9-2015 8:25;Definitief afgesloten;Afgesloten;16-9-2015 8:25;Straatmeubilair;Paaltjes;Arnoldus Stramroodlaan;;Zeist Noord
133623;30-1-2015 9:59;Definitief afgesloten;Afgesloten;6-2-2015 9:59;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Bisschopsweg;fietspad Schorteldoeksesteeg/Bisschopsweg hoek;Zeist West
151495;4-10-2015 7:00;Definitief afgesloten;Afgesloten;12-10-2015 7:00;Verlichting;Overig (verlichting);Kwikstaartlaan;1791 004;Zeist West
154348;10-11-2015 7:00;Definitief afgesloten;Afgesloten;17-11-2015 7:00;Straatmeubilair;Verkeers-/ straatnaambord;Willem Arntszlaan;;Den Dolder e.o.
137306;16-3-2015 13:35;Definitief afgesloten;Afgesloten;23-3-2015 13:35;Straatmeubilair;Verkeers-/ straatnaambord;Jacob Catslaan;;Zeist Noord
139495;14-4-2015 15:36;Definitief afgesloten;Afgesloten;21-4-2015 15:36;Straatmeubilair;Verkeers-/ straatnaambord;Nijenheim;;Zeist West
134497;9-2-2015 15:35;Definitief afgesloten;Afgesloten;16-2-2015 15:35;Straatmeubilair;Verkeers-/ straatnaambord;Brugakker;;Zeist West
139501;14-4-2015 15:49;Definitief afgesloten;Afgesloten;21-4-2015 15:49;Straatmeubilair;Verkeers-/ straatnaambord;De Clomp;;Zeist West
132879;21-1-2015 15:12;Definitief afgesloten;Afgesloten;28-1-2015 15:12;Straatmeubilair;Verkeers-/ straatnaambord;De Clomp;thv Nettorama;Zeist West
142639;29-5-2015 15:31;Definitief afgesloten;Afgesloten;5-6-2015 15:31;Straatmeubilair;Verkeers-/ straatnaambord;Oude Arnhemseweg;;Zeist Noord
148909;27-8-2015 12:07;Definitief afgesloten;Afgesloten;3-9-2015 12:07;Straatmeubilair;Verkeers-/ straatnaambord;Hogeweg;;
147010;28-7-2015 7:00;Definitief afgesloten;Afgesloten;4-8-2015 7:00;Straatmeubilair;Verkeers-/ straatnaambord;Slotlaan;Bruna op nr. 197;Zeist Centrum
133532;29-1-2015 13:59;Definitief afgesloten;Afgesloten;5-2-2015 13:59;Speel- en sportvoorzieningen;Overig (Speel- en sportvoorzieningen);De Clomp;de koppeling;Zeist West
151722;7-10-2015 11:40;Definitief afgesloten;Afgesloten;8-10-2015 11:40;Afvalinzameling en milieu;Afvaldumping;Warande;;Zeist Noord
136128;2-3-2015 12:35;Definitief afgesloten;Afgesloten;9-3-2015 12:35;Handhaving;Gevonden fietsen;Antonlaan;Antonlaan 600;Zeist Centrum
140259;21-4-2015 7:00;Definitief afgesloten;Afgesloten;28-4-2015 7:00;Handhaving;Overig (Handhaving);Slotlaan;;Zeist Centrum
160886;30-12-2015 14:23;Voorlopig afgesloten;Afgehandeld;6-1-2016 14:23;Groen;Onkruid;Couwenhoven;;Zeist West
149959;10-9-2015 11:25;Definitief afgesloten;Afgesloten;17-9-2015 11:25;Groen;Bomen;Kroostweg;;Zeist Noord
152870;26-10-2015 9:11;Definitief afgesloten;Afgesloten;2-11-2015 9:11;Handhaving;Overlast jeugd;De Heuvel;De Heuvel;Zeist Centrum
150020;11-9-2015 8:03;Definitief afgesloten;Afgesloten;18-9-2015 8:03;Groen;Bomen;Couwenhoven;;Zeist West
142318;26-5-2015 14:58;Definitief afgesloten;Afgesloten;2-6-2015 14:58;Groen;Bomen;Graaf Adolflaan;;Zeist Oost
147449;4-8-2015 7:00;Lopend;In behandeling;11-8-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Mercury;fietspad parallel aan de A28 van Ericaweg tot Kerklaan soesterberg;
141649;15-5-2015 8:57;Definitief afgesloten;Afgesloten;22-5-2015 8:57;Groen;Struiken;Ariënslaan;;Zeist Noord
161024;31-12-2015 13:59;Voorlopig afgesloten;Afgehandeld;7-1-2016 13:59;Groen;Struiken;Nijenheim;;Zeist West
142503;28-5-2015 13:46;Definitief afgesloten;Afgesloten;4-6-2015 13:46;Handhaving;Overlast jeugd;Waterlooweg;hoek waterlooweg/ oude postweg bij de bosrand;Zeist Oost
140893;1-5-2015 15:12;Definitief afgesloten;Afgesloten;8-5-2015 15:12;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Ernst Casimirlaan;;Zeist Oost
136907;11-3-2015 13:49;Definitief afgesloten;Afgesloten;20-3-2015 13:49;Dieren;Hondenpoep;Kritzingerlaan;;Zeist Centrum
141206;7-5-2015 16:34;Definitief afgesloten;Afgesloten;14-5-2015 16:34;Handhaving;Hondenoverlast;Kometenlaan;Kometenlaan;Den Dolder e.o.
139934;21-4-2015 9:21;Definitief afgesloten;Afgesloten;28-4-2015 9:21;Dieren;Dierenoverlast;Park Rodichem;vijvers;Den Dolder e.o.
144798;25-6-2015 12:10;Definitief afgesloten;Afgesloten;2-7-2015 12:10;Groen;Bomen;Paltzerweg;;Den Dolder e.o.
131567;2-1-2015 7:00;Definitief afgesloten;Afgesloten;9-1-2015 7:00;Groen;Bomen;Jan Meerdinklaan;;Zeist Centrum
138599;31-3-2015 14:14;Definitief afgesloten;Afgesloten;7-4-2015 14:14;Groen;Bomen;Duinweg;;Den Dolder e.o.
143541;9-6-2015 7:00;Definitief afgesloten;Afgesloten;16-6-2015 7:00;Groen;Bomen;Nijenheim;;Zeist West
146910;27-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Groen;Bomen;Waterhoenlaan;nummer 58;Zeist West
136425;5-3-2015 10:35;Definitief afgesloten;Afgesloten;12-3-2015 10:35;Groen;Overig (Groen);Arnhemse Bovenweg;;Zeist Oost
132223;14-1-2015 9:24;Definitief afgesloten;Afgesloten;21-1-2015 9:24;Groen;Struiken;Thorbeckelaan;parkeervakken langs thorbeckepark;Zeist Noord
147612;6-8-2015 18:05;Definitief afgesloten;Afgesloten;13-8-2015 18:05;Wegen, fiets- en voetpaden;Gebreken wegdek;Crosestein;;Zeist West
147610;6-8-2015 18:00;Nieuw via KCC;Ontvangen;13-8-2015 18:00;Wegen, fiets- en voetpaden;Gebreken wegdek;Crosestein;;Zeist West
151053;29-9-2015 8:34;Definitief afgesloten;Afgesloten;6-10-2015 8:34;Groen;Gras;Couwenhoven;dit geld voor HEEL ZEIST;Zeist West
149617;5-9-2015 7:00;Definitief afgesloten;Afgesloten;14-9-2015 7:00;Groen;Bomen;Tollenslaan;;Zeist Centrum
149467;4-9-2015 11:35;Definitief afgesloten;Afgesloten;11-9-2015 11:35;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Tilanuslaan;;Zeist Noord
153710;5-11-2015 9:07;Definitief afgesloten;Afgesloten;12-11-2015 9:07;Verlichting;Lamp defect;Oude Arnhemseweg;2391-0036;Zeist Noord
148700;25-8-2015 10:33;Definitief afgesloten;Afgesloten;26-8-2015 10:33;Afvalinzameling en milieu;Afvaldumping;Johannes Wierlaan;;Den Dolder e.o.
155235;23-11-2015 7:00;Definitief afgesloten;Afgesloten;30-11-2015 7:00;Verlichting;Lamp defect;Waterlooweg;24010059;Zeist Oost
154271;11-11-2015 19:44;Definitief afgesloten;Afgesloten;18-11-2015 19:44;Groen;Overig (Groen);Oude Arnhemseweg;;Zeist Centrum
142641;29-5-2015 15:47;Definitief afgesloten;Afgesloten;5-6-2015 15:47;Wegen, fiets- en voetpaden;Gebreken wegdek;Oude Arnhemseweg;;Zeist Noord
146942;28-7-2015 9:38;Definitief afgesloten;Afgesloten;4-8-2015 9:38;Groen;Bomen;Oude Arnhemseweg;;Zeist Noord
147684;7-8-2015 7:00;Definitief afgesloten;Afgesloten;14-8-2015 7:00;Groen;Bomen;Oude Arnhemseweg;nummer 259;Zeist Noord
157601;9-12-2015 13:52;Definitief afgesloten;Afgesloten;16-12-2015 13:52;Verlichting;Lamp defect;Oude Arnhemseweg;tegenover nr. 233;Zeist Noord
156958;7-12-2015 8:43;Definitief afgesloten;Afgesloten;14-12-2015 8:43;Verlichting;Lamp defect;Oude Arnhemseweg;;Zeist Centrum
152390;15-10-2015 7:00;Definitief afgesloten;Afgesloten;22-10-2015 7:00;Groen;Overig (Groen);Oranje Nassauplein;Vijvers;Zeist Oost
133280;19-1-2015 7:00;Definitief afgesloten;Afgesloten;26-1-2015 7:00;Groen;Gras;Oranje Nassauplein;;Zeist Oost
149063;28-8-2015 7:00;Definitief afgesloten;Afgesloten;4-9-2015 7:00;Groen;Overig (Groen);Oranje Nassaulaan;;Zeist Oost
149719;8-9-2015 19:01;Definitief afgesloten;Afgesloten;15-9-2015 19:01;Handhaving;Parkeren;Julianalaan;;Zeist Oost
160561;28-12-2015 15:52;Definitief afgesloten;Afgesloten;4-1-2016 15:52;Wegen, fiets- en voetpaden;Gebreken wegdek;Oranje Nassaulaan;;Zeist Oost
136852;11-3-2015 8:47;Definitief afgesloten;Afgesloten;18-3-2015 8:47;Verlichting;Overig (verlichting);Oranje Nassaulaan;oranje nassaulaan e.o.;Zeist Oost
142787;31-5-2015 7:00;Definitief afgesloten;Afgesloten;8-6-2015 7:00;Wegen, fiets- en voetpaden;Gebreken wegdek;Oranje Nassaulaan;;Zeist Oost
155032;19-11-2015 7:00;Lopend;In behandeling;26-11-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Oranje-Nassaulaan;;
158639;14-12-2015 7:00;Definitief afgesloten;Afgesloten;21-12-2015 7:00;Verlichting;Overig (verlichting);Oranje-Nassaulaan;;
132576;19-1-2015 11:04;Definitief afgesloten;Afgesloten;26-1-2015 11:04;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Van Renesselaan;net voorbij brievenbus richting gemeentewerf;Zeist West
142356;27-5-2015 9:47;Definitief afgesloten;Afgesloten;3-6-2015 9:47;Groen;Gras;De Brink;;Zeist West
147351;31-7-2015 7:00;Definitief afgesloten;Afgesloten;7-8-2015 7:00;Groen;Overig (Groen);Nepveulaan;;Zeist Noord
158725;16-12-2015 9:33;Definitief afgesloten;Afgesloten;23-12-2015 9:33;Verlichting;Lamp defect;Cornelis Vlotlaan;;Zeist Noord
148618;19-8-2015 7:00;Definitief afgesloten;Afgesloten;26-8-2015 7:00;Straatmeubilair;Verkeers-/ straatnaambord;Dokter J.C. Boswijklaan;;Den Dolder e.o.
155407;24-11-2015 7:00;Definitief afgesloten;Afgesloten;1-12-2015 7:00;Groen;Bomen;De Clomp;De trap van het winkel centrum de clomp;Zeist West
154806;18-11-2015 11:30;Definitief afgesloten;Afgesloten;25-11-2015 11:30;Groen;Overig (Groen);Noordweg;;Zeist West
141440;12-5-2015 11:39;Definitief afgesloten;Afgesloten;19-5-2015 11:39;Verlichting;Overig (verlichting);Laan van Vollenhove;hele straat;Zeist Noord
141336;11-5-2015 10:10;Definitief afgesloten;Afgesloten;18-5-2015 10:10;Verlichting;Overig (verlichting);Van Tetslaan;wijk Valckenbosch;Zeist Centrum
143939;15-6-2015 15:49;Definitief afgesloten;Afgesloten;22-6-2015 15:49;Verlichting;Overig (verlichting);Slotlaan;walkartpark;Zeist Centrum
132855;21-1-2015 12:08;Definitief afgesloten;Afgesloten;28-1-2015 12:08;Verlichting;Overig (verlichting);Nijenheim;;Zeist West
147304;3-8-2015 10:52;Definitief afgesloten;Afgesloten;10-8-2015 10:52;Afvalinzameling en milieu;Overig (afvalinzameling en milieu);Schermerslaan;Schermerslaan hoek Joost van de Vondellaan;Zeist Noord
139144;9-4-2015 11:53;Definitief afgesloten;Afgesloten;16-4-2015 11:53;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Slotlaan;versmalde stuk van de Woudenbergsegweg (vlak voor de kruising met de Choisyweg);Zeist Centrum
147134;30-7-2015 8:07;Definitief afgesloten;Afgesloten;6-8-2015 8:07;Groen;Bomen;Waterigeweg;;Zeist West
