Kenteken,Montagedatum,Demontagedatum,Soort toe te voegen object omschrijving,Merk object toegevoegd,Gasinstallatie tank inhoud,Merkcode toegevoegd object,Uitvoerings volgnr toegev obj,Classificatie toegevoegd obj,Montagedatum DT,Demontagedatum DT
00BLP2,0,0,Tachograaf,,,STOD,1076,,,
00BLP2,20181129,0,Tachograaf,SE5000,,( ),-1,,11/29/2018 12:00:00 AM,
00BLP5,0,0,Tachograaf,,,COAD,1130,,,
00BLP5,20181203,0,Tachograaf,SIEMENS VDO,,( ),-1,,12/03/2018 12:00:00 AM,
00BLP6,0,0,Tachograaf,,,COAD,1030,,,
00BLP6,20181203,0,Tachograaf,CONTINENTAL,,( ),-1,,12/03/2018 12:00:00 AM,
00BLP7,0,0,Tachograaf,,,STOD,1076,,,
00BLP7,20181220,0,Tachograaf,SE 5000,,( ),-1,,12/20/2018 12:00:00 AM,
00BLP7,20211126,0,Tachograaf,,,STOD,1076,,11/26/2021 12:00:00 AM,
00BLP8,0,0,Tachograaf,,,COAD,1030,,,
00BLP8,20181228,0,Tachograaf,CONTINENTAL,,( ),-1,,12/28/2018 12:00:00 AM,
00BLP9,0,0,Tachograaf,,,COAD,1030,,,
00BLP9,20190104,0,Tachograaf,CONTINENTAL,,( ),-1,,01/04/2019 12:00:00 AM,
00BLR1,0,0,Tachograaf,,,STOD,1076,,,
00BLR1,20181211,0,Tachograaf,STONERIDGE,,( ),-1,,12/11/2018 12:00:00 AM,
00BLR4,0,0,Tachograaf,,,STOD,1076,,,
00BLR4,20190221,0,Tachograaf,STONERIDGE,,( ),-1,,02/21/2019 12:00:00 AM,
00BLR5,0,0,Tachograaf,,,COAD,1030,,,
00BLR5,20190130,0,Tachograaf,CONTINENTAL,,( ),-1,,01/30/2019 12:00:00 AM,
00BLR6,0,0,Tachograaf,,,COAD,1030,,,
00BLR6,20181219,0,Tachograaf,CONTINENTAL1381,,( ),-1,,12/19/2018 12:00:00 AM,
00BLR7,0,0,Tachograaf,,,SIED,1012,,,
00BLR7,20190726,0,Tachograaf,,,COAD,1013,,07/26/2019 12:00:00 AM,
00BLR8,0,0,Tachograaf,,,COAD,1030,,,
00BLR8,20181220,0,Tachograaf,CNTINENTAL,,( ),-1,,12/20/2018 12:00:00 AM,
00BLR9,0,0,Tachograaf,,,COAD,1030,,,
00BLR9,20190107,0,Tachograaf,CONTINENTAL1381,,( ),-1,,01/07/2019 12:00:00 AM,
00BLS1,0,0,Tachograaf,,,STOD,1076,,,
00BLS1,20190104,0,Tachograaf,STONERIDGE,,( ),-1,,01/04/2019 12:00:00 AM,
00BLS2,0,0,Tachograaf,,,COAD,1030,,,
00BLS2,20190131,0,Tachograaf,CONTINENTAL,,( ),-1,,01/31/2019 12:00:00 AM,
00BLS3,0,0,Tachograaf,,,COAD,1030,,,
00BLS3,20190124,0,Tachograaf,CONTINENTAL,,( ),-1,,01/24/2019 12:00:00 AM,
00BLS4,0,0,Tachograaf,,,COAD,1030,,,
00BLS4,20190208,0,Tachograaf,VDO,,( ),-1,,02/08/2019 12:00:00 AM,
00BLS5,0,0,Tachograaf,,,STOD,1076,,,
00BLS5,20190117,0,Tachograaf,STONERIDGE,,( ),-1,,01/17/2019 12:00:00 AM,
00BLS6,0,0,Tachograaf,,,STOD,1076,,,
00BLS6,20181227,0,Tachograaf,SE9000,,( ),-1,,12/27/2018 12:00:00 AM,
00BLS7,0,0,Tachograaf,,,STOD,1076,,,
00BLS7,20190118,0,Tachograaf,SE 5000,,( ),-1,,01/18/2019 12:00:00 AM,
00BLS8,0,0,Tachograaf,,,COAD,1030,,,
00BLS8,20190103,0,Tachograaf,CONTINENTAL1381,,( ),-1,,01/03/2019 12:00:00 AM,
00BLS9,0,0,Tachograaf,,,COAD,1030,,,
00BLS9,20190208,0,Tachograaf,CONTINENTAL,,( ),-1,,02/08/2019 12:00:00 AM,
00BLT1,0,0,Tachograaf,,,COAD,1030,,,
00BLT1,20190110,0,Tachograaf,CONTINENTAL,,( ),-1,,01/10/2019 12:00:00 AM,
00BLT4,0,0,Tachograaf,,,STOD,1076,,,
00BLT4,20190129,0,Tachograaf,STONERIDGE,,( ),-1,,01/29/2019 12:00:00 AM,
00BLT5,0,0,Tachograaf,,,STOD,1076,,,
00BLT5,20190326,0,Tachograaf,SE 5000,,( ),-1,,03/26/2019 12:00:00 AM,
00BLT6,0,0,Tachograaf,,,COAD,1030,,,
00BLT6,20190122,0,Tachograaf,CONTINENTAL,,( ),-1,,01/22/2019 12:00:00 AM,
00BLT7,0,0,Tachograaf,,,COAD,1030,,,
00BLT7,20190130,0,Tachograaf,CONTINENTAL,,( ),-1,,01/30/2019 12:00:00 AM,
00BLV1,0,0,Tachograaf,,,STOD,1076,,,
00BLV1,20190226,0,Tachograaf,SE 5000,,( ),-1,,02/26/2019 12:00:00 AM,
00BLV2,0,0,Tachograaf,,,STOD,1076,,,
00BLV2,20190228,0,Tachograaf,SE5000,,( ),-1,,02/28/2019 12:00:00 AM,
00BLV5,0,0,Tachograaf,,,COAD,1030,,,
00BLV5,20190129,0,Tachograaf,VDO CONTINENTAL,,( ),-1,,01/29/2019 12:00:00 AM,
00BLV7,0,0,Tachograaf,,,COAD,1030,,,
00BLV7,20190201,0,Tachograaf,CONTINENTAL,,( ),-1,,02/01/2019 12:00:00 AM,
00BLV7,20230203,0,Tachograaf,,,COAD,1300,,02/03/2023 12:00:00 AM,
00BLV9,0,0,Tachograaf,,,COAD,1030,,,
00BLV9,20190208,0,Tachograaf,CONTINENTAL,,( ),-1,,02/08/2019 12:00:00 AM,
00BLX1,0,0,Tachograaf,,,STOD,1076,,,
00BLX1,20190212,0,Tachograaf,STONERIDGE,,( ),-1,,02/12/2019 12:00:00 AM,
00BLX2,0,0,Tachograaf,,,STOD,1076,,,
00BLX2,20190308,0,Tachograaf,SE 5000,,( ),-1,,03/08/2019 12:00:00 AM,
00BLX3,0,0,Tachograaf,,,STOD,1076,,,
00BLX3,20190213,0,Tachograaf,SE 5000,,( ),-1,,02/13/2019 12:00:00 AM,
00BLX4,0,0,Tachograaf,,,STOD,1076,,,
00BLX4,20190327,0,Tachograaf,STONERIDGE,,( ),-1,,03/27/2019 12:00:00 AM,
00BLX6,0,0,Tachograaf,,,COAD,1030,,,
00BLX6,20190214,0,Tachograaf,CONTINENTAL,,( ),-1,,02/14/2019 12:00:00 AM,
00BLX6,20210809,0,Tachograaf,,,COAD,1300,,08/09/2021 12:00:00 AM,
00BLX7,0,0,Tachograaf,,,STOD,1076,,,
00BLX7,20190215,0,Tachograaf,STONERIDGE,,( ),-1,,02/15/2019 12:00:00 AM,
00BLZ2,0,0,Tachograaf,,,COAD,1030,,,
00BLZ2,20190315,0,Tachograaf,DCTO 1381,,( ),-1,,03/15/2019 12:00:00 AM,
00BLZ4,0,0,Tachograaf,,,STOD,1076,,,
00BLZ4,20190225,0,Tachograaf,STONERIDGE,,( ),-1,,02/25/2019 12:00:00 AM,
00BLZ5,0,0,Tachograaf,,,COAD,1030,,,
00BLZ5,20190426,0,Tachograaf,CONTINENTALGMBH,,( ),-1,,04/26/2019 12:00:00 AM,
00BLZ6,0,0,Tachograaf,,,STOD,1074,,,
00BLZ6,20180528,0,Tachograaf,STONERIDGE,,( ),-1,,05/28/2018 12:00:00 AM,
00BLZ8,0,0,Tachograaf,,,STOD,1076,,,
00BLZ8,20190401,0,Tachograaf,SE 5000,,( ),-1,,04/01/2019 12:00:00 AM,
00BNB1,0,0,Tachograaf,,,COAD,1030,,,
00BNB1,20190306,0,Tachograaf,CONTINENTAL,,( ),-1,,03/06/2019 12:00:00 AM,
00BNB2,0,0,Tachograaf,,,COAD,1030,,,
00BNB2,20190425,0,Tachograaf,CONTINENTAL,,( ),-1,,04/25/2019 12:00:00 AM,
00BNB3,20190314,0,Tachograaf,VDO 1381,,( ),-1,,03/14/2019 12:00:00 AM,
00BNB4,0,0,Tachograaf,,,STOD,1076,,,
00BNB4,20190322,0,Tachograaf,STONERIDGE,,( ),-1,,03/22/2019 12:00:00 AM,
00BNB6,0,0,Tachograaf,,,COAD,2040,,,
00BNB6,20190418,0,Tachograaf,DCTO 1381,,( ),-1,,04/18/2019 12:00:00 AM,
00BNB7,0,0,Tachograaf,,,STOD,1076,,,
00BNB7,20190403,0,Tachograaf,STONERIDGE,,( ),-1,,04/03/2019 12:00:00 AM,
00BNB8,0,0,Tachograaf,,,COAD,1030,,,
00BNB8,20190321,0,Tachograaf,CONTINENTAL,,( ),-1,,03/21/2019 12:00:00 AM,
00BNB9,0,0,Tachograaf,,,COAD,1030,,,
00BNB9,20190326,0,Tachograaf,CONTINENTAL,,( ),-1,,03/26/2019 12:00:00 AM,
00BND1,0,0,Tachograaf,,,COAD,1030,,,
00BND1,20190319,0,Tachograaf,CONTINENTAL,,( ),-1,,03/19/2019 12:00:00 AM,
00BND2,0,0,Tachograaf,,,COAD,1030,,,
00BND2,20190321,0,Tachograaf,CONTINENTAL,,( ),-1,,03/21/2019 12:00:00 AM,
00BND3,0,0,Tachograaf,,,STOD,1076,,,
00BND3,20190416,0,Tachograaf,STONERIDGE,,( ),-1,,04/16/2019 12:00:00 AM,
00BND4,0,0,Tachograaf,,,STOD,1076,,,
00BND4,20190325,0,Tachograaf,STONERIDGE,,( ),-1,,03/25/2019 12:00:00 AM,
00BND5,0,0,Tachograaf,,,COAD,1030,,,
00BND5,20190404,0,Tachograaf,VDO 1381,,( ),-1,,04/04/2019 12:00:00 AM,
00BND6,0,0,Tachograaf,,,COAD,1030,,,
00BND6,20190408,0,Tachograaf,CONTINENTAL,,( ),-1,,04/08/2019 12:00:00 AM,
00BND7,0,0,Tachograaf,,,COAD,1030,,,
00BND7,20190404,0,Tachograaf,CONTINENTAL1381,,( ),-1,,04/04/2019 12:00:00 AM,
00BND9,0,0,Tachograaf,,,COAD,1030,,,
00BND9,20190509,0,Tachograaf,CONTINENTAL1381,,( ),-1,,05/09/2019 12:00:00 AM,
00BNF1,0,0,Tachograaf,,,COAD,1030,,,
00BNF1,20190411,0,Tachograaf,CONTINENTAL1381,,( ),-1,,04/11/2019 12:00:00 AM,
00BNF2,20210831,0,Tachograaf,,,STOD,1076,,08/31/2021 12:00:00 AM,
00BNF3,0,0,Tachograaf,,,COAD,1030,,,
00BNF3,20190410,0,Tachograaf,CONTINENTAL AUT,,( ),-1,,04/10/2019 12:00:00 AM,
00BNF4,0,0,Tachograaf,,,COAD,1030,,,
00BNF4,20220726,0,Tachograaf,,,COAD,1030,,07/26/2022 12:00:00 AM,
00BNF5,0,0,Tachograaf,,,COAD,1030,,,
00BNF5,20190410,0,Tachograaf,CONTINENTAL,,( ),-1,,04/10/2019 12:00:00 AM,
00BNF6,0,0,Tachograaf,,,COAD,1030,,,
00BNF6,20190419,0,Tachograaf,VDO1381,,( ),-1,,04/19/2019 12:00:00 AM,
00BNF6,20220413,0,Tachograaf,,,COAD,1300,,04/13/2022 12:00:00 AM,
00BNF7,0,0,Tachograaf,,,COAD,1030,,,
00BNF7,20190416,0,Tachograaf,VDO,,( ),-1,,04/16/2019 12:00:00 AM,
00BNF8,0,0,Tachograaf,,,STOD,1076,,,
00BNF9,0,0,Tachograaf,,,COAD,1030,,,
00BNF9,20190522,0,Tachograaf,VDO 1381,,( ),-1,,05/22/2019 12:00:00 AM,
00BNG1,0,0,Tachograaf,,,STOD,1076,,,
00BNG1,20190612,0,Tachograaf,STONERIDGE,,( ),-1,,06/12/2019 12:00:00 AM,
00BNG4,0,0,Tachograaf,,,COAD,1021,,,
00BNG4,20190419,0,Tachograaf,CONTINENTAL VDO,,( ),-1,,04/19/2019 12:00:00 AM,
00BNG5,0,0,Tachograaf,,,COAD,1030,,,
00BNG5,20190514,0,Tachograaf,VDO,,( ),-1,,05/14/2019 12:00:00 AM,
00BNG8,0,0,Tachograaf,,,COAD,1030,,,
00BNG8,20190430,0,Tachograaf,CONTI 1381,,( ),-1,,04/30/2019 12:00:00 AM,
00BNG9,20190506,0,Tachograaf,CONTINENTAL,,( ),-1,,05/06/2019 12:00:00 AM,
00BNG9,20201103,0,Tachograaf,,,COAD,2040,,11/03/2020 12:00:00 AM,
00BNH1,0,0,Tachograaf,,,COAD,1030,,,
00BNH1,20190510,0,Tachograaf,CONTINENTAL,,( ),-1,,05/10/2019 12:00:00 AM,
00BNH2,0,0,Tachograaf,,,STOD,1076,,,
00BNH2,20190527,0,Tachograaf,SE 5000,,( ),-1,,05/27/2019 12:00:00 AM,
00BNH3,0,0,Tachograaf,,,COAD,1030,,,
00BNH3,20190510,0,Tachograaf,CONTINENTAL1381,,( ),-1,,05/10/2019 12:00:00 AM,
00BNH3,20220331,0,Tachograaf,,,COAD,1300,,03/31/2022 12:00:00 AM,
00BNH5,0,0,Tachograaf,,,COAD,1030,,,
00BNH5,20190516,0,Tachograaf,CONTINENTAL,,( ),-1,,05/16/2019 12:00:00 AM,
00BNH7,0,0,Tachograaf,,,SVDA,1318,,,
00BNH8,0,0,Tachograaf,,,COAD,1030,,,
00BNH8,20190523,0,Tachograaf,CONTINENTAL/VDO,,( ),-1,,05/23/2019 12:00:00 AM,
00BNJ1,0,0,Tachograaf,,,COAD,1030,,,
00BNJ2,20190618,0,Tachograaf,,,COAD,1030,,06/18/2019 12:00:00 AM,
00BNJ3,0,0,Tachograaf,,,COAD,1030,,,
00BNJ3,20190528,0,Tachograaf,CONTINENTAL,,( ),-1,,05/28/2019 12:00:00 AM,
00BNJ4,0,0,Tachograaf,,,STOD,1076,,,
00BNJ6,0,0,Tachograaf,,,STOD,1076,,,
00BNJ6,20190614,0,Tachograaf,STONERIDGE,,( ),-1,,06/14/2019 12:00:00 AM,
00BNJ7,20190710,0,Tachograaf,,,COAD,2040,,07/10/2019 12:00:00 AM,
00BNJ8,0,0,Tachograaf,,,STOD,1076,,,
00BNJ9,20190920,0,Tachograaf,,,COAD,1220,,09/20/2019 12:00:00 AM,
00BNK1,0,0,Tachograaf,,,COAD,1030,,,
00BNK1,20190612,0,Tachograaf,CONTI AUTO 1381,,( ),-1,,06/12/2019 12:00:00 AM,
00BNK2,20190607,0,Tachograaf,VDO 1381 DTCO,,( ),-1,,06/07/2019 12:00:00 AM,
00BNK2,20191203,0,Tachograaf,,,COAD,1030,,12/03/2019 12:00:00 AM,
00BNK2,20200311,0,Tachograaf,,,COAD,1030,,03/11/2020 12:00:00 AM,
00BNK4,0,0,Tachograaf,,,STOD,1076,,,
00BNK5,0,0,Tachograaf,,,COAD,1030,,,
00BNK5,20190613,0,Tachograaf,CONTINENTAL,,( ),-1,,06/13/2019 12:00:00 AM,
00BNK6,0,0,Tachograaf,,,COAD,1220,,,
00BNK6,20190611,0,Tachograaf,CONTINENTAL,,( ),-1,,06/11/2019 12:00:00 AM,
00BNK7,0,0,Tachograaf,,,COAD,2040,,,
00BNK7,20190607,0,Tachograaf,CONTINENTAL,,( ),-1,,06/07/2019 12:00:00 AM,
00BNK8,20190704,0,Tachograaf,,,COAD,1030,,07/04/2019 12:00:00 AM,
00BNK9,20190709,0,Tachograaf,,,STOD,1076,,07/09/2019 12:00:00 AM,
00BNL2,0,0,Tachograaf,,,STOD,2080,,,
00BNL2,20190927,0,Tachograaf,,,STOD,2080,,09/27/2019 12:00:00 AM,
00BNL5,0,0,Tachograaf,,,STOD,1076,,,
00BNL5,20190614,0,Tachograaf,STONERIDGE,,( ),-1,,06/14/2019 12:00:00 AM,
00BNL6,0,0,Tachograaf,,,STOD,1076,,,
00BNL7,0,0,Tachograaf,,,STOD,1076,,,
00BNL9,0,0,Tachograaf,,,COAD,2040,,,
00BNL9,20190919,0,Tachograaf,,,COAD,1030,,09/19/2019 12:00:00 AM,
00BNN1,0,0,Tachograaf,,,COAD,2040,,,
00BNN3,20190711,0,Tachograaf,,,COAD,2040,,07/11/2019 12:00:00 AM,
00BNN5,20190712,0,Tachograaf,,,STOD,2080,,07/12/2019 12:00:00 AM,
00BNN5,20210707,0,Tachograaf,,,STOD,2083,,07/07/2021 12:00:00 AM,
00BNN7,20190823,0,Tachograaf,,,COAD,2040,,08/23/2019 12:00:00 AM,
00BNN8,0,0,Tachograaf,,,STOD,2080,,,
00BNN9,20191001,0,Tachograaf,,,COAD,2040,,10/01/2019 12:00:00 AM,
00BNP1,20190716,0,Tachograaf,,,STOD,1074,,07/16/2019 12:00:00 AM,
00BNP2,20190730,0,Tachograaf,,,COAD,2040,,07/30/2019 12:00:00 AM,
00BNP4,0,0,Tachograaf,,,COAD,1021,,,
00BNP5,0,0,Tachograaf,,,COAD,2040,,,
00BNP6,20190905,0,Tachograaf,,,COAD,2040,,09/05/2019 12:00:00 AM,
00BNP7,20190819,0,Tachograaf,,,COAD,2040,,08/19/2019 12:00:00 AM,
00BNP8,20190821,0,Tachograaf,,,COAD,2040,,08/21/2019 12:00:00 AM,
00BNP9,20190820,0,Tachograaf,,,COAD,2040,,08/20/2019 12:00:00 AM,
00BNR1,0,0,Tachograaf,,,COAD,2040,,,
00BNR3,20190809,0,Tachograaf,,,COAD,2040,,08/09/2019 12:00:00 AM,
00BNR4,0,0,Tachograaf,,,COAD,2040,,,
00BNR5,0,0,Tachograaf,,,COAD,2040,,,
00BNR6,0,0,Tachograaf,,,COAD,2045,,,
00BNR6,20190906,0,Tachograaf,,,COAD,2040,,09/06/2019 12:00:00 AM,
00BNR7,20191009,0,Tachograaf,,,COAD,2040,,10/09/2019 12:00:00 AM,
00BNR8,20190913,0,Tachograaf,,,STOD,1063,,09/13/2019 12:00:00 AM,
00BNR9,20191009,0,Tachograaf,,,STOD,2080,,10/09/2019 12:00:00 AM,
00BNR9,20200117,0,Tachograaf,,,STOD,2080,,01/17/2020 12:00:00 AM,
00BNS2,0,0,Tachograaf,,,COAD,1220,,,
00BNS3,0,0,Tachograaf,,,COAD,2040,,,
00BNS4,20191205,0,Tachograaf,,,COAD,1030,,12/05/2019 12:00:00 AM,
00BNS5,0,0,Tachograaf,,,COAD,2040,,,
00BNS6,0,0,Tachograaf,,,COAD,2040,,,
00BNS8,20190925,0,Tachograaf,,,COAD,2040,,09/25/2019 12:00:00 AM,
00BNS9,0,0,Tachograaf,,,COAD,2040,,,
00BNT1,0,0,Tachograaf,,,STOD,1050,,,
00BNT2,0,0,Tachograaf,,,STOD,1076,,,
00BNT3,0,0,Tachograaf,,,STOD,2080,,,
00BNT4,0,0,Tachograaf,,,COAD,2040,,,
00BNT5,0,0,Tachograaf,,,COAD,2040,,,
00BNT6,0,0,Tachograaf,,,STOD,2080,,,
00BNT9,0,0,Tachograaf,,,COAD,2040,,,
00BNV3,0,0,Tachograaf,,,COAD,2040,,,
00BNV4,0,0,Tachograaf,,,COAD,2040,,,
00BNV6,0,0,Tachograaf,,,COAD,2040,,,
00BNV6,20200109,0,Tachograaf,,,COAD,2040,,01/09/2020 12:00:00 AM,
00BNV6,20200525,0,Tachograaf,,,COAD,2040,,05/25/2020 12:00:00 AM,
00BNV7,0,0,Tachograaf,,,STOD,2080,,,
00BNV8,0,0,Tachograaf,,,STOD,1074,,,
00BNX1,0,0,Tachograaf,,,COAD,1021,,,
00BNX2,20191114,0,Tachograaf,,,COAD,2040,,11/14/2019 12:00:00 AM,
00BNX3,20191030,0,Tachograaf,,,STOD,2080,,10/30/2019 12:00:00 AM,
00BNX4,20191206,0,Tachograaf,,,COAD,2040,,12/06/2019 12:00:00 AM,
00BNX5,20191101,0,Tachograaf,,,COAD,2040,,11/01/2019 12:00:00 AM,
00BNX6,20191011,0,Tachograaf,,,COAD,2040,,10/11/2019 12:00:00 AM,
00BNX7,20191111,0,Tachograaf,,,COAD,2040,,11/11/2019 12:00:00 AM,
00BNX8,20191230,0,Tachograaf,,,STOD,2080,,12/30/2019 12:00:00 AM,
00BNX8,20210225,0,Tachograaf,,,STOD,2083,,02/25/2021 12:00:00 AM,
00BNX9,20191108,0,Tachograaf,,,COAD,2040,,11/08/2019 12:00:00 AM,
00BNZ1,0,0,Tachograaf,,,KNZA,1324,,,
00BNZ2,0,0,Tachograaf,,,COAD,2040,,,
00BNZ2,20191119,0,Tachograaf,,,COAD,2040,,11/19/2019 12:00:00 AM,
00BNZ3,20191120,0,Tachograaf,,,COAD,1220,,11/20/2019 12:00:00 AM,
00BNZ4,20191230,0,Tachograaf,,,COAD,2040,,12/30/2019 12:00:00 AM,
00BNZ5,20191216,0,Tachograaf,,,COAD,2040,,12/16/2019 12:00:00 AM,
00BNZ7,0,0,Tachograaf,,,STOD,2080,,,
00BNZ7,20191121,0,Tachograaf,,,STOD,1076,,11/21/2019 12:00:00 AM,
00BNZ7,20220316,0,Tachograaf,,,STOD,2083,,03/16/2022 12:00:00 AM,
00BPB1,0,0,Tachograaf,,,STOD,2080,,,
00BPB5,0,0,Tachograaf,,,COAD,1021,,,
00BPB6,20191210,0,Tachograaf,,,COAD,2040,,12/10/2019 12:00:00 AM,
00BPB7,0,0,Tachograaf,,,COAD,1022,,,
00BPB8,20200402,0,Tachograaf,,,COAD,2040,,04/02/2020 12:00:00 AM,
00BPB9,20191220,0,Tachograaf,,,COAD,2040,,12/20/2019 12:00:00 AM,
00BPD1,20200305,0,Tachograaf,,,STOD,2080,,03/05/2020 12:00:00 AM,
00BPD1,20210625,0,Tachograaf,,,STOD,2083,,06/25/2021 12:00:00 AM,
00BPD3,0,0,Tachograaf,,,COAD,2040,,,
00BPD5,0,0,Tachograaf,,,COAD,1220,,,
00BPD7,20200312,0,Tachograaf,,,COAD,2040,,03/12/2020 12:00:00 AM,
00BPD8,20200117,0,Tachograaf,,,COAD,2040,,01/17/2020 12:00:00 AM,
00BPD9,0,0,Tachograaf,,,STOD,2080,,,
00BPF3,0,0,Tachograaf,,,COAD,2040,,,
00BPF4,20200122,0,Tachograaf,,,COAD,2040,,01/22/2020 12:00:00 AM,
00BPF5,0,0,Tachograaf,,,STOD,2080,,,
00BPF5,20201026,0,Tachograaf,,,STOD,2083,,10/26/2020 12:00:00 AM,
00BPF6,20200407,0,Tachograaf,,,COAD,2040,,04/07/2020 12:00:00 AM,
00BPF8,0,0,Tachograaf,,,STOD,1063,,,
00BPF9,0,0,Tachograaf,,,COAD,2040,,,
00BPG1,0,0,Tachograaf,,,STOD,2080,,,
00BPG2,0,0,Tachograaf,,,COAD,1220,,,
00BPG3,20200428,0,Tachograaf,,,STOD,2080,,04/28/2020 12:00:00 AM,
00BPG4,20200206,0,Tachograaf,,,COAD,2040,,02/06/2020 12:00:00 AM,
00BPG5,20200706,0,Tachograaf,,,COAD,2040,,07/06/2020 12:00:00 AM,
00BPG7,0,0,Tachograaf,,,COAD,2040,,,
00BPG7,20200508,0,Tachograaf,,,COAD,2040,,05/08/2020 12:00:00 AM,
00BPG8,20200206,0,Tachograaf,,,COAD,2040,,02/06/2020 12:00:00 AM,
00BPG9,20200410,0,Tachograaf,,,COAD,2040,,04/10/2020 12:00:00 AM,
00BPH1,20200212,0,Tachograaf,,,COAD,2040,,02/12/2020 12:00:00 AM,
00BPH6,0,0,Tachograaf,,,STOD,2080,,,
00BPH7,0,0,Tachograaf,,,COAD,2040,,,
00BPH7,20200220,0,Tachograaf,,,COAD,2040,,02/20/2020 12:00:00 AM,
00BPH8,0,0,Tachograaf,,,STOD,2080,,,
00BPH9,20200305,0,Tachograaf,,,STOD,2080,,03/05/2020 12:00:00 AM,
00BPJ1,20200228,0,Tachograaf,,,COAD,2040,,02/28/2020 12:00:00 AM,
00BPJ2,20200312,0,Tachograaf,,,COAD,2040,,03/12/2020 12:00:00 AM,
00BPJ3,0,0,Tachograaf,,,COAD,2040,,,
00BPJ4,20200407,0,Tachograaf,,,STOD,2080,,04/07/2020 12:00:00 AM,
00BPJ5,0,0,Tachograaf,,,COAD,1021,,,
00BPJ6,0,0,Tachograaf,,,COAD,1220,,,
00BPJ7,0,0,Tachograaf,,,COAD,2040,,,
00BPJ8,20200313,0,Tachograaf,,,STOD,2080,,03/13/2020 12:00:00 AM,
00BPJ9,20200312,0,Tachograaf,,,COAD,2040,,03/12/2020 12:00:00 AM,
00BPJ9,20220415,0,Tachograaf,,,COAD,2045,,04/15/2022 12:00:00 AM,
00BPK1,20200507,0,Tachograaf,,,COAD,2040,,05/07/2020 12:00:00 AM,
00BPK2,20200319,0,Tachograaf,,,COAD,2040,,03/19/2020 12:00:00 AM,
00BPK3,20200331,0,Tachograaf,,,COAD,2040,,03/31/2020 12:00:00 AM,
00BPK4,0,0,Tachograaf,,,COAD,2040,,,
00BPK5,20200331,0,Tachograaf,,,COAD,2040,,03/31/2020 12:00:00 AM,
00BPK7,20200326,0,Tachograaf,,,COAD,2040,,03/26/2020 12:00:00 AM,
00BPK8,20200304,0,Tachograaf,,,COAD,2040,,03/04/2020 12:00:00 AM,
00BPK9,0,0,Tachograaf,,,COAD,2040,,,
00BPL2,20200414,0,Tachograaf,,,COAD,2040,,04/14/2020 12:00:00 AM,
00BPL3,20200414,0,Tachograaf,,,COAD,2040,,04/14/2020 12:00:00 AM,
00BPL4,20200422,0,Tachograaf,,,COAD,2040,,04/22/2020 12:00:00 AM,
00BPL6,0,0,Tachograaf,,,COAD,2040,,,
00BPL7,0,0,Tachograaf,,,STOD,1076,,,
00BPL8,0,0,Tachograaf,,,STOD,1076,,,
00BPL9,0,0,Tachograaf,,,COAD,2040,,,
00BPN3,20200604,0,Tachograaf,,,COAD,2040,,06/04/2020 12:00:00 AM,
00BPN4,0,0,Tachograaf,,,STOD,1076,,,
00BPN5,0,0,Tachograaf,,,COAD,1021,,,
00BPN6,0,0,Tachograaf,,,STOD,1074,,,
00BPN7,20200609,0,Tachograaf,,,COAD,2040,,06/09/2020 12:00:00 AM,
00BPN9,0,0,Tachograaf,,,COAD,2040,,,
00BPP1,20200611,0,Tachograaf,,,COAD,2040,,06/11/2020 12:00:00 AM,
00BPP3,0,0,Tachograaf,,,STOD,2080,,,
00BPP3,20221222,0,Tachograaf,,,STOD,2085,,12/22/2022 12:00:00 AM,
00BPP4,0,0,Tachograaf,,,COAD,2040,,,
00BPP7,0,0,Tachograaf,,,STOD,2080,,,
00BPP7,20200916,0,Tachograaf,,,STOD,2081,,09/16/2020 12:00:00 AM,
00BPP9,20200813,0,Tachograaf,,,STOD,2080,,08/13/2020 12:00:00 AM,
00BPR4,20200717,0,Tachograaf,,,COAD,2040,,07/17/2020 12:00:00 AM,
00BPR5,0,0,Tachograaf,,,COAD,2040,,,
00BPR6,0,0,Tachograaf,,,COAD,2040,,,
00BPR7,0,0,Tachograaf,,,COAD,2040,,,
00BPR9,0,0,Tachograaf,,,COAD,2040,,,
00BPS1,20200804,0,Tachograaf,,,COAD,2040,,08/04/2020 12:00:00 AM,
00BPS2,20200807,0,Tachograaf,,,COAD,2040,,08/07/2020 12:00:00 AM,
00BPS3,20200811,0,Tachograaf,,,COAD,2040,,08/11/2020 12:00:00 AM,
00BPS5,0,0,Tachograaf,,,COAD,2040,,,
00BPS6,0,0,Tachograaf,,,STOD,2081,,,
00BPS6,20230123,0,Tachograaf,,,STOD,2086,,01/23/2023 12:00:00 AM,
00BPS7,0,0,Tachograaf,,,COAD,1022,,,
00BPS8,20200831,0,Tachograaf,,,COAD,2040,,08/31/2020 12:00:00 AM,
00BPT1,20200909,0,Tachograaf,,,COAD,2040,,09/09/2020 12:00:00 AM,
00BPT2,0,0,Tachograaf,,,COAD,2040,,,
00BPT3,20200918,0,Tachograaf,,,COAD,2040,,09/18/2020 12:00:00 AM,
00BPT4,0,0,Tachograaf,,,KNZA,1318,,,
00BPT5,0,0,Tachograaf,,,STOD,2083,,,
00BPT6,0,0,Tachograaf,,,COAD,2040,,,
00BPT7,20200916,0,Tachograaf,,,STOD,2082,,09/16/2020 12:00:00 AM,
00BPT8,0,0,Tachograaf,,,COAD,2045,,,
