Kenteken,Montagedatum,Demontagedatum,Soort toe te voegen object omschrijving,Merk object toegevoegd,Gasinstallatie tank inhoud,Merkcode toegevoegd object,Uitvoerings volgnr toegev obj,Classificatie toegevoegd obj,Montagedatum DT,Demontagedatum DT
00BFH8,20181004,0,Tachograaf,STONERIDGE,,( ),-1,,10/04/2018 12:00:00 AM,
00BFH9,0,0,Tachograaf,,,STOD,1074,,,
00BFH9,20181011,0,Tachograaf,STONERIGDE,,( ),-1,,10/11/2018 12:00:00 AM,
00BFJ1,0,0,Tachograaf,,,COAD,1021,,,
00BFJ1,20181019,0,Tachograaf,DTCO 1381,,( ),-1,,10/19/2018 12:00:00 AM,
00BFJ2,0,0,Tachograaf,,,COAD,1021,,,
00BFJ2,20181003,0,Tachograaf,CONTINENTAL1381,,( ),-1,,10/03/2018 12:00:00 AM,
00BFJ3,0,0,Tachograaf,,,STOD,1074,,,
00BFJ3,20181010,0,Tachograaf,SE5000,,( ),-1,,10/10/2018 12:00:00 AM,
00BFJ5,0,0,Tachograaf,,,STOD,1074,,,
00BFJ5,20181114,0,Tachograaf,STONERIGDE,,( ),-1,,11/14/2018 12:00:00 AM,
00BFJ6,0,0,Tachograaf,,,COAD,1021,,,
00BFJ6,20171004,0,Tachograaf,CONTINENTAL,,( ),-1,,10/04/2017 12:00:00 AM,
00BFJ8,0,0,Tachograaf,,,COAD,1021,,,
00BFJ8,20181018,0,Tachograaf,CONTINENTAL,,( ),-1,,10/18/2018 12:00:00 AM,
00BFK1,0,0,Tachograaf,,,COAD,1021,,,
00BFK1,20181116,0,Tachograaf,CONTINENTAL,,( ),-1,,11/16/2018 12:00:00 AM,
00BFK3,0,0,Tachograaf,,,COAD,1021,,,
00BFK3,20181026,0,Tachograaf,VDO 1381,,( ),-1,,10/26/2018 12:00:00 AM,
00BFK4,0,0,Tachograaf,,,COAD,1021,,,
00BFK4,20181217,0,Tachograaf,SIEMENS VDO,,( ),-1,,12/17/2018 12:00:00 AM,
00BFK5,0,0,Tachograaf,,,COAD,1021,,,
00BFK5,20181210,0,Tachograaf,VDO,,( ),-1,,12/10/2018 12:00:00 AM,
00BFK6,0,0,Tachograaf,,,COAD,1021,,,
00BFK6,20190111,0,Tachograaf,SIEMENSVDO,,( ),-1,,01/11/2019 12:00:00 AM,
00BFK9,0,0,Tachograaf,,,STOD,1074,,,
00BFK9,20181211,0,Tachograaf,SE5000,,( ),-1,,12/11/2018 12:00:00 AM,
00BFL2,0,0,Tachograaf,,,SIED,1120,,,
00BFL2,20181108,0,Tachograaf,VDO 1381,,( ),-1,,11/08/2018 12:00:00 AM,
00BFL4,0,0,Tachograaf,,,COAD,1021,,,
00BFL4,20181126,0,Tachograaf,VDO,,( ),-1,,11/26/2018 12:00:00 AM,
00BFL6,0,0,Tachograaf,,,COAD,1021,,,
00BFL6,20170808,0,Tachograaf,CONTINENTAL,,( ),-1,,08/08/2017 12:00:00 AM,
00BFL8,0,0,Tachograaf,,,STOD,1075,,,
00BFL8,20190102,0,Tachograaf,STONERIDGE,,( ),-1,,01/02/2019 12:00:00 AM,
00BFL9,0,0,Tachograaf,,,COAD,1021,,,
00BFL9,20181221,0,Tachograaf,VOLVO,,( ),-1,,12/21/2018 12:00:00 AM,
00BFN1,20150107,0,Tachograaf,DTCO1381,,( ),-1,,01/07/2015 12:00:00 AM,
00BFN1,20190912,0,Tachograaf,,,COAD,1030,,09/12/2019 12:00:00 AM,
00BFN1,20200922,0,Tachograaf,,,COAD,1030,,09/22/2020 12:00:00 AM,
00BFN2,0,0,Tachograaf,,,COAD,1021,,,
00BFN2,20190114,0,Tachograaf,VDO,,( ),-1,,01/14/2019 12:00:00 AM,
00BFN6,0,0,Tachograaf,,,STOD,1074,,,
00BFN6,20181231,0,Tachograaf,STONERIDGE,,( ),-1,,12/31/2018 12:00:00 AM,
00BFN7,0,0,Tachograaf,,,COAD,1220,,,
00BFN7,20180416,0,Tachograaf,DCTO 1381,,( ),-1,,04/16/2018 12:00:00 AM,
00BFP3,0,0,Tachograaf,,,COAD,1021,,,
00BFP3,20190207,0,Tachograaf,CONTINENTAL,,( ),-1,,02/07/2019 12:00:00 AM,
00BFP4,0,0,Tachograaf,,,STOD,1073,,,
00BFP4,20190426,0,Tachograaf,STONERIDGE,,( ),-1,,04/26/2019 12:00:00 AM,
00BFP7,0,0,Tachograaf,,,COAD,1021,,,
00BFP7,20190122,0,Tachograaf,SIEMENS VDO1381,,( ),-1,,01/22/2019 12:00:00 AM,
00BFP8,0,0,Tachograaf,,,STOD,1075,,,
00BFP8,20170629,0,Tachograaf,SE 5000,,( ),-1,,06/29/2017 12:00:00 AM,
00BFR3,0,0,Tachograaf,,,COAD,1021,,,
00BFR3,20190605,0,Tachograaf,VDO 1381,,( ),-1,,06/05/2019 12:00:00 AM,
00BFR5,0,0,Tachograaf,,,COAD,1021,,,
00BFR5,20171122,0,Tachograaf,VDO,,( ),-1,,11/22/2017 12:00:00 AM,
00BFR6,0,0,Tachograaf,,,COAD,1021,,,
00BFR6,20190130,0,Tachograaf,VDO,,( ),-1,,01/30/2019 12:00:00 AM,
00BFR9,0,0,Tachograaf,,,STOD,1074,,,
00BFR9,20190222,0,Tachograaf,SE5000,,( ),-1,,02/22/2019 12:00:00 AM,
00BFS7,0,0,Tachograaf,,,COAD,1021,,,
00BFS7,20190221,0,Tachograaf,CONTINENTAL,,( ),-1,,02/21/2019 12:00:00 AM,
00BFS8,0,0,Tachograaf,,,STOD,1075,,,
00BFS8,20190226,0,Tachograaf,SE 5000,,( ),-1,,02/26/2019 12:00:00 AM,
00BFT1,20150320,0,Tachograaf,DTCO1381,,( ),-1,,03/20/2015 12:00:00 AM,
00BFT2,0,0,Tachograaf,,,STOD,1075,,,
00BFT2,20190228,0,Tachograaf,STONERIDGE,,( ),-1,,02/28/2019 12:00:00 AM,
00BFT3,0,0,Tachograaf,,,COAD,1021,,,
00BFT3,20190509,0,Tachograaf,CONTINENTAL,,( ),-1,,05/09/2019 12:00:00 AM,
00BFT5,0,0,Tachograaf,,,COAD,1021,,,
00BFT5,20190319,0,Tachograaf,CONTINENTAL,,( ),-1,,03/19/2019 12:00:00 AM,
00BFT6,0,0,Tachograaf,,,STOD,1074,,,
00BFT6,20190318,0,Tachograaf,STONERIDGE,,( ),-1,,03/18/2019 12:00:00 AM,
00BFT7,0,0,Tachograaf,,,COAD,1021,,,
00BFT7,20170131,0,Tachograaf,VDO,,( ),-1,,01/31/2017 12:00:00 AM,
00BFT8,0,0,Tachograaf,,,COAD,1021,,,
00BFT8,20190108,0,Tachograaf,CONTINENTAL1381,,( ),-1,,01/08/2019 12:00:00 AM,
00BFV1,0,0,Tachograaf,,,COAD,1021,,,
00BFV1,20180314,0,Tachograaf,DCTO 1381,,( ),-1,,03/14/2018 12:00:00 AM,
00BFV2,0,0,Tachograaf,,,COAD,1021,,,
00BFV2,20190506,0,Tachograaf,CONTINENTAL,,( ),-1,,05/06/2019 12:00:00 AM,
00BFV5,0,0,Tachograaf,,,COAD,1021,,,
00BFV5,20190308,0,Tachograaf,VDO,,( ),-1,,03/08/2019 12:00:00 AM,
00BFV8,0,0,Tachograaf,,,COAD,1021,,,
00BFV8,20180323,0,Tachograaf,VDO,,( ),-1,,03/23/2018 12:00:00 AM,
00BFX1,0,0,Tachograaf,,,COAD,1021,,,
00BFX1,20190401,0,Tachograaf,VDO/DCTO1381,,( ),-1,,04/01/2019 12:00:00 AM,
00BFX4,0,0,Tachograaf,,,COAD,1021,,,
00BFX4,20190416,0,Tachograaf,CONTINENTAL AUT,,( ),-1,,04/16/2019 12:00:00 AM,
00BFX5,0,0,Tachograaf,,,COAD,1021,,,
00BFX5,20180511,0,Tachograaf,DCTO1381,,( ),-1,,05/11/2018 12:00:00 AM,
00BFX7,0,0,Tachograaf,,,COAD,1021,,,
00BFX7,20190222,0,Tachograaf,DCTO 1381,,( ),-1,,02/22/2019 12:00:00 AM,
00BFX8,0,0,Tachograaf,,,COAD,1021,,,
00BFX8,20190401,0,Tachograaf,CONTINENTAL AUT,,( ),-1,,04/01/2019 12:00:00 AM,
00BFZ2,0,0,Tachograaf,,,COAD,1021,,,
00BFZ2,20190419,0,Tachograaf,SIEMENS,,( ),-1,,04/19/2019 12:00:00 AM,
00BFZ3,0,0,Tachograaf,,,COAD,1021,,,
00BFZ3,20181119,0,Tachograaf,CONTINENTAL,,( ),-1,,11/19/2018 12:00:00 AM,
00BFZ4,0,0,Tachograaf,,,STOD,1074,,,
00BFZ4,20190121,0,Tachograaf,STONERIDGE,,( ),-1,,01/21/2019 12:00:00 AM,
00BFZ5,0,0,Tachograaf,,,COAD,1014,,,
00BFZ5,20180417,0,Tachograaf,VDO,,( ),-1,,04/17/2018 12:00:00 AM,
00BFZ6,0,0,Tachograaf,,,COAD,1021,,,
00BFZ6,20170501,0,Tachograaf,CONTINENTAL,,( ),-1,,05/01/2017 12:00:00 AM,
00BFZ7,0,0,Tachograaf,,,COAD,1021,,,
00BFZ7,20190408,0,Tachograaf,DTCO 1381,,( ),-1,,04/08/2019 12:00:00 AM,
00BFZ8,0,0,Tachograaf,,,COAD,1021,,,
00BFZ8,20190509,0,Tachograaf,SIEMENS,,( ),-1,,05/09/2019 12:00:00 AM,
00BFZ9,0,0,Tachograaf,,,COAD,1021,,,
00BFZ9,20190508,0,Tachograaf,CONTINENTAL,,( ),-1,,05/08/2019 12:00:00 AM,
00BGB1,0,0,Tachograaf,,,STOD,1074,,,
00BGB1,20190524,0,Tachograaf,STONERIDGE,,( ),-1,,05/24/2019 12:00:00 AM,
00BGB3,0,0,Tachograaf,,,COAD,1021,,,
00BGB3,20170623,0,Tachograaf,CONTINENTAL,,( ),-1,,06/23/2017 12:00:00 AM,
00BGB5,0,0,Tachograaf,,,COAD,1021,,,
00BGB5,20190402,0,Tachograaf,VDOSIEMENS1381,,( ),-1,,04/02/2019 12:00:00 AM,
00BGB6,0,0,Tachograaf,,,COAD,1021,,,
00BGB6,20190514,0,Tachograaf,CONTINENTAL,,( ),-1,,05/14/2019 12:00:00 AM,
00BGB7,0,0,Tachograaf,,,COAD,1021,,,
00BGB7,20181003,0,Tachograaf,DTCO 1381,,( ),-1,,10/03/2018 12:00:00 AM,
00BGB8,0,0,Tachograaf,,,COAD,1021,,,
00BGB8,20170517,0,Tachograaf,SIEMENS1381,,( ),-1,,05/17/2017 12:00:00 AM,
00BGB9,0,0,Tachograaf,,,COAD,1021,,,
00BGB9,20170821,0,Tachograaf,CONTINENTAL1381,,( ),-1,,08/21/2017 12:00:00 AM,
00BGD1,0,0,Tachograaf,,,COAD,1021,,,
00BGD1,20170615,0,Tachograaf,VDO,,( ),-1,,06/15/2017 12:00:00 AM,
00BGD3,0,0,Tachograaf,,,COAD,1021,,,
00BGD3,20190605,0,Tachograaf,CONTINENTAL,,( ),-1,,06/05/2019 12:00:00 AM,
00BGD7,0,0,Tachograaf,,,COAD,1021,,,
00BGD7,20190222,0,Tachograaf,CONTINENTAL,,( ),-1,,02/22/2019 12:00:00 AM,
00BGD8,0,0,Tachograaf,,,COAD,1021,,,
00BGD8,20190517,0,Tachograaf,SIEMENS VDO,,( ),-1,,05/17/2019 12:00:00 AM,
00BGF1,0,0,Tachograaf,,,STOD,1075,,,
00BGF1,20180926,0,Tachograaf,STONERIDGE,,( ),-1,,09/26/2018 12:00:00 AM,
00BGF2,0,0,Tachograaf,,,STOD,1076,,,
00BGF2,20190524,0,Tachograaf,SE 5000,,( ),-1,,05/24/2019 12:00:00 AM,
00BGF3,0,0,Tachograaf,,,COAD,1021,,,
00BGF3,20170710,0,Tachograaf,SIEMENS,,( ),-1,,07/10/2017 12:00:00 AM,
00BGF4,20170922,0,Tachograaf,CONTINENTAL1381,,( ),-1,,09/22/2017 12:00:00 AM,
00BGF4,20190826,0,Tachograaf,,,COAD,1021,,08/26/2019 12:00:00 AM,
00BGF7,0,0,Tachograaf,,,COAD,1021,,,
00BGF7,20190529,0,Tachograaf,VDO,,( ),-1,,05/29/2019 12:00:00 AM,
00BGF8,0,0,Tachograaf,,,COAD,1021,,,
00BGF8,20170918,0,Tachograaf,VDO1381,,( ),-1,,09/18/2017 12:00:00 AM,
00BGF9,0,0,Tachograaf,,,COAD,1021,,,
00BGF9,20190510,0,Tachograaf,DTCO 1381,,( ),-1,,05/10/2019 12:00:00 AM,
00BGG1,0,0,Tachograaf,,,COAD,1021,,,
00BGG1,20190523,0,Tachograaf,DCTO 1381,,( ),-1,,05/23/2019 12:00:00 AM,
00BGG3,0,0,Tachograaf,,,COAD,1021,,,
00BGG3,20170403,0,Tachograaf,CONTINENTAL A.G,,( ),-1,,04/03/2017 12:00:00 AM,
00BGG3,20180921,0,Tachograaf,CONTINENTAL1381,,( ),-1,,09/21/2018 12:00:00 AM,
00BGG4,0,0,Tachograaf,,,COAD,1030,,,
00BGG4,20170727,0,Tachograaf,CA 1381,,( ),-1,,07/27/2017 12:00:00 AM,
00BGG5,0,0,Tachograaf,,,COAD,1021,,,
00BGG5,20170912,0,Tachograaf,DCTO 1381,,( ),-1,,09/12/2017 12:00:00 AM,
00BGG6,0,0,Tachograaf,,,COAD,1021,,,
00BGG6,20170721,0,Tachograaf,CONTINENTAL,,( ),-1,,07/21/2017 12:00:00 AM,
00BGG8,0,0,Tachograaf,,,COAD,1021,,,
00BGG8,20170808,0,Tachograaf,CONTINENTAL,,( ),-1,,08/08/2017 12:00:00 AM,
00BGH1,0,0,Tachograaf,,,COAD,1021,,,
00BGH1,20170814,0,Tachograaf,CONTINENTAL,,( ),-1,,08/14/2017 12:00:00 AM,
00BGH4,0,0,Tachograaf,,,COAD,1021,,,
00BGH4,20170912,0,Tachograaf,CONTINENTAL,,( ),-1,,09/12/2017 12:00:00 AM,
00BGH5,0,0,Tachograaf,,,COAD,1021,,,
00BGH5,20170821,0,Tachograaf,CONTINENTAL AUT,,( ),-1,,08/21/2017 12:00:00 AM,
00BGH8,0,0,Tachograaf,,,COAD,1021,,,
00BGH8,20170921,0,Tachograaf,CONTINENTAL,,( ),-1,,09/21/2017 12:00:00 AM,
00BGH9,0,0,Tachograaf,,,COAD,1021,,,
00BGH9,20181029,0,Tachograaf,DTCO 1381,,( ),-1,,10/29/2018 12:00:00 AM,
00BGJ1,0,0,Tachograaf,,,COAD,1021,,,
00BGJ1,20170728,0,Tachograaf,CONTINENTAL,,( ),-1,,07/28/2017 12:00:00 AM,
00BGJ4,20170911,0,Tachograaf,CONTINENTAL,,( ),-1,,09/11/2017 12:00:00 AM,
00BGJ4,20190715,0,Tachograaf,,,COAD,1030,,07/15/2019 12:00:00 AM,
00BGJ6,0,0,Tachograaf,,,COAD,1021,,,
00BGJ6,20180228,0,Tachograaf,CONTINENTAL1381,,( ),-1,,02/28/2018 12:00:00 AM,
00BGJ7,0,0,Tachograaf,,,COAD,1021,,,
00BGJ7,20170911,0,Tachograaf,CONTINENTAL,,( ),-1,,09/11/2017 12:00:00 AM,
00BGK2,0,0,Tachograaf,,,COAD,1021,,,
00BGK2,20170912,0,Tachograaf,CONTINENTAL,,( ),-1,,09/12/2017 12:00:00 AM,
00BGK3,0,0,Tachograaf,,,COAD,1021,,,
00BGK3,20171009,0,Tachograaf,CONTINENTAL,,( ),-1,,10/09/2017 12:00:00 AM,
00BGK4,0,0,Tachograaf,,,COAD,1021,,,
00BGK4,20170810,0,Tachograaf,CONTINENTAL,,( ),-1,,08/10/2017 12:00:00 AM,
00BGK6,20170919,0,Tachograaf,STONERIDGE,,( ),-1,,09/19/2017 12:00:00 AM,
00BGK6,20190819,0,Tachograaf,,,STOD,1074,,08/19/2019 12:00:00 AM,
00BGK7,20170907,0,Tachograaf,STONERIDGE,,( ),-1,,09/07/2017 12:00:00 AM,
00BGK7,20190930,0,Tachograaf,,,STOD,1074,,09/30/2019 12:00:00 AM,
00BGK8,0,0,Tachograaf,,,COAD,1021,,,
00BGK8,20170914,0,Tachograaf,VDO 1381,,( ),-1,,09/14/2017 12:00:00 AM,
00BGK9,0,0,Tachograaf,,,COAD,1021,,,
00BGK9,20170817,0,Tachograaf,VDO 1381,,( ),-1,,08/17/2017 12:00:00 AM,
00BGL1,0,0,Tachograaf,,,COAD,1021,,,
00BGL1,20170911,0,Tachograaf,CONTINENTAL,,( ),-1,,09/11/2017 12:00:00 AM,
00BGL2,0,0,Tachograaf,,,STOD,1050,,,
00BGL2,20171204,0,Tachograaf,STONERIDGE,,( ),-1,,12/04/2017 12:00:00 AM,
00BGL3,0,0,Tachograaf,,,COAD,1020,,,
00BGL3,20190226,0,Tachograaf,CONTINENTAL,,( ),-1,,02/26/2019 12:00:00 AM,
00BGL4,0,0,Tachograaf,,,COAD,1021,,,
00BGL4,20170915,0,Tachograaf,VDO1381.20,,( ),-1,,09/15/2017 12:00:00 AM,
00BGL6,0,0,Tachograaf,,,COAD,1021,,,
00BGL6,20170905,0,Tachograaf,DCTO 1381,,( ),-1,,09/05/2017 12:00:00 AM,
00BGL8,20151112,0,Tachograaf,CONTINENTAL,,( ),-1,,11/12/2015 12:00:00 AM,
00BGL9,0,0,Tachograaf,,,COAD,1021,,,
00BGL9,20170908,0,Tachograaf,SIEMENS 1381,,( ),-1,,09/08/2017 12:00:00 AM,
00BGN1,0,0,Tachograaf,,,COAD,1021,,,
00BGN1,20171117,0,Tachograaf,SIEMENS/VDO,,( ),-1,,11/17/2017 12:00:00 AM,
00BGN3,0,0,Tachograaf,,,COAD,1220,,,
00BGN3,20171204,0,Tachograaf,CONTINENTAL,,( ),-1,,12/04/2017 12:00:00 AM,
00BGN3,20191105,0,Tachograaf,,,COAD,1022,,11/05/2019 12:00:00 AM,
00BGN4,0,0,Tachograaf,,,COAD,1021,,,
00BGN4,20171121,0,Tachograaf,CONTINENTAL,,( ),-1,,11/21/2017 12:00:00 AM,
00BGN5,0,0,Tachograaf,,,COAD,1220,,,
00BGN5,20171205,0,Tachograaf,DTCO 1381,,( ),-1,,12/05/2017 12:00:00 AM,
00BGN6,0,0,Tachograaf,,,COAD,1220,,,
00BGN6,20180102,0,Tachograaf,VDO,,( ),-1,,01/02/2018 12:00:00 AM,
00BGN7,0,0,Tachograaf,,,STOD,1075,,,
00BGN7,20180724,0,Tachograaf,SE5000,,( ),-1,,07/24/2018 12:00:00 AM,
00BGP2,0,0,Tachograaf,,,COAD,1021,,,
00BGP2,20181129,0,Tachograaf,VDO,,( ),-1,,11/29/2018 12:00:00 AM,
00BGP3,0,0,Tachograaf,,,COAD,1220,,,
00BGP3,20171031,0,Tachograaf,VDO,,( ),-1,,10/31/2017 12:00:00 AM,
00BGR3,0,0,Tachograaf,,,COAD,1220,,,
00BGR3,20171227,0,Tachograaf,CONTINENTAL,,( ),-1,,12/27/2017 12:00:00 AM,
00BGR5,0,0,Tachograaf,,,COAD,1021,,,
00BGR5,20180124,0,Tachograaf,SIEMENS VDO,,( ),-1,,01/24/2018 12:00:00 AM,
00BGR6,0,0,Tachograaf,,,COAD,1220,,,
00BGR6,20180208,0,Tachograaf,DCTO 1381,,( ),-1,,02/08/2018 12:00:00 AM,
00BGR8,0,0,Tachograaf,,,COAD,1021,,,
00BGR8,20171227,0,Tachograaf,CONTINENTAL,,( ),-1,,12/27/2017 12:00:00 AM,
00BGR9,0,0,Tachograaf,,,VDOA,1324,,,
00BGR9,20180118,0,Tachograaf,VDO1381,,( ),-1,,01/18/2018 12:00:00 AM,
00BGS1,0,0,Tachograaf,,,STOD,1074,,,
00BGS1,20180116,0,Tachograaf,SE5000,,( ),-1,,01/16/2018 12:00:00 AM,
00BGS2,20160309,0,Tachograaf,DCTO 1381,,( ),-1,,03/09/2016 12:00:00 AM,
00BGS5,0,0,Tachograaf,,,STOD,1075,,,
00BGS5,20181120,0,Tachograaf,STONERIDGE,,( ),-1,,11/20/2018 12:00:00 AM,
00BGS8,20190614,0,Tachograaf,CONTINENTAL,,( ),-1,,06/14/2019 12:00:00 AM,
00BGS8,20200803,0,Tachograaf,,,COAD,1030,,08/03/2020 12:00:00 AM,
00BGS9,0,0,Tachograaf,,,COAD,1020,,,
00BGS9,20190104,0,Tachograaf,SIEMENS,,( ),-1,,01/04/2019 12:00:00 AM,
00BGT2,0,0,Tachograaf,,,COAD,1130,,,
00BGT2,20190521,0,Tachograaf,DTCO 1381,,( ),-1,,05/21/2019 12:00:00 AM,
00BGT3,0,0,Tachograaf,,,STOD,1076,,,
00BGT3,20180809,0,Tachograaf,SE5000,,( ),-1,,08/09/2018 12:00:00 AM,
00BGT4,0,0,Tachograaf,,,COAD,1220,,,
00BGT4,20180112,0,Tachograaf,CONTINENTAL,,( ),-1,,01/12/2018 12:00:00 AM,
00BGT5,0,0,Tachograaf,,,STOD,1074,,,
00BGT5,20180119,0,Tachograaf,SE5000,,( ),-1,,01/19/2018 12:00:00 AM,
00BGT5,20220803,0,Tachograaf,,,STOD,1076,,08/03/2022 12:00:00 AM,
00BGT6,0,0,Tachograaf,,,COAD,1021,,,
00BGT6,20180213,0,Tachograaf,SIEMENS/VDO,,( ),-1,,02/13/2018 12:00:00 AM,
00BGT7,0,0,Tachograaf,,,COAD,1021,,,
00BGT7,20180109,0,Tachograaf,CONTINENTAL,,( ),-1,,01/09/2018 12:00:00 AM,
00BGT8,0,0,Tachograaf,,,COAD,1220,,,
00BGT8,20180207,0,Tachograaf,CONTINENTAL,,( ),-1,,02/07/2018 12:00:00 AM,
00BGT9,0,0,Tachograaf,,,STOD,1074,,,
00BGT9,20171228,0,Tachograaf,SE5000,,( ),-1,,12/28/2017 12:00:00 AM,
00BGV2,0,0,Tachograaf,,,COAD,1220,,,
00BGV2,20171004,0,Tachograaf,DCTO1381,,( ),-1,,10/04/2017 12:00:00 AM,
00BGV3,0,0,Tachograaf,,,STOD,1074,,,
00BGV3,20180625,0,Tachograaf,SE5000,,( ),-1,,06/25/2018 12:00:00 AM,
00BGV5,0,0,Tachograaf,,,STOD,1075,,,
00BGV5,20180307,0,Tachograaf,SE5000,,( ),-1,,03/07/2018 12:00:00 AM,
00BGV6,0,0,Tachograaf,,,COAD,1220,,,
00BGV6,20160303,0,Tachograaf,CONTINENTAL,,( ),-1,,03/03/2016 12:00:00 AM,
00BGV6,20190218,0,Tachograaf,VDO 1381,,( ),-1,,02/18/2019 12:00:00 AM,
00BGV8,0,0,Tachograaf,,,COAD,1220,,,
00BGV8,20180226,0,Tachograaf,CONTINENTAL1381,,( ),-1,,02/26/2018 12:00:00 AM,
00BGV9,0,0,Tachograaf,,,COAD,1220,,,
00BGV9,20190531,0,Tachograaf,SIEMENS/VDO1381,,( ),-1,,05/31/2019 12:00:00 AM,
00BGX1,0,0,Tachograaf,,,STOD,1076,,,
00BGX1,20180117,0,Tachograaf,SE 5000,,( ),-1,,01/17/2018 12:00:00 AM,
00BGX2,0,0,Tachograaf,,,COAD,1021,,,
00BGX2,20180327,0,Tachograaf,CONTINENTAL,,( ),-1,,03/27/2018 12:00:00 AM,
00BGX3,0,0,Tachograaf,,,COAD,1220,,,
00BGX3,20180326,0,Tachograaf,VDO,,( ),-1,,03/26/2018 12:00:00 AM,
00BGX4,0,0,Tachograaf,,,COAD,1220,,,
00BGX4,20180212,0,Tachograaf,VDO,,( ),-1,,02/12/2018 12:00:00 AM,
00BGX5,0,0,Tachograaf,,,STOD,1075,,,
00BGX5,20180312,0,Tachograaf,STONERIDGE,,( ),-1,,03/12/2018 12:00:00 AM,
00BGX8,0,0,Tachograaf,,,COAD,1021,,,
00BGX8,20180220,0,Tachograaf,CONTINENTAL,,( ),-1,,02/20/2018 12:00:00 AM,
00BGX9,20190107,0,Tachograaf,CONTINENTAL,,( ),-1,,01/07/2019 12:00:00 AM,
00BGZ1,0,0,Tachograaf,,,COAD,1220,,,
00BGZ1,20180320,0,Tachograaf,DTCO 1381,,( ),-1,,03/20/2018 12:00:00 AM,
00BGZ3,0,0,Tachograaf,,,COAD,1021,,,
00BGZ3,20190222,0,Tachograaf,SIEMENS VDO,,( ),-1,,02/22/2019 12:00:00 AM,
00BGZ4,0,0,Tachograaf,,,COAD,1220,,,
00BGZ4,20180131,0,Tachograaf,DTCO1381,,( ),-1,,01/31/2018 12:00:00 AM,
00BGZ5,0,0,Tachograaf,,,COAD,1021,,,
00BGZ5,20180129,0,Tachograaf,DTCO 1381,,( ),-1,,01/29/2018 12:00:00 AM,
00BGZ9,0,0,Tachograaf,,,COAD,1021,,,
00BGZ9,20180301,0,Tachograaf,1381/VDO,,( ),-1,,03/01/2018 12:00:00 AM,
00BH31,20170208,0,LPG Installatie,OMVL,70,GEEN,0,,02/08/2017 12:00:00 AM,
00BHB2,0,0,Tachograaf,,,COAD,1021,,,
00BHB2,20190315,0,Tachograaf,CONTINENTAL,,( ),-1,,03/15/2019 12:00:00 AM,
00BHB3,0,0,Tachograaf,,,COAD,1220,,,
00BHB3,20180313,0,Tachograaf,CONTINENTAL,,( ),-1,,03/13/2018 12:00:00 AM,
00BHB5,0,0,Tachograaf,,,COAD,1220,,,
00BHB5,20180315,0,Tachograaf,DCTO 1381,,( ),-1,,03/15/2018 12:00:00 AM,
00BHB7,0,0,Tachograaf,,,STOD,1074,,,
00BHB7,20180320,0,Tachograaf,STONERIDGE,,( ),-1,,03/20/2018 12:00:00 AM,
00BHB8,0,0,Tachograaf,,,COAD,1021,,,
00BHB8,20180504,0,Tachograaf,DCTO 1381,,( ),-1,,05/04/2018 12:00:00 AM,
00BHB9,0,0,Tachograaf,,,COAD,1220,,,
00BHB9,20180327,0,Tachograaf,DCTO 1381,,( ),-1,,03/27/2018 12:00:00 AM,
00BHD1,0,0,Tachograaf,,,COAD,1021,,,
00BHD1,20180316,0,Tachograaf,CONTINENTAL,,( ),-1,,03/16/2018 12:00:00 AM,
00BHD2,0,0,Tachograaf,,,STOD,1074,,,
00BHD2,20180321,0,Tachograaf,SE 5000,,( ),-1,,03/21/2018 12:00:00 AM,
00BHD3,0,0,Tachograaf,,,STOD,1074,,,
00BHD3,20171117,0,Tachograaf,STONERIDGE,,( ),-1,,11/17/2017 12:00:00 AM,
00BHD4,20180409,0,Tachograaf,DTCO 1318,,( ),-1,,04/09/2018 12:00:00 AM,
00BHD8,0,0,Tachograaf,,,COAD,1220,,,
00BHD8,20180327,0,Tachograaf,SIEMENS/VDO1381,,( ),-1,,03/27/2018 12:00:00 AM,
00BHD9,0,0,Tachograaf,,,COAD,1022,,,
00BHD9,20180405,0,Tachograaf,SIEMENS VDO,,( ),-1,,04/05/2018 12:00:00 AM,
00BHF1,0,0,Tachograaf,,,COAD,1220,,,
00BHF1,20180409,0,Tachograaf,SIEMENS VDO,,( ),-1,,04/09/2018 12:00:00 AM,
00BHF2,0,0,Tachograaf,,,COAD,1220,,,
00BHF2,20180413,0,Tachograaf,CONTINENTAL,,( ),-1,,04/13/2018 12:00:00 AM,
00BHF3,0,0,Tachograaf,,,COAD,1021,,,
00BHF3,20180417,0,Tachograaf,DCTO1381,,( ),-1,,04/17/2018 12:00:00 AM,
00BHF4,0,0,Tachograaf,,,COAD,1220,,,
00BHF4,20180425,0,Tachograaf,DCTO 1381 K7190,,( ),-1,,04/25/2018 12:00:00 AM,
00BHF5,0,0,Tachograaf,,,COAD,1220,,,
00BHF5,20180420,0,Tachograaf,DCTO 1381,,( ),-1,,04/20/2018 12:00:00 AM,
00BHF6,0,0,Tachograaf,,,COAD,1021,,,
00BHF6,20180420,0,Tachograaf,SIEMENS/VDO,,( ),-1,,04/20/2018 12:00:00 AM,
00BHF9,0,0,Tachograaf,,,COAD,1021,,,
00BHF9,20180104,0,Tachograaf,VDO,,( ),-1,,01/04/2018 12:00:00 AM,
00BHG2,0,0,Tachograaf,,,COAD,1220,,,
