FID,type,aanlegjaar,categorie,geometrie
O10002_Beplantingskaart_OD.242,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175434.26 504885.343, 175432.367 504885.313, 175432.564 504871.419, 175434.461 504871.464, 175434.26 504885.343)))"
O10002_Beplantingskaart_OD.243,Heesters/botanische rozen,2017,cultuurlijk,"MULTIPOLYGON (((172802.329 508801.009, 172804.819 508804.66, 172788.241 508815.882, 172785.776 508812.245, 172802.329 508801.009)))"
O10002_Beplantingskaart_OD.244,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172053.244 509268.656, 172057.942 509265.602, 172059.141 509267.458, 172054.434 509270.498, 172053.244 509268.656)))"
O10002_Beplantingskaart_OD.245,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172081.834 509250.169, 172086.404 509247.248, 172087.59 509249.085, 172083.034 509252.027, 172081.834 509250.169)))"
O10002_Beplantingskaart_OD.246,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((178322.735 504600.285, 178319.757 504600.915, 178317.026 504588.011, 178319.609 504587.394, 178322.735 504600.285)))"
O10002_Beplantingskaart_OD.287,Heesters/botanische rozen,1973,cultuurlijk,"MULTIPOLYGON (((178118.184 504621.944, 178117.556 504622.076, 178116.795 504618.17, 178115.248 504610.985, 178112.716 504599.147, 178114.62 504598.724, 178116.991 504598.197, 178121.923 504621.156, 178118.184 504621.944)))"
O10002_Beplantingskaart_OD.247,Heesters/botanische rozen,1991,cultuurlijk,"MULTIPOLYGON (((177212.561 503249.325, 177213.509 503252.24, 177213.359 503254.19, 177190.409 503264.009, 177190.144 503263.875, 177189.838 503263.671, 177189.39 503263.235, 177189.038 503262.675, 177188.905 503262.336, 177188.834 503262.06, 177188.782 503261.613, 177188.823 503261.04, 177188.93 503260.629, 177202.409 503255.24, 177203.938 503252.381, 177208.11 503250.883, 177212.009 503249.51, 177212.561 503249.325)))"
O10002_Beplantingskaart_OD.248,Heesters/botanische rozen,1981,cultuurlijk,"MULTIPOLYGON (((177779.263 503126.225, 177778.937 503126.074, 177778.519 503125.87, 177778.014 503125.609, 177777.6 503125.381, 177777.148 503125.118, 177776.675 503124.827, 177776.241 503124.544, 177775.894 503124.306, 177775.572 503124.076, 177775.266 503123.848, 177775.07 503123.698, 177781.511 503125.465, 177781.349 503125.82, 177779.263 503126.225)))"
O10002_Beplantingskaart_OD.249,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177367.759 503090.47, 177376.669 503088.95, 177376.799 503090.04, 177367.952 503091.592, 177367.14 503091.734, 177367.012 503091.768, 177366.696 503091.867, 177366.426 503091.968, 177366.156 503092.086, 177365.837 503092.248, 177365.399 503092.515, 177365.059 503092.763, 177364.636 503093.133, 177364.4 503093.377, 177364.229 503093.558, 177363.986 503093.807, 177363.606 503094.165, 177363.239 503094.48, 177362.709 503094.89, 177362.209 503095.233, 177361.674 503095.558, 177361.006 503095.908, 177360.363 503096.194, 177359.734 503096.428, 177359.185 503096.598, 177358.719 503096.719, 177358.165 503096.834, 177357.577 503096.925, 177356.979 503096.986, 177335.529 503098.56, 177335.159 503095.52, 177335.135 503095.301, 177335.141 503095.173, 177335.163 503095.041, 177335.21 503094.887, 177335.256 503094.784, 177335.37 503094.603, 177335.49 503094.473, 177335.599 503094.384, 177335.706 503094.316, 177335.813 503094.264, 177335.926 503094.223, 177336.046 503094.194, 177336.202 503094.177, 177336.319 503094.179, 177336.493 503094.204, 177336.615 503094.24, 177336.758 503094.302, 177336.88 503094.376, 177337.009 503094.48, 177338.979 503095.6, 177339.179 503095.727, 177339.446 503095.885, 177339.845 503096.094, 177340.311 503096.3, 177340.922 503096.514, 177341.408 503096.642, 177341.798 503096.72, 177342.291 503096.788, 177342.629 503096.814, 177342.928 503096.825, 177343.479 503096.812, 177344.019 503096.76, 177357.334 503095.553, 177357.497 503095.537, 177357.753 503095.506, 177358.147 503095.446, 177358.416 503095.396, 177359.057 503095.244, 177359.418 503095.139, 177359.915 503094.969, 177360.446 503094.755, 177360.808 503094.587, 177361.159 503094.408, 177361.659 503094.121, 177362.063 503093.859, 177362.554 503093.502, 177362.827 503093.283, 177363.287 503092.875, 177363.666 503092.498, 177363.777 503092.384, 177364.022 503092.152, 177364.139 503092.049, 177364.419 503091.82, 177364.702 503091.613, 177364.997 503091.42, 177365.359 503091.213, 177365.634 503091.074, 177365.995 503090.916, 177366.366 503090.779, 177366.637 503090.694, 177367.083 503090.581, 177367.759 503090.47)))"
O10002_Beplantingskaart_OD.250,Bodembedekkende heesters,2010,cultuurlijk,"MULTIPOLYGON (((177419.711 502991.996, 177415.899 502993.56, 177413.439 502983.61, 177412.419 502979.5, 177412.252 502978.834, 177412.054 502978.112, 177411.882 502977.534, 177411.738 502977.079, 177411.589 502976.63, 177410.569 502973.61, 177412.499 502974.64, 177417.699 502987.13, 177419.711 502991.996)))"
O10002_Beplantingskaart_OD.251,Heesters/botanische rozen,1989,cultuurlijk,"MULTIPOLYGON (((177563.349 502317.9, 177561.719 502318.41, 177573.179 502304.03, 177573.677 502303.428, 177574.262 502302.805, 177574.718 502302.373, 177575.5 502301.721, 177576.099 502301.287, 177576.823 502300.827, 177577.608 502300.401, 177578.469 502300.01, 177594.129 502293.73, 177592.709 502295.58, 177578.869 502301.02, 177578.219 502301.319, 177577.605 502301.648, 177576.845 502302.126, 177576.161 502302.633, 177575.464 502303.238, 177574.799 502303.918, 177574.437 502304.341, 177574.059 502304.83, 177563.349 502317.9)))"
O10002_Beplantingskaart_OD.252,Bodembedekkende heesters,2004,cultuurlijk,"MULTIPOLYGON (((177063.964 506292.539, 177059.006 506310.054, 177023.724 506300.441, 177026.791 506289.728, 177057.509 506271.62, 177068.257 506274.79, 177063.964 506292.539)))"
O10002_Beplantingskaart_OD.253,Heesters/botanische rozen,1989,cultuurlijk,"MULTIPOLYGON (((177564.349 502318.61, 177563.349 502317.9, 177574.059 502304.83, 177574.437 502304.341, 177574.799 502303.918, 177575.464 502303.238, 177576.161 502302.633, 177576.845 502302.126, 177577.605 502301.648, 177578.219 502301.319, 177578.869 502301.02, 177592.709 502295.58, 177593.129 502296.47, 177579.449 502302.07, 177578.76 502302.415, 177578.296 502302.682, 177577.69 502303.076, 177577.056 502303.549, 177576.341 502304.174, 177575.834 502304.686, 177575.392 502305.19, 177575.009 502305.68, 177564.349 502318.61)))"
O10002_Beplantingskaart_OD.254,Bodembedekkende heesters,2016,cultuurlijk,"MULTIPOLYGON (((178057.439 505372.66, 178057.949 505375.31, 178055.019 505379.41, 178054.449 505379.53, 178052.613 505370.292, 178053.479 505370.13, 178057.439 505372.66)))"
O10002_Beplantingskaart_OD.255,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((178465.151 505235.105, 178462.995 505223.207, 178467.332 505222.27, 178469.515 505234.314, 178465.151 505235.105)))"
O10002_Beplantingskaart_OD.256,Heesters/botanische rozen,1991,cultuurlijk,"MULTIPOLYGON (((176166.523 503299.963, 176165.979 503297.7, 176165.779 503297.02, 176165.47 503296.258, 176165.053 503295.487, 176164.755 503295.039, 176164.368 503294.545, 176164.055 503294.199, 176163.741 503293.891, 176163.37 503293.568, 176162.795 503293.142, 176162.376 503292.881, 176162.036 503292.694, 176161.595 503292.485, 176161.079 503292.282, 176160.713 503292.162, 176160.025 503291.992, 176159.552 503291.913, 176158.99 503291.858, 176158.346 503291.846, 176157.858 503291.872, 176157.009 503291.995, 176156.379 503292.149, 176155.948 503292.289, 176155.255 503292.575, 176154.724 503292.85, 176153.948 503293.357, 176160.098 503288.503, 176163.127 503287.555, 176163.64 503287.742, 176164.329 503288.079, 176164.732 503288.328, 176165.152 503288.635, 176165.344 503288.794, 176165.908 503289.348, 176166.171 503289.66, 176166.475 503290.081, 176166.757 503290.55, 176167.148 503291.421, 176167.382 503292.238, 176167.517 503293.324, 176167.521 503293.57, 176167.447 503294.52, 176167.372 503294.919, 176167.277 503295.293, 176166.523 503299.963)))"
O10002_Beplantingskaart_OD.257,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176399.719 503999.88, 176401.809 503993.16, 176402.589 503993.41, 176400.499 504000.16, 176399.719 503999.88)))"
O10002_Beplantingskaart_OD.258,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((178314.203 504565.102, 178312.235 504565.575, 178311.167 504560.565, 178312.996 504560.126, 178314.203 504565.102)))"
O10002_Beplantingskaart_OD.259,Bodembedekkende heesters,2002,cultuurlijk,"MULTIPOLYGON (((172345.765 508703.543, 172337.667 508691.069, 172342.34 508688.528, 172345.148 508692.813, 172347.136 508695.773, 172347.716 508697.002, 172349.043 508700.043, 172346.941 508702.786, 172345.765 508703.543)))"
O10002_Beplantingskaart_OD.260,Heesters/botanische rozen,2020,cultuurlijk,"MULTIPOLYGON (((172515.096 508759.634, 172538.109 508744.379, 172538.777 508745.376, 172515.195 508761.008, 172514.499 508760.009, 172515.096 508759.634)))"
O10002_Beplantingskaart_OD.261,Heesters/botanische rozen,2021,cultuurlijk,"MULTIPOLYGON (((176955.919 503162.76, 176935.499 503112.62, 176938.489 503111.27, 176949.399 503137.59, 176959.309 503161.62, 176959.199 503161.62, 176958.749 503162.51, 176955.919 503162.76), (176956.949 503156.34, 176955.809 503156.86, 176956.489 503158.52, 176957.619 503158.01, 176956.949 503156.34)))"
O10002_Beplantingskaart_OD.262,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175434.915 504840.243, 175434.763 504851.136, 175432.862 504851.09, 175432.997 504840.197, 175434.915 504840.243)))"
O10002_Beplantingskaart_OD.263,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((178408.568 505360.136, 178407.669 505355.639, 178419.624 505353.248, 178420.523 505357.745, 178408.568 505360.136)))"
O10002_Beplantingskaart_OD.264,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172046.13 509273.258, 172050.677 509270.315, 172051.867 509272.156, 172047.316 509275.095, 172046.13 509273.258)))"
O10002_Beplantingskaart_OD.265,Bodembedekkende heesters,1991,cultuurlijk,"MULTIPOLYGON (((176522.669 503055.87, 176520.129 503049.75, 176522.729 503048.7, 176527.169 503050.5, 176525.139 503054.89, 176522.669 503055.87)))"
O10002_Beplantingskaart_OD.312,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177325.781 504059.49, 177330.218 504059.037, 177330.404 504060.86, 177325.967 504061.313, 177325.781 504059.49)))"
O10002_Beplantingskaart_OD.313,Bodembedekkende heesters,2000,cultuurlijk,"MULTIPOLYGON (((178289.941 503361.761, 178289.826 503361.934, 178289.613 503361.968, 178289.36 503362.139, 178285.411 503361.992, 178284.922 503361.982, 178284.964 503358.484, 178284.542 503357.477, 178288.603 503355.951, 178288.879 503355.905, 178289.337 503356.224, 178289.941 503361.761)))"
O10002_Beplantingskaart_OD.266,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177006.393 505038.46, 177004.368 505034.881, 177001.335 505030.024, 176999.125 505026.797, 176996.547 505023.311, 176993.133 505019.086, 176990.162 505015.72, 176987.034 505012.448, 176983.341 505008.898, 176978.821 505004.96, 176975.771 505002.527, 176972.003 504999.747, 176968.842 504997.593, 176965.872 504995.706, 176964.426 504993.625, 176962.008 504985.416, 176962.919 504982.908, 176964.668 504981.418, 176972.836 504977.336, 176975.665 504977.89, 176990.04 504987.898, 176992.225 504987.726, 176994.454 504988.159, 176996.498 504989.193, 176997.7 504990.211, 176998.725 504991.497, 176999.369 504992.701, 176999.817 504994.038, 176999.983 504994.935, 176999.975 504997.098, 176999.171 504998.44, 176995.312 504999.848, 176993.715 505002.213, 176993.75 505004.902, 177002.106 505013.576, 177003.796 505014.261, 177005.862 505017.23, 177007.874 505020.387, 177009.313 505022.839, 177010.669 505025.322, 177011.885 505027.72, 177013.401 505030.986, 177014.275 505033.042, 177015.05 505034.991, 177016.002 505037.586, 177017.185 505044.167, 177016.133 505044.789, 177006.393 505038.46)))"
O10002_Beplantingskaart_OD.267,Bodembedekkende heesters,2009,cultuurlijk,"MULTIPOLYGON (((178329.407 503900.228, 178328.594 503895.864, 178329.637 503895.668, 178351.598 503891.551, 178352.565 503895.837, 178329.407 503900.228)))"
O10002_Beplantingskaart_OD.268,Heesters/botanische rozen,1989,cultuurlijk,"MULTIPOLYGON (((177561.719 502318.41, 177563.349 502317.9, 177564.349 502318.61, 177564.039 502320.63, 177561.719 502318.41)))"
O10002_Beplantingskaart_OD.269,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178478.526 504634.815, 178475.984 504623.547, 178479.775 504622.604, 178482.175 504633.822, 178478.526 504634.815)))"
O10002_Beplantingskaart_OD.270,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((178259.659 503876.195, 178259.17 503871.446, 178260.585 503871.332, 178261.103 503875.994, 178259.659 503876.195)))"
O10002_Beplantingskaart_OD.271,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176030.458 496696.109, 176029.365 496697.918, 176028.926 496697.572, 176028.635 496697.267, 176028.468 496697.051, 176028.124 496696.449, 176027.953 496695.971, 176027.846 496695.404, 176027.851 496694.65, 176027.998 496693.983, 176028.226 496693.446, 176028.394 496693.161, 176030.165 496695.012, 176030.458 496696.109)))"
O10002_Beplantingskaart_OD.272,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172103.141 509236.45, 172109.351 509232.416, 172110.543 509234.262, 172104.323 509238.279, 172103.141 509236.45)))"
O10002_Beplantingskaart_OD.273,Heesters/botanische rozen,1983,cultuurlijk,"MULTIPOLYGON (((171849.161 509218.354, 171828.789 509205.52, 171813.439 509229.73, 171811.059 509228.22, 171830.107 509197.976, 171831.535 509197.903, 171853.202 509211.982, 171849.161 509218.354)))"
O10002_Beplantingskaart_OD.274,Heesters/botanische rozen,2005,cultuurlijk,"MULTIPOLYGON (((177689.793 505367.165, 177677.031 505374.456, 177672.332 505377.06, 177671.754 505377.29, 177671.13 505377.329, 177670.871 505377.286, 177670.539 505377.177, 177670.213 505376.999, 177669.861 505376.696, 177669.597 505376.332, 177667.284 505372.257, 177667.263 505371.849, 177667.396 505371.677, 177667.572 505371.59, 177667.739 505371.581, 177668.077 505371.808, 177670.142 505375.54, 177679.115 505370.504, 177677.031 505366.83, 177676.945 505366.638, 177676.955 505366.453, 177677.009 505366.335, 177677.156 505366.201, 177678.48 505365.467, 177678.649 505365.397, 177678.778 505365.395, 177678.942 505365.452, 177679.102 505365.625, 177681.17 505369.364, 177688.14 505365.457, 177686.068 505361.726, 177685.998 505361.506, 177686.049 505361.287, 177686.089 505361.225, 177686.24 505361.103, 177687.111 505360.629, 177687.414 505360.519, 177687.702 505360.509, 177687.878 505360.546, 177688.137 505360.67, 177688.281 505360.788, 177688.46 505361.035, 177690.413 505364.507, 177690.536 505364.741, 177690.647 505365.067, 177690.697 505365.402, 177690.691 505365.719, 177690.662 505365.913, 177690.555 505366.262, 177690.456 505366.466, 177690.355 505366.628, 177690.214 505366.808, 177690.088 505366.937, 177689.793 505367.165)))"
O10002_Beplantingskaart_OD.275,Heesters/botanische rozen,1998,cultuurlijk,"MULTIPOLYGON (((178275.312 503903.181, 178275.961 503906.54, 178272.549 503907.177, 178272.022 503907.261, 178271.526 503907.258, 178271.141 503907.2, 178270.833 503907.117, 178270.315 503906.895, 178269.905 503906.63, 178269.679 503906.44, 178269.454 503906.209, 178269.24 503905.938, 178269.048 503905.625, 178268.92 503905.357, 178268.822 503905.089, 178268.75 503904.818, 178268.704 503904.554, 178268.692 503904.438, 178275.312 503903.181)))"
O10002_Beplantingskaart_OD.276,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((172755.549 508883.31, 172756.939 508886.16, 172744.386 508892.214, 172743.019 508889.41, 172754.939 508883.66, 172755.549 508883.31)))"
O10002_Beplantingskaart_OD.277,Bodembedekkende heesters,2002,cultuurlijk,"MULTIPOLYGON (((172389.337 508774.754, 172390.377 508769.408, 172396.477 508770.593, 172395.492 508775.975, 172389.337 508774.754)))"
O10002_Beplantingskaart_OD.278,Bodembedekkende heesters,2000,cultuurlijk,"MULTIPOLYGON (((172285.198 508020.846, 172289.701 507998.434, 172294.085 507999.439, 172289.315 508021.664, 172285.198 508020.846)))"
O10002_Beplantingskaart_OD.279,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176054.274 496711.657, 176055.528 496711.994, 176057.469 496713.64, 176057.085 496713.817, 176056.582 496713.981, 176056.139 496714.07, 176055.597 496714.113, 176055.082 496714.087, 176054.559 496713.995, 176053.86 496713.756, 176053.043 496713.275, 176054.274 496711.657)))"
O10002_Beplantingskaart_OD.280,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((172368.245 508769.846, 172370.431 508773.111, 172348.038 508788.134, 172345.917 508784.934, 172355.443 508778.42, 172366.705 508770.924, 172368.245 508769.846)))"
O10002_Beplantingskaart_OD.281,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((172269.263 508030.219, 172267.009 508029.781, 172268.573 508021.664, 172282.058 508024.501, 172280.515 508032.403, 172269.263 508030.219)))"
O10002_Beplantingskaart_OD.282,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178475.792 504320.6, 178473.529 504321.095, 178475.159 504328.942, 178460.739 504331.897, 178460.157 504329.618, 178459.509 504326.587, 178462.807 504325.882, 178463.446 504328.947, 178472.566 504327.046, 178468.113 504306.085, 178467.628 504303.943, 178467.54 504303.162, 178467.639 504302.218, 178467.842 504301.582, 178468.182 504300.933, 178468.561 504300.437, 178468.771 504300.22, 178469.253 504299.824, 178469.49 504299.672, 178469.761 504299.524, 178470.401 504299.272, 178470.752 504299.185, 178477.998 504297.727, 178478.967 504297.527, 178479.98 504302.545, 178480.364 504304.339, 178472.668 504305.984, 178474.203 504313.163, 178475.792 504320.6)))"
O10002_Beplantingskaart_OD.283,Heesters/botanische rozen,1991,cultuurlijk,"MULTIPOLYGON (((177290.369 503235.4, 177318.998 503232.481, 177319.333 503232.633, 177319.581 503232.802, 177319.73 503232.935, 177319.945 503233.188, 177320.157 503233.569, 177320.244 503233.831, 177320.289 503234.068, 177320.297 503234.483, 177320.259 503234.728, 177320.152 503235.063, 177320.018 503235.324, 177319.819 503235.592, 177319.586 503235.815, 177319.349 503235.98, 177290.739 503238.708, 177290.345 503238.487, 177290.098 503238.271, 177289.938 503238.082, 177289.749 503237.767, 177289.639 503237.477, 177289.571 503237.097, 177289.578 503236.733, 177289.656 503236.372, 177289.806 503236.027, 177290.038 503235.697, 177290.369 503235.4)))"
O10002_Beplantingskaart_OD.284,Heesters/botanische rozen,1977,cultuurlijk,"MULTIPOLYGON (((178245.159 503488.709, 178249.664 503487.651, 178250.042 503489.108, 178245.511 503490.202, 178245.159 503488.709)))"
O10002_Beplantingskaart_OD.285,Bodembedekkende heesters,2001,cultuurlijk,"MULTIPOLYGON (((178063.576 505403.98, 178063.934 505405.82, 178059.049 505406.682, 178055.799 505386.28, 178057.089 505386.13, 178060.549 505388.44, 178063.576 505403.98)))"
O10002_Beplantingskaart_OD.286,Heesters/botanische rozen,2010,cultuurlijk,"MULTIPOLYGON (((178197.01 504626.219, 178197.08 504626.209, 178197.158 504626.209, 178197.243 504626.223, 178197.347 504626.262, 178197.438 504626.321, 178197.518 504626.403, 178197.575 504626.497, 178197.612 504626.604, 178199.381 504635.065, 178199.399 504635.178, 178199.395 504635.257, 178199.367 504635.366, 178199.325 504635.448, 178199.277 504635.512, 178199.239 504635.55, 178199.155 504635.609, 178199.05 504635.652, 178196.63 504636.189, 178196.353 504636.241, 178196.154 504636.254, 178195.843 504636.236, 178195.522 504636.165, 178195.14 504636.005, 178194.845 504635.809, 178194.606 504635.585, 178194.437 504635.373, 178194.273 504635.089, 178194.167 504634.82, 178192.96 504629.324, 178192.912 504629.081, 178192.895 504628.856, 178192.897 504628.684, 178192.934 504628.396, 178193.018 504628.093, 178193.154 504627.794, 178193.343 504627.51, 178193.584 504627.252, 178193.758 504627.112, 178194.023 504626.949, 178194.316 504626.825, 178197.01 504626.219)))"
O10002_Beplantingskaart_OD.5271,Overig,Niet ingevuld,gras,"MULTIPOLYGON (((172630.409 509082.5, 172631.169 509083.19, 172629.949 509084.59, 172629.199 509083.94, 172630.409 509082.5)))"
O10002_Beplantingskaart_OD.288,Heesters/botanische rozen,1989,cultuurlijk,"MULTIPOLYGON (((177963.201 502627.425, 177973.519 502626.32, 177974.181 502626.298, 177975.201 502626.219, 177976.381 502626.054, 177977.734 502625.766, 177978.473 502625.562, 177979.262 502625.306, 177980.46 502624.839, 177981.079 502624.558, 177982.182 502623.985, 177983.323 502623.284, 177984.077 502622.754, 177984.711 502622.262, 177985.259 502621.8, 177990.219 502617.34, 177990.503 502616.727, 177990.989 502615.984, 177991.436 502615.476, 177992.11 502614.903, 177992.563 502614.61, 177993.061 502614.355, 177993.635 502614.135, 177994.239 502613.98, 178008.029 502611.81, 178007.188 502612.246, 178004.449 502613.68, 178003.755 502613.976, 178002.826 502614.328, 178002.171 502614.545, 178001.4 502614.769, 178000.556 502614.976, 178000.02 502615.088, 177999.327 502615.209, 177998.605 502615.309, 177998.081 502615.365, 177997.599 502615.405, 177996.949 502615.44, 177996.207 502615.593, 177995.295 502615.895, 177994.738 502616.147, 177994.173 502616.463, 177993.599 502616.856, 177993.175 502617.202, 177992.783 502617.574, 177992.411 502617.981, 177992.113 502618.357, 177991.819 502618.785, 177991.529 502619.493, 177991.384 502620.404, 177991.381 502621.087, 177991.409 502621.39, 177991.563 502622.168, 177991.635 502622.406, 177991.785 502622.806, 177991.928 502623.116, 177982.709 502628.43, 177981.035 502628.691, 177978.321 502629.08, 177975.055 502629.49, 177971.547 502629.859, 177967.367 502630.206, 177967.15 502629.97, 177967.003 502629.815, 177966.692 502629.501, 177966.395 502629.216, 177966.078 502628.926, 177965.602 502628.517, 177965.178 502628.177, 177964.694 502627.816, 177964.088 502627.4, 177963.201 502627.425)))"
O10002_Beplantingskaart_OD.289,Heesters/botanische rozen,1973,cultuurlijk,"MULTIPOLYGON (((176815.71 503849.99, 176806.062 503847.312, 176801.398 503800.768, 176810.571 503794.991, 176819.977 503799.109, 176824.642 503846.285, 176815.71 503849.99)))"
O10002_Beplantingskaart_OD.290,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((172264.867 508029.365, 172260.808 508028.593, 172250.822 508026.694, 172252.443 508018.82, 172266.42 508021.309, 172264.867 508029.365)))"
O10002_Beplantingskaart_OD.291,Heesters/botanische rozen,2011,cultuurlijk,"MULTIPOLYGON (((175669.979 503600.506, 175669.43 503601.175, 175668.667 503602.106, 175665.746 503599.612, 175663.426 503597.578, 175661.693 503595.979, 175657.897 503592.305, 175654.508 503588.722, 175651.988 503585.908, 175653.502 503584.601, 175654.286 503585.501, 175655.649 503587.025, 175657.087 503588.583, 175658.364 503589.922, 175659.326 503590.906, 175660.824 503592.396, 175662.144 503593.669, 175663.76 503595.179, 175665.072 503596.366, 175666.438 503597.568, 175667.464 503598.449, 175668.103 503598.987, 175669.466 503600.097, 175669.979 503600.506)))"
O10002_Beplantingskaart_OD.292,Bodembedekkende heesters,2000,cultuurlijk,"MULTIPOLYGON (((178282.268 503351.643, 178282.821 503351.373, 178286.719 503349.92, 178286.969 503349.899, 178287.154 503350.126, 178288.479 503353.41, 178288.486 503353.773, 178288.296 503353.933, 178288.057 503354.054, 178283.834 503355.516, 178282.268 503351.643)))"
O10002_Beplantingskaart_OD.293,Heesters/botanische rozen,1998,cultuurlijk,"MULTIPOLYGON (((178356.632 503897.377, 178357.142 503900.304, 178351.738 503901.339, 178351.18 503898.425, 178353.095 503898.057, 178356.632 503897.377)))"
O10002_Beplantingskaart_OD.294,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172112.447 509321.363, 172113.637 509323.2, 172109.068 509326.159, 172107.882 509324.327, 172112.447 509321.363)))"
O10002_Beplantingskaart_OD.295,Heesters/botanische rozen,2001,cultuurlijk,"MULTIPOLYGON (((172658.882 508775.676, 172662.03 508780.261, 172636.482 508797.557, 172633.415 508793.022, 172658.882 508775.676)))"
O10002_Beplantingskaart_OD.296,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172100.583 509238.081, 172101.774 509239.925, 172097.235 509242.856, 172096.04 509241.005, 172097.196 509240.273, 172097.327 509240.164, 172100.583 509238.081)))"
O10002_Beplantingskaart_OD.297,Bodembedekkende heesters,2005,cultuurlijk,"MULTIPOLYGON (((172411.634 508723.648, 172392.908 508735.636, 172388.416 508729.176, 172388.838 508726.118, 172391.443 508726.593, 172391.14 508728.598, 172393.849 508732.505, 172408.599 508723.031, 172411.634 508723.648)))"
O10002_Beplantingskaart_OD.298,Heesters/botanische rozen,1991,cultuurlijk,"MULTIPOLYGON (((177297.539 502898.47, 177297.621 502898.303, 177300.201 502897.234, 177305.319 502909.64, 177346.989 502892.31, 177344.598 502886.515, 177344.837 502886.29, 177344.989 502886.16, 177347.679 502889.08, 177348.999 502893.34, 177304.229 502911.64, 177300.949 502903.78, 177297.539 502898.47)))"
O10002_Beplantingskaart_OD.299,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172026.654 509285.771, 172027.11 509285.477, 172037.853 509278.616, 172039.033 509280.444, 172027.87 509287.654, 172026.654 509285.771)))"
O10002_Beplantingskaart_OD.300,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177268.468 502705.441, 177267.002 502703.186, 177265.424 502700.973, 177262.918 502697.83, 177261.188 502695.847, 177260.142 502694.675, 177257.747 502692.061, 177256.176 502690.399, 177254.388 502688.555, 177251.828 502686, 177249.658 502683.91, 177254.599 502681.68, 177257.666 502684.693, 177262.282 502689.55, 177264.873 502692.464, 177266.813 502694.743, 177269.656 502698.246, 177272.348 502701.76, 177268.468 502705.441)))"
O10002_Beplantingskaart_OD.301,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((171891.013 508790.939, 171886.862 508797.484, 171881.393 508806.042, 171879.008 508804.543, 171880.423 508802.285, 171888.572 508789.49, 171891.013 508790.939)))"
O10002_Beplantingskaart_OD.302,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176376.089 504010.78, 176380.479 504012.13, 176380.809 504012.22, 176383.199 504016.72, 176382.449 504019.31, 176374.029 504016.72, 176375.559 504010.63, 176376.089 504010.78)))"
O10002_Beplantingskaart_OD.303,Heesters/botanische rozen,1996,cultuurlijk,"MULTIPOLYGON (((176748.159 503371.17, 176748.659 503381.85, 176747.69 503381.832, 176746.475 503381.788, 176744.853 503381.692, 176742.429 503381.466, 176740.403 503381.201, 176738.836 503380.948, 176735.564 503380.281, 176733.245 503379.693, 176731.603 503379.217, 176729.613 503378.571, 176727.963 503377.977, 176726.12 503377.249, 176724.298 503376.458, 176722.323 503375.519, 176720.887 503374.78, 176719.219 503373.859, 176717.625 503372.913, 176715.911 503371.82, 176714.032 503370.524, 176712.619 503369.48, 176718.679 503361.25, 176725.188 503364.79, 176727.021 503365.68, 176727.825 503366.047, 176729.359 503366.708, 176730.985 503367.354, 176732.797 503368.012, 176734.81 503368.668, 176736.691 503369.212, 176738.652 503369.709, 176740.282 503370.07, 176742.77 503370.532, 176745.219 503370.882, 176748.159 503371.17)))"
