FID,vrt_code,vrtnaam,haven_vaar,meetpunt,naam,soort,opmerking,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
aansluiting.640,083,Oude IJssel,,20.865,Visvijver Etten,NVW,,,20860,,,POINT (51.91550000000001 6.350200001000019)
aansluiting.641,054a,"Gons, Vlakke Brekken en Oudegaaster Brekken",,0.876,Nijhuizumervaart,NBV,,,20881,,,POINT (52.97810000200002 5.496500000000026)
aansluiting.642,221,Weespertrekvaart,,4.943,Korte Diem,NBV,,,20918,,,POINT (52.330800001 4.980099998000014)
aansluiting.643,005,Aduarderdiep (bezuiden het Van Starkenborghkanaal),,2.769,Zuidwending (Oude loop Aduarderdiep),NBV,,,21066,,,POINT (53.23539999899998 6.476699999999994)
aansluiting.644,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,40.822,Grebbe of Grift (verboden invaart),NVW,,,21092,,,POINT (51.949700001999986 5.591099999999983)
aansluiting.645,090,Kanaal van Steenwijk naar de Linde,,11.814,Sloot om bungalowpark Noordervenerbosch,NVW,,,21111,,,POINT (52.80909999800002 5.934300001999986)
aansluiting.646,131,Westerschelde,,0,"Royerssluis, toegang tot havendokken e.d.",NBV,,,21279,,,POINT (51.23570000000001 4.396600001000024)
aansluiting.647,035b,Graft en Lange Lits,,1.114,Lange Lits,NBV,,,21323,,,POINT (53.105799999 5.8829000000000065)
aansluiting.648,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,17.026,Uitwateringskanaal gemaal Kostverlorenzijl,NVW,,,21365,,,POINT (52.63410000099998 6.077300001000026)
aansluiting.649,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,37.703,Waterinlaatkanaal stuw,NVW,,,21370,,,POINT (52.87620000200002 7.099399999000013)
aansluiting.650,050a,Stadsbuitengracht Stavoren,,0.1,Stadsbinnengracht met gemeentelijjke Binnenhaven,NBV,,,21383,,,POINT (52.87990000100001 5.365400001000012)
aansluiting.651,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,75.451,"Fort Honswijk (militaire haven, verboden invaart)",NBV,,,21388,,,POINT (51.97170000199998 5.155000001000019)
aansluiting.652,126,Mark en Dintel,,7.307,Uitwateringsgeul gemaal Kraaienest,NVW,,,21398,,,POINT (51.64319999899999 4.734999999000024)
aansluiting.653,005a,Aduarderdiep (benoorden het Van Starkenborghkanaal),,6.758,Spuikanaal  Oude Aduarderzijl,NVW,,,21414,,,POINT (53.31819999999999 6.469200000000001)
aansluiting.654,231b,Larservaart,,4.658,Eendentocht,NVW,,,21420,,,POINT (52.45349999899997 5.544799997999974)
aansluiting.655,060,Lemmer - Delfzijl,,5.6,Butenposterfaert,NVW,,,21440,,,POINT (53.221600000000024 6.136000000000024)
aansluiting.656,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,113.039,Uitwatering Zuiveringsinstallatie,NVW,,,21445,,,POINT (51.822299998000005 4.7368000000000166)
aansluiting.657,047,Vaarweg van het Johan Frisokanaal naar het Prinses Margrietkanaal nabij Lemmer,,3.211,Aansluiting naar woonwijk,GEB,,,21446,,,POINT (52.93950000000001 5.630299999999977)
aansluiting.658,062,Vaarweg van het Van Harinxmakanaal langs Wartena naar het Prinses Margrietkanaal,,3.3,Oeble-om-Sleat,NVW,,,21455,,,POINT (53.15060000099999 5.888099997999973)
aansluiting.659,092a,Arembergergracht,,4.381,Dirkswijde/Zandgracht (brug over invaart),NBV,,,21531,,,POINT (52.669199999 6.052700001999995)
aansluiting.660,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,127.03,Overlaat (afvoerkanaal) met woonschepen,NVW,,,21551,,,POINT (50.865999999999985 5.690999999999974)
aansluiting.661,201k,Leidse Trekvliet of Leidsche Vliet te Leiden,,0.531,Fortuinsloot,NBV,,,21574,,,POINT (52.144600000000025 4.4846)
aansluiting.662,233e,Jan van Riebeeckhaven met aanliggende havens,,1.2,Ashaven (brug over invaart),NBV,,,21584,,,POINT (52.408300000999986 4.846600000000024)
aansluiting.663,011,Damsterdiep,,18.568,Vaarweg door Appingedam ,NBV,,,21761,,,POINT (53.32030000200001 6.845300000000009)
aansluiting.665,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,,4.456,Vaart door Makkum naar de Kleine Zijlroede,NBV,,,21852,,,POINT (53.05490000200001 5.408500000999993)
aansluiting.666,406,"Vaarwater naar Emden, Gaatje Bocht, Oostfriesche Gaatje, Doekegat, Randzelgat en Westereems",,18.767,Knockstertief,NVW,,,21886,,,POINT (53.325800001999994 7.003499999999974)
aansluiting.667,095a,Nagelervaart,,3.39,Tocht,NVW,,,21899,,,POINT (52.645100001 5.687100000999976)
aansluiting.668,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,21.598,Vlietland,GEB,,,21903,,,POINT (52.113099999999974 4.446100000000001)
aansluiting.669,010,Warffumermaar,,6.739,Aansluiting naar passantenhaven De Pollen,NBV,,,21910,,,POINT (53.38870000100002 6.560299999999984)
aansluiting.670,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,,1.488,Uitwateringskanaal Spijkenisse (Verboden invaart),NVW,,,21997,,,POINT (51.863499999 4.3134999979999975)
aansluiting.671,117,Vaarweg van het Hollandsch Diep via de Goereesesluis naar de Noordzee,,33.155,Uitwatering Zuiderdiep,NVW,,,22075,,,POINT (51.82820000100003 4.031700000000001)
aansluiting.672,045,Vaarweg van het Oudhof naar het Tjeukemeer,,4.557,Aansluiting woonwijk,GEB,,,22136,,,POINT (52.96260000000001 5.741799999000023)
aansluiting.673,225,Amsterdam-Rijnkanaal,,2.284,Passage recreatievaart,NBV,,,22217,,,POINT (52.36210000099999 4.959299999999985)
aansluiting.674,227a1,"'s-Gravelandsevaart, Drecht en Loosdrechtse Plassen",,3.515,Essenboomgat,NVW,,,22218,,,POINT (52.20069999999998 5.092399999000008)
aansluiting.675,233p,Johan van Hasseltkanaal (west),,1.411,Buiksloterkanaal (ophaalbrug op 100m van invaart),NBV,,,22256,,,POINT (52.393300001 4.9083999989999825)
aansluiting.676,231,Lage Vaart,,14.699,Kitstocht,NBV,,,22306,,,POINT (52.428300001000025 5.400199998000005)
aansluiting.677,111,Oude Maas,,9.347,Uitwateringsgeul gemaal De Hooge Nesse,NVW,,,22309,,,POINT (51.819499999000016 4.55970000100001)
aansluiting.678,224,"Heinoomsvaart, Geer, Bijleveld, Groote Heijcop, Kerkvaart en Danne",,6.282,Bijleveld (voortzetting),NBV,,,22354,,,POINT (52.15559999999999 4.940400001)
aansluiting.679,232,Hoge Vaart,,1.593,Hoge Wetering,NBV,,,22357,,,POINT (52.404499999999985 5.227800000000002)
aansluiting.680,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,94.479,Spoolderhank,NVW,,,22374,,,POINT (52.508699998 6.032000002000018)
aansluiting.681,060,Lemmer - Delfzijl,,82.3,Uiltjebuurstervaart,NBV,,,22410,,,POINT (53.11619999999999 5.876400000999979)
aansluiting.682,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,40.946,Stuwkanaal van de Aa (brug over invaart),NVW,,,22421,,,POINT (51.499600000999976 5.675200000000018)
aansluiting.683,004b1,Leeksterhoofddiep,,1.194,Molensloot,NBV,,,22428,,,POINT (53.180399998999974 6.423400000000015)
aansluiting.684,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,,7.39,"Allingawierstervaart, met passantensteiger",NBV,,,22432,,,POINT (53.05229999900001 5.4464000020000185)
aansluiting.685,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,58.138,Afwateringskanaal,NVW,,,22441,,,POINT (51.26599999899997 6.010600001)
aansluiting.686,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,6.413,Sloot te Wildervank,NVW,,,22443,,,POINT (53.05559999899998 6.848799999999983)
aansluiting.687,061,Vaarweg van Grouw langs Warga naar het Van Harinxmakanaal,,3.258,Kromme Sleat,NBV,,,22522,,,POINT (53.122799999999984 5.830200002000026)
aansluiting.688,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,33.907,De Runde (brug (v.) over invaart),NVW,,,22524,,,POINT (52.873500001000025 7.072200000000009)
aansluiting.689,035b,Graft en Lange Lits,,1.833,Vaart om de Rengerspole,NBV,,,22583,,,POINT (53.11200000000002 5.87990000100001)
aansluiting.690,039a1,Akkrumerrak,,1,Wijde Geeuw,NBV,,,22590,,,POINT (53.026400000000024 5.809599999)
aansluiting.691,020,Noord-Willemskanaal,,22.388,Schipsloot,NBV,,,22597,,,POINT (53.16640000000001 6.590199999999982)
aansluiting.692,232c,Hoge Dwarsvaart,,1.274,Strandgapertocht,NVW,,,22613,,,POINT (52.39699999999999 5.620499998000014)
aansluiting.693,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,216.686,Voedingskanaal Amercentrale,NVW,,,22629,,,POINT (51.71370000000002 4.842599999000015)
aansluiting.694,270,"Gouwe, Gouwekanaal en voorhaven Julianasluis",,1.292,Alphensche Wetering,NVW,,,22669,,,POINT (52.107999999000015 4.668699998000022)
aansluiting.695,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,40.5,Uitwateringsgeul gemaal (3),NVW,,,22680,,,POINT (51.984399999999994 4.376600000999986)
aansluiting.696,241,Beemsterringvaart,,3.346,Uitwatering gemaal Eilandspolder,NVW,,,22744,,,POINT (52.562899999000024 4.861699998000006)
aansluiting.697,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,149.138,Niftriksche Uitvliet,NVW,,,22747,,,POINT (51.80680000000001 5.649900000999992)
aansluiting.698,227a1,"'s-Gravelandsevaart, Drecht en Loosdrechtse Plassen",,5.5,Hondegat,NBV,,,22841,,,POINT (52.198100001 5.065200000999994)
aansluiting.699,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,100.778,Gat van Van de Kamp (recreatiegebied),NBV,,,22955,,,POINT (52.521600001000024 5.980000000000018)
aansluiting.700,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,18.806,Brandewijnsloot,NBV,,,22956,,,POINT (52.270100001 4.743700000999979)
aansluiting.701,203,Trekvaart Haarlem naar Leiden,,8.392,Zandsloot,NBV,,,23081,,,POINT (52.24489999899998 4.4959999989999915)
aansluiting.702,225,Amsterdam-Rijnkanaal,,43.788,Heemsteedsebrug,NBV,,,23089,,,POINT (52.03420000199998 5.117600001000028)
aansluiting.703,134,Kanaal door Walcheren,,1.583,Voormalige Buitenkeersluis,NVW,,,23100,,,POINT (51.44319999999999 3.5934999990000165)
aansluiting.704,220c,"Oosterdok, Oude Schans-Zwanenburgwal-Amstel",,0.917,Snoekjesgracht,NBV,,,23190,,,POINT (52.37009999899999 4.901799998999991)
aansluiting.705,201h,Ade of Poel,,0.217,Hanepoel,NBV,,,23213,,,POINT (52.214499999 4.596099998999989)
aansluiting.706,203,Trekvaart Haarlem naar Leiden,,3.459,Lisserbeek,NBV,,,23267,,,POINT (52.280099999000015 4.538899999000023)
aansluiting.707,236d,Markervaart en Kogerpolderkanaal,,2.145,Verbinding met het Alkmaardermeer,GEB,,,23316,,,POINT (52.55310000100002 4.779300001000024)
aansluiting.708,110,Wantij en Otterkanaal,,5.742,Geul door Kikvorspolder,NBV,,,23329,,,POINT (51.80169999999998 4.747799999999984)
aansluiting.709,210,"Schie-Schiekanaal, Noorderkanaal, Rotte, Hennipsloot en Ringvaart van de Zuidplaspolder",,6.705,Binnenboezem van Blijswijk (Boterdorpse Verlaat),NVW,,,23340,,,POINT (51.95120000100002 4.508800000000008)
aansluiting.710,034e,Nieuwe Drait,,0.9,Oude Drait,NBV,,,23398,,,POINT (53.101199999000016 6.045999999999992)
aansluiting.711,016,"Westerwoldsche Aa, Pekel-Aa en Pekelerhoofddiep",,26.706,Poortsmanwijk (brug (oph.) over invaart),NBV,,,23430,,,POINT (53.077199999000015 6.966899997999974)
aansluiting.712,231,Lage Vaart,,0.693,Voedingskanaal Gemaal Dr. V.J.P. de Blocq van Kuffeler,NVW,,,23484,,,POINT (52.405400000999975 5.236699998000006)
aansluiting.713,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,,3.268,"Geul, brug over invaart",GEB,,,23506,,,POINT (53.055199999000024 5.391500000000008)
aansluiting.714,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,1.748,Molenwijk,NVW,,,23509,,,POINT (53.09499999899998 6.872699997999973)
aansluiting.715,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,49.605,Ontzanding Ingensche waarden,GEB,,,23717,,,POINT (51.9837 5.480099998000014)
aansluiting.716,061,Vaarweg van Grouw langs Warga naar het Van Harinxmakanaal,,0.764,Doorvaart naar Grouw,NBV,,,23727,,,POINT (53.103200000000015 5.842300002000002)
aansluiting.718,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,6.576,Slochterdiep (voortzetting),NBV,,,23766,,,POINT (53.233299999999986 6.746800001999986)
aansluiting.719,035a,Janssloot en Goengahuistersloot,,0.824,Aansluiting naar Goengahuizen,NBV,,,23769,,,POINT (53.08379999900001 5.882499999999993)
aansluiting.720,238,Trekvaart van Het Schouw naar Monnickendam,,7.874,"Monnickendam, aansluiting",NBV,,,23816,,,POINT (52.46300000000002 5.031700000000001)
aansluiting.721,011,Damsterdiep,,22.173,Oude Damsterdiep,NBV,,,23862,,,POINT (53.32299999899999 6.894000000999995)
aansluiting.722,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,15.025,Uitwateringskanaal gemaal De Liemers,NVW,,,23880,,,POINT (51.99810000100001 6.081300001999978)
aansluiting.723,110b,Sionssloot en Moldiep,,1.61,Vaarweg om eiland,NBV,,,23903,,,POINT (51.808299999999974 4.756700002000002)
aansluiting.724,229b,Toegangsgeul en aanloophaven van Huizen,,2.502,"Huizen, aansluiting",NBV,,,23920,,,POINT (52.298099998 5.267299998999988)
aansluiting.725,011,Damsterdiep,,0.178,zw. Damsterdiep (J. Slimsluis in invaart),NBV,,,23923,,,POINT (53.23710000099999 6.645599999000012)
aansluiting.726,039,Vaarweg van het Prinses Margrietkanaal naar de Kuinder of Tjonger,,9.168,Aansluiting woonwijk,NBV,,,23956,,,POINT (52.999400001000026 5.86650000100002)
aansluiting.727,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,7.699,Invaart jachthavens,NBV,,,23972,,,POINT (52.33419999900002 4.845800000999986)
aansluiting.728,220,Amstel-Gouwevaart (Amstel en Aarkanaal),,2.795,Singelgracht,NBV,,,24002,,,POINT (52.35920000099998 4.904599997999981)
aansluiting.729,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,14.015,Uitwateringskanaal (brug over invaart),NVW,,,24010,,,POINT (53.06419999899998 7.131399999999985)
aansluiting.730,022,Van Harinxmakanaal,,18.251,Pualfeart,NBV,,,24021,,,POINT (53.18639999999999 5.667899999999975)
aansluiting.731,018,A.G. Wildervanckkanaal,,8.839,Waterlossing Industrieterrein,NVW,,,24032,,,POINT (53.08800000000002 6.876699998999982)
aansluiting.732,124c,Beatrixkanaal,,8.362,Afwateringskanaal Dommel (met woonschepen),NVW,,,24058,,,POINT (51.432999998000014 5.446600000999979)
aansluiting.733,150c,Maas van Wessem naar Ohe en Laak,,10.9,Recreatiegebied Plas Heerenlaak (met JH de Maasnimf),GEB,,,24062,,,POINT (51.107999999000015 5.818999997999981)
aansluiting.734,105,Linge,,19.709,Afgesneden riviergedeelte nabij Acquoy,NBV,,,24077,,,POINT (51.87620000200002 5.141600002000018)
aansluiting.735,046,"Havens te Lemmer, Zijlroede en Stroomkanaal",,6.2,Bungalowpark Het Brekkense Wiel,GEB,,,24124,,,POINT (52.85200000200001 5.686999999000022)
aansluiting.736,016,"Westerwoldsche Aa, Pekel-Aa en Pekelerhoofddiep",,20.273,Gemaal Zuidveensterhoofdwijk,NVW,,,24207,,,POINT (53.115999999999985 7.033500000999993)
aansluiting.737,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,41.302,Babbelaar,GEB,,,24271,,,POINT (53.352600000999985 6.226300001000027)
aansluiting.738,060,Lemmer - Delfzijl,,83.2,Trijehustersleat,NBV,,,24272,,,POINT (53.11080000200002 5.866599999000016)
aansluiting.739,014,Termunterzijldiep,,7.097,Buiten Nieuwendiep (onbelangrijk),NBV,,,24356,,,POINT (53.22509999900001 6.954100002000018)
aansluiting.740,238,Trekvaart van Het Schouw naar Monnickendam,,0.344,"Het Schouw, aansluiting",NBV,,,24363,,,POINT (52.42460000099999 4.954999998000005)
aansluiting.741,045,Vaarweg van het Oudhof naar het Tjeukemeer,,2.55,Kaai naar de Brekken,NBV,,,24385,,,POINT (52.97199999899999 5.716499999000007)
aansluiting.742,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,22.1,Westelijke doorvaart naar Openhavenfront (brug over invaart),NBV,,,24402,,,POINT (52.38249999999999 4.899300002000018)
aansluiting.743,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,18.87,Waterinlaatkanaal stuw,NVW,,,24421,,,POINT (53.02360000099998 7.138999999000021)
aansluiting.744,040a,"Gudsekop, Statenbocht en Hoitesloot",,2.577,Nauwe Geeuw,NBV,,,24468,,,POINT (52.998699999999985 5.722399998000014)
aansluiting.745,124,Amertak en Wilhelminakanaal,,71.492,Zuid-Willemsvaart,NBV,,,24543,,,POINT (51.51999999999998 5.646999999999991)
aansluiting.746,129,Schelde-Rijnverbinding,,26.493,Uitwateringsgeul Gemaal,NVW,,,24577,,,POINT (51.432700001 4.233499999999992)
aansluiting.747,060,Lemmer - Delfzijl,,99.3,Oosterbrugsloot naar Het Ges (met jachthavens),NBV,,,24588,,,POINT (53.004799999 5.716400001000011)
aansluiting.748,141,"Zuid-Grevelingen, Grevelingen, Geul van Bommenede, Rede Brouwershaven",,21.098,Kabbelaarsgeul,NBV,,,24637,,,POINT (51.746399999000005 3.872499999000013)
aansluiting.749,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,3.541,Noorderhaven (woonschepen),NBV,,,24660,,,POINT (53.21930000200001 6.557100002000027)
aansluiting.750,234,Noordhollandsch Kanaal,,7.339,Leeksloot,NBV,,,24690,,,POINT (52.432500000999994 4.950800001999994)
aansluiting.751,202c,Mooie Nel en Liede,,2.091,Binnen Liede,NBV,,,24747,,,POINT (52.391100000999984 4.674500000000023)
aansluiting.752,222,"Bullewijk, Waver, Winkel, Vinkeveensche Plassen, Geuzensloot, Angstel en Nieuwe Wetering",,4.141,Poldergemaal De Rondehoep,NVW,,,24771,,,POINT (52.272500001000026 4.9266999999999825)
aansluiting.753,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,28.6,Oude- of Jislumervaart,NBV,,,24776,,,POINT (53.29740000100003 5.886500001000002)
aansluiting.754,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,43.689,Inwateringskanaal Clauscentrale,NVW,,,24790,,,POINT (51.16470000100003 5.902899998999999)
aansluiting.755,135a,"Vaarwater beoosten Arneplaat, Aardbeieneiland en Haringvreter",,1.489,Vaargeul tussen Aardbeieneiland en Haringvreter,NBV,,,24797,,,POINT (51.534100000000024 3.6964000020000185)
aansluiting.756,027a,Hallumertrekvaart,,5,Hallumerhoekster Feart,NBV,,,24851,,,POINT (53.30359999799998 5.779399997999974)
aansluiting.757,065,Bolswardertrekvaart,,15.1,Wommels woonwijk,NVW,,,24901,,,POINT (53.10530000199998 5.58419999900002)
aansluiting.758,206,Oude Rijn,,48.933,Meerburgerwatering,NBV,,,24926,,,POINT (52.14629999900001 4.524599998999975)
aansluiting.759,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,0.968,Slibkolk,NVW,,,24953,,,POINT (52.736200000999986 5.9970000010000035)
aansluiting.760,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,51.968,Dommerbeek,NVW,,,24970,,,POINT (52.212699998000005 6.191100000999995)
aansluiting.761,238,Trekvaart van Het Schouw naar Monnickendam,,7.295,Monnickendam-binnen,NBV,,,25023,,,POINT (52.458000001000016 5.031800002000011)
aansluiting.762,108,Nieuwe Merwede en Hollandsch Diep,,7.933,Zoetemelkskil (alleen toegang met vergunning),NBV,,,25026,,,POINT (51.79899999899999 4.790600002000019)
aansluiting.763,231,Lage Vaart,,35.927,Roodbeentocht,NBV,,,25029,,,POINT (52.51880000199998 5.657900002000019)
aansluiting.764,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,54.918,Schipbeek,NVW,,,25030,,,POINT (52.23219999999998 6.164099998999973)
aansluiting.765,094,Lemster- en Zwolsevaart,,21.794,Aansluiting naar woonwijk met trailerhelling,NBV,,,25033,,,POINT (52.70719999800002 5.854400000999988)
aansluiting.766,039,Vaarweg van het Prinses Margrietkanaal naar de Kuinder of Tjonger,,0.929,Oude Zandsloot (met jachthavens),NBV,,,25035,,,POINT (53.042700000000025 5.785500001000003)
aansluiting.767,037,Vaarweg van Het Deel langs Akkrum en Gorredijk naar de Drentsche Hoofdvaart,,3.662,Aansluiting naar woonwijk,NBV,,,25142,,,POINT (53.05730000099999 5.843699999000023)
aansluiting.768,055,Workumertrekvaart,,12.734,Dijkvaart,NBV,,,25223,,,POINT (52.972699999999975 5.434999999000013)
aansluiting.770,081,Kanaal Zutphen-Enschede van de Twenthekanalen,,2.822,Eefse Beek,NVW,,,25256,,,POINT (52.15920000199998 6.227299999000024)
aansluiting.771,242a,Ringvaart van de Heerhugowaard (oostelijk gedeelte),,2.651,"Hensbroek, gemaal",NVW,,,25278,,,POINT (52.654800002 4.862900000000025)
aansluiting.772,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,38.717,Uitwateringskanaal gemaal F.C. Colenbrander,NVW,,,25316,,,POINT (52.125 6.186399999999992)
aansluiting.773,206,Oude Rijn,,42.487,Oostvaart,NBV,,,25334,,,POINT (52.129999999000006 4.605599998999992)
aansluiting.774,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,,10.118,Aansluiting naar Smalle Ee,NBV,,,25365,,,POINT (53.10770000100001 6.015000000999976)
aansluiting.775,094,Lemster- en Zwolsevaart,,6.308,Venetocht,NVW,,,25458,,,POINT (52.793000000999996 5.7529999989999965)
aansluiting.776,032,Stroomkanaal naar de Friese Sluis te Zoutkamp,,6.116,Visvlietervaart,NBV,,,25473,,,POINT (53.267499998000005 6.2520000000000095)
aansluiting.777,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,17.13,"Zijkanaal H, Barndegat",NBV,,,25475,,,POINT (52.41629999899999 4.854499998999984)
aansluiting.778,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,6.063,Scharmer Ae,NBV,,,25511,,,POINT (53.23480000000001 6.73950000100001)
