FID,vrt_code,vrtnaam,haven_vaar,meetpunt,naam,soort,opmerking,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
aansluiting.479,016,"Westerwoldsche Aa, Pekel-Aa en Pekelerhoofddiep",,12.254,Waterinlaatkanaal stuw De Bult,NVW,,,15894,,,POINT (53.15179999899999 7.1293999999999755)
aansluiting.480,022a,Nauwe Greuns,,2.9,"Hempens, woonwijk (meerdere aansluitingen)1",GEB,,,15953,,,POINT (53.182500000999994 5.835800000000006)
aansluiting.481,234b,Haven Westoever te Den Helder,,0.093,Heldersch Kanaal,NBV,,,16047,,,POINT (52.949599999999975 4.781399998999973)
aansluiting.482,040a,"Gudsekop, Statenbocht en Hoitesloot",,0.445,Joustervaart,NBV,,,16060,,,POINT (53.00690000100002 5.749299999000016)
aansluiting.483,056,Vaarweg van het Johan Frisokanaal (ten oosten van Heeg) naar Bolsward,,13.803,Stadsgracht (oost) te Bolsward,NBV,,,16063,,,POINT (53.05990000100002 5.519900001999986)
aansluiting.484,150s,Stuwkanaal Grave,,1.3,Nieuwe Raammond/De Raam (afwateringskanaal),NVW,,,16144,,,POINT (51.771799999999985 5.7321999999999775)
aansluiting.485,110,Wantij en Otterkanaal,,2.553,Waterinlaat Electriciteitscentrale Merwedehaven,NVW,,,16147,,,POINT (51.813499998 4.708299997999973)
aansluiting.486,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,41.695,Uitwateringskanaal polder De Hoven,NVW,,,16155,,,POINT (52.15010000000001 6.183200001999978)
aansluiting.487,124,Amertak en Wilhelminakanaal,,20.523,Toeleidingskanaal Stuw sluis nr. II,NVW,,,16169,,,POINT (51.59609999899999 4.993400000000008)
aansluiting.488,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,47.289,Ochten (ontzanding),NVW,,,16238,,,POINT (51.901400000000024 5.577500000999976)
aansluiting.489,124,Amertak en Wilhelminakanaal,,8.005,Voedingskanaal van het Markkanaal,NVW,,,16262,,,POINT (51.645500001000016 4.839999999999975)
aansluiting.490,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,8.601,Dalkanaal (brug over invaart),NVW,,,16311,,,POINT (53.041000000999986 6.868000000999984)
aansluiting.491,237,Zijkanaal D en Nauernasche Vaart,,3.525,Weelsloot,NBV,,,16348,,,POINT (52.46039999999999 4.762999999999977)
aansluiting.492,233h,Zijkanaal I,,1.828,Kadoelerbreek (sluis in invaart),NVW,,,16351,,,POINT (52.408000000000015 4.907299998999974)
aansluiting.493,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,1.709,Singelgracht,NBV,,,16436,,,POINT (52.38190000100002 4.879599999999982)
aansluiting.494,223,Kromme Mijdrecht en Grecht,,0.6,Verbinding met de Amstel,NVW,,,16450,,,POINT (52.22449999999998 4.816700000000026)
aansluiting.495,201i,Sassenheimervaart,,0.454,Kooisloot,NBV,,,16454,,,POINT (52.219599999000025 4.544399999000007)
aansluiting.496,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,19.914,Woudvaart (met JH),NBV,,,16486,,,POINT (53.32360000199998 5.996100001000002)
aansluiting.497,231b,Larservaart,,7.801,Kuiltocht,NVW,,,16494,,,POINT (52.43090000000001 5.571300000000008)
aansluiting.498,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,3.686,Langebosschediep (brug (oph.) over invaart),NBV,,,16560,,,POINT (53.07869999899998 6.862799998000014)
aansluiting.499,030,Vaarweg vanuit het Bergumermeer naar Dokkumer Nieuwe Zijlen,,5.487,"JH Eibernest, tweede invaart",NBV,,,16628,,,POINT (53.24340000000001 6.02030000100001)
aansluiting.500,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,107.686,Uitwatering grachten Kampen,NVW,,,16664,,,POINT (52.55490000200001 5.92489999899999)
aansluiting.501,105,Linge,,3.646,Zandwingebied,NVW,,,16701,,,POINT (51.85920000099998 4.995299998999997)
aansluiting.502,117,Vaarweg van het Hollandsch Diep via de Goereesesluis naar de Noordzee,,31.303,Uitwateringsgeul Haringvlietspuisluizen,NVW,,,16793,,,POINT (51.82420000100001 4.051199999000005)
aansluiting.503,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,180.6,Recreatiegebied De Koornwaard (met jachthaven),NBV,,,16845,,,POINT (51.750999998 5.337600000000009)
aansluiting.504,094a,Ruttensevaart,,1.974,Gemaaltocht,NVW,,,16861,,,POINT (52.804400000999976 5.717999997999982)
aansluiting.505,109,Vaarweg Spijkerboor-Werkendam,,6.4,Uitwateringsgeul gemaal Bruine Kil,NVW,,,16959,,,POINT (51.76460000100002 4.861699998000006)
aansluiting.506,048,Vaarweg van het Slotermeer via Balk naar De Oorden,,2.665,Slotermeer (bungalopark),GEB,,,16972,,,POINT (52.90569999799999 5.599699999999984)
aansluiting.507,056a,Heeger Var,,0.6,Verbinding naar Johan Frisokanaal,NBV,,,17017,,,POINT (52.96869999900002 5.620499998000014)
aansluiting.508,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,14.813,Gasselternijveenschemond (bruggen (draai) over invaart),NBV,,,17018,,,POINT (53.000399999000024 6.9316000009999925)
aansluiting.509,240,Vaart van Edam naar Purmerend,,9.508,"De Koog, gemaal",NVW,,,17022,,,POINT (52.516100000999984 4.987799998000014)
aansluiting.510,225e,Lekkanaal,,1.917,Waterinlaat pompstation Nieuwegein,NVW,,,17044,,,POINT (52.022100002 5.113499998999998)
aansluiting.511,109,Vaarweg Spijkerboor-Werkendam,,8.133,Vaarweg naar 't Kooike,NBV,,,17054,,,POINT (51.777899999 4.869500000000016)
aansluiting.512,087,Stadsgrachten en havens te Zwolle,,2.538,"Achtergracht, Stadsgracht Zwolle (noorderlijke gedeelte)",NBV,,,17086,,,POINT (52.51339999999999 6.100599999999986)
aansluiting.822,064,Franekervaart,,1.392,Aansluiting woonwijk,NBV,,,26690,,,POINT (53.168600000000026 5.6019000000000005)
aansluiting.513,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,,11.936,"Nolkreek, (2e) invaart",NBV,,,17113,,,POINT (51.90399999900001 4.191599999000005)
aansluiting.514,152a4,Zuidplas,,3.014,Noorderplas (verboden invaart),NVW,,,17146,,,POINT (51.200300001000016 5.962299998999981)
aansluiting.515,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,52.301,Strang (met JH en woonschepen),NBV,,,17185,,,POINT (51.889699999000015 5.50849999899998)
aansluiting.516,120a,Dode Maasarm,,3.117,Aansluiting recreatieplas,GEB,,,17205,,,POINT (51.75659999999999 5.182500000999994)
aansluiting.517,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,95.161,Dalemsche Geul,NBV,,,17263,,,POINT (51.821199998 4.98739999899999)
aansluiting.518,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,44.967,Bisschopsrak,NBV,,,17264,,,POINT (53.198800000999995 5.763799999000014)
aansluiting.519,126,Mark en Dintel,,6.945,Uitwateringskanaal,NVW,,,17311,,,POINT (51.642499998000005 4.740099999999984)
aansluiting.520,092a,Arembergergracht,,4.292,Kleine Belterwijde (met jachthavens),GEB,,,17369,,,POINT (52.669899999999984 6.052299999000013)
aansluiting.521,405,Zoutkamperlaag en Westgat,,8.898,z. Paesensrede,NBV,,,17373,,,POINT (53.441899999999976 6.083500001999994)
aansluiting.522,039c,"Deel, Monnikerak en Heeresloot",,2.127,Nieuwe Heerenveense Kanaal (vaste spoorbrug over invaart),NBV,,,17377,,,POINT (53.00079999899998 5.866799999000023)
aansluiting.523,034c,Kruisdobbe en Geeuw,,1.328,Ald Headamsleat,NBV,,,17394,,,POINT (53.11160000000001 5.930500000999984)
aansluiting.524,057,Vaarweg Sneek-IJlst,,0.909,Singel,NBV,,,17400,,,POINT (53.029199999000014 5.6590000020000275)
aansluiting.525,234b,Haven Westoever te Den Helder,,0.353,Fort west oever,NBV,,,17464,,,POINT (52.94949999800002 4.777800001000003)
aansluiting.526,117d,Aardappelengat,,5.527,Uitwateringsgeul Gemaal Baak de Pieter,NVW,,,17484,,,POINT (51.79659999900002 4.1240999999999985)
aansluiting.527,232a,Vaarweg van de Hoge Vaart via Almere-Stad naar Lange Wetering,,6.199,"Almere, gracht",NBV,,,17515,,,POINT (52.37040000000002 5.208099999000012)
aansluiting.528,227e,Naardertrekvaart,,2.086,Aansluiting gemaal,NVW,,,17573,,,POINT (52.32279999899998 5.090700001000016)
aansluiting.529,001b1,Oosterhornhaven,,4.175,Uitwatering gemaal Zijlvest Oterdum,NVW,,,17575,,,POINT (53.300099999 6.99150000100002)
aansluiting.530,150i,Oude Maasje,,0.972,Zuiderafwateringskanaal gemaal Keizersveer,NVW,,,17646,,,POINT (51.71370000000002 4.905299999000022)
aansluiting.531,226a,Vaartsche Rijn en Oude Gracht,,1.839,Kruisvaart (ophaalbrug over invaart),NBV,,,17691,,,POINT (52.07840000099998 5.12220000100001)
aansluiting.532,033,Vaarweg van Drachten tot in het Bergumermeer,,7.9,Aansluiting woonwijk Oostermeer,GEB,,,17703,,,POINT (53.17350000099998 6.054400000999976)
aansluiting.533,040a,"Gudsekop, Statenbocht en Hoitesloot",,1.441,Dolte,NBV,,,17709,,,POINT (53.003499999999974 5.7357000000000085)
aansluiting.534,013a,Drentsche Diep en Zuidlaardermeer naar Zuidlaren,,7.523,Noordlaarder Vaartje,NBV,,,17717,,,POINT (53.12750000099999 6.694099999999992)
aansluiting.535,113,Spui en Beningen,,16.152,Brede Gat,GEB,,,17726,,,POINT (51.782299998999974 4.240200001999995)
aansluiting.536,060,Lemmer - Delfzijl,,20.5,Uitwateringskanaal Zuiveringsinstallatie,NVW,,,17729,,,POINT (53.24759999999998 6.675400000000025)
aansluiting.537,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,8.479,Toeleidingskanaal naar spuisluizen (met diensthaven),NBV,,,17778,,,POINT (53.315999999999974 6.1559999990000165)
aansluiting.538,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,25.11,Uitwateringskanaal stuw,NVW,,,17873,,,POINT (52.97230000000002 7.166200000999993)
aansluiting.539,243,Kanaal Alkmaar (Omval) - Kolhorn,,21.149,Uitwateringskanaal,NVW,,,17877,,,POINT (52.76000000200003 4.885400000999994)
aansluiting.540,226b,Gekanaliseerde Hollandsche IJssel (beoosten Gouda),,32.538,Uitwateringsgeul Waaiersluis,NVW,,,17910,,,POINT (52.00849999899998 4.733399997999982)
aansluiting.541,013,"Winschoterdiep, Rensel en havens te Winschoten",,27.258,Keersluis/brug Termunterzijldiep,GEB,,,17942,,,POINT (53.174199998000006 6.959800001000019)
aansluiting.542,108a,Vaarweg Nieuwe Merwede-Amer door de Spieringsluis,,3.041,Sloot beneden Petrusplaat,NBV,,,17966,,,POINT (51.75959999899999 4.762299999999982)
aansluiting.543,034c,Kruisdobbe en Geeuw,,0.7,"Ransleat, aansluiting",NBV,,,17985,,,POINT (53.115999999999985 5.934599999)
aansluiting.544,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,14.63,Haven Aqua Chalet De Otter (brug (oph.) over invaart),NBV,,,17996,,,POINT (53.27369999899997 6.835299998999972)
aansluiting.545,015,Haven van Noordpolderzijl,,3.073,Uitwateringsgeul,NVW,,,18021,,,POINT (53.43349999899999 6.582100000000025)
aansluiting.546,201j,"Zijp en Achtergat, Sting en Zuidzijdervaart",,1.887,Stroomsloot,NBV,,,18036,,,POINT (52.183899999000005 4.541499998000006)
aansluiting.547,060,Lemmer - Delfzijl,,49.4,Grootegastertocht,NBV,,,18046,,,POINT (53.24540000000002 6.278999999000007)
aansluiting.548,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,,3.75,Woonschepenhaven,NBV,,,18069,,,POINT (53.12009999899999 5.944299999999998)
aansluiting.549,054a,"Gons, Vlakke Brekken en Oudegaaster Brekken",,3.099,Bombrekken,NBV,,,18099,,,POINT (52.99410000099999 5.515099998999972)
aansluiting.550,039c,"Deel, Monnikerak en Heeresloot",,5.232,Heerenveense watersport vereniging (3e invaart),NBV,,,18105,,,POINT (52.97879999899999 5.89530000100001)
aansluiting.551,021b,"Vaargeul naar Grouw, Rechte Grouw",,0.688,Bosk sleat,NBV,,,18106,,,POINT (53.09789999899999 5.838599998999996)
aansluiting.552,405a,"Oort, Lutjewad, Spruit, Zuid Oost Lauwers en het Ra Eemswadje",,3.851,Groninger Balg,NBV,,,18211,,,POINT (53.43000000000001 6.248699999999985)
aansluiting.553,109a,Ruigt of Reugt,,2.607,Vaarweg benoorden Noordplaatje (ondiep),NBV,,,18228,,,POINT (51.75600000100002 4.816100000999995)
aansluiting.554,061,Vaarweg van Grouw langs Warga naar het Van Harinxmakanaal,,9.23,Vaart om Hempensermeerpolder,NBV,,,18234,,,POINT (53.16899999999998 5.850599999999986)
aansluiting.555,141,"Zuid-Grevelingen, Grevelingen, Geul van Bommenede, Rede Brouwershaven",,23.773,Kabbelaarsgeul,NBV,,,18248,,,POINT (51.745799999999974 3.836100000999977)
aansluiting.556,086a,Overijsselsche Vecht,,21.756,Natuurgebied te De Marshoek,NVW,,,18381,,,POINT (52.513799999000014 6.221600000000024)
aansluiting.557,240,Vaart van Edam naar Purmerend,,11.369,Purmerringvaart,NBV,,,18393,,,POINT (52.503600000999995 4.9705000000000155)
aansluiting.558,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,72.519,"Fort 't Spoel (militaire haven, verboden invaart)",NBV,,,18401,,,POINT (51.961599998 5.1933999990000075)
aansluiting.559,050,Johan Frisokanaal,,22.501,Oude loop van de Jeltesloot,NBV,,,18403,,,POINT (52.96750000100002 5.630100001000017)
aansluiting.560,039c,"Deel, Monnikerak en Heeresloot",,8.942,Aansluiting woonwijk,GEB,,,18404,,,POINT (52.95609999800001 5.907800000000009)
aansluiting.561,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,19.334,Aardbeiensloot,NBV,,,18413,,,POINT (52.26740000000001 4.73739999899999)
aansluiting.562,220,Amstel-Gouwevaart (Amstel en Aarkanaal),,2.18,Keizersgracht,NBV,,,18415,,,POINT (52.36450000100001 4.901900001000001)
aansluiting.563,227a,Hilversumsch Kanaal en Havens te Hilversum,,2.724,Toegang naar Kortenhoefse plassen,GEB,,,18431,,,POINT (52.229899999 5.075599997999973)
aansluiting.664,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,25.803,JH Leimuiden,NBV,,,21783,,,POINT (52.230500000999996 4.669399999000007)
aansluiting.564,148,Westelijke voorhaven Krammer Jachtsluizen - Krammer,,0.1,Uitwateringsgeul Flakkeesespuisluis (2),NVW,,,18503,,,POINT (51.667899999999975 4.152699999999982)
aansluiting.565,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,2.328,Natuurgebied Duurswold,NVW,,,18548,,,POINT (53.235300000999985 6.683699998999998)
aansluiting.566,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,6.333,Noorderkolk (met ligpl. recreatievaart),NBV,,,18549,,,POINT (52.551199999000005 6.0890999999999735)
aansluiting.567,131,Westerschelde,,11.021,"V. Cauwelaertsluis, toegang tot havendokken",NBV,,,18558,,,POINT (51.286499999 4.319499999000016)
aansluiting.568,238,Trekvaart van Het Schouw naar Monnickendam,,5.345,"Broek in Waterland, aansluiting",NBV,,,18572,,,POINT (52.443100001999994 5.017400000000009)
aansluiting.569,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,99.2,Uitwateringskanaal Gemaal te Kerkeinde,NVW,,,18585,,,POINT (51.82849999899997 4.929900002000011)
aansluiting.570,243,Kanaal Alkmaar (Omval) - Kolhorn,,12.673,Ringsloot,NBV,,,18599,,,POINT (52.714999999999975 4.814900000000023)
aansluiting.571,231,Lage Vaart,,31.147,Wiertocht,NBV,,,18604,,,POINT (52.513799999000014 5.588100000999987)
aansluiting.572,236a,"De Poel, Braak en Ringvaart van de Wijde Wormer",,3.287,Engewormer,NBV,,,18612,,,POINT (52.48279999900001 4.841200001999994)
aansluiting.573,225,Amsterdam-Rijnkanaal,,26.2,gemaal Waterzuiverings,NVW,,,18726,,,POINT (52.165399998 4.995900000999995)
aansluiting.574,233m,Amerikahaven met aanliggende havens,,3.085,"Zijkanaal F (voormalig, niet bevaarbaar)",NVW,,,18731,,,POINT (52.400199998000005 4.775899998999989)
aansluiting.575,087,Stadsgrachten en havens te Zwolle,,1.707,Stadsgracht Zwolle (zuidelijk gedeelte) met passantenhaven,NBV,,,18769,,,POINT (52.514699999000015 6.088900000000024)
aansluiting.576,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,16.65,Uitwateringskanaal gemaal De Groeve,NVW,,,18811,,,POINT (53.29109999899998 6.838399998999989)
aansluiting.577,004a,Koningsdiep,,0.651,Overstort zanddepot,NVW,,,18813,,,POINT (53.206500000999995 6.491900000999976)
aansluiting.578,039,Vaarweg van het Prinses Margrietkanaal naar de Kuinder of Tjonger,,14.873,Veenscheiding naar Haskerwijd,NBV,,,18861,,,POINT (52.95549999899998 5.905499997999982)
aansluiting.579,226,Merwedekanaal (benoorden de Lek),,1.416,Oude Rijn,NBV,,,18883,,,POINT (52.08830000099999 5.093199997999989)
aansluiting.580,227,Vecht,,16.738,Nieuwe Wetering,NBV,,,18945,,,POINT (52.194600001000026 5.005299999999977)
aansluiting.581,011,Damsterdiep,,8.97,Ten Poster Ae,NVW,,,18957,,,POINT (53.29650000100003 6.730399999999975)
aansluiting.582,108a,Vaarweg Nieuwe Merwede-Amer door de Spieringsluis,,5.19,Uitwatering Kleine Hil,NVW,,,18959,,,POINT (51.74460000200003 4.743799998999975)
aansluiting.583,231d,Swiftervaart,,3.996,Elandtocht,NVW,,,18981,,,POINT (52.57569999999998 5.68180000000001)
aansluiting.584,141c,Hals en Springersdiep,,18.657,Springersgeul,NBV,,,19080,,,POINT (51.77800000100001 3.8924999980000052)
aansluiting.585,109c,Bovenste gat van het Zand en het Jeppegat,,2.354,Uitwatering Gemaal Jeppegatweg,NVW,,,19085,,,POINT (51.744500000000016 4.8557999989999985)
aansluiting.586,080,Kanaal Almelo-De Haandrik (Overijsselsch Kanaal) en Coevorden-Vechtkanaal,,15.69,Marienberg-Vechtkanaal,NVW,,,19089,,,POINT (52.4991 6.582400001999986)
aansluiting.587,223a,Kerkvaart en Ringvaart van het Waterschap Groot-Mijdrecht,,0.28,Veldwetering,NVW,,,19125,,,POINT (52.214999999999975 4.823100001)
aansluiting.588,204,"Laeck, Spriet, Warmonderleede en Oegstgeesterkanaal",,0.6,Plomp,NBV,,,19134,,,POINT (52.202199999000015 4.532000002000018)
aansluiting.589,226b,Gekanaliseerde Hollandsche IJssel (beoosten Gouda),,3.581,Aansluiting woonwijk,NBV,,,19135,,,POINT (52.01909999899999 5.058200001999978)
aansluiting.590,060,Lemmer - Delfzijl,,4.4,Vaart naar voormalige Zuivelfabriek,NBV,,,19142,,,POINT (53.223099999 6.1530999990000055)
aansluiting.591,220,Amstel-Gouwevaart (Amstel en Aarkanaal),,33.133,Kromme- of Hoeksche Aar,NBV,,,19150,,,POINT (52.18290000000002 4.728100002000019)
aansluiting.592,229d,"Toegangsgeul, Arkervaart en haven van Nijkerk",,1.221,Oude rivierbocht,NBV,,,19231,,,POINT (52.24989999799999 5.467799999000022)
aansluiting.593,244,Vaarweg Stolpen-Schagen-Kolhorn-Medemblik-IJsselmeer,,0.262,Ooster Egalementsloot,NBV,,,19243,,,POINT (52.81080000100002 4.741300002000003)
aansluiting.594,230,Vaarweg van Amsterdam via de Houtribsluizen naar Lemmer,,33.199,Jachtroute naar Markermeer,NBV,,,19258,,,POINT (52.51909999899999 5.4334999989999915)
aansluiting.595,006d,"Kommerzijlsterrijte, Kommerzijlsterdiep en Niezijlsterdiep",,7.115,Hoerediep,NBV,,,19259,,,POINT (53.26909999899999 6.339999999999975)
aansluiting.596,114a,Haven van Brielle,,0.819,"Buitengracht (verboden invaart, vaste brug over invaart)",NVW,,,19261,,,POINT (51.907099999000025 4.168699998000022)
aansluiting.597,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,12.944,1e Dwarsdiep (brug over invaart),NVW,,,19284,,,POINT (53.01260000100001 6.912399999999991)
aansluiting.598,237,Zijkanaal D en Nauernasche Vaart,,10.186,Toegang tot Krommenieer-Woudpolder,GEB,,,19368,,,POINT (52.519299999 4.775400002000026)
aansluiting.599,083,Oude IJssel,,12.302,Uitwatering Doetinchem sportpark (met trailerhelling),NVW,,,19512,,,POINT (51.966899997999974 6.275100000000009)
aansluiting.600,111,Oude Maas,,16.535,WSV Heinenoord (2e) invaart,NBV,,,19525,,,POINT (51.83339999999998 4.471000000999993)
aansluiting.601,011,Damsterdiep,,24.295,Vaarweg naar woonwijk,NBV,,,19546,,,POINT (53.32589999999999 6.918999999999983)
aansluiting.602,094,Lemster- en Zwolsevaart,,28.679,Uitwateringsgeul (v.m.) Waterloopkundig Laboratorium,NVW,,,19552,,,POINT (52.66780000199998 5.926100001000009)
aansluiting.603,034c,Kruisdobbe en Geeuw,,1.291,Princenhof (Alde Faenen),GEB,,,19591,,,POINT (53.11190000200003 5.930799997999998)
aansluiting.604,201i,Sassenheimervaart,,1.581,Ringsloot,NBV,,,19676,,,POINT (52.22630000100003 4.532200000999978)
aansluiting.605,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,99.8,Avelingerdiep,GEB,,,19694,,,POINT (51.8279 4.921199999999999)
aansluiting.606,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,28.152,Uitwateringskanaal stuw,NVW,,,19698,,,POINT (52.94509999799999 7.163800001000027)
aansluiting.607,057,Vaarweg Sneek-IJlst,,0.922,Stadsgracht (west) te Sneek,NBV,,,19724,,,POINT (53.029199999000014 5.658900000000017)
aansluiting.608,095d,Espelervaart,,2.569,Gracht te Emmeloord,NVW,,,19776,,,POINT (52.71640000100001 5.722500000000025)
aansluiting.609,206,Oude Rijn,,2.9,Uitwatering poldergemaal,NVW,,,19801,,,POINT (52.082699999 5.038099999999986)
aansluiting.610,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,7.4,"De Bijland (met JH, bunkeren brandstof en trailerhelling)",GEB,,,19802,,,POINT (51.86039999899998 6.076599999999985)
aansluiting.611,044b,Kuinder of Tjonger en Linde naar de Ossenzijlersloot,,3,"Aansluiting, gemaal",NVW,,,19830,,,POINT (52.83909999999997 5.835099999000022)
aansluiting.612,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,,4.803,Nieuwe Vaart,NBV,,,19873,,,POINT (53.05510000100003 5.413499999999999)
aansluiting.613,141a,Bocht van Sint Jacob,,4.424,Uitwateringsgeul Flakkeesespuisluis,NVW,,,19951,,,POINT (51.684500001 4.146600001000024)
aansluiting.717,126,Mark en Dintel,,19.681,Uitwateringsgeul gemaal Bloemendaal,NVW,,,23763,,,POINT (51.63029999999998 4.573800000999995)
aansluiting.614,007,"Mensingeweersterloopdiep, Hoornse Vaart of Hulpkanaal over den Hoorn en Hunsingokanaal",,15.777,Barrelbossertocht,NBV,,,19952,,,POINT (53.35000000100001 6.322200000000009)
aansluiting.615,031a,Kollumerkanaal en het Zijlsterrijd,,3.555,Sjoukjemuoisgat,NVW,,,19956,,,POINT (53.299699998999984 6.144499999000004)
aansluiting.616,241,Beemsterringvaart,,12.842,Aansluiting naar Avenhorn  ,NBV,,,19976,,,POINT (52.61389999800002 4.949900001000003)
aansluiting.617,011,Damsterdiep,,22.8,Uitwateringskanaal gemaal Flikkerzijl,NVW,,,20019,,,POINT (53.319800000999976 6.901400000000024)
aansluiting.618,228,Eem en havens van Amersfoort,,6.747,Afgesneden riviergedeelte,NBV,,,20055,,,POINT (52.191700000000026 5.314399998999988)
aansluiting.619,008,Winsumerdiep,,4.774,Oude Temmaar,NBV,,,20084,,,POINT (53.33319999999998 6.520799997999973)
aansluiting.620,039,Vaarweg van het Prinses Margrietkanaal naar de Kuinder of Tjonger,,8.115,Nonnegat (noordelijk invaart),NBV,,,20122,,,POINT (53.008400000999984 5.861699998000006)
aansluiting.621,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,16.98,Noordelijke Hoofdwijk,NVW,,,20159,,,POINT (53.04050000000001 7.136100001999978)
aansluiting.622,003b,Langs- of Wolddiep,,6.546,Matsloot,NBV,,,20171,,,POINT (53.190699998000014 6.319200002000002)
aansluiting.623,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,102.928,Koeluchtergat (met loswal en ligplaatsen woonschepen),NBV,,,20206,,,POINT (52.52230000100002 5.957699998999999)
aansluiting.624,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,27.278,Waterin/uitlaatkanaal Avebe BA,NVW,,,20222,,,POINT (52.917899999999975 7.043499999000005)
aansluiting.625,129,Schelde-Rijnverbinding,,38.3,Kanaaldok B3,NBV,,,20375,,,POINT (51.350400001000025 4.300799998999992)
aansluiting.626,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,14.799,Toegang tot Molenpoel.,GEB,,,20409,,,POINT (52.29060000200002 4.790199998999981)
aansluiting.627,083,Oude IJssel,,17.747,Bielheimerbeek,NVW,,,20419,,,POINT (51.93509999999998 6.319299999999998)
aansluiting.628,030,Vaarweg vanuit het Bergumermeer naar Dokkumer Nieuwe Zijlen,,7.927,Falomster Feart (gemaal),NVW,,,20428,,,POINT (53.26460000100002 6.029300001000024)
aansluiting.629,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,2.538,Uitwateringskanaal (verboden toegang),NVW,,,20449,,,POINT (50.832899999000006 5.697500002000027)
aansluiting.630,104a,Kanaal van Steenenhoek,,8.817,Uitwateringsgeul Gemaal Mr. Dr. G. Kolff,NVW,,,20451,,,POINT (51.8211 4.858100001000025)
aansluiting.631,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,17.3,Vrouwevaart (alleen kano's en roeiboten),NVW,,,20474,,,POINT (52.14090000099998 4.487799998000014)
aansluiting.632,005a,Aduarderdiep (benoorden het Van Starkenborghkanaal),,0.6,Toeleidingskanaal ondergronds gemaal,NVW,,,20613,,,POINT (53.26529999799999 6.483399997999982)
aansluiting.633,238,Trekvaart van Het Schouw naar Monnickendam,,0.244,"Het Schouw, aansluiting",NBV,,,20679,,,POINT (52.42410000000001 4.953800000000001)
aansluiting.634,127,Roosendaalsche- en Steenbergsche Vliet,,10.81,Uitwateringsgeul Gemaal Visvliet,NVW,,,20692,,,POINT (51.60990000100003 4.306899998000006)
aansluiting.635,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,4.183,Balkengat,NBV,,,20721,,,POINT (53.21909999799999 6.547699998999974)
aansluiting.636,090,Kanaal van Steenwijk naar de Linde,,12.695,Roeibotenhaven Ossenzijl,NVW,,,20726,,,POINT (52.80759999899999 5.921799998999973)
aansluiting.637,087,Stadsgrachten en havens te Zwolle,,1.711,Stadsgracht Zwolle (noordelijk gedeelte),NBV,,,20744,,,POINT (52.514699999000015 6.0890000019999775)
aansluiting.638,1003,Neptunushaven,,0.404,Waterinlaatkanaal Hemcentrale,NBV,,,20778,,,POINT (52.39889999899998 4.855700001000002)
aansluiting.639,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,3.498,Uitwateringsgeul Kleine Sluis Rijnlandsluizen,NVW,,,20830,,,POINT (52.41389999900002 4.682799998999997)
