FID,soort_gebied,gebied_oms,uitleg_apv,geometrie
O10002_Hondenuitlaatkaart.246,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176235.206 503799.789, 176546.99 503897.007, 176539.07 503920.842, 176232.108 503824.724, 176228.717 503821.757, 176227.233 503818.225, 176227.939 503814.47, 176233.368 503797.168, 176235.206 503799.789)))"
O10002_Hondenuitlaatkaart.247,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176438.055 503092.07, 176437.499 503090.14, 176435.268 503077.031, 176435.149 503076.466, 176434.818 503075.402, 176434.528 503074.619, 176417.149 503032.44, 176408.379 503011.26, 176427.114 503003.348, 176429.017 503003.88, 176436.522 503013.336, 176439.083 503018.158, 176447.079 503035.432, 176456.877 503059.285, 176472.681 503098.338, 176458.658 503104.01, 176457.75 503104.275, 176456.605 503104.275, 176455.699 503104.05, 176448.579 503100.77, 176444.938 503099.079, 176442.254 503097.531, 176439.129 503093.91, 176438.055 503092.07)))"
O10002_Hondenuitlaatkaart.256,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175160.871 504901.453, 175186.123 504794.39, 175194.213 504793.655, 175195.194 504798.31, 175199.117 504809.335, 175202.304 504819.87, 175205.246 504835.059, 175206.226 504846.084, 175205.736 504862.254, 175204.51 504874.994, 175201.813 504887.979, 175197.646 504895.083, 175191.516 504900.473, 175183.671 504903.413, 175175.581 504908.803, 175170.677 504913.213, 175162.832 504916.398, 175152.78 504916.643, 175139.786 504915.173, 175140.277 504906.353, 175142.728 504902.188, 175148.122 504900.228, 175160.871 504901.453)))"
O10002_Hondenuitlaatkaart.248,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172396.482 508037.7, 172399.969 508042.883, 172415.621 508066.093, 172420.057 508072.937, 172427.403 508083.763, 172431.328 508089.374, 172446.921 508112.556, 172468.772 508147.363, 172473.415 508144.475, 172530.975 508107.555, 172542.433 508123.767, 172542.118 508126.212, 172540.838 508129.362, 172477.171 508172.545, 172471.622 508177.664, 172467.519 508183.035, 172461.732 508196.073, 172458.626 508207.164, 172456.776 508208.927, 172454.771 508208.61, 172449.258 508200.534, 172439.569 508185.973, 172400.563 508128.097, 172370.746 508083.893, 172347.726 508049.81, 172345.178 508047.251, 172341.313 508044.827, 172340.298 508044.392, 172338.848 508043.884, 172336.852 508043.498, 172335.697 508043.248, 172318.265 508039.83, 172318.386 508038.814, 172318.437 508037.793, 172318.418 508036.77, 172318.33 508035.751, 172318.173 508034.74, 172317.947 508033.742, 172317.654 508032.762, 172317.295 508031.804, 172316.871 508030.873, 172316.385 508029.973, 172315.293 508028.358, 172323.213 507975.903, 172305.452 507969.227, 172268.008 507958.385, 172199.318 508005.01, 172198.943 508005.265, 172198.088 508005.911, 172197.281 508006.617, 172196.527 508007.378, 172195.828 508008.192, 172195.19 508009.053, 172194.615 508009.957, 172194.106 508010.901, 172193.665 508011.878, 172193.295 508012.884, 172192.998 508013.914, 172192.775 508014.962, 172192.628 508016.024, 172189.92 508016.66, 172187.038 508017.958, 172063.144 508101.217, 171928.97 508191.779, 171915.903 508200.599, 171905.569 508207.574, 171902.6 508209.063, 171900.225 508209.657, 171898.019 508209.657, 171896.441 508209.487, 171894.379 508208.8, 171892.317 508207.808, 171891.019 508206.891, 171889.111 508204.83, 171885.79 508200.05, 171818.786 508100.68, 171756.097 508007.627, 171772.458 507996.822, 171779.846 507991.535, 171783.735 507989.682, 172000 507843.89, 172367.787 507595.951, 172370.805 507594.109, 172371.575 507593.531, 172377.515 507602.414, 172381.688 507608.63, 172383.171 507610.83, 172386.189 507615.381, 172402.248 507639.214, 172424.439 507672.222, 172453.187 507715.265, 172482.083 507758.532, 172501.957 507787.325, 172503.922 507790.242, 172505.149 507792.032, 172531.284 507830.901, 172536.947 507839.353, 172564.007 507879.58, 172583.193 507908.104, 172595.051 507925.737, 172645.004 508000, 172671.639 508039.56, 172671.226 508041.613, 172569.436 508110.144, 172565.142 508111.142, 172556.61 508109.099, 172548.259 508096.927, 172634.055 508040.267, 172593.76 507979.805, 172562.614 507933.423, 172553.619 507921.982, 172506.594 507852.192, 172487.547 507823.231, 172463.591 507840.118, 172433.693 507860.277, 172321.479 507935.809, 172392.803 508033.455, 172396.482 508037.7)))"
O10002_Hondenuitlaatkaart.249,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((171774.029 509365.734, 171776.852 509364.004, 171781.772 509363.646, 171787.329 509366.665, 171794.102 509369.436, 171801.457 509371.826, 171810.263 509373.811, 171831.508 509378.826, 171863.831 509386.455, 171866.446 509387.599, 171868.909 509389.907, 171870.294 509392.986, 171870.422 509396.005, 171865.089 509419.54, 171861.919 509433.44, 171851.608 509478.8, 171845.068 509505.509, 171833.404 509548.791, 171820.221 509597.709, 171817.648 509605.749, 171812.941 509624.13, 171809.46 509633.408, 171805.407 509642.343, 171802.94 509646.448, 171801.239 509648.291, 171798.688 509649.992, 171795.57 509651.409, 171791.601 509652.118, 171788.741 509651.834, 171776.046 509648.648, 171728.322 509636.612, 171641.67 509612.89, 171483.15 509569.65, 171460.3 509559.81, 171446.25 509555.66, 171440.18 509553.89, 171408.1 509547.887, 171380.92 509538.51, 171350.849 509527.04, 171352.541 509519.936, 171354.291 509514.502, 171358.738 509496.614, 171393.593 509371.831, 171395.655 509362.984, 171428.505 509244.591, 171432.78 509229.759, 171433.622 509225.269, 171435.299 509219.04, 171455.033 509224.41, 171488.475 509233.564, 171508.498 509238.057, 171531.932 509244.654, 171562.152 509253.57, 171582.759 509259.409, 171602.921 509265.972, 171617.015 509271.19, 171632.787 509277.42, 171650.282 509284.974, 171666.983 509293.324, 171682.357 509301.542, 171701.311 509312.676, 171713.74 509320.712, 171714.34 509322.81, 171709.244 509331.15, 171705.05 509333.331, 171696.722 509346.913, 171638.896 509311.459, 171476.344 509266.445, 171474.4 509265.888, 171470.057 509264.581, 171460.645 509295.856, 171464.187 509297.041, 171462.678 509300.847, 171459.782 509300.073, 171434.707 509388.726, 171433.982 509393.014, 171401.378 509513.805, 171399.977 509514.598, 171408.124 509528.896, 171417.785 509531.935, 171443.493 509538.606, 171568.931 509571.839, 171571.113 509563.225, 171697.169 509598.282, 171774.464 509619.582, 171791.411 509609.996, 171840.056 509436.891, 171822.171 509432.261, 171831.114 509396.645, 171797.674 509388.117, 171788.439 509423.811, 171752.166 509414.353, 171744.588 509412.155, 171774.029 509365.734)))"
O10002_Hondenuitlaatkaart.250,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172551.689 509470.66, 172565.777 509451.277, 172584.606 509425.371, 172612.402 509387.984, 172645.748 509346.148, 172675.612 509310.929, 172733.338 509242.841, 172804.435 509162.006, 172818.61 509149.257, 172852.403 509124.052, 172857.016 509121.776, 172859.699 509120.117, 172861.257 509116.298, 172863.315 509112.707, 172879.945 509103.013, 172882.199 509099.522, 172884.93 509079.748, 172887.477 509076.364, 172893.972 509072.365, 172901.257 509068.978, 172910.917 509065.437, 172921.145 509062.411, 172931.244 509060.772, 172940.371 509061.219, 172944.896 509059.639, 172949.503 509039.01, 172954.776 509035.29, 172960.445 509031.294, 172971.405 509026.245, 172983.992 509022.765, 172994.724 509021.717, 173007.404 509021.441, 173016.1 508994.979, 173022.744 508990.255, 173032.224 508985.427, 173042.522 508981.579, 173052.591 508980.153, 173067.58 508980.496, 173070.179 508983.115, 173079.702 508960.212, 173086.526 508950.728, 173092.492 508946.275, 173102.056 508942.672, 173121.695 508939.664, 173134.114 508937.075, 173144.423 508932.65, 173153.238 508926.14, 173156.85 508919.696, 173178.29 508875.066, 173183.341 508868.516, 173187.965 508865.224, 173195.402 508862.371, 173203.221 508862.654, 173209.78 508866.878, 173218.799 508878.224, 173262.225 508945.923, 173264.152 508944.695, 173278.5 508970.841, 173264.878 508979.964, 173222.812 508912.969, 173128.242 508972.61, 173005.415 509050.072, 172907.756 509111.661, 172820.792 509166.505, 172809.32 509198.03, 172757.367 509259.475, 172674.077 509357.977, 172620.06 509421.77, 172611.28 509434.535, 172574.69 509487.73, 172571.183 509491.66, 172566.812 509490.037, 172558.799 509486.599, 172555.791 509485.039, 172549.205 509480.822, 172551.689 509470.66)))"
O10002_Hondenuitlaatkaart.257,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175031.944 504936.775, 175031.936 504939.891, 175031.332 504943.966, 175028.764 504951.964, 175023.781 504959.961, 175016.986 504963.885, 175004.603 504963.885, 174994.486 504958, 174987.428 504950.686, 174992.027 504934.883, 174995.705 504929.513, 175003.33 504925.988, 175009.003 504925.624, 175016.955 504927.206, 175031.944 504936.775)))"
O10002_Hondenuitlaatkaart.258,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175031.944 504936.775, 175063.482 504956.908, 175072.072 504959.497, 175081.394 504959.107, 175087.698 504956.71, 175090.321 504954.104, 175093.922 504946.016, 175096.89 504927.205, 175099.88 504921.56, 175103.71 504918.614, 175110.508 504917.191, 175133.512 504918.549, 175125.77 504994.122, 175123.481 504998.295, 175121.513 504999.453, 175117.766 504999.675, 174983.233 504985.895, 174985.084 504962.919, 174987.428 504950.686, 174994.486 504958, 175004.603 504963.885, 175016.986 504963.885, 175023.781 504959.961, 175028.764 504951.964, 175031.332 504943.966, 175031.936 504939.891, 175031.944 504936.775)))"
O10002_Hondenuitlaatkaart.259,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((174964.177 505169.29, 174961.256 505176.502, 174959.07 505183.211, 174957.378 505189.918, 174957.034 505192.75, 174957.696 505198.044, 174927.584 505195.007, 174948.302 504994.18, 174949.304 504991.482, 174952.323 504989.336, 174954.484 504988.417, 174979.136 504990.936, 174977.338 505006.642, 174975.936 505013.037, 174962.242 505042.824, 174959.447 505049.149, 174957.905 505055.504, 174956.97 505064.579, 174957.561 505072.456, 174970.844 505125.201, 174970.498 505128.527, 174966.911 505134.115, 174965.581 505139.447, 174964.251 505154.302, 174964.986 505165.766, 174964.177 505169.29)))"
O10002_Hondenuitlaatkaart.260,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175309.958 505086.798, 175373.988 505093.303, 175375.133 505094.107, 175375.815 505095.351, 175369.682 505154.798, 175367.287 505158.976, 175366.013 505159.918, 175307.3 505154.11, 175305.491 505153.214, 175303.765 505151.381, 175303.265 505150.402, 175309.958 505086.798)))"
O10002_Hondenuitlaatkaart.251,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175957.967 505001.101, 175959.466 505008.179, 175960.153 505011.412, 175960.325 505012.707, 175960.299 505013.991, 175960.142 505015.36, 175959.731 505016.915, 175958.999 505018.515, 175957.748 505020.153, 175956.636 505021.397, 175955.462 505022.928, 175953.74 505024.781, 175952.489 505025.856, 175950.545 505027.03, 175947.703 505028.486, 175944.41 505029.65, 175939.715 505030.637, 175921.025 505034.57, 175901.079 505038.774, 175899.856 505038.934, 175897.899 505039.001, 175896.439 505038.735, 175894.879 505038.238, 175893.057 505037.571, 175890.666 505036.645, 175888.675 505036.28, 175887.248 505036.181, 175885.689 505036.214, 175884.123 505036.458, 175883.101 505036.645, 175881.11 505037.441, 175879.716 505038.238, 175878.392 505039.259, 175875.518 505042.005, 175873.611 505043.646, 175872.052 505044.542, 175870.36 505045.239, 175869.295 505045.464, 175851.263 505049.229, 175833.231 505052.994, 175817.169 505056.373, 175816.222 505056.623, 175815.134 505056.954, 175813.683 505057.819, 175812.594 505058.796, 175811.589 505060.052, 175810.836 505061.838, 175810.557 505063.262, 175810.501 505064.546, 175810.713 505065.852, 175811.73 505070.916, 175815.55 505088.934, 175817.475 505097.949, 175819.778 505107.823, 175824.615 505126.684, 175831.107 505148.088, 175837.411 505166.493, 175845.182 505186.427, 175853.403 505205.144, 175862.256 505223.488, 175863.84 505226.555, 175866.101 505230.891, 175869.605 505237.128, 175878.1 505252.322, 175886.435 505265.942, 175897.492 505282.69, 175909.918 505300.049, 175921.827 505315.38, 175935.039 505330.9, 175947.42 505344.532, 175952.618 505350.156, 175963.626 505361.956, 175969.24 505368.024, 175965.72 505371.058, 175961.919 505374.655, 175961.395 505375.266, 175949.691 505362.789, 175930.817 505343.81, 175929.547 505342.254, 175919.386 505330.609, 175911.649 505320.996, 175900.942 505306.459, 175894.339 505297.16, 175885.467 505284.653, 175876.702 505271.567, 175835.021 505202.431, 175827.749 505188.999, 175824.611 505184.167, 175822.027 505179.235, 175819.385 505172.424, 175817.997 505167.423, 175818.387 505164.144, 175818.228 505160.521, 175807.249 505125.581, 175800.507 505096.391, 175793.185 505056.62, 175796.954 505047.527, 175801.534 505041.773, 175805.292 505038.484, 175811.638 505034.933, 175820.573 505032.152, 175931.463 505008.672, 175933.135 505008.335, 175935.786 505007.009, 175937.145 505005.486, 175938.197 505003.935, 175939.041 505001.223, 175938.995 504999.385, 175938.705 504998.913, 175937.995 504995.91, 175937.445 504993.388, 175935.425 504991.28, 175933.255 504990.135, 175930.965 504989.472, 175929.223 504989.323, 175927 504989.915, 175892.676 504997.407, 175810.065 505015.437, 175803.067 505016.05, 175795.683 505015.766, 175790.855 505015.103, 175786.956 505014.243, 175780.642 505012.146, 175771.943 505009.257, 175769.928 505008.615, 175768.005 505008.374, 175765.794 505008.519, 175764.64 505008.737, 175759.922 505014.081, 175758.618 505015.558, 175752.108 505025.578, 175765.274 505149.09, 175769.668 505178.05, 175771.144 505195.692, 175767.138 505195.055, 175764.044 505194.949, 175763.048 505194.459, 175762.196 505193.45, 175761.846 505192.176, 175757.076 505144.483, 175750.689 505117.218, 175740.331 505013.819, 175740.847 505011.236, 175743.72 505008.187, 175745.258 505006.862, 175746.744 505005.443, 175748.228 505003.658, 175749.616 505001.064, 175750.592 504998.045, 175750.834 504996.334, 175756.022 504996.599, 175779.864 504997.288, 175784.042 504997.523, 175811.108 504998.167, 175821.758 504997.324, 175833.434 504995.354, 175908.208 504979.558, 175940.163 504974.53, 175942.757 504974.343, 175944.034 504974.461, 175946.309 504974.933, 175948.113 504975.791, 175950.044 504977.079, 175951.289 504978.281, 175952.405 504979.612, 175953.436 504981.329, 175954.318 504984.031, 175957.967 505001.101)))"
O10002_Hondenuitlaatkaart.252,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177895.861 505615.107, 177891.03 505604.309, 177889.175 505600.145, 177886.903 505595.74, 177885.666 505593.422, 177884.58 505590.494, 177884.103 505587.951, 177884.14 505585.194, 177884.472 505583.162, 177885.385 505579.891, 177885.93 505577.352, 177886.159 505576.13, 177886.62 505574.299, 177886.991 505573.254, 177887.542 505572.191, 177888.187 505571.16, 177889.335 505569.738, 177891.828 505567.673, 177897.445 505564.256, 177905.893 505558.409, 177914.238 505552.531, 177916.635 505551.656, 177921.754 505560.745, 177959.464 505626.833, 178010.886 505717.134, 178113.477 505666.069, 178204.264 505626.716, 178208.492 505624.715, 178217.15 505643.582, 178228.09 505638.54, 178260.399 505628.713, 178311.36 505614.26, 178311.811 505615.941, 178437.359 505582.333, 178432.654 505558.693, 178660.387 505514.816, 178692.755 505508.607, 178786.956 505490.526, 178775.43 505430.89, 178742.608 505260.906, 178727.65 505183.48, 178705.815 505187.776, 178688.38 505092.456, 178685.546 505076.539, 178682.719 505060.38, 178682.561 505059.362, 178720.559 505052.03, 178759.819 505044.6, 178767.799 505042.89, 178799.673 505034.798, 178799.78 505034.776, 178814.4 505109.78, 178821.082 505145.207, 178826.82 505178.268, 178831.779 505208.12, 178838.585 505250.516, 178846.65 505307.32, 178849.865 505332.391, 178854.727 505377.607, 178857.158 505403.861, 178860.658 505444.312, 178864.419 505500.974, 178867.361 505549.585, 178869.201 505584.74, 178869.327 505587.199, 178868.429 505590.264, 178866.604 505594.004, 178864.494 505596.564, 178859.468 505600.889, 178856.845 505603.779, 178853.555 505608.149, 178832.336 505610.115, 178782.019 505615.78, 178767.599 505617.15, 178714.763 505620.284, 178602.959 505626.25, 178577.569 505624.96, 178555.539 505623.78, 178453.298 505631.089, 178445.762 505632.333, 178438.888 505633.918, 178432.425 505636.295, 178425.738 505637.798, 178413.799 505639.86, 178404.758 505641.259, 178377.362 505645.898, 178322.039 505657.804, 178313.072 505659.854, 178263.768 505673.219, 178255.089 505675.769, 178240.273 505680.395, 178223.519 505685.897, 178213.267 505689.46, 178195.137 505696.149, 178177.258 505703.088, 178156.566 505711.653, 178141.294 505718.469, 178118.001 505729.425, 178094.129 505741.43, 178040.505 505767.467, 178030.88 505772.467, 178029.354 505773.229, 178027.447 505773.999, 178026.083 505775.119, 178024.598 505776.45, 178023.136 505777.604, 178020.459 505780.471, 178013.753 505782.85, 178003.82 505782.661, 177995.548 505785.896, 177992.762 505782.362, 177988.986 505777.106, 177983.596 505769.605, 177977.806 505760.29, 177924.371 505666.309, 177899.806 505623.161, 177895.861 505615.107)))"
O10002_Hondenuitlaatkaart.253,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175579.55 503515.777, 175581.56 503531.415, 175584.8 503550.07, 175586.359 503556.899, 175589.268 503565.932, 175592.172 503573.417, 175597.087 503583.805, 175601.556 503591.736, 175607.029 503600.338, 175612.709 503607.919, 175617.53 503613.742, 175627.024 503623.684, 175636.855 503632.397, 175648.025 503640.775, 175653.275 503644.126, 175662.77 503650.158, 175677.18 503657.084, 175690.473 503662.334, 175700.303 503665.35, 175737.72 503676.326, 175754.975 503681.745, 175772.676 503687.456, 175788.214 503692.335, 175795.902 503695.162, 175818.701 503704.034, 175829.29 503707.784, 175843.91 503712.402, 175868.209 503720.005, 175892.508 503727.609, 175915.796 503734.947, 175932.282 503740.054, 175940.196 503742.212, 175964.932 503748.153, 175969.991 503749.381, 175992.399 503756.257, 176010.636 503762.304, 176019.288 503765.341, 176029.706 503769.516, 176040.125 503773.69, 176047.352 503776.217, 176049.451 503776.864, 176051.145 503777.598, 176052.67 503778.558, 176053.856 503779.575, 176055.211 503780.93, 176056.567 503783.076, 176057.866 503786.013, 176058.77 503787.82, 176060.068 503789.797, 176061.48 503792.282, 176062.186 503793.793, 176062.311 503795.041, 176062.519 503797.079, 176062.228 503799.283, 176060.926 503803.83, 176060.159 503806.795, 176055.187 503826.239, 176043.679 503865.981, 176035.704 503891.104, 176026.338 503920.873, 175970.225 504099.212, 175961.478 504127.721, 175940.738 504121.219, 175922.82 504115.39, 175885.995 504103.762, 175901.987 504054.669, 175923.068 504061.522, 175950.889 503987.03, 175865.439 503959.374, 175840.007 504034.466, 175901.762 504054.582, 175885.572 504103.628, 175831.218 504086.465, 175769.864 504067.355, 175701.537 504045.895, 175613.41 504017.996, 175555.556 504000, 175506.51 503984.36, 175399.389 503950.799, 175396.454 503949.601, 175395.071 503948.625, 175397.56 503937.4, 175399.148 503930.53, 175404.495 503932.171, 175407.446 503932.855, 175410.434 503933.913, 175416.558 503936.581, 175423.533 503939.666, 175430.071 503942.718, 175438.393 503946.86, 175443.416 503949.06, 175447.755 503950.638, 175454.064 503952.882, 175460.883 503954.851, 175472.068 503957.98, 175617.918 504003.413, 175639.735 503924.435, 175740.094 503954.979, 175755.802 503899.564, 175793.328 503782.624, 175802.579 503752.768, 175802.93 503751.65, 175738.22 503731.34, 175693.976 503717.452, 175493.83 503654.787, 175527.859 503503.28, 175534.399 503489.35, 175537.207 503483.979, 175541.01 503475.37, 175542.092 503471.794, 175543.417 503466.239, 175545.002 503458.904, 175546.083 503455.744, 175547.248 503452.584, 175548.245 503450.422, 175549.909 503447.428, 175557.859 503435.457, 175561.068 503426, 175561.23 503412.6, 175576.811 503410.76, 175577.533 503444.5, 175578.169 503474.14, 175578.459 503500, 175579.55 503515.777)))"
O10002_Hondenuitlaatkaart.254,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175770.527 505453.895, 175771.848 505456.873, 175777.584 505511.536, 175784.943 505582.376, 175785.97 505592.149, 175788.722 505618.342, 175770.923 505617.254, 175759.972 505508.247, 175759.562 505505.223, 175758.896 505502.257, 175757.814 505498.769, 175745.499 505463.313, 175745.439 505463.208, 175749.958 505460.708, 175770.527 505453.895)))"
O10002_Hondenuitlaatkaart.261,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175227.438 505246.184, 175231.176 505243.644, 175244.93 505245.437, 175246.425 505249.471, 175239.249 505313.713, 175235.063 505317, 175224.448 505315.954, 175220.86 505311.621, 175227.438 505246.184)))"
O10002_Hondenuitlaatkaart.263,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175238.54 505413.081, 175236.817 505412.229, 175235.117 505410.323, 175234.467 505408.513, 175237.394 505379.321, 175239.231 505376.608, 175240.911 505375.558, 175244.155 505375.096, 175332.803 505384.463, 175335.184 505385.764, 175336.743 505387.984, 175337.106 505389.3, 175334.092 505418.254, 175333.137 505420.057, 175331.639 505421.441, 175329.766 505422.25, 175327.731 505422.393, 175238.54 505413.081)))"
O10002_Hondenuitlaatkaart.264,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((174964.5 505086.392, 174969.107 505089.24, 174978.621 505090.296, 174985.265 505084.863, 174989.342 505072.339, 174989.342 505055.287, 174987.228 505046.082, 174980.282 505040.8, 174972.127 505040.347, 174964.751 505046.082, 174977.878 505017.855, 174979.279 505014.055, 174980.806 505007.147, 174982.649 504991.32, 175010.965 504994.228, 174989.668 505198.17, 174989.084 505200.767, 174965.321 505198.325, 174961.877 505196.318, 174960.803 505190.796, 174967.182 505171.306, 174974.646 505154.122, 174976.396 505142.732, 174975.788 505131.351, 174964.5 505086.392)))"
O10002_Hondenuitlaatkaart.265,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172362.398 509086.117, 172389.571 509043.861, 172407.189 509055.051, 172399.172 509067.755, 172400.731 509068.751, 172393.82 509079.572, 172387.549 509075.567, 172385.985 509078.017, 172378.894 509089.119, 172382.315 509091.304, 172378.387 509097.187, 172365.956 509089.282, 172361.661 509096.007, 172367.723 509099.934, 172359.052 509113.582, 172358.461 509113.207, 172357.852 509114.166, 172367.23 509120.096, 172367.905 509118.51, 172373.76 509109.293, 172376.174 509110.828, 172377.15 509109.292, 172379.614 509110.859, 172378.493 509112.494, 172388.608 509118.953, 172391.189 509114.855, 172403.931 509122.976, 172399.896 509129.329, 172407.538 509134.182, 172402.751 509141.802, 172394.388 509155.104, 172393.313 509156.457, 172365.378 509138.737, 172363.166 509141.144, 172343.367 509124.812, 172341.903 509115.386, 172347.485 509106.663, 172348.711 509104.704, 172349.8 509105.831, 172362.398 509086.117)))"
O10002_Hondenuitlaatkaart.266,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175511.537 505621.059, 175505.177 505619.314, 175490.088 505587.81, 175493.321 505561.152, 175537.243 505567.884, 175551.795 505577.982, 175550.545 505601.413, 175511.537 505621.059)))"
O10002_Hondenuitlaatkaart.267,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172271.821 509313.223, 172270.281 509304.786, 172266.323 509305.483, 172268.239 509296.753, 172264.027 509295.765, 172271.136 509287.076, 172274.258 509289.639, 172282.48 509286.573, 172284.583 509291.955, 172289.988 509289.909, 172288.594 509302.316, 172271.821 509313.223)))"
O10002_Hondenuitlaatkaart.268,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175650.116 505633.293, 175640.601 505613.917, 175639.996 505609.708, 175641.361 505603.506, 175643.676 505599.939, 175648.115 505596.448, 175689.733 505571.484, 175706.01 505568.573, 175709.7 505569.01, 175712.425 505570.813, 175714.209 505573.744, 175714.561 505576.707, 175714.226 505603.694, 175713.349 505606.623, 175710.378 505609.967, 175707.572 505611.04, 175702.36 505610.603, 175696.816 505612.396, 175673.851 505623.945, 175670.659 505619.185, 175668.317 505620.349, 175669.853 505623.361, 175650.116 505633.293)))"
