OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,SUBTYPE,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,STATUS,Shape__Length
329,ef26b7e84e104a73bbf508de1fcd2cb7,283,0,2022/02/21 12:33:07+00,spijlen / staaf hekwerk,10.945,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,51.051652,"51,051652",51.042377,"51,042377",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,92704.426,439684.472,92713.007,439688.907,51.94212088,4.48120929,51.9421617,4.48133326,Prorail,L0004,bestaand,Actueel,10.9454243266163
330,afe1b776e7933562e0530b29a8c0f552,283,0,2020/10/09 09:55:56+00,spijlen / staaf hekwerk,14.83,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,5.369334,"5,369334",5.359336,"5,359336",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,130919.747,456993.393,130929.851,456993.181,52.10066161,5.03575692,52.10066014,5.0359044,Prorail,L0004,bestaand,Actueel,14.8301047506809
331,4deabbf050f840058cfc35e8e68a0bfe,283,0,2021/01/05 08:06:30+00,draadmat,431.202,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.914428,"15,914428",16.347613,"16,347613",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121015.701,455199.789,120690.828,454926.719,52.08402169,4.89139255,52.08154737,4.88668048,Prorail,L0004,bestaand,Actueel,431.202101933916
332,b1ff183683eb46beb4c45aeb26edaccb,283,0,2022/11/30 17:12:01+00,draadmat,1.068,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.999328,"53,999328",53.999312,"53,999312",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90466.354,438313.582,90467.403,438313.382,51.92954507,4.44892145,51.92954339,4.44893674,Prorail,L0004,bestaand,Actueel,1.06780206499145
333,50f950efa8ef6912e053293c320a0238,283,0,2017/06/06 11:44:01+00,,21.271,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.398488,"32,398488",32.377555,"32,377555",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107971.895,447956.109,107993.128,447955.625,52.01796455,4.70209932,52.017962,4.70240868,Gouda,G0513,bestaand,Actueel,21.2708055440353
334,170ade266b40b2d73e050210a7e24429,283,0,2014/08/18 12:35:26+00,,0.111,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,54.000024,"54,000024",53.999885,"53,999885",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90469.039,438312.361,90469.061,438312.469,51.92953441,4.44896071,51.92953538,4.44896101,Rotterdam,G0599,bestaand,Actueel,0.110474114615144
335,170ade266b40b2d73e050210a7e24429,283,0,2014/08/18 12:35:26+00,,2.343,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,540,c,540,540_c,Rotterdam Westelijke Splitsing,54.002375,"54,002375",54.000024,"54,000024",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Westelijke Splitsing,3,BASIS,90468.566,438310.066,90469.039,438312.361,51.92951373,4.44895427,51.92953441,4.44896071,Rotterdam,G0599,bestaand,Actueel,2.3429793703744
336,739bd7eda4604bd0af79ab3a499a611c,283,0,2021/06/01 13:16:01+00,,2.601,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,29.940587,"29,940587",29.943195,"29,943195",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Woerden - Gouda,81,BASIS,110404.096,447642.331,110401.513,447642.64,52.01534527,4.73757017,52.01534783,4.73753251,Prorail,L0004,bestaand,Actueel,2.60141692160253
337,bb8890bc8c01493c97c0091409e03d07,283,0,2021/01/05 07:08:38+00,palen met draden,67.698,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.821411,"11,821411",11.754154,"11,754154",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,124597.518,457175.58,124657.359,457207.225,52.10198794,4.94347139,52.10227564,4.94434195,Prorail,L0004,bestaand,Actueel,67.6976429444011
338,afe1b776e3cd3562e0530b29a8c0f552,283,1,2020/10/09 09:53:02+00,spijlen / staaf hekwerk,1.613,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,7.454338,"7,454338",7.452723,"7,452723",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,128858.159,457288.402,128859.758,457288.191,52.10321959,5.00564645,52.10321777,5.0056698,Prorail,L0004,bestaand,Actueel,1.61286143236175
339,37acc31209a437c8e053293c320a4c37,283,0,2016/07/15 15:33:47+00,,2.181,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,134,,134,134__,Gouda - Moordrecht Aansl.,34.006954,"34,006954",34.006967,"34,006967",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda - Moordrecht Aansl.,81,BASIS,106350.034,447853.314,106349.388,447855.397,52.01690082,4.67848842,52.01691948,4.67847871,Gouda,G0513,bestaand,Actueel,2.18087253180923
340,afe1b776e3b83562e0530b29a8c0f552,283,0,2020/10/09 10:10:25+00,spijlen / staaf hekwerk,246.999,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,3.147834,"3,147834",3.147834,"3,147834",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,133130.627,456772.988,133130.627,456772.988,52.09877239,5.0680379,52.09877239,5.0680379,Prorail,L0004,bestaand,Actueel,246.999331735426
341,f288cfd6595648b7a175c7ea91527379,283,0,2021/01/07 14:42:26+00,draadmat,119.795,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,49.332595,"49,332595",49.451797,"49,451797",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,94390.071,440018.782,94272.807,439994.288,51.94531176,4.50566262,51.94507883,4.5039616,Prorail,L0004,bestaand,Actueel,119.794860895914
342,ce78837fb1784266846ccabad6f5655a,283,0,2023/01/31 16:06:28+00,spijlen / staaf hekwerk,86.316,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,46.1974,"46,197400",46.13032,"46,130320",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97456.992,440664.746,97526.739,440651.67,51.95144324,4.55015652,51.95133294,4.55117318,Prorail,L0004,bestaand,Actueel,86.3161645208106
343,648ee9ca0d0840529bece6bc7953d95c,283,0,2021/06/01 15:04:48+00,,11.068,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.249636,"32,249636",32.238423,"32,238423",Derden - Overig,Randstad Zuid,RZ,n.v.t.,n.v.t.,Gouda,81,BASIS,108109.407,447844.539,108120.422,447843.459,52.01697344,4.70411773,52.01696467,4.70427833,Prorail,L0004,bestaand,Actueel,11.0678716233291
344,40337b0ae9154805af46373d7bcaaa0e,283,0,2021/02/09 08:34:33+00,,0.753,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.587741,"45,587741",45.588495,"45,588495",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,98062.099,440736.156,98061.35,440736.08,51.95214735,4.55894596,51.95214659,4.55893508,Rotterdam,G0599,bestaand,Actueel,0.752845933773969
345,afe1b776e8f03562e0530b29a8c0f552,283,0,2020/10/09 10:03:29+00,spijlen / staaf hekwerk,10.37,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,3.926716,"3,926716",3.926086,"3,926086",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,132360.094,456894.13,132359.603,456883.772,52.09983023,5.05678474,52.09973711,5.05677826,Prorail,L0004,bestaand,Actueel,10.3696308998922
346,edd60cf76c2f4379b88770f0c79df33e,283,0,2016/04/18 00:00:00+00,,14.377,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,7.020317,"7,020317",7.034669,"7,034669",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,129290.589,457254.941,129276.337,457256.821,52.1029391,5.01196043,52.10295533,5.01175228,Utrecht,G0344,bestaand,Actueel,14.3768393345273
347,77393038193f4fda98cde604130a1e5b,283,0,2021/01/05 07:08:38+00,,11.826,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,101,,101,101__,Harmelen Aansl. - Woerden,13.47212,"13,472120",13.460332,"13,460332",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl. - Woerden,14,BASIS,123159.258,456363.68,123169.729,456369.177,52.09460989,4.9225561,52.0946599,4.92270838,Prorail,L0004,bestaand,Actueel,11.8261933858702
348,8441af9167024175981a007d19469123,283,0,2020/12/11 12:40:27+00,,5.627,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.573171,"32,573171",32.578776,"32,578776",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107792.857,447919.855,107787.276,447920.573,52.01762351,4.69949628,52.01762949,4.69941488,Prorail,L0004,bestaand,Actueel,5.62699609027765
349,ada97398e2ce492ea3bc768cadbaf6ce,283,0,2016/11/16 17:29:52+00,,0.745,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.759693,"15,759693",15.760132,"15,760132",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121148.398,455274.391,121147.714,455274.687,52.08470032,4.89332105,52.08470294,4.89331104,Woerden,G0632,bestaand,Actueel,0.745299939621626
350,afe1b776e7943562e0530b29a8c0f552,283,0,2020/10/09 09:54:34+00,draadmat,14.303,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,7.104613,"7,104613",7.109751,"7,109751",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,129204.288,457245.918,129200.793,457258.846,52.10285399,5.01070153,52.10297002,5.01064954,Prorail,L0004,bestaand,Actueel,14.3027457758696
351,d545a9b0bafa453981eb9bc9a466cf3c,283,0,2022/05/09 16:03:59+00,,9.991,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,20.89274,"20,892740",20.882707,"20,882707",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden - Gouda,14,BASIS,118290.025,451082.709,118295.422,451091.117,52.04684446,4.85207076,52.04692039,4.85214853,Prorail,L0004,bestaand,Actueel,9.9910996892234
352,90df679b80cc4e22bcb5db7ea7e5fe64,283,0,2019/07/08 08:52:00+00,,14.913,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.527662,"15,527662",15.513039,"15,513039",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121322.562,455438.215,121335.923,455444.836,52.08618335,4.89584577,52.08624367,4.89604005,Woerden,G0632,bestaand,Actueel,14.912917865477
353,947a18a41a244f2c8009f79a1aedcfa1,283,0,2021/02/03 10:11:00+00,,176.544,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.659754,"1,659754",1.510119,"1,510119",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134606.09,456575.657,134755.282,456559.143,52.09705511,5.08958257,52.09691216,5.09176077,Utrecht,G0344,bestaand,Actueel,176.544004873111
354,7d11a97ec97d43b8bd8838d8691e07fb,283,0,2022/02/22 09:44:39+00,draadmat,21.716,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,41.63888,"41,638880",41.639596,"41,639596",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,101765.753,441863.626,101779.402,441846.796,51.96264759,4.61264211,51.96249764,4.6128433,Prorail,L0004,bestaand,Actueel,21.7160958614638
355,50f950efa8e76912e053293c320a0238,283,0,2017/06/06 11:44:01+00,,7.521,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.643678,"32,643678",32.636165,"32,636165",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107726.256,447965.859,107733.768,447965.485,52.0180313,4.69851976,52.01802858,4.69862924,Gouda,G0513,bestaand,Actueel,7.52130440814624
356,d76fc51baeb23518e0530b29a8c0c3f9,283,0,2022/02/17 16:36:06+00,draadmat,23.738,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.844963,"11,844963",11.821411,"11,821411",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,124576.071,457165.821,124597.518,457175.58,52.10189904,4.94315925,52.10198794,4.94347139,Prorail,L0004,bestaand,Actueel,23.738132042795
357,fc8e6d0c40f441d5b4cf447db9b7a123,283,0,2020/12/11 12:40:27+00,,3.002,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.506461,"32,506461",32.509451,"32,509451",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107861.894,447953.919,107858.892,447953.906,52.01793553,4.70049724,52.01793516,4.70045351,Prorail,L0004,bestaand,Actueel,3.00202814776944
358,9936050bff104909bc91b2a96db0cdef,283,0,2022/02/21 12:33:08+00,draadmat,10.998,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,51.538585,"51,538585",51.538474,"51,538474",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,92222.761,439612.107,92225.194,439601.382,51.94141634,4.47421828,51.94132022,4.47425561,Prorail,L0004,bestaand,Actueel,10.9975906893502
359,e92c23625afb4c0c8fff8c885ce70e8a,283,0,2021/01/05 08:06:30+00,draadmat,3.463,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,16.863809,"16,863809",16.864214,"16,864214",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,120376.337,454528.146,120379.033,454525.972,52.07794552,4.88213311,52.07792615,4.88217265,Prorail,L0004,bestaand,Actueel,3.46333538658906
360,03465873ca134368b4ba1e6876aa1b93,283,0,2021/01/07 07:42:38+00,draadmat,14.726,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,38.077154,"38,077154",38.069521,"38,069521",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,103811.678,444767.667,103809.803,444777.905,51.98894008,4.64197461,51.98903193,4.64194578,Prorail,L0004,bestaand,Actueel,14.7259701277128
361,d76fc51bae073518e0530b29a8c0c3f9,283,0,2022/02/17 16:34:03+00,spijlen / staaf hekwerk,0.267,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.155313,"17,155313",17.155056,"17,155056",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,120191.814,454296.276,120191.949,454296.506,52.07584997,4.87946514,52.07585204,4.87946709,Prorail,L0004,bestaand,Actueel,0.266692707061892
362,37acc31216a837c8e053293c320a4c37,283,0,2016/07/15 15:33:47+00,,0.973,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,33.214452,"33,214452",33.215151,"33,215151",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107156.119,447976.243,107155.411,447975.576,52.01807575,4.69021314,52.0180697,4.69020292,Gouda,G0513,bestaand,Actueel,0.972703963187156
363,fecf94e1e51d4b75ba9a3851d5e06861,283,0,2023/01/30 15:02:19+00,,9.394,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,37.672168,"37,672168",37.662849,"37,662849",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,104029.283,445107.867,104034.211,445115.865,51.99201767,4.64509178,51.99209,4.64516233,Prorail,L0004,bestaand,Actueel,9.39431679261456
364,e2099b5413c34bc4bd7c85c8dc9c667a,283,0,2021/02/09 08:34:33+00,,0.068,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.843416,"45,843416",45.843485,"45,843485",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97805.948,440724.924,97805.88,440724.917,51.9520201,4.55522206,51.95202003,4.55522107,Rotterdam,G0599,bestaand,Actueel,0.0683593446428504
365,906e65a8692e405589fd358b30351abd,283,0,2022/02/22 09:44:39+00,spijlen / staaf hekwerk,103.331,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,44.165741,"44,165741",44.06227,"44,062270",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,99472.017,440924.244,99574.758,440935.27,51.95398043,4.57942318,51.95408978,4.58091586,Prorail,L0004,bestaand,Actueel,103.331379878098
366,50f950efa8e86912e053293c320a0238,283,0,2018/12/17 09:32:15+00,,6.026,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.377555,"32,377555",32.372566,"32,372566",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107993.128,447955.625,107997.924,447953.187,52.017962,4.70240868,52.0179405,4.70247888,Gouda,G0513,bestaand,Actueel,6.02643623763186
367,8e4b118c5c764fcdba74351ef636c1f3,283,0,2019/12/23 12:17:58+00,,15.733,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,7.316717,"7,316717",7.301055,"7,301055",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,128995.27,457273.238,129010.872,457271.214,52.10308975,5.00764879,52.10307229,5.00787666,Prorail,L0004,bestaand,Actueel,15.732735934986
368,d76fc51baebf3518e0530b29a8c0c3f9,283,0,2022/02/17 16:31:00+00,spijlen / staaf hekwerk,0.364,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.153345,"17,153345",17.153696,"17,153696",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,120209.581,454288.603,120209.397,454288.289,52.07578212,4.87972508,52.07577929,4.87972242,Prorail,L0004,bestaand,Actueel,0.363939555420952
369,97a56ea6c8ac45afb4053c69313a0686,283,0,2022/09/15 09:43:40+00,,0.328,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.333257,"1,333257",1.333139,"1,333139",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134962.723,456769.143,134962.868,456769.326,52.09880717,5.0947757,52.09880882,5.0947778,Prorail,L0004,bestaand,Actueel,0.328055400546904
370,ea0dfd03feb3481f9f504f3a63da5267,283,0,2021/02/09 08:34:33+00,,7.386,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.834947,"45,834947",45.827944,"45,827944",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97816.502,440705.352,97823.336,440706.558,51.95184529,4.55537883,51.95185683,4.55547803,Rotterdam,G0599,bestaand,Actueel,7.38571309246058
371,1eaf5cb95b0052c3e0531f050e0accaa,283,0,2015/11/16 17:11:17+00,,1.308,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,44.21747,"44,217470",44.216176,"44,216176",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,99426.613,440862.188,99427.911,440862.323,51.95341816,4.57877279,51.95341951,4.57879164,Capelle aan den IJssel,G0502,bestaand,Actueel,1.30797553799352
372,b068a87b16db4987ba3852fcda2deb7d,283,0,2023/01/30 15:02:19+00,,1.218,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,39.292494,"39,292494",39.291323,"39,291323",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,103149.664,443748.424,103150.568,443749.24,51.97971817,4.63249156,51.97972559,4.63250459,Prorail,L0004,bestaand,Actueel,1.2178144357824
373,e6fc6187dec35f61e0530b29a8c0e64a,283,0,2022/08/31 13:47:25+00,spijlen / staaf hekwerk,7.849,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,10.492396,"10,492396",10.484541,"10,484541",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,125849.123,457597.865,125856.905,457598.887,52.10585068,4.96170228,52.10586028,4.96181578,Prorail,L0004,bestaand,Actueel,7.84882207722917
374,ada3e24cf63a45519d1416294142509d,283,1,2023/01/30 15:02:19+00,,10.498,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,37.6625,"37,662500",37.652081,"37,652081",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,104030.528,445118.71,104036.183,445127.555,51.99211523,4.64510829,51.99219525,4.6451893,Prorail,L0004,bestaand,Actueel,10.4982403287408
375,e6fc6187deb05f61e0530b29a8c0e64a,283,1,2022/08/31 12:46:44+00,spijlen / staaf hekwerk,41.138,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.933412,"1,933412",1.892415,"1,892415",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134338.095,456637.193,134378.897,456631.944,52.09759825,5.08566788,52.0975526,5.08626365,Prorail,L0004,bestaand,Actueel,41.1384260908225
376,ba2e4dfa39ad4dd897441b223b1e3296,283,0,2022/05/09 10:27:58+00,,2.629,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,537,b,537,537_b,Moordrecht Aansl.,35.300364,"35,300364",35.298194,"35,298194",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl.,81,BASIS,105316.205,447099.961,105317.855,447102.008,52.0100384,4.66353844,52.01005695,4.66356218,Prorail,L0004,bestaand,Actueel,2.6292031112107
377,c2edfd3929b44b2db9e7af372fced766,283,0,2021/01/05 07:08:38+00,,10.806,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.247597,"11,247597",11.258504,"11,258504",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,125115.743,457422.728,125105.812,457418.472,52.10423747,4.95101314,52.10419868,4.95086856,Prorail,L0004,bestaand,Actueel,10.8059630590642
378,37acc3120b4137c8e053293c320a4c37,283,0,2016/07/15 15:33:47+00,,32.39,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.132719,"32,132719",32.165479,"32,165479",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,108227.791,447863.33,108195.63,447867.172,52.01715232,4.70583963,52.01718414,4.70537062,Gouda,G0513,bestaand,Actueel,32.3896725052909
379,afe1b776e60a3562e0530b29a8c0f552,283,0,2020/10/09 10:06:59+00,spijlen / staaf hekwerk,17.433,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.123744,"1,123744",1.109233,"1,109233",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,135159.557,456609.834,135173.268,456599.068,52.0973824,5.09765756,52.09728613,5.09785828,Prorail,L0004,bestaand,Actueel,17.4326784230078
380,afe1b776e8c23562e0530b29a8c0f552,283,0,2020/10/09 10:03:52+00,spijlen / staaf hekwerk,1.261,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,7.45639,"7,456390",7.456401,"7,456401",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,128853.144,457265.872,128852.97,457264.623,52.10301685,5.00557498,52.10300562,5.00557254,Prorail,L0004,bestaand,Actueel,1.26106185415308
381,afe1b776e7f13562e0530b29a8c0f552,283,0,2020/10/09 10:03:33+00,spijlen / staaf hekwerk,10.852,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,3.972547,"3,972547",3.972221,"3,972221",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,132313.356,456888.82,132314.853,456899.568,52.09978059,5.05610298,52.09987725,5.05612411,Prorail,L0004,bestaand,Actueel,10.8517516097633
