OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,SUBTYPE,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,STATUS,Shape__Length
51,aa685ce671a75021e05332a1e90aa57e,283,0,2021/02/01 16:27:21+00,spijlen / staaf hekwerk,2.897,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.109624,"81,109624",81.109945,"81,109945",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122128.88,487852.207,122130.389,487854.68,52.37755398,4.90446257,52.3775763,4.90448449,Prorail,L0004,bestaand,Actueel,2.89703469085201
52,aa685ce670925021e05332a1e90aa57e,283,1,2021/02/01 16:29:09+00,spijlen / staaf hekwerk,23.208,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.544259,"81,544259",81.567066,"81,567066",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122541.939,487788.135,122565.013,487790.512,52.37700272,4.9105347,52.37702545,4.91087331,Prorail,L0004,bestaand,Actueel,23.2078272582772
53,aa685ce6705d5021e05332a1e90aa57e,283,0,2021/02/01 16:27:15+00,spijlen / staaf hekwerk,1.596,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.305099,"81,305099",81.30672,"81,306720",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122305.475,487753.67,122307.033,487753.323,52.37667894,4.90706552,52.37667592,4.90708844,Prorail,L0004,bestaand,Actueel,1.5961744892085
54,aa685ce670935021e05332a1e90aa57e,283,1,2021/02/01 16:27:14+00,spijlen / staaf hekwerk,4.546,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.540177,"81,540177",81.544646,"81,544646",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122537.95,487786.393,122542.468,487786.896,52.37698683,4.91047628,52.37699162,4.91054258,Prorail,L0004,bestaand,Actueel,4.54591387951862
55,d8ad4a8935983767e0530b29a8c07381,283,1,2022/05/25 11:40:52+00,spijlen / staaf hekwerk,60.226,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.062939,"81,062939",81.117708,"81,117708",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122066.683,487840.308,122118.204,487809.12,52.37744331,4.90355035,52.37716611,4.90431,Prorail,L0004,bestaand,Actueel,60.2257819587842
56,aa685ce66fba5021e05332a1e90aa57e,283,0,2021/02/01 16:29:26+00,spijlen / staaf hekwerk,1.111,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.308344,"81,308344",81.308301,"81,308301",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122308.087,487750.031,122307.857,487748.944,52.37664639,4.90710424,52.37663661,4.90710096,Prorail,L0004,bestaand,Actueel,1.11106660466418
57,aa685ce6722e5021e05332a1e90aa57e,283,0,2021/02/01 16:50:35+00,spijlen / staaf hekwerk,4.088,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.450911,"81,450911",81.455124,"81,455124",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122451.581,487743.279,122455.667,487743.401,52.37659424,4.90921211,52.37659558,4.9092721,Prorail,L0004,bestaand,Actueel,4.0878209354129
58,aa685ce66f565021e05332a1e90aa57e,283,0,2021/02/01 16:50:26+00,spijlen / staaf hekwerk,1,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.111356,"81,111356",81.110396,"81,110396",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122137.325,487866.211,122136.468,487866.726,52.37768035,4.90458522,52.37768492,4.90457258,Prorail,L0004,bestaand,Actueel,0.999836986713334
59,aa685ce66ea85021e05332a1e90aa57e,283,0,2021/02/01 16:44:23+00,spijlen / staaf hekwerk,2.103,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.163842,"78,163842",78.165941,"78,165941",Derden - Overig,Randstad Noord,RN,n.v.t.,n.v.t.,Amsterdam Singelgracht Aansl.,9,BASIS,119625.173,489406.816,119626.854,489405.552,52.39137003,4.86753107,52.39135878,4.8675559,Prorail,L0004,bestaand,Actueel,2.10320160707432
60,aa685ce6712c5021e05332a1e90aa57e,283,1,2021/02/01 16:47:24+00,spijlen / staaf hekwerk,41.461,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,77.907317,"77,907317",77.94661,"77,946610",Derden - Overig,Randstad Noord,RN,n.v.t.,n.v.t.,Amsterdam Singelgracht Aansl.,9,BASIS,119438.37,489587.907,119467.916,489558.924,52.39298546,4.86476777,52.3927269,4.86520488,Prorail,L0004,bestaand,Actueel,41.4613466352172
61,aa685ce66ea05021e05332a1e90aa57e,283,0,2021/02/01 16:47:18+00,spijlen / staaf hekwerk,10.568,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.492461,"80,492461",80.502827,"80,502827",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,121594.053,488159.248,121603.806,488155.195,52.38028117,4.8965779,52.38024534,4.89672154,Prorail,L0004,bestaand,Actueel,10.5676499735949
62,aa685ce6719b5021e05332a1e90aa57e,283,0,2021/02/01 16:39:52+00,spijlen / staaf hekwerk,2.555,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.650439,"81,650439",81.647842,"81,647842",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122650.027,487775.608,122647.478,487775.435,52.37689652,4.9121232,52.37689481,4.91208578,Prorail,L0004,bestaand,Actueel,2.55486398855203
63,aa685ce671ab5021e05332a1e90aa57e,283,0,2022/07/22 14:35:55+00,draadmat,162.877,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.120783,"81,120783",81.287585,"81,287585",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122150.171,487870.728,122298.782,487805.258,52.37772171,4.90477342,52.37714218,4.90696222,Prorail,L0004,bestaand,Actueel,162.876849079735
64,aa685ce66ea25021e05332a1e90aa57e,283,0,2021/02/01 16:39:12+00,spijlen / staaf hekwerk,31.258,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.561548,"78,561548",78.591509,"78,591509",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,119944.384,489137.23,119974.577,489129.146,52.38896768,4.87224839,52.38889695,4.87269275,Prorail,L0004,bestaand,Actueel,31.2579651302374
65,aa685ce671f35021e05332a1e90aa57e,283,0,2021/02/01 16:39:03+00,draadmat,48.052,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,77.932013,"77,932013",77.961025,"77,961025",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,119424.736,489542.954,119419.437,489499.044,52.39258057,4.86457225,52.3921856,4.86449906,Prorail,L0004,bestaand,Actueel,48.0519158703162
66,aa685ce66f485021e05332a1e90aa57e,283,0,2021/02/01 16:35:02+00,spijlen / staaf hekwerk,4.939,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.532274,"81,532274",81.53713,"81,537130",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122533.791,487749.857,122538.697,487750.428,52.37665822,4.91041874,52.37666364,4.91049073,Prorail,L0004,bestaand,Actueel,4.93934906826834
67,aa685ce6719c5021e05332a1e90aa57e,283,1,2021/02/01 16:46:43+00,spijlen / staaf hekwerk,13.314,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.110396,"81,110396",81.094076,"81,094076",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122136.468,487866.726,122125.086,487873.634,52.37768492,4.90457258,52.37774633,4.90440476,Prorail,L0004,bestaand,Actueel,13.3144056812299
68,aa685ce66f415021e05332a1e90aa57e,283,1,2021/02/01 16:43:20+00,spijlen / staaf hekwerk,1.67,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.531452,"81,531452",81.529811,"81,529811",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122528.957,487787.026,122527.3,487786.822,52.37699199,4.91034416,52.37699005,4.91031985,Prorail,L0004,bestaand,Actueel,1.66951040727514
69,aa685ce6738a5021e05332a1e90aa57e,283,0,2021/02/01 16:50:10+00,spijlen / staaf hekwerk,1.821,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.308516,"81,308516",81.3084,"81,308400",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122308.719,487752.699,122308.298,487750.927,52.37667041,4.90711326,52.37665446,4.90710725,Prorail,L0004,bestaand,Actueel,1.82132506708715
70,aa685ce66ffd5021e05332a1e90aa57e,283,1,2021/02/01 16:33:01+00,spijlen / staaf hekwerk,2.897,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.668579,"81,668579",81.668607,"81,668607",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122665.326,487807.887,122665.586,487805.002,52.37718752,4.91234476,52.3771616,4.91234886,Prorail,L0004,bestaand,Actueel,2.89669207890656
71,aa685ce66eaf5021e05332a1e90aa57e,283,0,2021/02/01 16:32:57+00,spijlen / staaf hekwerk,2.591,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.163137,"78,163137",78.165724,"78,165724",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,119595.846,489371.113,119597.831,489369.448,52.39104727,4.86710402,52.39103243,4.86713336,Prorail,L0004,bestaand,Actueel,2.5908396322428
72,aa685ce66eae5021e05332a1e90aa57e,283,0,2021/02/01 16:38:42+00,spijlen / staaf hekwerk,2.631,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.163105,"78,163105",78.165732,"78,165732",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,119597.5,489373.241,119599.592,489371.646,52.3910665,4.8671281,52.3910523,4.86715899,Prorail,L0004,bestaand,Actueel,2.63068223090513
73,aa685ce671ec5021e05332a1e90aa57e,283,1,2021/02/01 16:38:34+00,spijlen / staaf hekwerk,13.385,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.544297,"81,544297",81.531679,"81,531679",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122541.962,487788.278,122529.177,487787.144,52.37700401,4.91053502,52.37699306,4.91034738,Prorail,L0004,bestaand,Actueel,13.3852974983949
74,aa685ce672465021e05332a1e90aa57e,283,1,2021/02/01 16:42:04+00,spijlen / staaf hekwerk,10.088,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.5316,"81,531600",81.540756,"81,540756",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122532.855,487752.15,122542.181,487752.518,52.37667878,4.91040477,52.37668263,4.91054169,Prorail,L0004,bestaand,Actueel,10.0882018591786
75,aa685ce66f475021e05332a1e90aa57e,283,1,2021/02/01 16:32:55+00,spijlen / staaf hekwerk,2.508,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.567527,"81,567527",81.56749,"81,567490",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122566.851,487777.792,122566.546,487780.281,52.37691124,4.91090153,52.37693359,4.91089681,Prorail,L0004,bestaand,Actueel,2.50761759445096
76,aa685ce66ffe5021e05332a1e90aa57e,283,0,2021/02/01 16:38:32+00,spijlen / staaf hekwerk,2.607,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.692568,"81,692568",81.695214,"81,695214",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122689.502,487801.607,122692.109,487801.655,52.3771325,4.9127004,52.37713309,4.91273868,Prorail,L0004,bestaand,Actueel,2.60744184978304
77,aa685ce672015021e05332a1e90aa57e,283,0,2021/02/01 16:37:59+00,spijlen / staaf hekwerk,2.351,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.110434,"81,110434",81.112693,"81,112693",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122129.906,487852.426,122131.934,487851.236,52.37755601,4.90447761,52.37754544,4.90450751,Prorail,L0004,bestaand,Actueel,2.3513579055516
78,aa685ce673745021e05332a1e90aa57e,283,1,2021/02/01 16:46:08+00,spijlen / staaf hekwerk,4.627,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.345863,"81,345863",81.352027,"81,352027",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122357.058,487816.848,122358.14,487821.347,52.37724981,4.90781689,52.37729031,4.90783234,Prorail,L0004,bestaand,Actueel,4.62728051883609
79,aa685ce671525021e05332a1e90aa57e,283,0,2021/02/01 16:46:07+00,spijlen / staaf hekwerk,1.375,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.533078,"78,533078",78.533629,"78,533629",Derden - Overig,Randstad Noord,RN,n.v.t.,n.v.t.,Amsterdam Singelgracht Aansl.,9,BASIS,119948.466,489228.536,119948.677,489227.509,52.38978853,4.87229883,52.38977931,4.87230203,Prorail,L0004,bestaand,Actueel,1.37492447661313
80,aa685ce672455021e05332a1e90aa57e,283,1,2021/02/01 16:37:55+00,spijlen / staaf hekwerk,1.826,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.532014,"81,532014",81.533809,"81,533809",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122531.973,487764.303,122533.783,487764.545,52.37678795,4.91039065,52.37679023,4.9104172,Prorail,L0004,bestaand,Actueel,1.82610624006381
81,aa685ce670aa5021e05332a1e90aa57e,283,0,2021/02/01 16:37:51+00,spijlen / staaf hekwerk,2.615,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.111213,"81,111213",81.112125,"81,112125",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122136.144,487864.007,122137.755,487865.24,52.37766047,4.90456809,52.37767164,4.90459163,Prorail,L0004,bestaand,Actueel,2.6153398233148
82,57e7147bf0064aeb8f5314cb9f927123,283,0,2021/02/01 16:37:47+00,,8.049,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.387789,"80,387789",80.395862,"80,395862",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,121520.412,488241.116,121527.41,488237.139,52.38101245,4.89548823,52.38097714,4.89559141,Prorail,L0004,bestaand,Actueel,8.04913243772271
83,aa685ce670915021e05332a1e90aa57e,283,0,2021/02/01 16:32:24+00,spijlen / staaf hekwerk,31.142,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.349401,"80,349401",80.380637,"80,380637",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,121452.9,488205.516,121478.726,488188.14,52.38068838,4.89450027,52.3805338,4.8948813,Prorail,L0004,bestaand,Actueel,31.1421341230133
84,aa685ce66ff95021e05332a1e90aa57e,283,0,2021/02/01 16:41:55+00,spijlen / staaf hekwerk,17.405,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.539653,"78,539653",78.556394,"78,556394",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,119922.62,489143.905,119939.255,489138.787,52.38902628,4.871928,52.38898134,4.87217289,Prorail,L0004,bestaand,Actueel,17.4049814240746
85,aa685ce673995021e05332a1e90aa57e,283,0,2021/02/01 16:41:54+00,spijlen / staaf hekwerk,4.126,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.114093,"81,114093",81.118075,"81,118075",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122134.025,487852.303,122137.774,487850.58,52.37755515,4.90453812,52.37753989,4.90459334,Prorail,L0004,bestaand,Actueel,4.1259823072815
86,aa685ce673975021e05332a1e90aa57e,283,0,2021/02/01 16:47:51+00,spijlen / staaf hekwerk,1.155,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,79.375786,"79,375786",79.375718,"79,375718",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,120686.138,488801.36,120685.52,488800.384,52.385996,4.88317844,52.38598719,4.88316946,Prorail,L0004,bestaand,Actueel,1.15520560940466
87,aa685ce6712d5021e05332a1e90aa57e,283,0,2021/02/01 16:47:48+00,,1.615,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.38401,"78,384010",78.384502,"78,384502",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,119739.269,489169.358,119740.48,489170.426,52.38924328,4.86923206,52.38925296,4.86924974,Prorail,L0004,bestaand,Actueel,1.6146656000547
88,aa685ce66fbb5021e05332a1e90aa57e,283,1,2021/02/01 16:29:38+00,spijlen / staaf hekwerk,17.29,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.512429,"81,512429",81.529405,"81,529405",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122513.684,487748.06,122530.752,487750.824,52.37664088,4.91012364,52.37666673,4.91037402,Prorail,L0004,bestaand,Actueel,17.2903864537007
89,eb6ccd7134e64f7b8de81ecd54b84ebd,283,0,2015/10/02 07:55:49+00,,20.617,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,77.830261,"77,830261",77.810062,"77,810062",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,119370.116,489632.228,119357.474,489648.514,52.39337936,4.86376039,52.3935249,4.86357294,Prorail,L0004,bestaand,Actueel,20.6168368087833
90,aa685ce670b15021e05332a1e90aa57e,283,0,2021/02/01 16:43:08+00,spijlen / staaf hekwerk,7.216,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.649041,"81,649041",81.641707,"81,641707",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122649.571,487764.141,122642.394,487763.396,52.37679343,4.91211761,52.37678631,4.91201228,Prorail,L0004,bestaand,Actueel,7.21556331827252
91,aa685ce6709a5021e05332a1e90aa57e,283,1,2021/02/01 16:46:37+00,spijlen / staaf hekwerk,23.163,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.544753,"81,544753",81.5675,"81,567500",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122546.322,487752.031,122569.242,487755.279,52.3766785,4.91060255,52.37670905,4.91093882,Prorail,L0004,bestaand,Actueel,23.1634120737828
92,aa685ce670f65021e05332a1e90aa57e,283,0,2021/02/01 16:42:42+00,spijlen / staaf hekwerk,0.097,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.512334,"81,512334",81.512429,"81,512429",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122513.588,487748.045,122513.684,487748.06,52.37664074,4.91012223,52.37664088,4.91012364,Prorail,L0004,bestaand,Actueel,0.0971648084442099
93,aa685ce66ea35021e05332a1e90aa57e,283,0,2021/02/01 16:42:35+00,spijlen / staaf hekwerk,159.089,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.69179,"78,691790",78.849131,"78,849131",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,120063.909,489094.046,120210.459,489034.13,52.38858719,4.8740086,52.38805802,4.87616748,Prorail,L0004,bestaand,Actueel,159.089351025742
94,aa685ce66fef5021e05332a1e90aa57e,283,0,2021/02/01 16:46:35+00,draadmat,0.509,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.344179,"78,344179",78.344625,"78,344625",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,119670.164,489131.459,119670.673,489131.438,52.38889823,4.86822095,52.38889807,4.86822843,Prorail,L0004,bestaand,Actueel,0.509449663853064
95,aa685ce6723b5021e05332a1e90aa57e,283,0,2021/02/01 16:46:30+00,spijlen / staaf hekwerk,63.617,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.302127,"80,302127",80.365195,"80,365195",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,121413.705,488231.639,121467.012,488198.408,52.38092076,4.89392203,52.38062536,4.89470824,Prorail,L0004,bestaand,Actueel,63.6171961366096
96,aa685ce6705c5021e05332a1e90aa57e,283,0,2021/02/01 16:46:23+00,spijlen / staaf hekwerk,3.477,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.027678,"80,027678",80.028595,"80,028595",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,121183.556,488376.999,121182.831,488373.598,52.38221302,4.89052731,52.38218241,4.89051701,Prorail,L0004,bestaand,Actueel,3.47741656981156
97,aa685ce673985021e05332a1e90aa57e,283,0,2021/02/01 16:46:15+00,spijlen / staaf hekwerk,0.636,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,79.375373,"79,375373",79.374736,"79,374736",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,120679.9,488790.94,120679.349,488791.258,52.38590196,4.88308788,52.38590479,4.88307975,Prorail,L0004,bestaand,Actueel,0.636180005973152
98,aa685ce670085021e05332a1e90aa57e,283,1,2021/02/01 16:46:13+00,spijlen / staaf hekwerk,15.688,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.106017,"81,106017",81.093222,"81,093222",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Centraal,9,BASIS,122113.033,487826.811,122099.594,487834.904,52.37732479,4.90423233,52.37739672,4.90403419,Prorail,L0004,bestaand,Actueel,15.6878206634663
99,d8ad4a89353d3767e0530b29a8c07381,283,0,2022/05/25 11:45:21+00,spijlen / staaf hekwerk,22.569,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,77.802339,"77,802339",77.824472,"77,824472",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,119348.607,489650.993,119362.653,489633.328,52.39354661,4.86344241,52.39338876,4.86365064,Prorail,L0004,bestaand,Actueel,22.5689735602131
100,aa685ce671fd5021e05332a1e90aa57e,283,1,2021/02/01 16:41:23+00,spijlen / staaf hekwerk,19.999,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,79.231409,"79,231409",79.250536,"79,250536",ProRail,Randstad Noord,RN,BASIS,Amsterdam,Amsterdam Singelgracht Aansl.,9,BASIS,120563.256,488880.534,120582.384,488874.698,52.38669986,4.88136541,52.38664861,4.88164697,Prorail,L0004,bestaand,Actueel,19.9985945551429
