nummer;hotel naam in 2012;sterklasse NHC 2012;aantal kamers in 2012;aantal bedden in 2012;aantal campeerplekken;gemeente;plaats;postcode;straat;huisnummer;buurtindeling 2005;wijk;buurtindeling 2010;stadsdeel
312;POSTHOORN B&B;0;3;6; ;AMSTERDAM;AMSTERDAM;1015DK;PRINSENGRACHT;7;A02a;A;A02a;A
313;CANAL VIEW APARTMENTS LEX;0;4;8; ;AMSTERDAM;AMSTERDAM;1016CR;LEIDSEGRACHT; ;A06h;A;A06h;A
314;SASHA B&B AMSTERDAM CITY CENTER;0;3;6; ;AMSTERDAM;AMSTERDAM;1017HG;VIJZELSTRAAT;71;A03c;A;A03c;A
315;WEST VIOLET B&B;0;3;6; ;AMSTERDAM;AMSTERDAM;1015NP;VIOLETTENSTRAAT;4;A06b;A;A06b;A
316;IJ B&B;0;5;10; ;AMSTERDAM;AMSTERDAM;1093SK;ZEEBURGERDIJK;17 HS;U29a;U;M29a;M
317;LOOIER HOTEL,DE;3;28;68; ;AMSTERDAM;AMSTERDAM;1016VD;DERDE LOOIERSDWARSSTRAAT;75;A06g;A;A06g;A
321;GROENENDAEL HOTEL;0;16;30; ;AMSTERDAM;AMSTERDAM;1012LZ;NIEUWENDIJK;15;A01b;A;A01b;A
323;THE EXCHANGE;3;61;122; ;AMSTERDAM;AMSTERDAM;1012LL;DAMRAK;49-51;A01e;A;A01e;A
331;A-TRAIN HOTEL;3;34;73; ;AMSTERDAM;AMSTERDAM;1012TM;PRINS HENDRIKKADE;23;A01b;A;A01b;A
337;TITUS HOTEL;0;19;56; ;AMSTERDAM;AMSTERDAM;1017PM;LEIDSEKADE;74;A07b;A;A07b;A
339;THE TIMES HOTEL;3;34;70; ;AMSTERDAM;AMSTERDAM;1015BG;HERENGRACHT;137;A02b;A;A02b;A
340;WESTCORD FASHION HOTEL AMSTERDAM;4;260;530; ;AMSTERDAM;AMSTERDAM;1058GC;HENDRIKJE STOFFELSTRAAT;1;R87b;R;F87b;F
342;AMISTAD HOTEL;2;8;15; ;AMSTERDAM;AMSTERDAM;1017GM;KERKSTRAAT;42;A02e;A;A02e;A
346;TRAVEL HOTEL;2;40;107; ;AMSTERDAM;AMSTERDAM;1012JV;BEURSSTRAAT;23;A00b;A;A00b;A
349;MEETING POINT HOSTEL;0;10;111; ;AMSTERDAM;AMSTERDAM;1012JD;WARMOESSTRAAT;14;A00a;A;A00a;A
351;PRINSENGRACHT HOTEL;3;34;64; ;AMSTERDAM;AMSTERDAM;1017KN;PRINSENGRACHT;1015-1017;A03c;A;A03c;A
352;FRISCO INN HOTEL;1;11;22; ;AMSTERDAM;AMSTERDAM;1012JT;BEURSSTRAAT;5;A00b;A;A00b;A
357;VETERAN,THE;0;12;28; ;AMSTERDAM;AMSTERDAM;1017BW;HERENGRACHT;561;A03c;A;A03c;A
362;MY HOME HOTEL;1;8;16; ;AMSTERDAM;AMSTERDAM;1013EV;HAARLEMMERSTRAAT;82;A05b;A;A05b;A
371;IBIS AMSTERDAM CENTRE;3;363;594; ;AMSTERDAM;AMSTERDAM;1012AB;STATIONSPLEIN;49;A01a;A;A01a;A
372;MULTATULI HOTEL;3;29;54; ;AMSTERDAM;AMSTERDAM;1012TL;PRINS HENDRIKKADE;12;A01b;A;A01b;A
378;VONDEL HOTEL;4;86;163; ;AMSTERDAM;AMSTERDAM;1054GE;VONDELSTRAAT;26;D22a;D;E22a;E
380;ROBERTRAMON HOTEL;3;51;86; ;AMSTERDAM;AMSTERDAM;1071BX;P CORNELISZ HOOFTSTR;24-28;V47b;V;K47b;K
396;PRINSENHOF HOTEL;1;11;23; ;AMSTERDAM;AMSTERDAM;1017JL;PRINSENGRACHT;810;A07g;A;A07g;A
398;LIBERTY HOTEL;0;4;9; ;AMSTERDAM;AMSTERDAM;1012VC;SINGEL;5;A01b;A;A01b;A
399;ORANJE TULP HOTEL,DE;2;16;35; ;AMSTERDAM;AMSTERDAM;1012LK;DAMRAK;32;A01e;A;A01e;A
400;AMSTERDAM HOTEL;3;216;479; ;AMSTERDAM;AMSTERDAM;1059VD;VOORBURGSTRAAT;250;R87c;R;F87c;F
401;GLOBE, HOTEL DE;0;25;124; ;AMSTERDAM;AMSTERDAM;1012EH;OUDEZIJDS VOORBURGWAL;3;A00a;A;A00a;A
402;NES HOTEL;3;35;65; ;AMSTERDAM;AMSTERDAM;1011KE;KLOVENIERSBURGWAL;137-139;A04h;A;A04h;A
403;CAMPANILE AMSTERDAM Z.O. HOTEL;3;74;148; ;AMSTERDAM;AMSTERDAM;1108AX;LOOSDRECHTDREEF;3;T95b;T;T95b;T
404;CITY CENTRE,NH;3;209;342; ;AMSTERDAM;AMSTERDAM;1012VX;SPUISTRAAT;288-292;A01f;A;A01f;A
405;BASTION HOTEL AMSTERDAM CENTRUM-NOORD;3;68;136; ;AMSTERDAM;AMSTERDAM;1025KN;RODE KRUISSTRAAT;28;N69a;N;N69a;N
406;ESTHEREA HOTEL;4;92;198; ;AMSTERDAM;AMSTERDAM;1012WJ;SINGEL;303-309;A01f;A;A01f;A
407;CITADEL HOTEL;3;38;74; ;AMSTERDAM;AMSTERDAM;1012SG;NIEUWEZIJDS VOORBURGWAL;98-100;A01d;A;A01d;A
408;WESTCORD CITY CENTRE HOTEL AMSTERDAM;3;106;216; ;AMSTERDAM;AMSTERDAM;1012SC;NIEUWEZIJDS VOORBURGWAL;50;A01d;A;A01d;A
411;BACKSTAGE HOTEL;2;22;55; ;AMSTERDAM;AMSTERDAM;1016CT;LEIDSEGRACHT;114;A06j;A;A06j;A
413;LINDA HOTEL;2;37;87; ;AMSTERDAM;AMSTERDAM;1074AW;STADHOUDERSKADE;131;V24a;V;K24a;K
414;AMBASSADE HOTEL;4;59;117; ;AMSTERDAM;AMSTERDAM;1016AZ;HERENGRACHT;341;A02c;A;A02c;A
417;ABBA HOTEL;1;36;76; ;AMSTERDAM;AMSTERDAM;1054HM;OVERTOOM;118-120;D20b;D;E20b;E
423;BARBACAN HOTEL;2;22;36; ;AMSTERDAM;AMSTERDAM;1018TN;PLANTAGE MUIDERGRACHT;89;A08c;A;A08c;A
426;BEURSSTRAAT HOTEL;1;49;105; ;AMSTERDAM;AMSTERDAM;1012JT;BEURSSTRAAT;7-9;A00b;A;A00b;A
428;QUENTIN-ENGELAND HOTEL,THE;0;50;101; ;AMSTERDAM;AMSTERDAM;1054EZ;ROEMER VISSCHERSTRAAT;30;D22a;D;E22a;E
437;APOLLOFIRST A HAMPSHIRE CLASSIC HOTEL;4;37;74; ;AMSTERDAM;AMSTERDAM;1077AP;APOLLOLAAN;123-125;V49d;V;K49d;K
438;AALBORG HOTEL;3;36;84; ;AMSTERDAM;AMSTERDAM;1073EC;SARPHATIPARK;106-108;V25b;V;K25b;K
439;ALLURE HOTEL;3;18;36; ;AMSTERDAM;AMSTERDAM;1018GB;SARPHATISTRAAT;117;A08b;A;A08b;A
440;GOLDEN REGAL HOTEL,THE;2;13;27; ;AMSTERDAM;AMSTERDAM;1071ER;KORTE VAN EEGHENSTRAAT;8;V47c;V;K47c;K
443;CONVENT HOTEL AMSTERDAM, THE;4;148;296; ;AMSTERDAM;AMSTERDAM;1012RE;NIEUWEZIJDS VOORBURGWAL;67;A01e;A;A01e;A
445;FLORIS FRANCE HOTEL;3;55;123; ;AMSTERDAM;AMSTERDAM;1012AL;OUDEZIJDS KOLK;11;A00a;A;A00a;A
446;MARIANNE HOTEL;3;12;19; ;AMSTERDAM;AMSTERDAM;1071PV;NICOLAAS MAESSTRAAT;107;V47f;V;K47f;K
447;CLEMENS HOTEL;2;9;19; ;AMSTERDAM;AMSTERDAM;1016DC;RAADHUISSTRAAT;39 2-HG;A02c;A;A02c;A
448;CENTRE HOTEL;0;17;72; ;AMSTERDAM;AMSTERDAM;1068WS;NICOLAAS ANSLIJNSTRAAT;87;Q81c;Q;F81c;F
453;JUPITER HOTEL;3;22;40; ;AMSTERDAM;AMSTERDAM;1054CJ;TWEEDE HELMERSSTRAAT;14;D20a;D;E20a;E
454;KING HOTEL;2;26;48; ;AMSTERDAM;AMSTERDAM;1017PN;LEIDSEKADE;85-86;A07b;A;A07b;A
456;GRAND HOTEL AMRÂTH AMSTERDAM;5;165;325; ;AMSTERDAM;AMSTERDAM;1011AK;PRINS HENDRIKKADE;108;A04b;A;A04b;A
458;REMBRANDT SQUARE HOTEL;1;22;44; ;AMSTERDAM;AMSTERDAM;1016BJ;REMBRANDTPLEIN;24;A02c;A;A02c;A
459;INST.INT.DE RECHERCHES ET DE FORMATION;0;7;38; ;AMSTERDAM;AMSTERDAM;1071HW;WILLEMSPARKWEG;202;V47d;V;K47d;K
461;BLUE TOWER;4;188;433; ;AMSTERDAM;AMSTERDAM;1055JE;LEEUWENDALERSWEG;21;H37c;H;E37c;E
462;STAYOKAY ZEEBURG;0;92;478; ;AMSTERDAM;AMSTERDAM;1094CC;TIMORPLEIN;21;G31a;G;M31a;M
470;BORGMANN VILLA HOTEL;3;15;31; ;AMSTERDAM;AMSTERDAM;1075AE;KONINGSLAAN;48;V46c;V;K46c;K
472;IBIS AMSTERDAM CITY WEST;3;180;380; ;AMSTERDAM;AMSTERDAM;1014AK;TRANSFORMATORWEG;36;B11g;B;B11g;B
473;KAP HOTEL;2;8;13; ;AMSTERDAM;AMSTERDAM;1017XW;DEN TEXSTRAAT;5B;A07f;A;A07f;A
477;ACRO HOTEL;2;64;127; ;AMSTERDAM;AMSTERDAM;1071CR;JAN LUIJKENSTRAAT;40-44;V47b;V;K47b;K
480;CORNER HOUSE HOTEL;0;19;31; ;AMSTERDAM;AMSTERDAM;1012RH;NIEUWEZIJDS VOORBURGWAL;121;A01e;A;A01e;A
487;TOWNHOUSE HOTEL, THE;0;10;20; ;AMSTERDAM;AMSTERDAM;1017JL;PRINSENGRACHT;816;A07g;A;A07g;A
489;TRIANON HOTEL VOF;2;42;91; ;AMSTERDAM;AMSTERDAM;1071LH;JAN WILLEM BROUWERSSTR;3-7;V47c;V;K47c;K
500;VAN BONGA HOTEL-PENSION;2;17;34; ;AMSTERDAM;AMSTERDAM;1077VB;HOLBEINSTRAAT;1;V49f;V;K49f;K
504;GALERIJ HOTEL;0;19;40; ;AMSTERDAM;AMSTERDAM;1016DD;RAADHUISSTRAAT;43;A02c;A;A02c;A
505;ACCA INTERNATIONAL HOTEL;0;45;80; ;AMSTERDAM;AMSTERDAM;1071CW;VAN DE VELDESTRAAT;3A;V47b;V;K47b;K
507;IRISH PUB DURTY NELLY'S INN;0;10;66; ;AMSTERDAM;AMSTERDAM;1012JA;WARMOESSTRAAT;115-117;A00b;A;A00b;A
508;CENTRAAL HOSTEL;0;14;51; ;AMSTERDAM;AMSTERDAM;1018SZ;PLANTAGE KERKLAAN;19;A08c;A;A08c;A
521;BILDERBERG HOTEL JAN LUYKEN;4;62;113; ;AMSTERDAM;AMSTERDAM;1071CS;JAN LUIJKENSTRAAT;58;V47b;V;K47b;K
522;M-HOTEL MUSEUMPLEIN;3;17;34; ;AMSTERDAM;AMSTERDAM;1071RT;FRANS VAN MIERISSTRAAT;34;V47a;V;K47a;K
524;HEMP HOTEL/EETCAFE AMSTERDAM;1;5;9; ;AMSTERDAM;AMSTERDAM;1017XK;FREDERIKSPLEIN;15;A07g;A;A07g;A
542;REMBRANDTPLEIN HOTEL;0;20;44; ;AMSTERDAM;AMSTERDAM;1011HR;GROENBURGWAL;27;A04h;A;A04h;A
549;KEIZERSHOF HOTEL;1;4;8; ;AMSTERDAM;AMSTERDAM;1017ER;KEIZERSGRACHT;618;A03c;A;A03c;A
553;REMBRANDT HOTEL;2;17;35; ;AMSTERDAM;AMSTERDAM;1018DA;PLANTAGE MIDDENLAAN;17;A08c;A;A08c;A
555;EAZIRES LUXER HOTEL;3;47;130; ;AMSTERDAM;AMSTERDAM;1012HT;WARMOESSTRAAT;11;A00a;A;A00a;A
574;WITTE TULP HOTEL,DE;0;14;80; ;AMSTERDAM;AMSTERDAM;1012HZ;WARMOESSTRAAT;87;A00b;A;A00b;A
578;AMSTELZICHT HOTEL;3;12;24; ;AMSTERDAM;AMSTERDAM;1017AD;AMSTEL;104;A03e;A;A03e;A
580;ITC HOTEL;2;22;32; ;AMSTERDAM;AMSTERDAM;1017JE;PRINSENGRACHT;1051;A03d;A;A03d;A
583;HEEMSKERK HOTEL;3;4;8; ;AMSTERDAM;AMSTERDAM;1071LH;JAN WILLEM BROUWERSSTR;25;V47c;V;K47c;K
584;MAX IN MOKUM HOTEL;2;15;55; ;AMSTERDAM;AMSTERDAM;1074BK;HEMONYSTRAAT;7;V24a;V;K24a;K
586;PORT VAN CLEVE,DIE;4;121;237; ;AMSTERDAM;AMSTERDAM;1012SJ;NIEUWEZIJDS VOORBURGWAL;176-180;A01d;A;A01d;A
587;OUDE TAVEERNE,DE;4;15;34; ;AMSTERDAM;AMSTERDAM;1026CB;DURGERDAMMERDIJK;73;N73d;N;N73d;N
597;WESTERTOREN HOTEL,DE;1;8;16; ;AMSTERDAM;AMSTERDAM;1016DC;RAADHUISSTRAAT;35;A02c;A;A02c;A
598;NH MUSICA;4;213;426; ;AMSTERDAM;AMSTERDAM;1082GG;VAN LEIJENBERGHLAAN;221;W91c;W;K91c;K
603;HOKSBERGEN HOTEL;2;19;49; ;AMSTERDAM;AMSTERDAM;1012WH;SINGEL;301;A01f;A;A01f;A
606;SYMPHONY HOTEL VIVALDI;2;48;93; ;AMSTERDAM;AMSTERDAM;1072AE;STADHOUDERSKADE;76;V24c;V;K24c;K
609;STERN, HOTEL DE;1;6;19; ;AMSTERDAM;AMSTERDAM;1017VN;UTRECHTSESTRAAT;18;A03e;A;A03e;A
611;AMSTEL BOTEL;3;170;349; ;AMSTERDAM;AMSTERDAM;1033RG;NDSM PIER3-4 TEGENOVER C.S.; ;N71d;N;N71d;N
631;SANDER HOTEL;3;20;47; ;AMSTERDAM;AMSTERDAM;1071KJ;JACOB OBRECHTSTRAAT;69;V47f;V;K47f;K
635;SEASONS HOTEL;3;44;101; ;AMSTERDAM;AMSTERDAM;1074AZ;STADHOUDERSKADE;135;V24a;V;K24a;K
637;VINCENT VAN GOGH HOTEL;0;13;22; ;AMSTERDAM;AMSTERDAM;1071CW;VAN DE VELDESTRAAT;5;V47b;V;K47b;K
644;BOUTIQUE VIEW HOTEL;2;14;28; ;AMSTERDAM;AMSTERDAM;1017PM;LEIDSEKADE;77;A07b;A;A07b;A
645;WATERFRONT HOTEL;2;10;24; ;AMSTERDAM;AMSTERDAM;1017AW;SINGEL;458;A02e;A;A02e;A
646;CONCERT HOTEL, THE;3;26;52; ;AMSTERDAM;AMSTERDAM;1071NR;DE LAIRESSESTRAAT;11;V47f;V;K47f;K
649;LEYDSCHE HOF HOTEL,DE;1;5;10; ;AMSTERDAM;AMSTERDAM;1016CK;LEIDSEGRACHT;14;A02d;A;A02d;A
651;PAX HOTEL;1;11;23; ;AMSTERDAM;AMSTERDAM;1016DC;RAADHUISSTRAAT;37B;A02c;A;A02c;A
659;SHARM HOTEL;1;11;21; ;AMSTERDAM;AMSTERDAM;1016DC;RAADHUISSTRAAT;33;A02c;A;A02c;A
660;COLLEGE HOTEL, THE;4;40;80; ;AMSTERDAM;AMSTERDAM;1071VE;ROELOF HARTSTRAAT;1;V50a;V;K50a;K
665;SYMPHONY HOTEL PAGANINI;0;47;95; ;AMSTERDAM;AMSTERDAM;1072AD;STADHOUDERSKADE;68;V24c;V;K24c;K
666;SEASON STAR HOTEL;0;29;56; ;AMSTERDAM;AMSTERDAM;1012TR;MARTELAARSGRACHT;18;A01b;A;A01b;A
667;CONTINENTAL HOTEL;1;32;70; ;AMSTERDAM;AMSTERDAM;1012LK;DAMRAK;40-41;A01e;A;A01e;A
668;BOOGAARD'S BED & BREAKFAST;0;3;6; ;AMSTERDAM;AMSTERDAM;1015AL;LANGESTRAAT;34;A02a;A;A02a;A
669;PENSION DE BOER-VAN ESSEN;0;6;8; ;AMSTERDAM;AMSTERDAM;1075GX;JOHANNES VERHULSTSTRAAT;165;V46a;V;K46a;K
671;MOZART HOTEL;3;45;86; ;AMSTERDAM;AMSTERDAM;1017KJ;PRINSENGRACHT;518-520;A07c;A;A07c;A
676;TOURIST-INN HOTEL;0;22;87; ;AMSTERDAM;AMSTERDAM;1012TV;SPUISTRAAT;52;A01d;A;A01d;A
678;EDEN AMSTERDAM MANOR HOTEL;4;125;250; ;AMSTERDAM;AMSTERDAM;1093EK;LINNAEUSSTRAAT;89;U29b;U;M29b;M
681;MÖVENPICK HOTEL AMSTERDAM CITY CENTRE;4;408;816; ;AMSTERDAM;AMSTERDAM;1019BR;PIET HEINKADE;11;G33a;G;M33a;M
691;BELLEVUE HOTEL;3;75;140; ;AMSTERDAM;AMSTERDAM;1012TP;MARTELAARSGRACHT;10;A01b;A;A01b;A
692;FUSION SUITES;3;4;8; ;AMSTERDAM;AMSTERDAM;1054EZ;ROEMER VISSCHERSTRAAT;40;D22a;D;E22a;E
698;WASHINGTON HOTEL;2;22;52; ;AMSTERDAM;AMSTERDAM;1071RS;FRANS VAN MIERISSTRAAT;10;V47a;V;K47a;K
699;AVENUE HOTEL AMSTERDAM;3;82;171; ;AMSTERDAM;AMSTERDAM;1012RD;NIEUWEZIJDS VOORBURGWAL;33;A01c;A;A01c;A
703;QBIC WTC AMSTERDAM;0;55;110; ;AMSTERDAM;AMSTERDAM;1077XX;STRAWINSKYLAAN;241;W59c;W;K59c;K
704;AALDERS HOTEL;3;28;61; ;AMSTERDAM;AMSTERDAM;1071CJ;JAN LUIJKENSTRAAT;13-15;V47b;V;K47b;K
705;BEMA, HOTEL HUIZE;1;8;18; ;AMSTERDAM;AMSTERDAM;1071LM;CONCERTGEBOUWPLEIN;19B;V47f;V;K47f;K
719;PARIS HOTEL,DE;3;38;86; ;AMSTERDAM;AMSTERDAM;1016XX;MARNIXSTRAAT;372-374;A06j;A;A06j;A
722;CASA 400 AMSTERDAM HOTEL;3;519;1021; ;AMSTERDAM;AMSTERDAM;1097BC;1E RINGDIJKSTRAAT;4;U55b;U;M55b;M
730;NICOLAAS WITSEN HOTEL;3;28;56; ;AMSTERDAM;AMSTERDAM;1017ZH;NICOLAAS WITSENSTRAAT;4-8;A07f;A;A07f;A
731;ALEXANDER HOTEL;3;34;73; ;AMSTERDAM;AMSTERDAM;1054GE;VONDELSTRAAT;44-46;D22a;D;E22a;E
732;BANKS MANSION;4;51;102; ;AMSTERDAM;AMSTERDAM;1017BV;HERENGRACHT;519-525;A03c;A;A03c;A
733;INNTEL HOTELS AMSTERDAM CENTRE;4;239;464; ;AMSTERDAM;AMSTERDAM;1012PV;NIEUWEZIJDS KOLK;19;A01c;A;A01c;A
734;DELPHI HOTEL;4;52;96; ;AMSTERDAM;AMSTERDAM;1077AN;APOLLOLAAN;103-105;V49d;V;K49d;K
736;PRINS HENDRIK HOTEL;3;45;124; ;AMSTERDAM;AMSTERDAM;1012AC;PRINS HENDRIKKADE;52-58;A00a;A;A00a;A
748;QUENTIN ARRIVE HOTEL;1;34;79; ;AMSTERDAM;AMSTERDAM;1013EL;HAARLEMMERSTRAAT;65-67;A05b;A;A05b;A
751;WIJNNOBEL HOTEL;1;12;27; ;AMSTERDAM;AMSTERDAM;1071AB;VOSSIUSSTRAAT;9;V47b;V;K47b;K
752;AADAM WILHELMINA HOTEL;2;19;40; ;AMSTERDAM;AMSTERDAM;1075CN;KONINGINNEWEG;169;V46b;V;K46b;K
753;DORIA HOTEL;3;38;71; ;AMSTERDAM;AMSTERDAM;1012JL;DAMSTRAAT;3;A00b;A;A00b;A
755;ALFA AMSTERDAM HOTEL;1;21;44; ;AMSTERDAM;AMSTERDAM;1012TR;MARTELAARSGRACHT;14;A01b;A;A01b;A
756;HORTUS HOTEL;0;20;42; ;AMSTERDAM;AMSTERDAM;1018SR;PLANTAGE PARKLAAN;8;A08c;A;A08c;A
760;IL GIARDINO HOTEL;2;14;36; ;AMSTERDAM;AMSTERDAM;1011AG;PRINS HENDRIKKADE;97-98;A04d;A;A04d;A
762;BULLDOG HOTEL,THE;0;39;245; ;AMSTERDAM;AMSTERDAM;1012GJ;OUDEZIJDS VOORBURGWAL;220;A00b;A;A00b;A
763;DI-ANN HOTEL;2;48;110; ;AMSTERDAM;AMSTERDAM;1016DC;RAADHUISSTRAAT;27;A02c;A;A02c;A
764;NADIA HOTEL;2;42;68; ;AMSTERDAM;AMSTERDAM;1016DD;RAADHUISSTRAAT;49-53;A02c;A;A02c;A
766;PRINCESS HOTEL;1;34;71; ;AMSTERDAM;AMSTERDAM;1054HL;OVERTOOM;80;D20b;D;E20b;E
767;ALFA PLANTAGE HOTEL;3;21;42; ;AMSTERDAM;AMSTERDAM;1018DE;PLANTAGE MIDDENLAAN;26;A08c;A;A08c;A
768;BRIAN HOTEL;0;14;35; ;AMSTERDAM;AMSTERDAM;1012VE;SINGEL;69;A01d;A;A01d;A
770;KENNY B&B;0;14;28; ;AMSTERDAM;AMSTERDAM;1012GM;OUDEZIJDS VOORBURGWAL;330;A00d;A;A00d;A
772;WESTCORD AMSTERDAM ART 4-sterren;4;60;124; ;AMSTERDAM;AMSTERDAM;1013ZX;SPAARNDAMMERDIJK;302;C13f;C;E13f;E
777;LLOYD HOTEL & CULTURELE AMBASSADE;0;117;234; ;AMSTERDAM;AMSTERDAM;1019BN;OOSTELIJKE HANDELSKADE;34;G33b;G;M33b;M
780;MONOPOLE HOTEL & APARTMENTS;2;12;26; ;AMSTERDAM;AMSTERDAM;1017AC;AMSTEL;60;A03e;A;A03e;A
781;MUSEUMZICHT HOTEL;1;14;26; ;AMSTERDAM;AMSTERDAM;1071CN;JAN LUIJKENSTRAAT;22;V47b;V;K47b;K
792;HERMITAGE AMSTERDAM HOTEL;2;21;49; ;AMSTERDAM;AMSTERDAM;1018DR;NIEUWE KEIZERSGRACHT;16;A08a;A;A08a;A
797;SHELTER CITY JEUGDHOTEL;0;25;178; ;AMSTERDAM;AMSTERDAM;1012BV;BARNDESTEEG;21;A00c;A;A00c;A
798;SAVOY HOTEL AMSTERDAM;4;44;75; ;AMSTERDAM;AMSTERDAM;1072LW;FERDINAND BOLSTRAAT;194;V25d;V;K25d;K
799;BASTION HOTEL AMSTERDAM CENTRUM/Z.W.;3;90;180; ;AMSTERDAM;AMSTERDAM;1058EV;NACHTWACHTLAAN;11;R87b;R;F87b;F
800;APPLE INN HOTEL;2;28;68; ;AMSTERDAM;AMSTERDAM;1075CJ;KONINGINNEWEG;93;V46a;V;K46a;K
805;ROOMS & CO;3;4;8; ;AMSTERDAM;AMSTERDAM;1074BK;HEMONYSTRAAT;1A;V24a;V;K24a;K
807;OLD QUARTER HOTEL;2;41;91; ;AMSTERDAM;AMSTERDAM;1012JD;WARMOESSTRAAT;22;A00a;A;A00a;A
808;ADOLESCE HOTEL;2;10;22; ;AMSTERDAM;AMSTERDAM;1018DS;NIEUWE KEIZERSGRACHT;26;A08a;A;A08a;A
809;SAILING HOME HOTELSCHIP;3;13;26; ;AMSTERDAM;AMSTERDAM;1011VC;OOSTERDOK;T.O. NEMO;A04g;A;A04g;A
810;DE WENDING HOTELBOOT;0;14;34; ;AMSTERDAM;AMSTERDAM;1011VC;OOSTERDOK;T.O. NEMO;A04g;A;A04g;A
811;DE LIZA MARIE HOTELBOOT;0;12;24; ;AMSTERDAM;AMSTERDAM;1011VC;OOSTERDOK;T.O. NEMO;A04g;A;A04g;A
817;SCHRODER HOTEL;1;9;16; ;AMSTERDAM;AMSTERDAM;1013JE;HAARLEMMERDIJK;48B;A05c;A;A05c;A
819;LANTAERNE LEIDSEKADE,HOTEL DE;0;28;69; ;AMSTERDAM;AMSTERDAM;1017ND;LEIDSEGRACHT;111-117;A07b;A;A07b;A
824;SYNOPSIS HOTEL;3;3;6; ;AMSTERDAM;AMSTERDAM;1018DS;NIEUWE KEIZERSGRACHT;22A;A08a;A;A08a;A
827;ASPEN HOTEL;1;8;17; ;AMSTERDAM;AMSTERDAM;1016DC;RAADHUISSTRAAT;31;A02c;A;A02c;A
829;OLD HARBOUR HOTEL;1;8;15; ;AMSTERDAM;AMSTERDAM;1012HT;WARMOESSTRAAT;23;A00a;A;A00a;A
830;MUNCK HOTEL,DE;2;13;33; ;AMSTERDAM;AMSTERDAM;1017WL;ACHTERGRACHT;3;A07g;A;A07g;A
838;MERCURE AMSTERDAM AIRPORT;4;152;318; ;AMSTERDAM;AMSTERDAM;1066BW;OUDE HAAGSEWEG;20;R88c;R;F88c;F
842;NIEUW SLOTANIA HOTEL;0;70;172; ;AMSTERDAM;AMSTERDAM;1063JN;SLOTERMEERLAAN;133;P77c;P;F77c;F
843;BEST WESTERN BLUE SQUARE HOTEL;4;175;382; ;AMSTERDAM;AMSTERDAM;1064HD;SLOTERMEERLAAN;80;P77a;P;F77a;F
856;SANDTON HOTEL DE FILOSOOF;3;45;94; ;AMSTERDAM;AMSTERDAM;1054GZ;ANNA VAN DEN VONDELSTR;2-6;D22b;D;E22b;E
866;PARK PLAZA VONDELPARK;3;138;277; ;AMSTERDAM;AMSTERDAM;1075CZ;KONINGINNEWEG;34-36;V46c;V;K46c;K
871;MEMPHIS HOTEL;4;78;155; ;AMSTERDAM;AMSTERDAM;1071NX;DE LAIRESSESTRAAT;87;V47e;V;K47e;K
872;RADISSON BLU HOTEL;4;248;495; ;AMSTERDAM;AMSTERDAM;1012CK;RUSLAND;17;A00e;A;A00e;A
873;RENAISSANCE AMSTERDAM HOTEL;5;402;804; ;AMSTERDAM;AMSTERDAM;1012SZ;KATTENGAT;1;A01b;A;A01b;A
874;REMBRANDT CLASSIC HOTEL;3;111;240; ;AMSTERDAM;AMSTERDAM;1016BJ;HERENGRACHT;255;A02c;A;A02c;A
875;BILDERBERG GARDEN HOTEL;5;124;248; ;AMSTERDAM;AMSTERDAM;1077BJ;DIJSSELHOFPLANTSOEN;7;V49c;V;K49c;K
876;THORBECKE HOTEL;0;17;36; ;AMSTERDAM;AMSTERDAM;1017CS;THORBECKEPLEIN;3 + 13;A03e;A;A03e;A
877;CROWNE PLAZA AMSTERDAM CITY CENTRE;4;270;540; ;AMSTERDAM;AMSTERDAM;1012RC;NIEUWEZIJDS VOORBURGWAL;5;A01c;A;A01c;A
878;SOFITEL LEGEND THE GRAND AMSTERDAM;5;177;341; ;AMSTERDAM;AMSTERDAM;1012EX;OUDEZIJDS VOORBURGWAL;197;A00e;A;A00e;A
881;CENTRAL PARK HOTEL;3;42;86; ;AMSTERDAM;AMSTERDAM;1075BT;WALDECK PYRMONTLAAN;9;V46c;V;K46c;K
888;CHIC AND BASIC;2;25;49; ;AMSTERDAM;AMSTERDAM;1015BA;HERENGRACHT;13;A02a;A;A02a;A
902;UTOPIA;0;10;20; ;AMSTERDAM;AMSTERDAM;1012SH;NIEUWEZIJDS VOORBURGWAL;132;A01d;A;A01d;A
908;BELFORT HOTEL;3;42;96; ;AMSTERDAM;AMSTERDAM;1058GN;SURINAMEPLEIN;53;V44a;V;K44a;K
915;JANSON HOTEL;2;12;26; ;AMSTERDAM;AMSTERDAM;1071RL;FRANS VAN MIERISSTRAAT;69A;V47a;V;K47a;K
921;BEN HOTEL;1;26;52; ;AMSTERDAM;AMSTERDAM;1012JT;BEURSSTRAAT;21;A00b;A;A00b;A
922;KWINT,B&B;0;3;5; ;AMSTERDAM;AMSTERDAM;1033BE;KOMETENSINGEL;187;N65b;N;N65b;N
925;ANCO HOTEL;1;14;26; ;AMSTERDAM;AMSTERDAM;1012EJ;OUDEZIJDS VOORBURGWAL;55;A00c;A;A00c;A
926;BELGA HOTEL;2;11;30; ;AMSTERDAM;AMSTERDAM;1016CB;HARTENSTRAAT;8;A02c;A;A02c;A
