"fiscal_year","buildingcode","buildingname","districtcode","districtname","isdcode","isdname","entitytype","status","school_emphasis","setting","phonenumber","address_line_1","zip_code","school_type","school_level","locale_name","county_name","unique_id","attribute","url"
"2015","0","Allendale Transportation Department","70040","Allendale Public Schools","70","Ottawa Area ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"6168923485","10775 64TH AVE","49401",,"Other","Not Specified","Ottawa","90","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Alma Public Schools","29010","Alma Public Schools","29","Gratiot-Isabella RESD","LEA District","Open-Active",,,"9894667511","1500 PINE AVE","48801",,"Elem thru High School","Town: Distant","Gratiot","91","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4275","Alma Senior High School","29010","Alma Public Schools","29","Gratiot-Isabella RESD","LEA School","Open-Active","General Education","Multiple Settings","9894633111","1500 PINE AVE","48801","General Education","High School","Town: Distant","Gratiot","92","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5793","Almont Community Schools","44020","Almont Community Schools","44","Lapeer ISD","LEA District","Open-Active",,,"8107988561","4701 Howland Rd.","48003",,"Elem thru High School","Rural: Fringe","Lapeer","93","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1859","Almont High School","44020","Almont Community Schools","44","Lapeer ISD","LEA School","Open-Active","General Education","Multiple Settings","8107988595","4701 HOWLAND RD","48003","General Education","High School","Rural: Fringe","Lapeer","94","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1478","Almont Middle School","44020","Almont Community Schools","44","Lapeer ISD","LEA School","Open-Active","General Education","Multiple Settings","8107983578","4624 KIDDER RD","48003","General Education","Elem_Middle School","Rural: Fringe","Lapeer","95","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3793","Alpena Public Schools","4010","Alpena Public Schools","4","Alpena-Montmorency-Alcona ESD","LEA District","Open-Active",,,"9893585040","2373 GORDON RD","49707",,"Elem thru High School","Town: Remote","Alpena","97","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Alpena-Montmorency-Alcona ESD","4000","Alpena-Montmorency-Alcona ESD","4","Alpena-Montmorency-Alcona ESD","ISD","Open-Active",,,"9893543101","2118 US HIGHWAY 23 S","49707",,"ISD","Rural: Fringe","Alpena","98","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","898","Alpine Elementary School","41145","Kenowa Hills Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6167840884","4730 BAUMHOFF AVE NW","49321","General Education","Elementary","Rural: Fringe","Kent","99","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2504","Alternative Center for Education","63260","Rochester Community School District","63","Oakland Schools","LEA School","Open-Active","Alternative Education","Alternative Education","2487265900","1440 JOHN R RD","48307","Alternative Education","High School","Suburb: Large","Oakland","100","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Alternative Educational Academy of Iosco County","35902","Alternative Educational Academy of Iosco County","35","Iosco RESA","PSA School","Open-Active","Alternative Education","Multiple Settings","9893622575","1230 East U.S. 23","48730","Alternative Education","Middle_High School","Town: Remote","Iosco","101","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2651","Alternative Educational Academy of Ogemaw County","65900","Alternative Educational Academy of Ogemaw County","72","C.O.O.R. ISD","PSA School","Open-Active","Alternative Education","Multiple Settings","9893623006","2389 S M 76","48661","Alternative Education","Middle_High School","Not Specified","Ogemaw","102","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7261","Alternative Learning Program","39010","Kalamazoo Public Schools","39","Kalamazoo RESA","LEA Unique Education Provider","Open-Active","Alternative Education","Multiple Settings","2693370540","1340 COBB AVE","49007","Alternative Education","Middle School","Not Specified","Kalamazoo","103","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8487","Alto Elementary School","41170","Lowell Area Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6169872600","6150 BANCROFT AVE SE","49302","General Education","Elementary","Rural: Fringe","Kent","104","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2473","Alward Elementary School","70190","Hudsonville Public School District","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6166696700","3811 PORT SHELDON ST","49426","General Education","Elementary","Suburb: Large","Ottawa","105","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","209","Amanda Moore Elementary School","50190","Romeo Community Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5867520260","209 DICKENSON ST","48065","General Education","Elementary","Suburb: Large","Macomb","106","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6666","Amberly Elementary School","39140","Portage Public Schools","39","Kalamazoo RESA","LEA School","Open-Active","General Education","Multiple Settings","2693235900","6637 AMBERLY ST","49024","General Education","Elementary","City: Small","Kalamazoo","107","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","American International Academy","82730","American International Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","7348957974","300 Henry Ruff Road","48186","General Education","Elem_Middle School","Suburb: Large","Wayne","108","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","817","American Montessori Academy","82981","American Montessori Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","7345257100","14800 MIDDLEBELT RD","48154","General Education","Elementary","City: Small","Wayne","109","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","American Montessori Academy Upper Elementary","82981","American Montessori Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","3135330000","17175 OLYMPIA","48240","General Education","Elem_Middle School","Suburb: Large","Wayne","110","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Amerman Elementary School","82390","Northville Public Schools","82","Wayne RESA","LEA School","Open-Active","General Education","General Education","2484652102","847 NORTH CENTER ST","48167","General Education","Elementary","Suburb: Large","Oakland","111","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6872","Anchor Bay Aquatic Center","50040","Anchor Bay School District","50","Macomb ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"5867164623","52401 ASHLEY ST","48047",,"Other","Not Specified","Macomb","112","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Anchor Bay High School","50040","Anchor Bay School District","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5869494513","6319 COUNTY LINE RD","48023","General Education","High School","Rural: Fringe","Macomb","113","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","16","Anchor Bay Middle School North","50040","Anchor Bay School District","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5867257373","52805 ASHLEY DR","48047","General Education","Middle School","Suburb: Large","Macomb","114","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5932","Anchor Bay Middle School South","50040","Anchor Bay School District","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5869494510","48650 SUGARBUSH RD","48047","General Education","Middle School","Suburb: Large","Macomb","115","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7222","Anchor Bay School District","50040","Anchor Bay School District","50","Macomb ISD","LEA District","Open-Active",,,"5867252861","5201 COUNTY LINE RD","48064",,"Elem thru High School","Suburb: Large","St. Clair","116","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2470","Anchor Bay Transportation Center","50040","Anchor Bay School District","50","Macomb ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"5867254220","51890 WASHINGTON ST","48047",,"Other","Not Specified","Macomb","117","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2111","Anderson Elementary School","25030","Grand Blanc Community Schools","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105915829","5290 LEROY ST","48439","General Education","Elementary","Suburb: Large","Genesee","118","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","438","Anderson Middle School","63050","Berkley School District","63","Oakland Schools","LEA School","Open-Active","Special Education","Multiple Settings","2488378201","3205 CATALPA DR","48072","Special Education","Middle School","Suburb: Large","Oakland","119","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5694","Andersonville Elementary School","63190","Clarkston Community School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2486235200","10350 ANDERSONVILLE RD","48350","General Education","Elementary","Rural: Fringe","Oakland","120","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Andrew G. Schmidt Middle School","25100","Fenton Area Public Schools","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105917700","3255 DONALDSON DR","48430","General Education","Middle School","Suburb: Large","Genesee","121","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9344","Andrews Elementary School","75080","Three Rivers Community Schools","75","St. Joseph County ISD","LEA School","Open-Active","General Education","Multiple Settings","2692791140","200 SOUTH DOUGLAS AVE","49093","General Education","Elementary","Town: Fringe","St. Joseph","122","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1367","Angell Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open-Active",,,"3138737450","8858 PETOSKEY AVE","48204",,"Other","Not Specified","Wayne","123","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2011","Angell Elementary School","63050","Berkley School District","63","Oakland Schools","LEA School","Open-Active","Special Education","Multiple Settings","2488378500","3849 BEVERLY BLVD","48072","Special Education","Elementary","Suburb: Large","Oakland","124","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5783","Angell School","81010","Ann Arbor Public Schools","81","Washtenaw ISD","LEA School","Open-Active","General Education","Multiple Settings","7349941907","1608 SOUTH UNIVERSITY AVE","48104","General Education","Elementary","City: Midsize","Washtenaw","125","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5627","Angling Road Elementary School","39140","Portage Public Schools","39","Kalamazoo RESA","LEA School","Open-Active","General Education","Multiple Settings","2693236000","5340 ANGLING RD","49024","General Education","Elementary","City: Small","Kalamazoo","126","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3218","Angus Elementary School","50230","Warren Consolidated Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5866984319","3180 HEIN DR","48310","General Education","Elementary","Suburb: Large","Macomb","127","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6677","Ann Arbor Learning Community","81904","Ann Arbor Learning Community","81","Washtenaw ISD","PSA District","Open-Active",,,"7344770340","3980 RESEARCH PARK DR","48108",,"Elem_Middle School","City: Midsize","Washtenaw","128","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
