"fiscal_year","buildingcode","buildingname","districtcode","districtname","isdcode","isdname","entitytype","status","school_emphasis","setting","phonenumber","address_line_1","zip_code","school_type","school_level","locale_name","county_name","unique_id","attribute","url"
"2015","995","Beecher Adult Education Center","25240","Beecher Community School District","25","Genesee ISD","LEA Unique Education Provider","Open-Active","General Education","Adult Education","8105919824","1020 W. Coldwater Road","48505","General Education","Other","Not Specified","Genesee","280","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Beecher Community School District","25240","Beecher Community School District","25","Genesee ISD","LEA District","Open-Active",,,"8105919201","1020 WEST COLDWATER RD","48505",,"Elem thru High School","Suburb: Large","Genesee","281","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3570","Beecher High School","25240","Beecher Community School District","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105919281","1020 WEST COLDWATER RD","48505","General Education","High School","Suburb: Large","Genesee","282","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4547","Beechnau Elementary School","61210","Ravenna Public Schools","61","Muskegon Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2318532258","12322 STAFFORD ST","49451","General Education","Elementary","Rural: Distant","Muskegon","283","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","157","Madison Academy","25911","Madison Academy","25","Genesee ISD","PSA District","Open-Active",,,"8106552949","6170 TORREY RD","48507",,"Elem thru High School","Suburb: Large","Genesee","2362","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3716","Beechview Elementary School","63200","Farmington Public School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2484893655","26850 WESTMEATH CT","48334","General Education","Elementary","City: Small","Oakland","284","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5841","Beekman Center","33020","Lansing Public School District","33","Ingham ISD","LEA School","Open-Active","Special Education","Multiple Settings","5177551171","2901 WABASH RD","48910","Special Education","Elem thru High School","City: Midsize","Ingham","285","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2441","Beer Middle School","50230","Warren Consolidated Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5865743175","3200 MARTIN RD","48092","General Education","Middle School","City: Midsize","Macomb","286","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2847","Behavioral Education Center","80000","Van Buren ISD","80","Van Buren ISD","ISD School","Open-Active","Special Education","SpecEd","2694277961","30 SOUTH WALNUT ST","49013","Special Education","Elem thru High School","Rural: Distant","Van Buren","287","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Belding Adult and Community Education","34080","Belding Area School District","34","Ionia ISD","LEA School","Open-Active","Reportable Program","Adult Education","6167944646","850 Hall Street","48809","Reportable Program","Other","Town: Distant","Ionia","288","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5790","Belding Area School District","34080","Belding Area School District","34","Ionia ISD","LEA District","Open-Active",,,"6167944704","850 HALL ST","48809",,"Elem thru High School","Town: Distant","Ionia","289","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8831","Belding High School","34080","Belding Area School District","34","Ionia ISD","LEA School","Open-Active","General Education","Multiple Settings","6167944900","850 HALL ST","48809","General Education","High School","Town: Distant","Ionia","290","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Belding Middle School","34080","Belding Area School District","34","Ionia ISD","LEA School","Open-Active","General Education","Multiple Settings","6167944424","410 IONIA ST","48809","General Education","Middle School","Town: Distant","Ionia","291","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3096","Belding Pre-K Programs","34080","Belding Area School District","34","Ionia ISD","LEA Unique Education Provider","Open-Active","General Education","Multiple Settings","6167944100","100 W ELLIS AVE","48809","General Education","Other","Town: Fringe","Ionia","292","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2098","Bellaire Middle/High School","5040","Bellaire Public Schools","28","Traverse Bay Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2315338015","204 WEST FORREST HOME AVE","49615","General Education","Middle_High School","Rural: Remote","Antrim","293","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5708","Bellaire Public Schools","5040","Bellaire Public Schools","28","Traverse Bay Area ISD","LEA District","Open-Active",,,"2315338015","204 W Forest Home Ave","49615",,"Elem thru High School","Rural: Remote","Antrim","294","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8897","Bellamy Creek Correctional Facility","84020","Michigan Department of Corrections","84","State of Michigan","State Unique Education Provider","Open-Active","Alternative Education","Adult Education","5176367498","1727 WEST BLUEWATER HWY","48846","Alternative Education","Other","Not Specified","Ionia","295","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","937","Belle River Elementary School","74050","East China School District","74","St. Clair County RESA","LEA School","Open-Active","General Education","Multiple Settings","8106761150","1601 CHARTIER RD","48039","General Education","Elementary","Suburb: Small","St. Clair","296","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5900","Belleville High School","82430","Van Buren Public Schools","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7346979133","501 WEST COLUMBIA AVE","48111","General Education","High School","Suburb: Large","Wayne","297","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bellevue Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3138737450","1501 CANTON ST","48207",,"Other","Not Specified","Wayne","298","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2163","Bellevue Community Schools","23010","Bellevue Community Schools","13","Calhoun ISD","LEA District","Open-Active",,,"2697639432","201 WEST ST","49021",,"Elem thru High School","Rural: Distant","Eaton","299","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","649","Bellevue Elementary School","23010","Bellevue Community Schools","13","Calhoun ISD","LEA School","Open-Active","General Education","Multiple Settings","2697639435","904 WEST CAPITAL AVE","49021","General Education","Elementary","Rural: Distant","Eaton","300","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2434","Bellevue Jr/Sr High School","23010","Bellevue Community Schools","13","Calhoun ISD","LEA School","Open-Active","General Education","Multiple Settings","2697639413","576 LOVE HWY","49021","General Education","Middle_High School","Rural: Distant","Eaton","301","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5993","Bellevue Little Broncos Day Care/Preschool","23010","Bellevue Community Schools","13","Calhoun ISD","LEA Unique Education Provider","Open-Active","Reportable Program","Multiple Settings","2697639401","201 WEST ST","49021","Reportable Program","Other","Rural: Distant","Eaton","302","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5753","Bellview  Elementary School","50020","East Detroit Public Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5865333100","15800 BELL AVE","48021","General Education","Elementary","Suburb: Large","Macomb","303","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Belmont Elementary School","41210","Rockford Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168636362","6097 BELMONT AVE NE","49306","General Education","Elementary","Suburb: Large","Kent","304","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1097","Bemis Elementary School","63150","Troy School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2488234100","3571 NORTHFIELD PKWY","48084","General Education","Elementary","City: Small","Oakland","305","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bemis Junior High School","50210","Utica Community Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5867972500","12500 19 MILE RD","48313","General Education","Middle School","Suburb: Large","Macomb","306","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7311","Bendle High School","25060","Bendle Public Schools","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105915103","2283 EAST SCOTTWOOD AVE","48529","General Education","High School","Suburb: Large","Genesee","307","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bendle Middle School","25060","Bendle Public Schools","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105913385","2294 EAST BRISTOL RD","48529","General Education","Middle School","Suburb: Large","Genesee","308","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bendle Public Schools","25060","Bendle Public Schools","25","Genesee ISD","LEA District","Open-Active",,,"8105912501","3420 COLUMBINE AVE","48529",,"Elem thru High School","Suburb: Large","Genesee","309","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3217","Bendle/Carman-Ainsworth Alternative Education","25080","Carman-Ainsworth Community Schools","25","Genesee ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","8105913276","G-3493 BEVERIDGE RD","48532","Alternative Education","Middle_High School","Suburb: Large","Genesee","310","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","301","Benjamin Carson School for Science and Medicine","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3134941805","571 Mack Avenue","48201","General Education","High School","City: Large","Wayne","311","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4463","Benjamin Franklin Middle School","82160","Wayne-Westland Community School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7344192354","33555 ANNAPOLIS ST","48184","General Education","Elem thru High School","Suburb: Large","Wayne","312","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","642","Bennett Elementary School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138493585","2111 MULLANE ST","48209","General Education","Elementary","City: Large","Wayne","313","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bennett School","38170","Jackson Public Schools","38","Jackson ISD","LEA School","Open-Active","General Education","General Education","5178412731","820 BENNETT ST","49202","General Education","Elementary","City: Small","Jackson","314","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7287","Bennett Woods Elementary School","33170","Okemos Public Schools","33","Ingham ISD","LEA School","Open-Active","General Education","Multiple Settings","5177065101","2650 BENNETT RD","48864","General Education","Elementary","Rural: Fringe","Ingham","315","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2787","Bennie Elementary School","82020","Allen Park Public Schools","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138271300","17401 CHAMPAIGN RD","48101","General Education","Elementary","Suburb: Large","Wayne","316","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9921","Bentheim Elementary School","3100","Hamilton Community Schools","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2697515335","4057 38TH ST","49419","General Education","Elementary","Rural: Distant","Allegan","317","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1784","Bentley Bright Beginnings","78110","Owosso Public Schools","78","Shiawassee Regional ESD","LEA Unique Education Provider","Open-Active","General Education","Multiple Settings","9897255770","1375 WEST NORTH ST","48867","General Education","Other","Not Specified","Shiawassee","318","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2595","Bentley Community School District","25230","Bentley Community School District","25","Genesee ISD","LEA District","Open-Active",,,"8105919121","1170 NORTH BELSAY RD","48509",,"Elem thru High School","Suburb: Large","Genesee","319","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4973","Bentley Elementary School","82100","Plymouth-Canton Community Schools","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7343976360","1100 SOUTH SHELDON RD","48188","General Education","Elementary","Suburb: Large","Wayne","320","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3067","Bentley High School FUSION Academy","25230","Bentley Community School District","25","Genesee ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","8105919120","1150 N BELSAY RD","48509","Alternative Education","High School","Not Specified","Genesee","321","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","62","Bentley Junior High School","25230","Bentley Community School District","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105919046","1180 N BELSAY RD","48509","General Education","Middle School","Not Specified","Genesee","322","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6111","Ionia ISD","34000","Ionia ISD","34","Ionia ISD","ISD","Open-Active",,,"6165274900","2191 HARWOOD RD","48846",,"ISD","Town: Distant","Ionia","1911","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2748","Bentley Senior High School","25230","Bentley Community School District","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105919516","1150 NORTH BELSAY RD","48509","General Education","High School","Suburb: Large","Genesee","323","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Benton Harbor Charter School Academy","11903","Benton Harbor Charter School Academy","11","Berrien RESA","PSA School","Open-Active","General Education","Multiple Settings","2699253807","455 RIVERVIEW DR","49022","General Education","Elem_Middle School","City: Small","Berrien","324","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Benton Harbor High School","11010","Benton Harbor Area Schools","11","Berrien RESA","LEA School","Open-Active","General Education","Multiple Settings","2696051200","870 COLFAX AVE","49022","General Education","High School","City: Small","Berrien","325","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","131","Benzie Academy","10015","Benzie County Central Schools","28","Traverse Bay Area ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","2313833386","9300 HOMESTEAD RD","49616","Alternative Education","High School","Rural: Remote","Benzie","326","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","847","Benzie Central Middle School","10015","Benzie County Central Schools","28","Traverse Bay Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2318824498","9300 HOMESTEAD RD","49616","General Education","Middle School","Rural: Remote","Benzie","327","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","113","Berkley High School","63050","Berkley School District","63","Oakland Schools","LEA School","Open-Active","Special Education","Multiple Settings","2488378101","2325 CATALPA DR","48072","Special Education","High School","Suburb: Large","Oakland","328","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4490","Berkley School District","63050","Berkley School District","63","Oakland Schools","LEA District","Open-Active",,,"2488378004","14700 LINCOLN ST","48237",,"Elem thru High School","Suburb: Large","Oakland","329","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1875","Berkshire Middle School","63010","Birmingham Public Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2482034703","21707 WEST 14 MILE RD","48025","General Education","Middle School","Suburb: Large","Oakland","330","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4906","Berlin Township S/D #3","34140","Berlin Township S/D #3","34","Ionia ISD","LEA District","Open-Active",,,"6165274900","6679 SOUTH STATE RD","48846",,"Elem_Middle School","Rural: Distant","Ionia","331","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2334","Bernice McDowell Elem. School","82150","Taylor School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7343741240","22929 BREST","48180","General Education","Elementary","City: Small","Wayne","332","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7742","Berrien County Juvenile Center","11000","Berrien RESA","11","Berrien RESA","ISD School","Open-Active","Special Education","Multiple Settings","2694292351","379 WEST GLENLORD RD","49085","Special Education","Middle_High School","Rural: Fringe","Berrien","333","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4431","Berrien RESA","11000","Berrien RESA","11","Berrien RESA","ISD","Open-Active",,,"2694717725","711 SAINT JOSEPH AVE","49103",,"ISD","Town: Fringe","Berrien","334","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Berrien Special Education Programs","11000","Berrien ISD","11","Berrien ISD","ISD Non-Instructional Ancillary Facility","Open-Active",,,"2694717725","711 SAINT JOSEPH AVE","49103",,"Other","Not Specified","Berrien","335","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1548","Berry Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3138737450","6600 BENSON ST","48207",,"Other","Not Specified","Wayne","336","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8737","Bert Goens Learning Center","80000","Van Buren ISD","80","Van Buren ISD","ISD School","Open-Active","Special Education","SpecEd","2696748091","490 SOUTH PAW PAW ST","49064","Special Education","Elem thru High School","Rural: Distant","Van Buren","337","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bertha Neal School","78030","Durand Area Schools","78","Shiawassee Regional ESD","LEA School","Open-Active","General Education","Multiple Settings","9892882016","930 WEST MAIN ST","48429","General Education","Elementary","Town: Fringe","Shiawassee","338","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","646","Bessemer Area School District","27010","Bessemer Area School District","27","Gogebic-Ontonagon ISD","LEA District","Open-Active",,,"9066670802","301 EAST SELLAR ST","49911",,"Elem thru High School","Rural: Distant","Gogebic","339","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Besser Elementary School","4010","Alpena Public Schools","4","Alpena-Montmorency-Alcona ESD","LEA School","Open-Active","General Education","Multiple Settings","9893585100","375 WILSON ST","49707","General Education","Elementary","Town: Remote","Alpena","340","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bessie B. Baker School","3040","Wayland Union Schools","3","Allegan Area Educational Service Agency","LEA School","Open-Active","General Education","Multiple Settings","2697929208","507 WEST SYCAMORE ST","49348","General Education","Elementary","Rural: Fringe","Allegan","341","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bethany Based School","41010","Grand Rapids Public Schools","41","Kent ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","6162547566","901 EASTERN AVE NE","49503","Alternative Education","Elem thru High School","City: Midsize","Kent","342","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bethune Adult Education","63030","Pontiac City School District","63","Oakland Schools","LEA Unique Education Provider","Open-Active","General Education","Adult Education","2484517970","1051 Arlene Ave.","48340","General Education","High School","Not Specified","Oakland","343","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9267","Betsie Valley School","10015","Benzie County Central Schools","28","Traverse Bay Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2313784164","17936 CADILLAC HWY","49683","General Education","Elementary","Rural: Remote","Benzie","344","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1434","Beverly Elementary School","63010","Birmingham Public Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2482033164","18305 BEVERLY RD","48025","General Education","Elementary","Suburb: Large","Oakland","345","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8753","Biddle Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3138737450","4601 SEEBALDT ST","48204",,"Other","Not Specified","Wayne","346","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2048","Big Burning School","32260","Colfax Township S/D #1F","32","Huron ISD","LEA School","Open-Active","General Education","Multiple Settings","9892696406","1509 NORTH VAN DYKE RD","48413","General Education","Elem_Middle School","Rural: Fringe","Huron","347","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3038","Big Jackson Public School","62470","Big Jackson School District","62","Newaygo County RESA","LEA School","Open-Active","General Education","Multiple Settings","2317968947","4020 13 MILE RD","49338","General Education","Elem_Middle School","Rural: Distant","Newaygo","348","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Big Jackson School District","62470","Big Jackson School District","62","Newaygo County RESA","LEA District","Open-Active",,,"2317968947","4020 13 MILE RD","49338",,"Elem_Middle School","Rural: Distant","Newaygo","349","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2602","Big Rapids High School","54010","Big Rapids Public Schools","54","Mecosta-Osceola ISD","LEA School","Open-Active","General Education","Multiple Settings","2317967651","21175 15 MILE RD","49307","General Education","High School","Rural: Fringe","Mecosta","350","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6116","Big Rapids Middle School","54010","Big Rapids Public Schools","54","Mecosta-Osceola ISD","LEA School","Open-Active","General Education","Multiple Settings","2317969965","500 NORTH WARREN AVE","49307","General Education","Elem_Middle School","Town: Remote","Mecosta","351","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Big Rapids Public Schools","54010","Big Rapids Public Schools","54","Mecosta-Osceola ISD","LEA District","Open-Active",,,"2317962627","21034 15 MILE RD","49307",,"Elem thru High School","Town: Remote","Mecosta","352","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8793","Big Rapids Virtual School","54010","Big Rapids Public Schools","54","Mecosta-Osceola ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","2317963489","14980 215TH AVE","49307","Alternative Education","High School","Rural: Fringe","Mecosta","353","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7864","Big Rock Elementary School","73110","Chesaning Union Schools","73","Saginaw ISD","LEA School","Open-Active","General Education","Multiple Settings","9898452430","920 EAST BROAD ST","48616","General Education","Elementary","Rural: Distant","Saginaw","354","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1418","Bingham Farms Elementary School","63010","Birmingham Public Schools","63","Oakland Schools","LEA School","Open-Active","Special Education","Multiple Settings","2482033350","23400 WEST 13 MILE RD","48025","Special Education","Elementary","Suburb: Large","Oakland","355","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9248","Birch Run Area Schools","73170","Birch Run Area Schools","73","Saginaw ISD","LEA District","Open-Active",,,"9896249307","12450 CHURCH ST, SUITE 2","48415",,"Elem thru High School","Rural: Fringe","Saginaw","356","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Birch Run High School","73170","Birch Run Area Schools","73","Saginaw ISD","LEA School","Open-Active","General Education","Multiple Settings","9896249392","12450 CHURCH ST","48415","General Education","High School","Rural: Fringe","Saginaw","357","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8332","Birch Run Progressive High School","73170","Birch Run Area Schools","73","Saginaw ISD","LEA School","Open-Active","General Education","Alternative Education","9896249392","12450 CHURCH ST","48415","General Education","High School","Rural: Fringe","Saginaw","358","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1220","Birch Street Elementary School","40040","Kalkaska Public Schools","28","Traverse Bay Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2312588629","309 N. Birch Street","49646","General Education","Elementary","Town: Remote","Kalkaska","359","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2516","Birchview School","52180","Ishpeming Public School District No. 1","52","Marquette-Alger RESA","LEA School","Open-Active","General Education","Multiple Settings","9064856341","663 POPLAR ST","49849","General Education","Elementary","Town: Remote","Marquette","360","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2350","Bird Elementary School","82100","Plymouth-Canton Community Schools","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7344163100","220 NORTH SHELDON RD","48170","General Education","Elementary","Suburb: Large","Wayne","361","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7567","Birmingham Covington School","63010","Birmingham Public Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2482034425","1525 COVINGTON RD","48301","General Education","Elem_Middle School","Suburb: Large","Oakland","362","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","561","Birmingham Public Schools","63010","Birmingham Public Schools","63","Oakland Schools","LEA District","Open-Active",,,"2482033004","31301 EVERGREEN RD","48025",,"Elem thru High School","Suburb: Large","Oakland","363","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bishop Elementary School","81070","Lincoln Consolidated School District","81","Washtenaw ISD","LEA School","Open-Active","General Education","Multiple Settings","7344847074","8888 WHITTAKER RD","48197","General Education","Elementary","Rural: Fringe","Washtenaw","364","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Black Elementary School","50230","Warren Consolidated Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5866984324","14100 HERITAGE RD","48312","General Education","Elementary","Suburb: Large","Macomb","365","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7833","Black River Public School","70904","Black River Public School","70","Ottawa Area ISD","PSA District","Open-Active",,,"6163550055","491 COLUMBIA AVE","49423",,"Elem thru High School","City: Small","Ottawa","366","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3139","Black River Public School Elementary","70904","Black River Public School","70","Ottawa Area ISD","PSA School","Open-Active","General Education","Multiple Settings","6163550055","513 Columbia Avenue","49423","General Education","Elementary","Not Specified","Ottawa","367","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5745","Black River Public School Middle/High","70904","Black River Public School","70","Ottawa Area ISD","PSA School","Open-Active","General Education","Multiple Settings","6163550055","491 COLUMBIA AVE","49423","General Education","Middle_High School","City: Small","Ottawa","368","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Blackbird Elementary School","24020","Harbor Springs School District","15","Charlevoix-Emmet ISD","LEA School","Open-Active","General Education","Multiple Settings","2315264600","421 EAST LAKE ST","49740","General Education","Elementary","Rural: Distant","Emmet","369","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
