"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code_1","rep_dist_1","area_1","dvflag_1","invl_no_1","involvement_1","race_1","sex_1","age_1","location_1","firearm_used_flag"
"140019403","2014-03-23T00:00:00.000","22:56","2014-03-23T00:00:00.000","22:56",,,"3073",,"Attempt Suicide by H","231","7500  MAIN ST","KANSAS CITY",,"PJ5667","MPD","N","1","VIC","W","M","39","7500 MAIN ST
,  
(38.991952047, -94.589605649)","N"
"140049544","2014-07-16T00:00:00.000","5:16","2014-07-16T00:00:00.000","5:16",,,"2601","90Z","Misc Violation","341","6800  E 13 ST","KANSAS CITY",,"PJ1358","EPD","U","2","ARR","W","F","31","6800 E 13 ST
,  
(39.09552521, -94.503299485)","N"
"140016823","2014-03-13T00:00:00.000","17:06","2014-03-13T00:00:00.000","17:06",,,"501","220","Burglary - Residence","234","9300  GRANDVIEW RD","KANSAS CITY",,"PJ6441","MPD","U","1","SUS","U","U",,"9300 GRANDVIEW RD
,  
(38.957808785, -94.552783331)","N"
"140076336","2014-10-21T00:00:00.000","19:16","2014-10-21T00:00:00.000","16:00",,,"1188","26E","Wire Fraud","134","4300  MERCIER ST","KANSAS CITY",,"PJ3464","CPD","U","1","VIC","W","F","23","4300 MERCIER ST
,  
(39.049872869, -94.601406395)","N"
"140045712","2014-07-01T00:00:00.000","15:35","2014-06-24T00:00:00.000","17:00",,,"1001","250","Forgery","633","4900  N OAK TF","KANSAS CITY",,"PC0828","SCP","U","1","SUS","W","M","35","4900 N OAK
,  
(39.182629366, -94.576683962)","N"
"140088848","2014-12-11T00:00:00.000","15:46","2014-04-28T00:00:00.000","0:01",,,"210","11B","Forcible Sodomy","313","2600  E 8 ST","KANSAS CITY",,"PJ0864","EPD","U","1","VIC","W","M",,"2600 E 8 ST
,  
(39.134501983, -94.629405463)","N"
"140035067","2014-05-22T00:00:00.000","17:55","2014-05-22T00:00:00.000","17:45",,,"630","23C","Stealing Shoplifting","533","10200  STATE LINE RD","KANSAS CITY",,"PJ6683","SPD","U","2","SUS","B","M",,"10200 STATE LINE RD
,  
(38.94365408, -94.608183321)","N"
"140037268","2014-05-31T00:00:00.000","2:07","2014-05-31T00:00:00.000","2:00",,,"2655","90J","Trespassing","113","100  E 13 ST","KANSAS CITY","64105","PJ1177","CPD","U","1","VIC",,,,"100 E 13 ST
KANSAS CITY,  64105
(39.098641835, -94.584450952)","N"
"140043969","2014-10-03T00:00:00.000","21:04",,,,,"210","11B","Forcible Sodomy","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","2","VIC","I","M",,"1100 LOCUST ST
KANSAS CITY,  64106
(39.100855311, -94.577375383)","N"
"140023230","2014-04-08T00:00:00.000","1:03","2014-04-08T00:00:00.000","1:03",,,"901","200","Arson","121","200  PARK AV","KANSAS CITY","64106","PJ0356","CPD","U","1","VIC","W","M","46","200 PARK AV
KANSAS CITY,  64106
(39.112165286, -94.554497409)","N"
"140058228","2014-08-16T00:00:00.000","15:02",,,,,"702","240","Auto Theft","632","3100  NE 37 ST","KANSAS CITY",,"PC1356","SCP","U","1","SUS","U","U",,"3100 NE 37 ST
,  
(39.161510641, -94.54416514)","N"
"140017223","2014-03-15T00:00:00.000","2:30","2014-03-15T00:00:00.000","2:30",,,"1849","35A","Possession/Sale/Dist","231","7700  WORNALL RD","KANSAS CITY",,"PJ5751","MPD","U","1","ARR","W","F","20","7700 WORNALL RD
,  
(38.988603613, -94.594397607)","N"
"140090860","2014-12-19T00:00:00.000","17:04","2014-12-19T00:00:00.000","16:45","2014-12-19T00:00:00.000","17:15","630","23C","Stealing Shoplifting","341","5500  E TRUMAN RD","KANSAS CITY",,"PJ1428","EPD","U","1","VIC",,,,"5500 E TRUMAN RD
,  
(39.094106917, -94.518081155)","N"
"140040840","2014-06-13T00:00:00.000","17:06","2014-06-13T00:00:00.000","16:42",,,"901","200","Arson","142","3600  PARK AV","KANSAS CITY","64109","PJ2938","CPD","U","1","SUS","B","M",,"3600 PARK AV
KANSAS CITY,  64109
(39.060831997, -94.556825536)","N"
"140011875","2014-02-21T00:00:00.000","13:32","2014-02-21T00:00:00.000","13:32",,,"702","240","Auto Theft","312","700  DITMAN AV","KANSAS CITY",,"PJ0925","EPD","U","1","SUS","W","M","36","700 DITMAN AV
,  
(39.102081382, -94.480795677)","N"
"140043762","2014-06-24T00:00:00.000","22:08","2014-06-24T00:00:00.000","22:08",,,"702","240","Auto Theft","232","E 67 ST/PASEO","KANSAS CITY","64132","PJ5086","MPD","U","1","SUS","U","U",,"67 ST
PASEO KANSAS CITY,  64132
(38.986858578, -94.552169913)","N"
"140035922","2014-05-26T00:00:00.000","2:08","2014-05-26T00:00:00.000","2:08",,,"302","120","Armed Robbery","315","400  N LAWNDALE AV","KANSAS CITY",,"PJ0199","EPD","N","1","SUS","W","M",,"400 N LAWNDALE AV
,  
(39.108612515, -94.515456314)","Y"
"140022133","2014-04-03T00:00:00.000","21:49","2014-04-03T00:00:00.000","21:49",,,"840","90Z","Resisting an Officer","345","10600  E 42 ST","KANSAS CITY",,"PJ3526","EPD","U","2","VIC",,,,"10600 E 42 ST
,  
(39.046426665, -94.453902744)","N"
"140077850","2014-10-27T00:00:00.000","11:42","2014-10-27T00:00:00.000","11:40",,,"302","120","Armed Robbery","642","500  NE BARRY RD","KANSAS CITY","64118","PC0340","SCP","U","1","VIC",,,,"500 NE BARRY RD
KANSAS CITY,  64118
(39.246409104, -94.574211448)","N"
"140055122","2014-08-05T00:00:00.000","18:29","2014-08-05T00:00:00.000","18:25",,,"1401","290","Property Damage","342","5600  PALOMA AV","KANSAS CITY",,"PJ2532","EPD","U","1","VIC","B","M","48","5600 PALOMA AV
,  
(39.069487938, -94.517960222)","N"
"140079065","2014-10-31T00:00:00.000","22:59","2014-10-31T00:00:00.000","22:59",,,"1849","35A","Possession/Sale/Dist","112","25/MAIN ST","KANSAS CITY","64109",,,"U","1","VIC",,,,"25 MAIN ST
KANSAS CITY,  64109
(39.066698054, -94.568728729)","N"
"140041030","2014-06-14T00:00:00.000","9:57","2014-06-14T00:00:00.000","9:57",,,"1401","290","Property Damage","345","11600  E US 40 HWY","KANSAS CITY",,"PJ3601","EPD","U","1","SUS","B","M",,"11600 E US 40 HWY
,  
(39.04648091, -94.441167741)","N"
"140023896","2014-04-10T00:00:00.000","15:12","2014-03-26T00:00:00.000","7:38",,,"401","13A","Aggravated Assault (","415","NW 64TH/I-29","KANSAS CITY","64152","PC0410","NPD","N","1","VIC","W","F","29","29 KANSAS
CITY,  64152
(39.219068707, -94.697028052)","N"
"140033672","2014-05-17T00:00:00.000","15:11","2014-05-17T00:00:00.000","15:10",,,"1001","250","Forgery","533","1300  W 103 ST","KANSAS CITY",,"PJ6683","SPD","U","1","VIC",,,,"1300 W 103 ST
,  
(38.942058245, -94.60724017)","N"
"140071815","2014-11-04T00:00:00.000","11:00",,,,,"401","13A","Aggravated Assault (","112","1100  LOCUST ST","KANSAS CITY",,"PJ1029","CPD","U","1","SUS","U","U",,"1100 LOCUST ST
,  
(39.100855311, -94.577375383)","N"
"140043778","2014-06-24T00:00:00.000","11:36","2014-06-24T00:00:00.000","11:11",,,"901","200","Arson","313","500  INDIANA AV","KANSAS CITY","64124","PJ0578","EPD","U","1","VIC",,,,"500 INDIANA AV
KANSAS CITY,  64124
(39.107701172, -94.542234084)","N"
"140014693","2014-03-05T00:00:00.000","13:45","2014-03-05T00:00:00.000","13:45",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY",,"PJ1029","CPD","U","1","VIC",,,,"1100 LOCUST ST
,  
(39.100855311, -94.577375383)","N"
"140066701","2014-09-16T00:00:00.000","17:00","2014-09-16T00:00:00.000","17:00",,,"2201","90G","Liquor Law Violaton","344","0  ROYAL WA","KANSAS CITY",,"PJ3213","EPD","U","6","ARR","W","M","19","0 ROYAL
,  
(39.102950303, -94.583075872)","N"
"140072864","2014-10-08T00:00:00.000","19:32","2014-10-08T00:00:00.000","19:00",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY",,"PJ1029","CPD","U","1","VIC","U","F",,"1100 LOCUST ST
,  
(39.100855311, -94.577375383)","N"
"140077411","2014-10-25T00:00:00.000","16:32","2014-10-25T00:00:00.000","16:32",,,"690","23H","Stealing All Other","322","4400  E TRUMAN RD","KANSAS CITY",,"PJ1270","EPD","U","1","VIC","W","M","40","4400 E TRUMAN RD
,  
(39.093968165, -94.530509724)","N"
"140074605","2014-10-15T00:00:00.000","16:20","2014-10-15T00:00:00.000","16:19",,,"1201","270","Embezzlement","415","7700  N OAK TF","KANSAS CITY",,"PC0438","NPD","U","1","VIC",,,,"7700 N OAK
,  
(39.233816764, -94.576121715)","N"
"140046691","2014-07-05T00:00:00.000","11:01","2014-07-05T00:00:00.000","10:41",,,"901","200","Arson","322","2200  DENVER AV","KANSAS CITY","64127","PJ1889","EPD","U","1","VIC",,,,"2200 DENVER AV
KANSAS CITY,  64127
(39.085094303, -94.522147566)","N"
"140048816","2014-07-13T00:00:00.000","12:41","2014-07-13T00:00:00.000","12:41",,,"2655","90J","Trespassing","112","300  W 11 ST","KANSAS CITY","64106","PJ1010","CPD","U","1","VIC",,,,"300 W 11 ST
KANSAS CITY,  64106
(39.101024658, -94.579569911)","N"
"140045999","2014-07-02T00:00:00.000","15:15","2014-06-13T00:00:00.000","10:30",,,"301","120","Strong Arm Robbery","332","E 34 ST/AGNES AV","KANSAS CITY",,"PJ2735","EPD","N","1","SUS","B","F",,"34 ST AGNES AV
,  
(39.102950303, -94.583075872)","N"
"140042504","2014-06-19T00:00:00.000","18:58","2014-06-19T00:00:00.000","18:58",,,"801","13B","Non Aggravated Assau","232","E 75 ST/HOLMES RD","KANSAS CITY",,"PJ5614","MPD","U","1","VIC","W","F","37","75 ST HOLMES RD
,  
(39.102950303, -94.583075872)","N"
"140032913","2014-05-14T00:00:00.000","17:39","2014-05-14T00:00:00.000","2:00","2014-05-14T00:00:00.000","7:00","702","240","Auto Theft","111","900  GENESEE ST","KANSAS CITY",,"PJ0838","CPD","U","1","VIC","W","M","41","900 GENESEE ST
,  
(39.103861657, -94.606025665)","N"
"140066617","2014-09-13T00:00:00.000","17:00","2014-09-13T00:00:00.000","17:00",,,"630","23C","Stealing Shoplifting","113","00  E 13 ST","KANSAS CITY",,"PJ1087","CPD","U","1","VIC",,,,"00 E 13 ST
,  
(39.103732547, -94.643610746)","N"
"140023067","2014-04-07T00:00:00.000","13:42","2014-04-07T00:00:00.000","12:45","2014-04-07T00:00:00.000","12:59","640","23F","Stealing From Auto","544","9100  E 89 TE","KANSAS CITY",,"PJ6362","SPD","U","1","SUS","U","U",,"9100 E 89
,  
(38.960995996, -94.479942989)","N"
"140017634","2014-03-16T00:00:00.000","21:16","2014-03-16T00:00:00.000","20:42",,,"901","200","Arson","321","3100  PEERY AV","KANSAS CITY","64127","PJ1102","EPD","U","1","SUS","U","U",,"3100 PEERY AV
KANSAS CITY,  64127
(39.099577473, -94.54585927)","N"
"140023907","2014-06-25T00:00:00.000","22:47","2014-06-25T00:00:00.000",,,,"1740","90Z","Sex Off Follow/Entic","111","1300  SUMMIT ST","KANSAS CITY",,"PJ1123","CPD","U","1","VIC","W","F","17","1300 SUMMIT ST
,  
(39.096922687, -94.593215129)","N"
"140026010","2014-04-18T00:00:00.000","19:59","2014-04-18T00:00:00.000","19:59",,,"2601","90Z","Misc Violation","143","E 44 ST/PASEO","KANSAS CITY",,"PJ3557","CPD","U","1","VIC","U","U",,"44 ST
,  
(39.102950303, -94.583075872)","N"
"140088164","2014-12-08T00:00:00.000","19:22","2014-12-08T00:00:00.000","19:22",,,"630","23C","Stealing Shoplifting","231","300  W 75 ST","KANSAS CITY",,"PJ5662","MPD","U","1","VIC",,,,"300 W 75 ST
,  
(38.992038468, -94.586028966)","N"
"140017394","2014-03-15T00:00:00.000","21:04","2014-03-15T00:00:00.000","21:04",,,"302","120","Armed Robbery","113","W 13 ST/MAIN ST","KANSAS CITY",,"PJ1084","CPD","U","1","SUS","B","M","50","13 ST MAIN ST
,  
(39.102950303, -94.583075872)","Y"
"140025551","2014-04-17T00:00:00.000","1:25","2014-04-17T00:00:00.000","1:25",,,"840","90Z","Resisting an Officer","313","3400  E 7 ST","KANSAS CITY","64124","PJ0754","EPD","U","2","VIC",,,,"3400 E 7 ST
KANSAS CITY,  64124
(39.104178535, -94.541759451)","N"
"140073738","2014-10-12T00:00:00.000","0:10","2014-10-12T00:00:00.000","0:10",,,"1849","35A","Possession/Sale/Dist","133","4000  MILL ST","KANSAS CITY",,"PJ3255","CPD","U","1","VIC",,,,"4000 MILL ST
,  
(39.053583275, -94.59595772)","N"
"140019727","2014-03-25T00:00:00.000","10:01","2014-03-25T00:00:00.000","10:01",,,"2655","90J","Trespassing","636","10300  NE VROOMAN DR","KANSAS CITY",,"PC1440","SCP","U","2","VIC",,,,"10300 NE VROOMAN DR
,  
(39.149416582, -94.454782329)","N"
"140010815","2014-02-16T00:00:00.000","21:39","2014-02-16T00:00:00.000","21:39",,,"702","240","Auto Theft","241","2200  E MEYER BL","KANSAS CITY",,"PJ5131","MPD","U","1","SUS","U","U",,"2200 E MEYER
,  
(39.007171256, -94.560908109)","N"
"140070037","2014-09-29T00:00:00.000","0:35","2014-09-29T00:00:00.000","0:35",,,"2655","90J","Trespassing","213","8500  BLUE PK W","KANSAS CITY",,"PJ5085","MPD","U","1","VIC","W","M","58","8500 BLUE PK W
,  
(39.102950303, -94.583075872)","N"
"140065751","2014-09-13T00:00:00.000","1:14","2014-09-13T00:00:00.000","1:13",,,"799",,"Auto Theft Outside S","341","E 21 ST/TOPPING AV","KANSAS CITY",,"PJ1735","EPD","U","1","VIC",,,,"21 ST TOPPING AV
,  
(39.102950303, -94.583075872)","N"
"140063410","2014-09-04T00:00:00.000","3:17","2014-09-04T00:00:00.000","3:17",,,"702","240","Auto Theft","331","2900  VICTOR ST","KANSAS CITY","64128","PJ2340","EPD","U","1","SUS","U","U",,"2900 VICTOR ST
KANSAS CITY,  64128
(39.073703499, -94.549039744)","N"
"140052452","2014-07-26T00:00:00.000","16:57","2014-07-26T00:00:00.000","16:57",,,"2655","90J","Trespassing","313","400  GLADSTONE AV","KANSAS CITY",,"PJ0485","EPD","U","1","ARR","W","M","40","400 GLADSTONE AV
,  
(39.109602325, -94.545875402)","N"
"140084721","2014-11-24T00:00:00.000","0:07","2014-11-24T00:00:00.000","0:01",,,"1401","290","Property Damage","314","600  ELMWOOD AV","KANSAS CITY",,"PJ0734","EPD","U","1","VIC","B","F","64","600 ELMWOOD AV
,  
(39.105443816, -94.528009763)","N"
"140075078","2014-10-17T00:00:00.000","8:00","2014-10-17T00:00:00.000","8:00",,,"2601","90Z","Misc Violation","122","1100  TROOST AV","KANSAS CITY","64106","PJ1046","CPD","U","1","VIC",,,,"1100 TROOST AV
KANSAS CITY,  64106
(39.100584995, -94.569868534)","N"
"140045643","2014-07-01T00:00:00.000","12:06","2014-06-26T00:00:00.000","21:30",,,"1401","290","Property Damage","112","900  MAIN ST","KANSAS CITY",,"PJ0865","CPD","U","1","VIC",,,,"900 MAIN ST
,  
(39.193789187, -94.683835799)","N"
"140064031","2014-09-06T00:00:00.000","12:30","2014-09-06T00:00:00.000","12:30",,,"2402","90C","Disorderly Conduct","999","1600  W WALNUT ST","GREENWOOD",,"PJX007","OSPD","U","1","ARR","W","F","54","1600 W WALNUT ST
,  
(39.579481199, -86.158854018)","N"
"140064203","2014-09-07T00:00:00.000","4:06","2014-09-07T00:00:00.000","4:00",,,"2601","90Z","Misc Violation","311","3500  ST JOHN AV","KANSAS CITY",,"PJ0323","EPD","U","1","VIC","U","U",,"3500 ST JOHN AV
,  
(39.113197444, -94.54029951)","N"
"140021601","2014-04-01T00:00:00.000","20:23","2014-04-01T00:00:00.000","19:30",,,"302","120","Armed Robbery","211","5700  SWOPE PK","KANSAS CITY",,"PJ4596","MPD","U","1","VIC","B","M",,"5700 SWOPE PK
,  
(39.022020841, -94.541755994)","Y"
"140089615","2014-12-14T00:00:00.000","16:47","2014-12-14T00:00:00.000","16:47",,,"501","220","Burglary - Residence","122","1100  PARK AV","KANSAS CITY",,"PJ1073","CPD","U","1","SUS","U","U",,"1100 PARK AV
,  
(39.099992295, -94.554856286)","N"
"140043903","2014-06-24T00:00:00.000","19:15","2014-06-24T00:00:00.000","19:10",,,"2601","90Z","Misc Violation","313","2800  E 9TH STREET","KANSAS CITY",,"PJ0864","EPD","U","2","SUS","B","M",,"2800 E 9TH STREET
,  
(39.102407477, -94.548209925)","N"
"140051892","2014-07-24T00:00:00.000","17:00","2014-07-24T00:00:00.000","17:00","2014-07-24T00:00:00.000","20:00","2201","90G","Liquor Law Violaton","344","0  ROYAL WA","KANSAS CITY",,"PJ3213","EPD","U","8","ARR","W","F","17","0 ROYAL
,  
(39.102950303, -94.583075872)","N"
"140035796","2014-05-25T00:00:00.000","14:49","2014-05-25T00:00:00.000","1:30","2014-05-25T00:00:00.000","1:45","201","11A","Rape","241","UNKNOWN","KANSAS CITY",,"PJ4990","MPD","U","1","VIC","B","F","46","UNKNOWN KANSAS CITY
,  
(39.102950303, -94.583075872)","N"
"140023827","2014-04-10T00:00:00.000","12:30","2014-04-10T00:00:00.000","12:30",,,"401","13A","Aggravated Assault (","533","HOLMES RD/I 435 HW","KANSAS CITY",,"PJ6771","SPD","U","1","VIC","W","F","64","435 HW
,  
(39.102950303, -94.583075872)","Y"
"140092787","2014-12-28T00:00:00.000","12:02","2014-12-28T00:00:00.000","11:00",,,"1849","35A","Possession/Sale/Dist","134","4300  WASHINGTON ST","KANSAS CITY",,"PJ3473","CPD","U","1","VIC",,,,"4300 WASHINGTON ST
,  
(39.049374511, -94.59207605)","N"
"140023248","2014-04-07T00:00:00.000","19:30","2014-04-07T00:00:00.000","19:30",,,"630","23C","Stealing Shoplifting","113","00  E 13 ST","KANSAS CITY",,"PJ1087","CPD","U","2","ARR","B","F",,"00 E 13 ST
,  
(39.103732547, -94.643610746)","N"
"140038209","2014-06-03T00:00:00.000","18:48","2014-06-03T00:00:00.000","18:30",,,"2601","90Z","Misc Violation",,"CR 109 AND CR 368","NORBORNE, MO","64633",,,"U","1","VIC","U","U",,"368 NORBORNE
MO,  64633
(39.369857778, -93.4867876)","N"
"140069781","2014-09-27T00:00:00.000","22:16","2014-09-27T00:00:00.000","22:16",,,"802","13B","Non Agg Assault Dome","234","800  E 93 TE","KANSAS CITY",,"PJ6368","MPD","U","2","VIC",,,,"800 E 93
,  
(38.953900319, -94.49271972)","N"
"140019534","2014-03-24T00:00:00.000","14:22","2014-03-23T00:00:00.000","15:32",,,"1122","26B","Credit/Debit/ATM Car","413","6200  N CHATHAM AV","KANSAS CITY",,"PP0647","NPD","N","1","SUS","U","U",,"6200 N CHATHAM AV
,  
(39.208464298, -94.643411683)","N"
"140060235","2014-08-23T00:00:00.000","15:05","2014-08-23T00:00:00.000","14:39",,,"901","200","Arson","134","4300  OAK ST","KCMO","64110","PJ3488","CPD","U","1","VIC",,,,"4300 OAK ST
KCMO,  64110
(39.035987555, -94.57321712)","N"
"140079290","2014-11-01T00:00:00.000","23:21","2014-11-01T00:00:00.000","23:21",,,"2655","90J","Trespassing","113","100  E 13 ST","KANSAS CITY","64105","PJ1177","CPD","U","2","VIC",,,,"100 E 13 ST
KANSAS CITY,  64105
(39.098641835, -94.584450952)","N"
"140078823","2014-10-30T00:00:00.000","23:55","2014-10-30T00:00:00.000","23:55",,,"802","13B","Non Agg Assault Dome","415","1000  NW BARRY RD","KANSAS CITY",,"PC0410","NPD","U","1","ARR","W","M","52","1000 NW BARRY RD
,  
(39.246408136, -94.567120022)","N"
"140015676","2014-03-09T00:00:00.000","12:33","2014-03-09T00:00:00.000","6:15",,,"690","23H","Stealing All Other","323","2500  COLLEGE AV","KANSAS CITY","64127","PJ2116","EPD","N","1","SUS","B","M","32","2500 COLLEGE AV
KANSAS CITY,  64127
(39.080372392, -94.544475379)","N"
"140055787","2014-08-07T00:00:00.000","23:09","2014-08-07T00:00:00.000","23:09",,,"1849","35A","Possession/Sale/Dist","143","E 40 ST/PASEO","KANSAS CITY","64110","PJ3156","CPD","U","1","ARR","B","M","23","40 ST
PASEO KANSAS CITY,  64110
(39.035987555, -94.57321712)","N"
"140005130","2014-01-22T00:00:00.000","19:24","2014-01-22T00:00:00.000","3:30","2014-01-22T00:00:00.000","16:00","501","220","Burglary - Residence","233","8100  TROOST AV","KANSAS CITY","64131","PJ5921","MPD","U","1","VIC","B","F","68","8100 TROOST AV
KANSAS CITY,  64131
(38.980653057, -94.576256052)","N"
"140035688","2014-05-25T00:00:00.000","2:45","2014-05-25T00:00:00.000","2:45",,,"840","90Z","Resisting an Officer","121","2600  INDEPENDENCE AV","KANSAS CITY","64106","PJ0573","CPD","U","1","VIC",,,,"2600 INDEPENDENCE AV
KANSAS CITY,  64106
(39.106343114, -94.550798443)","N"
"140055450","2014-08-06T00:00:00.000","20:33","2014-08-06T00:00:00.000","20:15",,,"1401","290","Property Damage","234","9300  WALNUT ST","KANSAS CITY","64114","PJ6390","MPD","U","5","SUS","B","M",,"9300 WALNUT ST
KANSAS CITY,  64114
(38.959082056, -94.590005491)","N"
"140052804","2014-07-28T00:00:00.000","8:06","2014-07-28T00:00:00.000","8:06",,,"1850","35B","Possession of Drug E","411","I 29 HW/NW VIVION RD","KANSAS CITY","64118","PC0987","NPD","U","2","VIC",,,,"29 HW NW VIVION RD
KANSAS CITY,  64118
(39.214267476, -94.573369195)","N"
"140033487","2014-05-16T00:00:00.000","19:04","2014-05-16T00:00:00.000","19:02",,,"2655","90J","Trespassing","122","E 12 ST/WOODLAND AV","KANSAS CITY","64108","PJ1070","CPD","U","1","VIC",,,,"12 ST WOODLAND AV
KANSAS CITY,  64108
(39.085068738, -94.581576911)","N"
"140039379","2014-06-08T00:00:00.000","10:54","2014-06-08T00:00:00.000","10:20",,,"802","13B","Non Agg Assault Dome","121","500  BROOKLYN AV","KANSAS CITY","64124","PJ0554","CPD","U","1","SUS","B","M","24","500 BROOKLYN AV
KANSAS CITY,  64124
(39.108473089, -94.555585681)","N"
"140045367","2014-06-30T00:00:00.000","12:22","2014-06-30T00:00:00.000","12:15",,,"799",,"Auto Theft Outside S","533","10600  STATE LINE RD","KANSAS CITY","64145","PJ6776","SPD","U","1","VIC","U","U",,"10600 STATE LINE RD
KANSAS CITY,  64145
(38.89770939, -94.607984817)","N"
"140024522","2014-04-12T00:00:00.000","22:39","2014-04-12T00:00:00.000","22:35",,,"802","13B","Non Agg Assault Dome","342","2500  DRURY AV","KANSAS CITY","64128","PJ2143","EPD","Y","1","SUS","B","M","31","2500 DRURY AV
KANSAS CITY,  64128
(39.079563342, -94.518968465)","N"
"140084515","2014-11-23T00:00:00.000","1:47","2014-11-23T00:00:00.000","1:47",,,"802","13B","Non Agg Assault Dome","314","5200  E 6 ST","KANSAS CITY","64124","PJ0737","EPD","Y","1","VIC","W","F","22","5200 E 6 ST
KANSAS CITY,  64124
(39.104367509, -94.521019531)","N"
"140054695","2014-08-04T00:00:00.000","12:31","2014-08-04T00:00:00.000","12:29",,,"630","23C","Stealing Shoplifting","422","8500  N BOARDWALK AV","KANSAS CITY","64154","PP0321","NPD","U","1","VIC",,,,"8500 N BOARDWALK AV
KANSAS CITY,  64154
(39.250223801, -94.657157764)","N"
