"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code_1","rep_dist_1","area_1","dvflag_1","invl_no_1","involvement_1","race_1","sex_1","age_1","location_1","firearm_used_flag"
"140073326","2014-10-10T00:00:00.000","9:41","2014-10-10T00:00:00.000","9:41","2014-10-10T00:00:00.000","13:30","2601","90Z","Misc Violation","999","1600  S 17 ST","KANSAS CITY","64108","PWX001","OSPD","U","1","SUS","U","U",,"1600 S 17 ST
KANSAS CITY,  64108
(39.092979886, -94.591856267)","N"
"140038325","2014-06-04T00:00:00.000","10:02","2014-06-04T00:00:00.000","8:30",,,"1850","35B","Possession of Drug E","115","2300  HOLMES ST","KANSAS CITY","64108","PJ1938","CPD","U","1","VIC",,,,"2300 HOLMES ST
KANSAS CITY,  64108
(39.085042591, -94.575825511)","N"
"140061059","2014-08-26T00:00:00.000","15:40","2014-08-26T00:00:00.000","15:40",,,"802","13B","Non Agg Assault Dome","543","11500  APPLEWOOD DR","KANSAS CITY",,"PJ7205","SPD","Y","2","VIC","W","M","54","11500 APPLEWOOD DR
,  
(38.915647557, -94.517142213)","N"
"140064384","2014-09-07T00:00:00.000","22:08","2014-09-07T00:00:00.000","22:08",,,"630","23C","Stealing Shoplifting","232","6400  TROOST AV","KANSAS CITY","64130","PJ4974","MPD","U","2","SUS","B","F",,"6400 TROOST AV
KANSAS CITY,  64130
(39.011361513, -94.574718685)","N"
"140067756","2014-09-20T00:00:00.000","12:01","2014-09-20T00:00:00.000","11:30",,,"650","23G","Stealing Auto Parts/","134","W 47 ST/PENNSYLVANIA AV","KANSAS CITY","64111","PJ3688","CPD","U","1","SUS","U","U",,"47 ST PENNSYLVANIA AV
KANSAS CITY,  64111
(39.05549663, -94.59306945)","N"
"140062483","2014-08-31T00:00:00.000","19:24","2014-08-29T00:00:00.000","23:00","2014-08-30T00:00:00.000","11:00","1401","290","Property Damage","531","500  E 101 ST","KANSAS CITY",,"PJ6695","SPD","U","1","SUS","U","U",,"500 E 101 ST
,  
(38.945508176, -94.597660099)","N"
"140025429","2014-04-16T00:00:00.000","15:32","2013-09-27T00:00:00.000","12:00","2014-04-16T00:00:00.000","15:32","1198","26C","Impersonation","543","11400  SYCAMORE TE","KANSAS CITY","64134","PJ7202","SPD","U","1","VIC","W","F","24","11400 SYCAMORE
TE KANSAS CITY,  64134
(38.916282853, -94.497655865)","N"
"140046030","2014-07-02T00:00:00.000","16:50","2014-07-02T00:00:00.000","16:50",,,"630","23C","Stealing Shoplifting","641","8300  N CHURCH RD","KANSAS CITY","64158","PC0387","SCP","U","1","VIC",,,,"8300 N CHURCH RD
KANSAS CITY,  64158
(39.242088231, -94.461742697)","N"
"140020818","2014-03-29T00:00:00.000","18:16","2014-03-22T00:00:00.000","18:00",,,"501","220","Burglary - Residence","543","11600  BENNINGTON AV","KANSAS CITY","64134","PJ7255","SPD","U","1","SUS","B","M","22","11600 BENNINGTON AV
KANSAS CITY,  64134
(38.913388321, -94.515800846)","N"
"140061356","2014-08-27T00:00:00.000","18:01","2014-08-23T00:00:00.000","7:00","2014-08-23T00:00:00.000","7:30","670","23D","Stealing from Buildi","112","900  E 9 ST","KANSAS CITY","64106","PJ0822","CPD","N","1","SUS","U","U",,"900 E 9 ST
KANSAS CITY,  64106
(39.103253279, -94.572434482)","N"
"140082907","2014-11-16T00:00:00.000","22:35","2014-11-15T00:00:00.000","22:35",,,"302","120","Armed Robbery","315","N OAKLEY AV/ST JOHN AV","KANSAS CITY","64123","PJ0299","EPD","U","2","SUS","W","M",,"N OAKLEY AV/ST JOHN KANSAS CITY
, AV 64123
(39.113437278, -94.525539375)","Y"
"140018675","2014-03-20T00:00:00.000","20:13","2014-03-20T00:00:00.000","20:03",,,"630","23C","Stealing Shoplifting","535","1700  W 133 ST","KANSAS CITY","64145","PJ7404","SPD","U","1","VIC",,,,"1700 W 133 ST
KANSAS CITY,  64145
(38.88657818, -94.604380206)","N"
"140045490","2014-06-30T00:00:00.000","20:28","2014-06-30T00:00:00.000","3:00","2014-06-30T00:00:00.000","3:45","640","23F","Stealing From Auto","133","3900  BROADWAY BLVD","KANSAS CITY","64111","PJ3155","CPD","U","1","VIC","B","F","20","3900 BROADWAY BLVD
KANSAS CITY,  64111
(39.056582382, -94.590785585)","N"
"140007740","2014-02-02T00:00:00.000","19:17","2014-02-02T00:00:00.000","19:17",,,"802","13B","Non Agg Assault Dome","636","5300  N RICHMOND AV","KANSAS CITY","64119","PC0740","SCP","Y","2","SUS","W","M","29","5300 N RICHMOND AV
KANSAS CITY,  64119
(39.189339074, -94.491606385)","N"
"140007182","2014-01-31T00:00:00.000","10:58","2014-01-30T00:00:00.000","17:30","2014-01-30T00:00:00.000","17:40","640","23F","Stealing From Auto","232","E 75 ST/TROOST AV","KANSAS CITY","64131","PJ5604","MPD","U","2","VIC","B","M","20","75 ST TROOST AV
KANSAS CITY,  64131
(38.965376871, -94.57690603)","N"
"140024446","2014-04-12T00:00:00.000","16:32","2014-04-12T00:00:00.000","16:30",,,"1401","290","Property Damage","342","5400  E 29 ST","KANSAS CITY","64127","PJ2400","EPD","U","1","SUS","B","M",,"5400 E 29 ST
KANSAS CITY,  64127
(39.072474975, -94.520322257)","N"
"140071485","2014-10-03T00:00:00.000","19:35","2014-10-03T00:00:00.000","19:30",,,"801","13B","Non Aggravated Assau","212","5400  BLUE PK","KANSAS CITY","64130","PJ4232","MPD","U","1","VIC","B","F","30","5400 BLUE PK
KANSAS CITY,  64130
(39.034625566, -94.521565956)","N"
"140063640","2014-09-04T00:00:00.000","16:21","2014-09-04T00:00:00.000","7:30","2014-09-04T00:00:00.000","16:00","1401","290","Property Damage","315","300  TOPPING AV","KANSAS CITY","64123","PJ0454","EPD","U","1","VIC","W","M",,"300 TOPPING AV
KANSAS CITY,  64123
(39.110362831, -94.514195718)","N"
"140011521","2014-02-19T00:00:00.000","20:51","2014-02-19T00:00:00.000","5:19","2014-02-19T00:00:00.000","20:36","831","13C","Intimidation","641","8000  N KENSINGTON AV","KANSAS CITY","64119","PC0400","SCP","Y","1","SUS","W","F","50","8000 N KENSINGTON AV
KANSAS CITY,  64119
(39.239134896, -94.528220636)","N"
"140001761","2014-01-09T00:00:00.000","0:07","2014-01-09T00:00:00.000","0:07",,,"1849","35A","Possession/Sale/Dist","242","BRUCE R WATKINS DR/E GREGORY BL","KANSAS CITY","64130","PJ5548","MPD","U","1","ARR","W","F","26","BRUCE R WATKINS DR/E GREGORY KANSAS CITY
, BL 64130
(39.033319722, -94.544188138)","N"
"140058655","2014-08-18T00:00:00.000","9:42","2014-08-17T00:00:00.000","8:00","2014-08-17T00:00:00.000","23:30","670","23D","Stealing from Buildi","545","11300  GREENWOOD RD","KANSAS CITY","64138","PJ7136","SPD","U","1","SUS","U","U",,"11300 GREENWOOD RD
KANSAS CITY,  64138
(38.917693175, -94.493309631)","N"
"140079096","2014-11-01T00:00:00.000","2:12","2014-11-01T00:00:00.000","2:12",,,"1401","290","Property Damage","133","MILL ST/WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","U","1","ARR","W","M","25","MILL ST/WESTPORT KANSAS CITY
, RD 64111
(39.05549663, -94.59306945)","N"
"140049611","2014-07-16T00:00:00.000","10:49","2014-07-15T00:00:00.000","17:00","2014-07-16T00:00:00.000","9:00","501","220","Burglary - Residence","234","8900  MCGEE ST","KANSAS CITY","64134","PJ6265","MPD","U","1","SUS","U","U",,"8900 MCGEE ST
KANSAS CITY,  64134
(38.966501343, -94.587325283)","N"
"140024881","2014-04-14T00:00:00.000","13:59","2014-04-14T00:00:00.000","13:59",,,"840","90Z","Resisting an Officer","123","E 12 TE/HIGHLAND AV","KANSAS CITY","64108","PJ1180","CPD","U","1","ARR","B","M","32","12 TE HIGHLAND AV
KANSAS CITY,  64108
(39.085068738, -94.581576911)","N"
"140079670","2014-11-03T00:00:00.000","15:08","2014-11-02T00:00:00.000","18:30","2014-11-03T00:00:00.000","11:40","831","13C","Intimidation","233","8300  HIGHLAND AV","KANSAS CITY","64131","PJ6032","MPD","Y","1","SUS","W","M","35","8300 HIGHLAND AV
KANSAS CITY,  64131
(38.976902094, -94.568395598)","N"
"140046500","2014-07-04T00:00:00.000","12:34","2014-07-03T00:00:00.000","22:00","2014-07-04T00:00:00.000","12:25","1401","290","Property Damage","415","1300  NW 82 ST","KANSAS CITY","64118","PC0388","NPD","N","1","SUS","U","U",,"1300 NW 82 ST
KANSAS CITY,  64118
(39.242889246, -94.593638857)","N"
"140000488","2014-01-03T00:00:00.000","4:16","2014-01-03T00:00:00.000","3:38","2014-01-03T00:00:00.000","4:16","502","220","Burglary - Non Resid","131","3200  ROANOKE RD","KANSAS CITY","64111","PJ2617","CPD","U","1","VIC",,,,"3200 ROANOKE RD
KANSAS CITY,  64111
(39.068851602, -94.605079032)","N"
"140037624","2014-06-01T00:00:00.000","16:48","2014-06-01T00:00:00.000","16:48",,,"801","13B","Non Aggravated Assau","342","4000  HARVARD LN","KANSAS CITY","64133","PJ3460","EPD","N","1","ARR","W","M","54","4000 HARVARD LN
KANSAS CITY,  64133
(39.050335596, -94.449883451)","N"
"140088221","2014-12-09T00:00:00.000","8:13","2014-12-09T00:00:00.000","8:13",,,"2601","90Z","Misc Violation","133","500  W 39 ST","KANSAS CITY","64110","PJ3058","CPD","U","1","VIC",,,,"500 W 39 ST
KANSAS CITY,  64110
(39.056793184, -94.591580683)","N"
"140061238","2014-08-27T00:00:00.000","11:13","2014-08-26T00:00:00.000","17:00","2014-08-27T00:00:00.000","11:00","702","240","Auto Theft","242","7200  PROSPECT AV","KANSAS CITY","64131","PJ5467","MPD","U","1","VIC","B","M","51","7200 PROSPECT AV
KANSAS CITY,  64131
(38.996123085, -94.557048394)","N"
"140052395","2014-07-26T00:00:00.000","14:14","2014-07-17T00:00:00.000","15:26","2014-07-17T00:00:00.000","15:30","1120","26A","Fraud/Confidence Gam","242","7500  PROSPECT AV","KANSAS CITY","64133","PJ5711","MPD","U","1","VIC",,,,"7500 PROSPECT AV
KANSAS CITY,  64133
(38.990684999, -94.557318569)","N"
"140010227","2014-02-14T00:00:00.000","3:06","2014-02-14T00:00:00.000","3:06",,,"802","13B","Non Agg Assault Dome","241","6900  AGNES AV","KANSAS CITY","64130","PJ5318","MPD","Y","1","SUS","B","M","31","6900 AGNES AV
KANSAS CITY,  64130
(39.001344493, -94.552076405)","N"
"140008201","2014-02-05T00:00:00.000","1:11","2014-02-05T00:00:00.000","1:00",,,"802","13B","Non Agg Assault Dome","345","10600  E 42 ST","KANSAS CITY","64133","PJ3584","EPD","Y","1","SUS","B","M","34","10600 E 42 ST
KANSAS CITY,  64133
(39.046426665, -94.453902744)","N"
"140020110","2014-03-26T00:00:00.000","21:26","2014-03-26T00:00:00.000","16:30","2014-03-26T00:00:00.000","21:00","501","220","Burglary - Residence","542","8900  CAMBRIDGE AV","KANSAS CITY","64138","PJ6346","SPD","U","1","SUS","U","U",,"8900 CAMBRIDGE AV
KANSAS CITY,  64138
(38.964849645, -94.509641356)","N"
"140016407","2014-03-12T00:00:00.000","8:17","2014-03-12T00:00:00.000","8:05",,,"2601","90Z","Misc Violation","341","1600  BELMONT AV","KANSAS CITY","64126","PJ1518","EPD","U","4","VIC","B","F",,"1600 BELMONT AV
KANSAS CITY,  64126
(39.091922865, -94.510286026)","N"
"140057626","2014-08-14T00:00:00.000","12:38","2014-07-22T00:00:00.000","10:00","2014-07-29T00:00:00.000","10:00","1198","26C","Impersonation","532","10300  HILLCREST RD","KANSAS CITY","64134","PJ6785","SPD","U","1","VIC","B","F","41","10300 HILLCREST RD
KANSAS CITY,  64134
(38.938385012, -94.522593912)","N"
"140009944","2014-02-12T00:00:00.000","21:10","2014-02-12T00:00:00.000","21:05",,,"1849","35A","Possession/Sale/Dist","113","E 20 ST/GRAND AV","KANSAS CITY","64106","PJ1619","CPD","U","1","VIC",,,,"20 ST GRAND AV
KANSAS CITY,  64106
(39.104256282, -94.574659662)","N"
"140025647","2014-04-17T00:00:00.000","12:19","2014-04-14T00:00:00.000","23:00","2014-04-16T00:00:00.000","20:00","660","23H","Stealing Bicycles","221","100  WARD PK N","KANSAS CITY","64132","PJ3845","MPD","U","1","SUS","U","U",,"100 WARD PK N
KANSAS CITY,  64132
(38.986858578, -94.552169913)","N"
"140022907","2014-04-06T00:00:00.000","19:52","2014-04-06T00:00:00.000","19:30",,,"802","13B","Non Agg Assault Dome","542","9400  OAKLAND AVE","KANSAS CITY","64134","PJ6508","SPD","Y","1","VIC","B","M","46","9400 OAKLAND AVE
KANSAS CITY,  64134
(38.953557705, -94.501192178)","N"
"140000882","2014-01-04T00:00:00.000","19:25","2014-01-04T00:00:00.000","19:25",,,"403","13A","Agg Assault - Domest","535","12500  GRAND CT","KANSAS CITY","64145","PJ7332","SPD","Y","1","VIC","B","M","41","12500 GRAND CT
KANSAS CITY,  64145
(38.899265228, -94.592800825)","N"
"140080534","2014-11-06T00:00:00.000","18:15","2014-11-01T00:00:00.000","0:01",,,"1188","26E","Wire Fraud","533","11500  HOLMES RD","KANSAS CITY","64114","PJ7181","SPD","U","1","SUS","U","F",,"11500 HOLMES RD
KANSAS CITY,  64114
(38.918484456, -94.583970186)","N"
"140066806","2014-09-17T00:00:00.000","1:11","2014-09-17T00:00:00.000","1:11",,,"1850","35B","Possession of Drug E","323","E 23 ST/PROSPECT AV","KANSAS CITY","64126","PJ1857","EPD","U","1","ARR","B","M","45","23 ST PROSPECT AV
KANSAS CITY,  64126
(39.093537153, -94.500738083)","N"
"140058983","2014-08-19T00:00:00.000","10:38","2014-08-18T00:00:00.000","18:00","2014-08-19T00:00:00.000","6:00","690","23H","Stealing All Other","311","2700  NICHOLSON AV","KANSAS CITY","64120","PJ0085","EPD","U","1","VIC",,,,"2700 NICHOLSON AV
KANSAS CITY,  64120
(39.124315065, -94.548859247)","N"
"140010640","2014-02-15T00:00:00.000","22:57","2014-02-15T00:00:00.000","22:57",,,"2601","90Z","Misc Violation","333","4200  INDIANA AV","KANSAS CITY","64127","PJ3403","EPD","U","5","ARR","B","F","51","4200 INDIANA AV
KANSAS CITY,  64127
(39.049666785, -94.544678603)","N"
"140069915","2014-09-28T00:00:00.000","13:46","2014-09-28T00:00:00.000","13:45",,,"501","220","Burglary - Residence","142","2000  E 38 ST","KANSAS CITY","64109","PJ2998","CPD","U","1","SUS","U","U",,"2000 E 38 ST
KANSAS CITY,  64109
(39.057708161, -94.560319254)","N"
"140080835","2014-11-07T00:00:00.000","20:38","2014-11-07T00:00:00.000","20:38",,,"1401","290","Property Damage","125","3300  WABASH AV","KANSAS CITY","64124","PJ2730","CPD","U","4","SUS","B","F",,"3300 WABASH AV
KANSAS CITY,  64124
(39.066172465, -94.554214715)","N"
"140036165","2014-05-27T00:00:00.000","7:54","2014-05-26T00:00:00.000","22:30","2014-05-27T00:00:00.000","7:54","640","23F","Stealing From Auto","134","W 47 ST/BELLEVIEW AV","KANSAS CITY","64112","PJ3681","CPD","U","1","VIC","W","F","23","47 ST BELLEVIEW AV
KANSAS CITY,  64112
(39.03975902, -94.591748568)","N"
"140076559","2014-10-22T00:00:00.000","17:06","2014-10-22T00:00:00.000","17:04",,,"1742","90Z","Sex Off Misconduct","543","7300  E 109 ST","KANSAS CITY","64134","PJ6982","SPD","U","1","SUS","B","M","47","7300 E 109 ST
KANSAS CITY,  64134
(38.92535592, -94.505582411)","N"
"140061626","2014-08-28T00:00:00.000","16:30","2014-08-22T00:00:00.000","18:00","2014-08-22T00:00:00.000","18:15","670","23D","Stealing from Buildi","133","4000  PENNSYLVANIA AVE","KANSAS CITY","64111","PJ3218","CPD","U","1","SUS","U","U",,"4000 PENNSYLVANIA AVE
KANSAS CITY,  64111
(39.054955716, -94.59314501)","N"
"140049036","2014-07-14T00:00:00.000","11:15","2014-06-27T00:00:00.000","12:00","2014-07-01T00:00:00.000","12:00","650","23G","Stealing Auto Parts/","632","2900  NE 39 ST","KANSAS CITY","64117","PC1293","SCP","N","1","SUS","U","U",,"2900 NE 39 ST
KANSAS CITY,  64117
(39.164851119, -94.546447629)","N"
"140026517","2014-04-20T00:00:00.000","22:53","2014-04-20T00:00:00.000","21:00","2014-04-20T00:00:00.000","22:53","802","13B","Non Agg Assault Dome","313","2800  E 8 ST","KANSAS CITY","64123","PJ0804","EPD","Y","1","ARR","B","M","24","2800 E 8 ST
KANSAS CITY,  64123
(39.103397303, -94.548240572)","N"
"140047801","2014-07-09T00:00:00.000","16:07","2014-07-09T00:00:00.000","16:07",,,"630","23C","Stealing Shoplifting","422","8500  N BOARDWALK AV","KANSAS CITY","64152","PP0321","NPD","U","1","VIC",,,,"8500 N BOARDWALK AV
KANSAS CITY,  64152
(39.250223801, -94.657157764)","N"
"140091829","2014-12-23T00:00:00.000","14:19","2014-12-21T00:00:00.000","12:00","2014-12-23T00:00:00.000","13:30","1401","290","Property Damage","642","8000  N WAYNE AV","KANSAS CITY","64118","PC0397","SCP","N","1","VIC","W","M","67","8000 N WAYNE AV
KANSAS CITY,  64118
(39.240107905, -94.560057479)","N"
"140036089","2014-05-26T00:00:00.000","21:10","2014-05-26T00:00:00.000","21:10",,,"1770","90C","Sex Off Indecent Exp","542","9800  BELMONT AV","KANSAS CITY","64138","PJ6618","SPD","U","1","VIC","B","M","23","9800 BELMONT AV
KANSAS CITY,  64138
(38.946887727, -94.516939225)","N"
"140079090","2014-11-01T00:00:00.000","1:54","2014-10-31T00:00:00.000","23:20","2014-11-01T00:00:00.000","1:40","640","23F","Stealing From Auto","123","1700  E 18 ST","KANSAS CITY","64127","PJ1591","CPD","U","2","VIC","B","F","30","1700 E 18 ST
KANSAS CITY,  64127
(39.091194709, -94.56201163)","N"
"140012983","2014-02-26T00:00:00.000","11:47","2014-02-26T00:00:00.000","11:00","2014-02-26T00:00:00.000","11:20","640","23F","Stealing From Auto","212","E GREGORY BL/SWOPE MEMORIAL DR","KANSAS CITY","64110","PJ5469","MPD","U","1","SUS","U","U",,"E GREGORY BL/SWOPE MEMORIAL KANSAS CITY
, DR 64110
(39.035987555, -94.57321712)","N"
"140039653","2014-06-09T00:00:00.000","13:44","2014-06-09T00:00:00.000","12:17",,,"402","13A","Agg Assault - Drive-","313","3400  E 8 ST","KANSAS CITY","64124","PJ0888","EPD","N","4","VIC","W","M",,"3400 E 8 ST
KANSAS CITY,  64124
(39.103195348, -94.541840037)","Y"
"140011856","2014-02-21T00:00:00.000","12:00","2014-02-21T00:00:00.000","12:00",,,"3020","90Z","Dead Body","532","10900  BENNINGTON AV","KANSAS CITY",,"PJ6976","SPD","U","1","VIC","B","F",,"10900 BENNINGTON AV
,  
(38.926422933, -94.513665668)","N"
"140087483","2014-12-06T00:00:00.000","5:37","2014-12-01T00:00:00.000","12:00","2014-12-06T00:00:00.000","5:37","702","240","Auto Theft","241","3500  E MEYER BL","KANSAS CITY","64130","PJ4994","MPD","N","1","VIC","B","F","21","3500 E MEYER
BL KANSAS CITY,  64130
(39.007733884, -94.545709842)","N"
"140031190","2014-05-08T00:00:00.000","14:10","2014-05-08T00:00:00.000","14:05",,,"2655","90J","Trespassing","112","E 6 ST/GRAND AV","KANSAS CITY","64105","PJ0611","CPD","U","1","ARR","B","M","40","6 ST GRAND AV
KANSAS CITY,  64105
(39.103617566, -94.586339037)","N"
"140052345","2014-07-26T00:00:00.000","10:21","2014-07-25T00:00:00.000","19:00","2014-07-26T00:00:00.000","9:40","1401","290","Property Damage","634","5400  N INDIANA AV","KANSAS CITY","64119","PC0737","SCP","N","1","VIC","W","F","50","5400 N INDIANA AV
KANSAS CITY,  64119
(39.19134174, -94.539665755)","N"
"140030617","2014-05-06T00:00:00.000","15:32","2014-05-06T00:00:00.000","7:30","2014-05-06T00:00:00.000","15:25","1401","290","Property Damage","324","2400  MYRTLE AV","KANSAS CITY","64127","PJ2050","EPD","U","1","VIC","B","F","34","2400 MYRTLE AV
KANSAS CITY,  64127
(39.08206279, -94.536145534)","N"
"140038855","2014-06-06T00:00:00.000","12:27","2014-06-05T00:00:00.000","22:30",,,"1401","290","Property Damage","421","8000  NW MILREY DR","KANSAS CITY","64152","PP0398","NPD","N","1","VIC","B","M","27","8000 NW MILREY DR
KANSAS CITY,  64152
(39.239743052, -94.662803584)","N"
"140007122","2014-01-31T00:00:00.000","7:15","2014-01-30T00:00:00.000","20:00","2014-01-31T00:00:00.000","7:00","640","23F","Stealing From Auto","132","3600  WALNUT ST","KANSAS CITY","64111","PJ2902","CPD","U","1","SUS","U","U",,"3600 WALNUT ST
KANSAS CITY,  64111
(39.061632833, -94.584646228)","N"
"140004330","2014-01-19T00:00:00.000","15:29","2014-01-17T00:00:00.000","8:30","2014-01-17T00:00:00.000","11:30","670","23D","Stealing from Buildi","133","3700  BROADWAY BLVD","KANSAS CITY","64111","PJ2960","CPD","U","1","VIC","W","F","73","3700 BROADWAY BLVD
KANSAS CITY,  64111
(39.061101631, -94.590545911)","N"
"140078936","2014-10-31T00:00:00.000","12:05","2014-10-30T00:00:00.000","12:00",,,"2601","90Z","Misc Violation","341","1200  WHITE AV","KANSAS CITY","64126","PJ1281","EPD","U","1","VIC","W","F","17","1200 WHITE AV
KANSAS CITY,  64126
(39.097454016, -94.512285475)","N"
"140062216","2014-08-30T00:00:00.000","17:00","2014-08-30T00:00:00.000","17:00",,,"2402","90C","Disorderly Conduct","131","W 33 ST/SOUTHWEST TF","KANSAS CITY","64111","PJ2582","CPD","U","1","VIC",,,,"33 ST SOUTHWEST
TF KANSAS CITY,  64111
(39.05549663, -94.59306945)","N"
"140001928","2014-01-09T00:00:00.000","16:05","2014-01-09T00:00:00.000","16:05",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY","64019","PJ1029","CPD","U","1","VIC",,,,"1100 LOCUST ST
KANSAS CITY,  64019
(39.100855311, -94.577375383)","N"
"140047137","2014-07-07T00:00:00.000","9:47","2014-07-07T00:00:00.000","9:47",,,"640","23F","Stealing From Auto","633","1600  NE VIVION RD","KANSAS CITY","64117","PC1033","SCP","U","1","VIC",,,,"1600 NE VIVION RD
KANSAS CITY,  64117
(39.181063872, -94.559900247)","N"
"140071669","2014-10-04T00:00:00.000","14:43","2014-10-04T00:00:00.000","14:43",,,"1850","35B","Possession of Drug E","121","E 8 ST/FOREST AV","KANSAS CITY","64106","PJ0744","CPD","U","1","VIC",,,,"8 ST FOREST AV
KANSAS CITY,  64106
(39.104256282, -94.574659662)","N"
"140033852","2014-05-18T00:00:00.000","11:20","2014-05-09T00:00:00.000","19:00","2014-05-11T00:00:00.000","19:00","690","23H","Stealing All Other","125","1300  E ARMOUR BL","KANSAS CITY","64109","PJ2778","CPD","U","1","VIC","W","M","28","1300 E ARMOUR
BL KANSAS CITY,  64109
(39.063197632, -94.569289768)","N"
"140005520","2014-01-24T00:00:00.000","14:07","2014-01-24T00:00:00.000","14:07",,,"501","220","Burglary - Residence","313","700  INDIANA AV","KANSAS CITY","64124","PJ0819","EPD","U","1","VIC","B","M","51","700 INDIANA AV
KANSAS CITY,  64124
(39.104092113, -94.541955339)","N"
"140056391","2014-08-09T00:00:00.000","0:27","2014-08-09T00:00:00.000","0:07","2014-08-09T00:00:00.000","0:21","702","240","Auto Theft","222","E 51 ST/PROSPECT AV","KANSAS CITY","64130","PJ4054","MPD","U","1","VIC","B","M","50","51 ST PROSPECT AV
KANSAS CITY,  64130
(39.033319722, -94.544188138)","N"
"140061850","2014-08-29T00:00:00.000","12:10","2014-08-29T00:00:00.000","12:00",,,"801","13B","Non Aggravated Assau","534","11300  GRANDVIEW RD","KANSAS CITY","64134","PJ7081","SPD","N","1","VIC","B","F","65","11300 GRANDVIEW RD
KANSAS CITY,  64134
(38.919684787, -94.532698777)","N"
"140016450","2014-03-12T00:00:00.000","11:58","2014-03-12T00:00:00.000","11:00","2014-03-12T00:00:00.000","11:58","1401","290","Property Damage","132","W 39 ST/WYANDOTTE ST","KANSAS CITY","64111","PJ3049","CPD","U","1","SUS","U","U",,"39 ST WYANDOTTE ST
KANSAS CITY,  64111
(39.05549663, -94.59306945)","N"
"140014719","2014-03-05T00:00:00.000","16:42","2013-06-27T00:00:00.000","2:00",,,"2601","90Z","Misc Violation","421","7700  NW PRAIRIE VIEW RD","KANSAS CITY","64151","PP0457","NPD","U","2","VIC",,,,"7700 NW PRAIRIE VIEW RD
KANSAS CITY,  64151
(39.234019175, -94.658789442)","N"
"140059860","2014-08-22T00:00:00.000","8:53","2014-08-21T00:00:00.000","21:30","2014-08-22T00:00:00.000","6:30","650","23G","Stealing Auto Parts/","641","6500  N ELMWOOD CT","KANSAS CITY","64119","PC0590","SCP","U","1","SUS","U","U",,"6500 N ELMWOOD CT
KANSAS CITY,  64119
(39.21142486, -94.525165441)","N"
"140077696","2014-10-26T00:00:00.000","21:45","2014-10-26T00:00:00.000","2:30",,,"801","13B","Non Aggravated Assau","112","1100  GRAND AV","KANSAS CITY","64106","PJ1022","CPD","N","1","VIC","W","F","22","1100 GRAND AV
KANSAS CITY,  64106
(39.100712471, -94.580895551)","N"
"140050750","2014-07-20T00:00:00.000","18:07","2014-07-20T00:00:00.000","18:07",,,"670","23D","Stealing from Buildi","412","6700  N MERCIER ST","KANSAS CITY","64118","PC0565","NPD","U","1","SUS","W","M","21","6700 N MERCIER ST
KANSAS CITY,  64118
(39.215411755, -94.595626321)","N"
"140091525","2014-12-22T00:00:00.000","12:45","2014-12-22T00:00:00.000","12:40",,,"630","23C","Stealing Shoplifting","144","4500  TROOST AV","KANSAS CITY","64110","PJ3637","CPD","U","1","VIC",,,,"4500 TROOST AV
KANSAS CITY,  64110
(39.044883265, -94.57280538)","N"
"140070115","2014-09-25T00:00:00.000","15:05","2014-09-25T00:00:00.000","15:05",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC",,,,"1100 LOCUST ST
KANSAS CITY,  64106
(39.100855311, -94.577375383)","N"
"140054389","2014-08-03T00:00:00.000","3:18","2014-08-03T00:00:00.000","3:18",,,"801","13B","Non Aggravated Assau","341","2000  WHEELING AV","KANSAS CITY","64126","PJ1791","EPD","N","3","VIC","B","F","26","2000 WHEELING AV
KANSAS CITY,  64126
(39.086777924, -94.511068394)","N"
"140048452","2014-07-11T00:00:00.000","21:50","2014-07-11T00:00:00.000","21:46",,,"1401","290","Property Damage","414","7900  N ANITA DR","KANSAS CITY","64151","PP0445","NPD","U","1","SUS","U","U",,"7900 N ANITA DR
KANSAS CITY,  64151
(39.237097603, -94.632748782)","N"
"140079273","2014-11-01T00:00:00.000","21:34","2014-11-01T00:00:00.000","21:20",,,"802","13B","Non Agg Assault Dome","535","1200  W 136 ST","KANSAS CITY","64145","PJ7425","SPD","Y","1","SUS","B","M","50","1200 W 136 ST
KANSAS CITY,  64145
(38.881460529, -94.606648871)","N"
"140040644","2014-06-13T00:00:00.000","2:51","2014-06-13T00:00:00.000","2:51","2014-06-13T00:00:00.000","2:51","1546","520","Weapons Law Violatio","133","W 40 ST/PENNSYLVANIA AV","KANSAS CITY","64111","PJ3134","CPD","U","1","SUS","B","M",,"40 ST PENNSYLVANIA AV
KANSAS CITY,  64111
(39.05549663, -94.59306945)","Y"
"140029653","2014-05-03T00:00:00.000","0:05","2014-05-02T00:00:00.000","0:01",,,"302","120","Armed Robbery","123","1400  E 30 ST","KANSAS CITY","64109","PJ2389","CPD","U","1","SUS","U","U",,"1400 E 30 ST
KANSAS CITY,  64109
(39.072157479, -94.566511123)","Y"
