"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code_1","rep_dist_1","area_1","dvflag_1","invl_no_1","involvement_1","race_1","sex_1","age_1","firearm_used_flag","latitude","longitude","location_1"
"150014790","2015-03-03T00:00:00.000","11:41","2015-03-03T00:00:00.000","11:41",,,"1850","35B","Possession of Drug E","312","INDEPENDENCE AV S and WHITE AV","KANSAS CITY","64124","PJ0695","EPD","N","1","ARR","W","M","33","N","39.1084","-94.5516","INDEPENDENCE S KANSAS CITY
, AV 64124
(39.1084, -94.5516)"
"150052106","2015-07-26T00:00:00.000","17:21","2015-07-26T00:00:00.000","17:21",,,"301","120","Strong Arm Robbery","241","E MEYER BL and SOUTH BENTON AV","KANSAS CITY","64131","PJ5061","MPD","U","1","ARR","B","M","21","N","39.0075","-94.5529","E SOUTH MEYER KANSAS CITY
, BL 64131
(39.0075, -94.5529)"
"150072111","2015-10-07T00:00:00.000","13:59","2015-10-07T00:00:00.000","13:55",,,"802","13B","Non Agg Assault Dome","311","N ASKEW AV and GLADSTONE BL","KANSAS CITY","64124","PJ0200","EPD","U","1","ARR","W","M","24","N","39.1152","-94.5386","N ASKEW BL KANSAS CITY
, AV 64124
(39.1152, -94.5386)"
"150052109","2015-07-26T00:00:00.000","17:47","2015-07-26T00:00:00.000","17:47",,,"1849","35A","Possession/Sale/Dist","542","E BANNISTER RD and BENNINGTON AV","KANSAS CITY","64138","PJ6497","SPD","U","1","VIC",,,,"N","38.9526","-94.512","E BANNISTER KANSAS CITY
, RD 64138
(38.9526, -94.512)"
"150031023","2015-05-07T00:00:00.000","19:49","2015-05-07T00:00:00.000","19:49",,,"1651","40A","Prostitution/Solicit","121","BROOKLYN AV and LEXINGTON AV","KANSAS CITY","64127","PJ0351","CPD","U","1","ARR","B","F","33","N","39.1111","-94.5556","BROOKLYN KANSAS CITY
, AV 64127
(39.1111, -94.5556)"
"150090618","2015-12-16T00:00:00.000","14:36","2015-12-16T00:00:00.000","14:36",,,"2402","90C","Disorderly Conduct","134","BROADWAY and WARD PK S","KANSAS CITY","64112","PJ3793","CPD","U","1","VIC",,,,"N","39.0405","-94.5917","BROADWAY S KANSAS CITY
,  64112
(39.0405, -94.5917)"
"150015826","2015-03-07T00:00:00.000","13:06","2015-03-07T00:00:00.000","13:05",,,"1849","35A","Possession/Sale/Dist","133","BALTIMORE AV and WESTPORT RD","KANSAS CITY","64111","PJ3132","CPD","N","1","VIC","B","M","58","N","39.0548","-94.5874","BALTIMORE KANSAS CITY
, AV 64111
(39.0548, -94.5874)"
"150041363","2015-06-16T00:00:00.000","20:42","2015-06-16T00:00:00.000","20:42",,,"840","90Z","resist","334","CLEVELAND AV and E EMANUEL CLEAVER II BL E","KANSAS CITY","64130","PJ3871","EPD","U","1","ARR","W","M","39","N","39.0383","-94.5406","E CLEVELAND CLEAVER II BL E KANSAS CITY
, AV 64130
(39.0383, -94.5406)"
"150049427","2015-07-16T00:00:00.000","21:48","2015-07-16T00:00:00.000","21:48",,,"1850","35B","Possession of Drug E","314","INDEPENDENCE AV and MYRTLE AV","KANSAS CITY","64124","PJ0630","EPD","U","2","VIC","U","M",,"N","39.1058","-94.5354","INDEPENDENCE KANSAS CITY
, AV 64124
(39.1058, -94.5354)"
"150089627","2015-12-12T00:00:00.000","19:37","2015-12-12T00:00:00.000","19:37",,,"302","120","Armed Robbery","121","LEXINGTON AV and PROSPECT AV","KANSAS CITY","64108","PJ0329","CPD","N","2","VIC","U","M","36","Y","39.1108","-94.5506","LEXINGTON KANSAS CITY
, AV 64108
(39.1108, -94.5506)"
"150021878","2015-04-01T00:00:00.000","13:32","2015-04-01T00:00:00.000","13:32",,,"690","23H","Stealing All Other","134","E EMANUEL CLEAVER II BL and TROOST AV","KANSAS CITY","64109","PJ3708","CPD","U","1","SUS","U","U",,"N","39.0633","-94.573","E EMANUEL CLEAVER BL KANSAS CITY
, II 64109
(39.0633, -94.573)"
"150089125","2015-12-10T00:00:00.000","19:14","2015-12-10T00:00:00.000","19:14",,,"1652","40C","Prostitution/Patroni","121","INDEPENDENCE AV and PARK AV","KANSAS CITY","64123","PJ0554","CPD","U","1","VIC",,,,"N","39.1065","-94.5545","INDEPENDENCE KANSAS CITY
, AV 64123
(39.1065, -94.5545)"
"150079579","2015-11-04T00:00:00.000","8:59","2015-11-04T00:00:00.000","8:50",,,"802","13B","Non Agg Assault Dome","141","E ARMOUR BL and TROOST AV","KANSAS CITY","64109","PJ2776","CPD","U","2","VIC","B","F",,"N","39.0632","-94.5717","E ARMOUR KANSAS CITY
, BL 64109
(39.0632, -94.5717)"
"150029660","2015-05-02T00:00:00.000","22:00","2015-05-02T00:00:00.000","22:00",,,"1849","35A","Possession/Sale/Dist","322","HARDESTY AV and E TRUMAN RD","KANSAS CITY","64129","PJ1303","EPD","U","1","VIC",,,,"N","39.0941","-94.5194","E HARDESTY KANSAS CITY
, AV 64129
(39.0941, -94.5194)"
"150069635","2015-09-28T00:00:00.000","10:49","2015-09-25T00:00:00.000","22:00","2015-09-25T00:00:00.000","22:10","690","23H","Stealing All Other","322","HARDESTY AV and E TRUMAN RD","KANSAS CITY","64127","PJ1303","EPD","U","1","SUS","U","U",,"N","39.0941","-94.5194","E HARDESTY KANSAS CITY
, AV 64127
(39.0941, -94.5194)"
"150084552","2015-11-20T00:00:00.000","8:25","2015-11-20T00:00:00.000","8:25",,,"690","23H","Stealing All Other","113","TROOST AV and E TRUMAN RD","KANSAS CITY","64106","PJ1310","CPD","U","1","VIC","W","M","59","N","39.0954","-94.5701","E TROOST KANSAS CITY
, AV 64106
(39.0954, -94.5701)"
"150040282","2015-06-12T00:00:00.000","19:19","2015-06-12T00:00:00.000","19:19",,,"2601","90Z","Misc Violation","121","BROOKLYN AV and INDEPENDENCE AV","KANSAS CITY","64127","PJ0569","CPD","U","1","VIC",,,,"N","39.1065","-94.5557","BROOKLYN KANSAS CITY
, AV 64127
(39.1065, -94.5557)"
"150057928","2015-08-16T00:00:00.000","21:51","2015-08-16T00:00:00.000","21:51",,,"1849","35A","Possession/Sale/Dist","311","N MONROE AV and ST JOHN AV","KANSAS CITY","64124","PJ0282","EPD","U","1","ARR","W","M","55","N","39.1131","-94.5373","N MONROE KANSAS CITY
, AV 64124
(39.1131, -94.5373)"
"150063168","2015-09-05T00:00:00.000","2:30","2015-09-05T00:00:00.000","2:30",,,"2655","90J","Trespassing","133","BROADWAY and WESTPORT RD","KANSAS CITY","64110","PJ3229","CPD","U","1","VIC",,,,"N","39.0489","-94.5743","BROADWAY KANSAS CITY
,  64110
(39.0489, -94.5743)"
"150079277","2015-11-03T00:00:00.000","10:42","2015-11-03T00:00:00.000","6:30","2015-11-03T00:00:00.000","9:00","640","23F","Stealing From Auto","234","E BANNISTER RD and BLUE RIVER RD","KANSAS CITY","64134","PJ6468","MPD","U","1","SUS","U","U",,"N","38.954","-94.5573","E BANNISTER KANSAS CITY
, RD 64134
(38.954, -94.5573)"
"150019852","2015-03-24T00:00:00.000","0:48","2015-03-24T00:00:00.000","0:45",,,"1850","35B","Possession of Drug E","341","FREMONT AV and E TRUMAN RD","KANSAS CITY","64127","PJ1383","EPD","U","1","ARR","W","M","20","N","39.0938","-94.5079","E FREMONT KANSAS CITY
, AV 64127
(39.0938, -94.5079)"
"150025762","2015-04-11T00:00:00.000","1:21","2015-04-11T00:00:00.000","1:21",,,"2655","90J","Trespassing","313","BENTON BL and INDEPENDENCE AV","KANSAS CITY","64123","PJ0609","EPD","U","1","VIC","B","F","38","N","39.1061","-94.5446","BENTON KANSAS CITY
, BL 64123
(39.1061, -94.5446)"
"150041293","2015-06-16T00:00:00.000","15:54","2015-06-16T00:00:00.000","15:54",,,"2402","90C","Disorderly Conduct","313","BENTON BL and INDEPENDENCE AV","KANSAS CITY","64124","PJ0609","EPD","U","1","VIC",,,,"N","39.1061","-94.5446","BENTON KANSAS CITY
, BL 64124
(39.1061, -94.5446)"
"150007314","2015-01-30T00:00:00.000","23:13","2015-01-30T00:00:00.000","23:13",,,"3067",,"Suicide By Sleeping","632","N CHOUTEAU TF and NE PARVIN RD","KANSAS CITY","64117","PC1324","SCP","U","1","VIC","W","M","31","N","39.173","-94.5246","N CHOUTEAU TF KANSAS CITY
, NE 64117
(39.173, -94.5246)"
"150089425","2015-12-11T00:00:00.000","21:09",,,,,"2100","90D","Driving Under Influe","331","E LINWOOD BL and MONTGALL AV","KANSAS CITY","64128","PJ2575","EPD","U","1","VIC",,,,"N","39.068","-94.5518","E LINWOOD KANSAS CITY
, BL 64128
(39.068, -94.5518)"
"150041785","2015-06-18T00:00:00.000","13:48","2015-06-18T00:00:00.000","13:30",,,"801","13B","Non Aggravated Assau","121","INDEPENDENCE AV and TRACY AV","KANSAS CITY","64124","PJ0506","CPD","U","2","SUS","B","M",,"N","39.1069","-94.5666","INDEPENDENCE KANSAS CITY
, AV 64124
(39.1069, -94.5666)"
"150022214","2015-04-02T00:00:00.000","17:29","2015-04-02T00:00:00.000","17:29",,,"1849","35A","Possession/Sale/Dist","121","HIGHLAND AV and INDEPENDENCE AV","KANSAS CITY","64106","PJ0534","CPD","U","1","VIC",,,,"N","39.1067","-94.5621","HIGHLAND KANSAS CITY
, AV 64106
(39.1067, -94.5621)"
"150083294","2015-11-18T00:00:00.000","0:56","2015-11-18T00:00:00.000","0:56",,,"401","13A","Aggravated Assault (","231","CLEVELAND AV and E GREGORY BL","KANSAS CITY","64132","PJ5365","MPD","N","1","VIC","W","M","32","Y","38.9983","-94.5429","E CLEVELAND BL KANSAS CITY
, AV 64132
(38.9983, -94.5429)"
"150046147","2015-07-05T00:00:00.000","2:14","2015-07-05T00:00:00.000","2:14",,,"401","13A","Aggravated Assault (","133","BROADWAY and WESTPORT RD","KANSAS CITY","64111","PJ3229","CPD","N","3","VIC","B","M","25","Y","39.0533","-94.5906","BROADWAY KANSAS CITY
,  64111
(39.0533, -94.5906)"
"150024811","2015-04-13T00:00:00.000","16:38","2015-04-09T00:00:00.000","16:00","2015-04-10T00:00:00.000","8:00","702","240","Auto Theft","134","HOLLY ST and WARD PKWY S","KANSAS CITY","64111","PJ3895","CPD","U","1","SUS","U","U",,"N","39.0517","-94.5958","HOLLY S KANSAS CITY
, ST 64111
(39.0517, -94.5958)"
"150019366","2015-03-21T00:00:00.000","23:26","2015-03-21T00:00:00.000","23:26",,,"301","120","Strong Arm Robbery","315","INDEPENDENCE AV and WILSON AV","KANSAS CITY","64123","PJ0649","EPD","N","2","SUS","W","M",,"N","39.105","-94.5144","INDEPENDENCE KANSAS CITY
, AV 64123
(39.105, -94.5144)"
"150074864","2015-10-17T00:00:00.000","23:25","2015-10-17T00:00:00.000","23:25",,,"840","90Z","Resisting an Officer","314","ANDERSON AV and HARDESTY AV","KANSAS CITY","64123","PJ0373","EPD","U","1","VIC",,,,"N","39.1106","-94.5188","ANDERSON KANSAS CITY
, AV 64123
(39.1106, -94.5188)"
"150083758","2015-11-19T00:00:00.000","19:24","2015-11-19T00:00:00.000","19:24",,,"801","13B","Non Aggravated Assau","314","JACKSON AV and SMART AV","KANSAS CITY","64123","PJ0414","EPD","N","2","VIC","W","F","21","N","39.1093","-94.5328","JACKSON KANSAS CITY
, AV 64123
(39.1093, -94.5328)"
"150067366","2015-09-20T00:00:00.000","6:15","2015-09-20T00:00:00.000","5:15",,,"1401","290","Property Damage","212","E GREGORY BL and JACKSON AV","KANSAS CITY","64130","PJ5364","MPD","N","1","VIC","B","M","47","N","38.9976","-94.5384","E GREGORY KANSAS CITY
, BL 64130
(38.9976, -94.5384)"
"150044472","2015-06-28T00:00:00.000","17:15","2015-06-28T00:00:00.000","17:15",,,"1849","35A","Possession/Sale/Dist","144","E EMANUEL CLEAVER II BL and PASEO","KANSAS CITY","64109","PJ3729","CPD","U","1","ARR","B","M","30","N","39.0633","-94.573","E EMANUEL CLEAVER BL KANSAS CITY
, II 64109
(39.0633, -94.573)"
"150016148","2015-03-08T00:00:00.000","21:04","2015-03-07T00:00:00.000","22:00","2015-03-08T00:00:00.000","8:30","702","240","Auto Theft","313","BELLEFONTAINE AVE and INDEPENDENCE BLVD","KANSAS CITY","64124","PJ0496","EPD","U","1","SUS","U","U",,"N","39.1062","-94.5469","BELLEFONTAINE AVE KANSAS CITY
,  64124
(39.1062, -94.5469)"
"150074393","2015-10-16T00:00:00.000","2:48","2015-10-16T00:00:00.000","2:48",,,"840","90Z","Resisting an Officer","133","PENNSYLVANIA AV and WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","U","1","ARR","B","M","22","N","39.0529","-94.5915","PENNSYLVANIA KANSAS CITY
, AV 64111
(39.0529, -94.5915)"
"150079963","2015-11-05T00:00:00.000","14:26","2015-11-05T00:00:00.000","14:26",,,"2402","90C","Disorderly Conduct","121","BROOKLYN AV and INDEPENDENCE AV","KANSAS CITY","64106","PJ0569","CPD","U","1","ARR","B","M","30","N","39.1065","-94.5557","BROOKLYN KANSAS CITY
, AV 64106
(39.1065, -94.5557)"
"150043523","2015-06-25T00:00:00.000","2:19","2015-06-25T00:00:00.000","2:19",,,"1850","35B","Possession of Drug E","313","INDEPENDENCE AV and INDIANA AV","KANSAS CITY","64124","PJ0613","EPD","U","2","VIC","A","M","40","N","39.106","-94.5423","INDEPENDENCE KANSAS CITY
, AV 64124
(39.106, -94.5423)"
"150029823","2015-05-03T00:00:00.000","16:19","2015-05-03T00:00:00.000","16:10",,,"2661","100","Kidnapping/Abduction","312","INDEPENDENCE AV S and WHITE AV","KANSAS CITY","64125","PJ0695","EPD","N","1","SUS","W","M",,"N","39.1049","-94.5112","INDEPENDENCE S KANSAS CITY
, AV 64125
(39.1049, -94.5112)"
"150066582","2015-09-17T00:00:00.000","16:00","2015-09-16T00:00:00.000","15:00","2015-09-17T00:00:00.000","9:00","702","240","Auto Theft","242","BRUCE R WATKINS DR and E GREGORY BL","KANSAS CITY","64132","PJ5548","MPD","U","1","VIC","B","F","58","N","38.998","-94.556","E BRUCE R WATKINS BL KANSAS CITY
, DR 64132
(38.998, -94.556)"
"150072121","2015-10-07T00:00:00.000","14:38","2015-10-07T00:00:00.000","14:38",,,"1849","35A","Possession/Sale/Dist","141","GILLHAM RD and E LINWOOD BL","KANSAS CITY","64111","PJ2537","CPD","U","1","VIC",,,,"N","39.0689","-94.5778","E GILLHAM BL KANSAS CITY
, RD 64111
(39.0689, -94.5778)"
"150015897","2015-03-07T00:00:00.000","17:00","2015-03-07T00:00:00.000","17:00",,,"2403","90E","Drunkenness","315","INDEPENDENCE AV and TOPPING AV","KANSAS CITY","64123","PJ0661","EPD","U","1","VIC",,,,"N","39.105","-94.5144","INDEPENDENCE KANSAS CITY
, AV 64123
(39.105, -94.5144)"
"150008789","2015-02-05T00:00:00.000","22:53","2015-02-05T00:00:00.000","22:53",,,"1849","35A","Possession/Sale/Dist","334","CLEVELAND AV and E EMANUEL CLEAVER II BL E","KANSAS CITY","64130","PJ3871","EPD","U","1","VIC",,,,"N","39.0383","-94.5406","E CLEVELAND CLEAVER II BL E KANSAS CITY
, AV 64130
(39.0383, -94.5406)"
"150087509","2015-12-04T00:00:00.000","19:35","2015-12-04T00:00:00.000","19:35",,,"301","120","Strong Arm Robbery","141","HOLMES ST and E LINWOOD BL","KANSAS CITY","64111","PJ2531","CPD","U","1","SUS","B","M",,"N","39.0689","-94.5766","E HOLMES BL KANSAS CITY
, ST 64111
(39.0689, -94.5766)"
"150066365","2015-09-16T00:00:00.000","20:29","2015-09-16T00:00:00.000","20:29",,,"802","13B","Non Agg Assault Dome","121","INDEPENDENCE AV and WOODLAND AV","KANSAS CITY","99999","PJ0534","CPD","U","1","SUS","B","M","49","N","39.1067","-94.5601","INDEPENDENCE KANSAS CITY
, AV 99999
(39.1067, -94.5601)"
"150060672","2015-08-26T00:00:00.000","22:49","2015-08-26T00:00:00.000","22:30",,,"302","120","Armed Robbery","334","E EMANUEL CLEAVER II BL and PROSPECT AV","KANSAS CITY","64128","PJ3725","EPD","N","1","VIC","B","M","23","Y","39.0697","-94.5473","E EMANUEL CLEAVER BL KANSAS CITY
, II 64128
(39.0697, -94.5473)"
"150047956","2015-07-11T00:00:00.000","18:02",,,,,"401","13A","Aggravated Assault (","123","TROOST LAKE DR and VINE ST","KANSAS CITY","64128","PJ2261","CPD","U","2","SUS","B","F",,"N","39.0752","-94.5642","TROOST LAKE KANSAS CITY
, DR 64128
(39.0752, -94.5642)"
"150000265","2015-01-02T00:00:00.000","3:42","2015-01-02T00:00:00.000","3:42",,,"620","23B","Stealing Purse Snatc","334","AGNES AV and SWOPE PK","KANSAS CITY","65130","PJ3880","EPD","U","1","VIC","B","F","29","N","39.103","-94.5831","AGNES KANSAS CITY
, AV 65130
(39.103, -94.5831)"
"150052820","2015-07-29T00:00:00.000","5:32","2015-07-29T00:00:00.000","5:00",,,"301","120","Strong Arm Robbery","341","EWING AV and E TRUMAN RD","KANSAS CITY","64128","PJ1388","EPD","N","2","SUS","B","M",,"N","39.0937","-94.5035","E EWING KANSAS CITY
, AV 64128
(39.0937, -94.5035)"
"150032596","2015-05-14T00:00:00.000","2:05","2015-05-14T00:00:00.000","2:04",,,"3079",,"Attempt Suicide by O","141","CHARLOTTE ST and E LINWOOD BL","KANSAS CITY","64119","PJ2534","CPD","U","1","VIC","W","M","41","N","39.0688","-94.5755","E CHARLOTTE BL KANSAS CITY
, ST 64119
(39.0688, -94.5755)"
"150055510","2015-08-07T00:00:00.000","19:50","2015-08-05T00:00:00.000","19:00",,,"702","240","Auto Theft","314","INDEPENDENCE AV and MYRTLE AV","KANSAS CITY","64123","PJ0602","EPD","U","1","VIC","W","M","37","N","39.1058","-94.5354","INDEPENDENCE KANSAS CITY
, AV 64123
(39.1058, -94.5354)"
"150048580","2015-07-14T00:00:00.000","4:09","2015-07-14T00:00:00.000","0:40",,,"301","120","Strong Arm Robbery","121","INDEPENDENCE AV and WOODLAND AV","KANSAS CITY","64108","PJ0534","CPD","U","1","SUS","B","M",,"N","39.1067","-94.5601","INDEPENDENCE KANSAS CITY
, AV 64108
(39.1067, -94.5601)"
"150040618","2015-06-14T00:00:00.000","3:14","2015-06-14T00:00:00.000","3:14",,,"2100","90D","Driving Under Influe","421","NW BELVIDERE PK and N RHODE AV","KANSAS CITY","64151","PP0489","NPD","U","1","VIC",,,,"N","39.2047","-94.6301","N BELVIDERE PK KANSAS CITY
, NW 64151
(39.2047, -94.6301)"
"150084225","2015-11-21T00:00:00.000","16:28","2015-11-21T00:00:00.000","16:00",,,"401","13A","Aggravated Assault (","121","INDEPENDENCE AV and MAPLE BL","KANSAS CITY","64124","PJ0571","CPD","N","3","SUS","B","F",,"N","39.1066","-94.5586","INDEPENDENCE BL KANSAS CITY
, AV 64124
(39.1066, -94.5586)"
"150031223","2015-05-08T00:00:00.000","15:16","2015-05-08T00:00:00.000","15:16",,,"1652","40C","Prostitution/Patroni","313","INDEPENDENCE AV and CLEVELAND AV","KANSAS CITY","64127","PJ0754","EPD","U","1","VIC",,,,"N","39.1059","-94.5372","INDEPENDENCE KANSAS CITY
, AV 64127
(39.1059, -94.5372)"
"150087793","2015-12-05T00:00:00.000","21:41","2015-12-05T00:00:00.000","21:41",,,"1849","35A","Possession/Sale/Dist","334","E EMANUEL CLEAVER II BL and PROSPECT AV","KANSAS CITY","64130","PJ3725","EPD","U","1","VIC",,,,"N","39.0411","-94.5544","E EMANUEL CLEAVER BL KANSAS CITY
, II 64130
(39.0411, -94.5544)"
"150000474","2015-01-02T00:00:00.000","22:09","2015-01-02T00:00:00.000","22:00",,,"799",,"Auto Theft Outside S","344","OZARK RD and RAYTOWN RD","KANSAS CITY","64133","PJ3667","EPD","U","1","VIC","U","F",,"N","39.0435","-94.4861","OZARK KANSAS CITY
, RD 64133
(39.0435, -94.4861)"
"150035889","2015-05-27T00:00:00.000","17:49","2015-05-27T00:00:00.000","14:31",,,"799",,"Auto Theft Outside S","311","N ELMWOOD AV and ST JOHN AV","KANSAS CITY","64123","PJ0297","EPD","U","1","VIC",,,,"N","39.1128","-94.528","N ELMWOOD KANSAS CITY
, AV 64123
(39.1128, -94.528)"
"150032852","2015-05-15T00:00:00.000","2:20","2015-05-15T00:00:00.000","2:20","2015-05-15T00:00:00.000","3:13","1850","35B","Possession of Drug E","242","BRUCE R WATKINS DR and E GREGORY BL","KANSAS CITY","64131","PJ5548","MPD","U","1","VIC",,,,"N","38.998","-94.556","E BRUCE R WATKINS BL KANSAS CITY
, DR 64131
(38.998, -94.556)"
"150005217","2015-01-22T00:00:00.000","23:30","2015-01-22T00:00:00.000","23:30",,,"2100","90D","Driving Under Influe","113","E TRUMAN RD and WALNUT ST","KANSAS CITY","64112","PJ1306","CPD","U","1","ARR","W","M","38","N","39.0957","-94.5823","E TRUMAN KANSAS CITY
, RD 64112
(39.0957, -94.5823)"
"150051475","2015-07-24T00:00:00.000","1:18","2015-07-24T00:00:00.000","1:18",,,"840","90Z","Resisting an Officer","133","BROADWAY and WESTPORT RD","KANSAS CITY","64111","PJ3229","CPD","U","1","VIC",,,,"N","39.0533","-94.5906","BROADWAY KANSAS CITY
,  64111
(39.0533, -94.5906)"
"150059240","2015-08-21T00:00:00.000","15:34","2015-08-21T00:00:00.000","15:34",,,"2601","90Z","Misc Violation","144","PROSPECT AV and SWOPE PK","KANSAS CITY","64130","PJ3813","CPD","U","2","SUS","B","F","43","N","39.0389","-94.5545","PROSPECT KANSAS CITY
, AV 64130
(39.0389, -94.5545)"
"150035983","2015-05-27T00:00:00.000","17:54","2015-05-27T00:00:00.000","17:54","2015-05-27T00:00:00.000","17:54","1849","35A","Possession/Sale/Dist","314","HARDESTY AV and THOMPSON AV","KANSAS CITY","64123","PJ0538","EPD","U","1","VIC",,,,"N","39.1071","-94.519","HARDESTY KANSAS CITY
, AV 64123
(39.1071, -94.519)"
"150005977","2015-01-25T00:00:00.000","21:58","2014-01-25T00:00:00.000","21:58",,,"1849","35A","Possession/Sale/Dist","315","N OAKLEY AV and ST JOHN AV","KANSAS CITY","64124","PJ0299","EPD","U","1","VIC","U","U",,"N","39.1124","-94.5163","N OAKLEY KANSAS CITY
, AV 64124
(39.1124, -94.5163)"
"150062435","2015-09-02T00:00:00.000","13:36","2015-09-02T00:00:00.000","13:36",,,"799",,"Auto Theft Outside S","634","N CHOUTEAU TF and NE VIVION RD","KANSAS CITY","64119","PC0788","SCP","U","1","VIC","U","U",,"N","39.2019","-94.5415","N CHOUTEAU TF KANSAS CITY
, NE 64119
(39.2019, -94.5415)"
"150045074","2015-06-30T00:00:00.000","19:30","2015-06-30T00:00:00.000","19:30",,,"2601","90Z","Misc Violation","311","N CHOUTEAU TF and GARDNER AV","KANSAS CITY","64123","PJ0072","EPD","U","1","VIC",,,,"N","39.1129","-94.534","N CHOUTEAU KANSAS CITY
, TF 64123
(39.1129, -94.534)"
"150087281","2015-12-03T00:00:00.000","22:25","2015-12-03T00:00:00.000","22:25",,,"401","13A","Aggravated Assault (","543","CRYSTAL AV and LONGVIEW RD","KANSAS CITY","64134","PJ7178","SPD","U","2","SUS","B","M",,"N","38.915","-94.5066","CRYSTAL KANSAS CITY
, AV 64134
(38.915, -94.5066)"
"150034956","2015-05-23T00:00:00.000","16:45","2015-05-23T00:00:00.000","14:00",,,"301","120","Strong Arm Robbery","313","INDEPENDENCE AV and MONROE AV","KANSAS CITY","64124","PJ0623","EPD","U","1","SUS","U","M",,"N","39.1059","-94.5387","INDEPENDENCE KANSAS CITY
, AV 64124
(39.1059, -94.5387)"
"150011838","2015-02-19T00:00:00.000","3:06","2015-02-19T00:00:00.000","3:06",,,"1849","35A","Possession/Sale/Dist","315","THOMPSON AV and TOPPING AV","KANSAS CITY","64127","PJ0547","EPD","U","1","ARR","W","M","20","N","39.1069","-94.5144","THOMPSON KANSAS CITY
, AV 64127
(39.1069, -94.5144)"
"150065007","2015-09-11T00:00:00.000","21:17","2015-09-11T00:00:00.000","21:17",,,"2402","90C","Disorderly Conduct","234","E BANNISTER RD and HARRISON ST","KANSAS CITY","64131","PJ6368","MPD","N","4","ARR","B","F",,"N","38.9554","-94.5785","E BANNISTER KANSAS CITY
, RD 64131
(38.9554, -94.5785)"
"150039460","2015-06-09T00:00:00.000","22:17","2015-06-09T00:00:00.000","22:17",,,"2655","90J","Trespassing","121","BROOKLYN AV and INDEPENDENCE AV","KANSAS CITY","64106","PJ0569","CPD","U","1","ARR","B","M","27","N","39.1065","-94.5557","BROOKLYN KANSAS CITY
, AV 64106
(39.1065, -94.5557)"
"150009304","2015-02-07T00:00:00.000","23:10","2015-02-07T00:00:00.000","23:10",,,"1850","35B","Possession of Drug E","121","INDEPENDENCE AV and MAPLE BL","KANSAS CITY","64106","PJ0571","CPD","U","1","ARR","B","M","41","N","39.1066","-94.5586","INDEPENDENCE BL KANSAS CITY
, AV 64106
(39.1066, -94.5586)"
"150028756","2015-04-29T00:00:00.000","8:19","2015-04-29T00:00:00.000","8:19",,,"1849","35A","Possession/Sale/Dist","641","N DENVER AV and NE VIVION RD","KANSAS CITY","64119","PC0800","SCP","U","1","ARR","W","M","30","N","39.188","-94.5189","N DENVER AV KANSAS CITY
, NE 64119
(39.188, -94.5189)"
"150081701","2015-11-12T00:00:00.000","0:37","2015-11-12T00:00:00.000","0:37",,,"1849","35A","Possession/Sale/Dist","544","BLUE PK E and NOLAND RD","KANSAS CITY","64141","PJ6270","SPD","U","1","VIC",,,,"N","39.0838","-94.5843","BLUE E KANSAS CITY
, PK 64141
(39.0838, -94.5843)"
"150040513","2015-06-13T00:00:00.000","17:16","2015-06-13T00:00:00.000","17:00",,,"840","90Z","Resisting an Officer","999","S FOREST AV and E INDEPENDENCE AV","INDEPENDENCE","64106","PJX007","OSPD","U","1","VIC",,,,"N","39.1022","-94.4361","S E FOREST INDEPENDENCE
, AV 64106
(39.1022, -94.4361)"
"150043479","2015-06-24T00:00:00.000","20:39","2015-06-24T00:00:00.000","20:39",,,"640","23F","Stealing From Auto","121","HARRISON ST and E MISSOURI AV","KANSAS CITY","64124","PJ0437","CPD","U","1","VIC","W","F","55","N","39.1084","-94.5516","E HARRISON KANSAS CITY
, ST 64124
(39.1084, -94.5516)"
"150073867","2015-10-13T00:00:00.000","20:23","2015-10-13T00:00:00.000","19:20",,,"1120","26A","Fraud/Confidence Gam","121","INDEPENDENCE AV and PASEO","KANSAS CITY","64106","PJ0561","CPD","U","1","VIC","W","M","25","N","39.1068","-94.5639","INDEPENDENCE KANSAS CITY
, AV 64106
(39.1068, -94.5639)"
"150024627","2015-04-12T00:00:00.000","22:04","2015-04-12T00:00:00.000","22:04",,,"1849","35A","Possession/Sale/Dist","342","LEEDS RD and FARLEY AV","KANSAS CITY","64144","PJ3163","EPD","U","1","VIC",,,,"N","39.0564","-94.4787","LEEDS KANSAS CITY
, RD 64144
(39.0564, -94.4787)"
"150061780","2015-08-31T00:00:00.000","10:00","2015-08-31T00:00:00.000","10:00",,,"840","90Z","Resisting an Officer","141","E ARMOUR BL and TROOST AV","KANSAS CITY","64109","PJ2776","CPD","U","1","VIC",,,,"N","39.0632","-94.5717","E ARMOUR KANSAS CITY
, BL 64109
(39.0632, -94.5717)"
"150086414","2015-11-30T00:00:00.000","21:49","2015-11-29T00:00:00.000","19:45","2015-11-30T00:00:00.000","20:45","702","240","Auto Theft","241","BRUCE R WATKINS DR and E MEYER BL","KANSAS CITY","64130","PJ5066","MPD","U","1","VIC","B","M","39","N","39.0076","-94.5553","E BRUCE R WATKINS BL KANSAS CITY
, DR 64130
(39.0076, -94.5553)"
