"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code_1","rep_dist_1","area_1","dvflag_1","invl_no_1","involvement_1","race_1","sex_1","age_1","firearm_used_flag","latitude","longitude","location_1"
"150000992","2015-01-05T00:00:00.000","11:38","2015-01-03T00:00:00.000","13:00","2015-01-03T00:00:00.000","23:00","1401","290","Property Damage","133","BROADWAY and J C NICHOLS PK","KANSAS CITY","64114","PJ3402","CPD","U","1","VIC","B","M","28","N","38.9454","-94.5976","BROADWAY KANSAS CITY
,  64114
(38.9454, -94.5976)"
"150056072","2015-08-09T00:00:00.000","23:43","2015-08-09T00:00:00.000","23:43",,,"1849","35A","Possession/Sale/Dist","533","BLUE RIVER RD and E RED BRIDGE TE","KANSAS CITY","64114","PJ7158","SPD","U","1","ARR","W","F","18","N","38.9454","-94.5976","E BLUE RIVER TE KANSAS CITY
, RD 64114
(38.9454, -94.5976)"
"150056879","2015-08-13T00:00:00.000","0:20","2015-08-12T00:00:00.000","16:30","2015-08-12T00:00:00.000","23:45","201","11A","Rape","542","E BANNISTER RD and BLUE RIDGE BL","KANSAS CITY","64138","PJ6481","SPD","N","1","VIC","W","F","38","N","38.9524","-94.5079","E BANNISTER BL KANSAS CITY
, RD 64138
(38.9524, -94.5079)"
"150038373","2015-06-05T00:00:00.000","18:38","2015-06-05T00:00:00.000","18:38",,,"1850","35B","Possession of Drug E","123","TROOST LAKE DR and VINE ST","KANSAS CITY","64108","PJ2261","CPD","U","1","ARR","B","M","59","N","39.0752","-94.5642","TROOST LAKE KANSAS CITY
, DR 64108
(39.0752, -94.5642)"
"150006839","2015-01-29T00:00:00.000","8:30","2015-01-29T00:00:00.000","8:00",,,"401","13A","Aggravated Assault (","331","INDIANA AV and E LINWOOD BL","KANSAS CITY","64128","PJ2610","EPD","U","3","SUS","B","M",,"N","39.0677","-94.5437","E INDIANA BL KANSAS CITY
, AV 64128
(39.0677, -94.5437)"
"150038764","2015-06-07T00:00:00.000","14:24","2015-06-07T00:00:00.000","14:22",,,"401","13A","Aggravated Assault (","114","AVENIDA CESAR CHAVEZ and WEST BLUFF DR","KANSAS CITY","64108","PJ1675","CPD","U","1","SUS","B","M","20","Y","39.0891","-94.5855","AVENIDA CESAR CHAVEZ KANSAS CITY
, DR 64108
(39.0891, -94.5855)"
"150070971","2015-10-03T00:00:00.000","3:32","2015-10-03T00:00:00.000","3:32",,,"2601","90Z","Misc Violation","121","INDEPENDENCE AV and MAPLE BL","KANSAS CITY","64106","PJ0571","CPD","U","1","VIC","B","M","59","N","39.1066","-94.5586","INDEPENDENCE BL KANSAS CITY
, AV 64106
(39.1066, -94.5586)"
"150021962","2015-04-01T00:00:00.000","18:46","2015-04-01T00:00:00.000","18:45",,,"2655","90J","Trespassing","134","E EMANUEL CLEAVER II BL and TROOST AV","KANSAS CITY","64130","PJ3708","CPD","U","2","VIC",,,,"N","39.037","-94.5474","E EMANUEL CLEAVER BL KANSAS CITY
, II 64130
(39.037, -94.5474)"
"150022755","2015-04-04T00:00:00.000","22:59","2015-04-04T00:00:00.000","22:59",,,"2100","90D","Driving Under Influe","131","W LINWOOD BL and MAIN ST","KANSAS CITY","99999","PJ2574","CPD","U","1","ARR","B","M","31","N","39.0683","-94.5854","W LINWOOD KANSAS CITY
, BL 99999
(39.0683, -94.5854)"
"150016828","2015-03-11T00:00:00.000","14:08","2015-03-11T00:00:00.000","14:08",,,"1850","35B","Possession of Drug E","535","MCGEE ST and WOODBRIDGE LN","KANSAS CITY","99999","PJ7385","SPD","U","1","VIC",,,,"N","38.892","-94.5905","MCGEE KANSAS CITY
, ST 99999
(38.892, -94.5905)"
"150081492","2015-11-11T00:00:00.000","9:31","2015-11-11T00:00:00.000","9:31",,,"1849","35A","Possession/Sale/Dist","125","BROOKLYN AV and E LINWOOD BL","KANSAS CITY","64109","PJ2561","CPD","U","1","VIC",,,,"N","39.0682","-94.5576","E BROOKLYN BL KANSAS CITY
, AV 64109
(39.0682, -94.5576)"
"150018410","2015-03-17T00:00:00.000","22:05","2015-03-17T00:00:00.000","22:05",,,"2100","90D","Driving Under Influe","123","MICHIGAN AV and E TRUMAN RD","KANSAS CITY","64106","PJ1329","CPD","U","1","ARR","W","M","24","N","39.095","-94.5598","E MICHIGAN KANSAS CITY
, AV 64106
(39.095, -94.5598)"
"150093086","2015-12-27T00:00:00.000","19:36","2015-12-27T00:00:00.000","17:30","2015-12-27T00:00:00.000","18:30","650","23G","Stealing Auto Parts/","341","TOPPING AV and E TRUMAN RD","KANSAS CITY","64127","PJ1314","EPD","U","1","SUS","U","U",,"N","39.094","-94.5147","E TOPPING KANSAS CITY
, AV 64127
(39.094, -94.5147)"
"150009062","2015-02-06T00:00:00.000","23:08","2015-02-06T00:00:00.000","23:08",,,"801","13B","Non Aggravated Assau","234","WARD PK N and WORNALL RD","KANSAS CITY","64112","PJ6344","MPD","U","1","SUS","W","F",,"N","39.0398","-94.5918","WARD N KANSAS CITY
, PK 64112
(39.0398, -94.5918)"
"150073263","2015-10-11T00:00:00.000","22:56","2015-10-11T00:00:00.000","22:56",,,"801","13B","Non Aggravated Assau","315","N OAKLEY AV and ST JOHN AV","KANSAS CITY","64123","PJ0299","EPD","U","1","SUS","B","M",,"N","39.1124","-94.5163","N OAKLEY KANSAS CITY
, AV 64123
(39.1124, -94.5163)"
"150010500","2015-02-12T00:00:00.000","23:56","2015-02-12T00:00:00.000","23:55",,,"1850","35B","Possession of Drug E","341","E TRUMAN RD and WINCHESTER AV","KANSAS CITY","64126","PJ1388","EPD","U","1","ARR","W","M","36","N","39.0936","-94.501","E TRUMAN KANSAS CITY
, RD 64126
(39.0936, -94.501)"
"150005718","2015-01-24T00:00:00.000","22:26","2015-01-24T00:00:00.000","22:20",,,"802","13B","Non Agg Assault Dome","541","E BANNISTER RD and DRURY AV","KANSAS CITY","64138","PJ6500","SPD","Y","1","ARR","B","M","27","N","38.9531","-94.5251","E BANNISTER KANSAS CITY
, RD 64138
(38.9531, -94.5251)"
"150031041","2015-05-07T00:00:00.000","20:47","2015-05-07T00:00:00.000","20:47",,,"801","13B","Non Aggravated Assau","232","E GREGORY BL and TROOST AV","KANSAS CITY","64130","PJ5360","MPD","N","1","VIC","B","M","55","N","38.9988","-94.5753","E GREGORY KANSAS CITY
, BL 64130
(38.9988, -94.5753)"
"150067394","2015-09-20T00:00:00.000","9:54","2015-09-18T00:00:00.000","16:00","2015-09-20T00:00:00.000","9:54","702","240","Auto Theft","141","E ARMOUR BL and KENWOOD AV","KANSAS CITY","64109","PJ2764","CPD","U","1","VIC","W","M","25","N","39.0635","-94.5775","E ARMOUR KANSAS CITY
, BL 64109
(39.0635, -94.5775)"
"150005902","2015-01-25T00:00:00.000","16:00","2015-01-25T00:00:00.000","14:00","2015-01-25T00:00:00.000","15:45","640","23F","Stealing From Auto","534","BLUE RIVER RD and MARTHA TRUMAN RD","KANSAS CITY","64137","PJ7217","SPD","U","2","VIC","W","M","27","N","38.9109","-94.5677","BLUE RIVER KANSAS CITY
, RD 64137
(38.9109, -94.5677)"
"150018647","2015-03-18T00:00:00.000","20:26","2015-03-18T00:00:00.000","20:26",,,"1850","35B","Possession of Drug E","411","NW HARLEM RD and N RICHARDS RD","KANSAS CITY","64116","PC1468","NPD","N","1","ARR","B","M","30","N","39.117","-94.5912","N HARLEM RD KANSAS CITY
, NW 64116
(39.117, -94.5912)"
"150012099","2015-02-20T00:00:00.000","4:02","2015-02-20T00:00:00.000","4:01",,,"1352","280","Stolen Property OFFE","134","E EMANUEL CLEAVER II BL and TROOST AV","KANSAS CITY","64130","PJ3708","CPD","U","1","VIC",,,,"N","39.037","-94.5474","E EMANUEL CLEAVER BL KANSAS CITY
, II 64130
(39.037, -94.5474)"
"150086771","2015-12-02T00:00:00.000","0:35","2015-12-02T00:00:00.000","0:35",,,"2402","90C","Disorderly Conduct","131","BROADWAY and W LINWOOD BL","KANSAS CITY","64109","PJ2652","CPD","U","1","VIC",,,,"N","39.0633","-94.573","W BROADWAY KANSAS CITY
, BL 64109
(39.0633, -94.573)"
"150046832","2015-07-07T00:00:00.000","10:53","2015-07-07T00:00:00.000","10:30",,,"801","13B","Non Aggravated Assau","344","BLUE RIDGE CUTOFF and RAYTOWN RD","KANSAS CITY","64133","PJ3815","EPD","U","1","SUS","W","M","20","N","39.0368","-94.4763","BLUE RIDGE CUTOFF KANSAS CITY
,  64133
(39.0368, -94.4763)"
"150047473","2015-07-09T00:00:00.000","19:53","2015-07-09T00:00:00.000","19:53",,,"801","13B","Non Aggravated Assau","125","GARFIELD AV and E LINWOOD BL","KANSAS CITY","64109","PJ2557","CPD","U","1","VIC","B","M","32","N","39.0683","-94.5587","E GARFIELD BL KANSAS CITY
, AV 64109
(39.0683, -94.5587)"
"150032960","2015-05-15T00:00:00.000","12:33","2015-05-15T00:00:00.000","12:33",,,"840","90Z","Resisting an Officer","311","N MONTGALL AV and NICHOLSON AV","KANSAS CITY","64120","PJ0085","EPD","U","1","VIC",,,,"N","39.1243","-94.5492","N MONTGALL KANSAS CITY
, AV 64120
(39.1243, -94.5492)"
"150039068","2015-06-08T00:00:00.000","17:33","2015-06-07T00:00:00.000","16:00","2015-06-08T00:00:00.000","17:00","650","23G","Stealing Auto Parts/","532","BLUE RIDGE BL and E RED BRIDGE RD","KANSAS CITY","64137","PJ6961","SPD","U","1","VIC","W","M","79","N","38.9225","-94.5093","E BLUE RIDGE KANSAS CITY
, BL 64137
(38.9225, -94.5093)"
"150078287","2015-10-30T00:00:00.000","14:53","2015-10-30T00:00:00.000","12:00","2015-10-30T00:00:00.000","12:20","690","23H","Stealing All Other","131","W LINWOOD BL and MAIN ST","KANSAS CITY","64105","PJ2574","CPD","U","1","VIC","W","M","28","N","39.0683","-94.5854","W LINWOOD KANSAS CITY
, BL 64105
(39.0683, -94.5854)"
"150021962","2015-04-01T00:00:00.000","18:46","2015-04-01T00:00:00.000","18:45",,,"2655","90J","Trespassing","134","E EMANUEL CLEAVER II BL and TROOST AV","KANSAS CITY","64130","PJ3708","CPD","U","1","VIC",,,,"N","39.037","-94.5474","E EMANUEL CLEAVER BL KANSAS CITY
, II 64130
(39.037, -94.5474)"
"150036811","2015-05-30T00:00:00.000","16:28","2015-05-30T00:00:00.000","16:28",,,"801","13B","Non Aggravated Assau","315","N LAWNDALE AV and ST JOHN AV","KANSAS CITY","64124","PJ0300","EPD","N","1","VIC","W","F","43","N","39.1124","-94.5152","N LAWNDALE KANSAS CITY
, AV 64124
(39.1124, -94.5152)"
"150079338","2015-11-03T00:00:00.000","15:27","2015-11-03T00:00:00.000","14:25",,,"801","13B","Non Aggravated Assau","115","MAIN ST and E PERSHING RD","KANSAS CITY","64108","PJ1906","CPD","N","1","VIC","B","F","21","N","39.084","-94.5841","E MAIN KANSAS CITY
, ST 64108
(39.084, -94.5841)"
"150008324","2015-02-04T00:00:00.000","9:03","2015-02-04T00:00:00.000","9:00",,,"690","23H","Stealing All Other","144","E EMANUEL CLEAVER II BL and PASEO","KANSAS CITY","64118","PJ3729","CPD","N","1","ARR","B","M","51","N","39.2055","-94.5823","E EMANUEL CLEAVER BL KANSAS CITY
, II 64118
(39.2055, -94.5823)"
"150087016","2015-12-02T00:00:00.000","21:30","2015-12-02T00:00:00.000","20:00",,,"690","23H","Stealing All Other","331","E LINWOOD BL and PROSPECT AV","KANSAS CITY","64128","PJ2572","EPD","U","1","ARR","B","M",,"N","39.068","-94.5529","E LINWOOD KANSAS CITY
, BL 64128
(39.068, -94.5529)"
"150060976","2015-08-28T00:00:00.000","0:38","2015-08-28T00:00:00.000","0:35","2015-08-28T00:00:00.000","0:39","302","120","Armed Robbery","141","E ARMOUR BL and TROOST AV","KANSAS CITY","64110","PJ2776","CPD","N","1","VIC","B","M","28","Y","39.0632","-94.5717","E ARMOUR KANSAS CITY
, BL 64110
(39.0632, -94.5717)"
"150087281","2015-12-03T00:00:00.000","22:25","2015-12-03T00:00:00.000","22:25",,,"401","13A","Aggravated Assault (","543","CRYSTAL AV and LONGVIEW RD","KANSAS CITY","64134","PJ7178","SPD","U","1","SUS","B","M",,"N","38.915","-94.5066","CRYSTAL KANSAS CITY
, AV 64134
(38.915, -94.5066)"
"150009653","2015-02-09T00:00:00.000","12:18","2015-02-05T00:00:00.000","22:30","2015-02-06T00:00:00.000","0:30","1401","290","Property Damage","311","N LAWN AV and SCARRITT AV","KANSAS CITY","64050","PJ0224","EPD","U","1","SUS","W","M","38","N","39.1146","-94.5267","N LAWN KANSAS CITY
, AV 64050
(39.1146, -94.5267)"
"150045844","2015-07-03T00:00:00.000","19:03","2015-07-03T00:00:00.000","18:15",,,"2601","90Z","Misc Violation","543","LONGVIEW RD and SYCAMORE TE","KANSAS CITY","64134","PJ7202","SPD","U","1","VIC","W","F","52","N","38.9148","-94.4977","LONGVIEW TE KANSAS CITY
, RD 64134
(38.9148, -94.4977)"
"150003741","2015-01-16T00:00:00.000","18:41","2015-01-16T00:00:00.000","18:30",,,"1401","290","Property Damage","531","FOOD LN and DELMAR AV","KANSAS CITY","64134","PJ6588","SPD","U","1","SUS","B","M","30","N","38.9151","-94.5075","FOOD KANSAS CITY
, LN 64134
(38.9151, -94.5075)"
"150064375","2015-09-09T00:00:00.000","15:25","2015-09-09T00:00:00.000","15:25","2015-09-09T00:00:00.000","20:00","840","90Z","Resisting an Officer","121","INDEPENDENCE AV and PARK AV","KANSAS CITY","99999","PJ0554","CPD","U","3","ARR","W","M","53","N","39.1065","-94.5545","INDEPENDENCE KANSAS CITY
, AV 99999
(39.1065, -94.5545)"
"150044480","2015-06-28T00:00:00.000","16:20","2015-06-28T00:00:00.000","15:00","2015-06-28T00:00:00.000","16:20","640","23F","Stealing From Auto","243","E GREGORY BL and OLDHAM RD","KANSAS CITY","64132","PJ5603","MPD","U","3","VIC","W","F","30","N","38.9945","-94.5223","E GREGORY KANSAS CITY
, BL 64132
(38.9945, -94.5223)"
"150044769","2015-06-29T00:00:00.000","17:11","2015-06-29T00:00:00.000","17:05",,,"401","13A","Aggravated Assault (","631","N ANTIOCH RD and NE PARVIN RD","KANSAS CITY","64117","PC1302","SCP","N","1","VIC","W","M","49","N","39.1632","-94.5471","N ANTIOCH RD KANSAS CITY
, NE 64117
(39.1632, -94.5471)"
"150017222","2015-03-13T00:00:00.000","4:49","2015-03-13T00:00:00.000","4:49",,,"690","23H","Stealing All Other","322","HARDESTY AV and WINNER RD","KANSAS CITY","64127","PJ1091","EPD","U","2","VIC","W","F","36","N","39.0992","-94.5191","HARDESTY KANSAS CITY
, AV 64127
(39.0992, -94.5191)"
"150026549","2015-04-20T00:00:00.000","14:10","2015-02-17T00:00:00.000","12:00","2015-04-03T00:00:00.000","12:00","690","23H","Stealing All Other","533","W RED BRIDGE RD and WORNALL RD","KANSAS CITY","64114","PJ6954","SPD","U","1","VIC",,,,"N","38.9264","-94.5925","W RED BRIDGE KANSAS CITY
, RD 64114
(38.9264, -94.5925)"
"150021497","2015-03-30T00:00:00.000","23:47","2015-03-30T00:00:00.000","23:47",,,"1849","35A","Possession/Sale/Dist","314","QUINCY AV and THOMPSON AV","KANSAS CITY","64124","PJ0524","EPD","U","1","VIC",,,,"N","39.1072","-94.5225","QUINCY KANSAS CITY
, AV 64124
(39.1072, -94.5225)"
"150046852","2015-07-07T00:00:00.000","16:29","2015-07-07T00:00:00.000","16:29",,,"1651","40A","Prostitution/Solicit","331","E LINWOOD BL and PROSPECT AV","KANSAS CITY","64128","PJ2572","EPD","U","1","VIC",,,,"N","39.068","-94.5529","E LINWOOD KANSAS CITY
, BL 64128
(39.068, -94.5529)"
"150009340","2015-02-08T00:00:00.000","2:30","2015-02-08T00:00:00.000","1:30",,,"640","23F","Stealing From Auto","542","E BANNISTER RD and JAMES A REED RD","KANSAS CITY","64134","PJ6514","SPD","U","2","SUS","B","M","35","N","38.9517","-94.494","E BANNISTER KANSAS CITY
, RD 64134
(38.9517, -94.494)"
"150055343","2015-08-07T00:00:00.000","11:33","2015-08-06T00:00:00.000","6:30","2015-08-07T00:00:00.000","9:00","702","240","Auto Theft","125","BRUCE R WATKINS DR and E LINWOOD BL","KANSAS CITY","64109","PJ2555","CPD","U","1","SUS","U","U",,"N","39.0684","-94.561","E BRUCE R WATKINS BL KANSAS CITY
, DR 64109
(39.0684, -94.561)"
"150072841","2015-10-10T00:00:00.000","9:06","2015-10-10T00:00:00.000","9:06",,,"2604","90Z","False Information to","133","MAIN ST and WESTPORT RD","KANSAS CITY","64110","PJ3126","CPD","U","1","VIC",,,,"N","39.0554","-94.5862","MAIN KANSAS CITY
, ST 64110
(39.0554, -94.5862)"
"150016954","2015-03-12T00:00:00.000","1:12","2015-03-12T00:00:00.000","0:01",,,"802","13B","Non Agg Assault Dome","121","INDEPENDENCE AV and WOODLAND AV","KANSAS CITY","64109","PJ0534","CPD","Y","1","VIC","W","F","42","N","39.1067","-94.5601","INDEPENDENCE KANSAS CITY
, AV 64109
(39.1067, -94.5601)"
"150038810","2015-06-07T00:00:00.000","18:36","2015-06-07T00:00:00.000","18:30",,,"2201","90G","Liquor Law Violaton","999","E INDEPENDENCE AV and N PARK AV","INDEPENDENCE","64126","PJX007","OSPD","U","1","VIC",,,,"N","39.0938","-94.5069","E INDEPENDENCE AV INDEPENDENCE
, AV 64126
(39.0938, -94.5069)"
"150050592","2015-07-21T00:00:00.000","2:00","2015-07-21T00:00:00.000","2:00",,,"1850","35B","Possession of Drug E","121","INDEPENDENCE AV and MAPLE BL","KANSAS CITY","64106","PJ0571","CPD","U","1","ARR","B","M","47","N","39.1066","-94.5586","INDEPENDENCE BL KANSAS CITY
, AV 64106
(39.1066, -94.5586)"
"150056047","2015-08-09T00:00:00.000","20:54","2015-08-09T00:00:00.000","20:54",,,"301","120","Strong Arm Robbery","542","E BANNISTER RD and BLUE RIDGE BL","KANSAS CITY","64138","PJ6481","SPD","U","1","VIC","W","F","37","N","38.9524","-94.5079","E BANNISTER BL KANSAS CITY
, RD 64138
(38.9524, -94.5079)"
"150030726","2015-05-06T00:00:00.000","20:06","2015-05-06T00:00:00.000","20:00",,,"1651","40A","Prostitution/Solicit","311","ASKEW AV and SMART AV","KANSAS CITY","64109","PJ0432","EPD","U","1","ARR","W","F","41","N","39.1095","-94.5389","ASKEW KANSAS CITY
, AV 64109
(39.1095, -94.5389)"
"150022739","2015-04-04T00:00:00.000","21:36","2015-04-04T00:00:00.000","21:35",,,"1401","290","Property Damage","144","BRUCE R WATKINS DR and SWOPE PK","KANSAS CITY","64130","PJ3813","CPD","U","1","VIC","W","F","48","N","39.041","-94.5602","BRUCE R WATKINS KANSAS CITY
, DR 64130
(39.041, -94.5602)"
"150089140","2015-12-10T00:00:00.000","20:29","2015-12-10T00:00:00.000","20:29",,,"1651","40A","Prostitution/Solicit","314","INDEPENDENCE AV and KENSINGTON AV","KANSAS CITY","64111","PJ0610","EPD","U","1","ARR","W","F","22","N","39.1056","-94.5307","INDEPENDENCE KANSAS CITY
, AV 64111
(39.1056, -94.5307)"
"150020065","2015-03-24T00:00:00.000","22:23","2015-03-24T00:00:00.000","8:00",,,"2601","90Z","Misc Violation","532","BLUE RIDGE BLVD and LONGVIEW RD","KANSAS CITY","64134","PJ7111","SPD","U","1","SUS","B","M",,"N","38.9155","-94.5133","BLUE RIDGE BLVD KANSAS CITY
,  64134
(38.9155, -94.5133)"
"150074416","2015-10-16T00:00:00.000","8:17","2015-10-16T00:00:00.000","8:17",,,"840","90Z","Resisting an Officer","334","BLUE PK and CLEVELAND AV","KANSAS CITY","64130","PJ3961","EPD","U","1","ARR","B","M","39","N","39.036","-94.5407","BLUE KANSAS CITY
, PK 64130
(39.036, -94.5407)"
"150054121","2015-08-02T00:00:00.000","21:28","2015-08-02T00:00:00.000","20:20",,,"403","13A","Agg Assault - Domest","212","ARARAT DR and BRISTOL AV","KANSAS CITY","64129","PJ4133","MPD","Y","1","VIC","B","F","21","Y","39.0327","-94.5036","ARARAT KANSAS CITY
, DR 64129
(39.0327, -94.5036)"
"150070204","2015-09-30T00:00:00.000","10:34","2015-09-30T00:00:00.000","10:34",,,"802","13B","Non Agg Assault Dome","141","E ARMOUR BL and HARRISON ST","KANSAS CITY","64109","PJ2771","CPD","Y","1","VIC","B","M","18","N","39.0633","-94.5729","E ARMOUR KANSAS CITY
, BL 64109
(39.0633, -94.5729)"
"150049481","2015-07-17T00:00:00.000","2:36","2015-07-17T00:00:00.000","2:36",,,"840","90Z","Resisting an Officer","314","INDEPENDENCE AV and MYRTLE AV","KANSAS CITY","64124","PJ0602","EPD","U","1","VIC",,,,"N","39.1058","-94.5354","INDEPENDENCE KANSAS CITY
, AV 64124
(39.1058, -94.5354)"
"150088305","2015-12-07T00:00:00.000","23:45","2015-12-07T00:00:00.000","17:30","2015-12-07T00:00:00.000","18:30","302","120","Armed Robbery","543","BRISTOL TE and LONGVIEW RD","KANSAS CITY","64134","PJ7188","SPD","N","1","VIC","W","F","42","N","38.9152","-94.5086","BRISTOL KANSAS CITY
, TE 64134
(38.9152, -94.5086)"
"150082847","2015-11-16T00:00:00.000","13:22","2015-11-16T00:00:00.000","13:22",,,"302","120","Armed Robbery","315","HARDESTY AV and INDEPENDENCE AV","KANSAS CITY","64124","PJ0647","EPD","U","3","SUS","W","M",,"Y","39.1052","-94.5191","HARDESTY KANSAS CITY
, AV 64124
(39.1052, -94.5191)"
"150017672","2015-03-14T00:00:00.000","18:56","2015-03-14T00:00:00.000","18:56",,,"302","120","Armed Robbery","121","INDEPENDENCE AV and PASEO","KANSAS CITY","64106","PJ0561","CPD","N","1","VIC","W","M","49","N","39.1068","-94.5639","INDEPENDENCE KANSAS CITY
, AV 64106
(39.1068, -94.5639)"
"150081683","2015-11-11T00:00:00.000","22:02","2015-11-11T00:00:00.000","22:02",,,"1850","35B","Possession of Drug E","635","N BENNINGTON AV and NE RUSSELL RD","KANSAS CITY","64117","PC1230","SCP","U","1","VIC",,,,"N","39.1661","-94.5023","N BENNINGTON AV KANSAS CITY
, NE 64117
(39.1661, -94.5023)"
"140063257","2015-03-25T00:00:00.000","11:26",,,,,"702","240","Auto Theft",,,,"99999",,,"U","1","VIC","B","F","19","N","0","0","
,  99999
(0.0, 0.0)"
"150075842","2015-10-21T00:00:00.000","17:58","2015-10-21T00:00:00.000","17:58",,,"802","13B","Non Agg Assault Dome","314","ELMWOOD AV and INDEPENDENCE AV","KANSAS CITY","64123","PJ0616","EPD","Y","1","SUS","W","M","44","N","39.1056","-94.5284","ELMWOOD KANSAS CITY
, AV 64123
(39.1056, -94.5284)"
"150035598","2015-05-26T00:00:00.000","11:41","2015-05-23T00:00:00.000","22:00",,,"301","120","Strong Arm Robbery","133","BROADWAY and WESTPORT RD","KANSAS CITY","64111","PJ3229","CPD","N","1","VIC","W","F","40","N","39.0533","-94.5906","BROADWAY KANSAS CITY
,  64111
(39.0533, -94.5906)"
"150019347","2015-03-21T00:00:00.000","21:52","2015-03-21T00:00:00.000","21:52",,,"799",,"Auto Theft Outside S","331","VICTOR ST and WALROND AV","KANSAS CITY","64128","PJ2340","EPD","U","1","VIC","W","F",,"N","39.0735","-94.5461","VICTOR KANSAS CITY
, ST 64128
(39.0735, -94.5461)"
"150040837","2015-06-15T00:00:00.000","0:58","2015-06-15T00:00:00.000","0:45","2015-06-15T00:00:00.000","0:50","1352","280","Stolen Property OFFE","313","ASKEW AV and INDEPENDENCE AV","KANSAS CITY","64129","PJ0619","EPD","U","1","VIC","W","M","54","N","39.1059","-94.5391","ASKEW KANSAS CITY
, AV 64129
(39.1059, -94.5391)"
"150049149","2015-07-15T00:00:00.000","20:53","2015-07-15T00:00:00.000","20:53",,,"2601","90Z","Misc Violation","642","N CHERRY DR and NE NEW MARK DR","KANSAS CITY","64155","PC0181","SCP","U","2","ARR","W","M","19","N","39.2774","-94.5727","N CHERRY DR KANSAS CITY
, NE 64155
(39.2774, -94.5727)"
"150007348","2015-01-31T00:00:00.000","3:30","2015-01-31T00:00:00.000","3:30",,,"2100","90D","Driving Under Influe","115","MAIN ST and WARWICK TF","KANSAS CITY","99999","PJ2259","CPD","U","2","ARR","W","F","40","N","39.103","-94.5831","MAIN TF KANSAS CITY
, ST 99999
(39.103, -94.5831)"
"150022267","2015-03-29T00:00:00.000","21:41","2015-03-29T00:00:00.000","21:41",,,"840","90Z","Resisting an Officer","121","GARFIELD AV and INDEPENDENCE AV","KANSAS CITY","64106","PJ0544","CPD","U","1","VIC",,,,"N","39.1065","-94.5572","GARFIELD KANSAS CITY
, AV 64106
(39.1065, -94.5572)"
"150066104","2015-09-15T00:00:00.000","22:05","2015-09-05T00:00:00.000","23:00","2015-09-05T00:00:00.000","23:35","640","23F","Stealing From Auto","131","BROADWAY and VALENTINE RD","KANSAS CITY","64111","PJ2874","CPD","U","1","SUS","U","U",,"N","39.0613","-94.5905","BROADWAY KANSAS CITY
,  64111
(39.0613, -94.5905)"
"150087859","2015-12-05T00:00:00.000","23:33","2015-12-05T00:00:00.000","23:30",,,"1352","280","Stolen Property OFFE","315","N LAWNDALE AV and ST JOHN AV","KANSAS CITY","64123","PJ0300","EPD","U","1","VIC",,,,"N","39.1124","-94.5152","N LAWNDALE KANSAS CITY
, AV 64123
(39.1124, -94.5152)"
"150038527","2015-06-06T00:00:00.000","12:32","2015-06-06T00:00:00.000","12:32",,,"2100","90D","Driving Under Influe","314","INDEPENDENCE AV and SPRUCE AV","KANSAS CITY","64123","PJ0607","EPD","N","1","SUS","I","M","35","N","39.1057","-94.5319","INDEPENDENCE KANSAS CITY
, AV 64123
(39.1057, -94.5319)"
"150071249","2015-10-04T00:00:00.000","11:40","2015-10-04T00:00:00.000","3:00","2015-10-04T00:00:00.000","9:00","640","23F","Stealing From Auto","221","OAK ST and VOLKER BL","KANSAS CITY","64112","PJ3866","MPD","U","1","VIC","W","M","32","N","39.0387","-94.5825","OAK BL KANSAS CITY
, ST 64112
(39.0387, -94.5825)"
"150007380","2015-01-31T00:00:00.000","10:45","2015-01-31T00:00:00.000","7:00","2015-01-31T00:00:00.000","10:30","640","23F","Stealing From Auto","133","MILL ST and WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","U","1","SUS","U","U",,"N","39.0525","-94.5923","MILL KANSAS CITY
, ST 64111
(39.0525, -94.5923)"
"150093006","2015-12-27T00:00:00.000","9:42","2015-12-27T00:00:00.000","9:42",,,"2601","90Z","Misc Violation","141","E ARMOUR BL and TROOST AV","KANSAS CITY","64109","PJ2776","CPD","U","1","ARR","W","F","39","N","39.0632","-94.5717","E ARMOUR KANSAS CITY
, BL 64109
(39.0632, -94.5717)"
"150013046","2015-02-24T00:00:00.000","10:15","2015-02-21T00:00:00.000","13:40","2015-02-21T00:00:00.000","13:50","690","23H","Stealing All Other","241","E MEYER BL and PROSPECT AV","KANSAS CITY","64132","PJ5087","MPD","N","1","SUS","U","U",,"N","39.0071","-94.5565","E MEYER KANSAS CITY
, BL 64132
(39.0071, -94.5565)"
"150031596","2015-05-10T00:00:00.000","1:11","2015-05-10T00:00:00.000","1:11",,,"2402","90C","Disorderly Conduct","133","PENNSYLVANIA AV and WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","U","1","VIC",,,,"N","39.0529","-94.5915","PENNSYLVANIA KANSAS CITY
, AV 64111
(39.0529, -94.5915)"
"150083288","2015-11-18T00:00:00.000","1:01","2015-11-18T00:00:00.000","0:57",,,"301","120","Strong Arm Robbery","121","INDEPENDENCE AV and WOODLAND AV","KANSAS CITY","64106","PJ0534","CPD","N","2","SUS","B","M","20","N","39.1067","-94.5601","INDEPENDENCE KANSAS CITY
, AV 64106
(39.1067, -94.5601)"
