"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmusedflag","location","age_range"
"KC22040976","2022-06-17T06:10:00.000","07:50","2022-06-17T06:10:00.000","06:10","2022-06-17T06:10:00.000","06:45","Stealing - Other","23H","All Other Larceny","312","6800  ST. JOHN AVE","KANSAS CITY","64120","PJ0395","EPD","false","VIC",,,,"false",,
"KC22041041","2022-06-20T12:15:00.000","12:30","2022-06-20T12:15:00.000","12:15","2022-06-20T12:15:00.000","12:15","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22041153","2022-06-20T20:55:00.000","20:55","2022-06-20T20:55:00.000","20:55","2022-06-20T20:55:00.000",,"Endangering the Welfare of a Child","90F","Family Offenses, Nonviolent","141","E ARMOUR BLVD and TROOST AVE","KANSAS CITY","64109","PJ2851","CPD","false","VIC","B","F",,"false",,
"KC22041233","2022-06-21T09:31:00.000","09:31","2022-06-21T09:31:00.000","09:31","2022-06-21T09:31:00.000",,"State Warrant Arrest",,,"144","1300  BRUSH CREEK BLVD","KANSAS CITY","64130","PJ3641","CPD","false","ARR CHA SUS","W","M","29","false",,"25-34"
"KC22041443","2022-06-22T01:49:00.000","01:49","2022-06-22T01:49:00.000","01:49","2022-06-22T01:49:00.000",,"Vehicular - Non-Injury","90D","Driving Under the Influence","541","E 87TH ST and I 435 HWY","KANSAS CITY",,,"SPD","false","ARR CHA SUS","B","F","26","false",,"25-34"
"KC22041536","2022-06-22T13:06:00.000","09:53","2022-06-22T13:06:00.000","13:06","2022-06-22T13:06:00.000",,"Obstructing and Resisting an Officer",,,"134","4600  BROADWAY ST","KANSAS CITY","64111",,"CPD","false","VIC",,"M","57","false",,"55-64"
"KC22041553","2022-06-22T12:22:00.000","13:07","2022-06-22T12:22:00.000","12:22","2022-06-22T12:22:00.000",,"Obstructing and Resisting an Officer","13A","Aggravated Assault","134","4600  BROADWAY ST","KANSAS CITY","64111",,"CPD","false","VIC VOD",,"M","57","false",,"55-64"
"KC22041576","2022-04-22T12:00:00.000","12:12","2022-04-22T12:00:00.000","12:00","2022-04-22T12:00:00.000","12:00","Identity Theft","26F","Identity Theft","223","5800  INDIANA","KANSAS CITY","64130",,"MPD","false","VIC","B","M","60","false",,"55-64"
"KC22041685","2022-06-22T22:40:00.000","22:40","2022-06-22T22:40:00.000","22:40","2022-06-22T22:40:00.000",,"Assault (Non-Aggravated)","290","Vandalism/Destruction of Property","533","W I 435 HWY SE and WORNALL RD","KANSAS CITY","64114","PJ6776","SPD","false","VIC","W","M","22","false",,"18-24"
"KC22041859","2022-06-23T15:11:00.000","15:11","2022-06-23T15:11:00.000","15:11","2022-06-23T15:11:00.000",,"Vehicular - Non-Injury",,,"533","HOLMES RD and MINOR DR","KANSAS CITY",,,"SPD","false","SUS",,,,"false","POINT (-94.583711 38.921262)",
"KC22041936","2022-06-23T22:55:00.000","22:55","2022-06-23T22:55:00.000","22:55","2022-06-23T22:55:00.000",,"Vehicular - Non-Injury",,,"545","E 107TH ST and JAMES A REED RD","KANSAS CITY","64134","PJ7026","SPD","false","SUS",,,,"false",,
"KC22041955","2022-06-24T00:20:00.000","00:53","2022-06-24T00:20:00.000","00:20","2022-06-24T00:20:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","542","9300  NEWTON DR","KANSAS CITY",,,"SPD","false","CMP VIC","B","F","25","false",,"25-34"
"KC22041997","2022-06-24T08:00:00.000","08:14","2022-06-24T08:00:00.000","08:00","2022-06-24T08:00:00.000",,"Vehicular - Injury",,,"243","I 435 HWY and OLDHAM RD","KANSAS CITY","64131",,"MPD","false","SUS",,,,"false",,
"KC22042047","2022-06-24T12:05:00.000","12:09","2022-06-24T12:05:00.000","12:05","2022-06-24T12:05:00.000",,"Disorderly Conduct","90C","Disorderly Conduct","141","E LINWOOD BLVD and TROOST AVE","KANSAS CITY","64109","PJ2623","CPD","false","VIC",,,,"false",,
"KC22042101","2022-06-24T16:15:00.000","15:37","2022-06-24T16:15:00.000","16:15","2022-06-24T16:15:00.000",,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","false","ARR CHA SUS","W","M","43","false",,"35-44"
"KC22042176","2022-06-24T20:20:00.000","20:26","2022-06-24T20:20:00.000","20:20","2022-06-24T20:20:00.000",,"Stealing - Shoplift","23C","Shoplifting","113","100  E 14TH ST","KANSAS CITY","64106",,"CPD","false","VIC",,,,"false","POINT (-94.581878 39.097214)",
"KC22042215","2022-06-25T00:00:00.000","00:12","2022-06-25T00:00:00.000","00:00","2022-06-25T00:00:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","342","2900  VAN BRUNT BLVD","KANSAS CITY","64127","PJ2431","EPD","false","VIC","B","F","46","false",,"45-54"
"KC22042511","2022-06-26T11:00:00.000","11:03","2022-06-26T11:00:00.000","11:00","2022-06-26T11:00:00.000",,"Vehicular - Injury",,,"344","E 31ST ST and VAN BRUNT BLVD","KANSAS CITY","64128","PJ2584","EPD","false","SUS",,,,"false",,
"KC22042687","2022-06-27T07:00:00.000","08:29","2022-06-27T07:00:00.000","07:00","2022-06-27T07:00:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","332","E 35TH ST and PROSPECT AVE","KANSAS CITY","64128","PJ2801","EPD","false","VIC","W","M","45","false",,"45-54"
"KC22042721","2022-06-27T09:48:00.000","10:02","2022-06-27T09:48:00.000","09:48","2022-06-27T09:48:00.000",,"Recovered Stolen Auto",,,"243","8500  HILLCREST RD","KANSAS CITY","64132","PJ6199","MPD","false","VIC A02","W","M","48","false",,"45-54"
"KC22042776","2022-06-27T14:26:00.000","14:26","2022-06-27T14:26:00.000","14:26","2022-06-27T14:26:00.000","14:26","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22042862","2022-06-26T21:00:00.000","19:20","2022-06-26T21:00:00.000","21:00","2022-06-26T21:00:00.000","06:00","Stolen Auto","240","Motor Vehicle Theft","243","3600  E 72ND TER","KANSAS CITY","64132",,"MPD","false","VIC","B","F","32","false",,"25-34"
"KC22042957","2022-06-28T09:46:00.000","09:18","2022-06-28T09:46:00.000","09:46","2022-06-28T09:46:00.000","10:30","Assault (Non-Aggravated)","13B","Simple Assault","124","2800  WABASH AVE","KANSAS CITY","64109","PJ2326","CPD","false","VIC","B","F","36","false","POINT (-94.55374 39.075121)","35-44"
"KC22043047","2022-06-28T07:00:00.000","16:22","2022-06-28T07:00:00.000","07:00","2022-06-28T07:00:00.000",,"Stealing from Building/Residence","23H","All Other Larceny","415","6000  NW JARBOE DR","KANSAS CITY","64118",,"NPD","false","VIC","W","F","73","false",,"65-74"
"KC22043203","2022-06-29T08:45:00.000","08:45","2022-06-29T08:45:00.000","08:45","2022-06-29T08:45:00.000",,"Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22043558","2022-06-30T17:15:00.000","17:16","2022-06-30T17:15:00.000","17:15","2022-06-30T17:15:00.000",,"Vehicular - Injury",,,"533","E 116TH ST and HOLMES RD","KANSAS CITY","64131","PJ7181","SPD","false","ARR CHA","B","M","27","false",,"25-34"
"KC22043908","2022-07-02T02:38:00.000","02:38","2022-07-02T02:38:00.000","02:38","2022-07-02T02:38:00.000",,"Stolen Auto","240","Motor Vehicle Theft","333","4100  BELLEFONTAINE AVE","KANSAS CITY","64130","PJ3364","EPD","false","SUS","B","M",,"false","POINT (-94.548097 39.051485)",
"KC22043989","2022-07-02T12:05:00.000","12:07","2022-07-02T12:05:00.000","12:05","2022-07-02T12:05:00.000",,"Stealing - Shoplift",,,"113","00  E 13TH ST","KANSAS CITY",,,"CPD","false","VIC",,,,"false",,
"KC22044011","2022-06-29T17:00:00.000","12:23","2022-06-29T17:00:00.000","17:00","2022-06-29T17:00:00.000",,"Missing Person",,,"322","4800  E 17TH ST","KANSASA CITY","64127","PJ1605","EPD","false","VIC","W","F","22","false",,"18-24"
"KC22044083","2022-07-02T20:15:00.000","20:15","2022-07-02T20:15:00.000","20:15","2022-07-02T20:15:00.000",,"Attempt to Locate Motor Vehicle","90Z","All Other Offenses","134","NICHOLS RD and WYANDOTTE ST","KANSAS CITY","64112","PJ3733","CPD","false","SUS","B","M",,"false",,
"KC22044259","2022-07-02T18:15:00.000","13:00","2022-07-02T18:15:00.000","18:15","2022-07-02T18:15:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","344","0  ARROWHEAD DR","KANSAS CITY","64129","PJ3281","EPD","false","SUS","U","M",,"false",,
"KC22044653","2022-07-01T17:00:00.000","06:21","2022-07-01T17:00:00.000","17:00","2022-07-01T17:00:00.000",,"Burglary (Non-Residential)","23H","All Other Larceny","241","8600  DRURY","KANSAS CITY","64130",,"MPD","false","VIC",,,,"false","POINT (-94.525086 38.969475)",
"KC22044678","2022-07-05T10:40:00.000","10:42","2022-07-05T10:40:00.000","10:40","2022-07-05T10:40:00.000",,"Vehicular - Injury",,,"234","E 89TH ST and TROOST AVE","KANSAS CITY","64131","PJ6368","MPD","false","SUS",,,,"false",,
"KC22045285","2022-07-02T22:00:00.000","17:00","2022-07-02T22:00:00.000","22:00","2022-07-02T22:00:00.000","21:15","Stealing - Other","23H","All Other Larceny","344","0  ARROWHEAD DR","KANSAS CITY","64129","PJ3281","EPD","false","VIC","W","F","37","false",,"35-44"
"KC22045418","2022-07-08T06:38:00.000","06:38","2022-07-08T06:38:00.000","06:38","2022-07-08T06:38:00.000",,"Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22045678","2022-07-09T00:13:00.000","00:13","2022-07-09T00:13:00.000","00:13","2022-07-09T00:13:00.000",,"Loss",,,"111","1600  GENESSEE ST","KANSAS CITY","64102","PJ1325","CPD","false","VIC","W","M","24","false","POINT (-94.604924 39.094904)","18-24"
"KC22045855","2022-07-09T17:00:00.000","17:56","2022-07-09T17:00:00.000","17:00","2022-07-09T17:00:00.000","17:00","Stealing - Other","23H","All Other Larceny","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC","B","M","56","false",,"55-64"
"KC22046061","2022-07-10T15:01:00.000","15:01","2022-07-10T15:01:00.000","15:01","2022-07-10T15:01:00.000",,"Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22046108","2022-07-10T17:59:00.000","17:59","2022-07-10T17:59:00.000","17:59","2022-07-10T17:59:00.000","17:59","Casualty",,,"312","900  EWING AVE","KANSAS CITY","64126","PJ1027","EPD","false","VIC","W","M","25","false","POINT (-94.502917 39.100995)","25-34"
"KC22046157","2022-07-10T14:00:00.000","22:36","2022-07-10T14:00:00.000","14:00","2022-07-10T14:00:00.000","22:00","Stealing - Other","23H","All Other Larceny","115","00  W PERSHING RD","KANSAS CITY","64108","PJ1831","CPD","false","VIC","W","F",,"false",,
"KC22046669","2022-07-12T23:00:00.000","23:11","2022-07-12T23:00:00.000","23:00","2022-07-12T23:00:00.000",,"Stealing - Shoplift","90J","Trespass of Real Property","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22046840","2022-07-13T16:36:00.000","16:36","2022-07-13T16:36:00.000","16:36","2022-07-13T16:36:00.000",,"Disorderly Conduct","90C","Disorderly Conduct","125","E 31ST ST and WOODLAND AVE","KANSAS CITY","64109","PJ2550","CPD","false","VIC",,,,"false",,
"KC22047013","2022-07-14T09:49:00.000","10:01","2022-07-14T09:49:00.000","09:49","2022-07-14T09:49:00.000",,"Stealing - Shoplift","23C","Shoplifting","231","7900  STATE LINE RD","KANSAS CITY","64114","PJ5841","MPD","false","VIC",,,,"false",,
"KC22047096","2022-07-14T16:15:00.000","16:29","2022-07-14T16:15:00.000","16:15","2022-07-14T16:15:00.000",,"Property Damage","290","Vandalism/Destruction of Property","134","4500  MAIN ST","KANSAS CITY","64111","PJ3629","CPD","false","SUS","W","M",,"false","POINT (-94.586727 39.045944)",
"KC22047243","2022-07-15T10:27:00.000","10:27","2022-07-15T10:27:00.000","10:27","2022-07-15T10:27:00.000",,"Vehicular - Injury",,,"343","E 31ST ST and JACKSON AVE","KANSAS CITY","64128","PJ2498","EPD","false","SUS",,,,"false",,
"KC22047419","2022-07-15T22:35:00.000","22:56","2022-07-15T22:35:00.000","22:35","2022-07-15T22:35:00.000",,"Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","ARR CHA SUS","W","F","28","false",,"25-34"
"KC22047822","2022-07-17T00:00:00.000","18:42","2022-07-17T00:00:00.000","00:00","2022-07-17T00:00:00.000","14:00","Unfounded",,,"133","MILL ST and WESTPORT RD","KANSAS CITY","64111","PJ3299","CPD","false","VIC","W","M","30","false","POINT (-94.606469 39.050196)","25-34"
"KC22048382","2022-07-20T00:05:00.000","02:14","2022-07-20T00:05:00.000","00:05","2022-07-20T00:05:00.000",,"Robbery (Armed Street)","120","Robbery","425","N AMBASSADOR and NW TIFFANY SPRING PKWY","KANSAS CITY","64154",,"NPD","false","SUS","B","M",,"true",,
"KC22048404","2022-07-20T08:10:00.000","07:32","2022-07-20T08:10:00.000","08:10","2022-07-20T08:10:00.000",,"City/Municipal Warrant Arrest",,,"115","WARWICK TRFY and E 27TH ST","KANSAS CITY","64108","PJ2182","CPD","false","ARR","W","M","38","false",,"35-44"
"KC22048875","2022-07-21T22:02:00.000","22:02","2022-07-21T22:02:00.000","22:02","2022-07-21T22:02:00.000",,"Possession of Stolen Property","280","Stolen Property Offenses","331","E 31ST ST and MYRTLE AVE","KANSAS CITY","64128","PJ2510","EPD","false","VIC",,"U",,"false",,
"KC22048988","2022-05-12T12:00:00.000","11:04","2022-05-12T12:00:00.000","12:00","2022-05-12T12:00:00.000",,"Identity Theft","26F","Identity Theft","415","1000  NW BARRY RD","KANSAS CITY","64118","PC0388","NPD","false","VIC",,,,"false",,
"KC22049092","2022-07-22T17:40:00.000","17:42","2022-07-22T17:40:00.000","17:40","2022-07-22T17:40:00.000",,"Vehicular - Non-Injury Hit and Run",,,"414","6800  N MOKANE AVE","KANSAS CITY","64151","PP0591","NPD","false","SUS","W","M","30","false",,"25-34"
"KC22049385","2022-07-24T03:35:00.000","03:39","2022-07-24T03:35:00.000","03:35","2022-07-24T03:35:00.000",,"Robbery (Armed Street)","120","Robbery","415","3900  NW BARRY RD","KANSAS CITY","64151","PP0391","NPD","false","SUS","U","M",,"true",,
"KC22049519","2022-07-24T18:39:00.000","18:39","2022-07-24T18:39:00.000","18:39","2022-07-24T18:39:00.000",,"Murder","09A","Murder","133","500  WESTPORT RD","KANSAS CITY","64111","PJ3303","CPD","false","ARR CHA SUS","B","M","27","false","POINT (-94.591604 39.052764)","25-34"
"KC22049529","2022-07-23T18:00:00.000","18:59","2022-07-23T18:00:00.000","18:00","2022-07-23T18:00:00.000","17:30","Stolen Auto","240","Motor Vehicle Theft","213","7600  E 67TH ST","KANSAS CITY","64133","PJ5272","MPD","false","VIC",,,,"false","POINT (-94.498331 39.002927)",
"KC22049847","2022-07-26T02:45:00.000","02:45","2022-07-26T02:45:00.000","02:45","2022-07-26T02:45:00.000",,"City/Municipal Warrant Arrest",,,"999","00  NE TUDOR RD","LEES SUMMIT","64086",,"OSPD","false","ARR CHA","B","F","28","false",,"25-34"
"KC22049893","2022-07-23T14:30:00.000","09:24","2022-07-23T14:30:00.000","14:30","2022-07-23T14:30:00.000","09:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","113","500  E TRUMAN RD","KANSAS CITY","64108","PJ1360","CPD","false","VIC","B","F","64","false",,"55-64"
"KC22050154","2022-07-28T11:05:00.000","11:05","2022-07-28T11:05:00.000","11:05","2022-07-28T11:05:00.000",,"Stealing - Shoplift","23C","Shoplifting","132","100  E LINWOOD BLVD","KANSAS CITY","64111","PJ2650","CPD","false","VIC",,,,"false","POINT (-94.583501 39.068393)",
"KC22050251","2022-07-22T16:30:00.000","16:30","2022-07-22T16:30:00.000","16:30","2022-07-22T16:30:00.000","16:30","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22050287","2022-07-27T08:50:00.000","18:41","2022-07-27T08:50:00.000","08:50","2022-07-27T08:50:00.000",,"Stealing - Shoplift","23D","Theft From Building","234","8500  STATE LINE RD","KANSAS CITY","64114","PJ6174","MPD","false","VIC",,,,"false",,
"KC22050586","2022-07-28T23:29:00.000","23:29","2022-07-28T23:29:00.000","23:29","2022-07-28T23:29:00.000",,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","false","ARR CHA SUS","W","M","37","false",,"35-44"
"KC22050641","2022-07-29T09:15:00.000","09:15","2022-07-29T09:15:00.000","09:15","2022-07-29T09:15:00.000","09:18","Abuse of a Child","13B","Simple Assault","113","E 23RD ST and CHARLOTTE ST","KANSAS CITY","64106","PJ1817","CPD","true","ARR CHA SUS","W","F","37","false","POINT (-94.574635 39.085104)","35-44"
"KC22050952","2022-07-29T17:17:00.000","13:30","2022-07-29T17:17:00.000","17:17","2022-07-29T17:17:00.000",,"Miscellaneous Investigation",,,"344","0  ARROWHEAD DR","KANSAS CITY","64129","PJ3281","EPD","false","SUS","W","M","48","false",,"45-54"
"KC22051020","2022-07-30T12:30:00.000","19:34","2022-07-30T12:30:00.000","12:30","2022-07-30T12:30:00.000","18:30","Property Damage","290","Vandalism/Destruction of Property","221","5600  LYDIA AVE","KANSAS CITY","64110","PJ4493","MPD","false","VIC","W","F","35","false",,"35-44"
"KC22051262","2022-07-31T18:07:00.000","19:43","2022-07-31T18:07:00.000","18:07","2022-07-31T18:07:00.000",,"Vehicular - Non-Injury Hit and Run",,,"134","W 47TH ST and ROANOKE PKWY","KANSAS CITY","64112","PJ3670","CPD","false","SUS","W","M","34","false",,"25-34"
"KC22051309","2022-08-01T01:51:00.000","01:50","2022-08-01T01:51:00.000","01:51","2022-08-01T01:51:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","224","1500  CITADEL DR","KANSAS CITY",,,"MPD","false","SUS","B","M",,"false",,
"KC22051568","2022-07-31T18:50:00.000","02:05","2022-07-31T18:50:00.000","18:50","2022-07-31T18:50:00.000",,"Stealing - Shoplift","23C","Shoplifting","545","10400  BLUE RIDGE BLVD","KANSAS CITY","64134","PJ6837","SPD","false","VIC",,,,"false","POINT (-94.508363 38.935578)",
"KC22051590","2022-08-02T06:18:00.000","06:18","2022-08-02T06:18:00.000","06:18","2022-08-02T06:18:00.000",,"Vehicular - Injury",,,"331","E 29TH ST and WABASH AVE","KANSAS CITY",,"PJ2327","EPD","false","SUS",,,,"false","POINT (-94.55382 39.07352)",
"KC22051844","2022-08-03T02:20:00.000","03:26","2022-08-03T02:20:00.000","02:20","2022-08-03T02:20:00.000",,"Robbery (Armed Street)","120","Robbery","533","W 100TH TER and WORNALL RD","KANSAS CITY","64114","PJ6616","SPD","false","VIC","B","F",,"true",,
"KC22051957","2022-08-03T13:36:00.000","13:36","2022-08-03T13:36:00.000","13:36","2022-08-03T13:36:00.000",,"Vehicular - Non-Injury",,,"111","E I 670 HWY and GENESSEE ST","KANSAS CITY",,,"CPD","false","SUS",,,,"false",,
"KC22052474","2022-08-05T11:38:00.000","10:05","2022-08-05T11:38:00.000","11:38","2022-08-05T11:38:00.000","12:10","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","ARR CHA SUS","W","M","22","false",,"18-24"
"KC22052493","2022-08-05T13:00:00.000","13:15","2022-08-05T13:00:00.000","13:00","2022-08-05T13:00:00.000","13:00","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22052673","2022-07-20T13:43:00.000","09:24","2022-07-20T13:43:00.000","13:43","2022-07-20T13:43:00.000",,"Arson","200","Arson","324","2600  SPRUCE AVE","KANSAS CITY","64127","PJ2208","EPD","false","CHA SUS","B","F","24","false","POINT (-94.532957 39.078187)","18-24"
"KC22052987","2022-08-07T18:48:00.000","18:48","2022-08-07T18:48:00.000","18:48","2022-08-07T18:48:00.000",,"Eluding / Resisting a Lawful Stop",,,"343","5300  E 39TH ST","KANSAS CITY","64130","PJ3197","EPD","false","SUS","W","M",,"false",,
"KC22053278","2014-08-20T07:00:00.000","18:21","2014-08-20T07:00:00.000","07:00","2014-08-20T07:00:00.000","07:00","Rape - Juvenile","11A","Forcible Rape","999","900  UNKNOWN","KANSAS CITY",,,"OSPD","false","SUS","B","M",,"false",,
"KC22053472","2022-08-08T15:45:00.000","16:29","2022-08-08T15:45:00.000","15:45","2022-08-08T15:45:00.000",,"Stolen Auto","240","Motor Vehicle Theft","321","E TRUMAN RD and E I 70 HWY E","KANSAS CITY",,"PJ1338","EPD","false","SUS","B","M","19","false",,"18-24"
"KC22053548","2022-08-09T21:13:00.000","21:13","2022-08-09T21:13:00.000","21:13","2022-08-09T21:13:00.000",,"Stealing - Purse Snatch","23B","Purse-Snatching","121","1400  E RIVERFRONT DR","KANSAS CITY",,,"CPD","false","CMP VIC","W","F","28","false",,"25-34"
"KC22053568","2022-08-09T22:57:00.000","22:57","2022-08-09T22:57:00.000","22:57","2022-08-09T22:57:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","342","E 32ND ST and WALLACE AVE","KANSAS CITY","64129","PJ2679","EPD","false","VIC","W","F",,"true",,
"KC22053817","2022-08-10T23:30:00.000","23:32","2022-08-10T23:30:00.000","23:30","2022-08-10T23:30:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","123","1500  PASEO BLVD","KANSAS CITY","64106",,"CPD","false","SUS","B","M",,"false",,
"KC22053889","2022-08-10T18:00:00.000","09:37","2022-08-10T18:00:00.000","18:00","2022-08-10T18:00:00.000","08:00","Unfounded",,,"641","4900  NE 81ST ST","KANSAS CITY","64119","PC0400","SCP","false","VIC","W","F","38","false","POINT (-94.523096 39.240721)","35-44"
"KC22054085","2022-08-11T22:00:00.000","22:00","2022-08-11T22:00:00.000","22:00","2022-08-11T22:00:00.000","22:00","Assault (Non-Aggravated)","90J","Trespass of Real Property","113","1300  WALNUT ST","KANSAS CITY","64106","PJ1177","CPD","false","VIC",,,,"false","POINT (-94.582162 39.098401)",
"KC22054320","2022-08-12T20:45:00.000","20:51","2022-08-12T20:45:00.000","20:45","2022-08-12T20:45:00.000","20:47","Property Damage","290","Vandalism/Destruction of Property","631","NE 37TH ST and N HOLMES ST","KANSAS CITY","64116","PC1361","SCP","false","SUS",,"M",,"false",,
"KC22054359","2022-08-13T01:04:00.000","01:04","2022-08-13T01:04:00.000","01:04","2022-08-13T01:04:00.000",,"Domestic Violence Assault (Non-Aggravated)",,,"115","0  E PERSHING RD","KANSAS CITY","64108","PJ2011","CPD","true","VIC","W","F","35","false",,"35-44"
"KC22054370","2022-08-13T02:52:00.000","02:52","2022-08-13T02:52:00.000","02:52","2022-08-13T02:52:00.000",,"Vehicular - Non-Injury Hit and Run",,,"113","E 14TH ST and WALNUT ST","KANSAS CITY","64106","PJ1175","CPD","false","ARR CHA SUS","B","M","23","false",,"18-24"
"KC22054560","2022-08-13T23:15:00.000","22:53","2022-08-13T23:15:00.000","23:15","2022-08-13T23:15:00.000",,"Property Damage","290","Vandalism/Destruction of Property","113","E 17TH ST and WALNUT ST","KANSAS CITY","64108","PJ1397","CPD","false","SUS","B","M",,"false",,
"KC22054873","2022-08-04T12:00:00.000","11:15","2022-08-04T12:00:00.000","12:00","2022-08-04T12:00:00.000","08:30","Forgery","250","Counterfeiting / Forgery","114","3100  GILLHAM RD","KANSAS CITY","64110",,"CPD","false","VIC",,,,"false",,
"KC22054950","2022-07-18T05:00:00.000","15:56","2022-07-18T05:00:00.000","05:00","2022-07-18T05:00:00.000","17:00","Stolen Auto","240","Motor Vehicle Theft","112","00  W 10TH ST","KANSAS CITY","64105","PJ0865","CPD","false","VIC","W","F","75","false",,"75+"
"KC22055161","2022-08-16T12:45:00.000","14:30","2022-08-16T12:45:00.000","12:45","2022-08-16T12:45:00.000",,"Arson","200","Arson","115","2400  CHARLOTTE ST","KANSAS CITY","64108",,"CPD","false","VIC",,,,"false","POINT (-94.574711 39.083844)",
"KC22055854","2022-08-19T03:37:00.000","03:37","2022-08-19T03:37:00.000","03:37","2022-08-19T03:37:00.000",,"Stolen Auto",,,"113","E 16TH ST and WALNUT ST","KANSAS CITY","64108","PJ1394","CPD","false","ARR CHA INA SUS VPA","W","F","19","false",,"18-24"
"KC22055921","2022-08-19T10:30:00.000","10:45","2022-08-19T10:30:00.000","10:30","2022-08-19T10:30:00.000",,"Stealing - Shoplift","23C","Shoplifting","414","4400  NW BARRY RD","KANSAS CITY","64151","PP0367","NPD","false","SUS","B","F",,"false",,
"KC22056046","2022-08-18T22:30:00.000","18:10","2022-08-18T22:30:00.000","22:30","2022-08-18T22:30:00.000",,"Stolen Auto","240","Motor Vehicle Theft","542","9300  NEWTON DR","KANSAS CITY",,,"SPD","false","VIC","B","M","44","false",,"35-44"
"KC22056141","2022-08-20T04:27:00.000","04:09","2022-08-20T04:27:00.000","04:27","2022-08-20T04:27:00.000",,"Outside State Warrant Arrest",,,"332","E 35TH ST and PROSPECT AVE","KANSAS CITY","64128","PJ2801","EPD","false","SUS","B","M","33","false",,"25-34"
"KC22056480","2022-08-20T18:00:00.000","17:02","2022-08-20T18:00:00.000","18:00","2022-08-20T18:00:00.000","09:00","Loss",,,"113","E 22ND ST and HOLMES ST","KANSAS CITY","64108","PJ1756","CPD","false","VIC","W","M","24","false",,"18-24"
"KC22056510","2022-08-21T19:49:00.000","19:49","2022-08-21T19:49:00.000","19:49","2022-08-21T19:49:00.000",,"Vehicular - Non-Injury",,,"211","E 51ST ST and BELLEFONTAINE AVE","KANSAS CITY","64130","PJ4073","MPD","false","SUS",,,,"false",,
"KC22056532","2022-08-21T22:04:00.000","22:04","2022-08-21T22:04:00.000","22:04","2022-08-21T22:04:00.000",,"Recovered Property",,,"341","I 435 HWY SE and E TRUMAN RD W","KANSAS CITY","64126","PJ1373","EPD","false","SUS","B","F","29","false",,"25-34"
"KC22056964","2022-08-07T14:00:00.000","15:44","2022-08-07T14:00:00.000","14:00","2022-08-07T14:00:00.000","19:00","Stealing - Other","23H","All Other Larceny","131","3800  STATE LINE RD","KANSAS CITY","64111","PJ3020","CPD","false","VIC","W","F","28","false",,"25-34"
"KC22057024","2022-08-23T19:23:00.000","19:23","2022-08-23T19:23:00.000","19:23","2022-08-23T19:23:00.000",,"Robbery (Strong Armed Street)","120","Robbery","125","E ARMOUR BLVD and TROOST AVE","KANSAS CITY","64109","PJ2775","CPD","false","CMP VIC","B","M","44","false",,"35-44"
"KC22057252","2022-08-24T17:47:00.000","17:47","2022-08-24T17:47:00.000","17:47","2022-08-24T17:47:00.000",,"Vehicular - Injury",,,"224","E 59TH ST and OAK ST","KANSAS CITY","64113","PJ4676","MPD","false","SUS",,,,"false",,
"KC22057394","2022-08-25T10:38:00.000","10:38","2022-08-25T10:38:00.000","10:38","2022-08-25T10:38:00.000",,"Stealing - Shoplift","23H","All Other Larceny","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
