"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmusedflag","location","age_range"
"KC22057612","2022-08-26T01:32:00.000","01:32","2022-08-26T01:32:00.000","01:32","2022-08-26T01:32:00.000",,"Robbery (Armed Street)","120","Robbery","313","2400  INDEPENDENCE BLVD","KANSAS CITY","64124","PJ0671","EPD","false","CMP VIC","W","M","39","false",,"35-44"
"KC22057722","2022-08-26T12:30:00.000","12:30","2022-08-26T12:30:00.000","12:30","2022-08-26T12:30:00.000",,"City Weapons Offense","520","Weapon Law Violations","343","E I 70 HWY E and VAN BRUNT BLVD","KANSAS CITY","64128","PJ2486","EPD","false","SUS","B","M",,"false",,
"KC22057806","2022-08-26T17:06:00.000","17:06","2022-08-26T17:06:00.000","17:06","2022-08-26T17:06:00.000",,"Vehicular - Injury","90D","Driving Under the Influence","342","I 435 HIGHWAY OFF RAMP and E US 40 HWY","KANSAS CITY","64129","PJ2838","EPD","false","VIC",,,,"false",,
"KC22058004","2022-08-27T14:50:00.000","14:58","2022-08-27T14:50:00.000","14:50","2022-08-27T14:50:00.000",,"Outside State Warrant Arrest",,,"112","BROADWAY HWY and I 70 HWY","KANSAS CITY",,,"CPD","false","ARR","W","F","28","false",,"25-34"
"KC22058184","2022-08-27T19:00:00.000","10:05","2022-08-27T19:00:00.000","19:00","2022-08-27T19:00:00.000","10:05","Stealing - Other","23H","All Other Larceny","331","2900  INDIANA AVE","KANSAS CITY","64127","PJ2441","EPD","false","VIC",,,,"false",,
"KC22058246","2022-08-28T15:50:00.000","16:05","2022-08-28T15:50:00.000","15:50","2022-08-28T15:50:00.000","15:55","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22058464","2022-08-29T09:25:00.000","13:26","2022-08-29T09:25:00.000","09:25","2022-08-29T09:25:00.000",,"Vehicular - Non-Injury",,,"134","4300  MADISON AVE","KANSAS CITY","64111","PJ3455","CPD","false","SUS",,,,"false","POINT (-94.597006 39.049644)",
"KC22058575","2022-08-29T19:46:00.000","19:46","2022-08-29T19:46:00.000","19:46","2022-08-29T19:46:00.000","20:10","Stealing - Shoplift","23C","Shoplifting","423","8500  N MADISON AVE","KANSAS CITY","64155","PC0323","NPD","false","SUS","B","M",,"false","POINT (-94.593197 39.248754)",
"KC22058602","2022-08-29T20:50:00.000","19:43","2022-08-29T20:50:00.000","20:50","2022-08-29T20:50:00.000",,"Stealing from Auto (Theft from Auto)",,,"231","8000  STATE LINE RD","KANSAS CITY","64114","PJ5841","MPD","false","VIC","W","M","34","false",,"25-34"
"KC22058632","2022-08-29T23:26:00.000","23:26","2022-08-29T23:26:00.000","23:26","2022-08-29T23:26:00.000","01:00","Robbery (Strong Armed Street)","120","Robbery","233","E 80TH ST and WAYNE AVE","KANSAS CITY","64131","PJ5892","MPD","false","CMP VIC","B","M","36","true",,"35-44"
"KC22058745","2022-08-29T20:15:00.000","14:38","2022-08-29T20:15:00.000","20:15","2022-08-29T20:15:00.000","12:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","221","800  W 54TH TER","KANSAS CITY","64112","PJ4287","MPD","false","SUS","U","U",,"false",,
"KC22058845","2022-08-29T17:00:00.000","22:13","2022-08-29T17:00:00.000","17:00","2022-08-29T17:00:00.000","03:47","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","341","E 23RD ST and OAKLEY AVE","KANSAS CITY","64127","PJ1904","EPD","false","VIC",,,,"false",,
"KC22058997","2022-08-31T15:42:00.000","15:42","2022-08-31T15:42:00.000","15:42","2022-08-31T15:42:00.000","15:42","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22059107","2022-08-31T23:20:00.000","23:17","2022-08-31T23:20:00.000","23:20","2022-08-31T23:20:00.000",,"Vehicular - Non-Injury",,,"221","57TH ST and PASEO","KANSAS CITY","64130",,"MPD","false","ARR CHA SUS","B","M","52","false",,"45-54"
"KC22059341","2022-08-26T23:50:00.000","23:36","2022-08-26T23:50:00.000","23:50","2022-08-26T23:50:00.000",,"Loss",,,"113","1200  BALTIMORE AVE","KANSAS CITY","64105","PJ1083","CPD","false","SUS","U","M",,"false","POINT (-94.584333 39.09971)",
"KC22059465","2022-09-02T13:10:00.000","13:13","2022-09-02T13:10:00.000","13:10","2022-09-02T13:10:00.000",,"Vehicular - Injury",,,"222","E 53RD ST and PROSPECT AVE","KANSAS CITY","64130","PJ4292","MPD","false","SUS",,,,"false",,
"KC22059566","2022-09-02T14:40:00.000","15:39","2022-09-02T14:40:00.000","14:40","2022-09-02T14:40:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","123","US 71 HWY and PASEO","KANSAS CITY","64108",,"CPD","false","SUS","W","M",,"true",,
"KC22059747","2022-09-03T11:50:00.000","14:25","2022-09-03T11:50:00.000","11:50","2022-09-03T11:50:00.000","12:30","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","643","00  NE REINKING RD","KANSAS CITY","64158",,"SCP","false","VIC","W","M","63","false",,"55-64"
"KC22059815","2022-09-03T18:50:00.000","18:51","2022-09-03T18:50:00.000","18:50","2022-09-03T18:50:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","131","3700  BROADWAY","KANSAS CITY",,,"CPD","true","ARR CHA SUS","B","M","36","false",,"35-44"
"KC22059964","2022-09-04T13:44:00.000","13:38","2022-09-04T13:44:00.000","13:44","2022-09-04T13:44:00.000",,"Property Damage",,,"114","4300  E TRACY ST","KANSAS CITY",,,"CPD","false","SUS","W","F","23","false",,"18-24"
"KC22600206","2022-01-11T22:00:00.000","13:59","2022-01-11T22:00:00.000","22:00","2022-01-11T22:00:00.000","19:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","132","E 39TH ST and WALNUT ST","KANSAS CITY","64111","PJ3056","CPD","false","CMP VIC","W","M","33","false",,"25-34"
"KC22600375","2022-02-09T14:09:00.000","15:25","2022-02-09T14:09:00.000","14:09","2022-02-09T14:09:00.000",,"OCR - Vehicular Non-injury Hit and Run",,,"545","S US 71 HWY and M 150 HWY","KANSAS CITY","64147",,"SPD","false","CMP VIC","W","F","31","false",,"25-34"
"KC22600412","2022-02-19T21:00:00.000","11:20","2022-02-19T21:00:00.000","21:00","2022-02-19T21:00:00.000",,"OCR - Vehicular Non-injury Hit and Run",,,"113","LOCUST ST and E 18TH ST","KANSAS CITY","64108","PJ1550","CPD","false","CMP VIC","W","M","41","false",,"35-44"
"KC22600505","2022-03-03T17:30:00.000","21:39","2022-03-03T17:30:00.000","17:30","2022-03-03T17:30:00.000",,"OCR - Vehicular Non-injury Hit and Run",,,"342","I 70 HWY and E 31ST ST","KANSAS CITY","64129",,"EPD","false","VIC A01 VDR","W","F","25","false",,"25-34"
"KC22600593","2022-03-18T19:00:00.000","16:02","2022-03-18T19:00:00.000","19:00","2022-03-18T19:00:00.000","21:30","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","113","00  E 16TH ST","KANSAS CITY",,,"CPD","false","CMP VIC","W","F","32","false",,"25-34"
"KC22600689","2022-03-25T18:14:00.000","10:46","2022-03-25T18:14:00.000","18:14","2022-03-25T18:14:00.000",,"OCR - Vehicular Non-Injury",,,"532","I 435 HWY NE and E BANNISTER RD","KANSAS CITY","64137","PJ6660","SPD","false","CMP VIC","W","F","46","false",,"45-54"
"KC22600768","2022-04-07T07:00:00.000","07:15","2022-04-07T07:00:00.000","07:00","2022-04-07T07:00:00.000",,"OCR - Vehicular Non-injury Hit and Run",,,"312","E FRONT ST and N I 435 HWY NE","KANSAS CITY","64120","PJ0071","EPD","false","CMP VIC","W","F","62","false",,"55-64"
"KC22600882","2022-04-15T05:30:00.000","22:23","2022-04-15T05:30:00.000","05:30","2022-04-15T05:30:00.000","05:45","Miscellaneous Investigation",,,"535","12300  STATE LINE RD","KANSAS CITY","64145","PJ7333","SPD","false","CMP VIC","W","F","24","false",,"18-24"
"KC22601324","2022-05-22T19:34:00.000","10:27","2022-05-22T19:34:00.000","19:34","2022-05-22T19:34:00.000","19:44","Stealing - Shoplift","23C","Shoplifting","234","8500  STATE LINE RD","KANSAS CITY","64114","PJ6174","MPD","false","VIC",,,,"false",,
"KC22601602","2022-06-13T12:40:00.000","14:17","2022-06-13T12:40:00.000","12:40","2022-06-13T12:40:00.000",,"OCR - Vehicular Non-injury Hit and Run",,,"322","E 12TH ST and HARDESTY AVE","KANSAS CITY","64127","PJ1143","EPD","false","SUS","W","M",,"false",,
"KC22602262","2022-05-16T09:30:00.000","20:35","2022-05-16T09:30:00.000","09:30","2022-05-16T09:30:00.000","09:35","Property Damage","290","Vandalism/Destruction of Property","131","3500  SUMMIT ST","KANSAS CITY","64111","PJ2804","CPD","false","CMP VIC","W","F","28","false","POINT (-94.594988 39.064785)","25-34"
"KC22602507","2022-08-04T21:00:00.000","10:20","2022-08-04T21:00:00.000","21:00","2022-08-04T21:00:00.000","06:30","Property Damage","290","Vandalism/Destruction of Property","242","7500  PASEO","KANSAS CITY","64132","PJ5661","MPD","false","VIC",,,,"false",,
"KC22602585","2022-07-28T18:00:00.000","10:39","2022-07-28T18:00:00.000","18:00","2022-07-28T18:00:00.000","09:00","Stealing - Other","23H","All Other Larceny","221","5400  HARRISON ST","KANSAS CITY","64110","PJ4327","MPD","false","CMP VIC","B","M","26","false","POINT (-94.574875 39.028891)","25-34"
"KC22602977","2022-08-26T12:00:00.000","14:40","2022-08-26T12:00:00.000","12:00","2022-08-26T12:00:00.000",,"OCR - Vehicular Non-injury Hit and Run",,,"223","US 71 HWY and E 59TH ST","KANSAS CITY","64130",,"MPD","false","CMP VIC","B","F","29","false",,"25-34"
"KC22603058","2022-08-28T22:00:00.000","15:12","2022-08-28T22:00:00.000","22:00","2022-08-28T22:00:00.000","23:00","Stealing from Building/Residence","23D","Theft From Building","234","9400  HOLMES RD","KANSAS CITY","64131",,"MPD","false","CMP VIC","W","M","41","false",,"35-44"
"KC22013615","2022-02-28T20:26:00.000","20:30","2022-02-28T20:26:00.000","20:26","2022-02-28T20:26:00.000",,"Robbery (Business)","120","Robbery","345","4000  BLUE RIDGE CTOF","KANSAS CITY","64133","PJ3492","EPD","false","VIC","W","M","30","true",,"25-34"
"KC22008419","2022-02-06T00:15:00.000","00:26","2022-02-06T00:15:00.000","00:15","2022-02-06T00:15:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","342","E US 40 HWY and STADIUM DR","KANSAS CITY","64129","PJ2936","EPD","true","SUS","W","F","24","false","POINT (-94.4782 39.062484)","18-24"
"KC22000625","2022-01-04T00:30:00.000","01:26","2022-01-04T00:30:00.000","00:30","2022-01-04T00:30:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","634","5400  N INDIANA AVE","KANSAS CITY","64119","PC0737","SCP","true","VIC","W","F","38","false","POINT (-94.539614 39.191413)","35-44"
"KC22013385","2022-02-27T23:00:00.000","02:07","2022-02-27T23:00:00.000","23:00","2022-02-27T23:00:00.000",,"Unfounded",,,"131","W 39TH ST and SOUTHWEST TRFY","KANSAS CITY","64111","PJ3051","CPD","false","VIC","W","M","43","false","POINT (-94.595644 39.055985)","35-44"
"KC22015664","2022-03-09T16:20:00.000","16:20","2022-03-09T16:20:00.000","16:20","2022-03-09T16:20:00.000",,"Recovered Stolen Auto","35B","Drug Equipment Violations","315","ST JOHN AVE and N BELMONT BLVD","KANSAS CITY","64123","PJ0371","EPD","false","VIC","W","F","33","false","POINT (-94.509353 39.112123)","25-34"
"KC22015591","2022-03-09T11:00:00.000","12:06","2022-03-09T11:00:00.000","11:00","2022-03-09T11:00:00.000","11:00","Stolen Auto","240","Motor Vehicle Theft","632","4200  N LISTER AVE","KANSAS CITY","64117","PC1164","SCP","false","VIC","W","M","84","false","POINT (-94.523745 39.170212)","75+"
"KC22000888","2022-01-04T19:00:00.000","11:28","2022-01-04T19:00:00.000","19:00","2022-01-04T19:00:00.000","11:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","141","600  E 42ND ST","KANSAS CITY","64110","PJ3385","CPD","false","VIC","W","F","22","false","POINT (-94.578089 39.050909)","18-24"
"KC22000045","2022-01-01T02:59:00.000","02:59","2022-01-01T02:59:00.000","02:59","2022-01-01T02:59:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","414","7800  NW ROANRIDGE RD","KANSAS CITY","64151",,"NPD","true","VIC","W","F","18","false","POINT (-94.656965 39.235497)","18-24"
"KC22010444","2022-02-14T19:04:00.000","20:14","2022-02-14T19:04:00.000","19:04","2022-02-14T19:04:00.000",,"Stolen Auto","23H","All Other Larceny","342","8900  LEEDS RD","KANSAS CITY","64129","PJ3025","EPD","false","SUS",,"M","38","false","POINT (-94.477526 39.056308)","35-44"
"KC22015455","2022-03-07T20:21:00.000","19:44","2022-03-07T20:21:00.000","20:21","2022-03-07T20:21:00.000",,"Stolen Auto","240","Motor Vehicle Theft","533","500  W 103RD ST","KANSAS CITY","64114","PJ6751","SPD","false","SUS","B","M","34","false","POINT (-94.597466 38.941606)","25-34"
"KC22015106","2022-03-07T02:00:00.000","09:58","2022-03-07T02:00:00.000","02:00","2022-03-07T02:00:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","121","1200  E 5TH ST","KANSAS CITY","64106","PJ0363","CPD","true","CMP VIC","W","F","59","false","POINT (-94.56779 39.110836)","55-64"
"KC22004877","2022-01-23T23:50:00.000","23:57","2022-01-23T23:50:00.000","23:50","2022-01-23T23:50:00.000",,"Burglary (Residential)","220","Burglary/Breaking and Entering","544","9400  LESLIE AVE","KANSAS CITY","64139","PJ6538","SPD","false","SUS","B","M",,"false","POINT (-94.413457 38.950097)",
"KC22005287","2022-01-25T19:21:00.000","19:21","2022-01-25T19:21:00.000","19:21","2022-01-25T19:21:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","331","2700  BALES AVE","KANSAS CITY","64128","PJ2264","EPD","false","ARR CHA SUS","B","F","23","false","POINT (-94.542132 39.076743)","18-24"
"KC22006618","2022-01-31T14:30:00.000","15:02","2022-01-31T14:30:00.000","14:30","2022-01-31T14:30:00.000",,"Disorderly Conduct","90C","Disorderly Conduct","122","GARFIELD AVE and INDEPENDENCE BLVD","KANSAS CITY","64124","PJ0673","CPD","false","ARR SUS CHA","W","M","54","false","POINT (-94.557144 39.106527)","45-54"
"KC22005134","2022-01-24T20:00:00.000","08:37","2022-01-24T20:00:00.000","20:00","2022-01-24T20:00:00.000","07:30","Stolen Auto","240","Motor Vehicle Theft","313","3500  INDEPENDENCE AVE","KANSAS CITY","64124","PJ0619","EPD","false","SUS","U","M",,"false","POINT (-94.540295 39.105933)",
"KC22014320","2022-03-03T18:49:00.000","18:49","2022-03-03T18:49:00.000","18:49","2022-03-03T18:49:00.000",,"Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor","520","Weapon Law Violations","334","EMANUEL CLEAVER II BLVD and PROSPECT AVE","KANSAS CITY","64130","PJ3735","EPD","false","ARR CHA SUS","B","M","49","true",,"45-54"
"KC22009646","2022-02-11T04:01:00.000","04:01","2022-02-11T04:01:00.000","04:01","2022-02-11T04:01:00.000",,"Stolen Auto","240","Motor Vehicle Theft","221","200  E 55TH TER","KANSAS CITY","64113","PJ4418","MPD","false","VIC",,,,"false","POINT (-94.584817 39.026673)",
"KC22011416","2022-02-18T19:15:00.000","12:19","2022-02-18T19:15:00.000","19:15","2022-02-18T19:15:00.000","11:30","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","112","300  W 8TH ST","KANSAS CITY","64105","PJ0704","CPD","false","VIC","W","M","24","false","POINT (-94.586352 39.10463)","18-24"
"KC22012381","2021-12-27T09:00:00.000","15:04","2021-12-27T09:00:00.000","09:00","2021-12-27T09:00:00.000","18:00","Fraud / Stealing Through Deceit (Scam/Confidence Game)","250","Counterfeiting / Forgery","121","1400  INDEPENDENCE AVE","KANSAS CITY","64106","PJ0506","CPD","false","SUS","B","F","23","false","POINT (-94.564913 39.106808)","18-24"
"KC22016796","2022-03-14T16:34:00.000","16:34","2022-03-14T16:34:00.000","16:34","2022-03-14T16:34:00.000",,"Property Damage","290","Vandalism/Destruction of Property","331","E 31ST ST and MYRTLE AVE","KANSAS CITY","64128","PJ2510","EPD","false","VIC","B","F","42","false",,"35-44"
"KC22002106","2021-12-24T07:00:00.000","23:13","2021-12-24T07:00:00.000","07:00","2021-12-24T07:00:00.000","14:00","Stolen Auto","240","Motor Vehicle Theft","211","5500  CYPRESS AVE","KANSAS CITY","64130","PJ4382","MPD","false","VIC","B","M","42","false","POINT (-94.53321 39.025632)","35-44"
"KC22007965","2022-02-03T17:58:00.000","17:58","2022-02-03T17:58:00.000","17:58","2022-02-03T17:58:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","242","7300  BELLEFONTAINE AVE","KANSAS CITY","64132","PJ5580","MPD","true","CHA SUS","B","M","34","true","POINT (-94.55125 38.994165)","25-34"
"KC22002855","2022-01-14T09:37:00.000","09:37","2022-01-14T09:37:00.000","09:37","2022-01-14T09:37:00.000",,"City/Municipal Warrant Arrest",,,"233","W 83RD TER and WORNALL RD","KANSAS CITY","64114","PJ5998","MPD","false","ARR CHA SUS","W","M","22","false","POINT (-94.594932 38.977387)","18-24"
"KC22013132","2022-02-27T16:32:00.000","16:32","2022-02-27T16:32:00.000","16:32","2022-02-27T16:32:00.000",,"Stealing - Shoplift","23C","Shoplifting","423","8400  N MADISON AVE","KANSAS CITY","64155","PC0323","NPD","false","VIC",,,,"false","POINT (-94.593988 39.248015)",
"KC22008366","2022-02-03T06:00:00.000","17:26","2022-02-03T06:00:00.000","06:00","2022-02-03T06:00:00.000",,"Stolen Auto","240","Motor Vehicle Theft","342","2600  OAKLEY AVE","KANSAS CITY",,"PJ2225","EPD","false","VIC","B","M","32","false","POINT (-94.517874 39.077647)","25-34"
"KC22004924","2022-01-24T07:38:00.000","08:27","2022-01-24T07:38:00.000","07:38","2022-01-24T07:38:00.000","09:44","Stolen Auto","240","Motor Vehicle Theft","315","400  DRURY AVE","KANSAS CITY","64123","PJ0541","EPD","false","VIC","W","F","40","false","POINT (-94.517723 39.108794)","35-44"
"KC22001336","2022-01-07T10:19:00.000","10:40","2022-01-07T10:19:00.000","10:19","2022-01-07T10:19:00.000","10:24","Stealing - Shoplift","23C","Shoplifting","414","8300  NW ROANRIDGE RD","KANSAS CITY","64151","PP0402","NPD","false","VIC",,,,"false","POINT (-94.656535 39.24561)",
"KC22001665","2022-01-08T20:07:00.000","20:07","2022-01-08T20:07:00.000","20:07","2022-01-08T20:07:00.000",,"Stolen Auto","240","Motor Vehicle Theft","233","8400  WORNALL RD","KANSAS CITY","64114","PJ6064","MPD","false","VIC","W","F","23","false","POINT (-94.595017 38.975819)","18-24"
"KC22014998","2022-03-06T17:45:00.000","19:32","2022-03-06T17:45:00.000","17:45","2022-03-06T17:45:00.000","19:00","Stolen Auto","240","Motor Vehicle Theft","634","5200  N ANTIOCH RD","KANSAS CITY","64119","PC0788","SCP","false","SUS","W","M","32","false",,"25-34"
"KC22005001","2022-01-24T14:09:00.000","14:09","2022-01-24T14:09:00.000","14:09","2022-01-24T14:09:00.000",,"Robbery (Armed Street)","120","Robbery","311","MONROE AVE and ST JOHN AVE","KANSAS CITY","64123","PJ0282","EPD","false","VIC","W","F","35","true","POINT (-94.537318 39.113087)","35-44"
"KC22005156","2022-01-25T09:48:00.000","09:48","2022-01-25T09:48:00.000","09:48","2022-01-25T09:48:00.000",,"City/Municipal Warrant Arrest",,,"343","E LINWOOD BLVD and CYPRESS AVE","KANSAS CITY","64128","PJ2611","EPD","false","ARR CHA SUS","B","M","38","false",,"35-44"
"KC22001031","2021-09-01T18:21:00.000","22:10","2021-09-01T18:21:00.000","18:21","2021-09-01T18:21:00.000","18:21","Stealing from Building/Residence","23D","Theft From Building","345","4900  PITTMAN RD","KANSAS CITY","64133","PJ4045","EPD","false","VIC","B","F","42","false","POINT (-94.462134 39.035664)","35-44"
"KC22009702","2022-02-11T10:50:00.000","10:56","2022-02-11T10:50:00.000","10:50","2022-02-11T10:50:00.000",,"Domestic Violence Robbery (Armed)","13A","Aggravated Assault","544","14500  E BANNISTER RD","KANSAS CITY","64139","PJ6538","SPD","false","VIC","B","F","25","true","POINT (-94.412305 38.944465)","25-34"
"KC22006548","2022-01-30T23:00:00.000","11:28","2022-01-30T23:00:00.000","23:00","2022-01-30T23:00:00.000","00:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","133","500  WESTPORT RD","KANSAS CITY","64111","PJ3303","CPD","false","VIC","W","M","22","false","POINT (-94.591604 39.052764)","18-24"
"KC22015996","2022-03-11T06:26:00.000","06:27","2022-03-11T06:26:00.000","06:26","2022-03-11T06:26:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","343","3300  JACKSON AVE","KANSAS CITY","64128","PJ2785","EPD","false","VIC","B","M","54","true","POINT (-94.534636 39.065524)","45-54"
