"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location"
"180033469","2018-05-05T00:00:00.000","11:05","2018-05-04T00:00:00.000","20:00","2018-05-05T00:00:00.000","09:00","640","23F","Stealing From Auto","231","7700  WASHINGTON ST","KANSAS CITY","64114","PJ5726","MPD","U","2","VIC",,,,"N","7700 WASHINGTON ST
KANSAS CITY,  64114
(38.988757, -94.595422)"
"180032004","2018-04-30T00:00:00.000","13:32","2018-04-30T00:00:00.000","13:32",,,"2604","90Z","False Information to","133","4000  LOCUST ST","KANSAS CITY","64110","PJ3180","CPD","U","1","ARR","W","F","51","N","4000 LOCUST ST
KANSAS CITY,  64110
(39.053907, -94.580427)"
"180033427","2018-05-05T00:00:00.000","10:20","2018-05-04T00:00:00.000","23:00","2018-05-05T00:00:00.000","10:00","1401","290","Property Damage","142","3700  WABASH AV","KANSAS CITY","64109","PJ3011","CPD","U","1","SUS","U","U",,"N","3700 WABASH AV
KANSAS CITY,  64109
(39.059239, -94.554546)"
"180033521","2018-05-05T00:00:00.000","17:57","2018-05-04T00:00:00.000","22:00","2018-05-05T00:00:00.000","14:00","690","23H","Stealing All Other","133","CENTRAL ST and WESTPORT RD","KANSAS CITY","64111","PJ3215","CPD","U","1","VIC","W","M","32","N","CENTRAL ST
KANSAS CITY,  64111"
"180032106","2018-04-30T00:00:00.000","19:18","2018-04-30T00:00:00.000","19:18",,,"302","120","Armed Robbery","311","4200  INDEPENDENCE AV","KANSAS CITY","64123","PJ0605","EPD","N","1","VIC","B","F","18","Y","4200 INDEPENDENCE AV
KANSAS CITY,  64123"
"180033636","2018-05-06T00:00:00.000","01:15","2018-05-06T00:00:00.000","01:15",,,"1850","35B","Possession of Drug E","111","W 6 ST and BROADWAY","KANSAS CITY","64106","PJ0597","CPD","U","1","ARR","W","M","63","N","6 ST
and BROADWAY KANSAS CITY,  64106"
"180032997","2018-05-03T00:00:00.000","21:29","2018-05-03T00:00:00.000","21:28",,,"2655","90J","Trespassing","122","2100  INDEPENDENCE BL","KANSAS CITY","64124","PJ0683","CPD","U","1","ARR","W","M","22","N","2100 INDEPENDENCE
BL KANSAS CITY,  64124
(39.106496, -94.556406)"
"180033468","2018-05-05T00:00:00.000","13:34","2018-05-05T00:00:00.000","13:30",,,"630","23C","Stealing Shoplifting","312","6000  INDEPENDENCE AV","KANSAS CITY","64126","PJ0771","EPD","U","1","SUS","B","F","30","N","6000 INDEPENDENCE AV
KANSAS CITY,  64126
(39.104897, -94.510869)"
"180031108","2018-04-27T00:00:00.000","00:57","2018-04-27T00:00:00.000","00:57",,,"1401","290","Property Damage","222","5300  OLIVE ST","KANSAS CITY","64130","PJ4317","MPD","U","1","SUS","B","M","22","N","5300 OLIVE ST
KANSAS CITY,  64130
(39.030122, -94.557266)"
"180033105","2018-05-04T00:00:00.000","09:09","2018-05-03T00:00:00.000","22:00","2018-05-04T00:00:00.000","06:30","640","23F","Stealing From Auto","421","7300  N CONANT AV","KANSAS CITY","64152","PP0509","NPD","N","1","SUS","U","U",,"N","7300 N CONANT AV
KANSAS CITY,  64152
(39.227982, -94.677923)"
"180032706","2018-05-02T00:00:00.000","20:26","2018-05-02T00:00:00.000","20:26",,,"802","13B","Non Agg Assault Dome","125","E LINWOOD BL and MICHIGAN AV","KANSAS CITY","64109","PJ2551","CPD","Y","2","VIC","B","F","26","N","E LINWOOD BL
KANSAS CITY,  64109"
"180032132","2018-04-30T00:00:00.000","21:20","2018-04-30T00:00:00.000","21:19",,,"2402","90C","Disorderly Conduct","212","5900  SWOPE PK","KANSAS CITY","64130","PJ4722","MPD","U","1","VIC",,,,"N","5900 SWOPE PK
KANSAS CITY,  64130
(39.018401, -94.541967)"
"180033371","2018-05-05T00:00:00.000","03:12","2018-05-05T00:00:00.000","03:12",,,"302","120","Armed Robbery","999","5200  CLEVELAND AV","KANSAS CITY","64130","PWX001","OSPD","U","1","VIC","B","M","45","N","5200 CLEVELAND AV
KANSAS CITY,  64130
(39.031358, -94.541016)"
"180032490","2018-05-02T00:00:00.000","07:45","2018-04-21T00:00:00.000","23:30","2018-04-21T00:00:00.000","23:59","401","13A","Aggravated Assault (","311","GLADSTONE BL and ST JOHN AV","KANSAS CITY","64124","PJ0280","EPD","N","1","VIC","W","M","19","Y","GLADSTONE BL
KANSAS CITY,  64124"
"180032896","2018-05-03T00:00:00.000","15:48","2018-05-03T00:00:00.000","15:48",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","SUS","U","U",,"N","1100 LOCUST ST
KANSAS CITY,  64106
(39.10091, -94.577328)"
"180033445","2018-05-05T00:00:00.000","12:16","2018-05-05T00:00:00.000","12:16",,,"2402","90C","Disorderly Conduct","412","500  NW ENGLEWOOD RD","KANSAS CITY","64118","PC0678","NPD","N","1","VIC","W","F","41","N","500 NW ENGLEWOOD RD
KANSAS CITY,  64118
(39.195816, -94.587045)"
"180002510","2018-01-10T00:00:00.000","18:00","2018-01-09T00:00:00.000","23:00","2018-01-10T00:00:00.000","13:00","640","23F","Stealing From Auto","221","00  E 50 ST","KANSAS CITY","64110","PJ3925","MPD","U","1","VIC","W","M","30","N","00 E 50 ST
KANSAS CITY,  64110"
"180025584","2018-04-06T00:00:00.000","10:18","2018-04-06T00:00:00.000","09:00",,,"2601","90Z","Misc Violation","131","100  E 31 ST","KANSAS CITY","64111","PJ2496","CPD","U","1","VIC",,,,"N","100 E 31 ST
KANSAS CITY,  64111"
"180027619","2018-04-13T00:00:00.000","20:12","2018-04-13T00:00:00.000","20:12",,,"801","13B","Non Aggravated Assau","644","NE 118 TE and N AGNES AV","KANSAS CITY","64119","PC0033","SCP","N","2","SUS","U","M",,"N","118 TE and N AGNES AV
KANSAS CITY,  64119"
"180026564","2018-04-10T00:00:00.000","09:00","2018-04-09T00:00:00.000","12:00","2018-04-10T00:00:00.000","09:00","501","220","Burglary - Residence","331","3000  CHESTNUT AV","KANSAS CITY","64128","PJ2487","EPD","U","1","SUS","U","U",,"N","3000 CHESTNUT AV
KANSAS CITY,  64128
(39.070997, -94.550499)"
"180027653","2018-04-13T00:00:00.000","22:41","2018-04-13T00:00:00.000","22:35",,,"802","13B","Non Agg Assault Dome","422","8500  N BOARDWALK AV","KANSAS CITY","64153","PP0321","NPD","Y","1","SUS","W","M","49","N","8500 N BOARDWALK AV
KANSAS CITY,  64153
(39.252248, -94.655483)"
"180026570","2018-04-10T00:00:00.000","10:45","2018-04-10T00:00:00.000","10:45",,,"1849","35A","Possession/Sale/Dist","533","E 104 ST and HOLMES RD","KANSAS CITY","64131","PJ6771","SPD","U","1","VIC",,,,"N","104 ST and HOLMES RD
KANSAS CITY,  64131"
"180026884","2018-04-11T00:00:00.000","11:30","2018-04-11T00:00:00.000","11:20",,,"670","23D","Stealing from Buildi","112","2400  GRAND BL","KANSAS CITY","64105","PJ2003","CPD","U","1","VIC",,,,"N","2400 GRAND
BL KANSAS CITY,  64105
(39.083215, -94.581847)"
"180027794","2018-04-14T00:00:00.000","14:38","2018-04-14T00:00:00.000","14:38",,,"630","23C","Stealing Shoplifting","413","6200  N CHATHAM AV","KANSAS CITY","64151","PP0647","NPD","U","1","VIC",,,,"N","6200 N CHATHAM AV
KANSAS CITY,  64151
(39.208341, -94.643575)"
"180024964","2018-04-04T00:00:00.000","09:48","2018-03-31T00:00:00.000","13:00",,,"1198","26F","Identity Theft","332","3500  CHESTNUT AV","KANSAS CITY","64128","PJ2868","EPD","U","1","SUS","U","U",,"N","3500 CHESTNUT AV
KANSAS CITY,  64128
(39.062428, -94.550996)"
"180026483","2018-04-09T00:00:00.000","22:41","2018-04-09T00:00:00.000","22:41",,,"2602","13C","Bomb Threat/Intimida","533","11800  HOLMES RD","KANSAS CITY","64145","PJ7227","SPD","U","2","VIC",,,,"N","11800 HOLMES RD
KANSAS CITY,  64145"
"180027488","2018-04-13T00:00:00.000","12:50","2018-04-13T00:00:00.000","12:50",,,"801","13B","Non Aggravated Assau","121","1700  INDEPENDENCE BL","KANSAS CITY","64106","PJ0663","CPD","U","1","ARR","B","M","35","N","1700 INDEPENDENCE
BL KANSAS CITY,  64106
(39.106673, -94.5613)"
"180026502","2018-04-10T00:00:00.000","02:00","2018-04-09T00:00:00.000","22:00","2018-04-09T00:00:00.000","23:00","670","23D","Stealing from Buildi","535","14400  S US 71 HWY WEST FRONT RD","KANSAS CITY","64147","PJ7443","SPD","U","1","VIC","B","F","24","N","14400 S US 71 HWY WEST FRONT RD
KANSAS CITY,  64147"
"180027338","2018-04-12T00:00:00.000","18:23","2018-04-12T00:00:00.000","18:23",,,"630","23C","Stealing Shoplifting","231","300  W 75 ST","KANSAS CITY","64114","PJ5662","MPD","U","1","VIC",,,,"N","300 W 75 ST
KANSAS CITY,  64114
(38.992258, -94.593122)"
"180026834","2018-04-11T00:00:00.000","09:10","2018-04-10T00:00:00.000","22:00","2018-04-11T00:00:00.000","08:30","640","23F","Stealing From Auto","234","8800  HIAWATHA RD","KANSAS CITY","64114","PJ6216","MPD","U","1","VIC","W","M","32","N","8800 HIAWATHA RD
KANSAS CITY,  64114
(38.968556, -94.594422)"
"180025853","2018-04-07T00:00:00.000","14:00","2018-04-06T00:00:00.000","21:00","2018-04-07T00:00:00.000","08:00","501","220","Burglary - Residence","314","100  CHELSEA AV","KANSAS CITY","64123","PJ0343","EPD","U","1","VIC","W","M","24","N","100 CHELSEA AV
KANSAS CITY,  64123
(39.112532, -94.524633)"
"180026684","2018-04-10T00:00:00.000","18:02","2018-04-10T00:00:00.000","18:02",,,"1849","35A","Possession/Sale/Dist","233","8000  TROOST AV","KANSAS CITY","64132","PJ5869","MPD","U","1","VIC",,,,"N","8000 TROOST AV
KANSAS CITY,  64132
(38.982342, -94.576121)"
"180026649","2018-04-10T00:00:00.000","13:11","2018-04-10T00:00:00.000","13:08",,,"1120","26A","Fraud/Confidence Gam","414","6900  N OVERLAND DR","KANSAS CITY","64151","PP0598","NPD","N","1","VIC","W","F","81","N","6900 N OVERLAND DR
KANSAS CITY,  64151
(39.219829, -94.640497)"
"180026883","2018-04-11T00:00:00.000","12:22","2018-04-11T00:00:00.000","10:30","2018-04-11T00:00:00.000","11:30","640","23F","Stealing From Auto","212","EASTWOOD TR and ELWYN RD","KANSAS CITY","64130","PJ4311","MPD","U","1","VIC",,,,"N","EASTWOOD TR
KANSAS CITY,  64130"
"180027708","2018-04-14T00:00:00.000","07:34","2018-04-13T00:00:00.000","20:00","2018-04-14T00:00:00.000","07:00","1401","290","Property Damage","342","5400  E 25 ST","KANSAS CITY","64127","PJ2071","EPD","N","1","VIC","W","M","34","N","5400 E 25 ST
KANSAS CITY,  64127
(39.079664, -94.519922)"
"180018047","2018-03-06T00:00:00.000","12:00","2018-03-06T00:00:00.000","12:00",,,"1849","35A","Possession/Sale/Dist","543","7000  E 111 ST","KANSAS CITY","64134","PJ7014","SPD","N","1","ARR","B","M",,"N","7000 E 111 ST
KANSAS CITY,  64134
(38.92251, -94.508143)"
"180026800","2018-04-11T00:00:00.000","06:57","2018-04-11T00:00:00.000","00:01","2018-04-11T00:00:00.000","06:30","702","240","Auto Theft","632","3500  NE 33 TE","KANSAS CITY","64117","PC1422","SCP","U","1","VIC","W","M","32","N","3500 NE 33
TE KANSAS CITY,  64117
(39.154529, -94.537076)"
"180027444","2018-04-13T00:00:00.000","10:46","2018-03-30T00:00:00.000","12:00",,,"1198","26F","Identity Theft","642","1400  NE 80 ST","KANSAS CITY","64118","PC0411","SCP","N","1","SUS","U","U",,"N","1400 NE 80 ST
KANSAS CITY,  64118
(39.237891, -94.563087)"
"180027135","2018-04-12T00:00:00.000","09:50","2018-04-12T00:00:00.000","08:00","2018-04-12T00:00:00.000","09:30","650","23G","Stealing Auto Parts/","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","N","1","SUS","U","U",,"N","11600 E US
HW KANSAS CITY,  64133"
"180027668","2018-04-13T00:00:00.000","23:53","2018-04-13T00:00:00.000","23:53",,,"401","13A","Aggravated Assault (","342","5800  E 20 ST","KANSAS CITY","64127","PJ1839","EPD","U","1","VIC","B","M","19","N","5800 E 20 ST
KANSAS CITY,  64127"
"180026216","2018-04-09T00:00:00.000","07:24","2018-04-09T00:00:00.000","07:24",,,"2601","90Z","Misc Violation","134","4400  WORNALL RD","KANSAS CITY","64111","PJ3485","CPD","U","1","SUS","U","U",,"N","4400 WORNALL RD
KANSAS CITY,  64111
(39.046134, -94.59015)"
"180027088","2018-04-12T00:00:00.000","06:33","2018-04-12T00:00:00.000","06:30",,,"1401","290","Property Damage","143","3800  HIGHLAND AV","KANSAS CITY","64109","PJ3093","CPD","U","2","VIC","B","F","41","N","3800 HIGHLAND AV
KANSAS CITY,  64109
(39.056868, -94.5639)"
"180027846","2018-04-14T00:00:00.000","18:31","2018-04-14T00:00:00.000","18:31",,,"401","13A","Aggravated Assault (","331","E 31 ST and MERSINGTON AV","KANSAS CITY","64133","PJ2509","EPD","U","1","VIC","B","F","50","N","31 ST and MERSINGTON AV
KANSAS CITY,  64133
(39.069372, -94.537939)"
"180026346","2018-04-09T00:00:00.000","14:00","2018-04-07T00:00:00.000","14:00","2018-04-07T00:00:00.000","18:30","1401","290","Property Damage","341","1700  TOPPING AV","KANSAS CITY","64126","PJ1735","EPD","U","1","SUS","U","U",,"N","1700 TOPPING AV
KANSAS CITY,  64126
(39.090225, -94.515054)"
"180024026","2018-03-31T00:00:00.000","17:14","2018-03-31T00:00:00.000","16:30","2018-03-31T00:00:00.000","17:00","702","240","Auto Theft","111","GRAND BL and E MISSOURI AV","KANSAS CITY","64106","PJ0513","CPD","U","1","SUS","U","U",,"N","E GRAND BL
KANSAS CITY,  64106"
"180009781","2018-02-09T00:00:00.000","00:01","2018-02-09T00:00:00.000","00:01",,,"401","13A","Aggravated Assault (","314","500  NORTON AV","KANSAS CITY","64127","PJ0602","EPD","N","1","VIC","B","M",,"Y","500 NORTON AV
KANSAS CITY,  64127"
"180023054","2018-03-28T00:00:00.000","01:46","2018-03-28T00:00:00.000","01:45",,,"2655","90J","Trespassing","314","5100  THOMPSON AV","KANSAS CITY","64123","PJ0633","EPD","U","1","VIC",,,,"N","5100 THOMPSON AV
KANSAS CITY,  64123"
"180012542","2018-02-20T00:00:00.000","16:00","2018-02-20T00:00:00.000","16:00",,,"2655","90J","Trespassing","113","00  E 13 ST","KANSAS CITY","64106","PJ1087","CPD","N","1","SUS","W","M","28","N","00 E 13 ST
KANSAS CITY,  64106"
"180004910","2018-01-20T00:00:00.000","17:22","2018-01-20T00:00:00.000","17:20","2018-01-20T00:00:00.000","17:27","1546","520","Weapons Law Violatio","224","6000  TROOST AV","KANSAS CITY","64130","PJ4759","MPD","U","1","VIC",,,,"Y","6000 TROOST AV
KANSAS CITY,  64130
(39.01794, -94.574309)"
"180073557","2018-09-22T00:00:00.000","18:16","2018-09-22T00:00:00.000","18:00",,,"640","23F","Stealing From Auto","212","E 49 ST and AGNES AV","KANSAS CITY","64130","PJ3907","MPD","U","1","SUS","B","M",,"N","49 ST and AGNES AV
KANSAS CITY,  64130"
"180042675","2018-06-06T00:00:00.000","14:28","2018-06-06T00:00:00.000","14:27",,,"799",,"Auto Theft Outside S","636","NE 48 ST and I 435 HW","KANSAS CITY","64117","PC0918","SCP","U","1","SUS","W","M","30","N","435 HW
KANSAS CITY,  64117"
"180005711","2018-01-23T00:00:00.000","23:57","2018-01-23T00:00:00.000","23:57",,,"702","240","Auto Theft","422","3800  NW 94 ST","KANSAS CITY","64152","PP0281","NPD","U","1","SUS","B","M",,"N","3800 NW 94 ST
KANSAS CITY,  64152"
"180036058","2018-05-14T00:00:00.000","13:21","2018-05-14T00:00:00.000","13:21",,,"401","13A","Aggravated Assault (","233","8000  PASEO","KANSAS CITY","64132","PJ5897","MPD","N","2","VIC","B","M",,"Y","8000 PASEO
KANSAS CITY,  64132"
"180004188","2018-01-17T00:00:00.000","23:38","2018-01-17T00:00:00.000","23:38",,,"2655","90J","Trespassing","122","0  E PERSHING RD","KANSAS CITY","64108","PJ2011","CPD","U","1","VIC",,,,"N","0 E PERSHING RD
KANSAS CITY,  64108"
"180019476","2018-03-14T00:00:00.000","10:25","2018-03-14T00:00:00.000","10:25",,,"630","23C","Stealing Shoplifting","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"180025432","2018-04-05T00:00:00.000","18:51","2018-04-05T00:00:00.000","18:51",,,"1401","290","Property Damage","332","3400  WABASH AV","KANSAS CITY","64127","PJ2799","EPD","U","1","SUS","U","U",,"N","3400 WABASH AV
KANSAS CITY,  64127"
"180000956","2018-01-04T00:00:00.000","22:15","2018-01-04T00:00:00.000","07:00","2018-01-04T00:00:00.000","18:00","1401","290","Property Damage","415","3500  NW 69 TE","KANSAS CITY","64151","PP0585","NPD","N","1","VIC","W","F","35","N","3500 NW 69
TE KANSAS CITY,  64151
(39.220323, -94.621069)"
"180033413","2018-05-05T00:00:00.000","09:20","2018-05-05T00:00:00.000","09:20",,,"799",,"Auto Theft Outside S","241","E 75TH and MRYTLE AV","KANSAS CITY","64132",,,"U","1","SUS","U","U",,"N","E 75TH
KANSAS CITY,  64132"
"180038408","2018-05-22T00:00:00.000","15:53","2018-05-22T00:00:00.000","15:40",,,"831","13C","Intimidation","333","4100  CHESTNUT AV","KANSAS CITY","64128","PJ3354","EPD","Y","1","SUS","B","F","21","N","4100 CHESTNUT AV
KANSAS CITY,  64128"
"180038989","2018-05-24T00:00:00.000","14:59","2018-03-30T00:00:00.000","00:01","2018-05-24T00:00:00.000","00:01","1120","26A","Fraud/Confidence Gam","532","10100  WHEELING AV","KANSAS CITY","64134","PJ6756","SPD","U","2","VIC","B","F","35","N","10100 WHEELING AV
KANSAS CITY,  64134
(38.94189, -94.518332)"
"180037921","2018-05-21T00:00:00.000","02:20","2018-05-21T00:00:00.000","02:20",,,"1401","290","Property Damage","533","11500  HOLMES RD","KANSAS CITY","64134","PJ7138","SPD","U","1","VIC","W","M","35","N","11500 HOLMES RD
KANSAS CITY,  64134
(38.91859, -94.583914)"
"180039822","2018-05-27T00:00:00.000","14:07","2018-05-25T00:00:00.000","17:00","2018-05-27T00:00:00.000","12:00","640","23F","Stealing From Auto","141","3500  CHERRY ST","KANSAS CITY","64110","PJ2834","CPD","U","1","SUS","U","U",,"N","3500 CHERRY ST
KANSAS CITY,  64110"
"180038437","2018-05-22T00:00:00.000","17:42","2018-05-22T00:00:00.000","17:40",,,"401","13A","Aggravated Assault (","542","7400  E 89 TE","KANSAS CITY","64138","PJ6374","SPD","N","1","VIC","B","F","39","Y","7400 E 89
TE KANSAS CITY,  64138
(38.961437, -94.501449)"
"180037295","2018-05-18T00:00:00.000","14:45","2018-05-18T00:00:00.000","01:00","2018-05-18T00:00:00.000","03:00","670","23D","Stealing from Buildi","132","3800  MAIN ST","KANSAS CITY","64111","PJ3053","CPD","U","1","SUS","U","U",,"N","3800 MAIN ST
KANSAS CITY,  64111
(39.0584, -94.585998)"
"180038408","2018-05-22T00:00:00.000","15:53","2018-05-22T00:00:00.000","15:40",,,"1401","290","Property Damage","333","4100  CHESTNUT AV","KANSAS CITY","64128","PJ3354","EPD","Y","1","VIC","B","M","28","N","4100 CHESTNUT AV
KANSAS CITY,  64128"
"180038290","2018-05-22T00:00:00.000","10:00","2018-05-18T00:00:00.000","06:12",,,"690","23H","Stealing All Other","212","5900  MANCHESTER TR","KANSAS CITY","64130","PJ4769","MPD","U","1","SUS","W","M","20","N","5900 MANCHESTER TR
KANSAS CITY,  64130
(39.018268, -94.525848)"
"180038094","2018-05-21T00:00:00.000","15:38","2018-05-21T00:00:00.000","15:38",,,"101","09A","HOMICIDE/Non Neglige","334","4600  E 44 ST","KANSAS CITY","64110","PJ3580","EPD","U","1","VIC","U","U",,"Y","4600 E 44 ST
KANSAS CITY,  64110"
"180039253","2018-05-25T00:00:00.000","10:44","2018-05-24T00:00:00.000","18:45","2018-05-25T00:00:00.000","08:00","1401","290","Property Damage","411","4500  N MULBERRY DR","KANSAS CITY","64116","PC1099","NPD","N","1","VIC","W","F","20","N","4500 N MULBERRY DR
KANSAS CITY,  64116
(39.176097, -94.596956)"
"180039493","2018-05-26T00:00:00.000","00:06","2018-05-25T00:00:00.000","07:30","2018-05-25T00:00:00.000","22:30","650","23G","Stealing Auto Parts/","213","8600  E 57 ST","KANSAS CITY","64129","PJ4577","MPD","U","1","SUS","U","U",,"N","8600 E 57 ST
KANSAS CITY,  64129
(39.020207, -94.485611)"
"180038713","2018-05-23T00:00:00.000","15:17","2018-05-20T00:00:00.000","09:00","2018-05-20T00:00:00.000","20:00","640","23F","Stealing From Auto","132","0  E 38 ST","KANSAS CITY","64111","PJ3056","CPD","U","1","SUS","U","U",,"N","0 E 38 ST
KANSAS CITY,  64111"
"180036659","2018-05-16T00:00:00.000","11:01","2018-05-08T00:00:00.000","17:30","2018-05-08T00:00:00.000","21:17","502","220","Burglary - Non Resid","134","600  W 47 ST","KANSAS CITY","64112","PJ3736","CPD","U","4","VIC","W","M","32","N","600 W 47 ST
KANSAS CITY,  64112
(39.042434, -94.593473)"
"180033635","2018-05-06T00:00:00.000","03:30","2018-05-06T00:00:00.000","03:30",,,"840","90Z","Resisting an Officer","133","4000  PENNSYLVANIA AV","KANSAS CITY","64129","PJ3218","CPD","U","1","VIC",,,,"N","4000 PENNSYLVANIA AV
KANSAS CITY,  64129
(39.055047, -94.593128)"
"180037923","2018-05-21T00:00:00.000","02:20","2018-05-21T00:00:00.000","02:20",,,"2100","90D","Driving Under Influe","113","100  E 13 ST","KANSAS CITY","64108","PJ1177","CPD","U","1","ARR","W","F","24","N","100 E 13 ST
KANSAS CITY,  64108
(39.098581, -94.58215)"
"180038234","2018-05-22T00:00:00.000","02:00","2018-05-20T00:00:00.000","20:00","2018-05-21T00:00:00.000","20:00","501","220","Burglary - Residence","242","7900  PARK AV","KANSAS CITY","64132","PJ5904","MPD","U","1","VIC","W","M","23","N","7900 PARK AV
KANSAS CITY,  64132
(38.983452, -94.560756)"
"180038962","2018-05-24T00:00:00.000","07:22","2018-05-24T00:00:00.000","07:22","2018-05-24T00:00:00.000","07:32","1849","35A","Possession/Sale/Dist","122","1100  TROOST AV","KANSAS CITY","64106","PJ1046","CPD","U","1","ARR","B","M","25","N","1100 TROOST AV
KANSAS CITY,  64106
(39.10068, -94.569846)"
"180038024","2018-05-21T00:00:00.000","12:30","2018-05-21T00:00:00.000","12:30",,,"1401","290","Property Damage","241","2100  E 77 TE","KANSAS CITY","64130","PJ5798","MPD","N","1","SUS","B","M","19","N","2100 E 77
TE KANSAS CITY,  64130
(38.987795, -94.561761)"
"180039625","2018-05-26T00:00:00.000","16:00","2018-05-26T00:00:00.000","13:00",,,"702","240","Auto Theft","635","4300  N BELLAIRE AV","KANSAS CITY","64117","PC1128","SCP","N","1","VIC","W","F",,"N","4300 N BELLAIRE AV
KANSAS CITY,  64117
(39.171787, -94.510908)"
"180038390","2018-05-22T00:00:00.000","16:04","2018-05-19T00:00:00.000","10:30","2018-05-22T00:00:00.000","12:00","501","220","Burglary - Residence","234","9000  OAK ST","KANSAS CITY","64109","PJ6315","MPD","U","1","SUS","U","U",,"N","9000 OAK ST
KANSAS CITY,  64109
(38.965046, -94.58621)"
"180038718","2018-05-23T00:00:00.000","15:30","2018-05-23T00:00:00.000","14:35",,,"690","23H","Stealing All Other","231","7200  MADISON AV","KANSAS CITY","64114","PJ5431","MPD","U","1","VIC","W","M","62","N","7200 MADISON AV
KANSAS CITY,  64114
(38.997878, -94.599711)"
"180039143","2018-05-24T00:00:00.000","21:50","2018-05-24T00:00:00.000","21:50",,,"802","13B","Non Agg Assault Dome","543","E 111 ST and WINCHESTER AV","KANSAS CITY","64134","PJ7014","SPD","Y","1","VIC","W","F","41","N","111 ST and WINCHESTER AV
KANSAS CITY,  64134"
"180038459","2018-05-22T00:00:00.000","18:36","2018-05-22T00:00:00.000","18:36",,,"302","120","Armed Robbery","141","900  E ARMOUR BL","KANSAS CITY","64109","PJ2771","CPD","U","1","SUS","B","M",,"Y","900 E ARMOUR
BL KANSAS CITY,  64109
(39.063278, -94.573336)"
"180039778","2018-05-27T00:00:00.000","09:46","2018-05-26T00:00:00.000","22:00","2018-05-27T00:00:00.000","08:00","640","23F","Stealing From Auto","112","800  GRAND BL","KANSAS CITY","64106","PJ0797","CPD","U","1","VIC","B","F","49","N","800 GRAND
BL KANSAS CITY,  64106
(39.10404, -94.580683)"
"180035928","2018-05-14T00:00:00.000","03:49","2018-05-12T00:00:00.000","14:00","2018-05-14T00:00:00.000","03:00","702","240","Auto Theft","634","4800  NE WINN RD","KANSAS CITY","64117","PC0949","SCP","U","1","SUS","U","U",,"N","4800 NE WINN RD
KANSAS CITY,  64117"
"180013705","2018-02-25T00:00:00.000","17:52","2018-02-25T00:00:00.000","17:52",,,"799",,"Auto Theft Outside S","222","E 50 ST and WABASH AV","KANSAS CITY","64130","PJ3945","MPD","U","1","VIC",,,,"N","50 ST and WABASH AV
KANSAS CITY,  64130"
"180022108","2018-03-24T00:00:00.000","00:46","2018-03-24T00:00:00.000","00:46",,,"2601","90Z","Misc Violation","544","11200  E BANNISTER RD","KCMO","64139","PJ6440","SPD","U","3","VIC","W","M","58","N","11200 E BANNISTER RD
KCMO,  64139"
"180039797","2018-05-27T00:00:00.000","11:28","2018-05-27T00:00:00.000","11:25",,,"1401","290","Property Damage","222","5000  WOODLAND AV","KANSAS CITY","64130","PJ4039","MPD","Y","1","SUS","B","M","34","N","5000 WOODLAND AV
KANSAS CITY,  64130"
"180038607","2018-05-23T00:00:00.000","08:24","2018-05-23T00:00:00.000","08:01",,,"401","13A","Aggravated Assault (","315","100  WHITE AV","KANSAS CITY","64123","PJ0368","EPD","U","2","SUS","W","M","19","N","100 WHITE AV
KANSAS CITY,  64123
(39.112051, -94.511763)"
"180039359","2018-05-25T00:00:00.000","17:00","2018-05-25T00:00:00.000","17:00",,,"840","90Z","Resisting an Officer","532","5900  E 99 ST","KANSAS CITY","64134","PJ6664","SPD","Y","1","VIC","B","F","28","N","5900 E 99 ST
KANSAS CITY,  64134
(38.945618, -94.519903)"
"180030750","2018-04-25T00:00:00.000","20:43","2018-04-25T00:00:00.000","20:30",,,"630","23C","Stealing Shoplifting",,"8400  N MADISON AV","KANSAS CITY","64155","PC0323","NPD","U","1","VIC",,,,"N","8400 N MADISON AV
KANSAS CITY,  64155
(39.248015, -94.593988)"
"180039880","2018-05-27T00:00:00.000","18:15","2018-05-27T00:00:00.000","18:15",,,"802","13B","Non Agg Assault Dome","411","100  NW HARLEM RD","KANSAS CITY","64116","PC1483","NPD","Y","1","SUS","W","M","51","N","100 NW HARLEM RD
KANSAS CITY,  64116
(39.117421, -94.587877)"
"180038252","2018-05-22T00:00:00.000","07:37","2018-05-21T00:00:00.000","21:30","2018-05-22T00:00:00.000","06:45","1401","290","Property Damage","635","4000  N BENNINGTON AV","KANSAS CITY","64117","PC1343","SCP","U","1","VIC",,,,"N","4000 N BENNINGTON AV
KANSAS CITY,  64117
(39.166562, -94.502318)"
"180039583","2018-05-26T00:00:00.000","12:03","2018-05-25T00:00:00.000","20:15","2018-05-26T00:00:00.000","09:47","502","220","Burglary - Non Resid","232","7500  TROOST AV","KANSAS CITY","64131","PJ5653","MPD","U","1","SUS","U","U",,"N","7500 TROOST AV
KANSAS CITY,  64131
(38.991554, -94.575658)"
