"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmused_flag","location","age_range"
"KC21033531","2021-05-26T04:07:29.000","04:07","2021-05-26T04:07:00.000","04:07",,,"Stolen Auto","240","Motor Vehicle Theft","416","5500  NW WAUKOMIS DR","KANSAS CITY","64118",,"NPD","false","SUS","W","M",,"false","POINT (-94.607221 39.194546)",
"KC21024631","2021-04-19T08:39:43.000","08:39","2021-04-19T09:00:00.000","09:00",,,"Burglary (Non-Residential)","220","Burglary/Breaking and Entering","545","12700  E RAYTOWN RD","KANSAS CITY","64138",,"SPD","false","SUS","W","M",,"false",,
"KC21029554","2021-05-10T01:41:11.000","01:41","2021-05-10T01:00:00.000","01:00",,,"Property Damage","290","Vandalism/Destruction of Property","533","500  E 105TH ST","KANSAS CITY","64114","PJ6764","SPD","false","VIC","B","M","32","false",,"25-34"
"KC21019993","2021-03-30T09:50:46.000","09:50","2021-03-29T15:21:00.000","15:21",,,"Forgery","250","Counterfeiting / Forgery","422","3700  NW 90TH ST","KANSAS CITY","64154","PP0281","NPD","false","VIC",,,,"false","POINT (-94.615416 39.25597)",
"KC21023606","2021-04-14T17:12:27.000","17:12","2021-04-14T17:10:00.000","17:10",,,"Assault (Aggravated)","13A","Aggravated Assault","423","SHOAL CREEK PKWY W and US 169 N HWY S","KANSAS CITY",,,"NPD","false","VIC","W","F","61","false",,"55-64"
"KC21026101","2021-04-25T16:21:56.000","16:21","2021-04-25T16:22:00.000","16:22",,,"Robbery (Armed Street)","120","Robbery","121","CHESTNUT AVE and CLIFF DR","KANSAS CITY",,,"CPD","false","VIC","W","M",,"false",,
"KC21032824","2021-05-23T11:54:09.000","11:54","2021-05-23T11:54:00.000","11:54",,,"Assault (Aggravated)","13A","Aggravated Assault","334","E 43RD ST and PROSPECT AVE","KANSAS CITY","64130","PJ3505","EPD","false","VIC","B","M",,"true",,
"KC21030939","2021-05-15T17:06:50.000","17:06","2021-05-15T17:00:00.000","17:00",,,"Property Damage","290","Vandalism/Destruction of Property","643","8000  NE 102ND TER","KANSAS CITY","64157","PC0207","SCP","false","VIC",,,,"false",,
"KC21032879","2021-05-23T15:36:22.000","15:36","2021-05-23T15:36:00.000","15:36",,,"Sodomy - Juvenile","11B","Forcible Sodomy","123","2900  WAYNE AVE","KANSAS CITY","64110","PJ2390","CPD","false","SUS","W","F","19","false",,"18-24"
"KC21027147","2021-04-29T18:40:24.000","18:40","2021-04-29T18:40:00.000","18:40",,,"Assault (Non-Aggravated)","13B","Simple Assault","132","43 RD ST and MILL CREEK PKWY","KANSAS CITY",,,"CPD","false","ARR CHA SUS","B","M","30","false",,"25-34"
"KC21021043","2021-04-04T02:29:11.000","02:29","2021-04-04T02:25:00.000","02:25",,,"Vehicular – Non-Injury",,,"545","HORRIDGE RD and E M 150 HWY","KANSAS CITY","64149","PJ7467","SPD","false","VIC VDR","W","M","19","false",,"18-24"
"KC21028353","2021-05-04T21:56:31.000","21:56","2021-05-04T21:30:00.000","21:30",,,"Property Damage",,,"115","00  W PERSHING RD","KANSAS CITY","64108","PJ1831","CPD","false","SUS","W","M",,"false",,
"KC21020214","2021-03-31T09:58:00.000","09:58","2021-03-31T09:55:00.000","09:55",,,"Property Damage","290","Vandalism/Destruction of Property","125","3100  TROOST AVE","KANSAS CITY","64109","PJ2541","CPD","false","SUS","U","M","25","false",,"25-34"
"KC21019850","2021-03-29T17:10:00.000","17:10","2021-03-09T23:30:00.000","23:30",,,"Miscellaneous Investigation",,,"221","00  W 53RD TER","KANSAS CITY","64112","PJ4275","MPD","false","SUS","W","M",,"false",,
"KC21025795","2021-04-24T10:56:10.000","10:56","2021-04-24T09:10:00.000","09:10","2021-04-24T10:45:00.000","10:45","Stealing from Building/Residence","23D","Theft From Building","123","2600  TRACY AVE","KANSAS CITY","64108","PJ2153","CPD","false","SUS","B","M",,"false",,
"KC21040477","2021-06-22T16:02:31.000","16:02","2021-06-22T16:00:00.000","16:00",,,"Vehicular – Injury",,,"999","S US 71 HWY N and BLUE RIDGE BLVD","GRANDVIEW","64030","PJX004","OSPD","false","CHA VDR","B","M",,"false",,
"KC21050869","2021-08-02T19:34:26.000","19:34","2021-08-02T19:10:00.000","19:10",,,"Terroristic Threats","13C","Intimidation","414","8000  NW ROANRIDGE RD","KANSAS CITY","64151","PP0402","NPD","false","SUS","U","U",,"false",,
"KC21052481","2021-08-09T09:53:37.000","09:53","2021-08-09T10:00:00.000","10:00",,,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","544","7700  TRAIL RIDGE AVE","KANSAS CITY","64139","PJ5931","SPD","false","VIC","W","F",,"false",,
"KC21041622","2021-06-26T22:34:08.000","22:34","2021-06-27T01:20:00.000","01:20",,,"Recovered Stolen Auto",,,"533","600  E RED BRIDGE RD","KANSAS CITY","64131","PJ6959","SPD","false","VIC","U","M",,"false",,
"KC21036464","2021-06-07T09:09:47.000","09:09","2021-06-07T09:08:00.000","09:08",,,"Assault (Aggravated)","13A","Aggravated Assault","342","3800  BLUE RIDGE CTOF","KANSAS CITY","64129",,"EPD","false","SUS","U","F",,"true",,
"KC21052248","2021-08-08T14:23:20.000","14:23","2021-08-08T14:23:00.000","14:23",,,"Recovered Stolen Auto",,,"322","E 22ND ST and LAWN AVE","KANSAS CITY","64127","PJ1788","EPD","false","SUS","W","F","28","false",,"25-34"
"KC21039219","2021-06-17T14:03:09.000","14:03","2021-06-17T14:03:00.000","14:03",,,"Forgery","26A","False Pretenses / Swindle","312","7700  E FRONT ST","KANSAS CITY",,"PJ0074","EPD","false","VIC",,,,"false",,
"KC21043466","2021-07-04T04:31:16.000","04:31","2021-07-04T02:45:00.000","02:45",,,"Tow-In Report/Authorization Not to Tow",,,"314","4700  E INDEPENDENCE AVE","KANSAS CITY","64124","PJ0717","EPD","false","SUS","B","F",,"false",,
"KC21049587","2021-07-28T14:31:42.000","14:31","2021-07-28T14:31:00.000","14:31",,,"Eluding / Resisting a Lawful Stop",,,"634","MO 210 and BRIGHTON","KANSAS CITY","6411",,"SCP","false","SUS","W","F",,"false",,
"KC21038412","2021-06-14T15:55:26.000","15:55","2021-06-13T18:00:00.000","18:00","2021-06-13T19:15:00.000","19:15","Stealing – Other","23H","All Other Larceny","232","7400  HOLMES RD","KANSAS CITY","64131",,"MPD","false","VIC","W","M","58","false",,"55-64"
"KC21039142","2021-06-17T11:36:11.000","11:36","2021-06-17T11:05:00.000","11:05",,,"Stealing – Shoplift","23C","Shoplifting","133","4200  MAIN ST","KANSAS CITY","64111","PJ3353","CPD","false","SUS","B","M",,"false","POINT (-94.586464 39.050401)",
"KC21044435","2021-07-07T20:22:44.000","20:22","2021-07-07T19:45:00.000","19:45",,,"Stealing – Shoplift","23D","Theft From Building","224","1100  E 63RD ST","KANSAS CITY","64113",,"MPD","false","SUS","B","M",,"false",,
"KC21038429","2021-06-14T16:21:50.000","16:21","2021-06-14T16:22:00.000","16:22","2021-06-14T16:35:00.000","16:35","Arson","200","Arson","312","600  CAMBRIDGE AVE","KANSAS CITY","64125","PJ1040","EPD","false","VIC",,,,"false",,
"KC21044506","2021-07-08T08:19:55.000","08:19","2021-07-07T04:00:00.000","04:00",,,"Stolen Auto","240","Motor Vehicle Theft","344","0  ARROWHEAD DR","KANSAS CITY","64129","PJ3281","EPD","false","VIC",,,,"false",,
"KC21050472","2021-08-01T00:54:24.000","00:54","2021-08-01T00:45:00.000","00:45",,,"Suicide – Attempted",,,"631","3800  CHERRY","KANSAS CITY","64116",,"SCP","false","VIC","W","M","18","false",,"18-24"
"KC21040811","2021-06-23T22:28:12.000","22:28","2021-06-22T00:00:00.000","00:00",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","211","E 47TH ST and SNI A BAR","KANSAS CITY",,,"MPD","false","VIC","B","F",,"false",,
"KC21048796","2021-07-25T15:12:55.000","15:12","2021-07-25T15:12:00.000","15:12",,,"Unfounded",,,"532","E 102ND ST and BLUE RIDGE BLVD","KANSAS CITY","64134","PJ6722","SPD","false","SUS","B","M","45","false",,"45-54"
"KC21040695","2021-06-23T14:48:20.000","14:48","2021-06-23T08:42:00.000","08:42","2021-06-23T12:30:00.000","12:30","Stolen Auto","35A","Drug / Narcotic Violations","115","1800  E GRAND RD","KANSAS CITY","64106",,"CPD","false","CMP VIC","W","M","73","false",,"65-74"
"KC21039955","2021-06-20T20:36:42.000","20:36","2021-06-17T21:00:00.000","21:00","2021-06-18T06:30:00.000","06:30","Stealing – Other","23H","All Other Larceny","142","3800  GARFIELD AVE","KANSAS CITY","64109","PJ3068","CPD","false","VIC","W","M","27","false",,"25-34"
"KC21043713","2021-07-05T09:37:13.000","09:37","2021-07-05T09:37:00.000","09:37",,,"City Weapons Offense","520","Weapon Law Violations","312","1000  N CAMBRIDGE AVE","KANSAS CITY","64120","PJ0071","EPD","false","VIC",,,,"false",,
"KC21039424","2021-06-18T12:11:16.000","12:11","2021-06-17T19:45:00.000","19:45","2021-06-18T09:00:00.000","09:00","Unfounded",,,"111","W 11TH ST and WASHINGTON ST","KANSAS CITY","64105","PJ0931","CPD","false","VIC","W","F","18","false",,"18-24"
"KC21050426","2021-07-31T20:17:56.000","20:17","2021-07-31T20:21:00.000","20:21",,,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","314","4300  ST JOHN AVE","KANSAS CITY","64124","PJ0336","EPD","false","SUS CHA","B","M","32","false",,"25-34"
"KC21040096","2021-06-21T11:30:35.000","11:30","2021-06-21T11:30:00.000","11:30",,,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","222","1800  E 49TH ST","KANSAS CITY","64130",,"MPD","false","ARR CHA SUS","B","M","33","false",,"25-34"
"KC21042862","2021-07-01T16:59:42.000","16:59","2021-07-01T15:45:00.000","15:45",,,"Stealing – Shoplift","23C","Shoplifting","331","3900  E 31ST ST","KANSAS CITY","64128","PJ2595","EPD","false","SUS","B","F",,"false","POINT (-94.537424 39.069357)",
"KC21038996","2021-06-16T17:48:09.000","17:48","2021-06-16T17:48:00.000","17:48",,,"Vehicular – Non-Injury",,,"113","W I 670 HWY and WALNUT AVE","KANSAS CITY",,,"CPD","false","ARR SUS CHA VDR","B","M","19","false",,"18-24"
"KC21044126","2021-07-06T18:05:36.000","18:05","2021-07-06T18:05:00.000","18:05",,,"Assault (Aggravated)","13A","Aggravated Assault","323","2500  BENTON BLVD","KANSAS CITY","64128","PJ2109","EPD","false","VIC","W","F",,"true",,
"KC21044295","2021-07-07T12:05:33.000","12:05","2021-07-07T12:05:00.000","12:05","2021-07-07T12:07:00.000","12:07","Assault (Aggravated)","13A","Aggravated Assault","122","E 10TH ST and TROOST AVE","KANSAS CITY","64106","PJ0891","CPD","false","VIC","B","F",,"true",,
"KC21049377","2021-07-27T17:33:49.000","17:33","2021-07-27T17:25:00.000","17:25",,,"City Weapons Offense","13A","Aggravated Assault","414","N I 29 HWY N and NW 72ND ST","KANSAS CITY","64151","PP0587","NPD","false","SUS","W",,,"true",,
"KC21044126","2021-07-06T18:05:36.000","18:05","2021-07-06T18:05:00.000","18:05",,,"Assault (Aggravated)","13A","Aggravated Assault","323","2500  BENTON BLVD","KANSAS CITY","64128","PJ2109","EPD","false","VIC","W","F","30","true",,"25-34"
"KC21024263","2021-04-17T15:04:59.000","15:04","2021-04-17T15:06:00.000","15:06",,,"Assault (Non-Aggravated)","13A","Aggravated Assault","124","2200  E 31ST ST","KANSAS CITY","64109","PJ2478","CPD","false","VIC","B","F","28","false","POINT (-94.557003 39.069988)","25-34"
"KC21021843","2021-04-07T09:06:00.000","09:06","2021-04-06T22:00:00.000","22:00","2021-04-07T08:30:00.000","08:30","Stolen Auto","240","Motor Vehicle Theft","224","100  MORNINGSIDE DR","KANSAS CITY","64113","PJ4731","MPD","false","VIC","W","M","40","false",,"35-44"
"KC21036954","2021-06-09T00:29:38.000","00:29","2021-06-09T00:29:00.000","00:29",,,"Outside State Warrant Arrest",,,"315","5700  WINNER RD","KANSAS CITY","64125","PJ0874","EPD","false","ARR CHA SUS","W","M","46","false",,"45-54"
"KC21043702","2021-07-05T08:00:15.000","08:00","2021-07-05T08:01:00.000","08:01",,,"Receiving Stolen Property",,,"124","2900  OLIVE ST","KANSAS CITY","64109","PJ2407","CPD","false","VIC","B","F","31","false","POINT (-94.554989 39.073369)","25-34"
"KC21023180","2021-04-12T19:54:43.000","19:54","2021-04-12T19:50:00.000","19:50",,,"Assault (Aggravated)","13A","Aggravated Assault","211","3000  E 49TH ST","KANSAS CITY","64130","PJ3916","MPD","false","VIC","B","M",,"true","POINT (-94.548691 39.037199)",
"KC21043073","2021-07-02T13:54:18.000","13:54","2021-07-02T12:30:00.000","12:30",,,"Robbery (Business)","120","Robbery","242","7700  PROSPECT AVE","KANSAS CITY","64131","PJ5779","MPD","false","VIC A01",,,,"true",,
"KC21038658","2021-06-15T12:51:15.000","12:51","2021-06-08T12:00:00.000","12:00","2021-06-09T00:00:00.000","00:00","Parental Abduction","90Z","All Other Offenses","531","14500  S US 71 HWY","KANSAS CITY",,,"SPD","false","SUS","B","F",,"false",,
"KC21048056","2021-07-22T11:25:48.000","11:25","2021-07-22T11:20:00.000","11:20",,,"Robbery (Armed Street)","120","Robbery","533","10700  STATE LINE RD","KANSAS CITY","64114","PJ6888","SPD","false","ARR CHA SUS","B","M","47","false",,"45-54"
"KC21041135","2021-06-25T08:33:17.000","08:33","2021-06-25T05:00:00.000","05:00","2021-06-25T09:30:00.000","09:30","Burglary (Non-Residential)","220","Burglary/Breaking and Entering","341","5600  E TRUMAN RD","KANSAS CITY","64127","PJ1433","EPD","false","VIC",,,,"false",,
"KC21047438","2021-07-19T19:38:12.000","19:38","2021-07-19T19:38:00.000","19:38",,,"Assault (Aggravated)","13A","Aggravated Assault","133","W WESTPORT RD and N BROADWAY BLVD","KANSAS CITY","64111",,"CPD","false","SUS","B","M",,"true",,
"KC21038031","2021-06-12T23:32:35.000","23:32","2021-06-12T23:30:00.000","23:30",,,"Trespass of Real Property","90J","Trespass of Real Property","223","E 55TH ST and PROSPECT AVE","KANSAS CITY","64130","PJ4444","MPD","false","VIC",,,,"false",,
"KC21039346","2021-06-18T05:39:34.000","05:39","2021-06-18T05:30:00.000","05:30",,,"Property Damage","290","Vandalism/Destruction of Property","231","00  W 63RD ST","KANSAS CITY",,,"MPD","false","VIC POD",,,,"false",,
"KC21051264","2021-08-04T13:29:10.000","13:29","2021-08-04T13:29:00.000","13:29",,,"Rape - Juvenile","11A","Forcible Rape","421","7400  NW BARRY RD","KANSAS CITY","64152","PP0372","NPD","false","VIC","B","F",,"false",,
"KC21034174","2021-05-28T16:56:39.000","16:56","2021-05-28T16:56:00.000","16:56","2021-05-28T17:47:00.000","17:47","Vehicular – Non-Injury",,,"212","4200  E 63RD ST","KANSAS CITY","64130","PJ4930","MPD","false","ARR CHA SUS VDR","B","M","26","false","POINT (-94.537386 39.011682)","25-34"
"KC21041730","2021-06-27T13:21:56.000","13:21","2021-06-27T13:21:00.000","13:21",,,"Robbery (Armed Street)","120","Robbery","131","300  E 31ST ST","KANSAS CITY","64111","PJ2540","CPD","false","SUS","B","M",,"true",,
"KC21029948","2021-05-11T15:32:57.000","15:32","2021-05-11T15:10:00.000","15:10",,,"Assault (Aggravated)","13A","Aggravated Assault","313","800  PROSPECT AVE","KANSAS CITY","64124","PJ0853","EPD","false","VIC","W","M","44","true","POINT (-94.551193 39.103272)","35-44"
"KC21038964","2021-06-16T16:18:47.000","16:18","2021-06-16T16:18:00.000","16:18",,,"Assault (Aggravated)","13A","Aggravated Assault","312","E WINNER RD and WALLACE AVE","KANSAS CITY","64125",,"EPD","false","VIC","W","M","33","true",,"25-34"
"KC21040593","2021-06-23T05:38:35.000","05:38","2021-06-23T05:38:00.000","05:38",,,"Miscellaneous City Ordinance Violation",,,"113","E 12TH ST and CHARLOTTE ST","KANSAS CITY","64106","PJ1111","CPD","false","ARR CHA","W","M","63","false",,"55-64"
"KC21041462","2021-06-26T13:26:00.000","13:26","2021-06-26T13:25:00.000","13:25",,,"Vehicular – Injury",,,"111","I 35 HWY N and W I 670 HWY W","KANSAS CITY","64108","PJ1304","CPD","false","CHA VDR","B","F","19","false",,"18-24"
"KC21046502","2021-07-16T04:55:33.000","04:55","2021-07-16T04:55:00.000","04:55",,,"Property Damage","290","Vandalism/Destruction of Property","532","11400  HICKMAN MILLS DR","KANSAS CITY","64134","PJ7140","SPD","false","SUS","W","M",,"false",,
"KC21031746","2021-05-19T01:02:11.000","01:02","2021-05-19T01:02:00.000","01:02",,,"Obstructing and Resisting an Officer",,,"314","INDEPENDENCE AVE and CHELSEA AVE","KANSAS CITY","64124","PJ0722","EPD","false","ARR CHA SUS","W","M","19","false",,"18-24"
"KC21026592","2021-04-27T16:25:00.000","16:25","2021-04-27T16:25:00.000","16:25",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","SUS","B","M","58","false",,"55-64"
"KC21051985","2021-08-07T11:02:48.000","11:02","2021-08-07T10:55:00.000","10:55",,,"Trespass of Real Property","90J","Trespass of Real Property","113","00  E 14TH ST","KANSAS CITY","64106","PJ1240","CPD","false","VIC",,,,"false",,
"KC21041306","2021-06-25T18:43:44.000","18:43","2021-06-25T18:35:00.000","18:35",,,"Stealing – Shoplift","23C","Shoplifting","533","10600  STATE LINE RD","KANSAS CITY","64114","PJ6888","SPD","false","VIC",,,,"false",,
"KC21039740","2021-06-19T18:57:59.000","18:57","2021-06-19T18:57:00.000","18:57",,,"State Warrant Arrest",,,"334","E 46TH ST and ASKEW AVE","KANSAS CITY","64130","PJ3700","EPD","false","ARR CHA SUS","B","M","24","false",,"18-24"
"KC21038394","2021-06-14T14:11:07.000","14:11","2021-06-14T09:00:00.000","09:00",,,"Abuse of a Child","90Z","All Other Offenses","631","1800  NE VIVION RD","KANSAS CITY",,,"SCP","false","VIC","W","F",,"false",,
"KC21038996","2021-06-16T17:48:09.000","17:48","2021-06-16T17:48:00.000","17:48",,,"Vehicular – Non-Injury",,,"113","W I 670 HWY and WALNUT AVE","KANSAS CITY",,,"CPD","false","ARR SUS CHA VDR","W","M","33","false",,"25-34"
"KC21026827","2021-04-28T15:17:09.000","15:17","2021-04-28T15:10:00.000","15:10",,,"Assault (Aggravated)","13A","Aggravated Assault","342","9400  E 39TH ST","KANSAS CITY","64133","PJ3327","EPD","false","VIC","B","M",,"true","POINT (-94.468348 39.052278)",
"KC21023724","2021-04-15T09:59:48.000","09:59","2021-04-15T09:59:00.000","09:59",,,"Assault (Aggravated)","13A","Aggravated Assault","211","E 54TH ST and JACKSON AVE","KANSAS CITY","63131","PJ4357","MPD","false","SUS","B","F",,"true","POINT (-94.536647 39.027629)",
"KC21027676","2021-05-02T04:25:59.000","04:25","2021-05-02T01:30:00.000","01:30",,,"Assault (Aggravated)","13A","Aggravated Assault","415","0  NE 80TH ST","KANSAS CITY","64118","PC0412","NPD","true","ARR CHA SUS","W","F","34","false",,"25-34"
"KC21023036","2021-04-12T09:56:27.000","09:56","2021-04-09T13:34:00.000","13:34","2021-04-12T09:56:00.000","09:56","Burglary (Residential)","220","Burglary/Breaking and Entering","242","2100  E 73RD ST","KANSAS CITY","64132","PJ5554","MPD","false","VIC",,,,"false","POINT (-94.562839 38.994668)",
"KC21039946","2021-06-20T19:58:34.000","19:58","2021-06-20T18:35:00.000","18:35",,,"Stealing – Shoplift","23C","Shoplifting","113","00  E 13TH ST","KANSAS CITY","64106",,"CPD","false","VIC",,,,"false",,
"KC21046740","2021-07-17T00:57:01.000","00:57","2021-07-17T00:55:00.000","00:55",,,"Assault (Non-Aggravated)","13B","Simple Assault","415","7900  N OAK TRFY","KANSAS CITY","64118","PC0412","NPD","false","VIC","W","M","45","false",,"45-54"
"KC21040686","2021-06-23T14:01:09.000","14:01","2016-03-31T12:00:00.000","12:00",,,"Forgery","250","Counterfeiting / Forgery","532","5700  E 100TH ST","KANSAS CITY","64137","PJ6660","SPD","false","VIC","U","M","66","false",,"65-74"
"KC21044553","2021-07-08T10:47:33.000","10:47","2021-07-06T12:00:00.000","12:00",,,"Identity Theft","26F","Identity Theft","544","9800  DODGION CT","KANSAS CITY","64139",,"SPD","false","VIC","W","F","52","false",,"45-54"
"KC21042638","2021-06-30T19:03:14.000","19:03","2021-06-30T20:00:00.000","20:00",,,"City/Municipal Warrant Arrest",,,"999","00  NE TUDOR RD","LEES SUMMIT","64086",,"OSPD","false","ARR CHA SUS","B","F","21","false",,"18-24"
"KC21038407","2021-06-14T13:37:33.000","13:37","2021-06-14T00:40:00.000","00:40",,,"Burglary (Non-Residential)","220","Burglary/Breaking and Entering","533","300  E 103RD TER","KANSAS CITY","64114","PJ6771","SPD","false","VIC",,,,"false",,
"KC21040645","2021-06-23T11:12:21.000","11:12","2021-06-19T12:00:00.000","12:00","2021-06-20T12:00:00.000","12:00","Loss",,,"345","13700  E 50TH ST","KANSAS CITY","64133","PJ4249","EPD","false","VIC","B","M","45","false",,"45-54"
"KC21052327","2021-08-08T20:24:18.000","20:24","2021-08-08T20:20:00.000","20:20",,,"Stealing – Shoplift","23C","Shoplifting","414","4400  NW BARRY RD","KANSAS CITY","64151","PP0367","NPD","false","VIC",,,,"false",,
"KC21040552","2021-06-22T21:53:12.000","21:53","2021-06-22T21:53:00.000","21:53",,,"Rape - Juvenile","11A","Forcible Rape","642","4300  NE 83RD TER","KANSAS CITY","64119","PC0374","SCP","false","VIC","B","F",,"false",,
"KC21035853","2021-06-04T16:29:44.000","16:29","2021-06-04T18:01:00.000","18:01",,,"Vehicular – Non-Injury",,,"112","I 70 HWY and WALNUT ST","KANSAS CITY","64105",,"CPD","false","CHA VDR","W","F","32","false",,"25-34"
"KC21021993","2021-04-07T18:45:33.000","18:45","2021-04-07T17:00:00.000","17:00",,,"Robbery (Armed Street)","120","Robbery","542","8800  OLD SANTA FE RD","KANSAS CITY","64138",,"SPD","false","VIC","B","M","18","true","POINT (-94.501207 38.965338)","18-24"
"KC21050752","2021-08-02T10:16:33.000","10:16","2021-08-02T01:00:00.000","01:00","2021-08-02T03:00:00.000","03:00","Assault (Aggravated)","13A","Aggravated Assault","233","1200  E 80TH TER","KANSAS CITY","64131","PJ5898","MPD","false","VIC","B","F","61","true",,"55-64"
"KC21043317","2021-07-03T13:08:48.000","13:08","2021-07-03T08:15:00.000","08:15",,,"Miscellaneous Investigation","90Z","All Other Offenses","636","4500  NE WORLDS OF FUN AVE","KANSAS CITY","64161","PC1118","SCP","false","SUS","B","M","36","false",,"35-44"
"KC21035651","2021-06-03T22:17:55.000","22:17","2021-06-03T22:17:00.000","22:17",,,"Harassment / Intimidation - Domestic Violence","13C","Intimidation","411","00  NE HILL ST","KANSAS CITY","64115","PC1400","NPD","false","SUS","B","M",,"false",,
"KC21039505","2021-06-18T09:59:12.000","09:59","2021-06-18T17:00:00.000","17:00",,,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","false","ARR CHA SUS","B","M","28","false",,"25-34"
"KC21043742","2021-07-05T11:48:38.000","11:48","2021-07-04T12:00:00.000","12:00",,,"Stealing – Shoplift","23C","Shoplifting","234","8600  WARD PKWY","KANSAS CITY","64114","PJ6174","MPD","false","VIC",,,,"false","POINT (-94.605532 38.971886)",
"KC21038843","2021-06-16T09:13:07.000","09:13","2021-06-09T17:00:00.000","17:00","2021-06-10T07:30:00.000","07:30","Stealing – Other","23H","All Other Larceny","123","2600  FOREST AVE","KANSAS CITY",,,"CPD","false","VIC",,,,"false","POINT (-94.569549 39.079223)",
"KC21045404","2021-07-11T19:06:10.000","19:06","2021-07-11T19:00:00.000","19:00",,,"Stealing – Shoplift","23C","Shoplifting","533","11100  HOLMES RD","KANSAS CITY","64114","PJ7024","SPD","false","VIC",,,,"false",,
"KC21048375","2021-07-23T15:20:38.000","15:20","2021-07-23T15:53:00.000","15:53",,,"Vehicular – Non-Injury Hit and Run",,,"121","1700  INDEPENDENCE BLVD","KANSAS CITY","64106","PJ0663","CPD","false","SUS","B","F","30","false",,"25-34"
"KC21044169","2021-07-06T21:38:54.000","21:38","2021-07-06T20:49:00.000","20:49",,,"Assault (Aggravated)","13A","Aggravated Assault","343","3600  ELMWOOD AVE","KANSAS CITY","64127",,"EPD","false","VIC","B","F","34","true",,"25-34"
"KC21039605","2021-06-19T03:46:38.000","03:46","2021-06-19T00:00:00.000","00:00","2021-06-19T02:00:00.000","02:00","Unfounded",,,"133","W 42ND ST and PENNSYLVANIA AVE","KANSAS CITY","64111","PJ3303","CPD","false","VIC","W","M","32","false",,"25-34"
"KC21033379","2021-05-25T13:57:55.000","13:57","2021-05-23T22:00:00.000","22:00","2021-05-23T23:00:00.000","23:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","632","4400  N WINN RD","KANSAS CITY","64117","PC1140","SCP","false","VIC","B","M","19","false",,"18-24"
"KC21046587","2021-07-16T12:36:29.000","12:36","2021-07-16T12:36:00.000","12:36",,,"Trespass of Real Property","90J","Trespass of Real Property","212","7000  EASTWOOD TRFY","KANSAS CITY","64129","PJ4182","MPD","false","VIC",,,,"false",,
"KC21046574","2021-07-16T11:25:00.000","11:25","2021-07-16T11:20:00.000","11:20",,,"Stealing – Shoplift","23C","Shoplifting","213","5100  BLUE RIDGE CTOF","KANSAS CITY","64129","PJ4246","MPD","false","SUS","B","F",,"false",,
"KC21036541","2021-06-07T11:07:37.000","11:07","2021-06-06T22:00:00.000","22:00",,,"Assault (Non-Aggravated)","13B","Simple Assault","342","2300  TOPPING AVE","KANSAS CITY","64127","PJ2006","EPD","false","VIC","B","M","25","false",,"25-34"
"KC21039219","2021-06-17T14:03:09.000","14:03","2021-06-17T14:03:00.000","14:03",,,"Forgery","26A","False Pretenses / Swindle","312","7700  E FRONT ST","KANSAS CITY",,"PJ0074","EPD","false","SUS","W","M","57","false",,"55-64"
"KC21048650","2021-07-24T20:58:15.000","20:58","2021-07-24T19:00:00.000","19:00","2021-07-24T19:30:00.000","19:30","Stolen Auto","240","Motor Vehicle Theft","343","4900  E LINWOOD BLVD","KANSAS CITY","64128","PJ2594","EPD","false","SUS","B","F","30","false",,"25-34"
"KC21051635","2021-08-05T21:15:08.000","21:15","2021-08-05T21:15:00.000","21:15",,,"Assault (Non-Aggravated)","13B","Simple Assault","223","3700  E 56TH ST","KANSAS CITY","64130","PJ4503","MPD","false","VIC","W","M","47","false","POINT (-94.542246 39.024654)","45-54"
"KC21051923","2021-08-07T01:13:04.000","01:13","2021-08-07T01:14:00.000","01:14",,,"Dead Body",,,"636","3600  N RANDOLPH RD","KANSAS CITY","64161","PC1337","SCP","false","VIC DEC CNS","B","M","48","false",,"45-54"
"KC21049597","2021-07-28T14:52:21.000","14:52","2021-07-22T15:21:00.000","15:21",,,"Abuse of a Child","13B","Simple Assault","412","5800  N HOLLY DR","KANSAS CITY","64118","PC0647","NPD","false","VIC","U","M",,"false","POINT (-94.593421 39.199808)",
"KC21044356","2021-07-07T15:18:34.000","15:18","2021-07-07T15:08:00.000","15:08",,,"Assault (Aggravated)","13A","Aggravated Assault","341","5800  E 17TH ST","KANSAS CITY","64108","PJ1942","EPD","false","VIC",,,,"true",,
"KC21039997","2021-06-21T00:59:27.000","00:59","2021-06-21T00:50:00.000","00:50",,,"Assault (Aggravated)","13A","Aggravated Assault","314","400  DENVER AVE","KANSAS CITY","64124","PJ0530","EPD","false","VIC","B","M","44","true",,"35-44"
